PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount,MS,MS_Uncertainty,MS_StationCount
1683486,1980-09-10T16:55:12Z,-41.34,0.0,175.02,0.0,28.0,1.0,ML,,,,1.5,0.2,5,,,,,,
1561195,1980-09-10T20:59:30Z,-45.11,0.1,167.2,0.1,86.0,10.0,ML,,,,3.8,0.2,4,,,,,,
1583806,1980-09-11T02:23:09Z,-44.43,0.0,169.52,0.0,6.0,0.0,ML,,,,2.2,0.2,5,,,,,,
1683487,1980-09-11T03:36:46Z,-41.18,0.0,174.54,0.0,65.0,1.0,ML,,,,2.1,0.2,4,,,,,,
1561196,1980-09-11T06:29:27Z,-37.23,0.1,177.41,0.1,159.0,12.0,ML,,,,4.2,0.3,7,,,,,,
1683488,1980-09-11T08:59:11Z,-40.87,0.0,175.54,0.0,26.0,2.0,ML,,,,2.5,0.1,4,,,,,,
1683489,1980-09-11T13:46:16Z,-40.97,0.0,175.11,0.0,29.0,2.0,ML,,,,2.0,0.2,5,,,,,,
1683490,1980-09-11T14:59:25Z,-40.8,0.0,174.74,0.0,17.0,2.0,ML,,,,1.8,0.1,5,,,,,,
1683491,1980-09-11T17:37:26Z,-41.34,0.0,175.0,0.0,29.0,1.0,ML,,,,1.5,0.2,5,,,,,,
1561197,1980-09-11T21:57:57Z,-38.66,0.1,176.31,0.0,12.0,0.0,ML,,,,2.8,0.2,3,,,,,,
1683492,1980-09-11T22:02:19Z,-41.03,0.0,174.91,0.0,57.0,0.0,ML,,,,2.7,0.1,2,2.3,nan,1,,,
1683493,1980-09-12T05:18:04Z,-41.04,0.0,175.3,0.0,10.0,2.0,ML,,,,2.2,0.1,2,2.7,0.1,4,,,
1683494,1980-09-12T20:55:56Z,-41.3,0.0,175.15,0.0,25.0,0.0,ML,,,,2.2,nan,2,2.2,nan,1,,,
1683495,1980-09-13T00:14:52Z,-41.41,0.0,174.26,0.0,62.0,0.0,ML,,,,2.0,0.2,4,,,,,,
1561201,1980-09-13T01:32:55Z,-41.62,0.0,174.24,0.0,12.0,0.0,ML,,,,4.0,0.4,8,,,,,,
1683497,1980-09-13T05:02:36Z,-41.53,0.0,174.35,0.0,23.0,1.0,ML,,,,1.9,0.1,5,,,,,,
1683498,1980-09-13T05:08:31Z,-41.53,0.0,174.35,0.0,23.0,1.0,ML,,,,1.7,0.1,6,,,,,,
1561202,1980-09-13T07:38:50Z,-41.45,0.0,174.63,0.0,12.0,0.0,ML,,,,3.8,0.5,8,,,,,,
1561203,1980-09-13T09:08:44Z,-39.12,0.0,175.18,0.0,12.0,0.0,ML,,,,3.8,0.3,6,,,,,,
1683500,1980-09-13T10:23:36Z,-41.26,0.0,175.22,0.0,19.0,1.0,ML,,,,1.6,0.2,7,,,,,,
1683501,1980-09-13T15:19:27Z,-40.99,0.0,174.19,0.0,52.0,1.0,ML,,,,2.2,0.1,6,,,,,,
1683502,1980-09-13T21:41:47Z,-41.37,0.0,174.65,0.0,22.0,1.0,ML,,,,2.0,0.1,4,,,,,,
1561204,1980-09-14T04:55:58Z,-38.71,0.0,176.41,0.0,33.0,0.0,ML,,,,3.8,0.3,11,,,,,,
1583807,1980-09-14T19:13:49Z,-44.21,0.0,169.88,0.0,10.0,0.0,ML,,,,1.9,0.1,6,,,,,,
1683503,1980-09-15T00:02:25Z,-40.73,0.0,174.49,0.0,43.0,4.0,ML,,,,2.4,0.1,5,,,,,,
1683504,1980-09-15T05:45:33Z,-41.29,0.0,175.2,0.0,20.0,2.0,ML,,,,1.6,0.1,4,,,,,,
1683505,1980-09-15T08:27:55Z,-41.37,0.0,174.83,0.0,15.0,0.0,ML,,,,1.7,0.3,6,,,,,,
1683506,1980-09-15T09:05:12Z,-41.17,0.0,174.15,0.0,44.0,2.0,ML,,,,2.2,0.2,5,,,,,,
1583808,1980-09-15T10:13:46Z,-44.06,0.0,169.55,0.0,3.0,1.0,ML,,,,2.5,0.2,8,,,,,,
1683507,1980-09-15T11:50:34Z,-41.0,0.0,174.51,0.0,39.0,1.0,ML,,,,2.2,0.2,7,,,,,,
1683508,1980-09-15T13:26:08Z,-41.31,0.0,174.81,0.0,28.0,1.0,ML,,,,1.7,0.2,7,,,,,,
1561208,1980-09-15T14:29:26Z,-45.87,0.0,167.15,0.0,114.0,3.0,ML,,,,4.2,0.3,6,,,,,,
1683509,1980-09-15T16:07:53Z,-41.15,0.0,174.56,0.0,34.0,0.0,ML,,,,2.0,0.2,8,,,,,,
1561209,1980-09-15T18:06:36Z,-37.58,0.0,176.49,0.0,200.0,4.0,ML,,,,4.6,0.3,6,,,,,,
1583809,1980-09-15T18:20:55Z,-44.25,0.0,169.53,0.0,4.0,1.0,ML,,,,3.3,0.2,3,,,,,,
1561210,1980-09-16T10:02:40Z,-41.63,0.0,174.22,0.0,12.0,0.0,ML,,,,4.0,0.4,6,,,,,,
1683511,1980-09-16T13:28:02Z,-41.66,0.0,174.22,0.0,23.0,1.0,ML,,,,2.8,nan,1,2.7,0.1,5,,,
1683512,1980-09-18T00:21:59Z,-41.38,0.0,174.81,0.0,20.0,1.0,ML,,,,2.0,0.1,4,,,,,,
1683513,1980-09-18T00:22:09Z,-41.39,0.0,174.81,0.0,19.0,1.0,ML,,,,1.7,0.1,6,,,,,,
1683514,1980-09-18T01:18:23Z,-40.94,0.0,175.3,0.0,24.0,1.0,ML,,,,2.5,0.2,4,2.7,0.1,2,,,
1683515,1980-09-18T23:20:37Z,-41.19,0.0,174.54,0.0,35.0,2.0,ML,,,,1.8,0.3,5,,,,,,
1683516,1980-09-19T03:26:43Z,-41.27,0.0,175.35,0.0,18.0,2.0,ML,,,,2.3,0.2,3,2.4,nan,1,,,
1683517,1980-09-19T07:06:50Z,-41.02,0.0,175.31,0.0,24.0,1.0,ML,,,,1.9,0.1,6,,,,,,
1683518,1980-09-19T10:10:38Z,-41.65,0.0,174.49,0.0,51.0,4.0,ML,,,,1.9,0.2,6,,,,,,
1583810,1980-09-19T14:24:21Z,-43.73,0.0,170.1,0.0,3.0,1.0,ML,,,,2.0,0.1,5,,,,,,
1561211,1980-09-19T22:55:36Z,-37.53,0.1,176.52,0.1,228.0,8.0,ML,,,,4.0,0.3,6,,,,,,
1683519,1980-09-19T23:58:28Z,-41.36,0.0,175.12,0.0,28.0,2.0,ML,,,,1.5,0.2,5,,,,,,
1561212,1980-09-20T03:04:08Z,-38.66,0.0,178.21,0.0,33.0,0.0,ML,,,,3.4,0.4,6,,,,,,
1561213,1980-09-20T05:33:40Z,-45.52,0.0,167.15,0.0,83.0,4.0,ML,,,,3.5,0.2,5,,,,,,
1561214,1980-09-20T06:58:42Z,-45.1,0.0,167.47,0.1,67.0,4.0,ML,,,,3.0,0.5,5,,,,,,
1683520,1980-09-20T08:27:05Z,-40.9,0.0,174.36,0.0,45.0,1.0,ML,,,,2.8,0.2,3,2.4,nan,2,,,
1561215,1980-09-20T09:26:47Z,-45.66,0.0,167.03,0.1,83.0,5.0,ML,,,,3.9,0.3,7,,,,,,
1683521,1980-09-20T10:17:34Z,-41.28,0.0,175.35,0.0,31.0,1.0,ML,,,,2.0,0.1,7,,,,,,
1561216,1980-09-20T11:28:20Z,-45.1,0.1,166.97,0.1,0.0,9.0,ML,,,,3.2,0.4,5,,,,,,
1683522,1980-09-20T23:26:16Z,-40.86,0.0,175.34,0.0,35.0,1.0,ML,,,,2.6,0.3,4,,,,,,
1683523,1980-09-21T00:51:04Z,-41.37,0.0,175.12,0.0,27.0,1.0,ML,,,,1.6,0.2,5,,,,,,
1561218,1980-09-21T06:19:39Z,-35.6,0.2,179.22,0.2,321.0,19.0,ML,,,,4.2,0.2,6,,,,,,
1561219,1980-09-21T13:23:52Z,-40.09,0.0,175.63,0.0,33.0,0.0,ML,,,,4.1,0.3,12,,,,,,
1683524,1980-09-21T15:36:49Z,-41.12,0.0,175.19,0.1,32.0,4.0,ML,,,,1.7,0.2,4,,,,,,
1683525,1980-09-21T16:25:51Z,-41.05,0.0,174.66,0.0,59.0,4.0,ML,,,,1.9,0.3,5,,,,,,
1683526,1980-09-21T22:17:32Z,-41.04,0.0,174.49,0.0,53.0,2.0,ML,,,,1.9,0.3,4,,,,,,
1683527,1980-09-22T02:57:21Z,-41.44,0.0,175.08,0.0,24.0,0.0,ML,,,,2.1,0.1,7,,,,,,
1561220,1980-09-22T09:44:13Z,-38.48,0.0,175.8,0.0,179.0,2.0,ML,,,,4.1,0.2,6,,,,,,
1683528,1980-09-22T09:50:04Z,-41.45,0.0,174.25,0.0,30.0,1.0,ML,,,,2.0,0.1,6,,,,,,
1583811,1980-09-22T12:20:41Z,-44.46,0.0,170.26,0.0,6.0,1.0,ML,,,,2.2,0.1,6,,,,,,
1683529,1980-09-22T13:32:34Z,-40.97,0.0,174.5,0.0,62.0,2.0,ML,,,,2.1,0.3,7,,,,,,
1683530,1980-09-22T17:29:06Z,-41.36,0.0,175.12,0.0,27.0,0.0,ML,,,,1.5,0.2,7,,,,,,
1683531,1980-09-23T07:33:50Z,-40.62,0.0,174.97,0.0,45.0,0.0,ML,,,,2.1,0.4,4,,,,,,
1683532,1980-09-23T10:42:01Z,-40.88,0.0,175.63,0.0,24.0,2.0,ML,,,,2.2,0.3,7,,,,,,
1561221,1980-09-23T16:05:52Z,-37.23,0.1,177.66,0.0,112.0,9.0,ML,,,,4.0,0.2,7,,,,,,
1561222,1980-09-23T18:44:01Z,-40.34,0.0,173.53,0.1,170.0,7.0,ML,,,,4.5,0.3,8,,,,,,
1683533,1980-09-23T21:34:58Z,-41.5,0.1,174.12,0.2,35.0,7.0,ML,,,,2.3,0.3,7,,,,,,
1561224,1980-09-24T12:14:14Z,-40.07,0.0,175.43,0.0,33.0,0.0,ML,,,,3.4,0.4,9,,,,,,
1683534,1980-09-24T13:11:33Z,-41.02,0.0,174.01,0.0,58.0,3.0,ML,,,,3.0,0.1,2,3.2,0.1,3,,,
1583812,1980-09-24T18:41:36Z,-44.12,0.0,169.96,0.0,12.0,1.0,ML,,,,1.9,0.0,2,,,,,,
1683535,1980-09-24T20:48:50Z,-40.9,0.0,175.0,0.0,37.0,4.0,ML,,,,2.0,0.3,4,,,,,,
1561225,1980-09-25T01:31:44Z,-36.58,0.1,177.71,0.1,165.0,10.0,ML,,,,4.2,0.4,6,,,,,,
1683536,1980-09-25T15:26:57Z,-41.28,0.0,174.26,0.1,34.0,2.0,ML,,,,2.0,0.1,5,,,,,,
1583813,1980-09-25T18:07:24Z,-44.3,0.0,170.07,0.0,11.0,0.0,ML,,,,2.3,0.0,5,,,,,,
1561231,1980-09-26T02:51:44Z,-39.12,0.0,175.23,0.1,33.0,0.0,ML,,,,3.9,0.3,4,,,,,,
1561232,1980-09-26T12:39:25Z,-46.7,0.1,165.84,0.1,33.0,0.0,ML,,,,4.2,0.3,3,,,,,,
1683537,1980-09-26T15:11:33Z,-41.29,0.0,174.31,0.0,35.0,2.0,ML,,,,2.1,0.2,6,,,,,,
1683538,1980-09-27T05:13:18Z,-41.02,0.0,175.39,0.0,25.0,0.0,ML,,,,2.2,0.1,6,,,,,,
1583814,1980-09-27T10:05:49Z,-44.03,0.0,169.54,0.0,2.0,3.0,ML,,,,2.4,0.1,6,,,,,,
1561235,1980-09-27T16:38:38Z,-38.51,0.0,176.14,0.1,33.0,0.0,ML,,,,3.8,0.3,6,,,,,,
1561236,1980-09-27T21:55:38Z,-39.99,0.0,173.7,0.1,161.0,6.0,ML,,,,4.3,0.3,4,,,,,,
1683539,1980-09-28T02:47:26Z,-41.03,0.0,175.47,0.0,23.0,1.0,ML,,,,1.8,0.3,4,,,,,,
1683540,1980-09-29T08:25:00Z,-40.95,0.0,175.75,0.0,30.0,1.0,ML,,,,2.0,0.1,5,,,,,,
1683541,1980-09-29T10:28:57Z,-41.22,0.0,174.12,0.0,49.0,2.0,ML,,,,2.3,0.2,6,,,,,,
1683542,1980-09-29T19:07:07Z,-40.96,0.0,174.42,0.0,62.0,2.0,ML,,,,1.9,0.3,4,,,,,,
1683543,1980-09-29T19:34:50Z,-41.08,0.0,174.95,0.0,28.0,1.0,ML,,,,2.5,0.1,3,2.3,nan,1,,,
1561238,1980-09-29T22:19:27Z,-38.68,0.0,175.78,0.1,165.0,6.0,ML,,,,4.8,0.3,6,,,,,,
1561239,1980-09-29T23:28:31Z,-39.38,0.0,176.92,0.0,52.0,4.0,ML,,,,3.6,0.4,4,,,,,,
1683544,1980-09-30T02:16:21Z,-41.44,0.0,175.07,0.0,22.0,1.0,ML,,,,2.0,0.1,8,,,,,,
1683545,1980-09-30T02:24:19Z,-41.11,0.0,173.88,0.0,70.0,1.0,ML,,,,2.7,0.1,2,2.7,0.3,5,,,
1683546,1980-09-30T05:56:47Z,-41.18,0.0,175.1,0.0,10.0,0.0,ML,,,,1.4,0.2,4,,,,,,
1561240,1980-09-30T06:22:42Z,-45.18,0.0,167.64,0.0,113.0,4.0,ML,,,,3.7,0.2,2,,,,,,
1683547,1980-09-30T13:00:22Z,-40.75,0.0,174.47,0.0,68.0,1.0,ML,,,,2.7,0.1,4,2.9,0.2,5,,,
1561241,1980-09-30T15:33:28Z,-40.44,0.0,174.1,0.1,129.0,11.0,ML,,,,3.3,0.3,3,,,,,,
1683548,1980-09-30T15:53:43Z,-41.27,0.0,175.36,0.0,23.0,1.0,ML,,,,1.7,0.3,5,,,,,,
1683549,1980-09-30T17:07:00Z,-41.15,0.0,175.13,0.0,22.0,1.0,ML,,,,1.5,0.2,6,,,,,,
1683550,1980-09-30T17:13:48Z,-41.15,0.0,175.13,0.0,22.0,1.0,ML,,,,1.6,0.2,8,,,,,,
1683551,1980-09-30T17:37:50Z,-41.33,0.0,174.85,0.0,28.0,1.0,ML,,,,1.5,0.2,9,,,,,,
1683552,1980-09-30T18:50:06Z,-41.15,0.0,175.13,0.0,21.0,2.0,ML,,,,1.8,0.1,5,,,,,,
1561242,1980-09-30T19:13:53Z,-36.38,0.0,178.35,0.1,190.0,6.0,ML,,,,4.9,0.1,8,,,,,,
1683553,1980-09-30T23:23:37Z,-41.03,0.0,174.75,0.0,61.0,2.0,ML,,,,1.9,0.2,4,,,,,,
1683554,1980-10-01T09:06:16Z,-41.38,0.0,173.8,0.0,57.0,4.0,Md,,,,,,,2.8,0.2,6,,,
1683555,1980-10-01T19:55:54Z,-41.23,0.0,175.01,0.0,20.0,1.0,ML,,,,1.9,0.2,5,,,,,,
1683556,1980-10-01T21:46:43Z,-40.87,0.0,174.56,0.0,70.0,3.0,Md,,,,,,,2.6,0.3,3,,,
1561248,1980-10-02T15:07:28Z,-40.09,0.0,175.51,0.0,33.0,0.0,ML,,,,3.7,0.3,8,,,,,,
1683557,1980-10-02T16:32:24Z,-41.52,0.0,174.52,0.0,20.0,2.0,ML,,,,2.1,0.2,6,,,,,,
1683558,1980-10-03T01:21:56Z,-41.0,0.0,174.74,0.0,34.0,0.0,ML,,,,2.5,0.2,3,2.5,nan,1,,,
1683559,1980-10-03T02:56:59Z,-41.54,0.0,174.0,0.0,26.0,2.0,ML,,,,2.3,0.2,5,,,,,,
1561249,1980-10-03T07:15:45Z,-38.42,0.0,175.68,0.1,186.0,8.0,ML,,,,4.2,0.2,7,,,,,,
1583815,1980-10-03T08:17:05Z,-44.5,0.0,170.06,0.0,9.0,0.0,ML,,,,2.1,0.1,6,,,,,,
1561250,1980-10-03T11:33:21Z,-38.68,0.0,176.21,0.0,0.0,0.0,ML,,,,2.8,0.5,3,,,,,,
1561251,1980-10-03T22:39:53Z,-40.35,0.0,176.08,0.1,33.0,0.0,ML,,,,3.4,0.1,3,,,,,,
1683560,1980-10-04T01:10:17Z,-40.98,0.0,175.25,0.0,52.0,2.0,ML,,,,2.2,0.1,5,,,,,,
1683561,1980-10-04T13:57:03Z,-40.99,0.0,174.86,0.0,34.0,0.0,ML,,,,1.8,0.3,5,,,,,,
1561252,1980-10-04T16:17:44Z,-39.1,0.0,175.63,0.0,94.0,10.0,ML,,,,3.6,0.4,4,,,,,,
1561253,1980-10-04T17:01:37Z,-40.57,0.0,175.09,0.1,12.0,0.0,ML,,,,3.8,0.5,3,,,,,,
1561254,1980-10-05T09:08:23Z,-36.25,0.1,-179.81,0.1,33.0,0.0,ML,,,,3.8,0.2,5,,,,,,
1561255,1980-10-05T09:53:03Z,-41.88,0.0,173.9,0.0,12.0,0.0,ML,,,,3.2,0.4,3,,,,,,
1561256,1980-10-05T15:32:50Z,-39.72,0.0,176.87,0.1,30.0,3.0,Mw,5.7,nan,0,5.6,0.2,7,,,,5.6,nan,0
1561257,1980-10-05T15:38:12Z,-39.68,0.0,176.92,0.0,33.0,0.0,ML,,,,3.0,0.2,3,,,,,,
1561258,1980-10-05T15:46:35Z,-39.7,0.0,176.98,0.1,33.0,0.0,ML,,,,2.9,0.1,2,,,,,,
1561259,1980-10-05T15:49:49Z,-39.77,0.0,177.01,0.0,33.0,0.0,ML,,,,3.2,0.1,3,,,,,,
1561260,1980-10-05T15:50:31Z,-39.77,0.0,176.95,0.0,33.0,0.0,ML,,,,3.7,0.2,5,,,,,,
1561261,1980-10-05T16:11:05Z,-39.9,0.1,176.93,0.1,33.0,0.0,ML,,,,3.0,0.5,3,,,,,,
1561262,1980-10-05T16:24:43Z,-39.75,0.0,176.9,0.1,33.0,0.0,ML,,,,3.5,0.2,5,,,,,,
1561263,1980-10-05T16:27:28Z,-38.36,0.0,176.98,0.1,53.0,8.0,ML,,,,3.1,0.5,3,,,,,,
1561264,1980-10-05T16:37:25Z,-38.35,0.0,177.1,0.0,47.0,1.0,ML,,,,3.0,0.4,3,,,,,,
1561265,1980-10-05T16:43:54Z,-39.75,0.0,176.92,0.0,33.0,0.0,ML,,,,2.9,nan,1,,,,,,
1561266,1980-10-05T21:17:22Z,-39.67,0.0,176.93,0.0,33.0,0.0,ML,,,,3.3,0.2,2,,,,,,
1683563,1980-10-05T23:41:19Z,-40.74,0.0,175.36,0.0,28.0,2.0,ML,,,,2.4,0.2,5,,,,,,
1561267,1980-10-06T03:31:18Z,-39.73,0.1,176.99,0.1,33.0,0.0,ML,,,,3.4,0.2,4,,,,,,
1561268,1980-10-06T04:55:02Z,-38.04,0.0,177.68,0.1,33.0,0.0,ML,,,,5.0,0.2,5,,,,,,
1683564,1980-10-06T05:28:43Z,-41.66,0.0,174.59,0.0,30.0,0.0,ML,,,,1.8,0.3,5,,,,,,
1561269,1980-10-06T05:32:07Z,-46.75,0.0,168.74,0.1,12.0,0.0,ML,,,,2.6,0.4,2,,,,,,
1561270,1980-10-06T06:59:16Z,-39.68,0.0,176.94,0.0,33.0,0.0,ML,,,,3.5,0.1,5,,,,,,
1683565,1980-10-06T09:41:36Z,-41.1,0.0,175.35,0.0,25.0,0.0,ML,,,,1.7,0.2,5,,,,,,
1561271,1980-10-06T15:53:35Z,-37.76,0.1,177.27,0.1,136.0,6.0,ML,,,,3.1,0.5,2,,,,,,
1683566,1980-10-06T17:33:53Z,-41.52,0.0,174.25,0.0,24.0,1.0,ML,,,,2.0,0.3,6,,,,,,
1583817,1980-10-07T00:10:41Z,-43.76,0.0,169.45,0.0,1.0,0.0,ML,,,,2.2,0.2,6,,,,,,
1683567,1980-10-07T05:24:57Z,-40.91,0.0,175.09,0.0,35.0,1.0,ML,,,,1.7,0.2,4,,,,,,
1683568,1980-10-07T07:41:40Z,-40.97,0.0,175.66,0.0,28.0,2.0,ML,,,,2.3,0.1,5,2.6,nan,1,,,
1561272,1980-10-07T12:48:37Z,-37.15,0.1,176.57,0.1,210.0,10.0,ML,,,,3.8,0.4,5,,,,,,
1683569,1980-10-07T13:42:01Z,-41.19,0.0,175.42,0.0,24.0,1.0,ML,,,,2.0,0.2,6,,,,,,
1561273,1980-10-07T18:30:49Z,-36.78,0.1,177.22,0.1,225.0,11.0,ML,,,,4.1,0.4,5,,,,,,
1683570,1980-10-07T19:19:58Z,-41.42,0.0,174.88,0.0,14.0,1.0,ML,,,,1.5,0.3,4,,,,,,
1683571,1980-10-07T19:46:11Z,-40.92,0.0,174.93,0.0,33.0,1.0,ML,,,,1.7,0.1,4,,,,,,
1683572,1980-10-07T21:50:48Z,-41.69,0.0,174.53,0.0,37.0,5.0,ML,,,,3.0,0.1,2,2.9,0.1,8,,,
1561274,1980-10-08T05:44:13Z,-39.82,0.0,176.95,0.1,33.0,0.0,ML,,,,3.8,0.3,6,,,,,,
1683573,1980-10-08T12:06:48Z,-41.13,0.0,175.0,0.0,33.0,1.0,ML,,,,1.7,0.1,6,,,,,,
1561277,1980-10-08T14:36:30Z,-45.19,0.0,167.49,0.0,66.0,4.0,ML,,,,4.0,0.1,4,,,,,,
1561278,1980-10-08T20:56:57Z,-39.46,0.0,176.27,0.0,33.0,0.0,ML,,,,3.4,0.4,5,,,,,,
1683574,1980-10-09T00:46:39Z,-41.05,0.0,174.81,0.0,28.0,1.0,ML,,,,2.2,0.2,4,,,,,,
1561279,1980-10-09T05:51:54Z,-36.64,0.1,177.59,0.2,239.0,14.0,ML,,,,3.9,0.4,4,,,,,,
1561280,1980-10-09T06:38:14Z,-38.98,0.0,178.62,0.1,33.0,0.0,ML,,,,3.5,0.2,2,,,,,,
1561281,1980-10-09T10:43:09Z,-36.2,0.1,177.93,0.1,263.0,10.0,ML,,,,4.0,0.1,2,,,,,,
1561282,1980-10-09T10:51:36Z,-37.45,0.1,176.82,0.1,219.0,7.0,ML,,,,4.0,0.4,5,,,,,,
1683575,1980-10-09T15:28:53Z,-41.74,0.0,174.46,0.0,31.0,1.0,ML,,,,2.6,0.2,3,,,,,,
1561283,1980-10-10T00:59:19Z,-39.37,0.0,175.95,0.1,67.0,10.0,ML,,,,3.4,0.3,4,,,,,,
1561284,1980-10-10T03:59:56Z,-38.24,0.0,177.51,0.0,47.0,5.0,ML,,,,3.4,0.2,6,,,,,,
1583818,1980-10-10T09:48:50Z,-44.18,0.0,170.0,0.0,9.0,0.0,ML,,,,1.7,0.1,4,,,,,,
1561286,1980-10-10T12:36:19Z,-38.23,0.0,175.9,0.1,185.0,8.0,ML,,,,3.7,0.2,6,,,,,,
1561287,1980-10-10T13:03:57Z,-36.92,0.0,177.17,0.1,207.0,6.0,ML,,,,4.0,0.3,7,,,,,,
1561288,1980-10-11T02:26:16Z,-39.42,0.0,175.83,0.0,80.0,5.0,ML,,,,4.1,0.2,6,,,,,,
1683576,1980-10-11T03:24:33Z,-41.54,0.0,174.8,0.0,31.0,0.0,ML,,,,1.6,0.1,6,,,,,,
1683577,1980-10-12T03:04:50Z,-41.3,0.0,174.26,0.0,34.0,1.0,ML,,,,2.0,0.2,5,,,,,,
1683578,1980-10-12T10:10:46Z,-41.08,0.0,175.2,0.0,24.0,1.0,ML,,,,1.6,0.1,6,,,,,,
1561290,1980-10-12T22:23:14Z,-37.17,0.1,177.46,0.1,172.0,15.0,ML,,,,5.1,0.2,5,,,,,,
1561291,1980-10-12T22:25:37Z,-38.14,0.1,176.29,0.1,207.0,10.0,ML,,,,4.0,0.3,7,,,,,,
1683579,1980-10-12T23:50:56Z,-40.84,0.0,175.17,0.0,40.0,4.0,ML,,,,2.1,0.3,4,,,,,,
1683580,1980-10-13T05:33:45Z,-40.86,0.0,175.19,0.0,30.0,1.0,ML,,,,2.1,0.2,4,,,,,,
1561292,1980-10-13T09:52:55Z,-39.15,0.0,174.8,0.0,33.0,0.0,ML,,,,3.0,0.4,5,,,,,,
1561293,1980-10-13T13:15:54Z,-37.74,0.0,176.3,0.1,213.0,7.0,ML,,,,3.9,0.3,7,,,,,,
1561294,1980-10-13T14:32:56Z,-45.0,0.0,167.7,0.0,96.0,2.0,ML,,,,3.4,0.1,3,,,,,,
1683581,1980-10-13T15:43:20Z,-40.54,0.0,174.62,0.0,23.0,2.0,ML,,,,2.1,0.2,6,,,,,,
1683582,1980-10-13T18:45:27Z,-41.23,0.0,175.4,0.0,21.0,2.0,ML,,,,1.5,0.2,5,,,,,,
1683583,1980-10-13T18:54:28Z,-41.23,0.0,175.4,0.0,20.0,1.0,ML,,,,1.6,0.2,6,,,,,,
1683584,1980-10-14T02:56:05Z,-41.01,0.0,175.21,0.0,28.0,2.0,ML,,,,1.8,0.3,5,,,,,,
1561295,1980-10-14T12:27:34Z,-39.17,0.0,177.95,0.1,33.0,0.0,ML,,,,5.0,0.2,9,,,,,,
1561296,1980-10-14T12:53:33Z,-38.98,0.1,177.82,0.1,33.0,0.0,ML,,,,3.6,0.3,7,,,,,,
1561297,1980-10-14T14:22:55Z,-39.02,0.1,177.87,0.1,33.0,0.0,ML,,,,3.5,0.2,8,,,,,,
1561298,1980-10-14T16:14:08Z,-39.11,0.0,177.79,0.1,33.0,0.0,ML,,,,4.2,0.2,11,,,,,,
1561299,1980-10-14T17:54:22Z,-39.04,0.1,177.84,0.1,33.0,0.0,ML,,,,3.6,0.2,7,,,,,,
1561300,1980-10-14T18:21:37Z,-39.23,0.1,178.19,0.2,33.0,0.0,ML,,,,4.0,0.3,7,,,,,,
1561301,1980-10-14T19:04:43Z,-39.16,0.1,177.93,0.1,33.0,0.0,ML,,,,4.0,0.3,7,,,,,,
1561302,1980-10-14T21:29:32Z,-39.06,0.1,177.85,0.1,33.0,0.0,ML,,,,3.6,0.2,6,,,,,,
1683585,1980-10-15T01:51:58Z,-40.7,0.0,174.51,0.0,18.0,2.0,ML,,,,1.6,0.3,4,,,,,,
1561303,1980-10-15T03:18:53Z,-39.18,0.1,178.0,0.1,33.0,0.0,ML,,,,3.9,0.3,8,,,,,,
1561304,1980-10-15T03:49:16Z,-39.52,0.0,177.34,0.0,33.0,0.0,ML,,,,3.6,0.3,10,,,,,,
1683586,1980-10-15T08:12:32Z,-41.6,0.0,175.01,0.0,12.0,1.0,ML,,,,1.7,0.2,4,,,,,,
1683587,1980-10-15T13:01:42Z,-41.15,0.2,173.92,0.1,61.0,5.0,ML,,,,2.2,0.1,4,,,,,,
1683588,1980-10-15T14:46:30Z,-41.01,0.0,174.81,0.0,50.0,0.0,ML,,,,1.8,0.2,4,,,,,,
1561306,1980-10-16T04:57:31Z,-39.2,0.1,178.02,0.1,33.0,0.0,ML,,,,4.0,0.2,9,,,,,,
1561307,1980-10-16T17:58:36Z,-37.89,0.1,176.2,0.1,231.0,11.0,ML,,,,4.0,0.3,7,,,,,,
1561308,1980-10-17T03:08:42Z,-39.78,0.0,176.84,0.0,33.0,0.0,ML,,,,3.7,0.3,8,,,,,,
1583819,1980-10-17T09:41:35Z,-44.1,0.0,169.75,0.0,6.0,1.0,ML,,,,3.0,0.0,3,,,,,,
1683589,1980-10-17T15:41:14Z,-41.52,0.0,174.73,0.0,25.0,1.0,ML,,,,1.9,0.2,5,,,,,,
1683590,1980-10-17T16:04:25Z,-40.84,0.0,175.32,0.0,30.0,3.0,ML,,,,2.1,0.2,4,,,,,,
1561309,1980-10-17T19:49:02Z,-38.36,0.0,176.83,0.0,33.0,0.0,ML,,,,3.8,0.3,8,,,,,,
1561310,1980-10-18T01:15:45Z,-44.2,0.0,174.34,0.1,33.0,0.0,ML,,,,4.1,0.3,7,,,,,,
1683591,1980-10-18T07:13:40Z,-40.93,0.0,175.65,0.0,16.0,1.0,ML,,,,1.9,0.2,4,,,,,,
1683592,1980-10-18T15:37:34Z,-41.35,0.0,175.12,0.0,27.0,0.0,ML,,,,1.9,0.2,7,,,,,,
1683593,1980-10-18T18:22:52Z,-41.02,0.0,174.59,0.0,58.0,1.0,ML,,,,2.3,0.1,8,,,,,,
1683594,1980-10-18T18:38:56Z,-41.09,0.0,174.51,0.0,34.0,1.0,ML,,,,1.5,0.2,5,,,,,,
