PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount,MS,MS_Uncertainty,MS_StationCount
1683373,1980-08-01T21:11:34Z,-40.98,0.0,174.6,0.0,61.0,2.0,ML,,,,2.0,0.2,4,,,,,,
1683374,1980-08-02T02:29:29Z,-40.94,0.0,175.14,0.0,29.0,4.0,ML,,,,1.7,0.1,4,,,,,,
1583779,1980-08-02T10:48:59Z,-44.51,0.0,170.11,0.0,1.0,0.0,ML,,,,2.0,0.1,5,,,,,,
1683375,1980-08-02T12:22:54Z,-40.99,0.0,174.75,0.0,64.0,2.0,ML,,,,2.8,0.1,4,,,,,,
1683376,1980-08-02T12:45:55Z,-40.92,0.0,175.21,0.0,28.0,2.0,ML,,,,2.1,0.2,5,,,,,,
1583780,1980-08-02T20:41:38Z,-44.54,0.0,169.79,0.0,6.0,0.0,ML,,,,1.8,0.1,5,,,,,,
1683377,1980-08-02T21:55:19Z,-41.08,0.0,174.66,0.0,57.0,1.0,ML,,,,2.1,0.2,4,,,,,,
1583781,1980-08-02T22:07:40Z,-44.55,0.0,169.78,0.0,6.0,0.0,ML,,,,1.9,0.2,4,,,,,,
1583782,1980-08-03T00:27:45Z,-44.55,0.0,169.8,0.0,6.0,1.0,ML,,,,1.8,0.1,5,,,,,,
1561103,1980-08-03T04:08:33Z,-36.72,0.0,178.6,0.0,177.0,0.0,ML,,,,3.8,0.3,3,,,,,,
1583783,1980-08-03T05:03:54Z,-44.53,0.0,169.8,0.0,4.0,1.0,ML,,,,1.6,0.1,4,,,,,,
1561104,1980-08-03T10:34:05Z,-38.81,0.0,177.94,0.0,43.0,1.0,ML,,,,3.9,0.2,3,,,,,,
1561105,1980-08-03T15:36:33Z,-37.43,0.1,177.65,0.1,94.0,7.0,ML,,,,3.8,0.2,5,,,,,,
1683378,1980-08-03T17:42:22Z,-40.99,0.0,175.63,0.0,27.0,2.0,ML,,,,2.0,0.1,5,,,,,,
1683379,1980-08-03T18:11:55Z,-40.99,0.0,174.5,0.0,47.0,1.0,ML,,,,2.2,0.1,3,,,,,,
1683380,1980-08-04T05:45:50Z,-41.6,0.0,174.67,0.0,31.0,1.0,ML,,,,1.9,0.2,3,,,,,,
1683381,1980-08-04T12:09:22Z,-41.32,0.0,175.16,0.0,23.0,4.0,ML,,,,1.9,0.1,6,,,,,,
1683382,1980-08-04T12:17:09Z,-41.14,0.0,174.83,0.0,28.0,1.0,ML,,,,1.9,0.1,4,,,,,,
1583784,1980-08-04T12:31:13Z,-44.24,0.0,170.06,0.0,9.0,0.0,ML,,,,2.0,0.1,5,,,,,,
1561107,1980-08-04T20:18:02Z,-42.8,0.0,174.41,0.1,12.0,0.0,ML,,,,4.1,0.2,3,,,,,,
1683383,1980-08-05T05:36:27Z,-41.05,0.0,174.78,0.0,33.0,1.0,ML,,,,2.3,0.2,3,2.2,nan,1,,,
1561109,1980-08-05T18:02:52Z,-37.71,0.0,176.14,0.0,204.0,0.0,ML,,,,3.7,0.4,3,,,,,,
1683384,1980-08-05T22:21:56Z,-40.99,0.0,175.6,0.1,38.0,5.0,ML,,,,2.5,0.1,4,,,,,,
1683385,1980-08-06T01:09:49Z,-41.17,0.0,175.42,0.0,17.0,1.0,ML,,,,1.8,0.2,4,,,,,,
1683386,1980-08-06T08:39:20Z,-40.56,0.0,174.96,0.0,33.0,1.0,ML,,,,2.0,0.1,4,,,,,,
1683387,1980-08-06T11:17:46Z,-41.41,0.0,174.64,0.0,22.0,1.0,ML,,,,2.1,0.1,6,,,,,,
1561110,1980-08-06T16:53:24Z,-39.87,0.0,175.71,0.0,49.0,7.0,ML,,,,3.8,0.2,5,,,,,,
1561111,1980-08-06T17:28:04Z,-38.72,0.0,175.79,0.1,120.0,20.0,ML,,,,3.6,0.3,4,,,,,,
1683388,1980-08-06T18:15:22Z,-41.27,0.0,174.38,0.0,34.0,2.0,ML,,,,2.2,0.1,6,,,,,,
1683389,1980-08-06T18:29:10Z,-41.18,0.0,174.48,0.0,44.0,4.0,ML,,,,1.9,0.2,5,,,,,,
1583785,1980-08-06T19:12:31Z,-43.5,0.0,170.66,0.0,10.0,0.0,ML,,,,2.6,0.2,5,,,,,,
1561112,1980-08-06T22:16:24Z,-46.2,0.1,165.83,0.1,33.0,0.0,ML,,,,5.5,0.2,7,,,,,,
1561113,1980-08-06T22:24:48Z,-46.09,0.0,166.08,0.1,33.0,0.0,ML,,,,4.3,0.1,2,,,,,,
1561114,1980-08-06T22:44:23Z,-46.16,0.1,165.93,0.3,33.0,0.0,ML,,,,3.5,0.2,2,,,,,,
1561115,1980-08-06T23:20:01Z,-46.18,0.1,165.83,0.2,33.0,0.0,ML,,,,3.6,0.2,2,,,,,,
1561116,1980-08-07T01:40:11Z,-46.13,0.0,165.94,0.1,33.0,0.0,ML,,,,4.0,0.1,2,,,,,,
1561117,1980-08-07T05:16:13Z,-46.17,0.1,165.85,0.2,33.0,0.0,ML,,,,3.5,0.2,2,,,,,,
1683390,1980-08-07T05:16:31Z,-40.94,0.0,174.62,0.0,53.0,2.0,ML,,,,2.3,nan,1,2.2,0.1,2,,,
1583786,1980-08-07T05:49:01Z,-44.38,0.0,169.57,0.0,9.0,1.0,ML,,,,2.7,0.2,4,,,,,,
1583787,1980-08-07T05:49:24Z,-44.39,0.0,169.55,0.0,13.0,2.0,ML,,,,2.4,0.1,5,,,,,,
1561118,1980-08-07T09:33:39Z,-46.14,0.1,165.95,0.2,33.0,0.0,ML,,,,3.5,0.2,2,,,,,,
1561119,1980-08-07T09:43:14Z,-46.1,0.0,165.94,0.1,33.0,0.0,ML,,,,4.2,0.1,2,,,,,,
1683391,1980-08-08T12:44:08Z,-40.91,0.0,174.6,0.0,46.0,2.0,ML,,,,1.7,0.3,5,,,,,,
1683392,1980-08-08T12:47:24Z,-41.26,0.0,174.74,0.0,31.0,2.0,ML,,,,2.5,0.1,3,2.3,0.1,2,,,
1683393,1980-08-08T16:56:53Z,-40.9,0.0,174.99,0.0,34.0,2.0,ML,,,,2.0,0.1,3,,,,,,
1683394,1980-08-08T20:33:41Z,-40.78,0.0,175.63,0.0,22.0,2.0,ML,,,,2.1,0.2,5,,,,,,
1683395,1980-08-09T02:18:19Z,-40.53,0.0,175.13,0.0,29.0,1.0,ML,,,,3.4,0.1,2,3.4,0.1,3,,,
1561121,1980-08-09T07:31:31Z,-39.57,0.0,177.41,0.1,12.0,0.0,ML,,,,4.1,0.3,13,,,,,,
1583788,1980-08-09T11:34:21Z,-44.04,0.0,169.88,0.0,6.0,2.0,ML,,,,2.2,0.2,6,,,,,,
1583789,1980-08-09T11:57:37Z,-44.36,0.0,169.52,0.0,11.0,8.0,ML,,,,1.9,0.2,4,,,,,,
1561122,1980-08-09T16:29:14Z,-40.95,0.0,175.02,0.0,33.0,0.0,ML,,,,3.9,0.4,13,,,,,,
1683397,1980-08-10T02:27:03Z,-41.29,0.0,175.26,0.0,27.0,1.0,ML,,,,2.6,0.1,3,2.4,nan,1,,,
1683398,1980-08-10T06:26:03Z,-41.57,0.0,174.69,0.0,28.0,2.0,ML,,,,2.2,0.1,6,,,,,,
1561124,1980-08-10T10:08:45Z,-36.56,0.1,177.57,0.0,165.0,5.0,ML,,,,3.7,0.3,6,,,,,,
1683399,1980-08-10T12:54:05Z,-41.21,0.0,174.63,0.0,35.0,1.0,ML,,,,2.1,0.2,6,,,,,,
1561125,1980-08-10T17:40:54Z,-39.14,0.0,174.87,0.1,222.0,6.0,ML,,,,3.9,0.3,5,,,,,,
1683400,1980-08-11T02:59:28Z,-41.59,0.0,174.66,0.0,30.0,4.0,ML,,,,1.8,0.1,4,,,,,,
1683401,1980-08-11T03:33:19Z,-41.12,0.0,174.46,0.0,66.0,2.0,ML,,,,2.3,0.1,5,,,,,,
1561126,1980-08-11T12:08:27Z,-37.71,0.1,-179.35,0.1,12.0,0.0,ML,,,,4.0,0.2,9,,,,,,
1561127,1980-08-11T13:15:33Z,-37.55,0.1,-179.28,0.1,12.0,0.0,ML,,,,3.8,0.2,8,,,,,,
1683402,1980-08-11T19:57:36Z,-41.22,0.0,175.39,0.0,17.0,2.0,ML,,,,2.2,0.2,5,,,,,,
1683403,1980-08-11T20:42:23Z,-41.24,0.0,175.42,0.0,22.0,1.0,ML,,,,1.9,0.1,6,,,,,,
1683404,1980-08-12T08:24:31Z,-41.23,0.0,175.4,0.0,19.0,1.0,ML,,,,3.0,nan,2,2.8,nan,1,,,
1683405,1980-08-12T10:19:38Z,-41.23,0.0,175.41,0.0,20.0,2.0,ML,,,,2.5,0.1,4,,,,,,
1683406,1980-08-12T15:11:52Z,-41.08,0.0,175.47,0.0,12.0,1.0,ML,,,,2.0,0.1,5,,,,,,
1683407,1980-08-13T14:12:20Z,-40.88,0.0,175.11,0.0,34.0,1.0,ML,,,,3.1,0.1,2,2.8,0.2,5,,,
1683408,1980-08-13T14:50:13Z,-40.88,0.0,175.11,0.0,30.0,2.0,ML,,,,1.9,0.3,5,,,,,,
1583790,1980-08-14T01:20:33Z,-44.54,0.0,169.77,0.0,5.0,0.0,ML,,,,2.2,0.1,3,,,,,,
1683409,1980-08-14T09:11:23Z,-41.23,0.0,175.4,0.0,20.0,1.0,ML,,,,1.8,0.2,6,,,,,,
1683410,1980-08-14T13:00:31Z,-40.99,0.0,175.66,0.1,24.0,2.0,ML,,,,2.1,0.2,9,,,,,,
1683411,1980-08-14T19:29:52Z,-40.76,0.0,174.74,0.0,48.0,1.0,ML,,,,2.2,0.2,6,,,,,,
1683412,1980-08-15T02:43:13Z,-41.21,0.0,174.12,0.0,48.0,2.0,ML,,,,2.0,0.2,6,,,,,,
1561130,1980-08-15T15:36:11Z,-37.4,0.1,178.96,0.1,74.0,7.0,ML,,,,3.6,0.3,4,,,,,,
1561131,1980-08-15T21:30:41Z,-36.03,0.1,179.46,0.1,195.0,13.0,ML,,,,4.3,0.4,5,,,,,,
1683413,1980-08-16T10:37:37Z,-40.96,0.0,175.64,0.0,30.0,2.0,ML,,,,2.8,0.1,3,,,,,,
1561132,1980-08-16T10:52:35Z,-37.94,0.0,177.03,0.1,33.0,0.0,ML,,,,4.0,0.3,8,,,,,,
1583791,1980-08-16T11:42:24Z,-44.55,0.0,169.78,0.0,5.0,0.0,ML,,,,1.7,0.0,4,,,,,,
1683414,1980-08-16T14:18:27Z,-40.82,0.0,174.54,0.0,32.0,0.0,ML,,,,1.6,0.2,3,,,,,,
1583792,1980-08-16T17:50:16Z,-43.57,0.0,170.58,0.0,5.0,0.0,ML,,,,3.2,0.1,6,,,,,,
1683415,1980-08-16T18:59:55Z,-41.7,0.0,174.55,0.0,51.0,2.0,ML,,,,2.6,0.1,3,,,,,,
1683416,1980-08-17T10:28:09Z,-41.22,0.0,173.86,0.0,64.0,1.0,ML,,,,2.1,0.2,4,,,,,,
1561133,1980-08-17T15:02:22Z,-39.73,0.0,176.22,0.0,43.0,7.0,ML,,,,3.0,0.3,5,,,,,,
1683417,1980-08-18T01:31:02Z,-41.36,0.0,174.79,0.0,21.0,1.0,ML,,,,1.5,0.1,6,,,,,,
1683418,1980-08-18T02:56:10Z,-41.38,0.0,174.95,0.0,28.0,1.0,ML,,,,2.2,0.1,6,,,,,,
1683419,1980-08-18T04:22:25Z,-41.12,0.0,174.73,0.0,54.0,1.0,ML,,,,2.7,nan,1,2.8,0.1,3,,,
1683420,1980-08-18T06:05:26Z,-40.95,0.0,174.61,0.0,37.0,1.0,ML,,,,1.8,0.3,6,,,,,,
1583793,1980-08-18T07:33:26Z,-44.31,0.0,169.85,0.0,9.0,1.0,ML,,,,1.8,0.1,5,,,,,,
1583794,1980-08-18T08:39:30Z,-43.49,0.0,170.29,0.0,3.0,1.0,ML,,,,2.1,0.3,3,,,,,,
1583795,1980-08-18T09:26:47Z,-43.49,0.0,170.28,0.0,3.0,1.0,ML,,,,2.1,0.1,4,,,,,,
1683421,1980-08-18T09:56:02Z,-41.29,0.0,175.18,0.0,23.0,1.0,ML,,,,1.3,0.2,7,,,,,,
1561134,1980-08-18T15:59:50Z,-46.88,0.1,165.26,0.1,33.0,0.0,ML,,,,4.3,0.4,2,,,,,,
1561135,1980-08-18T19:15:17Z,-43.49,0.0,171.61,0.0,33.0,0.0,ML,,,,4.0,0.2,5,,,,,,
1683422,1980-08-18T23:04:45Z,-41.1,0.0,175.39,0.0,30.0,1.0,ML,,,,1.7,0.3,5,,,,,,
1683423,1980-08-19T01:45:37Z,-41.32,0.0,174.84,0.0,29.0,1.0,ML,,,,1.8,0.2,6,,,,,,
1561136,1980-08-20T08:15:19Z,-35.79,0.3,177.83,0.7,219.0,73.0,ML,,,,3.8,0.3,4,,,,,,
1583796,1980-08-20T15:21:12Z,-44.3,0.0,169.84,0.0,8.0,1.0,ML,,,,1.4,0.1,4,,,,,,
1561137,1980-08-20T15:48:50Z,-38.35,0.1,176.01,0.1,168.0,10.0,ML,,,,3.7,0.2,7,,,,,,
1561138,1980-08-20T21:30:51Z,-37.11,0.0,177.54,0.1,197.0,7.0,ML,,,,4.1,0.3,6,,,,,,
1583797,1980-08-21T06:44:20Z,-44.12,0.0,170.01,0.0,14.0,2.0,ML,,,,1.7,0.1,3,,,,,,
1683424,1980-08-21T13:09:39Z,-41.01,0.0,175.17,0.0,28.0,1.0,ML,,,,1.4,0.1,4,,,,,,
1683425,1980-08-21T13:29:33Z,-41.11,0.0,174.71,0.0,30.0,2.0,ML,,,,1.5,0.2,5,,,,,,
1683426,1980-08-21T16:54:17Z,-41.22,0.0,175.16,0.0,25.0,1.0,ML,,,,1.8,0.1,6,,,,,,
1683427,1980-08-21T20:22:33Z,-41.41,0.0,174.73,0.0,26.0,1.0,ML,,,,2.2,0.3,4,,,,,,
1683428,1980-08-21T21:26:34Z,-41.37,0.1,174.14,0.1,34.0,2.0,ML,,,,1.9,0.2,5,,,,,,
1561139,1980-08-22T08:26:09Z,-39.58,0.1,174.37,0.1,229.0,14.0,ML,,,,3.8,0.3,6,,,,,,
1683429,1980-08-22T11:40:35Z,-40.95,0.0,175.69,0.0,25.0,1.0,ML,,,,2.1,0.3,7,,,,,,
1683430,1980-08-22T12:05:19Z,-40.87,0.0,174.33,0.0,44.0,2.0,ML,,,,1.9,0.2,5,,,,,,
1561143,1980-08-22T17:44:19Z,-43.53,0.1,168.43,0.1,5.0,0.0,ML,,,,3.6,0.2,8,,,,,,
1683431,1980-08-23T10:59:35Z,-40.55,0.0,174.96,0.0,3.0,1.0,ML,,,,2.0,0.6,5,,,,,,
1683432,1980-08-23T13:19:57Z,-41.2,0.0,174.63,0.0,58.0,2.0,ML,,,,2.0,0.2,6,,,,,,
1683433,1980-08-23T14:59:03Z,-41.54,0.0,175.63,0.0,14.0,1.0,ML,,,,2.1,0.2,6,,,,,,
1683434,1980-08-24T00:37:14Z,-40.96,0.0,175.18,0.0,26.0,2.0,ML,,,,2.3,0.3,4,,,,,,
1683435,1980-08-24T02:38:33Z,-40.78,0.0,174.58,0.0,43.0,2.0,ML,,,,2.9,0.1,2,3.0,0.1,4,,,
1683436,1980-08-24T06:21:20Z,-41.31,0.0,173.9,0.1,56.0,2.0,ML,,,,2.4,0.2,5,,,,,,
1583798,1980-08-24T07:56:00Z,-44.55,0.0,169.8,0.0,6.0,1.0,ML,,,,1.5,0.2,5,,,,,,
1583799,1980-08-24T14:20:06Z,-44.55,0.0,169.78,0.0,1.0,2.0,ML,,,,1.8,0.2,6,,,,,,
1683437,1980-08-24T15:53:14Z,-41.41,0.0,175.06,0.0,26.0,0.0,ML,,,,1.9,0.1,6,,,,,,
1561145,1980-08-24T16:45:27Z,-40.12,0.0,175.61,0.1,33.0,0.0,ML,,,,4.8,0.3,10,,,,,,
1561146,1980-08-24T17:38:03Z,-40.86,0.0,172.87,0.1,221.0,7.0,ML,,,,4.0,0.2,6,,,,,,
1683438,1980-08-24T18:48:57Z,-41.2,0.0,175.08,0.0,17.0,1.0,ML,,,,1.1,0.1,4,,,,,,
1683439,1980-08-24T19:51:53Z,-41.62,0.0,175.64,0.0,13.0,0.0,ML,,,,2.1,nan,4,,,,,,
1561147,1980-08-24T20:04:00Z,-40.38,0.0,176.34,0.1,33.0,0.0,ML,,,,3.9,0.2,9,,,,,,
1561148,1980-08-24T22:53:38Z,-40.08,0.0,175.57,0.0,33.0,0.0,ML,,,,3.8,0.3,5,,,,,,
1683440,1980-08-25T00:49:47Z,-40.95,0.0,174.67,0.0,12.0,3.0,ML,,,,1.8,0.2,6,,,,,,
1561149,1980-08-25T02:20:58Z,-36.27,0.1,177.52,0.1,244.0,9.0,ML,,,,4.1,0.1,5,,,,,,
1583800,1980-08-25T05:07:38Z,-44.29,0.0,170.09,0.0,0.0,0.0,ML,,,,1.8,0.1,6,,,,,,
1561150,1980-08-25T09:14:17Z,-40.08,0.0,175.51,0.0,33.0,0.0,ML,,,,3.6,0.3,8,,,,,,
1683441,1980-08-25T11:36:44Z,-41.47,0.0,174.39,0.0,21.0,2.0,ML,,,,2.1,0.1,5,,,,,,
1683442,1980-08-25T21:20:49Z,-41.02,0.0,174.64,0.0,36.0,2.0,ML,,,,2.4,0.1,2,2.4,nan,1,,,
1683443,1980-08-26T05:39:19Z,-40.8,0.0,174.73,0.0,40.0,1.0,ML,,,,2.1,0.2,7,,,,,,
1683444,1980-08-26T11:16:01Z,-40.48,0.0,174.87,0.0,18.0,4.0,ML,,,,2.9,nan,1,2.8,0.1,8,,,
1561152,1980-08-26T15:13:45Z,-45.61,0.0,166.91,0.1,33.0,0.0,ML,,,,4.0,0.3,3,,,,,,
1561154,1980-08-26T17:20:46Z,-40.1,0.0,175.58,0.0,33.0,0.0,ML,,,,4.7,0.3,9,,,,,,
1561155,1980-08-26T17:22:27Z,-40.01,0.0,175.33,0.1,33.0,0.0,ML,,,,4.0,0.4,6,,,,,,
1561156,1980-08-26T17:38:41Z,-40.13,0.0,175.56,0.0,33.0,0.0,ML,,,,3.8,0.3,9,,,,,,
1683445,1980-08-27T01:24:41Z,-41.41,0.0,174.25,0.0,25.0,1.0,ML,,,,2.1,0.2,4,,,,,,
1561157,1980-08-27T06:33:28Z,-37.59,0.1,177.98,0.1,12.0,0.0,ML,,,,3.6,0.2,7,,,,,,
1561159,1980-08-27T14:13:02Z,-38.92,0.0,175.84,0.0,103.0,5.0,ML,,,,4.6,0.1,3,,,,,,
1561160,1980-08-27T17:44:07Z,-40.93,0.0,175.58,0.0,12.0,0.0,ML,,,,3.0,0.2,3,,,,,,
1561161,1980-08-27T20:16:06Z,-39.96,0.0,176.8,0.1,33.0,0.0,ML,,,,3.6,0.2,7,,,,,,
1683447,1980-08-28T00:00:39Z,-40.9,0.0,175.09,0.0,32.0,1.0,ML,,,,2.2,0.2,3,,,,,,
1583801,1980-08-28T00:57:22Z,-44.48,0.0,170.01,0.0,11.0,3.0,ML,,,,1.8,0.1,3,,,,,,
1561162,1980-08-28T01:23:06Z,-46.9,0.0,165.21,0.1,33.0,0.0,ML,,,,3.8,0.2,3,,,,,,
1683448,1980-08-28T06:59:01Z,-41.54,0.0,175.36,0.0,16.0,1.0,ML,,,,2.4,0.1,2,2.7,nan,1,,,
1683449,1980-08-28T07:08:40Z,-41.63,0.0,174.11,0.0,32.0,1.0,ML,,,,2.2,0.1,5,,,,,,
1561165,1980-08-28T19:52:49Z,-40.1,0.0,175.56,0.0,33.0,0.0,ML,,,,4.3,0.2,8,,,,,,
1683450,1980-08-29T00:08:30Z,-41.66,0.0,174.62,0.0,32.0,1.0,ML,,,,2.3,0.1,3,,,,,,
1683451,1980-08-29T01:47:56Z,-40.86,0.0,174.94,0.0,41.0,2.0,ML,,,,2.9,0.1,3,,,,,,
1683452,1980-08-29T02:11:03Z,-40.91,0.0,175.01,0.0,53.0,2.0,ML,,,,2.3,0.1,6,,,,,,
1683453,1980-08-29T09:00:56Z,-41.28,0.0,174.88,0.0,20.0,0.0,ML,,,,1.4,0.2,6,,,,,,
1561166,1980-08-29T20:00:47Z,-38.19,0.1,175.96,0.1,197.0,9.0,ML,,,,4.0,0.4,5,,,,,,
1561167,1980-08-30T05:55:58Z,-45.12,0.0,167.78,0.1,33.0,0.0,ML,,,,4.8,0.2,8,,,,,,
1561168,1980-08-30T12:45:32Z,-35.32,0.1,178.58,0.1,235.0,21.0,ML,,,,4.1,0.1,5,,,,,,
1683454,1980-08-30T17:51:09Z,-41.26,0.0,174.99,0.0,11.0,0.0,ML,,,,1.6,0.3,4,,,,,,
1683455,1980-08-30T23:14:44Z,-41.12,0.0,174.07,0.0,55.0,1.0,ML,,,,3.0,0.1,2,3.0,0.1,4,,,
1583802,1980-08-31T03:12:58Z,-44.54,0.0,169.79,0.0,6.0,1.0,ML,,,,1.6,0.2,5,,,,,,
1683456,1980-08-31T06:15:01Z,-41.31,0.1,173.75,0.1,64.0,6.0,ML,,,,2.1,0.3,4,,,,,,
1561169,1980-08-31T12:13:23Z,-41.13,0.0,175.69,0.1,12.0,0.0,ML,,,,3.4,0.6,3,,,,,,
1561170,1980-08-31T17:37:19Z,-39.97,0.1,173.76,0.1,136.0,20.0,ML,,,,5.4,0.1,2,,,,,,
1683457,1980-08-31T19:39:58Z,-40.89,0.0,175.24,0.0,28.0,2.0,ML,,,,2.0,0.1,6,,,,,,
1561171,1980-08-31T22:21:06Z,-40.09,0.0,175.46,0.0,33.0,0.0,ML,,,,3.7,0.3,6,,,,,,
1561172,1980-08-31T23:07:48Z,-40.07,0.0,175.47,0.0,33.0,0.0,ML,,,,4.8,0.2,6,,,,,,
1683458,1980-09-01T00:53:31Z,-41.54,0.0,175.19,0.0,28.0,2.0,ML,,,,2.1,0.1,7,,,,,,
1683459,1980-09-01T02:02:01Z,-40.97,0.0,175.5,0.0,24.0,0.0,ML,,,,1.8,0.2,4,,,,,,
1561173,1980-09-01T04:36:36Z,-39.85,0.1,174.02,0.1,220.0,9.0,ML,,,,4.2,0.4,4,,,,,,
1561174,1980-09-01T05:15:44Z,-40.28,0.0,173.65,0.1,169.0,8.0,ML,,,,4.2,0.2,4,,,,,,
1561176,1980-09-01T21:18:30Z,-36.94,0.1,177.0,0.2,274.0,15.0,ML,,,,4.0,0.1,4,,,,,,
1683460,1980-09-02T11:18:48Z,-40.56,0.0,175.07,0.0,34.0,0.0,ML,,,,2.2,0.2,4,,,,,,
1683461,1980-09-02T12:16:52Z,-40.77,0.0,175.05,0.0,40.0,2.0,ML,,,,2.8,0.1,3,,,,,,
1583803,1980-09-02T18:31:28Z,-44.33,0.0,169.74,0.0,5.0,5.0,ML,,,,1.8,0.2,5,,,,,,
1561178,1980-09-03T04:12:41Z,-37.29,0.1,177.66,0.0,33.0,0.0,ML,,,,3.6,0.2,6,,,,,,
1561179,1980-09-03T05:25:04Z,-38.77,0.0,175.63,0.1,161.0,7.0,ML,,,,4.1,0.3,6,,,,,,
1683462,1980-09-03T06:17:43Z,-41.34,0.0,174.78,0.0,42.0,1.0,ML,,,,1.8,0.2,7,,,,,,
1683463,1980-09-03T19:41:22Z,-41.01,0.0,174.43,0.0,63.0,2.0,ML,,,,2.3,0.2,6,,,,,,
1683464,1980-09-03T23:10:46Z,-41.27,0.0,175.21,0.0,29.0,1.0,ML,,,,2.1,0.2,5,,,,,,
1683465,1980-09-04T12:27:34Z,-41.55,0.0,174.07,0.1,33.0,1.0,ML,,,,2.6,0.2,5,,,,,,
1683466,1980-09-04T22:09:35Z,-41.04,0.0,175.37,0.0,23.0,1.0,ML,,,,1.7,0.2,5,,,,,,
1561180,1980-09-05T09:38:52Z,-38.8,0.1,175.73,0.1,196.0,11.0,ML,,,,3.6,0.2,4,,,,,,
1683467,1980-09-05T10:43:56Z,-40.44,0.0,175.0,0.0,13.0,1.0,ML,,,,1.8,0.2,5,,,,,,
1683468,1980-09-05T11:26:58Z,-41.38,0.0,174.96,0.0,26.0,0.0,ML,,,,1.8,0.2,6,,,,,,
1683469,1980-09-05T11:35:50Z,-41.12,0.0,173.91,0.0,59.0,2.0,ML,,,,3.3,0.2,3,3.4,0.1,6,,,
1683470,1980-09-05T12:05:04Z,-41.06,0.0,173.85,0.1,53.0,2.0,ML,,,,2.1,0.1,6,,,,,,
1683471,1980-09-05T14:48:29Z,-41.34,0.0,174.15,0.1,38.0,5.0,ML,,,,1.8,0.1,6,,,,,,
1683472,1980-09-05T23:40:22Z,-41.12,0.0,174.31,0.0,43.0,3.0,ML,,,,2.1,0.1,5,,,,,,
1561181,1980-09-06T02:07:26Z,-38.96,0.0,175.48,0.1,142.0,8.0,ML,,,,3.5,0.3,4,,,,,,
1561182,1980-09-06T03:24:28Z,-40.94,0.0,173.95,0.0,12.0,0.0,ML,,,,3.4,0.2,6,,,,,,
1561183,1980-09-06T07:20:06Z,-42.25,0.0,173.34,0.0,65.0,6.0,ML,,,,3.5,0.1,2,,,,,,
1561184,1980-09-06T12:27:39Z,-38.55,0.1,176.04,0.1,132.0,9.0,ML,,,,3.6,0.4,5,,,,,,
1683474,1980-09-06T19:38:36Z,-40.99,0.0,175.42,0.0,24.0,2.0,ML,,,,1.9,0.2,4,,,,,,
1683475,1980-09-06T20:09:59Z,-40.91,0.0,174.87,0.0,34.0,0.0,ML,,,,2.1,0.3,7,,,,,,
1561185,1980-09-07T00:26:57Z,-38.57,0.0,175.73,0.1,155.0,7.0,ML,,,,4.2,0.4,5,,,,,,
1561186,1980-09-07T03:25:43Z,-39.49,0.0,174.95,0.0,131.0,6.0,ML,,,,4.2,0.3,7,,,,,,
1683476,1980-09-07T04:30:10Z,-41.09,0.0,175.19,0.0,25.0,1.0,ML,,,,2.4,0.1,4,2.4,0.1,2,,,
1561187,1980-09-07T04:32:03Z,-37.04,0.1,177.05,0.1,236.0,9.0,ML,,,,4.2,0.3,7,,,,,,
1683477,1980-09-07T13:08:16Z,-41.33,0.0,174.15,0.1,38.0,4.0,ML,,,,2.6,0.1,4,2.2,0.1,2,,,
1683478,1980-09-07T17:02:26Z,-41.53,0.0,175.18,0.0,24.0,1.0,ML,,,,1.9,0.2,5,,,,,,
1561188,1980-09-08T03:05:36Z,-40.07,0.0,175.46,0.0,33.0,0.0,ML,,,,4.4,0.5,7,,,,,,
1683479,1980-09-08T06:36:32Z,-40.78,0.0,174.68,0.0,24.0,1.0,ML,,,,1.7,0.4,4,,,,,,
1683480,1980-09-08T11:42:49Z,-41.02,0.0,174.93,0.0,10.0,2.0,ML,,,,1.7,0.3,4,,,,,,
1561190,1980-09-08T14:07:11Z,-38.33,0.1,175.85,0.1,208.0,11.0,ML,,,,4.2,0.3,6,,,,,,
1683481,1980-09-08T23:08:05Z,-41.43,0.0,175.01,0.0,26.0,1.0,ML,,,,1.8,0.2,7,,,,,,
1683482,1980-09-08T23:44:11Z,-41.31,0.0,174.27,0.0,20.0,3.0,ML,,,,2.4,0.1,3,2.3,nan,1,,,
1683483,1980-09-09T02:10:30Z,-41.08,0.0,174.48,0.0,36.0,1.0,ML,,,,2.1,0.1,6,,,,,,
1683484,1980-09-09T03:32:27Z,-41.54,0.0,173.99,0.0,44.0,1.0,ML,,,,2.4,0.1,6,,,,,,
1561191,1980-09-09T08:45:03Z,-41.44,0.0,172.3,0.1,12.0,0.0,ML,,,,3.8,0.2,8,,,,,,
1583804,1980-09-09T11:00:33Z,-44.53,0.0,169.8,0.0,6.0,0.0,ML,,,,2.0,0.1,6,,,,,,
1583805,1980-09-10T12:44:03Z,-44.23,0.0,169.91,0.0,9.0,1.0,ML,,,,1.8,0.2,5,,,,,,
1683485,1980-09-10T14:01:35Z,-41.29,0.0,174.18,0.1,41.0,4.0,ML,,,,1.9,0.1,3,,,,,,
