PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,MS,MS_Uncertainty,MS_StationCount,Md,Md_Uncertainty,Md_StationCount
1564306,1983-07-01T00:36:56Z,-44.98,0.0,167.78,0.1,63.0,9.0,ML,,,,4.0,0.4,4,,,,,,
1584609,1983-07-01T00:37:03Z,-44.4,0.0,170.28,0.0,6.0,1.0,ML,,,,1.9,0.1,3,,,,,,
1686891,1983-07-01T06:12:33Z,-40.51,0.0,174.87,0.0,26.0,2.0,ML,,,,2.5,0.1,4,,,,,,
1564307,1983-07-01T09:10:50Z,-38.84,0.0,175.9,0.0,5.0,0.0,ML,,,,3.8,0.3,7,,,,,,
1564308,1983-07-01T10:46:40Z,-38.75,0.0,175.84,0.0,5.0,0.0,ML,,,,4.3,0.3,9,,,,,,
1564309,1983-07-01T13:54:32Z,-38.79,0.0,175.87,0.0,5.0,0.0,ML,,,,4.0,0.3,8,,,,,,
1564310,1983-07-01T18:29:47Z,-39.27,0.1,174.85,0.1,215.0,8.0,ML,,,,4.4,0.1,6,,,,,,
1584610,1983-07-01T19:44:58Z,-43.95,0.0,170.58,0.0,2.0,0.0,ML,,,,1.7,0.2,3,,,,,,
1564311,1983-07-01T20:11:03Z,-46.09,0.0,167.17,0.1,12.0,0.0,ML,,,,3.2,0.3,3,,,,,,
1564312,1983-07-01T20:41:51Z,-38.9,0.0,175.19,0.1,218.0,7.0,ML,,,,4.8,0.2,7,,,,,,
1564313,1983-07-01T22:13:53Z,-38.83,0.0,175.91,0.0,5.0,0.0,ML,,,,3.5,0.1,4,,,,,,
1564314,1983-07-02T04:44:29Z,-38.69,0.0,175.75,0.1,12.0,0.0,ML,,,,3.4,0.4,4,,,,,,
1686892,1983-07-02T07:54:40Z,-40.95,0.0,174.36,0.0,64.0,2.0,Md,,,,,,,,,,2.7,0.1,3
1564315,1983-07-02T13:42:17Z,-40.58,0.0,177.0,0.1,33.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1564316,1983-07-02T15:31:10Z,-38.83,0.0,175.63,0.1,12.0,0.0,ML,,,,2.8,0.2,3,,,,,,
1564317,1983-07-02T19:11:27Z,-38.77,0.0,175.73,0.0,12.0,0.0,ML,,,,2.9,0.2,4,,,,,,
1564318,1983-07-02T23:51:25Z,-38.76,0.1,175.22,0.1,212.0,24.0,ML,,,,3.8,0.0,3,,,,,,
1564319,1983-07-03T03:09:28Z,-38.66,0.1,176.01,0.1,33.0,0.0,ML,,,,3.5,0.5,6,,,,,,
