PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1552010,1969-07-01T03:20:33Z,-38.54,0.1,178.58,0.1,70.0,6.0,ML,3.7,0.2,3
1552011,1969-07-01T06:44:38Z,-37.69,0.1,176.52,0.1,207.0,14.0,ML,4.2,0.1,4
1552012,1969-07-01T09:19:24Z,-38.64,0.1,175.96,0.1,164.0,12.0,ML,3.7,0.2,4
1552013,1969-07-03T06:22:12Z,-38.57,0.1,175.76,0.1,191.0,10.0,ML,4.3,0.2,5
1552014,1969-07-03T06:29:22Z,-36.68,0.1,177.95,0.1,12.0,0.0,ML,3.8,0.2,4
1552015,1969-07-03T11:57:31Z,-38.28,0.0,175.76,0.1,187.0,7.0,ML,4.5,0.3,6
1552016,1969-07-04T12:56:54Z,-38.0,0.1,-179.87,0.1,33.0,0.0,ML,3.7,0.2,4
1552017,1969-07-04T19:57:46Z,-41.43,0.0,175.79,0.0,12.0,0.0,ML,3.3,0.2,3
1552019,1969-07-05T07:02:58Z,-37.42,0.1,177.83,0.0,12.0,0.0,ML,3.4,0.3,3
1552020,1969-07-06T03:57:53Z,-39.27,0.0,174.78,0.0,12.0,0.0,ML,3.5,0.3,6
1552021,1969-07-06T07:15:08Z,-39.37,0.0,177.08,0.0,12.0,0.0,ML,4.0,0.4,6
1552023,1969-07-06T14:56:01Z,-40.25,0.0,174.25,0.0,119.0,9.0,ML,4.2,0.2,3
1552025,1969-07-07T07:19:56Z,-37.23,0.0,177.33,0.0,200.0,5.0,ML,4.4,0.3,5
1552026,1969-07-07T17:59:12Z,-46.4,0.0,166.56,0.1,33.0,0.0,ML,3.6,0.3,5
1552027,1969-07-07T18:50:50Z,-39.47,0.1,174.06,0.1,175.0,15.0,ML,4.1,0.3,4
1552028,1969-07-07T20:22:44Z,-34.61,0.2,178.0,0.2,33.0,0.0,ML,4.9,0.3,3
1552029,1969-07-07T23:36:51Z,-37.41,0.0,177.2,0.0,12.0,0.0,ML,4.4,0.3,7
1552030,1969-07-08T00:03:23Z,-35.68,0.1,178.22,0.1,125.0,22.0,ML,4.3,0.2,4
1552035,1969-07-08T10:15:58Z,-47.17,0.1,166.37,0.2,33.0,0.0,ML,4.8,0.3,9
1552036,1969-07-08T11:19:17Z,-36.4,0.1,178.06,0.1,193.0,16.0,ML,4.9,0.2,4
1552046,1969-07-09T22:56:27Z,-36.56,0.1,177.55,0.1,222.0,15.0,ML,4.3,0.1,4
1552047,1969-07-10T00:40:59Z,-41.91,0.1,174.55,0.1,33.0,0.0,ML,3.8,0.4,6
1552048,1969-07-12T03:48:09Z,-44.57,0.1,167.36,0.1,12.0,0.0,ML,4.3,0.2,7
