PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1556285,1975-01-02T11:08:51Z,-41.33,0.0,173.38,0.1,95.0,8.0,ML,,,,3.5,0.3,3,,,
1556287,1975-01-04T08:19:29Z,-38.85,0.1,175.24,0.1,229.0,9.0,ML,,,,4.1,0.2,6,,,
1556288,1975-01-04T20:37:17Z,-40.77,0.0,174.67,0.0,72.0,0.0,MS,4.6,nan,0,5.8,0.3,4,,,
1556289,1975-01-05T07:41:10Z,-41.02,0.0,175.11,0.1,92.0,7.0,ML,,,,3.4,0.3,2,,,
1556290,1975-01-06T01:05:31Z,-40.23,0.0,174.39,0.0,109.0,8.0,ML,,,,3.8,0.3,3,,,
1556291,1975-01-06T11:50:20Z,-40.58,0.0,173.67,0.1,136.0,11.0,ML,,,,3.9,0.3,4,,,
1556293,1975-01-07T20:36:20Z,-38.71,0.1,175.77,0.1,165.0,14.0,ML,,,,3.6,0.4,5,,,
1556294,1975-01-07T20:46:20Z,-45.21,0.0,167.09,0.2,33.0,0.0,ML,,,,4.1,0.3,4,,,
1556296,1975-01-10T03:37:37Z,-40.76,0.1,174.43,0.1,62.0,17.0,ML,,,,3.2,0.2,2,,,
1556297,1975-01-10T07:45:55Z,-45.0,0.1,167.51,0.1,119.0,12.0,ML,,,,4.2,0.5,7,,,
1556298,1975-01-10T13:20:04Z,-39.4,0.0,177.81,0.1,12.0,0.0,ML,,,,3.1,0.3,6,,,
1556299,1975-01-10T15:30:09Z,-38.05,0.0,176.15,0.1,169.0,8.0,ML,,,,3.7,0.2,6,,,
1556302,1975-01-11T05:15:35Z,-36.56,0.1,178.26,0.1,33.0,0.0,ML,,,,3.7,0.4,5,,,
1556303,1975-01-11T23:05:52Z,-34.72,0.1,178.31,0.2,300.0,17.0,ML,,,,4.7,0.2,7,,,
1556304,1975-01-12T01:20:35Z,-37.16,0.1,176.79,0.1,257.0,10.0,ML,,,,4.2,0.3,7,,,
1556307,1975-01-14T03:54:22Z,-45.66,0.1,167.78,0.1,12.0,0.0,ML,,,,3.4,0.5,4,,,
1556308,1975-01-14T16:47:53Z,-40.12,0.0,175.05,0.0,12.0,0.0,ML,,,,3.4,0.3,5,,,
1556309,1975-01-14T17:31:42Z,-38.19,0.0,176.51,0.0,165.0,6.0,ML,,,,4.7,0.2,8,,,
1556310,1975-01-15T11:35:43Z,-38.6,0.1,175.8,0.1,151.0,9.0,ML,,,,3.7,0.4,7,,,
1556311,1975-01-15T22:53:33Z,-35.51,0.2,178.7,0.3,323.0,18.0,ML,,,,4.5,0.2,7,,,
1556313,1975-01-16T09:07:02Z,-41.41,0.0,173.38,0.1,106.0,11.0,ML,,,,3.9,0.3,4,,,
1556316,1975-01-17T08:36:41Z,-38.95,0.0,178.06,0.0,33.0,0.0,ML,,,,4.3,0.3,9,,,
1556317,1975-01-17T14:46:40Z,-38.19,0.0,176.2,0.0,161.0,4.0,ML,,,,3.7,0.3,6,,,
1556318,1975-01-18T02:47:17Z,-38.96,0.1,175.26,0.1,223.0,10.0,ML,,,,3.9,0.3,5,,,
1556319,1975-01-18T03:19:24Z,-39.41,0.0,177.67,0.1,12.0,0.0,ML,,,,3.4,0.3,6,,,
1556320,1975-01-18T10:19:00Z,-39.1,0.0,175.04,0.0,193.0,6.0,ML,,,,5.3,0.2,6,,,
1556321,1975-01-18T10:29:24Z,-39.33,0.0,173.36,0.1,12.0,0.0,ML,,,,3.6,0.2,5,,,
1556322,1975-01-18T10:38:24Z,-39.42,0.0,173.42,0.1,12.0,0.0,ML,,,,3.5,0.2,5,,,
1556323,1975-01-18T10:39:56Z,-39.44,0.0,173.46,0.1,12.0,0.0,ML,,,,3.3,0.2,5,,,
1556324,1975-01-18T13:33:26Z,-40.15,0.0,173.85,0.0,12.0,0.0,ML,,,,3.1,0.2,5,,,
1556325,1975-01-18T21:59:02Z,-40.3,0.0,174.15,0.0,12.0,0.0,ML,,,,3.1,0.2,5,,,
1556326,1975-01-19T22:10:20Z,-37.78,0.0,176.84,0.0,167.0,5.0,ML,,,,4.0,0.3,6,,,
1556327,1975-01-20T14:30:46Z,-45.35,0.1,167.24,0.1,12.0,0.0,ML,,,,3.5,0.2,6,,,
1556328,1975-01-21T19:56:42Z,-39.7,0.0,174.11,0.1,139.0,13.0,ML,,,,4.0,0.3,3,,,
1556329,1975-01-22T12:52:40Z,-48.26,0.2,165.9,0.2,12.0,0.0,ML,,,,4.5,0.3,6,,,
1556331,1975-01-23T06:08:20Z,-37.05,0.0,177.45,0.1,228.0,7.0,ML,,,,4.0,0.3,6,,,
1556333,1975-01-23T18:55:58Z,-37.62,0.0,176.42,0.1,220.0,6.0,ML,,,,4.6,0.3,7,,,
1556334,1975-01-23T21:53:34Z,-39.84,0.0,174.41,0.0,123.0,6.0,ML,,,,3.6,0.4,4,,,
1556335,1975-01-24T13:30:18Z,-41.13,0.0,173.94,0.0,12.0,0.0,ML,,,,4.0,0.3,14,,,
1556336,1975-01-24T13:38:38Z,-40.15,0.0,174.23,0.0,12.0,0.0,ML,,,,3.8,0.3,16,,,
1556337,1975-01-25T01:00:40Z,-36.63,0.0,177.03,0.0,12.0,0.0,ML,,,,4.3,0.4,11,,,
1556338,1975-01-26T03:04:15Z,-39.41,0.0,175.23,0.1,123.0,8.0,ML,,,,3.6,0.2,6,,,
1556339,1975-01-27T14:38:25Z,-39.4,0.0,175.6,0.0,108.0,8.0,ML,,,,4.7,0.3,6,,,
1556340,1975-01-28T14:26:56Z,-38.08,0.1,179.13,0.1,12.0,0.0,ML,,,,4.1,0.3,16,,,
1556341,1975-01-28T16:12:39Z,-39.32,0.0,178.06,0.0,12.0,0.0,ML,,,,3.9,0.2,13,,,
1556342,1975-01-30T02:37:39Z,-40.49,0.0,172.06,0.1,12.0,0.0,ML,,,,4.1,0.3,12,,,
1556343,1975-01-30T05:10:22Z,-38.63,0.0,176.18,0.0,109.0,8.0,ML,,,,4.3,0.2,8,,,
1556344,1975-02-01T12:05:58Z,-41.72,0.0,172.93,0.0,33.0,0.0,ML,,,,3.9,0.2,13,,,
1556345,1975-02-01T23:51:44Z,-39.56,0.0,175.65,0.0,12.0,0.0,ML,,,,3.4,0.3,9,,,
1556346,1975-02-02T10:24:57Z,-39.19,0.0,175.15,0.0,12.0,0.0,ML,,,,3.8,0.3,12,,,
1556348,1975-02-04T07:17:16Z,-39.52,0.0,175.53,0.0,12.0,0.0,ML,,,,3.4,0.3,8,,,
1556351,1975-02-06T20:08:41Z,-45.14,0.0,167.78,0.1,130.0,5.0,ML,,,,4.0,0.3,6,,,
1556352,1975-02-07T06:51:20Z,-40.56,0.0,173.71,0.1,205.0,4.0,ML,,,,4.0,0.1,3,,,
1556353,1975-02-07T12:51:04Z,-45.52,0.0,167.23,0.1,33.0,0.0,ML,,,,4.0,0.2,5,,,
1556354,1975-02-07T15:19:43Z,-39.27,0.1,174.27,0.1,581.0,7.0,ML,,,,4.9,0.3,6,,,
1556355,1975-02-08T10:18:54Z,-46.58,0.1,166.56,0.1,33.0,0.0,ML,,,,3.5,0.2,3,,,
1556356,1975-02-08T22:32:47Z,-38.3,0.1,176.03,0.1,208.0,11.0,ML,,,,3.8,0.3,5,,,
1556357,1975-02-09T10:24:30Z,-39.44,0.0,174.67,0.0,33.0,0.0,ML,,,,3.1,0.2,4,,,
1556358,1975-02-10T00:04:30Z,-37.73,0.1,176.32,0.1,216.0,7.0,ML,,,,4.2,0.2,6,,,
1556359,1975-02-10T08:31:53Z,-45.08,0.0,167.64,0.1,126.0,5.0,ML,,,,3.6,0.2,3,,,
1556360,1975-02-10T11:23:14Z,-44.28,0.0,167.66,0.1,12.0,0.0,ML,,,,4.0,0.2,7,,,
1556362,1975-02-11T08:06:02Z,-38.09,0.0,176.31,0.1,169.0,6.0,ML,,,,5.0,0.1,5,,,
1556363,1975-02-11T15:24:03Z,-40.12,0.0,174.84,0.0,12.0,0.0,ML,,,,3.6,0.2,6,,,
1556364,1975-02-11T16:45:20Z,-35.93,0.1,174.76,0.1,12.0,0.0,ML,,,,4.4,0.3,11,,,
1556365,1975-02-11T17:35:45Z,-45.39,0.0,167.52,0.1,119.0,5.0,ML,,,,4.2,0.4,6,,,
1556367,1975-02-12T11:21:42Z,-37.9,0.0,176.18,0.1,200.0,5.0,ML,,,,4.1,0.2,7,,,
1556368,1975-02-12T20:00:16Z,-35.21,0.2,179.12,0.3,33.0,0.0,ML,,,,4.1,0.2,4,,,
1556369,1975-02-14T09:12:45Z,-38.83,0.0,176.13,0.0,101.0,7.0,ML,,,,3.7,0.2,5,,,
1556370,1975-02-14T15:16:04Z,-38.65,0.0,176.08,0.0,12.0,0.0,ML,,,,2.9,0.4,5,,,
1556371,1975-02-14T19:54:34Z,-42.98,0.0,171.49,0.0,12.0,0.0,ML,,,,3.8,0.3,8,,,
1556372,1975-02-15T00:31:57Z,-41.65,0.0,171.89,0.1,12.0,0.0,ML,,,,4.1,0.4,7,,,
1556373,1975-02-15T03:23:16Z,-38.7,0.1,175.22,0.1,224.0,17.0,ML,,,,4.0,0.2,3,,,
