PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2017p423125,2017-06-06T13:21:27Z,-38.72,4.7,175.92,5.6,100.0,9.0,M,,,,,,,3.4,0.3,33,3.4,nan,42,,,,3.4,0.4,42
2017p423331,2017-06-06T15:10:46Z,-38.01,5.7,178.44,6.0,36.0,8.0,M,,,,,,,2.8,0.2,19,2.6,nan,18,,,,2.6,0.2,18
2017p423335,2017-06-06T15:13:01Z,-38.93,1.2,175.7,1.9,8.0,2.0,M,,,,,,,1.8,0.3,23,1.5,nan,18,,,,1.5,0.2,18
2017p423339,2017-06-06T15:15:09Z,-41.86,2.2,173.49,2.5,5.0,0.0,M,,,,,,,2.9,0.1,11,2.7,nan,10,,,,2.7,0.1,10
2017p423407,2017-06-06T15:51:32Z,-39.24,3.4,177.74,3.3,23.0,4.0,M,,,,,,,3.1,0.3,18,2.8,nan,17,,,,2.8,0.2,17
2017p423457,2017-06-06T16:18:24Z,-37.74,2.0,176.78,2.2,10.0,3.0,M,,,,,,,2.3,0.2,20,2.1,nan,19,,,,2.1,0.2,19
2017p423660,2017-06-06T18:06:32Z,-39.11,0.7,175.68,0.8,5.0,1.0,M,,,,,,,1.0,0.2,8,0.7,nan,6,,,,0.7,0.1,6
2017p423673,2017-06-06T18:13:12Z,-38.92,1.2,175.7,1.8,7.0,2.0,M,,,,,,,1.3,0.1,11,1.0,nan,8,,,,1.0,0.2,8
2017p423689,2017-06-06T18:21:54Z,-38.37,9.2,175.81,17.1,167.0,13.0,M,,,,,,,2.3,0.4,6,2.4,nan,4,,,,2.4,0.4,4
2017p423697,2017-06-06T18:26:10Z,-40.3,1.9,174.18,2.4,71.0,8.0,M,,,,,,,2.8,0.2,37,2.6,nan,32,,,,2.6,0.2,32
2017p423701,2017-06-06T18:28:18Z,-42.07,3.3,173.8,3.6,10.0,4.0,M,,,,,,,2.4,0.3,11,2.1,nan,5,,,,2.1,0.3,5
2017p423721,2017-06-06T18:39:26Z,-39.26,3.6,175.23,4.0,20.0,6.0,M,,,,,,,1.5,0.3,15,1.3,nan,9,,,,1.3,0.3,9
2017p423765,2017-06-06T19:02:03Z,-41.7,3.9,174.27,2.9,7.0,5.0,M,,,,,,,3.7,0.2,17,3.4,nan,17,,,,3.4,0.2,17
2017p423768,2017-06-06T19:03:57Z,-41.71,2.3,174.21,2.3,4.0,3.0,M,,,,,,,3.3,0.2,13,3.0,nan,13,,,,3.0,0.2,13
2017p423774,2017-06-06T19:07:08Z,-41.75,5.0,174.19,2.5,5.0,3.0,M,,,,,,,2.3,0.2,7,2.2,nan,7,,,,2.2,0.2,7
2017p423779,2017-06-06T19:09:47Z,-41.8,7.0,174.28,4.2,4.0,5.0,M,,,,,,,3.4,0.1,6,3.2,nan,6,,,,3.2,0.2,6
2017p423831,2017-06-06T19:37:35Z,-41.86,3.1,174.1,2.6,6.0,5.0,M,,,,,,,3.3,0.1,14,3.1,nan,14,,,,3.1,0.1,14
2017p423841,2017-06-06T19:42:46Z,-41.84,3.3,174.08,2.6,10.0,4.0,M,,,,,,,2.5,0.1,13,2.3,nan,10,,,,2.3,0.2,10
2017p423916,2017-06-06T20:23:06Z,-39.29,5.3,175.54,13.3,31.0,7.0,M,,,,,,,0.7,0.2,7,0.6,nan,3,,,,0.6,0.7,3
2017p424110,2017-06-06T22:06:18Z,-42.15,2.4,173.67,3.0,33.0,4.0,M,,,,,,,3.9,0.2,24,3.6,nan,24,,,,3.6,0.2,24
2017p424115,2017-06-06T22:08:55Z,-40.62,2.8,175.82,2.8,23.0,5.0,M,,,,,,,3.0,0.2,11,2.8,nan,11,,,,2.8,0.1,11
2017p424124,2017-06-06T22:13:30Z,-38.6,5.4,178.59,9.3,22.0,6.0,M,,,,,,,2.6,0.2,17,2.5,nan,12,,,,2.5,0.2,12
2017p424135,2017-06-06T22:19:20Z,-40.57,3.6,174.52,3.3,32.0,8.0,M,,,,,,,3.5,0.2,18,3.1,nan,18,,,,3.1,0.2,18
2017p424298,2017-06-06T23:47:27Z,-41.11,6.4,174.13,3.2,43.0,10.0,M,,,,,,,3.3,0.3,13,3.2,nan,13,,,,3.2,0.3,13
2017p424346,2017-06-07T00:11:44Z,-39.19,6.5,177.7,6.1,18.0,7.0,M,,,,,,,2.7,0.3,13,2.4,nan,12,,,,2.4,0.2,12
2017p424381,2017-06-07T00:30:12Z,-39.22,5.9,177.7,6.4,16.0,7.0,M,,,,,,,2.8,0.2,14,2.5,nan,14,,,,2.5,0.2,14
2017p424397,2017-06-07T00:38:49Z,-42.17,2.5,173.72,4.4,5.0,0.0,M,,,,,,,2.4,0.2,8,2.2,nan,7,,,,2.2,0.1,7
2017p424467,2017-06-07T01:16:31Z,-39.25,3.6,177.76,4.1,22.0,4.0,M,,,,,,,3.3,0.3,18,2.9,nan,34,,,,2.9,0.2,34
2017p424523,2017-06-07T01:46:18Z,-39.25,3.8,177.77,3.7,20.0,4.0,M,,,,,,,3.5,0.3,17,3.2,nan,17,,,,3.2,0.2,17
2017p424531,2017-06-07T01:50:10Z,-42.08,3.3,173.6,4.6,23.0,5.0,M,,,,,,,2.8,0.2,11,2.6,nan,13,,,,2.6,0.2,13
2017p424757,2017-06-07T03:50:45Z,-41.72,2.6,174.16,2.6,6.0,3.0,M,,,,,,,2.9,0.2,19,2.7,nan,19,,,,2.7,0.2,19
2017p424860,2017-06-07T04:45:42Z,-39.23,1.7,175.51,2.8,10.0,2.0,M,,,,,,,0.7,0.2,8,0.5,nan,7,,,,0.5,0.2,7
2017p424932,2017-06-07T05:23:44Z,-46.16,6.1,166.83,6.1,97.0,10.0,M,,,,,,,2.8,0.2,7,2.4,nan,4,,,,2.4,0.3,4
2017p425030,2017-06-07T06:16:51Z,-40.46,4.3,173.33,7.0,158.0,8.0,M,,,,,,,,,,2.7,nan,13,,,,2.7,0.2,13
2017p425039,2017-06-07T06:20:59Z,-39.27,1.6,173.88,2.2,11.0,2.0,M,,,,,,,2.7,0.2,31,2.5,nan,25,,,,2.5,0.2,25
2017p425055,2017-06-07T06:29:43Z,-40.38,9.9,173.7,6.3,86.0,13.0,M,,,,,,,,,,2.1,nan,10,,,,2.1,0.1,10
2017p425091,2017-06-07T06:48:44Z,-41.74,2.9,174.21,3.0,12.0,4.0,M,,,,,,,2.5,0.2,12,2.2,nan,10,,,,2.2,0.2,10
2017p425103,2017-06-07T06:55:21Z,-40.2,2.0,174.97,3.0,17.0,4.0,M,,,,,,,2.9,0.2,36,2.7,nan,37,,,,2.7,0.1,37
2017p425221,2017-06-07T07:58:06Z,-41.7,3.6,174.18,4.0,10.0,6.0,M,,,,,,,2.4,0.2,9,2.4,nan,9,,,,2.4,0.3,9
2017p425227,2017-06-07T08:01:02Z,-42.43,4.2,173.58,3.1,3.0,3.0,M,,,,,,,2.5,0.2,7,2.2,nan,4,,,,2.2,0.3,4
2017p425304,2017-06-07T08:41:55Z,-35.6,19.8,178.45,19.0,204.0,20.0,M,,,,,,,3.5,0.2,12,3.3,nan,7,,,,3.3,0.2,7
2017p425318,2017-06-07T08:49:51Z,-42.48,3.6,173.37,3.5,5.0,0.0,M,,,,,,,2.4,0.2,8,2.4,nan,5,,,,2.4,0.2,5
2017p425335,2017-06-07T08:58:39Z,-36.31,20.1,177.71,14.2,201.0,20.0,M,,,,,,,,,,2.8,nan,2,,,,2.8,0.2,2
2017p425348,2017-06-07T09:05:34Z,-39.69,4.8,174.22,5.8,192.0,7.0,M,,,,,,,2.2,0.2,8,2.4,nan,10,,,,2.4,0.2,10
2017p425508,2017-06-07T10:31:02Z,-42.46,5.1,173.4,4.0,5.0,0.0,M,,,,,,,2.5,0.3,6,2.2,nan,3,,,,2.2,0.1,3
2017p425796,2017-06-07T13:04:29Z,-44.2,3.7,169.35,2.5,5.0,0.0,M,,,,,,,2.6,0.2,12,2.2,nan,6,,,,2.2,0.2,6
2017p425828,2017-06-07T13:21:19Z,-34.36,8.3,-178.2,15.0,196.0,46.0,M,4.9,0.2,30,,,,5.2,0.2,37,4.4,nan,45,4.2,0.4,30,5.0,0.2,45
2017p426147,2017-06-07T16:11:35Z,-41.85,2.6,174.12,2.6,7.0,4.0,M,,,,,,,4.3,0.2,14,4.1,nan,76,,,,4.1,0.2,76
2017p426148,2017-06-07T16:12:14Z,-39.25,5.5,177.74,4.3,20.0,5.0,M,,,,,,,2.8,0.3,11,2.5,nan,7,,,,2.5,0.2,7
2017p426161,2017-06-07T16:18:46Z,-38.3,3.5,177.7,4.7,24.0,6.0,M,,,,,,,2.2,0.2,9,1.8,nan,7,,,,1.8,0.1,7
2017p426233,2017-06-07T16:57:05Z,-41.29,8.0,172.51,7.3,169.0,8.0,M,,,,,,,,,,1.4,nan,2,,,,1.4,0.1,2
2017p426296,2017-06-07T17:30:53Z,-37.9,7.2,176.61,9.5,111.0,13.0,M,,,,,,,2.3,0.2,12,2.0,nan,7,,,,2.0,0.2,7
2017p426311,2017-06-07T17:38:35Z,-40.31,2.1,176.52,2.6,14.0,4.0,M,,,,,,,3.8,0.1,15,3.4,nan,15,,,,3.4,0.2,15
2017p426392,2017-06-07T18:21:58Z,-44.58,2.9,168.81,3.5,5.0,0.0,ML,,,,,,,2.5,0.2,8,,,,,,,,,
2017p426472,2017-06-07T19:04:17Z,-37.55,7.1,177.74,6.6,67.0,10.0,M,,,,,,,2.8,0.3,18,2.6,nan,9,,,,2.6,0.2,9
2017p426774,2017-06-07T21:45:33Z,-42.31,3.7,173.73,5.1,9.0,5.0,M,,,,,,,2.5,0.1,7,2.2,nan,7,,,,2.2,0.2,7
2017p426813,2017-06-07T22:06:22Z,-42.13,2.0,173.5,2.8,5.0,0.0,M,,,,,,,3.5,0.1,13,3.3,nan,31,,,,3.3,0.1,31
2017p426960,2017-06-07T23:24:15Z,-37.33,9.9,177.35,9.8,102.0,13.0,M,,,,,,,2.5,0.2,9,2.5,nan,3,,,,2.5,0.1,3
2017p427053,2017-06-08T00:13:52Z,-38.18,4.0,176.39,4.4,138.0,8.0,M,,,,,,,,,,3.0,nan,42,,,,3.0,0.4,42
2017p427072,2017-06-08T00:24:09Z,-40.33,2.3,176.53,3.0,16.0,3.0,M,,,,,,,3.4,0.2,20,3.1,nan,18,,,,3.1,0.2,18
2017p427310,2017-06-08T02:30:52Z,-40.65,4.7,174.6,3.4,58.0,8.0,M,,,,,,,3.6,0.2,16,3.3,nan,16,,,,3.3,0.2,16
2017p427351,2017-06-08T02:52:56Z,-43.58,1.9,172.71,2.4,5.0,2.0,M,,,,,,,2.7,0.2,11,2.6,nan,7,,,,2.6,0.2,7
2017p427457,2017-06-08T03:49:11Z,-38.29,6.4,176.23,6.7,93.0,13.0,M,,,,,,,2.3,0.3,10,2.1,nan,7,,,,2.1,0.2,7
2017p427482,2017-06-08T04:02:36Z,-38.01,5.1,176.67,8.2,97.0,12.0,M,,,,,,,2.4,0.4,13,2.2,nan,11,,,,2.2,0.3,11
2017p427551,2017-06-08T04:39:31Z,-39.2,6.3,177.74,5.3,21.0,6.0,M,,,,,,,2.7,0.3,12,2.5,nan,10,,,,2.5,0.2,10
2017p427556,2017-06-08T04:42:10Z,-37.1,4.9,178.97,10.8,12.0,0.0,M,,,,,,,3.4,0.2,20,3.2,nan,21,,,,3.2,0.4,21
2017p427647,2017-06-08T05:30:31Z,-41.76,3.5,174.19,4.0,12.0,6.0,M,,,,,,,2.6,0.2,9,2.5,nan,12,,,,2.5,0.2,12
2017p427665,2017-06-08T05:39:57Z,-39.11,5.5,175.67,3.4,5.0,4.0,M,,,,,,,1.4,0.4,11,1.3,nan,9,,,,1.3,0.4,9
2017p427853,2017-06-08T07:20:06Z,-38.93,5.0,175.7,7.7,1.0,24.0,M,,,,,,,1.4,0.1,8,1.4,nan,6,,,,1.4,0.4,6
2017p427930,2017-06-08T08:01:24Z,-40.81,4.1,172.33,4.6,5.0,0.0,M,,,,,,,2.6,0.2,11,2.4,nan,7,,,,2.4,0.2,7
2017p427959,2017-06-08T08:16:34Z,-38.92,2.5,175.71,3.6,5.0,6.0,M,,,,,,,2.3,0.2,28,2.1,nan,23,,,,2.1,0.2,23
2017p427975,2017-06-08T08:25:26Z,-38.9,4.7,175.75,8.6,0.0,0.0,M,,,,,,,1.5,0.1,8,1.3,nan,7,,,,1.3,0.1,7
2017p428038,2017-06-08T08:59:07Z,-38.93,1.3,175.71,2.1,8.0,2.0,M,,,,,,,2.1,0.2,25,1.8,nan,18,,,,1.8,0.2,18
2017p428070,2017-06-08T09:16:00Z,-38.63,1.7,176.11,1.7,8.0,2.0,M,,,,,,,1.8,0.3,8,1.6,nan,8,,,,1.6,0.4,8
2017p428183,2017-06-08T10:16:14Z,-37.28,7.4,178.85,9.2,12.0,0.0,M,,,,,,,2.9,0.2,10,2.7,nan,7,,,,2.7,0.1,7
2017p428191,2017-06-08T10:20:37Z,-41.4,6.0,173.16,5.2,64.0,9.0,M,,,,,,,2.2,0.3,9,2.1,nan,5,,,,2.1,0.3,5
2017p428337,2017-06-08T11:38:13Z,-38.91,3.8,175.71,5.7,5.0,13.0,M,,,,,,,1.7,0.2,14,1.4,nan,12,,,,1.4,0.3,12
2017p428394,2017-06-08T12:08:48Z,-39.81,5.9,173.79,8.2,131.0,10.0,M,,,,,,,,,,2.6,nan,15,,,,2.6,0.3,15
2017p428474,2017-06-08T12:51:07Z,-39.2,3.7,177.46,3.5,23.0,4.0,M,,,,,,,3.2,0.3,21,2.8,nan,40,,,,2.8,0.2,40
2017p428557,2017-06-08T13:35:41Z,-39.19,3.6,177.46,3.1,20.0,4.0,M,,,,,,,2.2,0.1,12,2.0,nan,5,,,,2.0,0.2,5
2017p428682,2017-06-08T14:41:54Z,-38.25,3.8,176.04,5.6,151.0,10.0,M,,,,,,,2.3,0.5,8,3.0,nan,67,,,,3.0,0.5,67
2017p428877,2017-06-08T16:25:43Z,-39.34,5.6,174.68,7.7,173.0,8.0,M,,,,,,,,,,2.3,nan,10,,,,2.3,0.3,10
2017p428919,2017-06-08T16:48:32Z,-37.45,7.9,-179.68,5.7,33.0,0.0,M,,,,,,,3.8,0.3,19,3.4,nan,8,,,,3.4,0.2,8
2017p428954,2017-06-08T17:06:58Z,-45.05,4.1,167.46,4.5,71.0,8.0,M,,,,,,,4.3,0.2,13,4.1,nan,13,,,,4.1,0.2,13
2017p429006,2017-06-08T17:34:43Z,-41.77,3.5,174.23,4.4,11.0,6.0,M,,,,,,,2.6,0.1,10,2.5,nan,14,,,,2.5,0.1,14
2017p429025,2017-06-08T17:44:35Z,-37.03,5.6,179.15,9.2,5.0,0.0,M,,,,,,,3.0,0.2,15,2.8,nan,7,,,,2.8,0.1,7
2017p429078,2017-06-08T18:12:37Z,-37.53,7.4,176.46,7.4,187.0,12.0,M,,,,,,,2.3,0.2,7,2.1,nan,7,,,,2.1,0.3,7
2017p429238,2017-06-08T19:38:28Z,-39.16,5.9,174.79,6.1,205.0,8.0,M,,,,,,,2.0,0.2,7,2.1,nan,14,,,,2.1,0.4,14
2017p429308,2017-06-08T20:16:12Z,-38.97,5.5,175.7,6.6,0.0,0.0,M,,,,,,,1.2,0.3,7,1.0,nan,5,,,,1.0,0.3,5
2017p429513,2017-06-08T22:04:55Z,-42.37,3.5,173.68,4.8,3.0,3.0,M,,,,,,,2.8,0.2,11,2.6,nan,9,,,,2.6,0.2,9
2017p429570,2017-06-08T22:35:16Z,-42.49,3.4,173.33,2.9,5.0,0.0,M,,,,,,,2.7,0.2,12,2.4,nan,9,,,,2.4,0.2,9
2017p429618,2017-06-08T23:00:57Z,-38.97,3.6,175.7,2.6,5.0,2.0,M,,,,,,,1.1,0.2,7,0.8,nan,6,,,,0.8,0.3,6
2017p429666,2017-06-08T23:26:06Z,-38.96,4.2,175.68,6.1,0.0,0.0,M,,,,,,,1.5,0.2,15,1.2,nan,12,,,,1.2,0.2,12
2017p429873,2017-06-09T01:16:27Z,-42.38,3.8,173.68,4.7,5.0,4.0,M,,,,,,,2.4,0.1,7,2.2,nan,6,,,,2.2,0.2,6
2017p429980,2017-06-09T02:13:42Z,-41.76,3.0,174.08,3.4,9.0,5.0,M,,,,,,,2.7,0.2,12,2.5,nan,17,,,,2.5,0.1,17
2017p430099,2017-06-09T03:17:04Z,-39.13,5.2,175.0,5.2,11.0,9.0,M,,,,,,,2.1,0.1,11,1.7,nan,7,,,,1.7,0.1,7
2017p430147,2017-06-09T03:42:34Z,-42.43,5.0,173.52,5.1,6.0,6.0,M,,,,,,,3.2,0.2,12,3.0,nan,26,,,,3.0,0.2,26
2017p430277,2017-06-09T04:51:57Z,-37.55,7.3,177.84,5.2,72.0,8.0,M,,,,,,,2.8,0.3,17,2.8,nan,20,,,,2.8,0.2,20
2017p430411,2017-06-09T06:03:24Z,-39.35,15.8,175.93,6.6,48.0,10.0,M,,,,,,,0.9,0.4,6,0.9,nan,2,,,,0.9,1.0,2
2017p430450,2017-06-09T06:24:22Z,-39.14,2.0,175.37,2.7,7.0,4.0,M,,,,,,,1.0,0.2,9,0.6,nan,5,,,,0.6,0.2,5
2017p430453,2017-06-09T06:25:47Z,-37.31,4.6,178.95,9.4,19.0,8.0,M,,,,,,,3.1,0.3,18,3.0,nan,7,,,,3.0,0.2,7
2017p430616,2017-06-09T07:52:35Z,-37.49,6.7,178.07,6.3,60.0,10.0,M,,,,,,,2.8,0.3,13,2.8,nan,24,,,,2.8,0.2,24
2017p430684,2017-06-09T08:28:35Z,-38.69,6.9,175.85,8.9,141.0,8.0,M,,,,,,,2.8,0.2,27,2.7,nan,31,,,,2.7,0.4,31
2017p430840,2017-06-09T09:51:44Z,-39.12,1.0,175.66,0.9,5.0,1.0,M,,,,,,,0.7,0.2,6,0.4,nan,3,,,,0.4,0.2,3
2017p430989,2017-06-09T11:11:04Z,-35.61,32.5,-179.0,59.8,139.0,53.0,M,,,,,,,,,,3.7,nan,3,,,,3.7,0.3,3
2017p431002,2017-06-09T11:18:02Z,-41.74,4.3,174.2,4.1,4.0,5.0,M,,,,,,,2.0,0.2,9,1.4,nan,3,,,,1.4,0.1,3
2017p431005,2017-06-09T11:19:51Z,-41.67,3.9,174.07,5.2,12.0,7.0,M,,,,,,,2.0,0.3,9,1.7,nan,6,,,,1.7,0.4,6
2017p431006,2017-06-09T11:20:14Z,-43.2,3.2,170.87,3.3,5.0,0.0,M,,,,,,,2.3,0.4,9,1.2,nan,2,,,,1.2,0.3,2
2017p431146,2017-06-09T12:35:04Z,-39.46,3.1,175.73,1.5,17.0,3.0,M,,,,,,,1.7,0.3,13,1.5,nan,10,,,,1.5,0.2,10
2017p431589,2017-06-09T16:30:47Z,-42.28,4.0,173.76,5.2,10.0,5.0,M,,,,,,,2.5,0.2,10,2.2,nan,4,,,,2.2,0.2,4
2017p431904,2017-06-09T19:18:56Z,-41.69,2.3,174.15,2.6,10.0,4.0,M,,,,,,,2.9,0.2,15,2.7,nan,14,,,,2.7,0.2,14
2017p432008,2017-06-09T20:14:02Z,-42.63,3.7,172.86,3.1,5.0,0.0,M,,,,,,,2.7,0.2,6,2.3,nan,4,,,,2.3,0.2,4
2017p432193,2017-06-09T21:52:10Z,-38.72,11.8,175.2,7.4,187.0,9.0,M,,,,,,,2.2,0.1,7,2.8,nan,22,,,,2.8,0.4,22
2017p432351,2017-06-09T23:16:45Z,-42.19,3.3,173.7,4.5,5.0,0.0,M,,,,,,,2.4,0.4,7,1.7,nan,2,,,,1.7,0.1,2
2017p432600,2017-06-10T01:29:46Z,-38.2,6.2,176.0,6.5,166.0,8.0,M,,,,,,,,,,2.9,nan,28,,,,2.9,0.4,28
2017p432602,2017-06-10T01:30:45Z,-42.47,3.7,173.47,4.0,3.0,4.0,M,,,,,,,3.0,0.1,10,2.8,nan,7,,,,2.8,0.1,7
2017p432785,2017-06-10T03:08:16Z,-42.46,3.1,173.22,3.0,5.0,0.0,M,,,,,,,3.0,0.5,6,2.9,nan,11,,,,2.9,0.2,11
2017p432844,2017-06-10T03:39:25Z,-45.78,3.1,170.43,3.5,5.0,0.0,M,,,,,,,2.9,0.1,6,2.7,nan,6,,,,2.7,0.2,6
2017p433170,2017-06-10T06:33:24Z,-39.25,3.6,175.27,5.3,16.0,7.0,M,,,,,,,1.3,0.4,6,0.8,nan,2,,,,0.8,0.3,2
2017p433265,2017-06-10T07:23:45Z,-42.95,3.8,173.1,3.5,4.0,3.0,M,,,,,,,3.3,0.1,7,3.1,nan,14,,,,3.1,0.2,14
2017p433356,2017-06-10T08:12:22Z,-36.99,9.1,177.45,11.0,139.0,12.0,M,,,,,,,2.7,0.2,9,2.4,nan,3,,,,2.4,0.4,3
2017p433430,2017-06-10T08:51:39Z,-37.9,3.3,176.92,3.1,9.0,4.0,M,,,,,,,2.2,0.2,12,2.0,nan,8,,,,2.0,0.3,8
2017p433461,2017-06-10T09:08:15Z,-41.73,3.0,174.12,3.1,8.0,4.0,M,,,,,,,2.6,0.2,14,2.4,nan,8,,,,2.4,0.2,8
2017p433631,2017-06-10T10:38:49Z,-43.56,2.6,172.42,2.2,9.0,4.0,M,,,,,,,4.4,0.2,13,4.2,nan,49,,,,4.2,0.2,49
2017p433900,2017-06-10T13:02:18Z,-37.68,5.2,178.17,5.1,27.0,6.0,M,,,,,,,2.4,0.1,6,2.1,nan,5,,,,2.1,0.2,5
2017p433978,2017-06-10T13:43:42Z,-42.24,2.9,173.7,3.7,14.0,4.0,M,,,,,,,3.5,0.2,15,3.3,nan,25,,,,3.3,0.2,25
2017p434237,2017-06-10T16:01:41Z,-39.6,7.0,174.19,7.0,216.0,7.0,M,,,,,,,2.2,0.1,6,2.4,nan,3,,,,2.4,0.5,3
2017p434448,2017-06-10T17:54:19Z,-40.8,5.7,173.02,6.3,134.0,8.0,M,,,,,,,,,,2.6,nan,13,,,,2.6,0.2,13
2017p434459,2017-06-10T17:59:58Z,-43.57,4.0,172.42,2.9,8.0,6.0,M,,,,,,,3.1,0.2,11,2.9,nan,10,,,,2.9,0.2,10
2017p434604,2017-06-10T19:17:29Z,-39.95,2.1,175.03,2.9,19.0,4.0,M,,,,,,,2.8,0.1,29,2.5,nan,31,,,,2.5,0.1,31
2017p434657,2017-06-10T19:45:40Z,-42.27,2.7,173.09,3.1,5.0,0.0,M,,,,,,,2.5,0.3,10,2.2,nan,4,,,,2.2,0.3,4
2017p434867,2017-06-10T21:37:10Z,-39.98,3.3,173.19,7.0,5.0,0.0,M,,,,,,,2.6,0.2,8,2.4,nan,5,,,,2.4,0.2,5
2017p434992,2017-06-10T22:44:00Z,-38.77,2.3,175.99,6.1,15.0,5.0,M,,,,,,,1.8,0.2,9,1.3,nan,6,,,,1.3,0.2,6
2017p435022,2017-06-10T22:59:49Z,-41.83,4.7,172.5,4.7,67.0,9.0,M,,,,,,,2.6,0.2,13,2.6,nan,7,,,,2.6,0.3,7
2017p435093,2017-06-10T23:37:36Z,-39.23,3.9,175.26,4.7,26.0,5.0,M,,,,,,,1.7,0.2,13,1.4,nan,11,,,,1.4,0.3,11
2017p435097,2017-06-10T23:40:05Z,-41.9,2.3,173.99,3.6,12.0,3.0,M,,,,,,,2.6,0.2,16,2.3,nan,6,,,,2.3,0.2,6
2017p435135,2017-06-11T00:00:07Z,-39.07,4.9,177.52,3.3,23.0,5.0,M,,,,,,,3.2,0.2,13,2.6,nan,30,,,,2.6,0.2,30
2017p435223,2017-06-11T00:47:04Z,-45.36,5.2,167.23,6.2,51.0,9.0,M,,,,,,,2.9,0.3,8,3.1,nan,3,,,,3.1,0.1,3
2017p435256,2017-06-11T01:04:48Z,-37.83,4.3,176.43,4.4,147.0,8.0,M,,,,,,,2.0,0.3,8,2.6,nan,43,,,,2.6,0.4,43
2017p435322,2017-06-11T01:40:04Z,-42.51,2.9,173.26,3.6,7.0,4.0,M,,,,,,,2.5,0.2,10,2.4,nan,3,,,,2.4,0.4,3
2017p435404,2017-06-11T02:23:38Z,-40.57,9.1,173.15,7.2,156.0,9.0,M,,,,,,,,,,2.0,nan,5,,,,2.0,0.2,5
2017p435483,2017-06-11T03:05:51Z,-42.83,4.4,173.3,5.0,13.0,5.0,M,,,,,,,3.0,0.1,8,2.8,nan,11,,,,2.8,0.2,11
2017p435487,2017-06-11T03:07:59Z,-38.32,12.6,176.04,20.1,171.0,14.0,M,,,,,,,2.4,0.5,6,2.1,nan,3,,,,2.1,0.2,3
2017p435539,2017-06-11T03:35:08Z,-38.22,3.0,176.13,3.4,143.0,6.0,M,,,,,,,2.4,0.1,7,2.3,nan,17,,,,2.3,0.2,17
2017p435688,2017-06-11T04:54:51Z,-37.41,5.4,176.9,5.6,119.0,10.0,M,,,,,,,,,,2.7,nan,9,,,,2.7,0.2,9
2017p435818,2017-06-11T06:04:37Z,-39.45,3.6,175.7,3.5,17.0,3.0,M,,,,,,,1.2,0.3,12,1.0,nan,7,,,,1.0,0.4,7
2017p435849,2017-06-11T06:20:33Z,-39.19,10.4,175.35,10.8,5.0,10.0,M,,,,,,,1.0,0.2,5,0.3,nan,1,,,,0.3,nan,1
2017p435863,2017-06-11T06:28:21Z,-39.45,2.7,175.7,2.1,16.0,3.0,M,,,,,,,1.5,0.2,16,1.2,nan,12,,,,1.2,0.2,12
2017p435905,2017-06-11T06:50:43Z,-41.17,10.3,173.2,8.7,92.0,12.0,M,,,,,,,,,,1.0,nan,2,,,,1.0,0.4,2
2017p436079,2017-06-11T08:23:21Z,-41.68,2.9,174.13,3.9,16.0,5.0,M,,,,,,,2.1,0.2,9,1.8,nan,6,,,,1.8,0.4,6
2017p436121,2017-06-11T08:45:32Z,-39.4,3.7,175.75,3.1,9.0,3.0,M,,,,,,,1.1,0.5,8,0.4,nan,5,,,,0.4,0.4,5
2017p436127,2017-06-11T08:48:50Z,-42.32,4.9,173.52,3.0,10.0,5.0,M,,,,,,,2.5,0.3,6,1.8,nan,2,,,,1.8,0.3,2
2017p436214,2017-06-11T09:34:26Z,-38.72,6.8,175.47,8.7,260.0,8.0,M,,,,,,,,,,2.8,nan,6,,,,2.8,0.3,6
2017p436249,2017-06-11T09:53:52Z,-38.4,5.0,178.72,9.3,28.0,7.0,M,,,,,,,2.4,0.2,11,2.0,nan,3,,,,2.0,0.1,3
2017p436376,2017-06-11T11:01:24Z,-41.73,5.7,172.32,7.4,73.0,11.0,M,,,,,,,2.6,0.2,12,2.3,nan,6,,,,2.3,0.2,6
2017p436383,2017-06-11T11:04:58Z,-42.18,2.7,173.72,4.0,12.0,0.0,M,,,,,,,3.0,0.2,17,2.8,nan,16,,,,2.8,0.2,16
2017p436426,2017-06-11T11:27:59Z,-42.15,2.3,173.58,4.2,5.0,0.0,M,,,,,,,2.4,0.2,7,1.9,nan,2,,,,1.9,0.1,2
2017p436456,2017-06-11T11:44:07Z,-44.22,3.9,169.46,2.6,5.0,0.0,M,,,,,,,2.7,0.2,10,2.6,nan,4,,,,2.6,0.3,4
2017p436471,2017-06-11T11:51:55Z,-43.43,2.4,172.88,4.5,5.0,0.0,M,,,,,,,2.2,0.2,8,2.0,nan,2,,,,2.0,0.0,2
2017p436630,2017-06-11T13:16:53Z,-42.64,3.5,172.69,2.9,5.0,0.0,M,,,,,,,2.4,0.2,7,2.2,nan,3,,,,2.2,0.3,3
2017p436635,2017-06-11T13:19:27Z,-39.17,5.5,174.95,3.7,17.0,13.0,M,,,,,,,1.8,0.3,12,1.5,nan,6,,,,1.5,0.3,6
