PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1543551,1949-07-01T06:07:44Z,-40.49,0.0,174.09,0.1,12.0,0.0,ML,3.7,nan,0
1543552,1949-07-01T16:21:25Z,-39.08,0.0,176.16,0.0,33.0,0.0,ML,5.0,0.1,4
1543553,1949-07-02T11:55:51Z,-39.33,0.0,179.53,0.1,33.0,0.0,ML,4.6,0.4,2
1543554,1949-07-03T05:38:53Z,-40.63,0.0,174.65,0.1,12.0,0.0,ML,3.7,nan,2
1543555,1949-07-03T08:02:19Z,-38.19,0.1,176.31,0.1,152.0,7.0,ML,4.4,0.3,2
1543556,1949-07-04T06:09:30Z,-40.85,0.0,174.38,0.1,12.0,0.0,ML,4.5,0.1,3
1543557,1949-07-05T09:28:26Z,-42.24,0.1,174.1,0.1,33.0,0.0,ML,3.1,nan,0
1543558,1949-07-06T06:18:00Z,-40.58,0.0,173.89,0.1,12.0,0.0,ML,4.2,0.1,4
1543559,1949-07-07T21:05:08Z,-38.78,0.1,174.22,0.1,33.0,0.0,ML,4.6,0.2,3
1543560,1949-07-11T20:22:29Z,-39.92,0.0,172.5,0.0,12.0,0.0,ML,4.1,0.4,2
1543561,1949-07-12T04:21:40Z,-39.63,0.1,176.57,0.1,12.0,0.0,ML,3.9,0.6,2
1543562,1949-07-12T05:02:19Z,-37.68,0.1,175.92,0.2,274.0,15.0,ML,4.5,nan,2
1543564,1949-07-17T22:38:53Z,-35.05,0.6,178.81,0.8,33.0,0.0,ML,5.2,0.1,3
1543565,1949-07-18T23:07:17Z,-40.54,0.1,172.88,0.1,12.0,0.0,ML,3.3,nan,0
1543566,1949-07-19T05:12:43Z,-40.9,0.0,172.7,0.0,12.0,0.0,ML,3.3,nan,0
1543567,1949-07-19T10:56:31Z,-40.54,0.0,173.25,0.1,12.0,0.0,ML,3.4,nan,0
1543568,1949-07-19T17:07:16Z,-38.95,0.1,175.72,0.1,182.0,16.0,ML,4.5,0.1,2
1543569,1949-07-20T12:03:26Z,-38.67,0.2,175.73,0.3,202.0,33.0,ML,4.1,nan,0
1543570,1949-07-20T22:33:52Z,-40.17,0.1,173.96,0.1,124.0,23.0,ML,3.6,nan,0
1543571,1949-07-21T15:10:55Z,-40.1,0.1,173.73,0.1,159.0,10.0,ML,5.2,nan,0
1543572,1949-07-22T15:27:16Z,-40.12,0.0,174.88,0.1,12.0,0.0,ML,3.8,0.1,2
1543573,1949-07-24T10:30:58Z,-40.15,0.0,173.73,0.0,214.0,0.0,ML,3.6,nan,0
1543574,1949-07-25T21:37:05Z,-39.02,0.1,177.03,0.1,12.0,0.0,ML,4.0,nan,0
1543575,1949-07-27T01:28:54Z,-38.55,0.1,175.89,0.1,166.0,24.0,ML,4.5,nan,2
1543576,1949-07-29T12:23:38Z,-38.77,0.1,175.66,0.1,12.0,0.0,ML,4.2,0.1,2
1543577,1949-07-30T13:18:19Z,-39.46,0.1,178.9,0.2,12.0,0.0,ML,4.2,0.2,2
1543578,1949-07-30T15:04:02Z,-39.46,0.1,176.74,0.1,12.0,0.0,ML,4.3,0.4,4
1543579,1949-08-01T12:55:42Z,-41.73,0.0,174.16,0.0,33.0,0.0,ML,3.9,nan,0
1543580,1949-08-02T03:47:45Z,-42.03,0.0,174.19,0.0,12.0,0.0,ML,4.2,nan,0
1543581,1949-08-05T06:54:33Z,-37.04,0.3,177.09,0.3,33.0,0.0,ML,4.8,0.4,2
1543582,1949-08-06T13:19:18Z,-44.94,0.0,168.15,0.0,12.0,0.0,ML,4.9,nan,2
1543583,1949-08-06T22:31:37Z,-45.25,0.1,168.46,0.2,12.0,0.0,ML,4.5,nan,0
1543584,1949-08-07T22:10:04Z,-38.95,0.0,175.67,0.1,182.0,5.0,ML,5.1,nan,0
1543585,1949-08-08T00:16:53Z,-39.38,0.2,174.81,0.1,194.0,18.0,ML,4.3,nan,0
1543586,1949-08-08T21:26:06Z,-39.43,0.0,174.62,0.1,12.0,0.0,ML,4.4,0.3,3
1543587,1949-08-08T23:33:12Z,-40.5,0.1,174.42,0.1,12.0,0.0,ML,3.3,nan,0
