PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
536257,1994-01-01T01:28:02Z,-41.23,0.0,175.25,0.0,28.0,1.0,ML,,,,2.6,0.2,12
536258,1994-01-01T01:33:15Z,-42.21,0.0,172.71,0.0,44.0,2.0,ML,,,,2.6,0.2,11
536610,1994-01-01T01:46:07Z,-43.87,0.0,169.22,0.0,12.0,0.0,ML,,,,2.6,0.1,13
536439,1994-01-01T02:59:12Z,-41.06,0.0,173.05,0.1,12.0,0.0,ML,,,,1.8,0.2,2
536260,1994-01-01T03:48:34Z,-40.99,0.0,175.07,0.0,45.0,4.0,ML,,,,2.5,0.1,3
549708,1994-01-01T03:48:59Z,-44.93,0.0,168.87,0.0,12.0,0.0,ML,,,,2.0,0.2,11
536263,1994-01-01T05:59:33Z,-41.62,0.0,174.6,0.0,25.0,4.0,ML,,,,1.8,0.3,4
536264,1994-01-01T06:43:05Z,-44.61,0.0,167.74,0.0,9.0,1.0,ML,,,,2.7,0.2,14
536927,1994-01-01T06:51:04Z,-42.2,0.0,173.01,0.0,14.0,3.0,ML,,,,1.8,0.2,5
536265,1994-01-01T07:23:32Z,-41.0,0.0,175.16,0.0,33.0,0.0,ML,,,,1.8,0.1,3
536441,1994-01-01T07:36:26Z,-39.09,0.0,175.64,0.0,5.0,1.0,ML,,,,2.6,0.2,6
537419,1994-01-01T08:56:26Z,-39.39,0.0,177.22,0.0,33.0,0.0,ML,,,,3.1,0.2,6
536266,1994-01-01T09:34:31Z,-40.6,0.0,175.89,0.0,31.0,1.0,ML,,,,2.3,0.2,3
536268,1994-01-01T09:59:46Z,-41.55,0.0,172.83,0.0,103.0,2.0,ML,,,,2.8,0.2,5
538352,1994-01-01T10:14:04Z,-39.84,0.0,176.42,0.0,39.0,3.0,ML,,,,2.9,0.0,2
541724,1994-01-01T13:06:35Z,-41.97,0.0,172.95,0.0,79.0,2.0,ML,,,,2.4,0.3,3
536269,1994-01-01T13:34:12Z,-40.72,0.0,174.49,0.0,75.0,2.0,ML,,,,2.7,0.2,9
541726,1994-01-01T14:57:49Z,-41.35,0.0,172.44,0.0,5.0,0.0,ML,,,,3.3,0.2,23
549710,1994-01-01T14:59:29Z,-41.37,0.0,172.39,0.0,5.0,0.0,ML,,,,1.7,0.1,3
536271,1994-01-01T15:13:52Z,-38.08,0.0,176.46,0.0,147.0,2.0,ML,,,,4.7,0.2,15
537109,1994-01-01T15:35:11Z,-45.35,0.0,166.58,0.0,12.0,0.0,ML,,,,2.3,nan,1
536274,1994-01-01T17:34:50Z,-40.41,0.0,174.29,0.0,81.0,3.0,ML,,,,2.6,0.1,7
536275,1994-01-01T17:49:32Z,-40.22,0.0,175.32,0.0,23.0,2.0,ML,,,,2.9,0.2,22
549928,1994-01-01T17:58:54Z,-41.48,0.0,174.5,0.0,49.0,0.0,ML,,,,2.0,0.1,2
536276,1994-01-01T17:59:48Z,-40.49,0.0,174.31,0.0,57.0,6.0,ML,,,,2.5,0.1,5
536278,1994-01-01T18:06:13Z,-41.3,0.0,172.48,0.0,12.0,0.0,ML,,,,3.0,0.3,7
541587,1994-01-01T18:18:17Z,-42.19,0.0,172.77,0.0,8.0,2.0,ML,,,,2.9,0.2,5
536279,1994-01-01T18:45:14Z,-40.78,0.0,173.78,0.0,71.0,2.0,ML,,,,2.9,0.1,8
536446,1994-01-01T18:58:00Z,-39.68,0.1,174.32,0.1,202.0,9.0,ML,,,,3.3,0.3,5
538355,1994-01-01T20:48:15Z,-39.22,0.1,176.03,0.1,79.0,12.0,ML,,,,3.4,0.1,2
538356,1994-01-01T21:56:49Z,-42.77,0.0,172.38,0.0,12.0,3.0,ML,,,,2.4,0.2,7
541816,1994-01-01T22:08:31Z,-41.22,0.0,172.57,0.0,12.0,1.0,ML,,,,2.0,0.2,4
536286,1994-01-01T23:48:24Z,-39.6,0.0,174.4,0.0,134.0,7.0,ML,,,,3.1,0.2,4
536449,1994-01-02T01:04:30Z,-40.07,0.0,174.93,0.0,12.0,0.0,ML,,,,2.4,0.2,4
536294,1994-01-02T03:52:54Z,-41.23,0.0,173.44,0.0,78.0,2.0,ML,,,,3.0,0.2,18
541576,1994-01-02T05:09:39Z,-41.96,0.0,171.88,0.0,5.0,0.0,ML,,,,2.5,0.2,12
536299,1994-01-02T05:31:00Z,-40.41,0.0,174.56,0.0,16.0,5.0,ML,,,,2.4,0.2,5
536307,1994-01-02T07:25:31Z,-39.62,0.0,174.31,0.0,139.0,4.0,ML,,,,3.4,0.2,19
536308,1994-01-02T07:34:52Z,-41.47,0.0,172.55,0.0,106.0,2.0,ML,,,,2.8,0.1,10
536310,1994-01-02T07:52:45Z,-41.13,0.0,175.28,0.0,24.0,1.0,ML,,,,2.4,0.2,14
538553,1994-01-02T10:05:26Z,-41.96,0.0,172.91,0.0,77.0,1.0,ML,,,,2.4,0.1,2
542334,1994-01-02T10:35:12Z,-42.07,0.0,173.08,0.0,5.0,0.0,ML,,,,1.8,0.1,2
541827,1994-01-02T11:00:20Z,-40.73,0.0,173.86,0.0,70.0,2.0,ML,,,,2.3,nan,1
536311,1994-01-02T11:05:14Z,-40.74,0.0,175.09,0.0,32.0,1.0,ML,,,,2.6,0.2,9
536614,1994-01-02T12:13:55Z,-44.44,0.0,167.86,0.1,12.0,0.0,ML,,,,2.8,0.2,9
536312,1994-01-02T12:29:47Z,-37.75,0.1,178.23,0.4,181.0,3.0,ML,,,,3.4,0.2,2
550097,1994-01-02T12:30:24Z,-40.34,0.0,174.33,0.0,57.0,5.0,ML,,,,2.3,0.1,4
541540,1994-01-02T12:36:14Z,-41.8,0.0,173.74,0.0,31.0,3.0,ML,,,,1.8,nan,1
536313,1994-01-02T12:40:53Z,-41.6,0.0,174.78,0.0,24.0,1.0,ML,,,,2.4,0.1,6
544429,1994-01-02T13:19:25Z,-39.54,0.0,176.05,0.0,41.0,4.0,ML,,,,2.9,0.0,2
536314,1994-01-02T14:04:56Z,-41.28,0.0,175.22,0.0,24.0,1.0,ML,,,,2.0,0.2,4
536315,1994-01-02T14:51:51Z,-38.87,0.0,175.64,0.1,124.0,2.0,ML,,,,3.3,0.2,6
