PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
2178123,1928-03-06T19:20:00Z,-39.0,0.0,174.13,0.0,12.0,0.0,Mw,,,,5.4,nan,0
2178124,1928-03-24T21:35:00Z,-43.8,0.0,170.0,0.0,12.0,0.0,Mw,4.8,nan,0,5.2,nan,0
