PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1544741,1953-07-04T02:07:27Z,-38.86,0.0,175.68,0.0,12.0,0.0,MS,5.0,nan,0,5.5,0.3,7
1544742,1953-07-04T02:15:41Z,-38.84,0.0,175.63,0.0,12.0,0.0,ML,,,,4.2,0.3,6
1544743,1953-07-04T02:30:48Z,-38.82,0.0,175.61,0.1,12.0,0.0,ML,,,,3.9,0.5,4
1544744,1953-07-05T16:25:36Z,-40.78,0.1,176.74,0.2,12.0,0.0,ML,,,,4.0,0.3,7
1544745,1953-07-09T00:16:20Z,-41.67,0.1,172.02,0.2,12.0,0.0,ML,,,,3.9,0.2,5
1544746,1953-07-11T18:52:11Z,-41.17,0.0,172.87,0.0,180.0,5.0,ML,,,,4.5,nan,1
1544747,1953-07-12T09:10:24Z,-39.12,0.1,175.36,0.1,149.0,10.0,ML,,,,3.8,0.1,2
1544748,1953-07-13T11:38:12Z,-40.89,0.2,176.89,0.4,12.0,0.0,ML,,,,4.0,0.3,6
1544749,1953-07-16T08:43:41Z,-38.85,0.0,175.64,0.0,12.0,0.0,ML,,,,4.0,0.5,5
1544750,1953-07-18T14:13:12Z,-37.44,0.3,177.18,0.3,12.0,0.0,ML,,,,4.2,0.2,2
1544751,1953-07-18T23:03:33Z,-40.71,0.0,174.39,0.1,33.0,0.0,ML,,,,4.3,0.4,7
1544754,1953-07-21T19:12:05Z,-41.07,0.1,175.27,0.2,33.0,0.0,ML,,,,3.4,0.2,3
1544755,1953-07-22T05:18:37Z,-39.4,0.0,177.4,0.1,12.0,0.0,ML,,,,4.8,0.4,7
1544756,1953-07-22T11:17:35Z,-39.39,0.0,175.63,0.0,12.0,0.0,ML,,,,3.5,0.2,5
1544757,1953-07-23T18:25:04Z,-39.11,0.0,175.72,0.1,12.0,0.0,ML,,,,3.5,0.6,4
1544758,1953-07-24T15:59:48Z,-40.37,0.0,174.15,0.1,33.0,0.0,ML,,,,4.0,0.3,6
1544759,1953-07-25T09:02:18Z,-37.68,0.1,177.06,0.1,172.0,7.0,ML,,,,4.5,0.1,2
1544760,1953-07-25T19:07:08Z,-39.73,0.1,176.0,0.1,12.0,0.0,ML,,,,4.5,0.2,7
1544761,1953-07-26T04:30:43Z,-41.98,0.1,174.62,0.1,12.0,0.0,ML,,,,4.9,0.2,7
1544762,1953-07-29T05:05:14Z,-38.92,0.0,175.63,0.0,12.0,0.0,ML,,,,3.9,0.4,6
1544763,1953-07-29T10:14:18Z,-37.24,0.1,176.97,0.1,33.0,0.0,ML,,,,4.6,0.3,6
1544764,1953-07-29T10:22:53Z,-37.29,0.3,176.98,0.1,33.0,0.0,ML,,,,4.3,0.4,4
1544765,1953-07-29T11:35:04Z,-37.54,0.1,176.86,0.1,33.0,0.0,ML,,,,3.6,0.1,2
1544766,1953-07-31T17:06:09Z,-42.64,0.0,172.75,0.0,33.0,0.0,ML,,,,3.9,0.4,5
1544767,1953-08-01T11:52:11Z,-38.95,0.1,175.72,0.2,12.0,0.0,ML,,,,3.7,0.5,3
1544769,1953-08-03T05:12:12Z,-42.75,0.0,171.0,0.0,12.0,0.0,ML,,,,3.2,0.3,2
1544770,1953-08-05T05:03:03Z,-41.03,0.0,174.31,0.0,33.0,0.0,ML,,,,4.1,0.7,4
1544771,1953-08-08T13:35:48Z,-37.98,0.1,176.09,0.2,310.0,19.0,ML,,,,4.9,0.3,2
1544772,1953-08-12T23:16:31Z,-41.22,0.0,172.81,0.1,12.0,0.0,ML,,,,3.5,0.1,2
1544773,1953-08-18T03:06:05Z,-38.03,0.1,177.37,0.1,33.0,0.0,ML,,,,4.1,0.4,6
1544774,1953-08-18T20:22:06Z,-41.75,0.1,174.31,0.1,12.0,0.0,ML,,,,4.4,0.2,5
1544775,1953-08-18T20:59:21Z,-39.1,0.0,175.85,0.1,62.0,13.0,ML,,,,4.2,0.2,2
1544776,1953-08-19T13:44:40Z,-41.53,0.0,173.42,0.0,33.0,0.0,ML,,,,3.0,0.3,4
1544777,1953-08-22T22:19:11Z,-39.28,0.0,175.96,0.1,70.0,7.0,ML,,,,3.6,0.2,2
1544778,1953-08-23T11:03:40Z,-38.86,0.2,177.49,0.8,33.0,0.0,ML,,,,3.4,nan,1
1544779,1953-08-24T11:26:42Z,-38.82,0.0,175.6,0.0,12.0,0.0,ML,,,,3.4,0.4,3
1544780,1953-08-26T21:43:43Z,-39.6,0.1,174.53,0.1,247.0,10.0,ML,,,,4.8,nan,2
1544781,1953-08-28T19:56:21Z,-41.52,0.1,173.29,0.1,33.0,0.0,ML,,,,3.3,0.3,4
1544782,1953-08-29T02:44:41Z,-39.07,0.1,175.69,0.1,112.0,11.0,ML,,,,4.1,0.3,2
1544783,1953-08-31T08:07:54Z,-38.11,0.1,176.77,0.1,33.0,0.0,ML,,,,4.0,0.5,5
1544784,1953-08-31T12:58:44Z,-38.18,0.2,179.69,0.2,33.0,0.0,ML,,,,4.8,0.2,7
1544785,1953-09-02T08:24:14Z,-40.14,0.1,174.39,0.2,12.0,0.0,ML,,,,3.1,nan,2
1544786,1953-09-02T14:11:52Z,-40.44,0.0,174.02,0.1,33.0,0.0,ML,,,,3.5,0.2,4
1544788,1953-09-02T17:46:06Z,-41.13,0.1,173.96,0.3,33.0,0.0,ML,,,,3.8,0.3,2
1544790,1953-09-03T10:06:21Z,-43.64,0.0,172.34,0.0,12.0,0.0,ML,,,,3.7,nan,1
1544791,1953-09-03T11:28:18Z,-41.23,0.1,172.44,0.1,33.0,0.0,ML,,,,3.7,0.2,3
1544792,1953-09-04T04:00:45Z,-38.56,0.0,175.95,0.0,155.0,6.0,ML,,,,4.8,nan,1
1544793,1953-09-04T06:18:42Z,-38.48,0.0,175.9,0.0,154.0,1.0,ML,,,,4.6,nan,1
1544794,1953-09-04T13:17:46Z,-40.79,0.1,175.86,0.2,33.0,0.0,ML,,,,4.5,0.3,5
1544795,1953-09-05T09:40:06Z,-38.73,0.1,175.68,0.1,33.0,0.0,ML,,,,3.8,0.8,4
1544796,1953-09-06T20:35:45Z,-38.02,0.1,177.92,0.4,144.0,62.0,ML,,,,5.6,nan,1
1544797,1953-09-08T07:45:56Z,-37.6,0.1,176.26,0.2,217.0,19.0,ML,,,,4.4,0.3,2
1544798,1953-09-08T14:48:39Z,-37.91,0.0,175.75,0.0,33.0,0.0,ML,,,,4.3,0.3,3
1544799,1953-09-08T21:50:15Z,-42.75,0.0,172.86,0.0,33.0,0.0,ML,,,,3.6,0.3,3
1544800,1953-09-10T16:46:08Z,-40.4,0.0,177.52,0.0,33.0,0.0,ML,,,,3.2,0.2,2
1544801,1953-09-11T00:45:13Z,-40.5,0.0,173.8,0.0,12.0,0.0,ML,,,,3.0,0.2,2
1544802,1953-09-12T12:46:30Z,-40.01,0.0,175.08,0.1,33.0,0.0,ML,,,,3.4,0.6,2
1544803,1953-09-13T19:10:19Z,-39.63,0.1,173.33,0.4,12.0,0.0,ML,,,,2.9,0.4,2
1544804,1953-09-14T00:58:20Z,-40.56,1.2,176.97,0.8,33.0,0.0,ML,,,,4.3,0.1,3
1544805,1953-09-14T03:14:51Z,-40.64,0.4,176.68,0.8,12.0,0.0,ML,,,,4.2,0.2,3
1544806,1953-09-16T02:39:06Z,-42.2,0.0,173.28,0.0,33.0,0.0,ML,,,,3.6,0.3,3
1544807,1953-09-17T07:31:44Z,-38.06,0.0,177.16,0.0,33.0,0.0,ML,,,,3.6,0.1,2
1544808,1953-09-17T10:39:03Z,-36.86,0.1,179.66,0.2,176.0,26.0,ML,,,,4.5,0.1,2
1544809,1953-09-19T23:49:23Z,-38.75,0.0,175.33,0.0,33.0,0.0,ML,,,,3.3,0.3,2
1544811,1953-09-20T20:16:44Z,-41.26,0.1,174.61,0.1,33.0,0.0,ML,,,,3.0,0.4,2
1544812,1953-09-21T01:54:33Z,-41.2,0.3,171.8,0.3,33.0,0.0,ML,,,,3.4,0.4,3
1544813,1953-09-21T13:25:52Z,-40.14,0.0,175.06,0.0,33.0,0.0,ML,,,,2.7,0.3,2
1544816,1953-09-22T19:45:04Z,-39.77,0.0,174.24,0.0,206.0,0.0,ML,,,,3.3,nan,1
1544817,1953-09-24T06:26:56Z,-40.12,0.0,174.97,0.1,33.0,0.0,ML,,,,3.0,0.4,3
1544818,1953-09-24T23:53:52Z,-38.76,0.1,175.76,0.1,141.0,18.0,ML,,,,3.8,nan,2
1544819,1953-09-25T12:42:38Z,-41.22,0.3,171.9,0.8,33.0,0.0,ML,,,,3.6,0.3,3
1544820,1953-09-26T12:02:06Z,-38.9,0.1,175.61,0.1,12.0,0.0,ML,,,,3.6,0.6,4
1544821,1953-09-28T06:52:55Z,-41.71,0.3,173.56,0.1,33.0,0.0,ML,,,,3.6,0.2,3
1544822,1953-09-28T13:31:27Z,-38.52,0.0,176.28,0.0,33.0,0.0,ML,,,,3.5,0.6,2
1544823,1953-09-29T01:36:51Z,-37.6,0.1,176.48,0.1,273.0,13.0,ML,,,,7.2,nan,0
1544824,1953-09-29T16:19:06Z,-40.42,0.0,174.49,0.0,33.0,0.0,ML,,,,2.9,0.1,3
1544825,1953-09-29T23:05:29Z,-38.92,0.3,176.32,0.4,12.0,0.0,ML,,,,3.5,0.3,2
1544826,1953-09-30T21:14:12Z,-37.36,0.5,176.66,0.3,282.0,36.0,ML,,,,5.1,nan,2
1544827,1953-10-01T06:31:39Z,-40.43,0.1,174.47,0.1,33.0,0.0,ML,,,,3.5,0.2,3
1544828,1953-10-01T13:38:50Z,-40.06,0.2,174.43,0.2,33.0,0.0,ML,,,,3.0,0.2,3
1544829,1953-10-02T11:30:16Z,-39.11,0.2,176.1,0.2,33.0,0.0,ML,,,,3.8,0.1,2
1544830,1953-10-02T12:26:42Z,-41.58,0.0,173.83,0.0,12.0,0.0,ML,,,,3.5,0.4,2
1544831,1953-10-03T12:30:38Z,-39.09,0.1,174.63,0.1,180.0,8.0,ML,,,,3.6,nan,1
1544832,1953-10-04T09:44:58Z,-43.03,0.1,170.8,0.3,12.0,0.0,ML,,,,3.5,0.1,3
1544833,1953-10-04T10:49:20Z,-37.72,0.3,176.83,0.2,12.0,0.0,ML,,,,3.6,nan,2
1544834,1953-10-05T00:49:11Z,-39.03,0.3,179.52,0.1,33.0,0.0,ML,,,,4.3,0.3,2
1544835,1953-10-05T17:51:45Z,-39.6,0.0,177.1,0.0,33.0,0.0,ML,,,,3.8,0.7,3
1544836,1953-10-05T21:45:24Z,-41.48,0.0,172.99,0.0,101.0,0.0,ML,,,,3.2,nan,1
1544837,1953-10-07T02:25:35Z,-40.09,0.0,175.07,0.0,33.0,0.0,ML,,,,3.6,0.3,2
1544838,1953-10-07T15:29:49Z,-39.91,0.1,172.72,0.1,33.0,0.0,ML,,,,3.9,0.3,2
1544839,1953-10-07T17:59:14Z,-38.9,0.1,173.77,0.1,110.0,7.0,ML,,,,4.2,0.1,2
1544840,1953-10-07T20:18:06Z,-41.18,0.1,172.64,0.2,12.0,0.0,ML,,,,3.5,0.4,2
1544841,1953-10-07T21:46:09Z,-40.23,0.0,174.6,0.1,12.0,0.0,ML,,,,3.0,0.3,2
1544842,1953-10-09T00:37:49Z,-39.41,0.0,175.67,0.0,12.0,0.0,ML,,,,3.0,0.1,2
1544843,1953-10-11T16:10:43Z,-39.16,0.0,175.06,0.0,12.0,0.0,ML,,,,3.6,0.1,2
1544844,1953-10-11T17:32:02Z,-39.29,0.0,175.43,0.1,89.0,15.0,ML,,,,3.4,0.1,2
1544845,1953-10-12T02:21:31Z,-39.03,0.0,175.52,0.0,218.0,0.0,ML,,,,4.0,0.4,2
1544846,1953-10-15T19:35:18Z,-40.88,0.0,174.81,0.1,33.0,0.0,ML,,,,3.5,0.1,2
1544847,1953-10-17T08:40:58Z,-41.57,0.2,174.09,0.2,12.0,0.0,ML,,,,3.2,nan,1
1544848,1953-10-17T15:22:28Z,-39.99,0.0,174.18,0.1,33.0,0.0,ML,,,,3.0,0.1,2
1544849,1953-10-17T22:34:49Z,-39.92,0.1,176.01,0.1,33.0,0.0,ML,,,,3.1,nan,2
1544850,1953-10-18T03:38:06Z,-38.64,0.0,174.03,0.1,12.0,0.0,MS,4.9,nan,0,5.4,0.3,4
1544851,1953-10-18T03:44:00Z,-38.63,0.1,174.02,0.3,12.0,0.0,ML,,,,3.7,0.1,3
1544852,1953-10-18T03:48:25Z,-38.7,0.1,173.92,0.4,12.0,0.0,ML,,,,3.2,0.1,2
