PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount
2178085,1903-08-01T16:20:00Z,-39.6,0.0,176.9,0.0,12.0,0.0,Mw,5.2,nan,0
