PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
1223155,1998-01-01T01:37:35Z,-39.23,0.1,174.51,0.0,32.0,3.0,ML,,,,2.3,0.2,3
1219054,1998-01-01T02:37:46Z,-39.88,0.0,176.58,0.0,24.0,2.0,ML,,,,2.9,0.5,6
1219352,1998-01-01T03:30:48Z,-41.97,0.0,172.31,0.0,86.0,7.0,ML,,,,2.4,nan,1
1218199,1998-01-01T05:23:32Z,-35.98,0.0,178.28,0.1,200.0,7.0,ML,,,,4.4,0.3,17
1221199,1998-01-01T05:58:05Z,-44.63,0.0,169.47,0.0,33.0,0.0,ML,,,,2.3,nan,1
1222086,1998-01-01T06:44:01Z,-41.26,0.0,175.24,0.0,25.0,1.0,ML,,,,2.0,0.1,6
1219355,1998-01-01T07:45:00Z,-41.57,0.0,174.62,0.0,34.0,1.0,ML,,,,3.5,0.3,9
1219055,1998-01-01T09:16:06Z,-39.63,0.0,176.3,0.0,41.0,5.0,ML,,,,3.0,0.0,2
1221863,1998-01-01T10:37:23Z,-40.48,0.0,174.69,0.0,28.0,4.0,ML,,,,1.9,0.1,5
1219362,1998-01-01T12:46:35Z,-39.3,0.0,175.59,0.0,0.0,0.0,ML,,,,1.6,0.4,4
1221200,1998-01-01T13:04:31Z,-45.11,0.0,167.39,0.1,5.0,0.0,ML,,,,2.5,0.1,2
1219366,1998-01-01T13:21:57Z,-42.15,0.0,172.58,0.0,14.0,1.0,ML,,,,2.3,0.3,3
1223196,1998-01-01T13:35:44Z,-39.24,0.0,175.46,0.0,12.0,0.0,ML,,,,1.7,0.2,3
1223197,1998-01-01T13:59:49Z,-39.12,0.0,175.17,0.0,33.0,0.0,ML,,,,2.4,0.1,3
1219368,1998-01-01T14:01:13Z,-36.11,0.2,178.2,0.4,286.0,23.0,ML,,,,3.6,0.2,6
1218972,1998-01-01T14:09:57Z,-40.19,0.0,174.86,0.0,22.0,2.0,ML,,,,2.8,0.5,17
1218204,1998-01-01T14:20:54Z,-38.56,0.0,177.23,0.0,27.0,3.0,ML,,,,3.2,0.3,13
1221560,1998-01-01T14:49:26Z,-39.53,0.0,175.69,0.1,12.0,0.0,ML,,,,1.9,0.1,2
1223098,1998-01-01T14:57:43Z,-39.94,0.0,174.8,0.0,90.0,6.0,ML,,,,2.3,0.1,5
1222960,1998-01-01T15:09:16Z,-39.14,0.0,175.59,0.0,0.0,0.0,ML,,,,1.6,0.4,2
1218205,1998-01-01T15:55:47Z,-38.69,0.0,175.96,0.0,114.0,4.0,ML,,,,3.7,0.3,15
1219056,1998-01-01T18:05:26Z,-40.1,0.0,176.71,0.0,32.0,3.0,ML,,,,3.2,0.2,16
1218973,1998-01-01T19:03:35Z,-40.48,0.0,174.6,0.0,61.0,4.0,ML,,,,2.9,0.3,10
1219057,1998-01-01T20:12:02Z,-40.42,0.0,176.38,0.0,43.0,3.0,ML,,,,2.6,0.2,8
1223198,1998-01-01T20:24:35Z,-39.57,0.0,175.65,0.0,21.0,4.0,ML,,,,2.5,0.2,3
1222087,1998-01-01T20:42:54Z,-40.98,0.0,175.61,0.0,27.0,1.0,ML,,,,2.4,0.1,7
1223199,1998-01-01T21:27:51Z,-39.04,0.0,175.71,0.0,5.0,0.0,ML,,,,2.1,0.1,3
