PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1543074,1947-07-05T11:46:59Z,-39.33,0.0,178.32,0.0,12.0,0.0,ML,,,,4.1,nan,0,,,
1543076,1947-07-09T18:11:06Z,-40.82,0.0,172.94,0.0,12.0,0.0,ML,,,,3.9,0.3,2,,,
1543077,1947-07-11T05:08:59Z,-39.65,0.1,174.4,0.1,210.0,14.0,ML,,,,5.5,0.1,2,,,
1543078,1947-07-11T20:05:00Z,-41.08,0.0,173.36,0.0,159.0,7.0,ML,,,,4.1,nan,0,,,
1543079,1947-07-13T19:58:29Z,-43.28,0.0,171.28,0.0,12.0,0.0,ML,,,,3.3,0.1,2,,,
1543080,1947-07-19T08:41:31Z,-39.3,0.0,177.63,0.0,12.0,0.0,ML,,,,4.6,0.3,3,,,
1543081,1947-07-23T07:31:27Z,-37.9,0.1,178.83,0.1,12.0,0.0,ML,,,,4.4,0.1,3,,,
1543082,1947-07-23T16:51:04Z,-40.92,0.0,176.17,0.0,12.0,0.0,ML,,,,3.8,nan,0,,,
1543083,1947-07-24T11:38:53Z,-39.12,0.1,176.86,0.1,12.0,0.0,ML,,,,4.2,0.4,3,,,
1543084,1947-07-30T23:37:33Z,-39.81,0.0,173.53,0.0,108.0,0.0,ML,,,,4.0,nan,0,,,
1543085,1947-08-02T13:46:35Z,-38.0,0.0,178.5,0.0,12.0,0.0,ML,,,,5.0,nan,0,,,
1543086,1947-08-02T22:12:58Z,-39.19,0.0,176.38,0.0,12.0,0.0,ML,,,,3.8,0.1,2,,,
1543087,1947-08-02T22:40:04Z,-39.19,0.0,176.21,0.0,12.0,0.0,ML,,,,4.5,0.3,3,,,
1543088,1947-08-03T01:04:41Z,-41.13,0.0,173.1,0.1,132.0,10.0,ML,,,,4.5,nan,0,,,
1543089,1947-08-06T19:29:34Z,-39.5,0.0,174.0,0.0,12.0,0.0,ML,,,,3.8,nan,0,,,
1543090,1947-08-07T09:32:06Z,-39.79,0.0,177.66,0.0,12.0,0.0,ML,,,,4.8,0.1,2,,,
1543091,1947-08-08T05:32:52Z,-46.43,0.7,166.66,0.8,12.0,0.0,ML,,,,5.4,0.2,3,,,
1543092,1947-08-08T06:50:28Z,-46.5,0.0,166.5,0.0,12.0,0.0,ML,,,,4.6,nan,0,,,
1543093,1947-08-08T20:18:55Z,-46.5,0.1,168.37,0.2,12.0,0.0,ML,,,,5.4,0.2,3,,,
1543094,1947-08-09T03:46:46Z,-46.5,0.0,166.5,0.0,12.0,0.0,ML,,,,4.6,nan,0,,,
1543095,1947-08-09T05:33:17Z,-45.38,0.2,166.78,0.2,12.0,0.0,ML,,,,5.6,0.2,3,,,
