PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1543440,1949-01-10T15:44:03Z,-40.02,0.1,173.46,0.1,164.0,22.0,ML,,,,4.6,nan,0
1543441,1949-01-11T14:13:43Z,-40.6,0.0,172.92,0.0,12.0,0.0,ML,,,,3.9,0.2,2
1543442,1949-01-12T04:04:57Z,-37.59,0.2,177.07,0.2,335.0,13.0,ML,,,,5.0,0.4,2
1543443,1949-01-12T05:58:44Z,-39.8,0.0,176.99,0.1,12.0,0.0,ML,,,,4.1,0.3,3
1543444,1949-01-15T04:42:29Z,-39.19,0.1,174.87,0.1,201.0,11.0,ML,,,,5.8,0.2,2
1543445,1949-01-15T13:57:23Z,-39.36,0.1,179.34,0.1,12.0,0.0,ML,,,,4.4,nan,0
1543446,1949-01-20T00:02:59Z,-38.76,0.0,175.94,0.1,137.0,11.0,ML,,,,5.3,0.4,2
1543447,1949-01-22T09:24:57Z,-38.91,0.0,175.85,0.0,143.0,8.0,ML,,,,4.4,nan,2
1543448,1949-01-22T18:54:20Z,-39.75,0.0,175.0,0.0,12.0,0.0,ML,,,,3.9,0.5,3
1543449,1949-01-23T13:08:02Z,-41.5,0.0,174.18,0.0,12.0,0.0,ML,,,,3.6,nan,0
1543450,1949-01-24T13:06:25Z,-40.5,0.0,172.71,0.0,12.0,0.0,ML,,,,3.6,nan,0
1543451,1949-01-26T03:49:50Z,-38.43,0.1,176.88,0.1,174.0,9.0,ML,,,,5.0,0.1,2
1543452,1949-01-26T07:32:02Z,-38.55,0.1,175.68,0.0,33.0,0.0,ML,,,,4.2,0.4,3
1543453,1949-01-26T16:13:15Z,-40.1,0.0,175.0,0.0,12.0,0.0,ML,,,,4.0,nan,0
1543454,1949-01-29T09:20:11Z,-38.92,0.0,176.27,0.0,242.0,0.0,ML,,,,4.3,0.4,2
1543455,1949-01-29T14:19:49Z,-37.02,0.0,177.62,0.0,177.0,2.0,ML,,,,5.4,nan,0
1543456,1949-01-29T21:12:19Z,-40.81,0.0,172.23,0.0,12.0,0.0,ML,,,,4.6,0.2,3
1543457,1949-01-30T23:22:11Z,-41.16,0.0,172.4,0.0,12.0,0.0,ML,,,,4.1,0.1,3
1543458,1949-01-31T15:37:01Z,-40.37,0.0,174.39,0.0,12.0,0.0,ML,,,,4.3,0.2,4
1543459,1949-02-02T18:01:56Z,-42.21,0.7,172.79,0.4,12.0,0.0,ML,,,,3.7,nan,0
1543460,1949-02-03T19:21:20Z,-42.85,0.1,173.01,0.0,12.0,0.0,ML,,,,4.5,0.3,3
1543461,1949-02-04T15:23:46Z,-39.24,0.1,173.7,0.1,33.0,0.0,ML,,,,5.0,0.1,3
1543462,1949-02-06T18:19:25Z,-36.7,0.1,178.19,0.1,12.0,0.0,ML,,,,4.9,nan,0
1543463,1949-02-06T18:29:45Z,-37.55,0.1,177.96,0.1,33.0,0.0,ML,,,,4.5,nan,0
1543464,1949-02-06T18:42:28Z,-37.48,0.1,177.89,0.3,12.0,0.0,ML,,,,4.5,0.3,3
