PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLh,MLh_Uncertainty,MLh_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mBc,mBc_Uncertainty,mBc_StationCount,mb,mb_Uncertainty,mb_StationCount,Mw(mBc),Mw(mBc)_Uncertainty,Mw(mBc)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2012p014987,2012-01-06T13:05:04Z,-43.49,4.4,172.19,2.8,12.0,0.0,M,,,,,,,1.9,0.4,3,1.9,nan,4,,,,,,,,,,,,,,,,,,,1.9,0.4,4
2012p015321,2012-01-06T16:03:02Z,-43.51,8.7,172.8,5.6,12.0,0.0,M,,,,,,,3.3,0.2,7,3.1,nan,17,,,,,,,,,,,,,,,,,,,3.1,0.3,17
2012p015379,2012-01-06T16:34:20Z,-43.51,8.7,172.8,5.6,12.0,0.0,M,,,,,,,3.1,0.5,4,2.9,nan,12,,,,,,,,,,,,,,,,,,,2.9,0.3,12
2012p015406,2012-01-06T16:48:27Z,-43.51,1.9,172.8,2.8,10.0,3.0,M,,,,,,,3.1,0.5,3,2.9,nan,14,,,,,,,,,,,,,,,,,,,2.9,0.4,14
2012p015445,2012-01-06T17:09:23Z,-37.72,9.7,179.89,6.7,33.0,0.0,M,,,,,,,3.3,0.1,12,3.0,nan,12,,,,,,,,,,,,,,,,,,,3.0,0.1,12
2012p015879,2012-01-06T21:00:22Z,-43.49,1.3,172.8,2.0,10.0,2.0,M,,,,,,,2.9,0.5,4,2.7,nan,4,,,,,,,,,,,,,,,,,,,2.7,0.5,4
2012p015958,2012-01-06T21:42:54Z,-43.51,8.7,172.8,5.6,12.0,0.0,M,,,,,,,3.6,0.4,4,3.3,nan,15,,,,,,,,,,,,,,,,,,,3.3,0.3,15
2012p016140,2012-01-06T23:19:45Z,-43.5,3.3,172.77,1.1,14.0,3.0,M,,,,,,,2.2,0.4,4,2.1,nan,4,,,,,,,,,,,,,,,,,,,2.1,0.6,4
2012p016332,2012-01-07T01:01:59Z,-43.53,0.9,172.77,0.8,11.0,1.0,M,,,,,,,4.7,0.2,43,4.5,nan,43,,,,,,,,,,,,,,,,,,,4.5,0.2,43
2012p016427,2012-01-07T01:52:28Z,-37.72,12.3,179.89,10.8,33.0,0.0,M,,,,,,,3.3,0.2,11,3.1,nan,14,,,,,,,,,,,,,,,,,,,3.1,0.2,14
2012p016965,2012-01-07T06:39:08Z,-43.53,1.7,172.78,2.4,11.0,2.0,M,,,,,,,3.2,0.5,4,3.1,nan,28,,,,,,,,,,,,,,,,,,,3.1,0.4,28
2012p017354,2012-01-07T10:06:29Z,-43.59,3.8,172.62,1.7,16.0,2.0,M,,,,,,,3.0,0.8,3,2.9,nan,3,,,,,,,,,,,,,,,,,,,2.9,0.7,3
2012p017377,2012-01-07T10:18:58Z,-43.58,7.4,172.62,3.2,17.0,3.0,M,,,,,,,1.9,0.7,3,1.8,nan,4,,,,,,,,,,,,,,,,,,,1.8,0.7,4
2012p017708,2012-01-07T13:14:57Z,-38.2,1.7,177.08,2.1,59.0,2.0,M,,,,,,,3.1,0.2,21,2.8,nan,45,,,,,,,,,,,,,,,,,,,2.8,0.4,45
2012p017928,2012-01-07T15:12:06Z,-44.35,5.3,167.59,6.4,12.0,0.0,M,,,,,,,3.3,0.2,9,3.1,nan,9,,,,,,,,,,,,,,,,,,,3.1,0.3,9
2012p018025,2012-01-07T16:04:12Z,-43.51,2.0,172.77,1.4,15.0,2.0,M,,,,,,,2.4,0.5,4,2.3,nan,4,,,,,,,,,,,,,,,,,,,2.3,0.5,4
2012p018039,2012-01-07T16:11:13Z,-41.38,1.2,174.17,1.9,38.0,2.0,M,,,,,,,3.8,0.3,17,3.5,nan,17,,,,,,,,,,,,,,,,,,,3.5,0.2,17
2012p018157,2012-01-07T17:14:35Z,-36.72,6.0,177.98,3.0,133.0,6.0,M,,,,,,,,,,4.0,nan,42,,,,,,,,,,,,,,,,,,,4.0,0.2,42
2012p018160,2012-01-07T17:15:53Z,-45.56,2.1,166.84,3.3,8.0,2.0,M,,,,,,,2.8,0.3,7,2.6,nan,6,,,,,,,,,,,,,,,,,,,2.6,0.3,6
2012p018213,2012-01-07T17:44:25Z,-45.56,4.7,167.03,6.6,9.0,3.0,M,,,,,,,2.9,0.3,8,2.5,nan,5,,,,,,,,,,,,,,,,,,,2.5,0.4,5
2012p018396,2012-01-07T19:21:34Z,-43.55,2.9,172.79,1.3,20.0,3.0,M,,,,,,,2.6,0.4,4,2.5,nan,4,,,,,,,,,,,,,,,,,,,2.5,0.4,4
2012p019353,2012-01-08T03:51:26Z,-43.55,2.0,172.78,1.2,15.0,3.0,M,,,,,,,3.2,0.4,4,3.1,nan,13,,,,,,,,,,,,,,,,,,,3.1,0.3,13
2012p019405,2012-01-08T04:19:24Z,-43.56,3.6,172.65,2.6,19.0,3.0,M,,,,,,,2.3,0.6,4,2.2,nan,4,,,,,,,,,,,,,,,,,,,2.2,0.6,4
2012p019433,2012-01-08T04:34:21Z,-43.45,2.2,172.79,1.9,11.0,4.0,M,,,,,,,2.7,0.2,3,2.6,nan,7,,,,,,,,,,,,,,,,,,,2.6,0.4,7
2012p020199,2012-01-08T11:22:34Z,-39.86,1.2,176.94,1.4,27.0,2.0,M,,,,,,,3.9,0.2,11,3.4,nan,26,,,,,,,,,,,,,,,,,,,3.4,0.3,26
2012p020227,2012-01-08T11:37:02Z,-45.05,6.7,167.39,7.5,105.0,8.0,M,,,,,,,,,,2.9,nan,10,,,,,,,,,,,,,,,,,,,2.9,0.3,10
2012p020245,2012-01-08T11:47:07Z,-37.46,11.5,-180.0,9.9,33.0,0.0,M,,,,,,,3.1,0.3,11,3.0,nan,11,,,,,,,,,,,,,,,,,,,3.0,0.4,11
2012p020509,2012-01-08T14:07:34Z,-43.46,2.0,172.82,1.8,12.0,2.0,ML,,,,,,,2.3,0.7,4,2.2,nan,4,,,,,,,,,,,,,,,,,,,2.2,0.6,4
2012p020682,2012-01-08T15:39:33Z,-37.59,4.2,176.89,9.1,124.0,7.0,M,,,,,,,,,,2.4,nan,11,,,,,,,,,,,,,,,,,,,2.4,0.2,11
2012p020971,2012-01-08T18:13:30Z,-38.07,11.7,175.96,16.8,178.0,19.0,M,,,,,,,,,,2.3,nan,2,,,,,,,,,,,,,,,,,,,2.3,0.4,2
2012p020994,2012-01-08T18:25:57Z,-43.53,2.9,172.7,1.2,24.0,2.0,M,,,,,,,2.1,0.7,4,2.3,nan,5,,,,,,,,,,,,,,,,,,,2.3,0.6,5
2012p021198,2012-01-08T20:14:44Z,-43.53,1.8,172.78,1.4,14.0,2.0,ML,,,,,,,3.0,0.4,7,3.0,nan,7,,,,,,,,,,,,,,,,,,,3.0,0.5,7
2012p021267,2012-01-08T20:51:29Z,-38.42,1.3,176.64,4.6,59.0,3.0,M,,,,,,,2.3,0.2,12,2.0,nan,12,,,,,,,,,,,,,,,,,,,2.0,0.1,12
2012p021289,2012-01-08T21:03:11Z,-38.27,3.9,176.06,4.6,189.0,7.0,M,,,,,,,,,,2.5,nan,21,,,,,,,,,,,,,,,,,,,2.5,0.4,21
2012p021437,2012-01-08T22:21:39Z,-45.27,2.5,167.41,3.1,76.0,4.0,M,,,,,,,2.7,0.3,7,2.6,nan,7,,,,,,,,,,,,,,,,,,,2.6,0.3,7
2012p021904,2012-01-09T02:30:31Z,-43.62,2.8,172.73,1.5,19.0,2.0,M,,,,,,,2.6,0.6,3,2.5,nan,3,,,,,,,,,,,,,,,,,,,2.5,0.6,3
2012p021996,2012-01-09T03:19:53Z,-43.57,2.1,172.76,1.2,14.0,2.0,M,,,,,,,3.6,0.4,3,3.5,nan,15,,,,,,,,,,,,,,,,,,,3.5,0.3,15
2012p021997,2012-01-09T03:20:09Z,-37.41,4.3,177.11,3.5,5.0,0.0,M,,,,,,,3.0,0.2,16,2.9,nan,16,,,,,,,,,,,,,,,,,,,2.9,0.2,16
2012p022024,2012-01-09T03:34:49Z,-43.48,1.0,172.79,1.1,8.0,1.0,M,,,,,,,2.4,0.5,4,2.3,nan,4,,,,,,,,,,,,,,,,,,,2.3,0.5,4
2012p022125,2012-01-09T04:28:41Z,-39.87,1.2,176.93,2.1,27.0,4.0,ML,,,,,,,4.2,0.2,9,3.8,nan,9,,,,,,,,,,,,,,,,,,,3.8,0.1,9
2012p022162,2012-01-09T04:48:06Z,-37.72,8.6,179.89,6.7,33.0,0.0,M,,,,,,,3.9,0.2,20,3.7,nan,20,,,,,,,,,,,,,,,,,,,3.7,0.2,20
2012p022304,2012-01-09T06:03:56Z,-43.63,1.1,172.37,1.3,10.0,2.0,ML,,,,,,,2.4,0.1,3,2.3,nan,3,,,,,,,,,,,,,,,,,,,2.3,0.5,3
2012p022498,2012-01-09T07:46:53Z,-36.76,13.8,177.05,8.8,219.0,13.0,M,,,,,,,,,,2.9,nan,15,,,,,,,,,,,,,,,,,,,2.9,0.2,15
2012p022513,2012-01-09T07:55:12Z,-43.48,3.3,172.82,4.1,5.0,0.0,M,,,,,,,2.5,0.3,5,2.5,nan,5,,,,,,,,,,,,,,,,,,,2.5,0.3,5
2012p022729,2012-01-09T09:50:03Z,-43.51,1.4,172.78,1.2,14.0,3.0,M,,,,,,,2.3,0.5,4,2.3,nan,5,,,,,,,,,,,,,,,,,,,2.3,0.6,5
2012p022832,2012-01-09T10:45:10Z,-36.99,6.8,177.55,10.1,139.0,8.0,M,,,,,,,,,,2.7,nan,19,,,,,,,,,,,,,,,,,,,2.7,0.3,19
2012p022854,2012-01-09T10:56:38Z,-43.51,4.6,172.8,4.3,12.0,0.0,M,,,,,,,2.4,0.6,4,2.7,nan,9,,,,,,,,,,,,,,,,,,,2.7,0.5,9
2012p023047,2012-01-09T12:39:40Z,-43.45,0.9,172.8,1.0,11.0,2.0,M,,,,,,,3.7,0.4,3,3.2,nan,12,,,,,,,,,,,,,,,,,,,3.2,0.4,12
2012p023064,2012-01-09T12:48:34Z,-39.32,0.7,176.84,1.5,38.0,2.0,M,,,,,,,3.8,0.2,15,3.5,nan,15,,,,,,,,,,,,,,,,,,,3.5,0.1,15
2012p023093,2012-01-09T13:04:10Z,-39.88,1.1,176.92,1.8,27.0,2.0,M,,,,,,,4.0,0.1,12,3.6,nan,12,,,,,,,,,,,,,,,,,,,3.6,0.2,12
2012p023269,2012-01-09T14:38:14Z,-43.5,1.1,172.81,2.3,12.0,2.0,M,,,,,,,4.1,0.5,4,3.9,nan,19,,,,,,,,,,,,,,,,,,,3.9,0.3,19
2012p023378,2012-01-09T15:36:15Z,-40.04,3.0,176.7,3.3,23.0,3.0,M,,,,,,,1.5,0.2,5,1.2,nan,5,,,,,,,,,,,,,,,,,,,1.2,0.1,5
2012p023394,2012-01-09T15:44:44Z,-40.37,7.4,173.37,7.7,195.0,8.0,M,,,,,,,,,,2.2,nan,7,,,,,,,,,,,,,,,,,,,2.2,0.2,7
2012p023405,2012-01-09T15:50:27Z,-43.45,1.1,172.82,1.3,12.0,2.0,M,,,,,,,3.2,0.7,4,3.0,nan,17,,,,,,,,,,,,,,,,,,,3.0,0.3,17
2012p023570,2012-01-09T17:18:13Z,-38.99,0.6,175.72,0.9,8.0,1.0,M,,,,,,,2.1,0.3,12,1.8,nan,12,,,,,,,,,,,,,,,,,,,1.8,0.3,12
2012p023682,2012-01-09T18:18:13Z,-37.74,21.1,176.79,7.1,0.0,0.0,M,,,,,,,2.4,0.2,7,2.2,nan,7,,,,,,,,,,,,,,,,,,,2.2,0.3,7
2012p023768,2012-01-09T19:03:33Z,-38.92,22.8,174.98,18.9,570.0,17.0,M,,,,,,,,,,3.0,nan,15,,,,,,,,,,,,,,,,,,,3.0,0.2,15
2012p024049,2012-01-09T21:33:20Z,-43.48,4.6,172.1,3.9,3.0,5.0,M,,,,,,,2.3,0.2,4,2.4,nan,9,,,,,,,,,,,,,,,,,,,2.3,nan,1
2012p024269,2012-01-09T23:30:41Z,-37.66,8.4,179.53,7.2,33.0,0.0,M,,,,,,,3.2,0.2,13,3.0,nan,13,,,,,,,,,,,,,,,,,,,3.0,0.2,13
2012p024461,2012-01-10T01:12:47Z,-37.61,3.9,175.99,11.8,216.0,9.0,M,,,,,,,,,,2.9,nan,22,,,,,,,,,,,,,,,,,,,2.9,0.2,22
2012p024611,2012-01-10T02:32:56Z,-43.55,4.1,172.72,1.7,19.0,3.0,M,,,,,,,2.9,0.6,3,2.9,nan,13,,,,,,,,,,,,,,,,,,,2.9,0.3,13
2012p024763,2012-01-10T03:54:08Z,-43.43,4.5,172.82,2.9,5.0,0.0,M,,,,,,,3.1,0.2,2,2.9,nan,4,,,,,,,,,,,,,,,,,,,2.9,0.1,4
2012p024799,2012-01-10T04:13:13Z,-43.53,2.1,172.82,1.9,15.0,3.0,M,,,,,,,3.6,0.1,2,3.1,nan,4,,,,,,,,,,,,,,,,,,,3.1,0.5,4
2012p024953,2012-01-10T05:35:22Z,-43.49,2.5,172.8,1.2,18.0,3.0,M,,,,,,,2.6,0.6,4,2.4,nan,4,,,,,,,,,,,,,,,,,,,2.4,0.6,4
2012p025131,2012-01-10T07:10:11Z,-43.5,3.1,172.78,1.1,15.0,3.0,M,,,,,,,3.1,0.6,4,2.9,nan,4,,,,,,,,,,,,,,,,,,,2.9,0.6,4
2012p025256,2012-01-10T08:16:30Z,-36.82,7.1,177.29,11.8,171.0,9.0,M,,,,,,,,,,2.7,nan,13,,,,,,,,,,,,,,,,,,,2.7,0.3,13
2012p025285,2012-01-10T08:32:20Z,-43.51,1.5,172.71,0.9,11.0,2.0,M,,,,,,,2.5,0.3,2,2.3,nan,4,,,,,,,,,,,,,,,,,,,2.3,0.2,4
2012p025455,2012-01-10T10:02:34Z,-43.45,1.3,172.83,1.3,8.0,3.0,M,,,,,,,2.7,nan,1,2.6,nan,5,,,,,,,,,,,,,,,,,,,2.6,0.3,5
2012p025506,2012-01-10T10:29:49Z,-38.28,4.6,178.92,3.7,33.0,0.0,M,,,,,,,3.0,0.1,15,2.8,nan,15,,,,,,,,,,,,,,,,,,,2.8,0.2,15
2012p025621,2012-01-10T11:31:06Z,-38.18,6.5,174.86,15.4,260.0,13.0,M,,,,,,,,,,2.8,nan,17,,,,,,,,,,,,,,,,,,,2.8,0.2,17
2012p026078,2012-01-10T15:34:38Z,-36.88,6.7,176.86,12.6,193.0,11.0,M,,,,,,,,,,2.8,nan,12,,,,,,,,,,,,,,,,,,,2.8,0.2,12
2012p026104,2012-01-10T15:48:34Z,-43.55,1.0,172.78,1.1,11.0,1.0,M,,,,,,,4.0,0.4,3,3.6,nan,8,,,,,,,,,,,,,,,,,,,3.6,0.4,8
2012p026105,2012-01-10T15:49:14Z,-43.54,1.5,172.76,1.7,11.0,2.0,M,,,,,,,3.6,0.3,4,3.4,nan,4,,,,,,,,,,,,,,,,,,,3.4,0.4,4
2012p026139,2012-01-10T16:07:21Z,-43.51,1.0,172.8,0.9,13.0,1.0,M,,,,,,,3.8,0.1,4,3.6,nan,12,,,,,,,,,,,,,,,,,,,3.6,0.3,12
2012p026223,2012-01-10T16:52:04Z,-35.95,4.8,179.59,25.1,252.0,14.0,M,4.4,nan,1,,,,,,,4.0,nan,26,3.6,0.4,1,,,,,,,,,,,,,,,,4.0,0.2,26
2012p026312,2012-01-10T17:39:09Z,-36.96,4.7,177.84,2.9,142.0,5.0,M,,,,,,,,,,3.3,nan,27,,,,,,,,,,,,,,,,,,,3.3,0.2,27
2012p026377,2012-01-10T18:13:49Z,-43.55,3.2,172.73,1.9,19.0,3.0,M,,,,,,,3.0,0.4,4,2.9,nan,7,,,,,,,,,,,,,,,,,,,2.9,0.4,7
2012p026403,2012-01-10T18:27:52Z,-43.53,1.6,172.86,1.3,15.0,1.0,M,,,,,,,3.9,0.4,3,3.4,nan,11,,,,,,,,,,,,,,,,,,,3.4,0.4,11
2012p026491,2012-01-10T19:14:48Z,-45.7,3.4,167.01,4.3,46.0,6.0,M,,,,,,,2.9,0.3,7,3.0,nan,8,,,,,,,,,,,,,,,,,,,3.0,0.3,8
2012p026642,2012-01-10T20:35:15Z,-40.76,24.4,174.89,19.6,15.0,18.0,M,,,,,,,1.8,0.2,3,1.6,nan,3,,,,,,,,,,,,,,,,,,,1.6,0.2,3
2012p026652,2012-01-10T20:40:42Z,-38.08,3.4,176.73,2.4,5.0,7.0,M,,,,,,,2.7,0.3,23,2.5,nan,23,,,,,,,,,,,,,,,,,,,2.5,0.3,23
2012p026732,2012-01-10T21:22:50Z,-43.54,3.7,172.34,2.8,5.0,8.0,M,,,,,,,2.6,0.3,3,2.3,nan,3,,,,,,,,,,,,,,,,,,,2.3,0.2,3
2012p026808,2012-01-10T22:03:12Z,-37.53,13.3,177.19,8.8,113.0,12.0,M,,,,,,,,,,2.4,nan,9,,,,,,,,,,,,,,,,,,,2.4,0.4,9
2012p027050,2012-01-11T00:12:33Z,-43.5,2.6,172.76,1.3,13.0,4.0,M,,,,,,,2.6,0.6,2,2.6,nan,2,,,,,,,,,,,,,,,,,,,2.6,0.7,2
2012p027258,2012-01-11T02:03:10Z,-37.28,15.2,177.88,9.5,10.0,0.0,M,,,,,,,3.0,0.2,8,2.7,nan,8,,,,,,,,,,,,,,,,,,,2.7,0.1,8
2012p027283,2012-01-11T02:16:30Z,-43.44,1.2,172.82,1.0,10.0,2.0,M,,,,,,,3.5,0.2,3,3.0,nan,4,,,,,,,,,,,,,,,,,,,3.0,0.4,4
2012p027396,2012-01-11T03:16:42Z,-45.87,9.0,166.43,8.3,12.0,0.0,M,,,,,,,2.9,0.2,7,2.8,nan,7,,,,,,,,,,,,,,,,,,,2.8,0.2,7
2012p027588,2012-01-11T04:59:07Z,-45.25,5.0,167.06,4.2,15.0,5.0,M,,,,,,,3.1,0.2,10,3.1,nan,10,,,,,,,,,,,,,,,,,,,3.1,0.2,10
2012p027915,2012-01-11T07:53:31Z,-43.43,4.4,172.82,2.8,5.0,0.0,M,,,,,,,2.8,0.3,7,2.6,nan,7,,,,,,,,,,,,,,,,,,,2.6,0.2,7
2012p027933,2012-01-11T08:02:55Z,-43.58,2.7,172.61,1.4,15.0,2.0,M,,,,,,,2.2,0.5,3,2.0,nan,3,,,,,,,,,,,,,,,,,,,2.0,0.6,3
2012p028007,2012-01-11T08:42:35Z,-43.48,1.2,172.83,1.4,10.0,2.0,M,,,,,,,2.9,0.3,13,2.9,nan,13,,,,,,,,,,,,,,,,,,,2.9,0.3,13
2012p028031,2012-01-11T08:55:17Z,-43.59,8.7,171.77,5.6,12.0,0.0,M,,,,,,,3.0,0.2,7,2.8,nan,7,,,,,,,,,,,,,,,,,,,2.8,0.2,7
2012p028201,2012-01-11T10:26:03Z,-41.19,5.3,172.63,7.0,220.0,6.0,M,,,,,,,,,,2.2,nan,9,,,,,,,,,,,,,,,,,,,2.2,0.3,9
2012p028317,2012-01-11T11:27:19Z,-43.16,4.4,170.94,2.8,5.0,0.0,M,,,,,,,3.6,0.1,6,3.4,nan,6,,,,,,,,,,,,,,,,,,,3.4,0.2,6
2012p028532,2012-01-11T13:22:16Z,-43.55,0.9,172.76,1.1,10.0,1.0,M,,,,,,,3.4,0.2,9,3.3,nan,12,,,,,,,,,,,,,,,,,,,3.3,0.4,12
2012p028558,2012-01-11T13:36:11Z,-43.57,1.5,172.72,1.8,12.0,2.0,M,,,,,,,2.0,0.6,4,1.9,nan,4,,,,,,,,,,,,,,,,,,,1.9,0.5,4
2012p029171,2012-01-11T19:02:25Z,-43.5,3.1,172.85,3.8,7.0,3.0,M,,,,,,,3.7,0.3,19,3.3,nan,16,,,,,,,,,,,,,,,,,,,3.3,0.2,16
2012p029625,2012-01-11T23:04:14Z,-39.53,2.9,175.96,2.3,56.0,4.0,M,,,,,,,3.5,0.3,54,3.2,nan,54,,,,,,,,,,,,,,,,,,,3.2,0.3,54
2012p029802,2012-01-12T00:38:38Z,-43.51,8.7,172.8,5.6,5.0,0.0,M,,,,,,,3.0,0.4,3,2.7,nan,9,,,,,,,,,,,,,,,,,,,2.7,0.3,9
2012p029940,2012-01-12T01:52:17Z,-43.51,8.7,172.8,5.6,5.0,0.0,M,,,,,,,3.2,0.1,3,2.8,nan,14,,,,,,,,,,,,,,,,,,,2.8,0.2,14
2012p030022,2012-01-12T02:35:46Z,-43.64,1.7,172.54,0.7,18.0,1.0,M,,,,,,,2.4,0.0,3,2.4,nan,3,,,,,,,,,,,,,,,,,,,2.4,0.1,3
2012p030168,2012-01-12T03:53:38Z,-43.53,2.6,172.65,1.2,12.0,2.0,M,,,,,,,3.0,0.5,4,2.8,nan,10,,,,,,,,,,,,,,,,,,,2.8,0.3,10
2012p030199,2012-01-12T04:10:20Z,-43.62,1.2,172.5,1.3,10.0,2.0,M,,,,,,,3.0,0.1,3,2.8,nan,9,,,,,,,,,,,,,,,,,,,2.8,0.2,9
2012p030274,2012-01-12T04:50:16Z,-43.64,1.1,172.6,1.4,10.0,2.0,M,,,,,,,2.3,0.3,3,2.2,nan,3,,,,,,,,,,,,,,,,,,,2.2,0.3,3
2012p030624,2012-01-12T07:56:56Z,-43.43,1.0,172.79,0.9,13.0,1.0,ML,,,,,,,4.8,0.3,6,4.6,nan,11,,,,,,,,,,,,,,,,,,,4.6,0.4,11
2012p030645,2012-01-12T08:08:08Z,-43.52,4.8,172.77,1.7,24.0,5.0,M,,,,,,,2.8,0.7,4,2.8,nan,14,,,,,,,,,,,,,,,,,,,2.8,0.4,14
2012p030665,2012-01-12T08:18:22Z,-43.54,1.9,172.76,1.0,12.0,2.0,M,,,,,,,2.8,0.6,4,2.6,nan,8,,,,,,,,,,,,,,,,,,,2.6,0.4,8
2012p031073,2012-01-12T11:55:58Z,-43.59,1.2,172.52,1.1,8.0,2.0,M,,,,,,,2.4,0.1,4,2.3,nan,4,,,,,,,,,,,,,,,,,,,2.3,0.1,4
2012p031095,2012-01-12T12:07:54Z,-45.56,4.4,166.84,3.8,12.0,0.0,M,,,,,,,3.6,0.1,7,3.6,nan,16,,,,,,,,,,,,,,,,,,,3.6,0.2,16
2012p031233,2012-01-12T13:21:04Z,-45.56,4.4,166.84,4.2,12.0,0.0,M,,,,,,,3.4,0.1,7,3.4,nan,12,,,,,,,,,,,,,,,,,,,3.4,0.3,12
2012p031503,2012-01-12T15:44:54Z,-40.32,0.7,175.72,1.5,31.0,1.0,M,,,,,,,2.2,0.3,13,2.1,nan,13,,,,,,,,,,,,,,,,,,,2.1,0.3,13
2012p031990,2012-01-12T20:04:48Z,-37.42,13.0,179.97,8.0,33.0,0.0,M,,,,,,,3.6,0.2,7,3.4,nan,12,,,,,,,,,,,,,,,,,,,3.4,0.1,12
2012p032186,2012-01-12T21:48:44Z,-40.16,2.3,173.86,4.8,121.0,7.0,M,,,,,,,,,,3.1,nan,9,,,,,,,,,,,,,,,,,,,3.1,0.2,9
2012p033276,2012-01-13T07:29:33Z,-43.51,3.3,172.9,1.6,11.0,3.0,M,,,,,,,2.6,0.4,4,2.5,nan,4,,,,,,,,,,,,,,,,,,,2.5,0.4,4
2012p033437,2012-01-13T08:55:30Z,-39.07,2.5,175.21,3.4,150.0,4.0,M,,,,,,,,,,2.6,nan,18,,,,,,,,,,,,,,,,,,,2.6,0.4,18
2012p033547,2012-01-13T09:54:21Z,-40.55,1.3,174.73,2.1,48.0,4.0,M,,,,,,,3.9,0.1,12,3.6,nan,15,,,,,,,,,,,,,,,,,,,3.6,0.2,15
2012p033659,2012-01-13T10:53:53Z,-43.48,1.5,172.75,2.2,11.0,2.0,M,,,,,,,2.6,0.5,4,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.6,7
2012p033700,2012-01-13T11:15:44Z,-39.47,1.6,175.77,1.3,54.0,2.0,M,,,,,,,2.9,0.3,15,2.7,nan,15,,,,,,,,,,,,,,,,,,,2.7,0.3,15
2012p033706,2012-01-13T11:18:48Z,-46.29,15.9,166.2,13.6,33.0,0.0,M,,,,,,,3.2,0.3,4,3.0,nan,4,,,,,,,,,,,,,,,,,,,3.0,0.2,4
2012p033827,2012-01-13T12:23:01Z,-43.46,1.2,172.81,1.4,15.0,2.0,M,,,,,,,2.6,0.5,4,2.7,nan,5,,,,,,,,,,,,,,,,,,,2.7,0.7,5
2012p034162,2012-01-13T15:21:52Z,-37.25,5.3,176.96,3.0,158.0,7.0,M,,,,,,,,,,2.8,nan,14,,,,,,,,,,,,,,,,,,,2.8,0.2,14
2012p034391,2012-01-13T17:24:02Z,-38.97,4.3,175.03,8.9,229.0,8.0,M,,,,,,,,,,2.8,nan,13,,,,,,,,,,,,,,,,,,,2.8,0.3,13
2012p034734,2012-01-13T20:26:36Z,-38.4,4.4,176.18,2.8,5.0,0.0,M,,,,,,,2.4,0.3,2,2.0,nan,8,,,,,,,,,,,,,,,,,,,2.0,0.1,8
2012p034754,2012-01-13T20:37:01Z,-44.98,2.2,167.64,3.2,68.0,5.0,M,,,,,,,3.3,0.2,6,3.2,nan,6,,,,,,,,,,,,,,,,,,,3.2,0.2,6
2012p034943,2012-01-13T22:18:03Z,-41.28,2.5,172.83,3.7,140.0,4.0,M,,,,,,,,,,3.1,nan,14,,,,,,,,,,,,,,,,,,,3.1,0.3,14
2012p035020,2012-01-13T22:59:08Z,-43.53,4.1,172.73,1.5,23.0,5.0,M,,,,,,,2.8,0.7,4,3.1,nan,7,,,,,,,,,,,,,,,,,,,3.1,0.8,7
2012p035048,2012-01-13T23:14:00Z,-45.1,2.5,167.33,3.8,106.0,3.0,M,,,,,,,,,,3.2,nan,8,,,,,,,,,,,,,,,,,,,3.2,0.2,8
2012p035176,2012-01-14T00:22:18Z,-43.57,1.1,172.77,0.6,12.0,2.0,M,,,,,,,1.9,0.2,2,2.4,nan,3,,,,,,,,,,,,,,,,,,,2.4,0.5,3
2012p035609,2012-01-14T04:12:35Z,-43.57,1.2,172.69,1.7,12.0,1.0,M,,,,,,,3.5,0.4,2,3.1,nan,5,,,,,,,,,,,,,,,,,,,3.1,0.4,5
2012p035687,2012-01-14T04:54:20Z,-43.2,3.0,170.87,3.2,5.0,0.0,M,,,,,,,3.2,0.2,9,3.1,nan,9,,,,,,,,,,,,,,,,,,,3.1,0.2,9
2012p035917,2012-01-14T06:56:34Z,-45.82,4.5,166.87,6.8,49.0,10.0,M,,,,,,,3.2,0.3,8,3.1,nan,8,,,,,,,,,,,,,,,,,,,3.1,0.4,8
2012p036353,2012-01-14T10:48:58Z,-44.22,4.4,170.62,3.1,5.0,0.0,M,,,,,,,3.2,0.2,8,3.2,nan,8,,,,,,,,,,,,,,,,,,,3.2,0.2,8
2012p036575,2012-01-14T12:47:19Z,-43.42,1.2,172.64,1.5,13.0,2.0,M,,,,,,,2.8,0.3,6,2.8,nan,6,,,,,,,,,,,,,,,,,,,2.8,0.3,6
2012p036618,2012-01-14T13:10:08Z,-37.67,12.4,-179.92,10.3,33.0,0.0,M,,,,,,,3.5,0.2,11,3.2,nan,11,,,,,,,,,,,,,,,,,,,3.2,0.2,11
2012p036688,2012-01-14T13:47:51Z,-43.55,0.7,172.77,0.7,10.0,1.0,M,,,,,,,4.9,0.2,6,4.7,nan,15,,,,,,,,,,,,,,,,,,,4.7,0.3,15
2012p036957,2012-01-14T16:10:49Z,-43.44,0.9,172.7,1.5,7.0,1.0,M,,,,,,,3.6,0.8,3,3.4,nan,11,,,,,,,,,,,,,,,,,,,3.4,0.4,11
