PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLh,MLh_Uncertainty,MLh_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mBc,mBc_Uncertainty,mBc_StationCount,mb,mb_Uncertainty,mb_StationCount,Mw(mBc),Mw(mBc)_Uncertainty,Mw(mBc)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2012p379213,2012-05-20T07:24:47Z,-43.56,0.9,172.78,0.6,9.0,1.0,M,,,,,,,3.5,0.1,5,3.3,nan,22,,,,,,,,,,,,,,,,,,,3.3,0.3,22
2012p379363,2012-05-20T08:45:21Z,-38.91,0.5,175.72,0.9,11.0,1.0,M,,,,,,,3.3,0.3,19,2.9,nan,83,,,,,,,,,,,,,,,,,,,2.9,0.3,83
2012p379364,2012-05-20T08:45:38Z,-38.92,0.4,175.74,0.8,11.0,1.0,M,,,,,,,3.3,0.2,16,3.1,nan,27,,,,,,,,,,,,,,,,,,,3.1,0.3,27
2012p379654,2012-05-20T11:20:02Z,-37.79,8.7,174.29,5.6,12.0,0.0,M,,,,,,,3.2,0.3,28,3.0,nan,29,,,,,,,,,,,,,,,,,,,3.0,0.2,29
2012p379672,2012-05-20T11:29:27Z,-43.59,1.3,172.76,0.8,12.0,2.0,M,,,,,,,3.2,0.1,5,3.2,nan,25,,,,,,,,,,,,,,,,,,,3.2,0.3,25
2012p379704,2012-05-20T11:46:37Z,-43.57,1.2,172.77,0.7,9.0,1.0,M,,,,,,,2.9,0.1,6,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.2,6
2012p379837,2012-05-20T12:57:08Z,-43.96,2.6,172.49,1.7,11.0,3.0,M,,,,,,,3.3,0.4,6,3.0,nan,10,,,,,,,,,,,,,,,,,,,3.0,0.4,10
2012p380001,2012-05-20T14:24:56Z,-43.5,1.6,172.81,0.9,12.0,3.0,M,,,,,,,2.8,0.1,7,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.2,7
2012p380005,2012-05-20T14:26:59Z,-43.51,8.7,172.8,5.6,5.0,0.0,M,,,,,,,2.7,0.2,6,2.5,nan,6,,,,,,,,,,,,,,,,,,,2.5,0.3,6
2012p380023,2012-05-20T14:36:24Z,-43.56,1.1,172.76,1.0,5.0,2.0,M,,,,,,,3.3,0.2,7,3.1,nan,19,,,,,,,,,,,,,,,,,,,3.1,0.3,19
2012p380047,2012-05-20T14:49:31Z,-38.85,1.1,175.94,1.5,16.0,2.0,M,,,,,,,2.3,0.2,18,2.0,nan,18,,,,,,,,,,,,,,,,,,,2.0,0.2,18
2012p380165,2012-05-20T15:52:11Z,-35.5,13.5,178.44,13.2,186.0,21.0,M,,,,,,,,,,3.3,nan,13,,,,,,,,,,,,,,,,,,,3.3,0.2,13
2012p380332,2012-05-20T17:21:12Z,-43.45,1.3,172.79,1.2,14.0,2.0,M,,,,,,,3.1,0.4,15,3.1,nan,15,,,,,,,,,,,,,,,,,,,3.1,0.4,15
2012p380363,2012-05-20T17:37:55Z,-43.51,1.9,172.76,0.9,16.0,2.0,M,,,,,,,2.7,0.3,5,2.6,nan,5,,,,,,,,,,,,,,,,,,,2.6,0.3,5
2012p380805,2012-05-20T21:32:55Z,-42.38,3.1,174.01,2.7,37.0,5.0,M,,,,,,,3.0,0.1,13,2.8,nan,13,,,,,,,,,,,,,,,,,,,2.8,0.3,13
2012p381106,2012-05-21T00:13:48Z,-39.72,3.0,174.11,4.6,198.0,4.0,M,,,,,,,,,,3.0,nan,36,,,,,,,,,,,,,,,,,,,3.0,0.2,36
2012p381328,2012-05-21T02:11:41Z,-43.61,2.1,172.71,1.0,17.0,4.0,M,,,,,,,2.3,0.2,4,2.2,nan,4,,,,,,,,,,,,,,,,,,,2.2,0.3,4
2012p381416,2012-05-21T02:58:52Z,-37.5,2.4,177.2,2.3,144.0,5.0,M,,,,,,,,,,2.7,nan,35,,,,,,,,,,,,,,,,,,,2.7,0.2,35
2012p382374,2012-05-21T11:28:54Z,-38.65,0.5,176.06,0.7,8.0,1.0,M,,,,,,,2.3,0.2,25,2.1,nan,25,,,,,,,,,,,,,,,,,,,2.1,0.2,25
2012p382383,2012-05-21T11:33:57Z,-38.63,1.5,176.08,1.1,9.0,3.0,M,,,,,,,2.1,0.2,7,2.1,nan,6,,,,,,,,,,,,,,,,,,,2.1,0.4,6
2012p382385,2012-05-21T11:35:02Z,-38.64,0.4,176.06,0.5,9.0,1.0,M,,,,,,,2.8,0.2,29,2.6,nan,64,,,,,,,,,,,,,,,,,,,2.6,0.3,64
2012p382390,2012-05-21T11:37:24Z,-38.64,0.4,176.06,0.7,8.0,1.0,M,,,,,,,3.0,0.2,26,2.7,nan,26,,,,,,,,,,,,,,,,,,,2.7,0.1,26
2012p382392,2012-05-21T11:38:47Z,-38.66,1.1,176.08,1.3,5.0,1.0,M,,,,,,,2.7,0.3,6,2.4,nan,6,,,,,,,,,,,,,,,,,,,2.4,0.3,6
2012p382668,2012-05-21T14:05:41Z,-35.72,11.6,178.9,13.9,200.0,14.0,M,,,,,,,,,,3.4,nan,16,,,,,,,,,,,,,,,,,,,3.4,0.3,16
2012p383281,2012-05-21T19:32:33Z,-44.1,1.8,168.78,2.7,5.0,2.0,M,,,,,,,2.8,0.2,7,2.5,nan,6,,,,,,,,,,,,,,,,,,,2.7,0.3,6
2012p383355,2012-05-21T20:11:58Z,-45.55,2.0,167.13,3.0,73.0,5.0,M,,,,,,,3.3,0.1,10,3.3,nan,10,,,,,,,,,,,,,,,,,,,3.3,0.2,10
2012p383719,2012-05-21T23:25:52Z,-43.53,1.3,172.78,0.8,18.0,3.0,M,,,,,,,2.7,0.2,6,2.5,nan,6,,,,,,,,,,,,,,,,,,,2.5,0.3,6
2012p384393,2012-05-22T05:24:48Z,-40.44,2.5,173.36,3.5,153.0,6.0,M,,,,,,,,,,2.6,nan,23,,,,,,,,,,,,,,,,,,,2.6,0.3,23
2012p384677,2012-05-22T07:56:15Z,-39.67,2.1,176.96,2.5,56.0,3.0,M,,,,,,,1.8,0.3,6,1.7,nan,6,,,,,,,,,,,,,,,,,,,1.7,0.2,6
2012p384839,2012-05-22T09:22:55Z,-38.64,0.3,176.07,0.5,8.0,1.0,M,,,,,,,2.4,0.2,29,2.1,nan,29,,,,,,,,,,,,,,,,,,,2.1,0.1,29
2012p384893,2012-05-22T09:51:16Z,-44.2,3.7,168.55,4.0,5.0,0.0,M,,,,,,,2.8,0.1,6,2.8,nan,6,,,,,,,,,,,,,,,,,,,2.8,0.2,6
2012p384945,2012-05-22T10:19:42Z,-43.6,1.0,172.63,0.5,6.0,1.0,M,,,,,,,3.3,0.4,6,3.2,nan,10,,,,,,,,,,,,,,,,,,,3.2,0.4,10
2012p385302,2012-05-22T13:28:59Z,-45.52,3.0,167.05,3.2,72.0,4.0,M,,,,,,,2.9,0.3,8,3.1,nan,10,,,,,,,,,,,,,,,,,,,3.1,0.3,10
2012p386535,2012-05-23T00:25:53Z,-37.92,3.1,175.9,3.4,326.0,4.0,M,,,,,,,,,,3.7,nan,91,,,,,,,,,,,,,,,,,,,3.7,0.5,91
2012p387449,2012-05-23T08:33:19Z,-40.13,0.9,174.94,1.2,20.0,2.0,M,,,,,,,2.9,0.2,49,2.7,nan,49,,,,,,,,,,,,,,,,,,,2.7,0.1,49
2012p387547,2012-05-23T09:25:10Z,-43.48,3.6,172.81,3.3,11.0,5.0,M,,,,,,,2.2,0.4,6,2.0,nan,6,,,,,,,,,,,,,,,,,,,2.0,0.6,6
2012p387554,2012-05-23T09:28:46Z,-37.88,2.5,176.18,2.5,204.0,4.0,M,,,,,,,,,,2.6,nan,52,,,,,,,,,,,,,,,,,,,2.6,0.3,52
2012p387630,2012-05-23T10:09:26Z,-36.91,6.5,177.4,3.5,196.0,7.0,M,,,,,,,,,,2.6,nan,24,,,,,,,,,,,,,,,,,,,2.6,0.2,24
2012p388308,2012-05-23T16:10:41Z,-37.16,6.0,177.43,3.3,5.0,0.0,M,,,,,,,2.7,0.2,12,2.5,nan,12,,,,,,,,,,,,,,,,,,,2.5,0.1,12
2012p388762,2012-05-23T20:12:49Z,-45.12,1.9,167.54,3.3,118.0,4.0,M,,,,,,,,,,3.7,nan,12,,,,,,,,,,,,,,,,,,,3.7,0.2,12
2012p388815,2012-05-23T20:40:52Z,-43.56,1.3,172.75,0.8,7.0,2.0,M,,,,,,,3.4,0.1,8,3.3,nan,28,,,,,,,,,,,,,,,,,,,3.3,0.4,28
2012p389690,2012-05-24T04:27:16Z,-43.57,1.9,172.74,4.2,15.0,2.0,M,,,,,,,2.9,0.2,6,2.7,nan,6,,,,,,,,,,,,,,,,,,,2.7,0.2,6
2012p390580,2012-05-24T12:21:04Z,-36.68,9.3,-179.91,5.2,33.0,0.0,M,,,,,,,3.1,0.2,8,3.0,nan,10,,,,,,,,,,,,,,,,,,,3.0,0.1,10
2012p390814,2012-05-24T14:25:47Z,-43.57,1.3,172.75,1.0,9.0,2.0,M,,,,,,,2.8,0.1,7,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.1,7
2012p391128,2012-05-24T17:12:54Z,-36.34,7.5,177.8,7.5,205.0,9.0,M,,,,,,,,,,3.2,nan,24,,,,,,,,,,,,,,,,,,,3.2,0.3,24
2012p391174,2012-05-24T17:38:31Z,-39.06,3.9,177.87,4.4,24.0,4.0,M,,,,,,,1.7,0.4,7,1.7,nan,11,,,,,,,,,,,,,,,,,,,1.7,0.3,11
2012p391201,2012-05-24T17:51:56Z,-38.47,1.4,178.77,2.3,37.0,5.0,M,,,,,,,3.2,0.2,30,3.0,nan,30,,,,,,,,,,,,,,,,,,,3.0,0.2,30
2012p391375,2012-05-24T19:24:40Z,-42.03,1.1,173.83,1.8,25.0,4.0,M,,,,,,,2.4,0.1,9,2.3,nan,10,,,,,,,,,,,,,,,,,,,2.3,0.2,10
2012p392070,2012-05-25T01:35:10Z,-45.28,2.2,167.36,3.2,98.0,4.0,M,,,,,,,,,,3.1,nan,11,,,,,,,,,,,,,,,,,,,3.1,0.1,11
2012p392189,2012-05-25T02:38:45Z,-43.51,1.6,172.72,0.8,17.0,2.0,M,,,,,,,2.8,0.3,7,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.2,7
2012p392201,2012-05-25T02:44:49Z,-43.53,2.2,172.77,1.5,15.0,1.0,M,,,,,,,5.6,0.4,4,5.5,nan,89,,,,,,,,,,,,,,,,,,,5.5,0.3,89
2012p392208,2012-05-25T02:48:48Z,-43.49,1.9,172.75,0.9,12.0,4.0,M,,,,,,,3.5,0.2,5,3.2,nan,6,,,,,,,,,,,,,,,,,,,3.2,0.4,6
2012p392242,2012-05-25T03:06:47Z,-43.51,1.2,172.75,0.8,9.0,2.0,M,,,,,,,3.4,0.3,6,3.1,nan,19,,,,,,,,,,,,,,,,,,,3.1,0.4,19
2012p392303,2012-05-25T03:39:38Z,-36.55,10.1,177.42,8.8,166.0,13.0,M,,,,,,,,,,2.6,nan,11,,,,,,,,,,,,,,,,,,,2.6,0.2,11
2012p392346,2012-05-25T04:02:28Z,-43.51,1.2,172.75,0.9,17.0,2.0,M,,,,,,,3.1,0.2,6,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.2,6
2012p392375,2012-05-25T04:17:26Z,-43.52,1.7,172.72,0.7,11.0,3.0,M,,,,,,,3.0,0.3,6,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.3,6
2012p392400,2012-05-25T04:30:57Z,-43.49,2.0,172.76,1.0,10.0,3.0,M,,,,,,,3.0,0.2,7,2.9,nan,7,,,,,,,,,,,,,,,,,,,2.9,0.2,7
2012p392514,2012-05-25T05:31:37Z,-40.32,1.6,174.05,1.9,108.0,4.0,M,,,,,,,,,,2.9,nan,36,,,,,,,,,,,,,,,,,,,2.9,0.2,36
2012p392586,2012-05-25T06:09:52Z,-38.5,4.0,175.32,11.2,268.0,8.0,M,,,,,,,,,,2.5,nan,19,,,,,,,,,,,,,,,,,,,2.5,0.2,19
2012p392667,2012-05-25T06:53:30Z,-44.52,1.9,167.69,3.0,12.0,3.0,M,,,,,,,3.0,0.2,7,2.9,nan,7,,,,,,,,,,,,,,,,,,,2.9,0.2,7
2012p392691,2012-05-25T07:05:57Z,-43.51,2.2,172.77,0.9,10.0,2.0,M,,,,,,,2.8,0.1,7,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.1,7
2012p392782,2012-05-25T07:54:49Z,-40.04,2.2,173.59,4.0,228.0,4.0,M,,,,,,,,,,2.8,nan,43,,,,,,,,,,,,,,,,,,,2.8,0.2,43
2012p392875,2012-05-25T08:43:56Z,-43.5,1.6,172.77,0.9,14.0,2.0,M,,,,,,,3.3,0.2,6,3.2,nan,27,,,,,,,,,,,,,,,,,,,3.2,0.3,27
2012p393577,2012-05-25T14:58:15Z,-43.51,1.9,172.79,1.1,13.0,3.0,M,,,,,,,2.8,0.2,6,2.7,nan,6,,,,,,,,,,,,,,,,,,,2.7,0.2,6
2012p393758,2012-05-25T16:34:37Z,-38.13,2.1,175.89,2.6,199.0,5.0,M,,,,,,,,,,2.7,nan,55,,,,,,,,,,,,,,,,,,,2.7,0.4,55
2012p393779,2012-05-25T16:45:39Z,-37.36,2.3,177.39,1.8,143.0,3.0,M,,,,,,,,,,3.4,nan,49,,,,,,,,,,,,,,,,,,,3.4,0.3,49
2012p395052,2012-05-26T04:04:10Z,-43.56,1.8,172.78,1.1,15.0,2.0,M,,,,,,,2.9,0.3,6,2.8,nan,6,,,,,,,,,,,,,,,,,,,2.8,0.3,6
2012p395380,2012-05-26T06:58:47Z,-45.73,1.5,167.19,2.6,5.0,3.0,M,,,,,,,2.9,0.2,7,2.5,nan,2,,,,,,,,,,,,,,,,,,,2.5,0.2,2
2012p395506,2012-05-26T08:05:42Z,-43.5,1.5,172.78,1.2,12.0,1.0,M,,,,,,,3.7,0.3,7,3.5,nan,48,,,,,,,,,,,,,,,,,,,3.5,0.3,48
2012p395535,2012-05-26T08:21:27Z,-37.37,5.5,179.04,4.5,33.0,0.0,M,,,,,,,3.8,0.3,25,3.5,nan,25,,,,,,,,,,,,,,,,,,,3.5,0.2,25
2012p395589,2012-05-26T08:50:13Z,-36.77,6.8,177.71,7.8,141.0,9.0,M,,,,,,,,,,3.0,nan,28,,,,,,,,,,,,,,,,,,,3.0,0.3,28
2012p395956,2012-05-26T12:05:47Z,-43.52,1.7,172.74,0.9,18.0,2.0,M,,,,,,,3.2,0.3,6,3.0,nan,9,,,,,,,,,,,,,,,,,,,3.0,0.4,9
2012p396525,2012-05-26T17:08:59Z,-40.1,1.0,176.72,1.8,21.0,2.0,M,,,,,,,1.7,0.1,7,1.5,nan,6,,,,,,,,,,,,,,,,,,,1.5,0.3,6
2012p396706,2012-05-26T18:45:17Z,-38.46,1.3,178.03,1.9,39.0,2.0,M,,,,,,,1.9,0.2,7,1.8,nan,7,,,,,,,,,,,,,,,,,,,1.8,0.4,7
2012p396815,2012-05-26T19:43:13Z,-45.62,2.8,167.06,4.1,62.0,5.0,M,,,,,,,3.1,0.4,6,2.7,nan,6,,,,,,,,,,,,,,,,,,,2.8,0.3,6
2012p397085,2012-05-26T22:06:55Z,-43.58,1.4,172.72,0.7,15.0,1.0,M,,,,,,,2.6,0.3,7,2.5,nan,7,,,,,,,,,,,,,,,,,,,2.5,0.3,7
2012p397114,2012-05-26T22:22:27Z,-46.01,2.8,166.93,3.1,83.0,4.0,M,,,,,,,,,,3.4,nan,8,,,,,,,,,,,,,,,,,,,3.4,0.1,8
2012p397266,2012-05-26T23:43:36Z,-43.48,2.8,172.7,1.0,8.0,2.0,M,,,,,,,2.9,0.1,6,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.1,6
2012p397521,2012-05-27T01:59:17Z,-43.53,2.5,172.73,0.9,19.0,2.0,M,,,,,,,2.3,0.5,3,2.3,nan,6,,,,,,,,,,,,,,,,,,,2.3,0.3,6
2012p397666,2012-05-27T03:16:22Z,-35.64,14.9,179.24,19.8,178.0,16.0,M,,,,,,,,,,3.6,nan,12,,,,,,,,,,,,,,,,,,,3.6,0.2,12
2012p397841,2012-05-27T04:50:04Z,-45.66,2.9,167.16,4.2,8.0,4.0,M,,,,,,,3.2,0.1,8,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.1,5
2012p397846,2012-05-27T04:52:39Z,-43.58,1.1,172.75,0.6,14.0,2.0,M,,,,,,,2.9,0.2,7,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.3,7
2012p398445,2012-05-27T10:11:59Z,-42.19,2.0,174.3,3.2,27.0,5.0,M,,,,,,,2.8,0.4,6,2.3,nan,3,,,,,,,,,,,,,,,,,,,2.3,0.2,3
2012p398650,2012-05-27T12:00:45Z,-44.66,2.3,168.23,3.3,74.0,5.0,M,,,,,,,3.1,0.2,8,3.2,nan,9,,,,,,,,,,,,,,,,,,,3.2,0.2,9
2012p399029,2012-05-27T15:22:58Z,-44.66,1.8,168.26,3.4,84.0,4.0,M,,,,,,,,,,3.1,nan,9,,,,,,,,,,,,,,,,,,,3.1,0.2,9
2012p399207,2012-05-27T16:57:51Z,-41.27,2.1,172.68,3.0,133.0,4.0,M,,,,,,,,,,2.3,nan,4,,,,,,,,,,,,,,,,,,,2.3,0.1,4
2012p399212,2012-05-27T17:00:28Z,-43.5,1.6,172.79,0.7,16.0,1.0,M,,,,,,,4.7,0.3,5,4.5,nan,82,,,,,,,,,,,,,,,,,,,4.5,0.3,82
2012p399377,2012-05-27T18:28:12Z,-43.49,1.0,172.79,0.8,13.0,1.0,M,,,,,,,3.9,0.3,6,3.8,nan,44,,,,,,,,,,,,,,,,,,,3.8,0.4,44
2012p399391,2012-05-27T18:35:35Z,-37.86,5.4,175.94,6.4,281.0,8.0,M,,,,,,,,,,2.6,nan,21,,,,,,,,,,,,,,,,,,,2.6,0.2,21
2012p399479,2012-05-27T19:22:37Z,-44.48,5.0,168.39,4.9,5.0,0.0,M,,,,,,,3.2,0.3,10,2.6,nan,2,,,,,,,,,,,,,,,,,,,2.6,0.4,2
2012p399970,2012-05-27T23:44:08Z,-40.85,1.2,174.0,1.5,63.0,3.0,M,,,,,,,3.2,0.2,25,2.9,nan,25,,,,,,,,,,,,,,,,,,,2.9,0.2,25
2012p400094,2012-05-28T00:50:33Z,-41.15,2.4,172.54,4.5,228.0,4.0,M,,,,,,,,,,3.4,nan,38,,,,,,,,,,,,,,,,,,,3.4,0.2,38
2012p400301,2012-05-28T02:40:20Z,-36.68,5.6,176.86,8.2,304.0,7.0,M,,,,,,,,,,3.1,nan,32,,,,,,,,,,,,,,,,,,,3.1,0.3,32
2012p400732,2012-05-28T06:30:16Z,-38.77,1.0,175.74,1.3,115.0,2.0,M,,,,,,,,,,2.8,nan,60,,,,,,,,,,,,,,,,,,,2.8,0.3,60
2012p400762,2012-05-28T06:46:00Z,-43.51,1.6,172.75,1.0,15.0,2.0,M,,,,,,,3.3,0.2,6,3.2,nan,9,,,,,,,,,,,,,,,,,,,3.2,0.3,9
2012p401076,2012-05-28T09:33:35Z,-35.9,12.3,179.1,16.7,199.0,13.0,M,,,,,,,,,,3.3,nan,17,,,,,,,,,,,,,,,,,,,3.3,0.2,17
2012p401187,2012-05-28T10:32:37Z,-45.04,2.2,167.63,3.6,133.0,4.0,M,,,,,,,,,,3.4,nan,12,,,,,,,,,,,,,,,,,,,3.4,0.2,12
2012p401738,2012-05-28T15:26:22Z,-45.02,2.3,167.6,3.7,94.0,4.0,M,,,,,,,,,,3.0,nan,10,,,,,,,,,,,,,,,,,,,3.0,0.3,10
2012p401792,2012-05-28T15:54:49Z,-43.49,2.1,172.78,0.9,12.0,3.0,M,,,,,,,2.7,0.2,6,2.6,nan,6,,,,,,,,,,,,,,,,,,,2.6,0.2,6
2012p402243,2012-05-28T19:55:14Z,-36.82,4.1,177.52,3.3,193.0,7.0,M,,,,,,,,,,3.4,nan,25,,,,,,,,,,,,,,,,,,,3.4,0.3,25
2012p402422,2012-05-28T21:30:45Z,-38.3,1.0,178.02,1.5,31.0,2.0,M,,,,,,,2.4,0.2,10,2.1,nan,10,,,,,,,,,,,,,,,,,,,2.1,0.2,10
2012p402680,2012-05-28T23:49:05Z,-39.93,1.1,176.68,1.3,44.0,2.0,M,,,,,,,1.4,nan,1,1.5,nan,6,,,,,,,,,,,,,,,,,,,1.5,0.3,6
2012p402869,2012-05-29T01:29:03Z,-44.53,2.7,170.06,2.8,5.0,0.0,M,,,,,,,3.8,0.2,7,3.6,nan,22,,,,,,,,,,,,,,,,,,,3.6,0.2,22
2012p403454,2012-05-29T06:40:31Z,-39.47,2.7,178.71,3.6,33.0,0.0,M,,,,,,,3.6,0.2,43,3.4,nan,43,,,,,,,,,,,,,,,,,,,3.4,0.1,43
2012p403965,2012-05-29T11:13:03Z,-41.36,0.6,174.97,0.4,17.0,1.0,M,,,,,,,3.4,0.2,18,3.2,nan,18,,,,,,,,,,,,,,,,,,,3.2,0.1,18
2012p404438,2012-05-29T15:24:34Z,-45.56,4.4,167.16,5.3,48.0,9.0,M,,,,,,,3.1,0.1,9,3.0,nan,9,,,,,,,,,,,,,,,,,,,3.0,0.1,9
2012p404742,2012-05-29T18:07:00Z,-38.84,0.7,177.26,0.8,30.0,1.0,M,,,,,,,3.3,0.2,47,3.0,nan,47,,,,,,,,,,,,,,,,,,,3.0,0.2,47
2012p404989,2012-05-29T20:18:35Z,-43.53,2.0,172.75,1.0,13.0,3.0,M,,,,,,,3.0,0.2,6,2.9,nan,6,,,,,,,,,,,,,,,,,,,2.9,0.2,6
2012p405311,2012-05-29T23:09:58Z,-37.04,3.7,177.35,4.6,151.0,5.0,M,,,,,,,,,,3.2,nan,23,,,,,,,,,,,,,,,,,,,3.2,0.2,23
2012p405393,2012-05-29T23:53:23Z,-45.29,1.9,167.39,2.4,81.0,3.0,M,,,,,,,,,,3.0,nan,9,,,,,,,,,,,,,,,,,,,3.0,0.2,9
2012p405662,2012-05-30T02:16:59Z,-38.51,2.1,175.85,2.2,186.0,4.0,M,,,,,,,,,,3.0,nan,42,,,,,,,,,,,,,,,,,,,3.0,0.3,42
2012p405940,2012-05-30T04:44:51Z,-35.56,8.3,179.96,15493.0,182.0,10.0,M,4.2,0.2,2,,,,,,,4.0,nan,29,3.2,0.4,2,,,,,,,,,,,,,,,,4.1,0.2,29
2012p406667,2012-05-30T11:12:32Z,-38.68,3.6,175.4,5.5,241.0,6.0,M,,,,,,,,,,2.6,nan,22,,,,,,,,,,,,,,,,,,,2.6,0.4,22
2012p406683,2012-05-30T11:21:05Z,-46.31,7.1,166.33,9.4,21.0,5.0,M,,,,,,,2.9,0.2,6,2.5,nan,3,,,,,,,,,,,,,,,,,,,2.5,0.4,3
2012p406928,2012-05-30T13:31:20Z,-36.89,10.9,176.95,26.1,237.0,21.0,M,,,,,,,,,,2.5,nan,5,,,,,,,,,,,,,,,,,,,2.5,0.3,5
2012p407291,2012-05-30T16:45:06Z,-35.74,18.5,178.27,29.8,183.0,48.0,M,,,,,,,,,,2.6,nan,4,,,,,,,,,,,,,,,,,,,2.6,0.1,4
2012p407541,2012-05-30T18:57:56Z,-43.27,1.4,171.63,2.3,12.0,2.0,M,,,,,,,3.0,0.2,7,2.7,nan,7,,,,,,,,,,,,,,,,,,,2.7,0.2,7
2012p407699,2012-05-30T20:22:14Z,-38.0,2.6,176.03,3.5,185.0,5.0,M,,,,,,,,,,3.0,nan,41,,,,,,,,,,,,,,,,,,,3.0,0.2,41
2012p407935,2012-05-30T22:27:58Z,-43.79,1.5,171.37,1.5,24.0,2.0,M,,,,,,,4.7,0.2,7,4.5,nan,49,,,,,,,,,,,,,,,,,,,4.5,0.3,49
2012p407985,2012-05-30T22:54:39Z,-45.24,2.6,167.45,3.8,127.0,4.0,M,,,,,,,,,,2.4,nan,4,,,,,,,,,,,,,,,,,,,2.4,0.5,4
2012p408851,2012-05-31T06:36:26Z,-38.26,2.8,175.95,3.0,201.0,5.0,M,,,,,,,,,,2.8,nan,37,,,,,,,,,,,,,,,,,,,2.8,0.2,37
2012p409475,2012-05-31T12:08:35Z,-46.04,3.3,169.87,2.8,5.0,0.0,M,,,,,,,3.1,0.2,8,2.8,nan,2,,,,,,,,,,,,,,,,,,,2.8,0.4,2
2012p410036,2012-05-31T17:07:34Z,-43.61,1.5,172.61,0.7,7.0,1.0,M,,,,,,,2.4,0.2,6,2.2,nan,6,,,,,,,,,,,,,,,,,,,2.2,0.4,6
2012p410186,2012-05-31T18:27:13Z,-35.93,7.3,179.05,8.5,167.0,13.0,M,,,,,,,,,,3.6,nan,16,,,,,,,,,,,,,,,,,,,3.6,0.2,16
2012p410489,2012-05-31T21:09:03Z,-40.62,2.7,174.04,3.6,72.0,4.0,M,,,,,,,2.3,0.3,7,2.2,nan,10,,,,,,,,,,,,,,,,,,,2.2,0.4,10
2012p410549,2012-05-31T21:40:58Z,-40.62,1.0,174.54,1.6,37.0,4.0,M,,,,,,,2.5,0.3,15,2.0,nan,11,,,,,,,,,,,,,,,,,,,2.0,0.2,11
2012p411082,2012-06-01T02:24:48Z,-43.77,1.7,171.34,1.8,20.0,3.0,M,,,,,,,3.2,0.4,3,2.9,nan,3,,,,,,,,,,,,,,,,,,,2.9,0.3,3
2012p411145,2012-06-01T02:58:06Z,-44.77,4.5,167.43,5.6,5.0,0.0,M,,,,,,,2.9,0.2,7,2.9,nan,7,,,,,,,,,,,,,,,,,,,2.9,0.2,7
2012p411691,2012-06-01T07:49:22Z,-41.71,1.6,172.22,2.6,100.0,4.0,M,,,,,,,,,,3.2,nan,29,,,,,,,,,,,,,,,,,,,3.2,0.3,29
2012p411927,2012-06-01T09:54:45Z,-38.27,2.0,176.06,2.2,165.0,4.0,M,,,,,,,,,,2.8,nan,77,,,,,,,,,,,,,,,,,,,2.8,0.7,77
2012p411971,2012-06-01T10:18:36Z,-43.62,0.9,172.38,0.8,10.0,2.0,M,,,,,,,2.5,0.4,5,2.5,nan,4,,,,,,,,,,,,,,,,,,,2.5,0.4,4
2012p412168,2012-06-01T12:03:19Z,-39.85,1.3,175.05,1.2,83.0,3.0,M,,,,,,,,,,4.0,nan,37,,,,,,,,,,,,,,,,,,,4.0,0.3,37
2012p412304,2012-06-01T13:15:49Z,-44.53,2.8,170.06,3.1,5.0,0.0,M,,,,,,,2.8,0.2,7,1.6,nan,1,,,,,,,,,,,,,,,,,,,1.6,nan,1
2012p412365,2012-06-01T13:48:34Z,-40.18,7.9,177.24,9.6,29.0,7.0,M,,,,,,,2.6,0.2,7,2.4,nan,7,,,,,,,,,,,,,,,,,,,2.4,0.2,7
2012p412369,2012-06-01T13:50:16Z,-43.61,0.8,172.26,0.9,10.0,2.0,M,,,,,,,2.3,0.3,7,2.4,nan,7,,,,,,,,,,,,,,,,,,,2.4,0.3,7
2012p412553,2012-06-01T15:28:33Z,-43.5,1.6,172.73,0.9,18.0,3.0,M,,,,,,,2.5,0.3,5,2.2,nan,2,,,,,,,,,,,,,,,,,,,2.2,0.1,2
2012p412864,2012-06-01T18:14:05Z,-45.24,2.9,167.31,4.1,117.0,4.0,M,,,,,,,,,,3.1,nan,2,,,,,,,,,,,,,,,,,,,3.1,0.3,2
2012p413057,2012-06-01T19:57:10Z,-41.2,8.8,172.56,7.9,215.0,7.0,M,,,,,,,,,,2.2,nan,2,,,,,,,,,,,,,,,,,,,2.2,0.5,2
