PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1553952,1971-11-15T23:53:04Z,-38.38,0.0,176.0,0.1,171.0,6.0,ML,,,,4.4,0.3,6,,,,,,
1553953,1971-11-16T08:07:54Z,-45.23,0.0,166.98,0.0,67.0,3.0,ML,,,,3.9,0.2,8,,,,,,
1553955,1971-11-17T21:17:09Z,-37.1,0.0,176.73,0.1,242.0,8.0,ML,,,,4.3,0.2,6,,,,,,
1553956,1971-11-19T14:54:06Z,-38.32,0.1,176.21,0.1,108.0,18.0,ML,,,,3.2,0.3,4,,,,,,
1553957,1971-11-19T22:02:52Z,-39.86,0.1,177.08,0.2,33.0,0.0,ML,,,,3.6,0.3,6,,,,,,
1553958,1971-11-20T08:30:25Z,-36.33,0.1,177.87,0.1,158.0,13.0,ML,,,,4.4,0.3,5,,,,,,
1553959,1971-11-21T07:59:26Z,-37.66,0.1,179.97,0.1,33.0,0.0,ML,,,,4.0,0.2,11,,,,,,
1553960,1971-11-21T08:27:11Z,-38.72,0.1,175.69,0.1,156.0,10.0,ML,,,,4.0,0.3,7,,,,,,
1553961,1971-11-21T14:15:18Z,-37.15,0.1,176.68,0.1,233.0,16.0,ML,,,,4.0,0.2,7,,,,,,
1553962,1971-11-22T04:02:34Z,-39.51,0.0,177.42,0.1,33.0,0.0,ML,,,,4.4,0.3,11,,,,,,
1553963,1971-11-24T08:00:36Z,-42.18,0.0,171.91,0.0,12.0,0.0,ML,,,,3.8,0.3,10,,,,,,
1553964,1971-11-24T08:05:36Z,-42.18,0.0,171.98,0.1,12.0,0.0,ML,,,,3.9,0.2,9,,,,,,
1553965,1971-11-24T08:31:33Z,-42.2,0.0,171.97,0.1,12.0,0.0,ML,,,,3.7,0.3,8,,,,,,
1553966,1971-11-24T09:03:49Z,-42.15,0.1,172.0,0.1,12.0,0.0,ML,,,,3.9,0.2,11,,,,,,
1553967,1971-11-25T19:58:04Z,-40.65,0.1,174.11,0.1,91.0,22.0,ML,,,,3.9,0.3,5,,,,,,
1553968,1971-11-26T04:46:15Z,-45.17,0.0,167.05,0.1,12.0,0.0,ML,,,,4.4,0.2,9,,,,,,
1553969,1971-11-26T06:40:31Z,-37.78,0.0,176.29,0.1,207.0,8.0,ML,,,,4.7,0.2,5,,,,,,
1553971,1971-11-29T23:20:04Z,-38.55,0.0,175.78,0.1,165.0,8.0,ML,,,,4.4,0.2,7,,,,,,
1553972,1971-11-30T00:33:51Z,-40.34,0.0,175.22,0.0,12.0,0.0,ML,,,,4.2,0.1,9,,,,,,
1553973,1971-12-01T10:11:29Z,-42.7,0.1,171.08,0.2,12.0,0.0,ML,,,,3.4,0.3,6,,,,,,
1553974,1971-12-01T15:03:33Z,-41.72,0.0,172.0,0.0,12.0,0.0,ML,,,,4.1,0.3,7,,,,,,
1553975,1971-12-02T23:51:20Z,-39.58,0.0,175.58,0.0,12.0,0.0,ML,,,,2.8,0.3,5,,,,,,
1553976,1971-12-03T01:13:27Z,-38.84,0.1,178.69,0.1,12.0,0.0,ML,,,,3.8,0.2,8,,,,,,
1553977,1971-12-03T07:56:29Z,-37.29,0.0,177.44,0.0,151.0,9.0,ML,,,,4.0,0.2,6,,,,,,
1553978,1971-12-03T17:38:50Z,-37.52,0.0,177.21,0.0,152.0,10.0,ML,,,,4.1,0.2,6,,,,,,
1553979,1971-12-04T16:18:29Z,-38.72,0.0,175.72,0.0,173.0,7.0,ML,,,,4.8,0.3,6,,,,,,
1553981,1971-12-05T01:27:19Z,-38.23,0.0,175.77,0.0,193.0,5.0,ML,,,,4.4,0.2,7,,,,,,
1553982,1971-12-05T02:29:30Z,-38.36,0.0,176.38,0.0,150.0,8.0,ML,,,,5.2,0.3,4,,,,,,
1553983,1971-12-05T02:45:53Z,-38.65,0.1,177.99,0.1,33.0,0.0,ML,,,,3.4,0.3,7,,,,,,
1553984,1971-12-05T02:57:43Z,-39.77,0.0,174.86,0.1,75.0,16.0,ML,,,,3.8,0.2,6,,,,,,
1553985,1971-12-05T03:05:23Z,-38.43,0.0,177.86,0.0,12.0,0.0,ML,,,,3.5,0.1,7,,,,,,
1553986,1971-12-05T04:38:31Z,-45.35,0.0,167.26,0.1,88.0,12.0,ML,,,,3.6,0.2,8,,,,,,
1553988,1971-12-05T18:47:38Z,-40.4,0.0,173.89,0.1,131.0,12.0,ML,,,,4.7,0.2,5,,,,,,
1553989,1971-12-05T22:19:18Z,-41.21,0.0,174.9,0.1,33.0,0.0,ML,,,,3.4,0.2,4,,,,,,
1553991,1971-12-06T14:34:10Z,-42.26,0.1,174.38,0.1,33.0,0.0,ML,,,,4.5,0.3,13,,,,,,
1553992,1971-12-06T15:22:31Z,-37.97,0.0,176.67,0.0,162.0,8.0,ML,,,,3.8,0.3,7,,,,,,
1553993,1971-12-06T19:47:25Z,-37.55,0.0,177.36,0.0,33.0,0.0,ML,,,,4.1,0.4,11,,,,,,
1553994,1971-12-06T20:59:56Z,-40.62,0.0,176.84,0.0,33.0,0.0,ML,,,,3.9,0.2,9,,,,,,
1553996,1971-12-07T12:27:15Z,-38.27,0.1,175.92,0.1,184.0,10.0,ML,,,,3.5,0.3,7,,,,,,
1553998,1971-12-07T14:46:22Z,-44.88,0.0,167.76,0.1,68.0,8.0,ML,,,,3.8,0.3,7,,,,,,
1553999,1971-12-08T09:20:55Z,-37.91,0.0,177.33,0.0,33.0,0.0,ML,,,,4.9,0.2,14,,,,,,
1554000,1971-12-08T16:44:30Z,-44.32,0.1,167.75,0.1,12.0,0.0,ML,,,,3.5,0.5,5,,,,,,
1554002,1971-12-10T03:28:42Z,-38.69,0.0,174.48,0.1,33.0,0.0,ML,,,,3.7,0.2,6,,,,,,
1554005,1971-12-10T14:54:51Z,-37.9,0.0,178.41,0.0,12.0,0.0,ML,,,,4.0,0.3,13,,,,,,
1554006,1971-12-10T22:58:35Z,-37.09,0.0,176.91,0.0,206.0,6.0,ML,,,,5.4,0.4,7,,,,,,
1554008,1971-12-11T13:54:09Z,-41.23,0.0,174.96,0.0,12.0,0.0,ML,,,,3.3,0.2,2,,,,,,
1554010,1971-12-11T17:42:54Z,-38.51,0.0,177.05,0.0,33.0,0.0,ML,,,,3.7,0.3,11,,,,,,
1554011,1971-12-12T16:33:21Z,-40.16,0.0,174.97,0.0,12.0,0.0,ML,,,,3.7,0.3,11,,,,,,
1554012,1971-12-12T18:40:57Z,-37.74,0.1,-179.95,0.1,33.0,0.0,ML,,,,4.0,0.2,10,,,,,,
1554013,1971-12-13T06:41:57Z,-38.66,0.0,176.6,0.0,12.0,0.0,ML,,,,3.5,0.2,10,,,,,,
1554014,1971-12-13T18:11:21Z,-36.83,0.1,176.81,0.2,269.0,24.0,ML,,,,4.0,0.3,6,,,,,,
1554015,1971-12-13T20:09:45Z,-37.32,0.1,177.28,0.0,151.0,11.0,ML,,,,3.8,0.3,5,,,,,,
1554017,1971-12-14T06:39:16Z,-44.11,0.1,168.93,0.1,12.0,0.0,ML,,,,4.1,0.3,9,,,,,,
1554018,1971-12-15T07:39:59Z,-41.07,0.0,174.73,0.0,33.0,0.0,ML,,,,4.0,0.2,9,,,,,,
1554019,1971-12-15T10:17:59Z,-38.9,0.0,178.6,0.1,12.0,0.0,ML,,,,4.1,0.2,10,,,,,,
1554021,1971-12-16T12:35:22Z,-39.79,0.0,176.72,0.0,12.0,0.0,ML,,,,3.6,0.2,6,,,,,,
1554022,1971-12-16T21:11:54Z,-41.87,0.1,171.64,0.1,12.0,0.0,ML,,,,4.3,0.3,9,,,,,,
1554023,1971-12-17T11:41:20Z,-38.44,0.0,175.66,0.1,196.0,7.0,ML,,,,4.3,0.3,6,,,,,,
1554024,1971-12-17T13:23:19Z,-35.55,0.1,178.31,0.1,210.0,11.0,ML,,,,4.0,0.3,5,,,,,,
1554025,1971-12-18T07:30:25Z,-36.96,0.1,176.91,0.1,359.0,12.0,ML,,,,4.2,0.2,6,,,,,,
1554027,1971-12-21T12:44:19Z,-40.34,0.0,175.21,0.0,100.0,4.0,ML,,,,3.8,0.3,7,,,,,,
1554029,1971-12-22T13:35:14Z,-44.87,0.0,166.98,0.1,33.0,0.0,ML,,,,4.6,0.3,15,,,,,,
1554030,1971-12-23T09:58:36Z,-46.09,0.1,166.13,0.1,12.0,0.0,ML,,,,4.4,0.2,9,,,,,,
1554031,1971-12-23T10:00:32Z,-46.4,0.1,166.2,0.2,12.0,0.0,ML,,,,4.3,0.2,8,,,,,,
1554033,1971-12-25T10:11:27Z,-39.38,0.0,174.48,0.0,12.0,0.0,ML,,,,3.6,0.5,5,,,,,,
1554034,1971-12-28T02:00:54Z,-37.6,0.0,178.14,0.0,87.0,6.0,ML,,,,4.9,0.2,5,,,,,,
1554035,1971-12-28T17:38:48Z,-44.12,0.1,168.64,0.1,33.0,0.0,ML,,,,3.7,0.4,9,,,,,,
1554036,1971-12-28T22:21:03Z,-39.07,0.0,175.17,0.0,164.0,4.0,ML,,,,4.3,0.2,7,,,,,,
