PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
397021,1993-01-01T01:12:09Z,-45.22,0.0,167.42,0.0,5.0,0.0,ML,,,,2.5,0.1,11,,,
396602,1993-01-01T03:07:12Z,-41.56,0.0,176.47,0.0,28.0,2.0,ML,,,,3.0,0.2,11,,,
396603,1993-01-01T03:11:23Z,-41.01,0.0,174.06,0.0,55.0,4.0,ML,,,,2.3,0.1,5,,,
396605,1993-01-01T04:15:20Z,-38.84,0.0,175.67,0.0,196.0,2.0,ML,,,,3.3,0.2,10,,,
397022,1993-01-01T04:52:30Z,-44.33,0.0,169.73,0.0,11.0,3.0,ML,,,,2.8,0.2,14,,,
396990,1993-01-01T05:36:33Z,-39.65,0.0,176.92,0.0,23.0,2.0,ML,,,,2.5,0.2,7,,,
396606,1993-01-01T05:52:44Z,-41.57,0.0,174.66,0.0,28.0,1.0,ML,,,,2.3,0.3,5,,,
396991,1993-01-01T06:05:04Z,-39.39,0.0,176.61,0.0,12.0,0.0,ML,,,,2.1,0.0,5,,,
397023,1993-01-01T06:09:27Z,-44.71,0.1,168.03,0.1,42.0,3.0,ML,,,,2.2,0.1,2,,,
396608,1993-01-01T07:48:16Z,-40.56,0.0,174.53,0.0,23.0,3.0,ML,,,,2.7,0.1,9,,,
396612,1993-01-01T08:41:01Z,-40.35,0.0,174.64,0.0,28.0,5.0,ML,,,,1.9,0.0,5,,,
399184,1993-01-01T10:28:44Z,-45.05,0.0,167.37,0.0,5.0,0.0,ML,,,,2.3,0.1,2,,,
398653,1993-01-01T10:58:35Z,-45.21,0.0,167.53,0.1,70.0,3.0,ML,,,,2.2,nan,1,,,
396992,1993-01-01T11:02:36Z,-39.79,0.0,176.71,0.0,32.0,1.0,ML,,,,2.4,0.2,3,,,
396615,1993-01-01T11:10:11Z,-40.19,0.0,174.83,0.0,22.0,2.0,ML,,,,2.6,0.2,13,,,
396616,1993-01-01T11:54:32Z,-40.9,0.0,174.95,0.0,57.0,1.0,ML,,,,2.1,0.1,5,,,
396769,1993-01-01T12:31:11Z,-39.16,0.0,175.08,0.0,17.0,2.0,ML,,,,2.8,0.2,4,,,
396617,1993-01-01T12:35:34Z,-38.73,0.0,177.42,0.0,36.0,3.0,ML,,,,4.4,0.4,5,,,
400870,1993-01-01T12:38:46Z,-38.72,0.0,177.42,0.0,31.0,3.0,ML,,,,2.9,0.1,8,,,
396883,1993-01-01T12:45:17Z,-38.72,0.0,177.4,0.0,30.0,2.0,ML,,,,3.0,0.2,9,,,
396618,1993-01-01T12:48:31Z,-37.85,0.0,178.21,0.0,60.0,1.0,ML,,,,3.8,0.2,19,,,
396885,1993-01-01T13:46:06Z,-38.72,0.0,177.41,0.0,31.0,3.0,ML,,,,2.7,0.1,5,,,
396621,1993-01-01T15:33:15Z,-41.03,0.0,174.61,0.0,60.0,1.0,ML,,,,1.9,0.2,5,,,
396771,1993-01-01T15:55:57Z,-40.31,0.0,176.38,0.0,34.0,1.0,ML,,,,2.1,0.2,3,,,
396623,1993-01-01T17:29:46Z,-41.42,0.0,175.48,0.0,17.0,4.0,ML,,,,1.7,0.2,6,,,
396624,1993-01-01T18:00:12Z,-38.1,0.1,176.47,0.1,270.0,7.0,ML,,,,3.2,0.1,4,,,
396625,1993-01-01T19:00:47Z,-40.86,0.0,174.78,0.0,14.0,1.0,ML,,,,1.5,0.1,3,,,
397024,1993-01-01T20:08:57Z,-44.93,0.1,167.59,0.0,73.0,12.0,ML,,,,2.3,0.1,11,,,
396628,1993-01-01T22:48:00Z,-41.1,0.0,173.64,0.0,58.0,3.0,ML,,,,2.2,0.2,4,,,
397025,1993-01-01T23:15:13Z,-45.05,0.0,167.5,0.0,92.0,3.0,ML,,,,3.4,0.1,15,,,
397026,1993-01-01T23:18:45Z,-45.07,0.0,168.98,0.0,5.0,1.0,ML,,,,1.4,0.1,6,,,
396630,1993-01-02T01:07:32Z,-37.61,0.0,176.25,0.1,224.0,3.0,ML,,,,3.8,0.3,13,,,
396774,1993-01-02T03:22:24Z,-40.65,0.0,176.15,0.0,30.0,2.0,ML,,,,2.0,0.1,2,,,
396632,1993-01-02T04:37:22Z,-40.51,0.0,174.01,0.0,86.0,2.0,ML,,,,3.3,0.3,13,,,
396906,1993-01-02T04:44:42Z,-38.62,0.0,176.75,0.0,49.0,4.0,ML,,,,2.8,0.2,5,,,
399593,1993-01-02T05:19:50Z,-38.15,0.0,177.04,0.0,60.0,1.0,ML,,,,3.3,0.2,13,,,
400871,1993-01-02T05:51:57Z,-39.86,0.0,176.75,0.0,47.0,3.0,ML,,,,2.6,0.1,4,,,
396635,1993-01-02T08:37:46Z,-37.77,0.0,177.52,0.0,60.0,5.0,ML,,,,3.4,0.2,10,,,
396636,1993-01-02T09:02:24Z,-40.11,0.0,174.91,0.0,19.0,3.0,ML,,,,2.2,0.2,9,,,
399669,1993-01-02T09:34:22Z,-43.08,0.0,171.17,0.0,5.0,0.0,ML,,,,2.1,0.1,2,,,
398425,1993-01-02T10:57:43Z,-44.47,0.0,168.29,0.0,12.0,0.0,ML,,,,2.5,0.4,8,,,
398427,1993-01-02T11:08:09Z,-44.5,0.0,168.29,0.0,12.0,0.0,ML,,,,2.3,0.1,8,,,
396637,1993-01-02T11:12:05Z,-38.85,0.0,175.87,0.0,111.0,3.0,ML,,,,3.8,0.2,23,,,
396638,1993-01-02T11:59:11Z,-38.45,0.0,176.12,0.1,209.0,8.0,ML,,,,3.5,0.2,10,,,
396639,1993-01-02T12:02:46Z,-39.7,0.0,174.52,0.0,117.0,4.0,ML,,,,2.6,0.1,5,,,
396640,1993-01-02T12:32:30Z,-37.77,0.0,176.48,0.0,205.0,3.0,ML,,,,5.7,0.2,5,,,
396641,1993-01-02T13:14:34Z,-40.11,0.0,174.92,0.0,21.0,3.0,ML,,,,2.3,0.2,8,,,
396642,1993-01-02T13:29:18Z,-41.45,0.0,174.11,0.0,36.0,3.0,ML,,,,2.0,0.1,3,,,
396643,1993-01-02T13:37:19Z,-40.17,0.0,173.5,0.0,173.0,4.0,ML,,,,3.4,0.3,12,,,
396644,1993-01-02T13:51:46Z,-38.5,0.0,176.11,0.0,110.0,7.0,ML,,,,3.3,0.2,14,,,
396645,1993-01-02T13:59:32Z,-40.27,0.0,176.47,0.0,32.0,1.0,ML,,,,2.3,0.1,4,,,
396646,1993-01-02T14:09:25Z,-45.28,0.0,167.33,0.0,5.0,0.0,ML,,,,2.6,0.1,9,,,
401481,1993-01-02T14:09:27Z,-41.24,0.0,174.41,0.0,56.0,1.0,ML,,,,3.1,0.2,12,,,
401482,1993-01-02T14:10:21Z,-40.63,0.0,174.21,0.0,67.0,3.0,ML,,,,2.3,0.2,6,,,
396647,1993-01-02T14:58:08Z,-41.79,0.0,173.91,0.0,42.0,5.0,ML,,,,2.5,0.1,8,,,
396648,1993-01-02T15:01:12Z,-38.12,0.0,176.18,0.0,144.0,3.0,ML,,,,3.7,0.3,20,,,
396649,1993-01-02T15:44:44Z,-42.53,0.0,173.28,0.0,36.0,2.0,ML,,,,2.9,0.2,7,,,
396652,1993-01-02T16:50:27Z,-35.92,0.1,178.92,0.1,256.0,7.0,ML,,,,3.8,0.2,8,,,
396654,1993-01-02T17:29:17Z,-40.98,0.0,175.57,0.0,24.0,1.0,ML,,,,2.5,0.1,10,,,
396655,1993-01-02T17:34:11Z,-38.59,0.1,176.23,0.1,211.0,11.0,ML,,,,3.4,0.2,7,,,
