PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,MS,MS_Uncertainty,MS_StationCount,Md,Md_Uncertainty,Md_StationCount
1567295,1985-07-01T03:14:18Z,-37.69,0.1,-179.85,0.1,33.0,0.0,ML,,,,4.3,0.1,4,,,,,,
1567296,1985-07-01T03:14:32Z,-38.66,0.0,175.41,0.2,204.0,9.0,ML,,,,3.8,0.1,1,,,,,,
1567297,1985-07-01T07:57:56Z,-43.75,0.1,169.69,0.1,20.0,8.0,ML,,,,3.1,0.3,1,,,,,,
1687818,1985-07-01T15:19:24Z,-41.58,0.0,174.41,0.0,14.0,2.0,ML,,,,2.5,0.1,5,,,,2.5,0.1,2
1567298,1985-07-01T19:22:33Z,-36.5,0.1,-179.96,0.1,137.0,15.0,ML,,,,4.8,0.2,6,,,,,,
1567299,1985-07-02T02:42:51Z,-37.57,0.1,-179.6,0.1,33.0,0.0,ML,,,,4.1,0.2,4,,,,,,
1687819,1985-07-02T05:26:38Z,-41.37,0.0,175.12,0.0,27.0,1.0,ML,,,,2.2,0.1,4,,,,,,
1687820,1985-07-02T06:01:02Z,-41.07,0.0,174.87,0.0,28.0,1.0,ML,,,,2.3,0.2,5,,,,,,
1567300,1985-07-02T06:50:03Z,-39.63,0.0,174.44,0.0,124.0,4.0,ML,,,,4.2,0.3,4,,,,,,
1567301,1985-07-02T17:18:00Z,-37.23,0.1,179.86,0.2,12.0,0.0,ML,,,,4.3,0.3,6,,,,,,
1687821,1985-07-02T18:41:09Z,-41.02,0.0,174.01,0.1,61.0,7.0,ML,,,,2.7,0.1,5,,,,2.7,nan,2
1567302,1985-07-02T20:05:02Z,-39.33,0.0,175.16,0.0,36.0,5.0,ML,,,,3.8,0.1,2,,,,,,
1687822,1985-07-03T11:00:19Z,-41.41,0.0,174.62,0.0,22.0,1.0,ML,,,,2.4,0.0,5,,,,,,
1567303,1985-07-03T22:11:17Z,-39.53,0.0,174.19,0.0,167.0,6.0,ML,,,,3.9,0.1,1,,,,,,
1567304,1985-07-04T05:24:21Z,-37.4,0.0,176.63,0.0,204.0,6.0,ML,,,,5.1,0.2,4,,,,,,
1687823,1985-07-04T08:18:43Z,-40.94,0.0,174.95,0.0,29.0,1.0,ML,,,,3.1,nan,2,,,,3.1,0.1,3
1567305,1985-07-04T16:18:21Z,-41.65,0.1,174.67,0.1,31.0,4.0,ML,,,,3.8,0.5,3,,,,,,
1567306,1985-07-04T20:38:59Z,-37.51,0.0,-179.58,0.1,12.0,0.0,ML,,,,4.6,0.2,6,,,,,,
1567307,1985-07-04T22:37:21Z,-35.17,0.3,178.79,0.3,203.0,78.0,ML,,,,4.5,0.1,2,,,,,,
1567308,1985-07-05T00:59:04Z,-37.82,0.2,176.4,0.2,211.0,40.0,ML,,,,4.2,0.3,2,,,,,,
1567309,1985-07-05T08:47:48Z,-39.56,0.1,175.23,0.1,33.0,0.0,ML,,,,3.8,0.3,5,,,,,,
1567310,1985-07-05T09:23:39Z,-37.12,0.2,-179.94,0.5,33.0,0.0,ML,,,,4.0,0.2,2,,,,,,
1687825,1985-07-05T12:56:56Z,-40.71,0.0,174.79,0.0,40.0,2.0,ML,,,,2.5,0.1,8,,,,,,
1687826,1985-07-05T18:32:37Z,-41.02,0.0,174.65,0.0,37.0,1.0,ML,,,,2.5,0.2,5,,,,,,
1567311,1985-07-05T22:51:17Z,-37.57,0.0,-179.79,0.1,33.0,0.0,ML,,,,5.0,0.3,12,,,,,,
1567312,1985-07-06T17:20:07Z,-36.68,0.1,177.64,0.1,188.0,9.0,ML,,,,4.0,0.3,3,,,,,,
1567313,1985-07-06T18:07:04Z,-38.46,0.0,179.29,0.0,12.0,0.0,ML,,,,3.5,0.3,2,,,,,,
1567314,1985-07-06T18:16:13Z,-38.49,0.0,179.34,0.1,12.0,0.0,ML,,,,4.1,0.1,4,,,,,,
1567315,1985-07-06T18:25:35Z,-38.5,0.0,179.42,0.0,12.0,0.0,ML,,,,3.7,0.3,2,,,,,,
