PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,MS,MS_Uncertainty,MS_StationCount,Md,Md_Uncertainty,Md_StationCount
139159,1990-07-01T00:31:24Z,-38.92,0.0,175.47,0.0,118.0,7.0,ML,,,,3.8,0.2,3,,,,,,
139078,1990-07-01T04:54:41Z,-40.44,0.0,176.28,0.0,22.0,5.0,ML,,,,3.4,0.2,3,,,,,,
140802,1990-07-01T11:00:39Z,-40.78,0.0,174.43,0.0,33.0,0.0,ML,,,,3.0,0.0,2,,,,,,
139082,1990-07-01T11:57:35Z,-42.36,0.0,174.3,0.0,12.0,0.0,ML,,,,2.9,0.2,5,,,,,,
139179,1990-07-01T12:54:57Z,-40.77,0.1,176.63,0.1,30.0,0.0,ML,,,,2.8,0.3,2,,,,,,
139180,1990-07-01T13:14:35Z,-38.94,0.0,175.71,0.0,2.0,1.0,ML,,,,2.3,nan,1,,,,,,
139041,1990-07-01T15:48:31Z,-42.24,0.0,172.7,0.0,2.0,2.0,ML,,,,2.3,0.1,5,,,,,,
139043,1990-07-01T17:08:48Z,-42.94,0.0,172.97,0.0,26.0,2.0,ML,,,,2.7,0.3,2,,,,,,
137938,1990-07-01T22:03:25Z,-35.17,0.2,-179.64,0.2,114.0,47.0,ML,,,,4.7,0.2,4,,,,,,
139756,1990-07-01T22:37:03Z,-34.55,0.1,177.42,0.1,33.0,0.0,ML,,,,4.9,0.2,2,,,,,,
140041,1990-07-01T23:03:52Z,-40.53,0.0,176.25,0.0,29.0,5.0,ML,,,,2.9,0.1,2,,,,,,
139630,1990-07-01T23:29:42Z,-38.19,0.0,176.37,0.0,159.0,2.0,ML,,,,4.0,0.2,6,,,,,,
137942,1990-07-02T01:02:58Z,-38.62,0.0,176.04,0.0,157.0,4.0,ML,,,,4.0,0.1,5,,,,,,
140046,1990-07-02T03:10:58Z,-40.35,0.0,176.43,0.0,42.0,2.0,ML,,,,2.4,0.3,6,,,,,,
139307,1990-07-02T03:46:00Z,-45.26,0.0,167.33,0.0,89.0,2.0,ML,,,,3.0,0.1,12,,,,,,
137943,1990-07-02T03:57:36Z,-39.89,0.0,176.88,0.0,67.0,2.0,ML,,,,3.3,0.2,11,,,,,,
139049,1990-07-02T05:43:38Z,-45.18,0.0,167.47,0.0,120.0,1.0,ML,,,,3.6,0.3,13,,,,,,
139312,1990-07-02T06:42:01Z,-42.43,0.0,173.75,0.0,2.0,2.0,ML,,,,2.4,0.4,2,,,,,,
139963,1990-07-02T07:40:03Z,-41.1,0.0,175.27,0.0,29.0,3.0,ML,,,,1.6,0.2,5,,,,,,
139259,1990-07-02T08:03:10Z,-40.86,0.0,176.01,0.0,28.0,1.0,ML,,,,3.0,0.1,11,,,,,,
139260,1990-07-02T08:59:53Z,-40.81,0.0,176.62,0.1,25.0,2.0,ML,,,,3.0,0.2,11,,,,,,
139261,1990-07-02T10:38:58Z,-39.63,0.0,174.54,0.1,219.0,6.0,ML,,,,3.3,0.2,8,,,,,,
139262,1990-07-02T11:20:14Z,-39.87,0.0,174.67,0.0,116.0,5.0,ML,,,,2.8,0.2,7,,,,,,
139440,1990-07-02T11:56:47Z,-41.42,0.0,174.64,0.0,32.0,1.0,ML,,,,1.7,0.1,6,,,,,,
137948,1990-07-02T12:19:54Z,-40.36,0.0,176.27,0.0,28.0,1.0,ML,,,,3.5,0.2,18,,,,,,
140322,1990-07-02T12:55:35Z,-41.15,0.0,175.21,0.0,30.0,1.0,ML,,,,1.9,0.1,8,,,,,,
137954,1990-07-02T16:06:44Z,-40.41,0.0,176.39,0.0,31.0,2.0,ML,,,,3.4,0.2,17,,,,,,
140051,1990-07-02T16:16:09Z,-40.28,0.0,176.31,0.0,23.0,2.0,ML,,,,2.2,0.1,5,,,,,,
139266,1990-07-02T17:47:10Z,-40.11,0.0,174.85,0.0,30.0,1.0,ML,,,,2.4,0.2,8,,,,,,
139058,1990-07-02T22:37:40Z,-41.46,0.0,174.87,0.0,27.0,2.0,ML,,,,1.5,0.2,5,,,,,,
139319,1990-07-02T23:52:34Z,-40.44,0.0,174.53,0.0,16.0,2.0,ML,,,,3.1,0.2,13,,,,,,
139322,1990-07-03T04:48:07Z,-40.94,0.0,172.64,0.0,6.0,2.0,ML,,,,3.2,0.2,15,,,,,,
140479,1990-07-03T06:42:56Z,-41.13,0.0,174.65,0.0,32.0,0.0,ML,,,,1.6,0.1,5,,,,,,
140059,1990-07-03T07:01:02Z,-40.41,0.0,176.33,0.1,34.0,2.0,ML,,,,2.3,0.2,4,,,,,,
137958,1990-07-03T07:07:38Z,-39.53,0.0,177.85,0.0,33.0,0.0,ML,,,,3.1,0.2,6,,,,,,
141302,1990-07-03T07:47:22Z,-42.27,0.0,174.24,0.0,25.0,3.0,ML,,,,2.4,0.4,5,,,,,,
139063,1990-07-03T08:38:41Z,-42.25,0.0,172.81,0.0,14.0,1.0,ML,,,,2.8,0.3,14,,,,,,
140061,1990-07-03T09:06:31Z,-40.41,0.0,176.29,0.0,24.0,2.0,ML,,,,2.8,0.2,10,,,,,,
141608,1990-07-03T15:46:08Z,-39.51,0.0,175.67,0.0,7.0,8.0,ML,,,,2.6,0.1,6,,,,,,
139335,1990-07-03T16:08:15Z,-42.09,0.0,173.62,0.0,29.0,3.0,ML,,,,2.6,0.2,11,,,,,,
140066,1990-07-03T20:18:00Z,-40.34,0.0,176.29,0.0,25.0,2.0,ML,,,,2.2,0.2,5,,,,,,
141305,1990-07-03T21:07:25Z,-41.47,0.0,174.37,0.0,9.0,3.0,ML,,,,1.8,0.2,4,,,,,,
137971,1990-07-04T00:03:09Z,-36.59,0.0,178.5,0.0,12.0,0.0,ML,,,,3.7,0.3,4,,,,,,
141307,1990-07-04T06:47:26Z,-40.98,0.0,175.18,0.0,44.0,2.0,ML,,,,1.7,0.3,4,,,,,,
140074,1990-07-04T08:28:27Z,-40.31,0.0,176.33,0.0,29.0,1.0,ML,,,,2.8,0.2,13,,,,,,
139343,1990-07-04T08:50:35Z,-40.69,0.0,173.66,0.0,80.0,5.0,ML,,,,2.6,0.3,6,,,,,,
141628,1990-07-04T08:52:30Z,-40.68,0.0,174.5,0.0,65.0,5.0,ML,,,,3.0,0.1,8,,,,,,
140345,1990-07-04T12:05:53Z,-40.14,0.0,174.89,0.0,30.0,1.0,ML,,,,2.5,0.1,11,,,,,,
140076,1990-07-04T14:05:10Z,-40.38,0.0,176.32,0.0,21.0,1.0,ML,,,,2.2,0.3,6,,,,,,
139347,1990-07-04T14:27:43Z,-41.33,0.0,172.87,0.0,116.0,3.0,ML,,,,2.9,0.2,9,,,,,,
139348,1990-07-04T15:05:43Z,-41.58,0.0,173.61,0.0,66.0,4.0,ML,,,,2.6,0.2,5,,,,,,
139791,1990-07-04T21:20:18Z,-41.73,0.0,174.31,0.0,10.0,2.0,ML,,,,2.2,0.3,7,,,,,,
139351,1990-07-04T23:28:31Z,-41.39,0.0,174.65,0.0,21.0,1.0,ML,,,,2.7,0.2,10,,,,,,
140250,1990-07-05T06:21:39Z,-45.31,0.0,167.38,0.0,95.0,2.0,ML,,,,3.3,0.2,14,,,,,,
140362,1990-07-05T06:33:29Z,-40.5,0.0,174.68,0.0,5.0,3.0,ML,,,,2.2,0.1,9,,,,,,
139358,1990-07-05T07:51:56Z,-40.63,0.0,173.88,0.0,90.0,5.0,ML,,,,2.5,0.1,4,,,,,,
139359,1990-07-05T09:48:46Z,-39.96,0.0,175.34,0.0,86.0,3.0,ML,,,,2.6,0.2,5,,,,,,
141316,1990-07-05T10:33:24Z,-41.09,0.0,175.4,0.0,9.0,3.0,ML,,,,1.3,0.2,3,,,,,,
