PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,MS,MS_Uncertainty,MS_StationCount
1551605,1968-12-20T17:50:05Z,-38.68,0.1,175.84,0.1,186.0,11.0,ML,,,,4.1,0.2,3,,,,,,
1551606,1968-12-21T08:04:07Z,-35.68,0.1,178.35,0.1,33.0,0.0,ML,,,,4.1,0.3,5,,,,,,
1551607,1968-12-21T11:39:28Z,-38.49,0.0,175.63,0.1,210.0,11.0,ML,,,,3.9,0.2,4,,,,,,
1551608,1968-12-21T22:00:54Z,-38.37,0.1,178.04,0.1,33.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1551609,1968-12-22T02:04:41Z,-38.69,0.0,177.95,0.1,72.0,5.0,ML,,,,3.8,0.1,4,,,,,,
1551610,1968-12-22T04:11:44Z,-42.2,0.1,173.96,0.1,33.0,0.0,ML,,,,4.3,0.3,10,,,,,,
1551611,1968-12-22T05:37:28Z,-39.38,0.0,176.18,0.0,100.0,7.0,ML,,,,3.9,0.1,5,,,,,,
1551612,1968-12-22T15:53:30Z,-39.6,0.1,174.04,0.1,127.0,26.0,ML,,,,3.8,0.2,3,,,,,,
1551613,1968-12-22T18:53:29Z,-39.07,0.0,175.27,0.0,138.0,5.0,ML,,,,4.0,0.1,3,,,,,,
1551614,1968-12-22T21:51:58Z,-41.36,0.1,173.38,0.1,100.0,12.0,ML,,,,4.1,0.2,3,,,,,,
1551615,1968-12-22T23:05:29Z,-41.9,0.0,171.76,0.1,12.0,0.0,ML,,,,3.7,0.2,6,,,,,,
1551616,1968-12-23T17:51:10Z,-37.47,0.1,177.19,0.1,12.0,0.0,ML,,,,3.8,0.2,7,,,,,,
1551617,1968-12-23T18:29:00Z,-44.67,0.0,167.52,0.1,12.0,0.0,ML,,,,4.7,0.3,7,,,,,,
1551618,1968-12-23T22:59:19Z,-44.55,0.0,167.49,0.1,12.0,0.0,ML,,,,3.4,0.1,1,,,,,,
1551619,1968-12-23T23:09:01Z,-37.3,0.0,177.46,0.0,164.0,7.0,ML,,,,4.1,0.3,4,,,,,,
1551620,1968-12-24T00:43:04Z,-41.74,0.0,172.09,0.1,12.0,0.0,ML,,,,3.9,0.2,7,,,,,,
1551621,1968-12-25T08:10:34Z,-40.8,0.1,176.24,0.1,12.0,0.0,ML,,,,4.2,0.2,7,,,,,,
1551622,1968-12-25T13:32:44Z,-38.72,0.1,174.58,0.1,167.0,32.0,ML,,,,3.8,0.1,1,,,,,,
1551624,1968-12-25T17:46:01Z,-38.91,0.1,176.25,0.1,12.0,0.0,ML,,,,3.4,0.2,6,,,,,,
1551625,1968-12-25T19:33:44Z,-41.74,0.0,172.1,0.1,12.0,0.0,ML,,,,3.4,0.2,6,,,,,,
1551626,1968-12-26T00:38:25Z,-41.8,0.0,171.96,0.1,12.0,0.0,ML,,,,3.9,0.2,6,,,,,,
1551627,1968-12-26T01:43:52Z,-41.44,0.1,172.98,0.1,110.0,17.0,ML,,,,4.1,0.2,2,,,,,,
1551628,1968-12-26T06:37:03Z,-39.5,0.1,177.13,0.2,12.0,0.0,ML,,,,3.4,0.2,4,,,,,,
1551629,1968-12-26T07:27:28Z,-47.45,0.1,165.26,0.2,12.0,0.0,ML,,,,4.2,0.1,5,,,,,,
1551630,1968-12-26T08:10:05Z,-41.92,0.0,171.78,0.1,12.0,0.0,ML,,,,3.8,0.1,5,,,,,,
1551632,1968-12-26T11:23:51Z,-37.41,0.1,178.18,0.1,241.0,4.0,ML,,,,3.5,0.2,3,,,,,,
1551633,1968-12-26T11:51:54Z,-35.28,0.1,177.23,0.1,33.0,0.0,ML,,,,4.8,0.2,4,,,,,,
1551634,1968-12-26T12:59:03Z,-41.78,0.0,172.08,0.1,12.0,0.0,ML,,,,3.7,0.1,6,,,,,,
1551635,1968-12-26T13:55:40Z,-38.14,0.0,176.44,0.0,148.0,6.0,ML,,,,3.6,0.2,4,,,,,,
1551636,1968-12-26T15:04:22Z,-35.33,0.1,177.27,0.2,33.0,0.0,ML,,,,4.5,0.2,3,,,,,,
1551637,1968-12-26T16:53:26Z,-47.42,0.1,164.87,0.2,33.0,0.0,ML,,,,4.5,0.1,7,,,,,,
1551638,1968-12-26T18:02:26Z,-47.42,0.2,165.0,0.3,33.0,0.0,ML,,,,3.8,0.2,3,,,,,,
1551639,1968-12-26T21:20:47Z,-45.23,0.1,167.3,0.1,12.0,0.0,ML,,,,3.7,0.2,7,,,,,,
1551640,1968-12-26T23:00:48Z,-41.92,0.0,171.76,0.1,12.0,0.0,ML,,,,3.6,0.2,5,,,,,,
1551641,1968-12-27T05:18:58Z,-38.57,0.0,176.02,0.0,144.0,9.0,ML,,,,4.0,0.2,5,,,,,,
1551642,1968-12-27T09:45:36Z,-37.77,0.0,176.26,0.0,222.0,2.0,ML,,,,4.0,0.1,5,,,,,,
1551643,1968-12-28T01:06:34Z,-38.81,0.0,176.11,0.0,115.0,9.0,ML,,,,3.6,0.1,4,,,,,,
1551644,1968-12-28T04:05:53Z,-39.21,0.0,174.76,0.1,219.0,9.0,ML,,,,4.2,0.2,4,,,,,,
1551645,1968-12-28T07:43:35Z,-41.73,0.0,171.96,0.1,12.0,0.0,ML,,,,4.1,0.2,7,,,,,,
1551646,1968-12-28T12:02:44Z,-38.4,0.1,175.86,0.1,171.0,14.0,ML,,,,3.8,0.2,3,,,,,,
1551647,1968-12-28T23:45:13Z,-36.74,0.1,177.78,0.2,267.0,15.0,ML,,,,4.1,0.2,4,,,,,,
1551648,1968-12-29T21:01:45Z,-37.97,0.0,177.51,0.0,33.0,0.0,ML,,,,3.2,0.1,3,,,,,,
1551649,1968-12-30T04:05:29Z,-38.1,0.0,176.63,0.0,163.0,6.0,ML,,,,3.8,0.2,4,,,,,,
1551650,1968-12-31T02:06:54Z,-41.95,0.0,171.91,0.1,12.0,0.0,ML,,,,3.8,0.2,5,,,,,,
