PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1558609,1977-07-01T02:56:05Z,-45.09,0.0,167.58,0.0,130.0,2.0,ML,4.0,0.2,3
1558611,1977-07-02T03:32:25Z,-37.36,0.0,179.36,0.1,33.0,0.0,ML,4.1,0.3,10
1558612,1977-07-02T13:12:17Z,-41.03,0.0,173.99,0.0,12.0,0.0,ML,3.3,0.3,5
1582656,1977-07-03T09:30:28Z,-44.35,0.0,169.97,0.1,14.0,6.0,ML,1.8,0.2,3
1582657,1977-07-03T14:16:24Z,-43.74,0.0,169.66,0.0,6.0,0.0,ML,2.0,0.1,5
1558614,1977-07-04T03:04:58Z,-38.84,0.0,176.23,0.0,12.0,0.0,ML,2.1,nan,1
1558615,1977-07-04T06:27:44Z,-37.84,0.0,177.39,0.0,33.0,0.0,ML,3.7,0.3,6
1558617,1977-07-05T08:42:58Z,-41.68,0.0,174.17,0.0,12.0,0.0,ML,3.0,0.3,3
1558618,1977-07-05T08:51:42Z,-45.44,0.1,167.36,0.2,33.0,0.0,ML,4.3,0.3,5
1558619,1977-07-05T10:22:30Z,-41.69,0.0,174.16,0.0,12.0,0.0,ML,2.9,0.3,3
1558620,1977-07-05T11:34:40Z,-38.87,0.0,175.67,0.0,12.0,0.0,ML,2.8,0.3,6
1558621,1977-07-06T13:39:52Z,-40.85,0.0,172.8,0.0,175.0,6.0,ML,3.9,0.3,5
1558622,1977-07-06T16:59:37Z,-38.03,0.0,176.23,0.0,209.0,4.0,ML,4.1,0.2,6
1558623,1977-07-07T05:01:39Z,-38.36,0.0,177.01,0.0,33.0,0.0,ML,3.6,0.2,9
1582658,1977-07-08T02:15:27Z,-43.54,0.0,170.54,0.0,2.0,2.0,ML,2.7,0.1,8
1558625,1977-07-08T04:17:27Z,-45.31,0.0,167.23,0.1,12.0,0.0,ML,3.7,0.1,4
1558626,1977-07-08T10:31:52Z,-45.11,0.0,167.91,0.1,33.0,0.0,ML,3.2,0.1,3
1558627,1977-07-08T11:40:08Z,-41.59,0.0,173.33,0.0,12.0,0.0,ML,3.8,0.2,7
1558629,1977-07-08T20:15:37Z,-39.36,0.0,175.42,0.1,86.0,8.0,ML,3.9,0.2,4
1558630,1977-07-09T01:05:24Z,-41.29,0.1,173.39,0.1,127.0,11.0,ML,3.6,0.3,3
1558631,1977-07-09T01:34:44Z,-45.28,0.0,167.23,0.1,12.0,0.0,ML,3.9,0.1,5
1558632,1977-07-09T01:36:10Z,-45.32,0.0,167.15,0.1,12.0,0.0,ML,4.0,0.1,4
1582659,1977-07-09T05:39:57Z,-43.92,0.0,170.55,0.0,1.0,0.0,ML,1.5,0.2,4
1582660,1977-07-09T09:36:26Z,-44.53,0.0,170.03,0.0,7.0,1.0,ML,2.5,0.2,8
1558633,1977-07-10T20:16:45Z,-41.62,0.0,172.9,0.1,110.0,7.0,ML,3.7,nan,1
1558634,1977-07-11T15:40:59Z,-39.39,0.0,177.94,0.1,12.0,0.0,ML,4.1,0.2,9
1582661,1977-07-12T12:31:50Z,-44.0,0.0,170.42,0.0,12.0,1.0,ML,1.5,0.2,3
1582662,1977-07-12T13:30:23Z,-44.14,0.0,169.89,0.0,5.0,0.0,ML,1.3,0.2,5
1558636,1977-07-13T04:56:27Z,-40.24,0.1,173.49,0.1,191.0,9.0,ML,3.8,0.5,3
1558637,1977-07-13T11:28:21Z,-37.68,0.1,176.51,0.1,200.0,8.0,ML,4.1,0.3,5
1558638,1977-07-13T11:49:30Z,-37.82,0.0,176.67,0.1,170.0,6.0,ML,4.1,0.2,5
1582663,1977-07-13T15:26:04Z,-44.01,0.0,170.36,0.0,7.0,2.0,ML,1.5,0.1,4
1558639,1977-07-14T03:58:08Z,-45.48,0.1,167.26,0.1,72.0,10.0,ML,3.7,0.2,4
1582664,1977-07-14T04:44:24Z,-43.56,0.0,170.58,0.0,1.0,3.0,ML,2.1,0.2,3
1582665,1977-07-14T13:37:14Z,-44.19,0.0,169.67,0.0,6.0,3.0,ML,1.6,0.2,4
1558640,1977-07-14T13:38:03Z,-39.16,0.0,174.79,0.0,12.0,0.0,ML,3.8,0.2,6
1558641,1977-07-15T10:53:09Z,-44.59,0.0,168.04,0.0,12.0,0.0,ML,3.5,0.2,5
1582666,1977-07-15T15:16:10Z,-44.69,0.0,169.59,0.0,5.0,2.0,ML,2.1,0.1,3
1582667,1977-07-15T17:54:33Z,-43.8,0.0,169.49,0.0,6.0,0.0,ML,1.9,0.1,3
1558642,1977-07-15T22:12:11Z,-40.21,0.0,177.15,0.0,20.0,4.0,ML,4.3,0.3,9
1582668,1977-07-16T03:16:02Z,-44.54,0.0,170.03,0.0,4.0,2.0,ML,2.5,0.1,8
1582669,1977-07-16T05:44:26Z,-44.39,0.0,169.91,0.0,8.0,0.0,ML,1.8,0.1,6
1582670,1977-07-16T08:09:54Z,-44.01,0.0,170.42,0.0,11.0,1.0,ML,1.5,0.2,3
1558643,1977-07-17T03:12:38Z,-41.81,0.1,174.45,0.1,12.0,0.0,ML,4.0,0.4,5
1558644,1977-07-17T03:27:01Z,-46.07,0.1,167.26,0.1,33.0,0.0,ML,3.7,0.3,4
1582671,1977-07-17T03:31:12Z,-44.49,0.0,169.94,0.0,8.0,1.0,ML,1.7,0.1,7
1558645,1977-07-17T06:27:09Z,-38.79,0.0,176.13,0.0,12.0,0.0,ML,3.3,0.3,6
1558646,1977-07-17T19:17:53Z,-39.39,0.0,176.73,0.0,12.0,0.0,ML,3.3,0.2,7
1558647,1977-07-18T00:54:24Z,-37.43,0.1,176.67,0.1,283.0,6.0,ML,4.6,0.2,5
1558648,1977-07-18T03:18:47Z,-38.6,0.0,176.2,0.0,12.0,0.0,ML,2.4,0.1,1
1582672,1977-07-18T14:07:48Z,-44.48,0.0,170.22,0.0,8.0,1.0,ML,1.9,0.2,8
1558649,1977-07-18T19:57:13Z,-38.23,0.1,176.13,0.1,167.0,8.0,ML,4.1,0.2,5
1582673,1977-07-19T03:12:17Z,-43.73,0.0,169.73,0.0,2.0,5.0,ML,2.2,0.2,6
1558650,1977-07-19T20:57:23Z,-37.09,0.1,178.15,0.1,145.0,12.0,ML,4.4,0.2,2
1558651,1977-07-20T07:09:26Z,-37.21,0.1,177.09,0.2,321.0,10.0,ML,4.5,0.3,3
1582674,1977-07-20T11:54:44Z,-44.33,0.0,171.07,0.0,1.0,0.0,ML,1.9,0.1,7
1558652,1977-07-20T16:48:51Z,-37.34,0.1,176.79,0.2,270.0,13.0,ML,4.0,0.3,4
1582675,1977-07-21T23:21:21Z,-43.99,0.0,170.46,0.0,5.0,2.0,ML,2.1,0.1,5
1558653,1977-07-21T23:48:13Z,-41.89,0.0,174.56,0.1,12.0,0.0,ML,3.8,0.2,6
1558654,1977-07-22T01:37:53Z,-38.41,0.0,178.32,0.0,12.0,0.0,ML,4.2,0.3,7
1558655,1977-07-22T02:10:10Z,-38.52,0.0,178.44,0.1,12.0,0.0,ML,3.6,0.3,5
1558657,1977-07-22T15:41:55Z,-39.3,0.0,176.37,0.0,66.0,5.0,ML,3.7,0.2,5
1558659,1977-07-22T20:05:48Z,-41.49,0.0,173.31,0.0,33.0,0.0,ML,3.8,0.1,6
1558661,1977-07-23T02:18:49Z,-37.66,0.1,177.2,0.1,136.0,8.0,ML,4.5,0.3,5
1582677,1977-07-24T12:49:39Z,-43.72,0.0,170.03,0.0,8.0,2.0,ML,1.6,0.1,3
1582678,1977-07-24T17:03:39Z,-44.3,0.0,170.07,0.0,9.0,1.0,ML,1.8,0.2,9
1558662,1977-07-25T03:39:48Z,-39.09,0.1,174.71,0.1,214.0,8.0,ML,4.5,0.2,4
1582679,1977-07-25T18:34:27Z,-43.8,0.0,170.91,0.0,1.0,0.0,ML,2.8,0.1,7
1582680,1977-07-26T10:33:36Z,-44.13,0.0,169.9,0.0,8.0,1.0,ML,1.6,0.1,7
1582681,1977-07-28T13:19:34Z,-43.78,0.0,169.68,0.0,7.0,2.0,ML,1.8,0.1,5
1582682,1977-07-28T20:22:49Z,-44.01,0.0,169.26,0.0,57.0,3.0,ML,3.5,0.1,5
1582683,1977-07-28T22:16:53Z,-44.57,0.0,170.05,0.0,5.0,2.0,ML,1.7,0.1,6
1582684,1977-07-28T22:17:08Z,-44.58,0.0,169.97,0.0,10.0,0.0,ML,1.3,0.3,3
1582685,1977-07-28T23:39:16Z,-44.05,0.0,169.29,0.0,6.0,2.0,ML,2.2,0.1,6
1558666,1977-07-29T06:28:10Z,-41.18,0.0,172.16,0.0,12.0,0.0,ML,3.9,0.2,8
1558667,1977-07-29T10:32:26Z,-45.25,0.0,167.29,0.1,12.0,0.0,ML,3.4,0.5,3
1558668,1977-07-30T17:35:18Z,-39.53,0.0,173.6,0.0,12.0,0.0,ML,3.5,0.3,6
1558669,1977-07-30T19:11:04Z,-44.12,0.0,168.79,0.0,12.0,0.0,ML,3.3,0.3,6
1582686,1977-07-31T00:33:13Z,-44.36,0.0,169.52,0.0,7.0,2.0,ML,1.9,0.1,5
1558670,1977-07-31T04:38:51Z,-45.26,0.0,167.29,0.1,12.0,0.0,ML,3.4,0.4,3
1558671,1977-07-31T04:51:51Z,-36.85,0.1,177.87,0.1,214.0,9.0,ML,4.2,0.4,4
1558673,1977-07-31T10:53:48Z,-38.66,0.0,175.61,0.1,131.0,12.0,ML,3.4,0.3,3
1558674,1977-07-31T14:12:39Z,-40.63,0.0,174.22,0.0,33.0,0.0,ML,3.5,0.3,8
1558675,1977-07-31T16:52:29Z,-37.83,0.0,176.78,0.1,3.0,5.0,ML,4.7,0.2,8
1558676,1977-08-01T00:54:56Z,-39.7,0.0,176.4,0.1,12.0,0.0,ML,4.0,0.2,4
1558677,1977-08-02T09:53:50Z,-35.37,0.1,179.13,0.1,33.0,0.0,ML,4.3,0.3,9
1558678,1977-08-02T10:16:45Z,-37.86,0.1,176.78,0.1,6.0,9.0,ML,3.4,0.3,4
1558679,1977-08-02T10:38:02Z,-37.8,0.1,176.77,0.1,11.0,6.0,ML,3.4,0.3,4
1558681,1977-08-02T23:19:03Z,-35.2,0.1,178.69,0.4,301.0,29.0,ML,4.7,0.3,5
1558682,1977-08-03T00:09:46Z,-38.57,0.1,176.53,0.1,87.0,16.0,ML,3.7,0.2,5
1558683,1977-08-04T09:54:29Z,-37.04,0.1,178.82,0.1,124.0,13.0,ML,4.1,0.3,5
1558685,1977-08-05T10:48:00Z,-37.32,0.1,177.28,0.1,141.0,16.0,ML,3.7,0.1,5
1558687,1977-08-06T02:36:48Z,-39.46,0.0,173.54,0.1,12.0,0.0,ML,3.9,0.3,6
1558688,1977-08-06T07:29:30Z,-37.81,0.1,176.78,0.0,12.0,0.0,ML,3.8,0.2,2
1582687,1977-08-06T10:29:03Z,-44.36,0.0,170.09,0.0,8.0,1.0,ML,2.4,0.2,6
1558689,1977-08-06T14:13:23Z,-37.82,0.0,176.8,0.0,12.0,0.0,ML,4.0,0.4,5
1558691,1977-08-06T22:09:05Z,-37.85,0.0,176.77,0.0,12.0,0.0,ML,3.6,0.3,2
1558692,1977-08-07T04:29:48Z,-37.78,0.0,176.81,0.0,12.0,0.0,ML,4.4,0.4,9
1558693,1977-08-07T04:34:38Z,-37.85,0.0,176.79,0.0,12.0,0.0,ML,3.5,0.2,4
1558694,1977-08-07T04:54:04Z,-37.83,0.0,176.84,0.0,12.0,0.0,ML,3.8,0.3,4
1558695,1977-08-07T05:08:45Z,-37.81,0.0,176.81,0.0,12.0,0.0,ML,3.5,0.2,4
1558696,1977-08-07T05:56:17Z,-37.8,0.1,176.84,0.0,12.0,0.0,ML,3.4,0.3,4
1558697,1977-08-07T07:02:59Z,-37.79,0.1,176.8,0.0,12.0,0.0,ML,3.6,0.2,4
1558698,1977-08-07T07:58:27Z,-37.81,0.0,176.83,0.0,12.0,0.0,ML,3.4,0.3,4
1558699,1977-08-07T09:46:11Z,-37.86,0.1,176.84,0.0,12.0,0.0,ML,3.7,0.2,4
1558700,1977-08-07T11:15:58Z,-37.82,0.1,176.81,0.0,12.0,0.0,ML,3.6,0.2,6
1558701,1977-08-07T11:21:49Z,-37.85,0.1,176.84,0.0,12.0,0.0,ML,3.5,0.2,4
1558702,1977-08-08T09:51:09Z,-38.03,0.0,176.8,0.0,122.0,3.0,ML,4.1,0.2,6
1558704,1977-08-10T00:36:10Z,-40.5,0.0,177.03,0.1,12.0,0.0,ML,3.7,0.1,8
1558705,1977-08-10T09:40:41Z,-37.57,0.1,177.51,0.1,98.0,10.0,ML,3.2,0.2,5
1558706,1977-08-11T14:47:56Z,-38.35,0.0,175.54,0.0,257.0,5.0,ML,5.6,0.4,3
1558707,1977-08-11T15:10:49Z,-40.15,0.0,174.9,0.0,12.0,0.0,ML,2.7,0.2,5
1582690,1977-08-11T19:10:17Z,-44.0,0.0,170.38,0.0,3.0,2.0,ML,1.8,0.1,7
1582691,1977-08-12T04:10:50Z,-44.23,0.0,169.53,0.0,8.0,1.0,ML,2.4,0.1,5
1558708,1977-08-13T03:03:38Z,-45.05,0.0,167.65,0.1,100.0,7.0,ML,4.7,0.2,4
1558709,1977-08-14T01:06:06Z,-39.21,0.0,177.21,0.0,12.0,0.0,ML,3.9,0.2,9
1558710,1977-08-14T14:02:03Z,-38.41,0.0,175.88,0.0,165.0,4.0,ML,3.6,0.4,6
1558711,1977-08-15T06:37:34Z,-42.54,0.0,173.64,0.0,33.0,0.0,ML,3.5,0.4,6
1558713,1977-08-15T20:32:13Z,-37.53,0.1,179.44,0.1,33.0,0.0,ML,4.2,0.1,7
1558714,1977-08-16T06:59:47Z,-37.6,0.0,176.51,0.0,188.0,5.0,ML,5.1,0.3,4
1558715,1977-08-16T13:26:20Z,-39.98,0.0,175.06,0.0,33.0,0.0,ML,3.5,0.2,7
1558716,1977-08-16T21:47:23Z,-36.51,0.1,177.56,0.1,184.0,16.0,ML,4.0,0.2,6
1558719,1977-08-17T03:13:29Z,-37.3,0.2,176.97,0.3,253.0,31.0,ML,3.7,0.2,5
1582692,1977-08-17T13:23:21Z,-43.77,0.0,169.65,0.0,4.0,2.0,ML,2.1,0.2,7
1582693,1977-08-18T09:47:25Z,-44.25,0.0,169.41,0.0,2.0,0.0,ML,2.4,0.1,3
1558721,1977-08-19T13:15:20Z,-40.44,0.0,174.4,0.1,12.0,0.0,ML,4.3,0.5,6
1558722,1977-08-19T16:33:26Z,-37.04,0.1,177.51,0.1,201.0,7.0,ML,4.1,0.3,6
