PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1556645,1975-07-02T03:01:35Z,-37.86,0.1,177.51,0.1,73.0,17.0,ML,3.6,0.2,6
1556646,1975-07-02T03:33:07Z,-37.86,0.1,176.01,0.1,264.0,8.0,ML,4.1,0.2,6
1581893,1975-07-03T02:53:51Z,-44.17,0.1,169.31,0.2,8.0,0.0,ML,2.6,0.2,4
1581894,1975-07-03T02:53:53Z,-44.31,0.0,169.73,0.0,2.0,0.0,ML,2.2,0.2,3
1556648,1975-07-03T16:17:58Z,-44.84,0.1,167.55,0.1,100.0,14.0,ML,4.4,0.2,7
1556649,1975-07-03T16:34:42Z,-38.47,0.0,175.96,0.1,178.0,6.0,ML,5.4,0.3,5
1556650,1975-07-03T18:25:27Z,-41.81,0.0,174.27,0.0,12.0,0.0,ML,4.5,0.3,11
1556652,1975-07-06T04:47:27Z,-36.78,0.1,177.5,0.1,274.0,7.0,ML,4.4,0.2,7
1556654,1975-07-07T02:31:22Z,-38.65,0.0,176.65,0.1,12.0,0.0,ML,3.6,0.8,3
1581895,1975-07-07T03:41:43Z,-44.42,0.0,169.78,0.0,11.0,2.0,ML,1.4,0.4,4
1556656,1975-07-07T12:27:51Z,-37.74,0.0,176.64,0.1,253.0,6.0,ML,4.3,0.3,8
1556657,1975-07-07T20:42:04Z,-38.03,0.0,176.66,0.1,160.0,7.0,ML,4.3,0.3,4
1581896,1975-07-08T04:42:51Z,-43.45,0.4,172.01,0.1,35.0,0.0,ML,3.5,nan,1
1556658,1975-07-08T12:42:23Z,-36.58,0.1,177.8,0.3,296.0,11.0,ML,4.2,0.1,5
1581897,1975-07-08T23:04:22Z,-43.58,0.0,170.32,0.0,6.0,3.0,ML,2.7,0.3,4
1581898,1975-07-08T23:04:27Z,-43.73,0.0,170.26,0.0,1.0,0.0,ML,2.6,0.2,3
1581899,1975-07-09T13:05:22Z,-43.76,0.0,169.58,0.0,4.0,2.0,ML,2.0,0.2,3
1556660,1975-07-12T02:42:46Z,-41.56,0.0,173.15,0.0,33.0,0.0,ML,5.2,0.3,17
1556661,1975-07-12T03:13:39Z,-42.3,0.0,172.86,0.0,12.0,0.0,ML,3.8,0.2,8
1581900,1975-07-12T06:29:15Z,-44.48,0.0,169.96,0.0,1.0,0.0,ML,1.4,0.2,3
1581901,1975-07-12T08:28:10Z,-43.93,0.0,169.66,0.0,4.0,2.0,ML,2.2,0.2,5
1556663,1975-07-14T04:55:30Z,-40.55,0.0,172.58,0.1,12.0,0.0,ML,3.8,0.2,6
1556664,1975-07-15T07:35:21Z,-38.63,0.0,176.14,0.0,12.0,0.0,ML,4.2,0.2,9
1556665,1975-07-16T11:31:55Z,-45.61,0.0,167.22,0.1,79.0,4.0,ML,3.6,0.3,8
