PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,M,M_Uncertainty,M_StationCount
1546771,1961-11-17T16:48:51Z,-39.22,0.1,177.78,0.2,12.0,0.0,ML,,,,4.2,0.4,6,,,,,,
1546772,1961-11-18T00:07:02Z,-38.97,0.1,176.97,0.1,12.0,0.0,ML,,,,3.6,nan,1,,,,,,
1546773,1961-11-19T04:15:38Z,-40.47,0.0,176.28,0.1,33.0,0.0,ML,,,,4.0,0.3,5,,,,,,
1546774,1961-11-19T08:46:26Z,-35.67,0.1,178.08,0.2,33.0,0.0,ML,,,,4.7,0.1,4,,,,,,
1546775,1961-11-19T14:20:41Z,-38.19,0.1,175.88,0.1,213.0,11.0,ML,,,,4.4,0.2,2,,,,,,
1546776,1961-11-20T17:25:05Z,-39.1,0.0,174.88,0.1,217.0,8.0,ML,,,,4.2,0.3,2,,,,,,
1546777,1961-11-21T10:38:06Z,-41.97,0.0,172.82,0.0,12.0,0.0,ML,,,,4.2,0.2,4,,,,,,
1546778,1961-11-22T02:49:55Z,-41.75,0.0,172.14,0.0,12.0,0.0,ML,,,,3.3,0.3,3,,,,,,
1546779,1961-11-22T18:07:15Z,-39.96,0.1,174.73,0.2,12.0,0.0,ML,,,,3.4,0.4,2,,,,,,
1546780,1961-11-23T21:03:35Z,-38.86,0.0,175.9,0.1,119.0,7.0,ML,,,,4.1,nan,1,,,,,,
1546781,1961-11-24T03:58:44Z,-41.71,0.1,174.93,0.1,12.0,0.0,ML,,,,3.9,0.1,2,,,,,,
1546782,1961-11-25T14:53:36Z,-37.92,0.0,177.84,0.2,259.0,12.0,ML,,,,4.8,nan,1,,,,,,
1546784,1961-11-27T07:04:01Z,-41.34,0.1,172.43,0.1,12.0,0.0,ML,,,,4.8,0.2,4,,,,,,
1546785,1961-11-27T07:24:19Z,-41.2,0.1,172.38,0.2,12.0,0.0,ML,,,,3.9,0.2,4,,,,,,
1546786,1961-11-29T12:06:08Z,-40.44,0.0,175.91,0.1,12.0,0.0,ML,,,,3.7,0.4,2,,,,,,
1546787,1961-11-29T23:15:55Z,-38.14,0.1,179.05,0.1,12.0,0.0,ML,,,,4.7,0.1,6,,,,,,
1546788,1961-12-01T14:50:14Z,-38.11,0.1,175.46,0.1,12.0,0.0,ML,,,,4.6,0.7,5,,,,,,
1546789,1961-12-01T15:23:40Z,-38.32,0.3,178.28,0.4,205.0,23.0,ML,,,,3.8,0.1,1,,,,,,
1546790,1961-12-09T04:26:04Z,-36.46,0.1,-179.95,0.1,12.0,0.0,ML,,,,5.1,0.2,3,,,,,,
1546792,1961-12-11T06:45:50Z,-38.39,0.0,176.13,0.1,151.0,5.0,ML,,,,4.1,nan,1,,,,,,
1546793,1961-12-12T14:15:01Z,-38.99,0.1,177.98,0.2,12.0,0.0,ML,,,,4.2,0.8,6,,,,,,
1546794,1961-12-19T03:29:02Z,-40.08,0.0,177.04,0.1,12.0,0.0,ML,,,,3.9,0.3,6,,,,,,
1546795,1961-12-20T23:26:00Z,-44.89,0.0,167.74,0.0,12.0,0.0,ML,,,,4.4,nan,1,,,,,,
1546797,1961-12-27T23:47:57Z,-41.51,0.1,176.11,0.1,12.0,0.0,Mw,6.5,nan,0,6.2,0.3,3,6.4,nan,0,,,
2183134,1961-12-27T23:58:23Z,-41.4,0.0,176.4,0.0,12.0,0.0,M,,,,,,,,,,3.9,nan,0
2183135,1961-12-28T00:14:37Z,-41.6,0.0,176.4,0.0,12.0,0.0,M,,,,,,,,,,4.4,nan,0
2183136,1961-12-28T00:40:15Z,-42.0,0.0,176.5,0.0,12.0,0.0,M,,,,,,,,,,4.9,nan,0
2183137,1961-12-28T01:44:11Z,-41.9,0.0,176.5,0.0,12.0,0.0,M,,,,,,,,,,3.6,nan,0
2183138,1961-12-28T03:24:48Z,-42.3,0.0,176.6,0.0,12.0,0.0,M,,,,,,,,,,4.0,nan,0
2183139,1961-12-28T05:38:09Z,-41.6,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,4.3,nan,0
2183140,1961-12-28T06:32:58Z,-41.8,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,4.0,nan,0
2183141,1961-12-28T09:13:08Z,-41.6,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183142,1961-12-28T09:42:50Z,-41.9,0.0,176.4,0.0,12.0,0.0,M,,,,,,,,,,3.7,nan,0
2183143,1961-12-28T10:08:02Z,-41.8,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.7,nan,0
2183144,1961-12-28T10:47:00Z,-41.7,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.8,nan,0
2183145,1961-12-28T11:57:51Z,-42.0,0.0,176.3,0.0,12.0,0.0,M,,,,,,,,,,3.6,nan,0
2183146,1961-12-28T12:46:00Z,-41.6,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,4.2,nan,0
2183147,1961-12-28T23:35:30Z,-41.9,0.0,175.5,0.0,12.0,0.0,M,,,,,,,,,,3.1,nan,0
2183148,1961-12-28T23:53:01Z,-42.0,0.0,175.6,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183149,1961-12-29T00:14:26Z,-39.8,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.1,nan,0
2183150,1961-12-29T02:26:48Z,-41.6,0.0,175.7,0.0,12.0,0.0,M,,,,,,,,,,3.2,nan,0
2183151,1961-12-29T05:54:15Z,-41.7,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.3,nan,0
2183152,1961-12-29T08:00:45Z,-41.8,0.0,175.6,0.0,12.0,0.0,M,,,,,,,,,,3.0,nan,0
2183153,1961-12-29T11:15:35Z,-41.5,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,2.9,nan,0
2183154,1961-12-29T13:27:17Z,-41.6,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.1,nan,0
2183155,1961-12-29T13:58:41Z,-41.1,0.0,174.4,0.0,12.0,0.0,M,,,,,,,,,,4.0,nan,0
2183156,1961-12-29T17:33:28Z,-41.5,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.1,nan,0
2183157,1961-12-29T19:46:10Z,-41.1,0.0,174.5,0.0,12.0,0.0,M,,,,,,,,,,2.8,nan,0
2183158,1961-12-29T23:11:58Z,-41.7,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.8,nan,0
2183159,1961-12-30T01:28:01Z,-41.6,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.7,nan,0
2183160,1961-12-30T02:15:00Z,-41.6,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.8,nan,0
2183161,1961-12-30T02:21:28Z,-41.8,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,4.0,nan,0
2183162,1961-12-30T02:25:38Z,-41.8,0.0,176.1,0.0,12.0,0.0,M,,,,,,,,,,3.6,nan,0
2183163,1961-12-30T04:14:25Z,-39.25,0.0,178.5,0.0,12.0,0.0,M,,,,,,,,,,4.4,nan,0
2183164,1961-12-30T08:47:05Z,-42.1,0.0,174.2,0.0,12.0,0.0,M,,,,,,,,,,3.1,nan,0
2183165,1961-12-30T09:09:20Z,-41.8,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.7,nan,0
2183166,1961-12-30T09:38:17Z,-41.7,0.0,176.1,0.0,12.0,0.0,M,,,,,,,,,,3.6,nan,0
2183167,1961-12-30T10:27:04Z,-41.5,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,2.9,nan,0
2183168,1961-12-30T12:14:20Z,-41.5,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.0,nan,0
2183169,1961-12-30T12:35:46Z,-41.7,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.3,nan,0
2183170,1961-12-30T13:00:15Z,-41.6,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183171,1961-12-30T14:38:13Z,-41.7,0.0,176.1,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183172,1961-12-30T15:47:35Z,-41.6,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.2,nan,0
2183173,1961-12-30T20:04:32Z,-41.4,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.0,nan,0
2183174,1961-12-30T20:06:23Z,-41.7,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.3,nan,0
2183175,1961-12-30T22:01:44Z,-41.5,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.2,nan,0
2183176,1961-12-30T22:54:49Z,-41.8,0.0,176.3,0.0,12.0,0.0,M,,,,,,,,,,4.0,nan,0
2183177,1961-12-31T00:45:06Z,-41.7,0.0,175.7,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183178,1961-12-31T05:19:33Z,-41.7,0.0,175.7,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183179,1961-12-31T06:14:52Z,-40.75,0.0,174.25,0.0,12.0,0.0,M,,,,,,,,,,2.7,nan,0
2183180,1961-12-31T10:40:36Z,-41.6,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.8,nan,0
2183181,1961-12-31T14:34:11Z,-41.8,0.0,176.0,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183182,1961-12-31T18:20:10Z,-41.6,0.0,175.7,0.0,12.0,0.0,M,,,,,,,,,,3.4,nan,0
2183183,1961-12-31T20:52:12Z,-41.7,0.0,175.8,0.0,12.0,0.0,M,,,,,,,,,,3.8,nan,0
2183184,1961-12-31T22:13:15Z,-39.2,0.0,175.9,0.0,12.0,0.0,M,,,,,,,,,,3.3,nan,0
