PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,M,M_Uncertainty,M_StationCount
2178106,1922-07-03T17:13:00Z,-39.0,0.0,176.0,0.0,25.0,0.0,MS,4.4,nan,0,,,,5.5,nan,0
2650485,1922-07-04T05:15:00Z,-38.6,0.0,176.0,0.0,5.0,0.0,Mw,,,,4.9,nan,0,,,
2650486,1922-07-14T03:56:00Z,-38.6,0.0,175.97,0.0,5.0,0.0,Mw,4.7,nan,0,5.1,nan,0,,,
2178107,1922-07-14T19:52:00Z,-39.0,0.0,176.0,0.0,25.0,0.0,M,,,,,,,5.8,nan,0
2178108,1922-07-16T12:30:00Z,-39.0,0.0,176.0,0.0,25.0,0.0,M,,,,,,,5.8,nan,0
2178109,1922-08-16T12:48:00Z,-42.0,0.0,174.0,0.0,25.0,0.0,M,,,,,,,5.5,nan,0
2650487,1922-09-05T02:33:00Z,-38.65,0.0,176.0,0.0,5.0,0.0,Mw,5.1,nan,0,5.4,nan,0,,,
2178110,1922-12-25T03:33:00Z,-43.0,0.0,173.0,0.0,20.0,0.0,Mw,6.4,nan,0,6.4,nan,0,,,
