PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1543707,1950-01-03T18:34:30Z,-33.97,0.2,176.49,0.2,33.0,0.0,ML,,,,5.8,0.3,2
1543708,1950-01-06T16:25:10Z,-40.17,0.0,174.9,0.1,33.0,0.0,ML,,,,3.6,0.2,2
1543709,1950-01-07T14:21:00Z,-41.11,0.0,174.56,0.0,40.0,0.0,ML,,,,5.4,nan,1
1543710,1950-01-07T14:28:54Z,-41.15,0.1,174.51,0.1,33.0,0.0,ML,,,,3.6,nan,0
1543711,1950-01-07T15:12:24Z,-40.95,0.0,174.4,0.0,33.0,0.0,ML,,,,3.1,nan,0
1543712,1950-01-07T16:17:17Z,-40.01,0.0,173.82,0.1,141.0,12.0,ML,,,,3.8,nan,0
1543713,1950-01-07T18:29:00Z,-40.53,0.1,174.98,0.2,33.0,0.0,ML,,,,3.5,nan,0
1543714,1950-01-07T21:36:43Z,-40.72,0.3,174.86,0.3,33.0,0.0,ML,,,,3.6,nan,0
1543715,1950-01-08T02:33:15Z,-41.11,0.0,174.33,0.0,12.0,0.0,ML,,,,3.4,0.4,2
1543716,1950-01-08T22:25:55Z,-41.19,0.0,174.31,0.0,33.0,0.0,ML,,,,3.6,0.2,2
1543717,1950-01-09T08:40:07Z,-38.29,0.1,177.64,0.1,110.0,8.0,ML,,,,5.3,0.1,2
1543718,1950-01-09T13:09:50Z,-37.36,0.1,176.83,0.1,309.0,6.0,ML,,,,5.1,0.1,2
1543719,1950-01-09T15:29:59Z,-40.85,0.0,174.67,0.0,33.0,0.0,ML,,,,3.5,0.4,2
1543720,1950-01-10T01:21:42Z,-41.26,0.0,174.34,0.0,33.0,0.0,ML,,,,4.1,nan,0
1543721,1950-01-12T20:48:18Z,-41.19,0.0,174.57,0.0,50.0,0.0,MS,4.9,nan,0,5.5,nan,0
1543722,1950-01-12T20:49:48Z,-41.19,0.0,174.65,0.0,50.0,0.0,ML,,,,5.5,nan,0
1543723,1950-01-12T20:59:14Z,-41.13,0.0,174.53,0.0,33.0,0.0,ML,,,,4.6,0.2,3
1543724,1950-01-12T21:29:16Z,-39.21,0.0,177.63,0.0,33.0,0.0,ML,,,,4.0,nan,0
1543725,1950-01-13T01:19:08Z,-41.14,0.1,174.56,0.0,33.0,0.0,ML,,,,3.5,nan,0
1543726,1950-01-13T05:30:37Z,-40.91,0.0,174.46,0.0,12.0,0.0,ML,,,,4.3,0.3,3
1543727,1950-01-13T06:56:40Z,-40.44,0.0,174.98,0.1,33.0,0.0,ML,,,,3.8,0.3,3
1543728,1950-01-13T07:52:33Z,-41.04,0.0,174.53,0.1,33.0,0.0,ML,,,,3.9,0.4,3
1543729,1950-01-13T10:13:26Z,-39.15,0.1,174.96,0.1,226.0,10.0,ML,,,,5.6,nan,0
1543730,1950-01-14T12:49:16Z,-41.1,0.0,174.33,0.0,12.0,0.0,ML,,,,3.9,0.4,3
1543731,1950-01-15T02:04:03Z,-40.82,0.1,174.43,0.1,12.0,0.0,ML,,,,4.1,0.2,4
1543732,1950-01-15T02:09:20Z,-41.03,0.0,174.34,0.0,12.0,0.0,ML,,,,3.2,0.2,2
1543733,1950-01-16T02:00:04Z,-40.97,0.0,-178.76,0.0,33.0,0.0,ML,,,,4.8,0.5,3
1543734,1950-01-16T11:38:10Z,-37.68,0.1,177.33,0.1,33.0,0.0,ML,,,,4.2,0.3,2
1543735,1950-01-16T18:43:02Z,-40.87,0.0,174.6,0.0,12.0,0.0,ML,,,,3.6,nan,0
1543736,1950-01-17T04:15:46Z,-38.87,0.0,175.82,0.0,142.0,4.0,ML,,,,5.0,nan,0
1543737,1950-01-19T19:10:57Z,-40.95,0.0,174.13,0.0,12.0,0.0,ML,,,,4.2,0.4,2
1543738,1950-01-19T20:27:51Z,-37.94,0.1,177.11,0.2,33.0,0.0,ML,,,,4.1,0.5,3
1543739,1950-01-21T02:13:02Z,-41.03,0.0,174.3,0.0,12.0,0.0,ML,,,,5.1,0.4,4
1543740,1950-01-21T22:54:55Z,-39.05,0.1,176.07,0.1,0.0,21.0,ML,,,,5.1,0.2,4
1543741,1950-01-22T05:58:00Z,-42.43,0.0,172.81,0.1,33.0,0.0,ML,,,,3.5,0.1,2
1543742,1950-01-23T10:20:24Z,-41.0,0.0,174.75,0.0,12.0,0.0,ML,,,,3.6,nan,0
1543743,1950-01-23T16:24:42Z,-40.96,0.0,172.72,0.0,0.0,3.0,ML,,,,4.0,0.1,2
1543744,1950-01-24T00:33:10Z,-41.09,0.1,175.84,0.1,33.0,0.0,ML,,,,4.4,0.1,4
1543745,1950-01-25T07:45:06Z,-39.03,0.1,177.28,0.1,81.0,8.0,ML,,,,4.3,nan,0
1543746,1950-01-28T05:21:09Z,-41.06,0.0,174.29,0.0,25.0,4.0,ML,,,,3.3,0.4,2
1543747,1950-01-30T09:04:39Z,-40.18,0.1,176.4,0.2,96.0,31.0,ML,,,,3.9,nan,0
1543748,1950-01-30T14:58:54Z,-41.45,0.0,174.32,0.0,33.0,0.0,ML,,,,2.9,nan,0
1543749,1950-01-31T19:21:36Z,-39.55,0.1,177.1,0.2,33.0,0.0,ML,,,,4.6,0.3,4
1543750,1950-02-01T03:35:03Z,-37.23,0.3,177.09,0.4,223.0,24.0,ML,,,,5.0,nan,0
1543751,1950-02-01T10:03:17Z,-41.52,0.1,174.9,0.1,12.0,0.0,ML,,,,3.6,nan,0
1543752,1950-02-01T10:17:35Z,-41.17,0.0,175.23,0.0,12.0,0.0,ML,,,,3.6,0.3,2
1543753,1950-02-01T12:54:33Z,-41.49,0.1,175.16,0.2,12.0,0.0,ML,,,,3.6,0.2,2
1543754,1950-02-01T19:13:43Z,-40.31,0.0,174.11,0.0,12.0,0.0,ML,,,,3.6,0.1,2
1543755,1950-02-02T02:22:09Z,-38.97,0.2,177.67,0.2,33.0,0.0,ML,,,,4.2,nan,0
1543756,1950-02-02T03:38:55Z,-41.2,0.1,174.14,0.0,12.0,0.0,ML,,,,2.6,nan,0
1543757,1950-02-03T16:06:16Z,-40.81,0.0,174.43,0.0,7.0,3.0,ML,,,,5.5,0.2,3
1543758,1950-02-04T04:24:54Z,-40.75,0.0,174.47,0.0,12.0,0.0,ML,,,,2.9,nan,0
1543759,1950-02-04T12:07:41Z,-39.35,0.1,176.5,0.2,20.0,8.0,ML,,,,3.5,nan,0
1543760,1950-02-04T12:52:49Z,-41.37,0.1,174.39,0.0,12.0,0.0,ML,,,,3.6,nan,0
1543761,1950-02-04T18:52:40Z,-41.15,0.0,174.29,0.0,11.0,1.0,ML,,,,3.6,nan,2
1543762,1950-02-05T01:23:42Z,-49.08,0.2,164.18,0.2,33.0,0.0,ML,,,,6.6,0.5,5
1543763,1950-02-06T09:22:06Z,-41.39,0.0,174.3,0.0,12.0,0.0,ML,,,,3.8,0.1,2
1543764,1950-02-06T10:40:41Z,-42.74,0.0,172.9,0.1,5.0,0.0,ML,,,,4.9,0.3,5
1543766,1950-02-06T23:53:14Z,-46.23,0.3,166.0,0.3,33.0,0.0,ML,,,,5.2,0.3,4
1543767,1950-02-07T13:40:01Z,-41.05,0.0,174.44,0.0,12.0,0.0,ML,,,,3.6,0.1,3
1543768,1950-02-10T17:20:22Z,-40.92,0.0,174.42,0.0,12.0,0.0,ML,,,,3.4,0.1,2
1543769,1950-02-11T02:45:42Z,-41.23,0.0,174.27,0.0,12.0,0.0,ML,,,,4.1,0.3,4
1543770,1950-02-12T14:23:38Z,-42.31,0.0,174.97,0.1,5.0,4.0,ML,,,,3.3,nan,0
1543771,1950-02-12T20:06:07Z,-41.58,0.0,172.04,0.1,12.0,0.0,ML,,,,4.1,0.2,4
1543772,1950-02-13T08:14:59Z,-38.92,0.0,175.79,0.0,138.0,8.0,ML,,,,4.6,0.1,2
1543773,1950-02-14T01:57:57Z,-39.84,0.0,172.96,0.0,12.0,0.0,ML,,,,3.5,nan,0
1543774,1950-02-14T15:17:26Z,-40.92,0.0,174.48,0.0,12.0,0.0,ML,,,,3.6,nan,2
1543775,1950-02-14T15:52:06Z,-39.96,0.0,173.26,0.0,12.0,0.0,ML,,,,3.5,0.1,2
1543776,1950-02-15T09:16:00Z,-41.15,0.0,172.62,0.1,12.0,3.0,ML,,,,4.0,0.1,3
1543777,1950-02-16T19:22:49Z,-38.66,0.1,176.01,0.1,33.0,0.0,ML,,,,4.1,nan,0
1543778,1950-02-17T01:15:05Z,-37.98,0.1,176.61,0.1,12.0,0.0,ML,,,,4.6,0.3,3
1543779,1950-02-17T17:10:22Z,-37.54,0.0,178.3,0.0,289.0,1.0,ML,,,,4.6,nan,2
1543780,1950-02-17T19:21:04Z,-40.2,0.0,174.27,0.0,1.0,4.0,ML,,,,4.5,0.2,4
1543781,1950-02-17T20:23:08Z,-40.91,0.1,175.74,0.1,7.0,8.0,ML,,,,4.2,0.1,4
1543782,1950-02-18T21:54:16Z,-41.98,0.0,172.34,0.1,0.0,5.0,ML,,,,4.1,0.2,4
1543783,1950-02-19T03:35:12Z,-41.04,0.2,174.36,0.1,10.0,6.0,ML,,,,3.6,0.6,3
1543784,1950-02-19T23:18:39Z,-40.1,0.1,176.35,0.1,33.0,0.0,ML,,,,3.6,0.1,2
1543785,1950-02-20T10:44:47Z,-37.67,0.2,177.38,0.2,289.0,16.0,ML,,,,5.5,0.1,2
1543786,1950-02-20T12:29:38Z,-43.22,0.1,169.89,0.1,18.0,7.0,ML,,,,4.3,0.2,3
1543787,1950-02-20T22:17:33Z,-41.2,0.0,172.84,0.0,8.0,0.0,ML,,,,3.4,nan,0
1543789,1950-02-22T04:27:35Z,-39.63,0.0,174.94,0.0,125.0,3.0,ML,,,,4.6,nan,2
1543790,1950-02-25T09:32:56Z,-39.01,0.1,178.48,0.1,11.0,13.0,ML,,,,4.8,0.3,7
1543791,1950-02-25T23:46:22Z,-41.56,0.0,172.8,0.0,115.0,0.0,ML,,,,3.4,nan,0
1543792,1950-02-28T18:58:41Z,-38.86,0.1,176.92,0.1,60.0,0.0,ML,,,,5.8,nan,0
1543793,1950-02-28T19:09:36Z,-39.06,0.1,176.9,0.1,12.0,0.0,ML,,,,3.6,nan,0
1543794,1950-03-01T21:16:23Z,-38.61,0.1,174.05,0.1,0.0,0.0,ML,,,,4.0,0.2,3
1543795,1950-03-03T18:25:01Z,-41.72,0.1,173.14,0.1,12.0,0.0,ML,,,,3.5,0.6,2
1543796,1950-03-03T23:02:59Z,-39.88,0.0,177.24,0.1,5.0,6.0,ML,,,,4.8,0.2,7
1543798,1950-03-05T14:14:16Z,-40.79,0.2,174.61,0.1,12.0,0.0,ML,,,,3.5,0.4,2
1543799,1950-03-05T15:14:04Z,-38.77,0.1,176.95,0.2,67.0,37.0,ML,,,,4.0,nan,0
1543800,1950-03-05T15:33:27Z,-42.67,0.0,174.28,0.0,12.0,2.0,ML,,,,4.1,0.2,3
1543801,1950-03-10T15:40:20Z,-40.87,0.0,173.03,0.0,12.0,0.0,ML,,,,2.9,0.4,2
1543802,1950-03-12T16:44:29Z,-39.05,0.0,176.64,0.0,33.0,0.0,ML,,,,4.9,0.2,7
1543803,1950-03-13T09:38:26Z,-40.54,0.0,174.0,0.1,70.0,18.0,ML,,,,5.6,nan,0
