PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1542648,1945-07-02T00:07:01Z,-39.32,0.1,174.98,0.1,205.0,13.0,ML,,,,4.7,0.2,2,,,
1542649,1945-07-05T21:18:32Z,-39.17,0.0,176.08,0.0,12.0,0.0,ML,,,,4.2,0.1,2,,,
1542650,1945-07-06T15:52:44Z,-42.68,0.0,173.28,0.1,12.0,0.0,ML,,,,4.8,0.2,5,,,
1542651,1945-07-08T18:02:20Z,-40.39,0.0,175.05,0.1,12.0,0.0,ML,,,,3.7,0.6,2,,,
1542652,1945-07-09T02:53:05Z,-42.85,0.0,172.62,0.0,12.0,0.0,ML,,,,4.1,0.3,2,,,
1542653,1945-07-12T00:45:21Z,-39.28,0.1,175.1,0.1,12.0,0.0,ML,,,,4.2,nan,0,,,
1542654,1945-07-20T23:56:57Z,-39.12,0.1,175.91,0.1,12.0,0.0,ML,,,,4.0,0.2,2,,,
1542655,1945-07-24T02:18:09Z,-41.74,0.1,172.82,0.1,12.0,0.0,ML,,,,3.7,nan,0,,,
1542656,1945-07-24T10:55:27Z,-41.7,0.0,174.7,0.0,12.0,0.0,ML,,,,4.0,nan,0,,,
1542657,1945-07-27T13:55:43Z,-38.29,0.1,176.95,0.1,12.0,0.0,ML,,,,4.6,nan,0,,,
1542658,1945-07-28T14:03:36Z,-39.12,0.0,176.9,0.0,12.0,0.0,ML,,,,4.3,0.1,2,,,
1542659,1945-07-30T12:30:05Z,-37.18,0.1,176.09,0.1,12.0,0.0,ML,,,,4.5,nan,0,,,
1542660,1945-08-10T15:07:54Z,-38.47,0.0,176.03,0.0,12.0,0.0,ML,,,,4.4,nan,0,,,
1542661,1945-08-13T02:20:43Z,-39.47,0.0,175.45,0.0,12.0,0.0,ML,,,,5.2,0.4,5,,,
1542662,1945-08-15T14:12:44Z,-40.2,0.0,175.0,0.0,12.0,0.0,ML,,,,3.8,0.2,2,,,
1542663,1945-08-16T21:55:42Z,-42.6,0.0,171.87,0.1,12.0,0.0,ML,,,,3.9,0.8,2,,,
1542664,1945-08-17T19:32:38Z,-41.14,0.0,174.02,0.0,12.0,0.0,ML,,,,3.9,0.4,2,,,
1542665,1945-08-17T23:38:19Z,-43.8,0.0,172.5,0.0,12.0,0.0,ML,,,,3.5,nan,0,,,
1542666,1945-08-23T12:51:36Z,-42.53,0.0,172.91,0.0,12.0,0.0,ML,,,,4.0,0.4,4,,,
1542667,1945-08-25T10:12:27Z,-42.5,0.0,172.8,0.0,12.0,0.0,ML,,,,3.5,nan,0,,,
1542668,1945-08-25T10:29:44Z,-42.64,0.0,172.79,0.1,12.0,0.0,ML,,,,3.8,nan,0,,,
1542669,1945-08-29T15:57:53Z,-42.63,0.0,172.73,0.0,12.0,0.0,ML,,,,4.7,0.3,3,,,
1542670,1945-08-29T16:27:14Z,-42.66,0.0,172.75,0.0,12.0,0.0,ML,,,,4.1,0.3,4,,,
1542671,1945-08-29T16:46:28Z,-42.6,0.0,172.7,0.0,12.0,0.0,ML,,,,3.1,nan,0,,,
