PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,MS,MS_Uncertainty,MS_StationCount,Md,Md_Uncertainty,Md_StationCount
1685163,1982-01-01T04:56:00Z,-40.96,0.0,175.27,0.0,33.0,3.0,ML,,,,1.9,0.1,8,,,,,,
1562499,1982-01-02T01:18:30Z,-41.34,0.1,176.48,0.1,12.0,0.0,ML,,,,4.0,0.3,7,,,,,,
1562500,1982-01-02T12:51:33Z,-38.07,0.0,176.77,0.1,94.0,8.0,ML,,,,3.2,0.2,3,,,,,,
1562501,1982-01-02T15:15:47Z,-39.81,0.0,174.03,0.1,148.0,7.0,ML,,,,3.7,0.2,6,,,,,,
1685164,1982-01-02T18:02:11Z,-41.13,0.0,175.19,0.0,27.0,0.0,ML,,,,1.7,0.1,5,,,,,,
1685165,1982-01-02T22:57:15Z,-41.16,0.0,175.25,0.0,30.0,1.0,ML,,,,2.2,0.1,5,,,,,,
1562502,1982-01-03T01:42:23Z,-35.66,0.1,178.79,0.1,196.0,13.0,ML,,,,3.9,0.1,3,,,,,,
1584278,1982-01-03T04:44:11Z,-43.74,0.0,170.57,0.0,2.0,0.0,ML,,,,2.3,0.1,2,,,,,,
1562503,1982-01-03T09:43:22Z,-40.34,0.1,178.88,0.1,33.0,0.0,ML,,,,3.5,0.1,5,,,,,,
1562504,1982-01-03T11:37:36Z,-36.91,0.1,177.49,0.1,195.0,8.0,ML,,,,4.2,0.2,6,,,,,,
1562505,1982-01-03T11:49:24Z,-38.96,0.0,178.18,0.1,33.0,0.0,ML,,,,4.3,0.3,6,,,,,,
1562506,1982-01-03T12:31:52Z,-40.84,0.1,172.34,0.1,12.0,0.0,ML,,,,3.5,0.1,5,,,,,,
1685166,1982-01-03T15:46:21Z,-40.7,0.0,175.18,0.0,38.0,5.0,ML,,,,2.1,0.1,4,,,,,,
1562507,1982-01-03T23:11:46Z,-40.18,0.0,175.58,0.0,12.0,0.0,ML,,,,3.8,0.5,5,,,,,,
1685167,1982-01-04T01:34:43Z,-41.77,0.0,174.27,0.1,15.0,5.0,ML,,,,2.4,0.1,4,,,,,,
1685168,1982-01-04T02:36:12Z,-40.64,0.0,175.0,0.0,35.0,0.0,ML,,,,2.0,0.1,2,,,,,,
1562508,1982-01-04T10:04:27Z,-38.26,0.0,176.26,0.1,173.0,7.0,ML,,,,3.7,0.4,7,,,,,,
1562509,1982-01-04T12:58:39Z,-36.7,0.1,177.63,0.1,184.0,10.0,ML,,,,5.0,0.2,4,,,,,,
1685169,1982-01-04T14:14:28Z,-41.15,0.0,174.81,0.0,31.0,0.0,ML,,,,1.9,0.1,6,,,,,,
