PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
1680608,1979-01-01T04:03:24Z,-41.07,0.0,174.78,0.0,51.0,2.0,ML,,,,1.9,0.2,4,,,
1680609,1979-01-01T04:07:49Z,-40.86,0.0,174.76,0.0,41.0,1.0,ML,,,,2.3,0.4,6,2.2,nan,1
1680610,1979-01-01T04:15:22Z,-41.38,0.0,174.22,0.0,38.0,3.0,ML,,,,2.3,0.1,3,,,
1680611,1979-01-01T04:30:46Z,-41.23,0.0,174.56,0.0,34.0,0.0,ML,,,,2.2,0.2,8,,,
1680612,1979-01-01T05:50:08Z,-41.26,0.0,174.66,0.0,29.0,0.0,ML,,,,1.7,0.2,8,,,
1680613,1979-01-01T07:15:10Z,-41.34,0.0,174.42,0.0,35.0,1.0,ML,,,,1.9,0.2,6,,,
1680615,1979-01-01T08:05:49Z,-41.69,0.0,174.49,0.0,50.0,2.0,ML,,,,2.2,0.1,6,,,
1680616,1979-01-01T08:43:56Z,-41.12,0.0,174.79,0.0,30.0,1.0,ML,,,,1.9,0.2,6,,,
1680617,1979-01-01T15:45:49Z,-40.89,0.0,174.43,0.0,66.0,3.0,ML,,,,2.0,0.2,6,,,
1583247,1979-01-01T20:40:34Z,-44.14,0.0,170.09,0.0,1.0,0.0,ML,,,,1.6,0.2,5,,,
1680618,1979-01-02T03:09:24Z,-41.23,0.0,174.63,0.0,28.0,1.0,ML,,,,2.1,0.2,7,,,
1583248,1979-01-02T09:45:38Z,-44.14,0.0,170.04,0.0,1.0,1.0,ML,,,,2.1,0.1,7,,,
1680619,1979-01-02T10:55:05Z,-41.36,0.0,175.12,0.0,28.0,1.0,ML,,,,1.9,0.2,7,,,
1559728,1979-01-02T19:11:50Z,-40.89,0.0,175.64,0.0,7.0,2.0,ML,,,,3.7,0.4,5,,,
1559729,1979-01-02T20:04:28Z,-40.96,0.0,175.5,0.0,10.0,2.0,ML,,,,3.7,0.4,5,,,
1680622,1979-01-02T20:51:52Z,-41.4,0.0,174.22,0.0,20.0,3.0,ML,,,,2.2,0.1,7,,,
1680623,1979-01-02T21:37:02Z,-41.34,0.0,175.11,0.0,25.0,0.0,ML,,,,1.4,0.3,6,,,
1680624,1979-01-03T15:41:17Z,-40.94,0.0,175.53,0.0,24.0,1.0,ML,,,,2.4,0.2,7,,,
1680625,1979-01-04T00:05:39Z,-41.2,0.0,174.89,0.0,20.0,1.0,ML,,,,1.2,0.2,6,,,
1583249,1979-01-04T00:25:49Z,-44.14,0.0,170.07,0.0,5.0,2.0,ML,,,,1.3,0.2,6,,,
1583250,1979-01-04T01:06:04Z,-44.13,0.0,170.06,0.0,4.0,3.0,ML,,,,1.5,0.2,5,,,
1583251,1979-01-04T01:06:14Z,-44.15,0.0,170.06,0.0,0.0,1.0,ML,,,,1.1,0.1,4,,,
1680626,1979-01-04T02:02:06Z,-40.87,0.0,174.9,0.0,55.0,1.0,ML,,,,1.8,0.2,4,,,
1680627,1979-01-04T03:13:35Z,-41.72,0.0,174.48,0.0,29.0,1.0,ML,,,,2.4,0.2,7,,,
1680628,1979-01-04T06:08:37Z,-41.04,0.0,174.61,0.0,56.0,2.0,ML,,,,2.2,0.1,5,,,
1680629,1979-01-04T16:26:01Z,-40.99,0.0,174.59,0.0,8.0,1.0,ML,,,,1.5,0.1,5,,,
1680630,1979-01-04T16:30:02Z,-41.2,0.0,174.88,0.0,20.0,2.0,ML,,,,1.6,0.2,5,,,
1583254,1979-01-04T16:43:20Z,-44.35,0.0,169.55,0.0,10.0,15.0,ML,,,,1.4,0.2,4,,,
1680631,1979-01-04T22:24:53Z,-41.34,0.0,174.5,0.0,23.0,2.0,ML,,,,1.7,0.2,5,,,
1680632,1979-01-05T09:05:39Z,-41.37,0.0,175.11,0.0,28.0,1.0,ML,,,,2.0,0.2,8,,,
1680633,1979-01-05T10:45:19Z,-41.51,0.0,174.5,0.0,26.0,2.0,ML,,,,2.1,0.2,4,,,
1559731,1979-01-05T15:42:25Z,-38.89,0.0,177.37,0.0,33.0,0.0,ML,,,,3.2,0.3,6,,,
1680634,1979-01-05T18:45:09Z,-40.92,0.0,175.45,0.0,24.0,2.0,ML,,,,2.0,0.3,6,,,
1680635,1979-01-06T02:05:39Z,-40.67,0.0,175.14,0.0,24.0,0.0,ML,,,,2.0,0.4,5,,,
1680636,1979-01-06T07:50:01Z,-41.54,0.0,174.81,0.0,18.0,1.0,ML,,,,2.4,nan,1,2.5,0.2,3
1559732,1979-01-06T08:33:21Z,-44.63,0.1,168.66,0.1,33.0,0.0,ML,,,,3.2,0.3,5,,,
1559733,1979-01-06T08:56:25Z,-43.16,0.0,170.63,0.1,33.0,0.0,ML,,,,3.0,0.1,4,,,
1559734,1979-01-06T10:25:29Z,-38.72,0.0,176.03,0.1,0.0,0.0,ML,,,,3.0,0.2,5,,,
1559735,1979-01-06T15:46:58Z,-39.74,0.0,174.3,0.1,173.0,6.0,ML,,,,3.8,0.3,6,,,
1680637,1979-01-06T16:20:01Z,-41.67,0.0,174.54,0.0,31.0,1.0,ML,,,,2.3,0.1,6,,,
1559736,1979-01-06T20:02:14Z,-37.09,0.1,177.22,0.1,33.0,0.0,ML,,,,4.0,0.4,4,,,
1680638,1979-01-06T20:10:19Z,-41.26,0.0,174.91,0.0,27.0,2.0,ML,,,,2.1,nan,1,2.4,0.1,2
1680639,1979-01-06T21:31:50Z,-41.25,0.0,174.91,0.0,26.0,1.0,ML,,,,1.7,0.1,7,,,
1559737,1979-01-07T03:04:08Z,-37.0,0.1,177.15,0.1,12.0,0.0,ML,,,,3.9,0.3,5,,,
1559738,1979-01-07T04:01:32Z,-41.56,0.0,173.14,0.1,33.0,0.0,ML,,,,4.8,0.4,6,,,
1559739,1979-01-07T10:37:13Z,-38.88,0.0,175.68,0.1,131.0,9.0,ML,,,,3.9,0.5,6,,,
1559741,1979-01-07T15:02:43Z,-39.23,0.0,175.16,0.0,12.0,0.0,ML,,,,4.1,0.2,7,,,
1680640,1979-01-07T15:30:41Z,-41.22,0.0,174.04,0.1,70.0,4.0,ML,,,,2.5,0.2,6,,,
1680641,1979-01-07T17:58:44Z,-40.98,0.0,175.56,0.0,30.0,2.0,ML,,,,2.2,0.2,7,,,
1583256,1979-01-07T23:46:22Z,-44.13,0.0,170.06,0.0,3.0,0.0,ML,,,,1.6,0.1,4,,,
1583257,1979-01-08T00:47:13Z,-43.58,0.0,170.55,0.0,10.0,0.0,ML,,,,2.5,0.1,7,,,
1680642,1979-01-08T08:49:12Z,-41.38,0.0,174.97,0.0,27.0,0.0,ML,,,,1.8,0.1,6,,,
1559742,1979-01-08T09:43:39Z,-38.63,0.0,176.08,0.0,0.0,0.0,ML,,,,3.5,0.2,6,,,
1559743,1979-01-08T09:44:32Z,-38.63,0.0,176.08,0.0,0.0,0.0,ML,,,,2.0,nan,0,,,
1559744,1979-01-08T09:51:12Z,-38.63,0.0,176.08,0.0,0.0,0.0,ML,,,,2.0,nan,0,,,
1680643,1979-01-08T13:54:35Z,-41.06,0.0,174.61,0.0,48.0,4.0,ML,,,,1.6,0.3,6,,,
1680644,1979-01-08T13:56:35Z,-40.98,0.0,175.13,0.0,29.0,2.0,ML,,,,1.6,0.4,4,,,
1583258,1979-01-08T19:57:06Z,-44.14,0.0,170.06,0.0,1.0,1.0,ML,,,,1.3,0.1,5,,,
1680645,1979-01-08T20:16:12Z,-41.35,0.0,175.05,0.0,26.0,1.0,ML,,,,1.6,0.3,7,,,
1559746,1979-01-08T23:36:15Z,-38.63,0.0,176.08,0.0,0.0,0.0,ML,,,,2.0,nan,0,,,
1680646,1979-01-09T02:13:23Z,-40.75,0.0,174.57,0.0,49.0,2.0,ML,,,,1.7,0.1,5,,,
1559747,1979-01-09T02:19:54Z,-36.42,0.3,177.41,0.2,66.0,61.0,ML,,,,3.7,nan,1,,,
1583259,1979-01-09T06:05:02Z,-43.55,0.0,170.67,0.0,5.0,0.0,ML,,,,2.4,0.3,8,,,
1583260,1979-01-09T06:10:29Z,-43.52,0.0,170.69,0.0,2.0,6.0,ML,,,,2.2,0.4,5,,,
1680647,1979-01-09T08:37:53Z,-40.87,0.0,174.96,0.0,42.0,2.0,ML,,,,2.5,0.2,3,2.3,0.1,2
1680648,1979-01-09T08:58:36Z,-41.45,0.0,175.08,0.0,15.0,0.0,ML,,,,2.0,0.1,6,,,
1680649,1979-01-09T11:16:29Z,-41.55,0.0,174.45,0.0,24.0,3.0,ML,,,,1.7,0.3,3,,,
1680650,1979-01-09T14:47:13Z,-40.59,0.0,174.73,0.0,40.0,2.0,ML,,,,2.3,0.2,5,,,
1559749,1979-01-09T23:27:07Z,-38.5,0.1,176.09,0.1,117.0,20.0,ML,,,,4.0,0.2,5,,,
1559750,1979-01-10T10:02:33Z,-41.54,0.0,175.03,0.1,33.0,0.0,ML,,,,4.3,0.5,6,,,
1680652,1979-01-10T10:04:11Z,-41.4,0.0,175.07,0.0,25.0,1.0,ML,,,,2.4,nan,1,,,
1680653,1979-01-10T10:05:47Z,-41.41,0.0,175.06,0.0,26.0,0.0,ML,,,,2.2,0.3,7,,,
1680654,1979-01-10T10:07:24Z,-41.4,0.0,175.06,0.0,26.0,1.0,ML,,,,1.8,0.2,6,,,
1680655,1979-01-10T10:07:41Z,-41.41,0.0,175.06,0.0,28.0,1.0,ML,,,,1.3,0.2,5,,,
1680656,1979-01-10T10:08:03Z,-41.41,0.0,175.06,0.0,25.0,0.0,ML,,,,1.6,0.2,7,,,
1680657,1979-01-10T10:09:56Z,-41.41,0.0,175.07,0.0,26.0,1.0,ML,,,,1.7,0.2,6,,,
1680658,1979-01-10T10:12:25Z,-41.4,0.0,175.07,0.0,26.0,0.0,ML,,,,1.4,0.2,6,,,
1680659,1979-01-10T10:12:59Z,-41.39,0.0,175.07,0.0,25.0,2.0,ML,,,,1.6,0.1,4,,,
1680660,1979-01-10T10:14:58Z,-41.41,0.0,175.07,0.0,27.0,1.0,ML,,,,1.5,0.1,3,,,
1583261,1979-01-10T10:15:20Z,-44.44,0.0,169.91,0.0,0.0,0.0,ML,,,,1.5,0.1,3,,,
1680661,1979-01-10T10:15:40Z,-41.41,0.0,175.07,0.0,27.0,1.0,ML,,,,1.4,0.2,5,,,
1680662,1979-01-10T10:18:17Z,-41.4,0.0,175.07,0.0,25.0,0.0,ML,,,,1.5,0.2,7,,,
1680663,1979-01-10T10:19:30Z,-41.42,0.0,175.07,0.0,28.0,0.0,ML,,,,1.4,0.3,4,,,
1680664,1979-01-10T10:20:25Z,-41.41,0.0,175.07,0.0,25.0,0.0,ML,,,,1.5,0.2,5,,,
1680665,1979-01-10T10:21:08Z,-41.41,0.0,175.06,0.0,27.0,1.0,ML,,,,1.5,0.1,3,,,
1680666,1979-01-10T10:31:27Z,-41.4,0.0,175.06,0.0,25.0,0.0,ML,,,,2.3,0.3,4,2.4,nan,1
1680667,1979-01-10T10:38:24Z,-41.4,0.0,175.07,0.0,26.0,1.0,ML,,,,1.6,0.1,6,,,
1680668,1979-01-10T10:49:07Z,-41.4,0.0,175.07,0.0,25.0,0.0,ML,,,,2.0,0.2,8,,,
1680669,1979-01-10T10:54:24Z,-41.41,0.0,175.07,0.0,26.0,0.0,ML,,,,1.7,0.1,7,,,
1680670,1979-01-10T10:57:08Z,-41.41,0.0,175.06,0.0,26.0,0.0,ML,,,,1.8,0.2,7,,,
1680671,1979-01-10T11:11:01Z,-41.41,0.0,175.06,0.0,25.0,0.0,ML,,,,1.7,0.1,7,,,
1680672,1979-01-10T11:24:28Z,-41.4,0.0,175.07,0.0,25.0,0.0,ML,,,,1.7,0.1,6,,,
1680673,1979-01-10T11:49:32Z,-41.41,0.0,175.07,0.0,25.0,0.0,ML,,,,1.5,0.2,5,,,
1680674,1979-01-10T11:51:52Z,-41.41,0.0,175.06,0.0,25.0,2.0,ML,,,,1.7,0.2,6,,,
1680675,1979-01-10T12:23:52Z,-41.41,0.0,175.06,0.0,26.0,0.0,ML,,,,1.6,0.1,7,,,
1680676,1979-01-10T13:51:09Z,-41.41,0.0,175.06,0.0,26.0,1.0,ML,,,,1.6,nan,1,,,
1680677,1979-01-10T13:51:09Z,-41.4,0.0,175.06,0.0,26.0,1.0,ML,,,,2.2,0.2,7,,,
1680678,1979-01-10T15:27:26Z,-41.41,0.0,175.06,0.0,27.0,1.0,ML,,,,1.6,0.1,5,,,
1680679,1979-01-10T17:26:07Z,-41.4,0.0,175.06,0.0,26.0,1.0,ML,,,,1.7,0.2,7,,,
1583262,1979-01-10T17:49:28Z,-43.52,0.0,170.69,0.0,1.0,6.0,ML,,,,2.4,0.2,5,,,
1680680,1979-01-10T18:32:56Z,-41.41,0.0,175.07,0.0,26.0,0.0,ML,,,,1.7,0.1,5,,,
1680681,1979-01-10T18:34:38Z,-41.27,0.0,174.87,0.0,20.0,1.0,ML,,,,1.4,0.1,5,,,
1680682,1979-01-10T18:41:34Z,-41.41,0.0,175.06,0.0,25.0,0.0,ML,,,,1.6,0.1,6,,,
1680683,1979-01-10T19:40:36Z,-41.4,0.0,175.06,0.0,24.0,1.0,ML,,,,2.3,0.2,4,2.2,nan,1
1680684,1979-01-10T20:23:32Z,-41.4,0.0,175.07,0.0,27.0,1.0,ML,,,,1.6,0.3,4,,,
1680685,1979-01-10T20:53:24Z,-40.83,0.0,173.88,0.1,42.0,2.0,ML,,,,2.3,0.1,4,,,
1680686,1979-01-10T21:25:50Z,-41.1,0.0,174.37,0.0,59.0,2.0,ML,,,,2.8,nan,2,2.8,0.2,4
1680687,1979-01-10T21:34:28Z,-41.4,0.0,175.06,0.0,26.0,1.0,ML,,,,2.2,0.2,6,,,
1680688,1979-01-10T23:02:49Z,-41.43,0.0,175.05,0.0,25.0,1.0,ML,,,,1.8,0.1,7,,,
1583263,1979-01-11T02:57:09Z,-44.14,0.0,170.05,0.0,4.0,3.0,ML,,,,1.5,0.2,4,,,
1680689,1979-01-11T05:13:51Z,-41.4,0.0,175.06,0.0,25.0,0.0,ML,,,,1.4,0.1,6,,,
1680690,1979-01-11T09:52:27Z,-41.41,0.0,175.07,0.0,26.0,0.0,ML,,,,1.3,0.2,6,,,
1680691,1979-01-11T09:55:28Z,-41.4,0.0,175.06,0.0,25.0,0.0,ML,,,,1.5,0.2,7,,,
1680692,1979-01-11T10:41:20Z,-41.41,0.0,175.06,0.0,25.0,0.0,ML,,,,1.5,0.2,7,,,
1559751,1979-01-11T11:51:11Z,-39.23,0.0,176.34,0.0,90.0,5.0,ML,,,,3.6,0.2,7,,,
1680693,1979-01-11T15:16:32Z,-40.86,0.0,175.3,0.0,26.0,1.0,ML,,,,2.0,0.3,5,,,
1680694,1979-01-11T16:10:13Z,-41.05,0.0,174.39,0.0,63.0,0.0,ML,,,,2.4,0.1,8,,,
1680695,1979-01-11T17:30:18Z,-41.16,0.0,174.59,0.0,64.0,2.0,ML,,,,1.6,0.2,4,,,
1680696,1979-01-11T18:32:30Z,-41.41,0.0,175.07,0.0,25.0,0.0,ML,,,,1.8,0.2,9,,,
1680697,1979-01-11T22:09:40Z,-40.91,0.0,175.03,0.0,38.0,2.0,ML,,,,1.5,0.2,4,,,
1559752,1979-01-12T04:45:46Z,-36.38,0.1,-179.99,0.2,33.0,0.0,ML,,,,4.3,0.3,6,,,
1680698,1979-01-12T04:59:37Z,-41.4,0.0,175.06,0.0,25.0,1.0,ML,,,,1.7,0.2,7,,,
1680699,1979-01-12T15:40:29Z,-41.24,0.0,174.89,0.0,30.0,1.0,ML,,,,1.7,0.2,7,,,
1559753,1979-01-13T00:12:25Z,-37.5,0.1,177.32,0.1,151.0,12.0,ML,,,,3.9,0.2,5,,,
1680700,1979-01-13T03:11:14Z,-41.41,0.0,175.07,0.0,25.0,0.0,ML,,,,1.7,0.2,9,,,
1680701,1979-01-13T03:40:35Z,-41.03,0.0,174.9,0.0,52.0,1.0,ML,,,,1.8,0.1,6,,,
1680702,1979-01-13T04:35:59Z,-41.09,0.0,174.87,0.0,27.0,1.0,ML,,,,1.9,0.2,8,,,
1559754,1979-01-13T06:14:35Z,-41.44,0.0,174.23,0.0,33.0,0.0,ML,,,,4.9,0.4,7,,,
1680704,1979-01-13T06:19:29Z,-41.33,0.0,174.23,0.0,35.0,1.0,ML,,,,2.0,0.2,7,,,
1680705,1979-01-13T06:21:12Z,-41.34,0.0,174.23,0.0,34.0,1.0,ML,,,,2.2,0.2,6,,,
1680706,1979-01-13T06:21:59Z,-41.35,0.1,174.23,0.1,33.0,3.0,ML,,,,1.9,0.1,4,,,
1680707,1979-01-13T06:23:29Z,-41.34,0.1,174.18,0.1,37.0,11.0,ML,,,,1.7,0.2,4,,,
1680708,1979-01-13T06:24:49Z,-41.36,0.0,174.21,0.0,34.0,1.0,ML,,,,1.9,0.2,5,,,
1680709,1979-01-13T06:28:43Z,-41.4,0.0,174.16,0.0,33.0,1.0,ML,,,,2.0,0.2,5,,,
1680710,1979-01-13T06:36:00Z,-41.37,0.0,174.21,0.1,33.0,2.0,ML,,,,1.8,0.3,6,,,
1680711,1979-01-13T06:44:03Z,-41.33,0.1,174.16,0.1,39.0,10.0,ML,,,,1.8,0.3,4,,,
1680712,1979-01-13T07:13:53Z,-41.34,0.0,174.18,0.0,37.0,2.0,ML,,,,2.5,0.2,5,2.5,nan,1
1680713,1979-01-13T07:39:38Z,-41.34,0.0,174.15,0.0,34.0,1.0,ML,,,,2.6,0.2,5,2.3,nan,2
1680714,1979-01-13T07:45:54Z,-41.39,0.0,174.07,0.0,38.0,3.0,ML,,,,1.9,0.2,4,,,
1680715,1979-01-13T07:56:43Z,-41.34,0.0,174.22,0.0,34.0,1.0,ML,,,,2.4,0.2,6,2.4,nan,1
1680716,1979-01-13T08:08:31Z,-40.85,0.0,174.72,0.0,54.0,3.0,ML,,,,2.0,0.2,5,,,
1680717,1979-01-13T09:00:16Z,-41.41,0.0,175.06,0.0,25.0,0.0,ML,,,,1.9,0.1,9,,,
1680718,1979-01-13T09:35:24Z,-41.39,0.0,174.12,0.0,35.0,1.0,ML,,,,1.7,0.3,6,,,
1680719,1979-01-13T09:55:52Z,-41.4,0.0,174.2,0.0,33.0,1.0,ML,,,,1.6,0.2,6,,,
1680720,1979-01-13T10:18:48Z,-41.41,0.0,174.1,0.0,35.0,1.0,ML,,,,1.8,0.2,5,,,
1680721,1979-01-13T11:20:58Z,-41.35,0.0,174.19,0.0,35.0,1.0,ML,,,,2.0,0.1,9,,,
1680722,1979-01-13T13:27:40Z,-41.38,0.0,174.17,0.0,34.0,1.0,ML,,,,1.8,0.2,7,,,
1680723,1979-01-13T13:43:25Z,-41.4,0.1,174.2,0.0,33.0,2.0,ML,,,,1.6,0.2,5,,,
1559755,1979-01-13T14:27:37Z,-41.39,0.0,174.17,0.0,33.0,0.0,ML,,,,3.7,0.2,5,,,
1680724,1979-01-13T20:15:50Z,-41.34,0.0,174.21,0.0,36.0,1.0,ML,,,,2.7,0.1,2,2.4,0.1,5
1680725,1979-01-13T20:44:52Z,-41.35,0.0,174.22,0.0,35.0,1.0,ML,,,,2.6,0.1,2,2.5,0.1,4
1680726,1979-01-13T21:12:35Z,-41.38,0.1,174.2,0.1,34.0,2.0,ML,,,,1.5,0.2,6,,,
1680727,1979-01-13T21:21:40Z,-41.42,0.1,174.18,0.1,33.0,2.0,ML,,,,1.3,0.2,5,,,
1680728,1979-01-14T01:51:22Z,-41.33,0.0,174.24,0.1,34.0,1.0,ML,,,,1.9,0.1,7,,,
1680729,1979-01-14T01:53:38Z,-41.29,0.0,174.27,0.0,33.0,1.0,ML,,,,2.4,0.1,7,2.4,nan,1
1680730,1979-01-14T02:08:58Z,-41.4,0.0,175.07,0.0,26.0,1.0,ML,,,,1.5,0.2,7,,,
1680731,1979-01-14T02:23:41Z,-41.34,0.0,174.23,0.1,34.0,2.0,ML,,,,1.8,0.2,7,,,
1680732,1979-01-14T02:53:12Z,-41.41,0.0,175.07,0.0,29.0,1.0,ML,,,,1.4,0.2,5,,,
1680733,1979-01-14T03:22:46Z,-41.37,0.0,174.21,0.0,34.0,1.0,ML,,,,2.1,0.2,8,,,
1680734,1979-01-14T03:47:45Z,-41.16,0.0,174.46,0.0,35.0,2.0,ML,,,,1.7,0.2,8,,,
1680735,1979-01-14T03:55:02Z,-41.3,0.1,174.16,0.1,41.0,7.0,ML,,,,2.0,0.5,4,,,
1680736,1979-01-14T05:37:08Z,-41.1,0.0,175.57,0.0,13.0,1.0,ML,,,,2.2,0.2,5,,,
1680737,1979-01-14T10:10:39Z,-41.42,0.1,174.19,0.1,33.0,3.0,ML,,,,1.6,0.1,3,,,
1680738,1979-01-14T10:55:55Z,-41.18,0.0,175.07,0.0,19.0,1.0,ML,,,,1.2,0.1,6,,,
1680739,1979-01-14T14:24:27Z,-41.32,0.0,174.22,0.0,33.0,1.0,ML,,,,2.4,0.2,5,2.5,0.3,2
1680740,1979-01-14T14:27:37Z,-41.38,0.0,174.2,0.0,34.0,1.0,ML,,,,3.9,nan,1,3.9,0.2,6
1680741,1979-01-14T14:49:29Z,-41.4,0.0,174.13,0.0,34.0,1.0,ML,,,,1.4,0.2,4,,,
1680742,1979-01-14T16:48:50Z,-41.33,0.1,174.23,0.1,34.0,2.0,ML,,,,2.1,0.1,5,,,
1680743,1979-01-14T17:08:02Z,-41.43,0.1,174.18,0.1,33.0,2.0,ML,,,,1.6,0.2,4,,,
1680744,1979-01-15T07:10:21Z,-41.27,0.0,174.63,0.0,28.0,1.0,ML,,,,1.8,0.1,6,,,
1559756,1979-01-15T10:21:49Z,-38.4,0.0,175.78,0.1,191.0,7.0,ML,,,,4.2,0.4,6,,,
1559757,1979-01-15T15:51:03Z,-37.33,0.1,176.96,0.1,12.0,0.0,ML,,,,4.2,0.3,6,,,
1680745,1979-01-15T18:17:27Z,-41.18,0.0,175.07,0.0,27.0,2.0,ML,,,,1.6,0.1,4,,,
1680746,1979-01-15T19:13:14Z,-41.29,0.0,174.24,0.0,34.0,1.0,ML,,,,2.4,0.1,7,2.3,nan,1
1559758,1979-01-15T19:36:17Z,-40.14,0.0,174.92,0.0,12.0,0.0,ML,,,,3.7,0.1,3,,,
1680747,1979-01-15T21:44:56Z,-41.15,0.0,174.65,0.0,32.0,2.0,ML,,,,1.9,0.2,7,,,
