PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1549655,1967-07-01T02:55:49Z,-41.19,0.1,173.19,0.1,119.0,13.0,ML,3.7,0.3,3
1549656,1967-07-01T16:12:50Z,-38.29,0.1,176.22,0.1,12.0,0.0,ML,4.0,0.3,5
1549657,1967-07-01T17:49:34Z,-38.43,0.0,176.33,0.0,12.0,0.0,ML,3.3,0.3,4
1549658,1967-07-02T19:44:20Z,-38.07,0.1,176.29,0.1,185.0,9.0,ML,4.0,0.3,5
1549659,1967-07-02T22:01:43Z,-40.52,0.1,174.23,0.1,80.0,23.0,ML,3.9,0.2,3
1549661,1967-07-06T09:40:26Z,-41.97,0.1,174.23,0.1,12.0,0.0,ML,4.1,0.4,7
1549662,1967-07-06T21:01:25Z,-40.23,0.1,173.37,0.1,182.0,22.0,ML,3.9,0.1,3
1549663,1967-07-07T11:51:38Z,-39.16,0.1,175.3,0.1,153.0,14.0,ML,3.6,0.3,3
1549665,1967-07-08T10:08:03Z,-44.99,0.0,167.65,0.0,96.0,5.0,ML,3.3,0.2,4
1549667,1967-07-09T02:46:13Z,-37.41,0.1,177.46,0.1,175.0,10.0,ML,3.9,0.3,4
1549668,1967-07-10T07:23:31Z,-45.84,0.0,167.36,0.1,64.0,6.0,ML,4.3,0.1,6
1549669,1967-07-11T03:23:40Z,-44.86,0.1,166.89,0.1,33.0,0.0,ML,3.9,0.1,6
1549670,1967-07-11T05:12:23Z,-38.95,0.0,175.42,0.1,12.0,0.0,ML,3.9,0.5,7
1549671,1967-07-11T06:22:55Z,-38.95,0.0,175.67,0.0,12.0,0.0,ML,3.0,0.2,2
1549672,1967-07-11T07:56:09Z,-43.26,0.0,170.94,0.1,12.0,0.0,ML,4.4,0.3,12
1549673,1967-07-11T08:19:53Z,-38.95,0.0,175.67,0.0,12.0,0.0,ML,3.2,0.2,2
1549674,1967-07-11T08:54:44Z,-38.95,0.0,175.75,0.0,12.0,0.0,ML,3.2,0.2,2
1549675,1967-07-11T13:16:21Z,-41.34,0.1,173.57,0.1,12.0,0.0,ML,5.0,0.4,16
1549676,1967-07-12T05:05:22Z,-42.38,0.1,174.43,0.1,12.0,0.0,ML,3.6,0.3,7
1549677,1967-07-12T20:51:41Z,-37.21,0.1,177.37,0.0,33.0,0.0,ML,3.6,0.3,6
1549678,1967-07-13T23:59:53Z,-39.64,0.1,179.31,0.3,33.0,0.0,ML,3.8,0.4,7
1549679,1967-07-15T18:03:48Z,-45.46,0.1,166.24,0.2,33.0,0.0,ML,4.2,0.2,8
1549680,1967-07-16T08:55:06Z,-45.15,0.1,167.47,0.1,84.0,16.0,ML,3.6,0.6,6
1549681,1967-07-17T15:42:16Z,-45.14,0.0,167.63,0.1,112.0,9.0,ML,3.6,0.3,6
