PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1544026,1951-01-02T04:47:10Z,-38.68,0.2,175.38,0.2,100.0,0.0,ML,,,,4.7,0.4,2
1544027,1951-01-05T00:25:34Z,-41.88,0.0,172.8,0.0,33.0,0.0,ML,,,,5.2,0.3,4
1544028,1951-01-08T11:11:11Z,-41.31,0.0,173.46,0.0,33.0,0.0,ML,,,,3.6,0.4,4
1544029,1951-01-10T14:19:54Z,-42.9,0.0,173.22,0.0,12.0,0.0,ML,,,,4.8,0.3,4
1544030,1951-01-10T15:24:15Z,-42.85,0.0,173.24,0.1,12.0,0.0,ML,,,,3.9,0.3,3
1544031,1951-01-10T19:13:11Z,-42.78,0.0,173.18,0.0,12.0,0.0,ML,,,,4.6,0.3,4
1544032,1951-01-10T19:15:18Z,-42.79,0.0,173.18,0.1,12.0,0.0,MS,5.9,nan,0,5.5,0.4,2
1544033,1951-01-10T19:23:13Z,-42.79,0.0,173.22,0.1,12.0,0.0,ML,,,,5.0,0.5,5
1544034,1951-01-10T19:34:25Z,-42.79,0.0,173.11,0.1,12.0,0.0,ML,,,,4.0,0.2,4
1544035,1951-01-10T19:36:43Z,-42.79,0.0,173.14,0.0,12.0,0.0,ML,,,,4.0,0.1,3
1544036,1951-01-10T19:55:59Z,-43.7,0.2,174.5,0.3,33.0,0.0,ML,,,,4.1,0.3,3
1544037,1951-01-10T20:11:41Z,-42.84,0.0,173.08,0.1,12.0,0.0,ML,,,,4.5,0.4,4
1544038,1951-01-10T21:01:50Z,-42.99,0.0,173.35,0.0,33.0,0.0,ML,,,,3.8,0.3,3
1544039,1951-01-10T21:05:48Z,-42.96,0.1,173.33,0.0,12.0,0.0,ML,,,,4.5,0.3,3
1544040,1951-01-10T21:33:55Z,-42.84,0.1,173.3,0.1,12.0,0.0,ML,,,,4.2,0.4,3
1544041,1951-01-10T23:32:19Z,-42.8,0.0,173.11,0.0,12.0,0.0,ML,,,,3.9,0.2,4
1544042,1951-01-11T12:46:02Z,-42.8,0.0,173.17,0.0,12.0,0.0,ML,,,,4.8,0.3,4
1544043,1951-01-11T12:54:29Z,-42.78,0.0,173.19,0.0,12.0,0.0,ML,,,,4.6,0.3,4
1544044,1951-01-11T12:55:16Z,-42.78,0.1,173.12,0.1,12.0,0.0,ML,,,,4.6,0.2,4
1544045,1951-01-11T19:16:39Z,-42.77,0.0,173.19,0.0,12.0,0.0,ML,,,,3.6,0.3,3
1544046,1951-01-11T19:26:04Z,-42.82,0.0,173.16,0.0,12.0,0.0,ML,,,,4.3,0.4,4
1544047,1951-01-11T19:39:12Z,-42.73,0.0,173.11,0.0,12.0,0.0,ML,,,,3.9,0.1,4
1544048,1951-01-12T02:48:42Z,-42.83,0.0,173.27,0.1,12.0,0.0,ML,,,,4.6,0.3,4
1544049,1951-01-12T04:06:34Z,-42.77,0.0,173.22,0.0,12.0,0.0,ML,,,,4.0,0.2,4
1544050,1951-01-12T08:22:38Z,-42.71,0.0,173.08,0.0,12.0,0.0,ML,,,,4.1,0.2,4
1544051,1951-01-12T10:42:41Z,-42.73,0.0,173.1,0.0,12.0,0.0,ML,,,,5.3,0.2,4
1544052,1951-01-12T11:16:27Z,-42.69,0.0,173.08,0.1,12.0,0.0,ML,,,,4.2,0.1,4
1544053,1951-01-12T11:48:37Z,-38.48,0.2,176.54,0.2,262.0,13.0,ML,,,,5.2,0.1,2
1544054,1951-01-12T15:09:14Z,-41.2,0.0,172.73,0.0,12.0,0.0,ML,,,,3.7,0.1,2
1544055,1951-01-12T20:09:17Z,-42.75,0.0,173.12,0.1,12.0,0.0,ML,,,,4.5,0.4,4
1544056,1951-01-13T00:53:18Z,-42.8,0.0,173.2,0.0,12.0,0.0,ML,,,,3.5,nan,0
1544057,1951-01-13T00:53:53Z,-42.8,0.0,173.2,0.0,12.0,0.0,ML,,,,3.7,0.2,4
1544058,1951-01-13T02:19:16Z,-42.7,0.0,173.04,0.1,12.0,0.0,ML,,,,3.7,0.1,3
1544059,1951-01-13T06:41:48Z,-42.8,0.0,173.2,0.0,12.0,0.0,ML,,,,5.2,0.4,5
1544060,1951-01-13T16:41:21Z,-42.73,0.0,173.0,0.1,12.0,0.0,ML,,,,3.8,0.2,2
1544061,1951-01-13T19:36:33Z,-42.79,0.1,173.05,0.1,12.0,0.0,ML,,,,5.2,0.2,4
1544062,1951-01-13T19:43:04Z,-42.75,0.0,172.92,0.1,12.0,0.0,ML,,,,4.3,0.2,4
1544063,1951-01-13T21:50:25Z,-42.7,0.1,172.99,0.1,12.0,0.0,ML,,,,4.3,0.2,4
1544064,1951-01-14T00:21:16Z,-41.61,0.0,174.43,0.0,33.0,0.0,ML,,,,3.4,nan,1
1544065,1951-01-14T06:52:09Z,-38.5,0.0,177.0,0.0,33.0,0.0,ML,,,,3.6,nan,1
1544066,1951-01-15T02:36:50Z,-42.58,0.0,173.12,0.1,12.0,0.0,ML,,,,3.9,0.4,3
1544067,1951-01-15T04:05:57Z,-42.78,0.0,173.15,0.0,12.0,0.0,ML,,,,4.6,0.2,3
