PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1545615,1957-07-03T06:10:16Z,-40.11,0.1,175.1,0.1,12.0,0.0,ML,,,,4.1,0.2,5
1545616,1957-07-05T12:40:32Z,-42.3,0.0,173.44,0.0,33.0,0.0,ML,,,,4.3,0.1,4
1545617,1957-07-09T21:33:16Z,-41.36,0.0,173.31,0.0,100.0,3.0,ML,,,,4.5,0.3,2
1545619,1957-07-13T10:00:55Z,-39.52,0.1,174.33,0.1,254.0,13.0,ML,,,,4.2,0.4,2
1545620,1957-07-16T15:03:30Z,-35.35,0.2,178.03,0.4,286.0,32.0,ML,,,,4.6,0.1,2
1545621,1957-07-17T13:54:32Z,-41.72,0.1,174.48,0.0,12.0,0.0,ML,,,,3.9,0.3,4
1545622,1957-07-20T14:00:32Z,-39.32,0.0,175.67,0.1,71.0,10.0,ML,,,,4.2,0.1,2
1545631,1957-08-02T02:09:35Z,-37.98,0.1,177.9,0.2,12.0,0.0,ML,,,,4.3,0.1,5
1545632,1957-08-02T02:12:44Z,-38.67,0.1,177.14,0.4,12.0,0.0,ML,,,,5.0,0.2,6
1545633,1957-08-02T03:03:16Z,-38.3,0.0,177.6,0.0,33.0,0.0,ML,,,,3.0,nan,1
1545634,1957-08-02T07:05:23Z,-38.16,0.1,177.99,0.2,33.0,0.0,ML,,,,4.0,0.2,3
1545635,1957-08-02T13:00:59Z,-38.3,0.1,178.1,0.2,12.0,0.0,ML,,,,4.7,0.2,7
1545636,1957-08-02T18:52:21Z,-38.3,0.0,177.6,0.0,33.0,0.0,ML,,,,3.5,nan,1
1545637,1957-08-03T02:57:57Z,-38.67,0.1,175.9,0.1,159.0,13.0,ML,,,,4.5,0.1,2
1545638,1957-08-03T07:56:17Z,-38.21,0.1,177.9,0.4,33.0,0.0,ML,,,,4.0,0.4,4
1545639,1957-08-03T09:59:11Z,-38.14,0.1,178.05,0.2,12.0,0.0,ML,,,,4.5,0.2,7
1545640,1957-08-03T12:54:03Z,-38.42,0.1,178.27,0.2,12.0,0.0,ML,,,,4.9,0.2,7
1545641,1957-08-03T22:44:47Z,-40.57,0.1,176.99,0.2,12.0,0.0,ML,,,,4.1,0.2,5
1545642,1957-08-04T05:52:45Z,-38.21,0.1,177.32,0.3,12.0,0.0,ML,,,,4.4,0.1,7
1545643,1957-08-04T23:35:57Z,-38.4,0.0,177.6,0.0,33.0,0.0,ML,,,,3.4,nan,1
1545645,1957-08-07T04:28:02Z,-40.22,0.1,178.65,0.2,33.0,0.0,ML,,,,4.5,1.4,3
1545646,1957-08-09T08:45:49Z,-43.46,0.1,171.15,0.2,33.0,0.0,ML,,,,4.0,0.2,4
1545647,1957-08-11T05:12:51Z,-39.05,0.0,175.92,0.1,99.0,6.0,MS,4.9,nan,0,5.6,nan,1
1545648,1957-08-11T11:01:13Z,-37.7,0.4,177.49,0.3,33.0,0.0,ML,,,,3.1,nan,1
1545649,1957-08-14T02:02:09Z,-40.81,0.1,176.13,0.1,12.0,0.0,ML,,,,4.9,0.3,7
1545650,1957-08-14T13:40:27Z,-39.23,0.2,176.86,0.3,33.0,0.0,ML,,,,4.0,0.7,3
1545651,1957-08-19T21:35:14Z,-38.32,0.3,176.49,0.4,33.0,0.0,ML,,,,3.3,nan,1
1545652,1957-08-21T05:48:02Z,-41.03,0.0,176.0,0.1,33.0,0.0,MS,4.9,nan,0,5.6,0.5,8
1545653,1957-08-25T00:11:57Z,-38.14,0.2,176.35,0.2,247.0,18.0,ML,,,,4.3,nan,2
1545654,1957-08-26T08:28:26Z,-35.56,0.0,179.11,0.1,333.0,5.0,ML,,,,4.5,nan,2
1545655,1957-08-27T15:01:02Z,-42.04,0.1,174.08,0.1,12.0,0.0,ML,,,,4.1,0.2,5
1545656,1957-08-28T17:41:49Z,-42.08,0.0,174.27,0.1,33.0,0.0,ML,,,,3.6,0.2,3
1545657,1957-09-01T07:50:06Z,-39.27,0.1,174.84,0.1,212.0,16.0,ML,,,,4.3,nan,1
1545658,1957-09-01T13:36:57Z,-40.87,0.0,176.8,0.1,12.0,0.0,ML,,,,4.9,0.4,6
1545660,1957-09-13T19:56:12Z,-41.28,0.2,175.47,0.2,33.0,0.0,ML,,,,4.1,0.4,3
1545661,1957-09-13T22:22:33Z,-40.93,0.0,174.92,0.1,33.0,0.0,ML,,,,4.8,0.5,6
1545662,1957-09-14T16:54:45Z,-44.95,0.0,167.46,0.1,33.0,0.0,ML,,,,4.2,0.2,2
1545663,1957-09-19T21:25:38Z,-40.75,0.0,175.41,0.1,12.0,0.0,ML,,,,3.7,0.1,3
1545664,1957-09-22T08:50:58Z,-41.43,0.1,172.39,0.1,12.0,0.0,ML,,,,4.7,0.3,5
1545665,1957-09-26T12:03:03Z,-40.25,0.1,173.82,0.1,145.0,15.0,ML,,,,5.5,0.3,2
1545667,1957-09-27T07:59:27Z,-37.53,0.1,177.29,0.1,165.0,6.0,ML,,,,4.8,0.1,2
1545668,1957-09-28T08:07:04Z,-40.21,0.0,173.91,0.1,12.0,0.0,ML,,,,4.3,0.2,6
1545669,1957-09-30T04:02:30Z,-41.45,0.1,172.08,0.1,12.0,0.0,ML,,,,3.8,0.3,3
1545670,1957-10-03T15:50:32Z,-40.8,0.1,176.29,0.2,33.0,0.0,ML,,,,4.1,0.3,5
1545672,1957-10-07T00:42:29Z,-38.25,0.1,175.92,0.1,175.0,14.0,ML,,,,4.5,0.1,2
1545673,1957-10-08T17:57:14Z,-42.11,0.1,174.3,0.1,33.0,0.0,ML,,,,4.0,0.2,4
1545675,1957-10-15T19:48:14Z,-39.13,0.0,174.97,0.1,33.0,0.0,ML,,,,4.2,0.3,6
1545676,1957-10-17T18:10:56Z,-39.06,0.0,174.67,0.1,33.0,0.0,ML,,,,3.2,nan,1
1545677,1957-10-21T01:37:43Z,-38.44,0.0,175.89,0.0,150.0,3.0,ML,,,,4.6,0.1,2
1545678,1957-10-22T15:48:49Z,-40.24,0.1,173.86,0.1,147.0,16.0,ML,,,,4.3,nan,1
1545679,1957-10-23T22:47:22Z,-38.52,0.1,175.82,0.1,188.0,17.0,ML,,,,4.0,nan,2
1545680,1957-10-29T18:41:37Z,-40.39,0.1,174.03,0.1,136.0,15.0,ML,,,,4.0,nan,1
1545682,1957-11-03T11:50:58Z,-38.28,0.0,177.31,0.1,33.0,0.0,ML,,,,4.2,0.2,4
1545683,1957-11-03T18:00:48Z,-39.23,0.1,174.62,0.2,33.0,0.0,ML,,,,4.1,0.1,3
1545684,1957-11-06T00:27:34Z,-36.81,0.1,177.19,0.3,212.0,18.0,ML,,,,4.3,0.1,2
1545685,1957-11-07T21:30:46Z,-38.89,0.1,174.91,0.1,215.0,12.0,ML,,,,4.3,0.1,2
1545686,1957-11-08T23:00:23Z,-38.94,0.0,175.69,0.1,128.0,9.0,ML,,,,4.4,0.3,2
