PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1545090,1954-07-02T19:27:42Z,-38.54,0.1,175.92,0.1,169.0,12.0,ML,4.5,0.2,2
1545091,1954-07-10T22:56:39Z,-41.86,0.1,173.78,0.1,12.0,0.0,ML,4.8,0.3,5
1545092,1954-07-11T14:01:34Z,-38.84,0.1,176.21,0.1,106.0,22.0,ML,4.2,0.4,2
1545093,1954-07-11T19:32:37Z,-37.99,0.0,177.36,0.1,135.0,5.0,ML,3.9,0.4,2
1545094,1954-07-13T14:13:04Z,-43.25,0.1,171.23,0.3,33.0,0.0,ML,3.7,0.1,4
1545096,1954-07-19T23:22:34Z,-38.0,0.0,177.0,0.0,12.0,0.0,ML,3.6,nan,1
1545097,1954-07-20T21:34:48Z,-42.13,0.0,172.89,0.0,33.0,0.0,ML,4.8,0.2,5
1545098,1954-07-23T15:54:00Z,-41.24,0.0,174.64,0.0,33.0,0.0,ML,4.2,0.3,4
1545099,1954-07-23T20:58:52Z,-39.43,0.0,177.65,0.1,33.0,0.0,ML,4.3,0.6,3
1545100,1954-07-29T03:18:01Z,-41.2,0.1,172.47,0.1,12.0,0.0,ML,4.1,0.2,3
1545101,1954-07-30T08:24:06Z,-38.49,0.1,176.03,0.1,161.0,18.0,ML,4.2,0.1,2
1545102,1954-07-31T02:33:14Z,-41.24,0.0,174.0,0.0,12.0,0.0,ML,4.6,0.2,5
1545103,1954-08-01T07:44:36Z,-39.15,0.0,173.5,0.1,12.0,0.0,ML,4.7,0.3,7
1545104,1954-08-05T01:00:21Z,-41.22,0.1,172.37,0.1,12.0,0.0,ML,4.0,0.8,4
1545105,1954-08-06T01:33:44Z,-38.16,0.1,175.48,0.1,290.0,10.0,ML,4.5,0.1,2
1545106,1954-08-08T15:20:37Z,-39.12,0.1,175.65,0.1,12.0,0.0,ML,3.6,0.2,3
1545107,1954-08-10T00:54:39Z,-38.72,0.1,175.64,0.1,167.0,16.0,ML,4.2,0.1,2
1545109,1954-08-12T19:47:42Z,-37.67,0.1,176.33,0.1,205.0,8.0,ML,5.2,0.1,2
1545111,1954-08-14T15:25:28Z,-41.3,0.0,175.5,0.0,33.0,0.0,ML,3.8,nan,1
1545112,1954-08-19T20:30:46Z,-40.2,0.2,177.5,0.4,33.0,0.0,ML,4.0,0.4,2
1545113,1954-08-22T09:23:06Z,-39.74,0.1,178.86,0.1,100.0,0.0,ML,4.3,0.2,2
1545114,1954-08-23T02:10:07Z,-41.19,0.0,173.12,0.0,141.0,4.0,ML,4.0,nan,1
1545115,1954-08-23T22:09:25Z,-37.71,0.1,176.6,0.0,33.0,0.0,ML,4.3,0.4,3
1545116,1954-08-24T10:45:24Z,-37.73,0.1,176.63,0.1,12.0,0.0,ML,4.7,0.3,5
