PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,M,M_Uncertainty,M_StationCount
1585436,1942-09-03T14:23:12Z,-41.72,0.0,173.16,0.1,12.0,0.0,ML,,,,4.3,0.1,3,,,,,,
1585437,1942-09-04T17:13:06Z,-34.3,0.1,177.22,0.1,12.0,0.0,ML,,,,6.3,0.9,4,,,,,,
1585438,1942-09-04T23:12:31Z,-41.22,0.0,176.16,0.1,33.0,0.0,ML,,,,4.3,0.1,2,,,,,,
1585439,1942-09-05T12:03:47Z,-41.12,0.0,175.69,0.1,12.0,0.0,ML,,,,3.7,0.6,2,,,,,,
1585440,1942-09-06T02:01:36Z,-41.16,0.0,175.63,0.1,12.0,0.0,ML,,,,4.4,0.2,3,,,,,,
1585441,1942-09-10T21:26:07Z,-38.71,0.0,176.33,0.0,140.0,4.0,ML,,,,4.7,0.3,2,,,,,,
1585442,1942-09-11T01:05:44Z,-39.04,0.0,176.24,0.0,55.0,0.0,ML,,,,4.2,nan,2,,,,,,
1585443,1942-09-12T06:02:31Z,-38.97,0.1,174.45,0.2,250.0,0.0,ML,,,,4.5,0.6,2,,,,,,
1585444,1942-09-12T23:08:57Z,-39.07,0.1,174.4,0.1,250.0,0.0,ML,,,,4.9,nan,2,,,,,,
1585445,1942-09-13T08:41:50Z,-36.0,0.0,175.0,0.0,100.0,0.0,ML,,,,4.7,0.3,2,,,,,,
1585447,1942-09-13T18:59:41Z,-41.09,0.0,175.75,0.1,12.0,0.0,ML,,,,4.3,0.1,2,,,,,,
1585448,1942-09-13T19:06:51Z,-39.77,0.0,173.84,0.1,193.0,6.0,ML,,,,4.9,nan,1,,,,,,
1585449,1942-09-13T21:50:55Z,-40.95,0.0,175.84,0.1,12.0,0.0,ML,,,,4.3,0.1,2,,,,,,
1585450,1942-09-16T08:00:01Z,-40.95,0.0,175.75,0.0,12.0,0.0,ML,,,,3.7,0.1,2,,,,,,
1585451,1942-09-17T11:49:24Z,-41.2,0.0,175.84,0.0,12.0,0.0,ML,,,,3.9,0.3,2,,,,,,
1585452,1942-09-18T22:28:41Z,-41.19,0.1,175.67,0.1,33.0,0.0,ML,,,,4.4,0.4,3,,,,,,
1585453,1942-09-20T14:32:21Z,-41.22,0.0,175.75,0.1,12.0,0.0,ML,,,,4.2,0.1,2,,,,,,
1585454,1942-09-20T16:18:10Z,-40.1,0.0,174.7,0.0,12.0,0.0,ML,,,,4.2,0.3,4,,,,,,
1585455,1942-09-20T18:17:10Z,-40.1,0.0,174.7,0.0,12.0,0.0,ML,,,,5.1,0.2,4,,,,,,
1585456,1942-09-22T14:53:15Z,-40.2,0.0,175.0,0.0,12.0,0.0,ML,,,,4.1,0.3,3,,,,,,
1585457,1942-09-23T10:57:14Z,-41.0,0.0,176.0,0.0,33.0,0.0,ML,,,,4.5,0.4,4,,,,,,
1585458,1942-09-30T08:11:39Z,-39.1,0.0,175.4,0.0,12.0,0.0,ML,,,,4.2,0.3,3,,,,,,
2178766,1942-10-05T09:57:48Z,-38.4,0.0,176.3,0.0,175.0,0.0,M,,,,,,,,,,5.2,nan,0
2178767,1942-10-05T13:07:41Z,-39.7,0.0,177.1,0.0,12.0,0.0,M,,,,,,,,,,3.9,nan,0
2178768,1942-10-05T17:52:37Z,-41.3,0.0,175.6,0.0,33.0,0.0,M,,,,,,,,,,4.3,nan,0
2178769,1942-10-06T06:21:03Z,-41.2,0.0,175.8,0.0,33.0,0.0,M,,,,,,,,,,4.4,nan,0
2178770,1942-10-06T07:42:06Z,-41.2,0.0,175.8,0.0,33.0,0.0,M,,,,,,,,,,3.5,nan,0
2178771,1942-10-06T12:02:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178772,1942-10-06T14:16:00Z,-33.7,0.0,-179.8,0.0,285.0,0.0,M,,,,,,,,,,7.1,nan,0
2178773,1942-10-09T15:20:00Z,-38.0,0.0,176.5,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178774,1942-10-09T18:02:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,2.5,nan,0
2178775,1942-10-14T19:04:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178776,1942-10-17T03:46:15Z,-41.4,0.0,172.1,0.0,33.0,0.0,M,,,,,,,,,,4.4,nan,0
2178777,1942-10-17T14:16:54Z,-40.9,0.0,175.7,0.0,33.0,0.0,M,,,,,,,,,,3.7,nan,0
2178778,1942-10-17T16:48:12Z,-41.0,0.0,172.5,0.0,25.0,0.0,M,,,,,,,,,,3.5,nan,0
2178779,1942-10-20T04:01:44Z,-39.2,0.0,177.0,0.0,33.0,0.0,M,,,,,,,,,,4.9,nan,0
2178780,1942-10-20T17:16:05Z,-41.1,0.0,175.4,0.0,33.0,0.0,M,,,,,,,,,,3.6,nan,0
2178781,1942-10-21T11:06:42Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,3.5,nan,0
2178782,1942-10-24T13:05:42Z,-41.0,0.0,175.8,0.0,25.0,0.0,M,,,,,,,,,,3.5,nan,0
2178783,1942-10-25T06:46:18Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,3.0,nan,0
2178784,1942-10-27T11:45:48Z,-39.8,0.0,175.4,0.0,33.0,0.0,M,,,,,,,,,,4.2,nan,0
2178785,1942-10-27T14:23:45Z,-39.2,0.0,177.0,0.0,120.0,0.0,M,,,,,,,,,,4.0,nan,0
2178786,1942-10-30T13:35:00Z,-44.5,0.0,168.0,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178787,1942-10-31T11:43:54Z,-41.2,0.0,175.5,0.0,33.0,0.0,M,,,,,,,,,,4.4,nan,0
2178788,1942-10-31T13:50:38Z,-43.4,0.0,165.6,0.0,33.0,0.0,M,,,,,,,,,,5.9,nan,0
2178789,1942-10-31T13:57:12Z,-41.9,0.0,173.1,0.0,12.0,0.0,M,,,,,,,,,,3.7,nan,0
2178790,1942-11-01T09:43:12Z,-45.2,0.0,167.1,0.0,33.0,0.0,M,,,,,,,,,,4.6,nan,0
2178791,1942-11-03T12:00:13Z,-41.1,0.0,175.5,0.0,33.0,0.0,M,,,,,,,,,,4.5,nan,0
2178792,1942-11-04T22:31:54Z,-40.2,0.0,174.4,0.0,25.0,0.0,M,,,,,,,,,,3.5,nan,0
2178793,1942-11-07T08:19:51Z,-41.0,0.0,174.5,0.0,10.0,0.0,M,,,,,,,,,,3.8,nan,0
2178794,1942-11-07T20:51:30Z,-41.1,0.0,175.9,0.0,15.0,0.0,M,,,,,,,,,,3.8,nan,0
2178795,1942-11-07T21:30:27Z,-40.3,0.0,177.2,0.0,33.0,0.0,M,,,,,,,,,,4.2,nan,0
2178796,1942-11-08T18:21:00Z,-38.7,0.0,178.3,0.0,25.0,0.0,M,,,,,,,,,,3.7,nan,0
2178797,1942-11-10T14:15:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178798,1942-11-11T07:18:22Z,-41.2,0.0,175.3,0.0,70.0,0.0,M,,,,,,,,,,4.0,nan,0
2178799,1942-11-14T18:56:30Z,-40.7,0.0,174.5,0.0,25.0,0.0,M,,,,,,,,,,3.8,nan,0
2178800,1942-11-15T00:12:42Z,-38.3,0.0,176.2,0.0,285.0,0.0,M,,,,,,,,,,4.8,nan,0
2178801,1942-11-15T13:48:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178802,1942-11-17T13:12:30Z,-41.0,0.0,175.8,0.0,25.0,0.0,M,,,,,,,,,,3.0,nan,0
2178803,1942-11-18T12:41:21Z,-41.3,0.0,171.9,0.0,33.0,0.0,M,,,,,,,,,,3.8,nan,0
2178804,1942-11-19T05:17:27Z,-41.2,0.0,175.8,0.0,33.0,0.0,M,,,,,,,,,,3.3,nan,0
2178805,1942-11-19T10:02:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178806,1942-11-19T18:08:08Z,-41.0,0.0,175.5,0.0,25.0,0.0,M,,,,,,,,,,2.7,nan,0
2178807,1942-11-23T05:39:18Z,-45.0,0.0,171.0,0.0,25.0,0.0,M,,,,,,,,,,3.2,nan,0
2178808,1942-11-24T23:03:16Z,-40.5,0.0,174.2,0.0,12.0,0.0,M,,,,,,,,,,4.3,nan,0
2178809,1942-11-26T01:31:34Z,-41.2,0.0,172.1,0.0,33.0,0.0,M,,,,,,,,,,4.4,nan,0
2178810,1942-11-27T01:39:28Z,-41.2,0.0,175.7,0.0,33.0,0.0,M,,,,,,,,,,4.2,nan,0
2178811,1942-11-27T07:49:01Z,-39.1,0.0,175.0,0.0,210.0,0.0,M,,,,,,,,,,4.5,nan,0
2178812,1942-11-27T22:43:05Z,-38.3,0.0,176.1,0.0,170.0,0.0,M,,,,,,,,,,4.9,nan,0
2178813,1942-11-28T05:11:50Z,-41.2,0.0,172.2,0.0,12.0,0.0,M,,,,,,,,,,4.4,nan,0
2178814,1942-11-29T13:17:00Z,-41.2,0.0,172.2,0.0,12.0,0.0,M,,,,,,,,,,4.4,nan,0
2178815,1942-11-30T14:19:51Z,-39.7,0.0,176.5,0.0,10.0,0.0,M,,,,,,,,,,3.7,nan,0
1584858,1942-12-02T00:13:59Z,-41.08,0.0,175.58,0.1,20.0,0.0,MS,6.0,nan,0,6.0,nan,1,,,,,,
2178817,1942-12-02T00:16:06Z,-41.0,0.0,175.8,0.0,33.0,0.0,M,,,,,,,,,,4.5,nan,0
2178818,1942-12-02T00:16:54Z,-41.0,0.0,175.8,0.0,33.0,0.0,M,,,,,,,,,,4.0,nan,0
2178819,1942-12-02T04:06:48Z,-41.3,0.0,175.7,0.0,12.0,0.0,M,,,,,,,,,,4.3,nan,0
2178820,1942-12-02T06:09:21Z,-41.1,0.0,175.5,0.0,12.0,0.0,M,,,,,,,,,,4.8,nan,0
2178821,1942-12-02T06:57:35Z,-41.2,0.0,175.6,0.0,33.0,0.0,M,,,,,,,,,,3.6,nan,0
2178822,1942-12-02T09:42:58Z,-41.2,0.0,175.6,0.0,12.0,0.0,M,,,,,,,,,,3.6,nan,0
2178823,1942-12-02T11:07:37Z,-41.2,0.0,175.8,0.0,33.0,0.0,M,,,,,,,,,,3.7,nan,0
2178824,1942-12-02T11:27:15Z,-41.0,0.0,175.6,0.0,25.0,0.0,M,,,,,,,,,,3.5,nan,0
2178825,1942-12-02T13:55:10Z,-39.3,0.0,174.7,0.0,33.0,0.0,M,,,,,,,,,,4.2,nan,0
2178826,1942-12-02T14:54:44Z,-39.8,0.0,176.6,0.0,12.0,0.0,M,,,,,,,,,,3.7,nan,0
2178827,1942-12-03T00:07:07Z,-41.3,0.0,175.5,0.0,33.0,0.0,M,,,,,,,,,,4.3,nan,0
2178828,1942-12-03T05:16:37Z,-41.6,0.0,175.5,0.0,15.0,0.0,M,,,,,,,,,,4.4,nan,0
2178829,1942-12-03T12:48:53Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,3.2,nan,0
2178830,1942-12-03T19:23:34Z,-41.0,0.0,175.6,0.0,25.0,0.0,M,,,,,,,,,,3.2,nan,0
2178831,1942-12-04T09:23:17Z,-41.3,0.0,175.7,0.0,12.0,0.0,M,,,,,,,,,,4.2,nan,0
2178832,1942-12-05T21:35:07Z,-42.2,0.0,173.2,0.0,33.0,0.0,M,,,,,,,,,,4.2,nan,0
2178833,1942-12-06T02:30:43Z,-38.4,0.0,176.3,0.0,180.0,0.0,M,,,,,,,,,,4.0,nan,0
2178834,1942-12-07T04:11:39Z,-41.4,0.0,172.1,0.0,33.0,0.0,M,,,,,,,,,,4.0,nan,0
2178835,1942-12-07T19:54:21Z,-40.1,0.0,174.4,0.0,25.0,0.0,M,,,,,,,,,,3.8,nan,0
2178836,1942-12-08T02:54:24Z,-41.1,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,3.8,nan,0
2178837,1942-12-09T00:29:39Z,-41.3,0.0,175.5,0.0,33.0,0.0,M,,,,,,,,,,3.8,nan,0
2178838,1942-12-09T09:16:05Z,-41.4,0.0,172.5,0.0,12.0,0.0,M,,,,,,,,,,3.6,nan,0
2178839,1942-12-10T07:15:05Z,-41.0,0.0,175.8,0.0,25.0,0.0,M,,,,,,,,,,3.7,nan,0
2178840,1942-12-11T15:41:04Z,-39.4,0.0,177.8,0.0,33.0,0.0,M,,,,,,,,,,4.3,nan,0
2178841,1942-12-11T19:13:25Z,-41.8,0.0,172.5,0.0,12.0,0.0,M,,,,,,,,,,4.0,nan,0
2178842,1942-12-12T16:24:24Z,-37.2,0.0,177.8,0.0,33.0,0.0,M,,,,,,,,,,4.3,nan,0
2178843,1942-12-12T16:44:24Z,-37.4,0.0,177.6,0.0,25.0,0.0,M,,,,,,,,,,3.7,nan,0
2178844,1942-12-12T17:00:35Z,-37.4,0.0,177.4,0.0,12.0,0.0,M,,,,,,,,,,5.0,nan,0
2178845,1942-12-12T18:18:18Z,-37.6,0.0,177.2,0.0,12.0,0.0,M,,,,,,,,,,4.3,nan,0
2178846,1942-12-15T20:49:18Z,-41.0,0.0,175.0,0.0,33.0,0.0,M,,,,,,,,,,4.1,nan,0
2178847,1942-12-16T00:22:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178848,1942-12-18T03:14:49Z,-41.2,0.0,175.5,0.0,33.0,0.0,M,,,,,,,,,,4.1,nan,0
2178849,1942-12-18T05:47:06Z,-40.9,0.0,175.4,0.0,25.0,0.0,M,,,,,,,,,,3.9,nan,0
2178850,1942-12-18T18:48:11Z,-41.5,0.0,172.8,0.0,33.0,0.0,M,,,,,,,,,,3.8,nan,0
2178851,1942-12-19T02:02:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178852,1942-12-20T22:20:30Z,-40.9,0.0,175.5,0.0,12.0,0.0,M,,,,,,,,,,4.5,nan,0
2178853,1942-12-22T00:22:00Z,-41.0,0.0,175.5,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178854,1942-12-23T18:57:16Z,-41.2,0.0,175.5,0.0,12.0,0.0,M,,,,,,,,,,3.8,nan,0
2178855,1942-12-24T14:56:34Z,-41.1,0.0,175.5,0.0,33.0,0.0,M,,,,,,,,,,3.9,nan,0
2178856,1942-12-25T06:50:00Z,-44.0,0.0,173.0,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178857,1942-12-26T15:15:18Z,-41.0,0.0,175.8,0.0,25.0,0.0,M,,,,,,,,,,3.2,nan,0
2178858,1942-12-28T08:29:37Z,-39.2,0.0,175.0,0.0,33.0,0.0,M,,,,,,,,,,4.0,nan,0
2178859,1942-12-30T04:01:00Z,-41.0,0.0,175.7,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
2178860,1942-12-30T17:46:25Z,-40.7,0.0,173.5,0.0,50.0,0.0,M,,,,,,,,,,4.6,nan,0
