PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2020p492012,2020-07-01T01:03:55Z,-37.16,25.6,176.38,24.0,191.0,28.0,M,,,,2.7,0.3,7,2.7,nan,7,,,,2.7,0.2,7
2020p492071,2020-07-01T01:35:51Z,-45.18,4.4,166.88,5.5,5.0,4.0,M,,,,2.7,0.3,9,2.7,nan,7,,,,2.7,0.3,7
2020p492198,2020-07-01T02:43:13Z,-37.83,7.3,176.4,5.8,144.0,10.0,M,,,,,,,2.4,nan,10,,,,2.4,0.2,10
2020p492250,2020-07-01T03:11:14Z,-38.03,10.3,176.09,9.0,161.0,12.0,M,,,,,,,2.0,nan,3,,,,2.0,0.2,3
2020p492315,2020-07-01T03:45:30Z,-44.71,4.2,167.51,5.8,5.0,0.0,M,,,,2.9,0.2,10,3.1,nan,8,,,,3.1,0.2,8
2020p492387,2020-07-01T04:24:20Z,-39.96,2.9,174.86,5.9,22.0,5.0,M,,,,2.0,0.3,8,2.1,nan,5,,,,2.1,0.3,5
2020p492421,2020-07-01T04:42:13Z,-39.12,5.7,175.32,6.7,5.0,0.0,M,,,,1.0,0.2,9,1.0,nan,4,,,,1.0,0.4,4
2020p492518,2020-07-01T05:33:39Z,-39.56,4.7,175.64,3.8,14.0,9.0,M,,,,1.5,0.3,12,1.6,nan,13,,,,1.6,0.2,13
2020p492593,2020-07-01T06:13:38Z,-44.69,5.2,167.53,6.8,5.0,0.0,M,,,,2.6,0.2,8,2.4,nan,3,,,,2.4,0.2,3
2020p492616,2020-07-01T06:26:10Z,-38.39,5.9,178.62,8.0,25.0,7.0,M,,,,2.1,0.2,9,1.9,nan,5,,,,1.9,0.3,5
2020p492623,2020-07-01T06:29:59Z,-37.56,8.4,177.16,6.1,102.0,10.0,M,,,,2.4,0.2,8,2.4,nan,11,,,,2.4,0.1,11
2020p492654,2020-07-01T06:46:31Z,-41.81,2.5,174.02,2.9,10.0,4.0,M,,,,1.9,0.3,9,1.8,nan,7,,,,1.8,0.3,7
2020p492705,2020-07-01T07:13:15Z,-41.61,1.8,173.2,1.9,4.0,2.0,M,,,,3.3,0.2,15,3.5,nan,43,,,,3.5,0.2,43
2020p492747,2020-07-01T07:35:40Z,-39.24,3.6,177.26,5.8,24.0,7.0,M,,,,1.8,0.2,9,1.8,nan,1,,,,1.8,nan,1
2020p492822,2020-07-01T08:16:05Z,-41.34,3.0,173.99,2.2,29.0,3.0,M,,,,2.8,0.2,15,2.8,nan,12,,,,2.8,0.2,12
2020p492927,2020-07-01T09:12:24Z,-39.23,3.9,175.42,7.4,5.0,0.0,M,,,,0.8,0.2,11,0.7,nan,5,,,,0.7,0.3,5
2020p492969,2020-07-01T09:33:55Z,-38.69,15.5,175.86,17.0,151.0,12.0,M,,,,1.6,0.4,7,1.7,nan,5,,,,1.7,0.3,5
2020p492976,2020-07-01T09:36:28Z,-33.41,11.2,-178.72,26.8,12.0,0.0,mB,4.6,0.1,3,4.3,0.3,12,4.3,nan,9,3.8,0.4,3,4.4,0.1,9
2020p492993,2020-07-01T09:46:37Z,-34.69,13.5,-178.41,15.2,138.0,52.0,mB,4.8,0.2,7,4.3,0.2,19,4.3,nan,17,4.1,0.4,7,4.4,0.1,17
2020p493062,2020-07-01T10:23:26Z,-41.76,3.7,174.24,5.0,9.0,5.0,M,,,,2.0,0.2,8,1.9,nan,6,,,,1.9,0.3,6
2020p493158,2020-07-01T11:14:32Z,-36.01,14.8,178.68,13.9,106.0,26.0,M,,,,3.2,0.3,11,3.2,nan,7,,,,3.2,0.2,7
2020p493190,2020-07-01T11:32:18Z,-40.87,4.5,174.78,3.6,26.0,5.0,M,,,,2.1,0.2,10,1.8,nan,6,,,,1.8,0.4,6
2020p493193,2020-07-01T11:33:27Z,-40.01,2.3,174.94,2.9,61.0,7.0,M,,,,3.2,0.2,18,3.2,nan,59,,,,3.2,0.2,59
2020p493196,2020-07-01T11:34:59Z,-39.2,4.3,177.7,4.2,43.0,7.0,M,,,,2.9,0.3,17,2.8,nan,16,,,,2.8,0.2,16
2020p493379,2020-07-01T13:12:46Z,-39.87,3.1,176.69,3.5,36.0,7.0,M,,,,2.1,0.2,13,2.0,nan,13,,,,2.0,0.2,13
2020p493425,2020-07-01T13:36:55Z,-34.39,19.7,179.58,18.9,311.0,20.0,M,4.7,0.4,9,4.1,0.2,32,4.1,nan,24,3.9,0.4,9,4.3,0.2,24
2020p493538,2020-07-01T14:37:13Z,-42.52,3.9,173.36,3.9,5.0,0.0,M,,,,2.0,0.2,6,1.6,nan,1,,,,1.6,nan,1
2020p493616,2020-07-01T15:19:05Z,-37.65,16.8,179.95,9.1,33.0,0.0,M,,,,2.6,0.1,7,2.5,nan,3,,,,2.5,0.1,3
2020p493677,2020-07-01T15:51:11Z,-42.75,3.8,171.67,2.6,5.0,0.0,M,,,,2.1,0.3,6,1.6,nan,2,,,,1.6,0.0,2
2020p493726,2020-07-01T16:16:47Z,-33.75,6.3,-178.53,9.8,12.0,0.0,M,5.0,0.1,11,4.5,0.2,19,4.4,nan,19,4.3,0.4,11,4.6,0.1,19
2020p493760,2020-07-01T16:34:22Z,-33.93,20.3,-178.0,23.5,5.0,24.0,M,4.3,0.2,3,4.0,0.2,8,3.9,nan,4,3.4,0.4,3,4.0,0.1,4
2020p493772,2020-07-01T16:41:56Z,-41.27,8.7,172.72,8.3,126.0,9.0,M,,,,,,,1.8,nan,5,,,,1.8,0.6,5
2020p494085,2020-07-01T19:29:02Z,-39.41,7.5,176.09,3.6,45.0,10.0,M,,,,1.4,0.3,7,1.3,nan,4,,,,1.3,0.4,4
2020p494113,2020-07-01T19:43:26Z,-35.53,24.8,178.57,25.8,185.0,34.0,M,,,,3.2,0.2,9,3.3,nan,6,,,,3.3,0.3,6
2020p494191,2020-07-01T20:25:22Z,-39.74,3.4,176.76,3.8,33.0,7.0,M,,,,2.0,0.2,9,2.0,nan,8,,,,2.0,0.2,8
2020p494356,2020-07-01T21:53:05Z,-39.31,5.5,174.93,2.1,14.0,7.0,M,,,,2.9,0.2,13,2.9,nan,12,,,,2.9,0.2,12
2020p494387,2020-07-01T22:09:29Z,-41.29,5.2,176.05,5.5,23.0,6.0,M,,,,2.7,0.1,7,2.7,nan,5,,,,2.7,0.2,5
2020p494418,2020-07-01T22:26:01Z,-38.61,12.3,175.52,10.9,86.0,15.0,M,,,,2.1,0.2,7,2.3,nan,8,,,,2.3,0.2,8
2020p494556,2020-07-01T23:39:35Z,-44.68,4.2,167.55,5.0,5.0,0.0,M,,,,2.2,0.2,7,1.8,nan,3,,,,1.8,0.3,3
2020p494665,2020-07-02T00:37:48Z,-44.69,2.6,167.59,3.3,5.0,0.0,M,,,,2.7,0.1,12,2.8,nan,7,,,,2.8,0.1,7
2020p494720,2020-07-02T01:06:52Z,-39.15,2.4,175.16,2.2,13.0,7.0,M,,,,2.7,0.2,15,2.7,nan,15,,,,2.7,0.2,15
2020p494823,2020-07-02T02:02:03Z,-44.67,2.3,167.58,3.0,5.0,0.0,M,,,,3.1,0.1,16,3.2,nan,12,,,,3.2,0.1,12
2020p494893,2020-07-02T02:39:06Z,-37.81,3.5,177.55,3.0,28.0,4.0,M,,,,2.9,0.3,25,2.9,nan,27,,,,2.9,0.2,27
2020p495093,2020-07-02T04:26:01Z,-39.11,2.8,175.16,2.5,12.0,0.0,M,,,,2.3,0.2,21,2.4,nan,13,,,,2.4,0.2,13
2020p495197,2020-07-02T05:21:09Z,-38.15,4.0,177.05,3.3,36.0,6.0,M,,,,2.6,0.2,19,2.6,nan,12,,,,2.6,0.1,12
2020p495203,2020-07-02T05:24:10Z,-40.45,1.9,174.98,2.8,30.0,4.0,M,,,,3.5,0.2,32,3.5,nan,33,,,,3.5,0.2,33
2020p495245,2020-07-02T05:47:05Z,-37.3,7.3,178.84,8.4,15.0,5.0,M,,,,2.9,0.2,13,2.9,nan,10,,,,2.9,0.1,10
2020p495355,2020-07-02T06:45:11Z,-39.31,4.1,174.88,1.9,21.0,5.0,M,,,,2.1,0.1,15,2.1,nan,11,,,,2.1,0.2,11
2020p495356,2020-07-02T06:45:50Z,-38.75,13.4,176.17,17.0,196.0,11.0,M,,,,2.3,0.3,8,2.4,nan,6,,,,2.4,0.3,6
2020p495367,2020-07-02T06:52:09Z,-39.14,6.6,175.19,6.6,12.0,0.0,M,,,,1.4,0.1,9,1.4,nan,6,,,,1.4,0.3,6
2020p495404,2020-07-02T07:11:31Z,-44.11,2.6,168.73,3.1,5.0,0.0,M,,,,2.4,0.1,6,2.5,nan,7,,,,2.5,0.1,7
2020p495411,2020-07-02T07:13:05Z,-33.38,6.5,-177.93,16.7,12.0,0.0,mB,5.1,0.2,7,4.8,0.2,17,4.7,nan,11,4.5,0.4,7,4.8,0.2,11
2020p495509,2020-07-02T08:07:34Z,-38.92,5.0,175.28,4.9,140.0,5.0,M,,,,2.1,0.4,8,2.7,nan,34,,,,2.7,0.4,34
2020p495570,2020-07-02T08:39:57Z,-38.79,4.3,177.56,3.4,26.0,6.0,M,,,,1.9,0.3,9,1.7,nan,3,,,,1.7,0.4,3
2020p495589,2020-07-02T08:50:19Z,-39.02,5.9,175.73,7.3,4.0,7.0,M,,,,0.9,0.3,4,1.0,nan,4,,,,1.0,0.3,4
2020p495593,2020-07-02T08:52:25Z,-39.02,5.6,175.73,6.5,5.0,5.0,M,,,,1.4,0.2,6,1.5,nan,7,,,,1.5,0.2,7
2020p495594,2020-07-02T08:53:11Z,-39.02,3.6,175.72,4.1,5.0,3.0,M,,,,1.8,0.3,14,1.7,nan,7,,,,1.7,0.2,7
2020p495600,2020-07-02T08:55:42Z,-39.02,2.6,175.71,3.2,5.0,3.0,M,,,,2.0,0.3,22,2.0,nan,13,,,,2.0,0.2,13
2020p495611,2020-07-02T09:01:50Z,-39.03,2.0,175.74,2.8,6.0,4.0,M,,,,1.9,0.3,20,1.9,nan,16,,,,1.9,0.2,16
2020p495674,2020-07-02T09:35:09Z,-39.05,3.4,176.92,3.7,37.0,7.0,M,,,,1.6,0.2,8,1.6,nan,5,,,,1.6,0.4,5
2020p495926,2020-07-02T11:49:48Z,-37.83,10.1,177.56,9.1,30.0,10.0,M,,,,1.7,0.4,6,1.4,nan,3,,,,1.4,0.6,3
2020p495939,2020-07-02T11:56:42Z,-41.78,3.8,174.27,5.8,8.0,4.0,M,,,,1.8,0.5,6,1.1,nan,1,,,,1.1,nan,1
2020p496025,2020-07-02T12:42:30Z,-39.11,6.1,175.18,6.6,16.0,12.0,M,,,,1.3,0.2,9,1.1,nan,4,,,,1.1,0.2,4
2020p496093,2020-07-02T13:18:25Z,-39.88,4.3,174.16,6.1,103.0,9.0,M,,,,2.4,0.2,6,2.4,nan,4,,,,2.4,0.3,4
2020p496102,2020-07-02T13:23:23Z,-43.0,3.6,172.76,3.2,25.0,4.0,M,,,,2.1,0.2,8,2.2,nan,2,,,,2.2,0.3,2
2020p496112,2020-07-02T13:28:54Z,-39.45,9.9,175.28,10.2,67.0,14.0,M,,,,1.7,0.3,12,1.5,nan,6,,,,1.5,0.2,6
2020p496144,2020-07-02T13:46:03Z,-44.35,3.8,171.48,3.1,5.0,0.0,M,,,,2.2,0.2,13,2.2,nan,5,,,,2.2,0.3,5
2020p496194,2020-07-02T14:12:23Z,-40.37,3.5,176.13,5.7,34.0,6.0,ML,,,,1.3,0.3,7,1.0,nan,2,,,,1.0,0.9,2
2020p496208,2020-07-02T14:20:03Z,-43.23,2.4,171.07,1.9,5.0,0.0,M,,,,1.9,0.2,9,1.9,nan,4,,,,1.9,0.2,4
2020p496293,2020-07-02T15:05:24Z,-38.62,2.4,176.91,2.4,5.0,6.0,M,,,,1.7,0.2,11,1.7,nan,6,,,,1.7,0.1,6
2020p496323,2020-07-02T15:21:05Z,-40.2,9.6,173.57,7.9,165.0,9.0,M,,,,,,,2.4,nan,2,,,,2.4,0.3,2
2020p496509,2020-07-02T17:00:02Z,-42.38,2.4,173.02,4.5,5.0,0.0,M,,,,2.1,0.4,5,1.7,nan,1,,,,1.7,nan,1
2020p496521,2020-07-02T17:06:48Z,-40.16,3.4,176.52,3.8,38.0,6.0,M,,,,1.8,0.2,9,1.8,nan,5,,,,1.8,0.3,5
2020p496606,2020-07-02T17:52:11Z,-39.74,1.5,174.51,2.0,118.0,3.0,M,,,,3.4,0.2,30,3.7,nan,88,,,,3.7,0.2,88
2020p496745,2020-07-02T19:06:13Z,-40.04,3.4,176.65,4.0,36.0,7.0,M,,,,2.0,0.2,8,2.0,nan,7,,,,2.0,0.1,7
2020p496784,2020-07-02T19:26:49Z,-39.34,5.5,177.3,6.1,23.0,6.0,M,,,,2.1,0.1,12,2.1,nan,4,,,,2.1,0.1,4
2020p496791,2020-07-02T19:30:37Z,-43.07,2.5,171.2,2.4,5.0,0.0,M,,,,2.0,0.3,13,1.8,nan,7,,,,1.8,0.2,7
2020p496871,2020-07-02T20:13:21Z,-45.08,2.9,167.59,3.8,111.0,6.0,M,,,,,,,3.4,nan,11,,,,3.4,0.1,11
2020p496897,2020-07-02T20:27:05Z,-37.01,9.8,177.35,7.8,152.0,9.0,M,,,,2.8,0.2,12,2.7,nan,12,,,,2.7,0.2,12
2020p496915,2020-07-02T20:36:26Z,-43.23,2.8,170.75,2.7,5.0,0.0,M,,,,2.0,0.4,9,1.5,nan,2,,,,1.5,0.2,2
2020p496926,2020-07-02T20:42:35Z,-40.44,3.2,174.96,3.0,26.0,6.0,M,,,,2.2,0.2,22,2.2,nan,16,,,,2.2,0.1,16
2020p497138,2020-07-02T22:35:30Z,-40.69,3.4,175.84,3.2,20.0,5.0,M,,,,1.4,0.2,9,1.3,nan,3,,,,1.3,0.1,3
2020p497187,2020-07-02T22:58:45Z,-33.41,5.7,-178.03,11.8,12.0,0.0,mB,4.8,0.2,5,,,,4.7,nan,6,4.1,0.4,5,4.9,0.1,6
2020p497260,2020-07-02T23:40:28Z,-39.25,5.5,176.37,3.9,52.0,10.0,M,,,,1.4,0.3,10,1.2,nan,4,,,,1.2,0.3,4
2020p497274,2020-07-02T23:47:53Z,-39.14,5.1,177.74,3.9,21.0,5.0,M,,,,2.1,0.2,12,2.0,nan,7,,,,2.0,0.2,7
2020p497343,2020-07-03T00:24:26Z,-41.25,2.9,175.04,2.5,13.0,6.0,M,,,,1.7,0.2,11,1.6,nan,5,,,,1.6,0.3,5
2020p497387,2020-07-03T00:48:14Z,-40.49,4.6,174.35,5.4,37.0,12.0,M,,,,2.0,0.3,6,2.0,nan,6,,,,2.0,0.1,6
2020p497391,2020-07-03T00:50:20Z,-41.31,4.4,174.46,2.2,13.0,4.0,M,,,,1.8,0.1,10,1.8,nan,6,,,,1.8,0.1,6
2020p497420,2020-07-03T01:05:31Z,-39.43,11.8,175.43,8.8,8.0,14.0,M,,,,0.9,0.3,12,0.8,nan,3,,,,0.8,0.4,3
2020p497437,2020-07-03T01:14:40Z,-37.47,7.6,178.19,5.4,26.0,5.0,M,,,,2.4,0.3,11,2.4,nan,7,,,,2.4,0.3,7
2020p497491,2020-07-03T01:43:29Z,-40.35,3.5,176.62,5.1,12.0,6.0,M,,,,1.7,0.2,8,1.5,nan,4,,,,1.5,0.3,4
2020p497690,2020-07-03T03:29:30Z,-39.75,5.8,174.27,6.5,148.0,7.0,M,,,,2.2,0.2,13,2.3,nan,8,,,,2.3,0.2,8
2020p497754,2020-07-03T04:03:42Z,-39.65,5.2,174.99,6.1,29.0,8.0,M,,,,1.8,0.1,11,1.7,nan,7,,,,1.7,0.0,7
2020p497813,2020-07-03T04:34:52Z,-38.05,2.2,176.72,1.6,5.0,0.0,M,,,,2.4,0.2,31,2.5,nan,26,,,,2.5,0.2,26
2020p497870,2020-07-03T05:05:08Z,-38.65,4.4,175.78,3.3,139.0,8.0,M,,,,1.8,0.1,6,2.6,nan,37,,,,2.6,0.3,37
2020p497883,2020-07-03T05:09:20Z,-32.96,6.2,-177.97,15.7,12.0,0.0,M,4.8,0.1,8,5.0,0.2,12,4.5,nan,11,4.1,0.4,8,4.9,0.1,11
2020p497923,2020-07-03T05:33:26Z,-38.74,5.9,174.1,7.4,5.0,0.0,M,,,,2.2,0.2,8,2.0,nan,7,,,,2.0,0.2,7
2020p497963,2020-07-03T05:53:44Z,-33.15,31.3,-179.87,35.1,346.0,42.0,M,4.3,0.2,6,4.0,0.2,13,3.8,nan,6,3.5,0.4,6,4.1,0.1,6
2020p497987,2020-07-03T06:07:31Z,-38.05,3.8,176.5,2.8,4.0,4.0,M,,,,1.6,0.3,9,1.7,nan,6,,,,1.7,0.4,6
2020p497993,2020-07-03T06:11:05Z,-38.04,4.1,176.49,3.6,5.0,0.0,M,,,,1.5,0.4,8,1.5,nan,7,,,,1.5,0.4,7
