PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,M,M_Uncertainty,M_StationCount
2178099,1921-04-02T23:00:00Z,-39.0,0.0,177.5,0.0,25.0,0.0,M,,,,,,,5.5,nan,0
2178100,1921-06-28T13:58:54Z,-39.3,0.0,176.4,0.0,80.0,0.0,Mw,6.4,nan,0,6.7,nan,0,7.0,nan,0
