PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1542728,1946-01-01T13:24:54Z,-41.0,0.0,175.3,0.0,33.0,0.0,ML,,,,3.4,nan,0,,,
1542729,1946-01-05T07:48:00Z,-39.89,0.0,177.27,0.1,12.0,0.0,ML,,,,4.0,0.2,2,,,
1542730,1946-01-06T02:01:29Z,-39.84,0.0,174.87,0.0,12.0,0.0,ML,,,,4.6,0.2,4,,,
1542731,1946-01-09T15:02:50Z,-33.81,0.2,175.88,0.4,12.0,0.0,ML,,,,6.0,0.4,3,,,
1542733,1946-01-14T02:29:12Z,-38.04,0.1,178.38,0.1,12.0,0.0,ML,,,,4.5,nan,0,,,
1542734,1946-01-14T07:32:43Z,-41.34,0.2,174.02,0.2,12.0,0.0,ML,,,,4.2,0.1,2,,,
1542735,1946-01-14T20:27:38Z,-39.44,0.1,175.64,0.1,12.0,0.0,ML,,,,4.4,0.4,2,,,
1542737,1946-01-28T16:50:06Z,-40.1,0.0,175.0,0.0,33.0,0.0,ML,,,,3.8,0.1,2,,,
1542738,1946-02-01T21:38:03Z,-45.08,0.2,166.84,0.3,12.0,0.0,ML,,,,5.0,0.1,2,,,
1542739,1946-02-02T18:43:18Z,-40.0,0.0,175.0,0.0,33.0,0.0,ML,,,,3.1,nan,0,,,
1542740,1946-02-04T21:47:58Z,-36.32,0.0,177.19,0.0,12.0,0.0,MS,5.6,nan,0,5.7,0.4,4,,,
1542741,1946-02-07T00:25:55Z,-39.12,0.1,178.25,0.2,12.0,0.0,ML,,,,4.3,nan,0,,,
1542742,1946-02-10T11:12:26Z,-38.31,0.0,178.43,0.1,12.0,0.0,ML,,,,4.1,0.7,2,,,
1542743,1946-02-12T00:40:10Z,-37.22,0.1,175.65,0.1,12.0,0.0,ML,,,,4.5,0.6,2,,,
1542744,1946-02-12T05:53:12Z,-38.14,0.0,179.58,0.1,33.0,0.0,ML,,,,4.8,nan,0,,,
1542745,1946-02-12T06:16:39Z,-39.77,0.0,175.02,0.1,132.0,6.0,MS,5.1,nan,0,6.0,0.2,2,,,
1542746,1946-02-15T15:32:40Z,-40.0,0.0,175.0,0.0,33.0,0.0,ML,,,,3.2,nan,0,,,
1542747,1946-02-16T03:44:31Z,-42.5,0.0,173.0,0.0,33.0,0.0,ML,,,,3.2,nan,0,,,
1542748,1946-02-16T22:53:09Z,-41.33,0.3,174.26,0.5,33.0,0.0,ML,,,,3.8,0.4,2,,,
1542749,1946-02-19T09:55:53Z,-40.85,0.0,173.07,0.1,12.0,0.0,ML,,,,4.0,0.1,2,,,
1542750,1946-02-21T07:32:51Z,-39.34,0.0,177.37,0.1,12.0,0.0,ML,,,,5.0,0.3,4,,,
1542751,1946-02-21T23:45:56Z,-41.88,0.0,173.16,0.1,12.0,0.0,ML,,,,4.6,0.3,4,,,
1542752,1946-02-24T23:12:28Z,-39.54,0.1,176.21,0.1,12.0,0.0,ML,,,,4.2,0.5,2,,,
1542753,1946-02-26T05:30:47Z,-38.55,0.1,176.98,0.2,103.0,19.0,ML,,,,5.6,nan,1,,,
1542754,1946-02-26T12:26:11Z,-39.94,0.3,177.14,1.1,12.0,0.0,ML,,,,4.5,0.2,2,,,
1542755,1946-02-28T23:37:31Z,-40.88,0.0,173.07,0.0,12.0,0.0,ML,,,,4.5,0.2,4,,,
1542756,1946-03-01T12:37:22Z,-40.85,0.0,173.0,0.0,12.0,0.0,ML,,,,4.2,0.1,2,,,
1542757,1946-03-04T00:47:00Z,-38.29,0.0,178.6,0.1,12.0,0.0,ML,,,,5.4,0.1,3,,,
1542758,1946-03-04T16:01:45Z,-40.2,0.0,174.8,0.0,12.0,0.0,ML,,,,3.6,0.1,2,,,
1542759,1946-03-06T13:52:22Z,-39.93,0.1,176.96,0.3,12.0,0.0,ML,,,,4.0,nan,0,,,
1542760,1946-03-06T15:34:19Z,-39.39,0.0,176.82,0.0,12.0,0.0,ML,,,,3.7,nan,0,,,
1542761,1946-03-07T13:50:18Z,-41.07,0.0,173.17,0.1,12.0,0.0,ML,,,,4.1,0.3,2,,,
1542762,1946-03-08T23:26:48Z,-41.45,0.0,171.91,0.1,12.0,0.0,ML,,,,4.3,nan,0,,,
1542763,1946-03-09T04:44:49Z,-42.14,0.0,173.25,0.1,12.0,0.0,ML,,,,4.3,0.2,3,,,
1542764,1946-03-09T17:15:45Z,-41.1,0.0,175.7,0.0,12.0,0.0,ML,,,,4.0,0.1,2,,,
1542765,1946-03-10T06:26:41Z,-38.34,0.1,176.28,0.2,209.0,16.0,ML,,,,5.0,0.1,2,,,
1542766,1946-03-11T10:35:46Z,-39.4,0.1,174.78,0.3,33.0,0.0,ML,,,,3.9,nan,2,,,
1542767,1946-03-12T17:04:23Z,-40.9,0.0,173.13,0.0,12.0,0.0,ML,,,,4.3,0.3,2,,,
1542769,1946-03-17T03:28:54Z,-41.36,0.0,175.87,0.1,12.0,0.0,ML,,,,4.5,0.1,2,,,
1542770,1946-03-19T12:20:39Z,-40.99,0.0,176.79,0.1,12.0,0.0,ML,,,,3.6,nan,0,,,
1542772,1946-03-21T11:57:18Z,-35.96,0.2,177.97,0.4,12.0,0.0,ML,,,,4.8,nan,0,,,
1542773,1946-03-25T15:29:14Z,-40.85,0.0,174.03,0.0,12.0,0.0,ML,,,,4.8,0.4,2,,,
1542775,1946-04-03T10:01:43Z,-40.33,0.0,174.21,0.1,12.0,0.0,ML,,,,4.7,0.2,3,,,
1542776,1946-04-07T21:49:08Z,-42.47,0.0,172.65,0.0,12.0,0.0,ML,,,,3.9,nan,0,,,
1542777,1946-04-08T14:10:37Z,-40.2,0.0,174.8,0.0,12.0,0.0,ML,,,,3.9,nan,0,,,
1542778,1946-04-09T02:38:14Z,-41.17,0.1,174.2,0.0,12.0,0.0,ML,,,,2.9,nan,0,,,
1542779,1946-04-09T07:46:21Z,-39.44,0.0,178.37,0.0,12.0,0.0,ML,,,,4.1,nan,0,,,
1542780,1946-04-13T10:55:58Z,-41.35,0.1,176.21,0.1,12.0,0.0,ML,,,,4.2,nan,2,,,
1542781,1946-04-16T21:17:56Z,-38.62,0.1,178.85,0.1,12.0,0.0,ML,,,,5.0,0.3,4,,,
1542782,1946-04-19T19:33:24Z,-40.49,0.1,173.39,0.1,33.0,0.0,ML,,,,4.4,0.6,2,,,
1542783,1946-04-22T18:19:43Z,-38.84,0.0,176.15,0.1,124.0,7.0,ML,,,,5.2,0.2,2,,,
1542784,1946-04-24T02:43:59Z,-41.83,0.0,172.68,0.0,33.0,0.0,ML,,,,4.1,0.2,4,,,
1542785,1946-04-27T10:36:57Z,-41.6,0.0,173.27,0.0,12.0,0.0,ML,,,,3.6,nan,0,,,
1542786,1946-04-28T19:54:50Z,-41.22,0.0,175.74,0.0,12.0,0.0,ML,,,,4.6,0.3,2,,,
1542787,1946-04-30T15:33:09Z,-41.16,0.0,172.66,0.0,33.0,0.0,ML,,,,4.2,0.1,2,,,
1542788,1946-05-02T10:58:20Z,-40.5,0.1,175.54,0.4,12.0,0.0,ML,,,,4.0,0.1,2,,,
1542789,1946-05-07T07:04:15Z,-41.06,0.0,177.84,0.1,33.0,0.0,ML,,,,5.4,0.2,5,,,
1542790,1946-05-07T14:12:55Z,-40.79,0.1,177.77,0.1,33.0,0.0,ML,,,,4.8,0.2,3,,,
1542791,1946-05-08T01:23:54Z,-39.95,0.1,176.67,0.2,12.0,0.0,ML,,,,4.2,nan,2,,,
1542792,1946-05-08T03:22:34Z,-41.17,0.0,178.75,0.1,33.0,0.0,ML,,,,5.0,0.2,2,,,
1542793,1946-05-08T19:12:34Z,-40.45,0.0,177.75,0.1,12.0,0.0,ML,,,,4.2,nan,0,,,
1542794,1946-05-09T00:05:54Z,-40.43,0.0,177.27,0.0,12.0,0.0,ML,,,,3.8,nan,0,,,
1542795,1946-05-09T04:10:34Z,-40.68,0.0,176.94,0.0,12.0,0.0,ML,,,,5.5,0.2,5,,,
1542796,1946-05-09T04:44:35Z,-40.58,0.0,176.76,0.1,12.0,0.0,ML,,,,4.6,0.2,4,,,
1542797,1946-05-12T10:57:51Z,-40.3,0.0,176.0,0.0,12.0,0.0,ML,,,,3.4,nan,0,,,
1542798,1946-05-13T16:35:45Z,-40.43,0.1,173.74,0.1,167.0,17.0,ML,,,,5.0,nan,0,,,
1542799,1946-05-15T10:51:08Z,-40.49,0.0,176.53,0.0,12.0,0.0,ML,,,,3.9,0.1,2,,,
1542802,1946-05-22T18:05:24Z,-38.96,0.0,175.7,0.0,12.0,0.0,ML,,,,4.1,nan,0,,,
1542803,1946-05-23T11:48:14Z,-39.55,0.1,176.43,0.1,12.0,0.0,ML,,,,3.7,nan,0,,,
1542804,1946-06-03T15:30:11Z,-38.43,0.0,176.12,0.0,12.0,0.0,ML,,,,4.2,nan,0,,,
1542805,1946-06-07T14:15:21Z,-39.75,0.0,172.61,0.1,12.0,0.0,ML,,,,4.9,0.1,2,,,
1542806,1946-06-09T15:49:11Z,-41.86,0.0,171.92,0.1,12.0,0.0,ML,,,,4.1,0.2,4,,,
1542807,1946-06-10T03:37:32Z,-41.3,0.0,174.8,0.0,12.0,0.0,ML,,,,3.5,nan,0,,,
1542808,1946-06-10T18:21:50Z,-43.0,0.0,173.5,0.0,12.0,0.0,ML,,,,3.5,nan,0,,,
