PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1542514,1944-07-01T23:48:55Z,-37.83,0.0,176.88,0.0,12.0,0.0,ML,4.9,0.3,3
1542515,1944-07-01T23:54:48Z,-37.8,0.0,177.0,0.0,12.0,0.0,ML,4.2,nan,0
1542516,1944-07-02T02:19:10Z,-37.9,0.0,177.0,0.0,12.0,0.0,ML,3.2,nan,0
1542517,1944-07-02T02:28:57Z,-37.9,0.0,177.0,0.0,12.0,0.0,ML,4.0,nan,0
1542518,1944-07-06T03:30:39Z,-40.39,0.0,173.1,0.1,12.0,0.0,ML,3.7,nan,0
1542519,1944-07-11T16:10:28Z,-42.05,0.0,172.25,0.0,12.0,0.0,ML,3.9,0.1,2
1542520,1944-07-11T18:53:13Z,-39.88,0.0,174.29,0.2,12.0,0.0,ML,3.5,0.5,2
1542521,1944-07-14T18:44:51Z,-39.97,0.0,176.64,0.1,12.0,0.0,ML,4.4,0.2,3
1542522,1944-07-17T06:28:42Z,-41.0,0.0,172.0,0.0,12.0,0.0,ML,3.7,nan,0
1542523,1944-07-20T22:48:08Z,-42.29,0.1,173.29,0.1,12.0,0.0,ML,3.6,nan,0
1542524,1944-07-24T19:05:31Z,-40.87,0.0,173.67,0.1,12.0,0.0,ML,3.9,nan,0
1542525,1944-07-26T06:52:46Z,-41.55,0.0,172.76,0.0,12.0,0.0,ML,4.1,0.2,3
1542527,1944-07-27T13:53:27Z,-37.9,0.1,175.87,0.1,125.0,13.0,ML,5.0,0.4,2
1542528,1944-07-29T09:43:05Z,-37.14,0.1,179.41,0.2,12.0,0.0,ML,5.5,0.2,5
1542529,1944-08-06T05:54:53Z,-38.98,0.0,176.86,0.0,66.0,7.0,ML,4.3,nan,0
1542530,1944-08-08T02:48:19Z,-41.07,0.0,177.23,0.1,12.0,0.0,ML,4.4,0.1,3
1542531,1944-08-09T10:31:08Z,-41.5,0.0,172.67,0.0,12.0,0.0,ML,4.0,0.2,2
1542532,1944-08-13T10:53:40Z,-37.04,0.2,177.38,0.3,251.0,28.0,ML,5.9,0.1,2
1542533,1944-08-14T23:42:50Z,-39.55,0.0,175.33,0.0,12.0,0.0,ML,5.3,0.7,4
1542534,1944-08-16T09:33:45Z,-37.97,0.0,175.03,0.1,12.0,0.0,ML,4.9,0.2,3
1542535,1944-08-17T07:24:12Z,-40.65,0.0,174.5,0.0,12.0,0.0,ML,4.8,0.3,3
1542536,1944-08-17T08:41:06Z,-39.35,0.0,174.92,0.1,12.0,0.0,ML,4.4,0.4,2
1542537,1944-08-19T15:30:49Z,-40.39,0.0,172.92,0.1,135.0,18.0,ML,4.8,nan,0
1542538,1944-08-22T09:05:32Z,-39.99,0.1,-178.43,0.2,33.0,0.0,ML,5.0,0.2,2
1542539,1944-08-26T15:42:41Z,-40.93,0.0,175.25,0.0,12.0,0.0,ML,3.6,nan,0
1542540,1944-08-27T18:33:16Z,-39.27,0.0,175.39,0.0,126.0,10.0,ML,4.3,nan,0
1542541,1944-08-30T02:30:32Z,-40.9,0.0,172.6,0.0,12.0,0.0,ML,4.0,nan,0
1542542,1944-08-30T18:28:45Z,-41.45,0.0,175.13,0.1,33.0,0.0,ML,3.4,nan,0
1542543,1944-09-02T19:52:45Z,-37.36,0.1,177.51,0.1,322.0,5.0,ML,5.3,0.2,2
1542544,1944-09-03T06:45:33Z,-38.94,0.0,176.05,0.0,120.0,0.0,ML,4.5,0.4,2
1542546,1944-09-04T12:53:54Z,-45.93,0.1,169.04,0.1,33.0,0.0,ML,5.0,0.1,2
1542547,1944-09-06T02:38:42Z,-42.03,0.1,176.6,0.1,12.0,0.0,ML,4.8,0.2,2
1542548,1944-09-07T08:39:52Z,-40.94,0.0,172.93,0.0,12.0,0.0,ML,4.3,0.1,2
1542549,1944-09-14T20:01:15Z,-40.8,0.2,174.45,0.7,12.0,0.0,ML,4.2,0.1,2
1542550,1944-09-20T11:51:24Z,-39.32,0.1,175.33,0.1,12.0,0.0,ML,4.2,0.6,2
