PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1555065,1973-07-01T17:11:01Z,-38.73,0.0,176.24,0.0,101.0,10.0,ML,3.5,0.2,6
1555066,1973-07-02T02:04:03Z,-41.39,0.0,172.71,0.1,202.0,10.0,ML,4.5,0.1,3
1555068,1973-07-05T16:34:57Z,-36.49,0.0,178.11,0.0,195.0,4.0,ML,4.7,0.2,8
1555069,1973-07-06T11:48:08Z,-38.64,0.1,175.88,0.1,12.0,0.0,ML,2.7,0.6,7
1555072,1973-07-07T09:26:25Z,-45.14,0.1,167.54,0.1,130.0,10.0,ML,4.2,0.4,7
1555073,1973-07-07T10:41:26Z,-39.8,0.0,176.7,0.0,12.0,0.0,ML,3.6,0.3,7
1555075,1973-07-08T16:27:58Z,-40.81,0.1,173.27,0.1,165.0,13.0,ML,4.2,0.3,4
1555076,1973-07-09T17:40:40Z,-38.09,0.0,177.48,0.0,33.0,0.0,ML,4.1,0.3,7
1555077,1973-07-09T18:46:51Z,-37.37,0.0,177.5,0.1,141.0,6.0,ML,4.2,0.2,7
1555078,1973-07-09T23:01:07Z,-38.18,0.0,176.97,0.1,67.0,8.0,ML,3.9,0.2,4
1555079,1973-07-10T06:25:29Z,-39.33,0.1,177.74,0.1,12.0,0.0,ML,3.7,0.4,7
1555080,1973-07-10T06:29:33Z,-45.3,0.0,167.46,0.1,12.0,0.0,ML,3.6,0.2,7
1555081,1973-07-10T16:21:11Z,-38.06,0.0,176.24,0.0,197.0,6.0,ML,4.8,0.3,6
1555082,1973-07-10T21:50:43Z,-37.96,0.1,177.71,0.1,83.0,8.0,ML,3.8,0.3,6
1555083,1973-07-10T22:31:33Z,-45.22,0.0,167.68,0.1,110.0,5.0,ML,3.4,0.3,6
1555085,1973-07-12T01:10:33Z,-38.68,0.0,175.76,0.1,154.0,8.0,ML,4.0,0.3,7
1555086,1973-07-12T14:23:47Z,-35.44,0.1,179.3,0.2,278.0,16.0,ML,4.6,0.2,7
1555088,1973-07-12T20:46:53Z,-38.68,0.1,176.0,0.1,12.0,0.0,ML,3.0,0.2,4
1555089,1973-07-13T04:23:47Z,-45.04,0.1,167.58,0.1,97.0,14.0,ML,3.9,0.2,5
1555090,1973-07-14T07:01:23Z,-38.0,0.0,176.89,0.0,12.0,0.0,ML,4.7,0.3,8
