PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mb,mb_Uncertainty,mb_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2016p859609,2016-11-14T01:19:52Z,-41.69,3.2,174.21,4.7,12.0,7.0,M,,,,,,,2.8,0.1,8,2.6,nan,8,,,,,,,,,,2.6,0.2,8
2016p859612,2016-11-14T01:21:44Z,-41.76,2.8,174.19,2.8,13.0,4.0,M,,,,,,,3.0,0.2,11,2.7,nan,11,,,,,,,,,,2.7,0.2,11
2016p859616,2016-11-14T01:23:39Z,-42.22,2.1,173.55,3.5,6.0,5.0,M,,,,,,,4.3,0.2,8,4.1,nan,8,,,,,,,,,,4.1,0.2,8
2016p859622,2016-11-14T01:27:05Z,-42.41,3.9,173.96,5.5,5.0,0.0,M,,,,,,,4.8,0.6,11,3.6,nan,12,,,,,,,,,,3.6,0.1,12
2016p859625,2016-11-14T01:28:22Z,-41.98,1.9,173.88,2.7,8.0,4.0,M,,,,,,,5.5,0.2,7,5.2,nan,7,,,,,,,,,,5.2,0.1,7
2016p859628,2016-11-14T01:30:14Z,-42.34,2.6,173.73,3.9,11.0,5.0,M,,,,,,,5.5,0.3,8,5.4,nan,19,,,,,,,,,,5.4,0.2,19
2016p859635,2016-11-14T01:34:01Z,-41.68,3.8,174.12,2.7,10.0,5.0,M,,,,,,,3.4,0.2,11,3.1,nan,11,,,,,,,,,,3.1,0.3,11
2016p859638,2016-11-14T01:35:29Z,-42.34,2.1,173.43,3.0,10.0,5.0,M,,,,,,,3.8,0.2,5,3.6,nan,5,,,,,,,,,,3.6,0.2,5
2016p859639,2016-11-14T01:35:49Z,-41.75,3.0,174.22,2.9,7.0,4.0,M,,,,,,,4.1,0.2,14,3.8,nan,14,,,,,,,,,,3.8,0.2,14
2016p859642,2016-11-14T01:37:38Z,-42.36,3.1,173.72,5.2,4.0,3.0,M,,,,,,,4.2,0.2,7,3.9,nan,7,,,,,,,,,,3.9,0.2,7
2016p859649,2016-11-14T01:39:54Z,-42.08,2.3,173.77,3.1,9.0,6.0,M,,,,,,,3.6,0.1,4,3.5,nan,11,,,,,,,,,,3.5,0.2,11
2016p859646,2016-11-14T01:39:54Z,-42.08,2.1,173.77,2.8,5.0,0.0,M,,,,,,,3.9,0.4,11,3.7,nan,11,,,,,,,,,,3.7,0.3,11
2016p859648,2016-11-14T01:40:54Z,-41.68,2.5,174.28,2.7,8.0,5.0,M,,,,,,,4.1,0.3,12,3.8,nan,12,,,,,,,,,,3.8,0.2,12
2016p859651,2016-11-14T01:42:12Z,-42.14,2.3,173.59,4.2,5.0,0.0,M,,,,,,,3.9,0.4,6,3.7,nan,7,,,,,,,,,,3.7,0.3,7
2016p859653,2016-11-14T01:42:25Z,-41.69,2.5,174.18,3.0,6.0,4.0,M,,,,,,,3.8,0.4,7,3.6,nan,7,,,,,,,,,,3.6,0.4,7
2016p859652,2016-11-14T01:42:58Z,-38.16,1.4,176.22,1.5,5.0,2.0,M,,,,,,,1.9,0.3,8,1.6,nan,8,,,,,,,,,,1.6,0.3,8
2016p859655,2016-11-14T01:43:51Z,-42.45,4.0,173.82,4.8,8.0,4.0,M,,,,,,,3.4,0.2,8,3.4,nan,8,,,,,,,,,,3.4,0.2,8
2016p859654,2016-11-14T01:44:00Z,-41.76,3.2,174.04,3.6,7.0,4.0,M,,,,,,,3.3,0.2,8,3.0,nan,8,,,,,,,,,,3.0,0.2,8
2016p859657,2016-11-14T01:45:22Z,-42.45,2.4,173.88,3.4,9.0,4.0,M,,,,,,,4.4,0.4,13,3.4,nan,20,,,,,,,,,,3.4,0.2,20
2016p859663,2016-11-14T01:46:19Z,-42.58,2.3,173.16,3.6,7.0,4.0,M,,,,,,,4.5,0.4,6,4.3,nan,7,,,,,,,,,,4.3,0.3,7
2016p859662,2016-11-14T01:47:39Z,-42.4,2.9,173.61,2.7,5.0,0.0,M,,,,,,,4.1,0.2,6,3.8,nan,6,,,,,,,,,,3.8,0.2,6
2016p859664,2016-11-14T01:49:23Z,-42.63,2.7,173.02,2.4,5.0,2.0,M,,,,,,,3.5,0.2,6,3.3,nan,6,,,,,,,,,,3.3,0.2,6
2016p859669,2016-11-14T01:51:51Z,-40.59,3.1,173.48,4.3,130.0,7.0,M,,,,,,,3.0,0.4,4,3.1,nan,21,,,,,,,,,,3.1,0.2,21
2016p859670,2016-11-14T01:52:11Z,-41.77,4.3,174.21,5.4,13.0,7.0,M,,,,,,,3.2,0.3,4,2.9,nan,4,,,,,,,,,,2.9,0.3,4
2016p859671,2016-11-14T01:53:11Z,-42.47,1.8,173.1,2.4,8.0,3.0,M,,,,,,,3.8,0.2,13,3.6,nan,13,,,,,,,,,,3.6,0.2,13
2016p859674,2016-11-14T01:54:38Z,-42.46,2.1,173.25,2.7,5.0,0.0,M,,,,,,,4.0,0.3,8,3.8,nan,9,,,,,,,,,,3.8,0.3,9
2016p859677,2016-11-14T01:56:07Z,-41.9,3.5,173.9,4.4,11.0,3.0,M,,,,,,,4.4,0.2,12,4.1,nan,12,,,,,,,,,,4.1,0.2,12
2016p859681,2016-11-14T01:58:38Z,-41.7,2.4,174.25,2.0,8.0,4.0,M,,,,,,,3.8,0.3,8,3.5,nan,8,,,,,,,,,,3.5,0.2,8
2016p859686,2016-11-14T02:01:12Z,-42.53,2.3,173.86,3.2,10.0,4.0,M,,,,,,,4.3,0.2,22,4.1,nan,33,,,,,,,,,,4.1,0.2,33
2016p859689,2016-11-14T02:02:49Z,-41.82,3.4,174.19,2.9,7.0,4.0,M,,,,,,,4.1,0.2,13,3.6,nan,14,,,,,,,,,,3.6,0.3,14
2016p859690,2016-11-14T02:02:58Z,-42.39,3.5,173.85,4.1,12.0,0.0,M,,,,,,,4.6,0.1,7,4.4,nan,7,,,,,,,,,,4.4,0.2,7
2016p859697,2016-11-14T02:06:53Z,-41.66,2.1,174.2,2.6,5.0,3.0,M,,,,,,,3.1,0.2,9,3.1,nan,9,,,,,,,,,,3.1,0.3,9
2016p859698,2016-11-14T02:07:44Z,-42.4,2.0,173.19,2.1,5.0,0.0,M,,,,,,,4.6,0.2,6,4.4,nan,6,,,,,,,,,,4.4,0.2,6
2016p859704,2016-11-14T02:11:05Z,-38.62,1.2,176.02,1.9,8.0,2.0,M,,,,,,,2.8,0.3,13,2.6,nan,10,,,,,,,,,,2.6,0.4,10
2016p859708,2016-11-14T02:12:31Z,-42.2,2.7,173.72,4.7,5.0,0.0,M,,,,,,,4.1,0.4,7,3.4,nan,20,,,,,,,,,,3.4,0.1,20
2016p859709,2016-11-14T02:13:26Z,-41.71,2.7,174.3,2.1,7.0,4.0,M,,,,,,,4.1,0.1,17,3.8,nan,17,,,,,,,,,,3.8,0.2,17
2016p859715,2016-11-14T02:16:18Z,-42.6,2.5,173.05,4.0,15.0,3.0,M,,,,,,,3.0,0.2,9,2.9,nan,9,,,,,,,,,,2.9,0.1,9
2016p859716,2016-11-14T02:16:57Z,-41.83,2.4,174.0,2.5,11.0,3.0,M,,,,,,,3.6,0.2,13,2.8,nan,16,,,,,,,,,,2.8,0.2,16
2016p859717,2016-11-14T02:17:25Z,-41.72,2.6,174.13,3.2,13.0,7.0,M,,,,,,,4.0,0.3,4,2.7,nan,4,,,,,,,,,,2.7,0.2,4
2016p859718,2016-11-14T02:17:46Z,-41.73,2.4,174.22,2.1,7.0,4.0,M,,,,,,,4.2,0.2,15,3.4,nan,19,,,,,,,,,,3.4,0.2,19
2016p859719,2016-11-14T02:18:11Z,-41.97,2.8,173.99,2.0,6.0,4.0,M,,,,,,,4.4,0.2,9,4.2,nan,9,,,,,,,,,,4.2,0.1,9
2016p859724,2016-11-14T02:21:21Z,-39.65,1.4,175.74,2.1,10.0,4.0,M,,,,,,,3.2,0.2,26,3.0,nan,27,,,,,,,,,,3.0,0.2,27
2016p859725,2016-11-14T02:21:32Z,-42.02,2.1,173.79,2.3,5.0,0.0,M,,,,,,,3.3,0.2,10,3.1,nan,10,,,,,,,,,,3.1,0.1,10
2016p859727,2016-11-14T02:23:00Z,-42.13,4.3,173.76,5.6,5.0,0.0,M,,,,,,,3.6,0.1,6,3.1,nan,6,,,,,,,,,,3.1,0.2,6
2016p859728,2016-11-14T02:23:19Z,-42.41,4.6,173.89,4.0,5.0,0.0,M,,,,,,,3.7,0.1,6,3.4,nan,6,,,,,,,,,,3.4,0.1,6
2016p859734,2016-11-14T02:26:19Z,-42.39,3.0,173.8,2.7,5.0,0.0,M,,,,,,,3.2,0.2,18,3.1,nan,25,,,,,,,,,,3.1,0.2,25
2016p859740,2016-11-14T02:29:35Z,-41.9,2.1,174.02,2.5,6.0,3.0,M,,,,,,,3.7,0.3,13,2.9,nan,19,,,,,,,,,,2.9,0.2,19
2016p859741,2016-11-14T02:30:14Z,-41.7,2.6,174.25,2.3,10.0,4.0,M,,,,,,,3.7,0.2,14,3.6,nan,55,,,,,,,,,,3.6,0.2,55
2016p859743,2016-11-14T02:31:26Z,-41.96,2.0,173.79,1.8,5.0,2.0,M,,,,,,,4.1,0.2,17,3.8,nan,16,,,,,,,,,,3.8,0.2,16
2016p859749,2016-11-14T02:34:40Z,-41.7,2.3,174.23,2.3,7.0,5.0,M,,,,,,,3.8,0.2,12,3.5,nan,12,,,,,,,,,,3.5,0.2,12
2016p859751,2016-11-14T02:35:44Z,-42.4,3.0,173.37,2.7,5.0,0.0,M,,,,,,,3.9,0.2,7,3.9,nan,5,,,,,,,,,,3.9,0.2,5
2016p859754,2016-11-14T02:37:09Z,-41.77,3.5,174.18,2.9,18.0,4.0,M,,,,,,,3.8,0.3,9,3.4,nan,9,,,,,,,,,,3.4,0.3,9
2016p859759,2016-11-14T02:39:50Z,-41.71,3.8,174.29,4.1,15.0,6.0,M,,,,,,,2.9,0.1,12,2.7,nan,13,,,,,,,,,,2.7,0.2,13
2016p859761,2016-11-14T02:40:55Z,-41.7,3.2,174.25,4.1,9.0,5.0,M,,,,,,,2.9,0.1,14,2.8,nan,14,,,,,,,,,,2.8,0.2,14
2016p859767,2016-11-14T02:43:17Z,-42.33,6.0,174.18,4.7,12.0,0.0,M,,,,,,,4.0,0.3,9,3.2,nan,9,,,,,,,,,,3.2,0.3,9
2016p859770,2016-11-14T02:43:57Z,-42.5,2.9,173.06,4.3,8.0,3.0,M,,,,,,,3.5,0.2,9,3.4,nan,8,,,,,,,,,,3.4,0.2,8
2016p859766,2016-11-14T02:44:03Z,-41.74,3.0,174.23,3.4,16.0,4.0,M,,,,,,,3.6,0.2,16,3.3,nan,16,,,,,,,,,,3.3,0.2,16
2016p859769,2016-11-14T02:45:20Z,-41.98,2.5,173.85,2.4,9.0,4.0,M,,,,,,,3.6,0.2,13,3.3,nan,13,,,,,,,,,,3.3,0.2,13
2016p859771,2016-11-14T02:46:39Z,-41.8,5.3,174.11,5.5,20.0,8.0,M,,,,,,,2.8,0.2,6,2.5,nan,6,,,,,,,,,,2.5,0.2,6
2016p859774,2016-11-14T02:47:36Z,-42.51,2.4,173.05,3.6,5.0,3.0,M,,,,,,,3.5,0.2,13,3.3,nan,13,,,,,,,,,,3.3,0.2,13
2016p859780,2016-11-14T02:50:49Z,-41.68,2.1,174.26,2.1,6.0,3.0,M,,,,,,,4.4,0.2,17,4.1,nan,17,,,,,,,,,,4.1,0.2,17
2016p859784,2016-11-14T02:53:34Z,-41.9,2.1,173.94,2.9,11.0,4.0,M,,,,,,,3.7,0.2,11,3.4,nan,11,,,,,,,,,,3.4,0.1,11
2016p859788,2016-11-14T02:55:25Z,-41.75,3.5,174.25,2.4,9.0,4.0,M,,,,,,,3.8,0.2,16,3.5,nan,16,,,,,,,,,,3.5,0.2,16
2016p859789,2016-11-14T02:56:06Z,-42.41,4.3,173.61,4.3,5.0,4.0,M,,,,,,,4.3,0.3,7,4.2,nan,7,,,,,,,,,,4.2,0.3,7
2016p859795,2016-11-14T02:58:51Z,-41.75,3.3,174.25,2.1,8.0,4.0,M,,,,,,,3.8,0.2,19,3.5,nan,19,,,,,,,,,,3.5,0.2,19
2016p859796,2016-11-14T02:59:15Z,-42.54,3.9,173.52,3.8,5.0,0.0,M,,,,,,,4.0,0.1,6,3.8,nan,6,,,,,,,,,,3.8,0.1,6
2016p859801,2016-11-14T03:02:23Z,-41.75,5.6,174.26,2.6,11.0,5.0,M,,,,,,,3.9,0.1,16,3.6,nan,16,,,,,,,,,,3.6,0.2,16
2016p859803,2016-11-14T03:03:12Z,-42.65,2.0,172.89,2.3,11.0,3.0,M,,,,,,,4.0,0.2,10,3.7,nan,13,,,,,,,,,,3.7,0.2,13
2016p859807,2016-11-14T03:05:24Z,-42.98,2.7,171.77,2.4,5.0,0.0,M,,,,,,,2.9,0.2,10,2.8,nan,10,,,,,,,,,,2.8,0.2,10
2016p859808,2016-11-14T03:06:01Z,-42.34,3.0,173.81,4.5,12.0,4.0,M,,,,,,,4.0,0.2,16,3.8,nan,16,,,,,,,,,,3.8,0.2,16
2016p859811,2016-11-14T03:07:20Z,-42.5,5.6,173.16,4.0,5.0,0.0,M,,,,,,,3.8,0.3,4,3.6,nan,4,,,,,,,,,,3.6,0.2,4
2016p859813,2016-11-14T03:08:33Z,-41.67,3.9,174.27,2.9,5.0,0.0,M,,,,,,,3.1,0.2,12,2.8,nan,13,,,,,,,,,,2.8,0.1,13
2016p859815,2016-11-14T03:10:00Z,-42.25,2.1,173.84,2.8,12.0,0.0,M,,,,,,,4.0,0.2,18,3.8,nan,18,,,,,,,,,,3.8,0.1,18
2016p859821,2016-11-14T03:12:58Z,-41.74,4.0,174.33,3.2,13.0,5.0,M,,,,,,,3.2,0.1,13,3.0,nan,13,,,,,,,,,,3.0,0.1,13
2016p859825,2016-11-14T03:14:59Z,-42.15,3.0,173.65,4.0,13.0,3.0,M,,,,,,,3.4,0.3,11,3.1,nan,11,,,,,,,,,,3.1,0.2,11
2016p859826,2016-11-14T03:15:46Z,-41.73,3.3,174.33,2.5,5.0,0.0,M,,,,,,,3.1,0.2,14,2.9,nan,14,,,,,,,,,,2.9,0.2,14
2016p859831,2016-11-14T03:17:56Z,-41.7,3.2,174.24,3.0,18.0,4.0,M,,,,,,,3.1,0.1,19,2.9,nan,18,,,,,,,,,,2.9,0.2,18
2016p859830,2016-11-14T03:17:59Z,-42.49,2.3,173.23,2.8,12.0,0.0,M,,,,,,,3.2,0.2,10,3.0,nan,10,,,,,,,,,,3.0,0.2,10
2016p859837,2016-11-14T03:21:19Z,-42.24,2.5,173.8,3.4,8.0,3.0,M,,,,,,,4.0,0.3,13,3.7,nan,13,,,,,,,,,,3.7,0.2,13
2016p859843,2016-11-14T03:25:09Z,-42.46,1.8,173.25,2.8,11.0,3.0,M,,,,,,,4.0,0.2,12,3.8,nan,12,,,,,,,,,,3.8,0.2,12
2016p859844,2016-11-14T03:26:59Z,-41.73,2.6,174.15,2.3,6.0,4.0,M,,,,,,,3.5,0.2,12,3.2,nan,19,,,,,,,,,,3.2,0.2,19
2016p859849,2016-11-14T03:27:58Z,-42.01,3.9,174.16,4.0,17.0,4.0,M,,,,,,,4.0,0.2,16,3.7,nan,16,,,,,,,,,,3.7,0.2,16
2016p859856,2016-11-14T03:31:48Z,-41.83,4.3,174.27,2.1,5.0,0.0,M,,,,,,,4.0,0.1,15,3.6,nan,13,,,,,,,,,,3.6,0.1,13
2016p859859,2016-11-14T03:33:12Z,-41.91,3.1,174.04,2.7,7.0,5.0,M,,,,,,,3.9,0.1,7,3.8,nan,7,,,,,,,,,,3.8,0.1,7
2016p859861,2016-11-14T03:34:16Z,-41.68,2.3,174.24,2.1,7.0,4.0,M,,,,,,,3.9,0.2,12,3.6,nan,12,,,,,,,,,,3.6,0.2,12
2016p859865,2016-11-14T03:36:09Z,-41.71,3.1,174.32,3.0,8.0,5.0,M,,,,,,,4.1,0.1,13,3.8,nan,13,,,,,,,,,,3.8,0.1,13
2016p859870,2016-11-14T03:39:07Z,-41.68,3.4,174.26,3.7,15.0,6.0,M,,,,,,,3.7,1.0,11,2.4,nan,9,,,,,,,,,,2.4,0.2,9
2016p859872,2016-11-14T03:40:18Z,-41.73,3.0,174.35,2.1,9.0,4.0,M,,,,,,,5.1,0.2,16,4.8,nan,16,,,,,,,,,,4.8,0.2,16
2016p859878,2016-11-14T03:43:14Z,-41.63,4.4,174.35,8.5,11.0,14.0,M,,,,,,,3.1,0.2,5,2.9,nan,5,,,,,,,,,,2.9,0.1,5
2016p859880,2016-11-14T03:44:26Z,-41.94,3.6,174.1,2.3,5.0,4.0,M,,,,,,,4.3,0.2,16,4.0,nan,16,,,,,,,,,,4.0,0.2,16
2016p859885,2016-11-14T03:47:05Z,-41.92,5.4,174.19,2.9,6.0,4.0,M,,,,,,,3.6,0.1,13,3.3,nan,13,,,,,,,,,,3.3,0.2,13
2016p859888,2016-11-14T03:48:48Z,-41.78,2.6,174.18,2.4,6.0,3.0,M,,,,,,,3.8,0.1,14,3.5,nan,14,,,,,,,,,,3.5,0.2,14
2016p859893,2016-11-14T03:51:00Z,-42.33,7.2,173.93,7.6,12.0,5.0,M,,,,,,,3.3,0.2,9,3.1,nan,9,,,,,,,,,,3.1,0.2,9
2016p859895,2016-11-14T03:52:31Z,-41.72,3.6,174.28,2.9,13.0,5.0,M,,,,,,,3.3,0.2,13,3.0,nan,13,,,,,,,,,,3.0,0.2,13
2016p859898,2016-11-14T03:53:54Z,-41.73,3.7,174.32,3.1,9.0,4.0,M,,,,,,,3.1,0.2,17,2.9,nan,17,,,,,,,,,,2.9,0.2,17
2016p859899,2016-11-14T03:54:54Z,-41.71,3.5,174.2,4.1,18.0,5.0,M,,,,,,,3.7,0.4,10,2.8,nan,13,,,,,,,,,,2.8,0.2,13
2016p859901,2016-11-14T03:55:37Z,-42.34,3.3,173.86,2.6,5.0,0.0,M,,,,,,,4.1,0.2,9,3.8,nan,9,,,,,,,,,,3.8,0.2,9
2016p859906,2016-11-14T03:58:14Z,-42.47,2.7,173.58,3.6,5.0,0.0,M,,,,,,,3.3,0.2,10,3.2,nan,10,,,,,,,,,,3.2,0.2,10
2016p859912,2016-11-14T04:01:22Z,-42.48,1.9,173.01,2.3,5.0,0.0,M,,,,,,,3.7,0.2,11,3.5,nan,11,,,,,,,,,,3.5,0.1,11
2016p859914,2016-11-14T04:02:24Z,-41.69,3.7,174.23,3.5,7.0,6.0,M,,,,,,,3.3,0.2,12,3.0,nan,12,,,,,,,,,,3.0,0.2,12
2016p859918,2016-11-14T04:04:33Z,-41.63,5.3,174.42,2.7,12.0,0.0,M,,,,,,,2.8,0.2,8,2.6,nan,8,,,,,,,,,,2.6,0.2,8
2016p859920,2016-11-14T04:05:47Z,-42.26,2.0,173.64,2.6,7.0,4.0,M,,,,,,,5.1,0.2,11,4.8,nan,11,,,,,,,,,,4.8,0.2,11
2016p859929,2016-11-14T04:10:21Z,-42.14,1.8,173.58,2.7,5.0,0.0,M,,,,,,,5.1,0.1,6,5.1,nan,72,,,,,,,,,,5.1,0.2,72
2016p859935,2016-11-14T04:13:41Z,-41.72,3.7,174.34,4.0,10.0,7.0,M,,,,,,,3.6,0.1,13,3.3,nan,16,,,,,,,,,,3.3,0.1,16
2016p859937,2016-11-14T04:14:32Z,-42.43,3.1,173.37,2.4,5.0,0.0,M,,,,,,,4.2,0.3,6,4.0,nan,19,,,,,,,,,,4.0,0.2,19
2016p859938,2016-11-14T04:14:38Z,-41.97,7.7,174.23,8.2,5.0,0.0,M,,,,,,,3.7,0.2,2,2.9,nan,1,,,,,,,,,,2.9,nan,1
2016p859940,2016-11-14T04:15:53Z,-41.78,2.5,174.21,1.8,13.0,2.0,M,,,,,,,4.2,0.1,23,3.9,nan,23,,,,,,,,,,3.9,0.2,23
2016p859945,2016-11-14T04:18:53Z,-42.54,4.9,173.05,4.1,11.0,5.0,M,,,,,,,3.3,0.2,7,3.0,nan,7,,,,,,,,,,3.0,0.2,7
2016p859946,2016-11-14T04:19:03Z,-42.38,4.2,173.86,3.6,5.0,0.0,M,,,,,,,3.4,0.3,6,3.1,nan,18,,,,,,,,,,3.1,0.2,18
2016p859952,2016-11-14T04:22:39Z,-41.76,4.4,174.39,2.8,12.0,5.0,M,,,,,,,3.3,0.1,13,3.0,nan,14,,,,,,,,,,3.0,0.2,14
2016p859951,2016-11-14T04:22:49Z,-42.34,2.3,173.82,3.3,14.0,3.0,M,,,,,,,3.8,0.2,13,3.6,nan,13,,,,,,,,,,3.6,0.2,13
2016p859958,2016-11-14T04:25:43Z,-42.48,1.9,173.23,2.1,5.0,0.0,M,,,,,,,3.6,0.2,11,3.5,nan,11,,,,,,,,,,3.5,0.2,11
2016p859967,2016-11-14T04:30:42Z,-41.58,3.5,174.28,2.2,5.0,0.0,M,,,,,,,3.2,0.1,4,2.8,nan,4,,,,,,,,,,2.8,0.3,4
2016p859971,2016-11-14T04:32:50Z,-42.39,1.9,173.69,2.4,7.0,3.0,M,,,,,,,4.4,0.2,13,4.2,nan,13,,,,,,,,,,4.2,0.2,13
2016p859979,2016-11-14T04:37:10Z,-41.7,2.3,174.21,3.1,7.0,6.0,M,,,,,,,3.2,0.2,8,3.0,nan,8,,,,,,,,,,3.0,0.2,8
2016p859983,2016-11-14T04:39:08Z,-41.11,2.7,174.65,2.0,22.0,3.0,M,,,,,,,2.5,0.2,13,2.2,nan,13,,,,,,,,,,2.2,0.2,13
2016p859988,2016-11-14T04:41:57Z,-41.72,2.0,174.15,1.7,7.0,3.0,M,,,,,,,3.9,0.2,18,3.6,nan,18,,,,,,,,,,3.6,0.2,18
2016p859992,2016-11-14T04:44:13Z,-42.43,3.0,173.56,2.9,6.0,4.0,M,,,,,,,3.6,0.3,7,3.4,nan,7,,,,,,,,,,3.4,0.2,7
2016p859999,2016-11-14T04:47:53Z,-42.07,2.4,173.76,2.7,11.0,3.0,M,,,,,,,3.5,0.2,14,3.2,nan,14,,,,,,,,,,3.2,0.2,14
2016p860000,2016-11-14T04:48:22Z,-37.55,12.7,177.34,8.1,5.0,0.0,M,,,,,,,2.1,0.2,6,1.9,nan,6,,,,,,,,,,1.9,0.3,6
2016p860004,2016-11-14T04:50:29Z,-41.7,2.8,174.14,3.3,10.0,8.0,M,,,,,,,3.0,0.1,6,2.6,nan,6,,,,,,,,,,2.6,0.1,6
2016p860007,2016-11-14T04:51:49Z,-42.45,3.8,173.35,3.4,14.0,4.0,M,,,,,,,3.0,0.2,7,2.9,nan,7,,,,,,,,,,2.9,0.2,7
2016p860009,2016-11-14T04:52:50Z,-42.39,2.2,173.54,3.3,9.0,3.0,M,,,,,,,3.1,0.2,11,3.0,nan,11,,,,,,,,,,3.0,0.2,11
2016p860010,2016-11-14T04:53:38Z,-41.87,2.9,173.96,3.3,10.0,3.0,M,,,,,,,3.8,0.4,10,2.5,nan,10,,,,,,,,,,2.5,0.1,10
2016p860011,2016-11-14T04:54:08Z,-41.88,5.9,174.25,2.7,5.0,0.0,M,,,,,,,3.8,0.3,9,3.5,nan,9,,,,,,,,,,3.5,0.2,9
2016p860012,2016-11-14T04:54:26Z,-41.92,3.7,174.13,2.9,5.0,0.0,M,,,,,,,3.8,0.2,10,3.6,nan,10,,,,,,,,,,3.6,0.1,10
2016p860020,2016-11-14T04:59:02Z,-41.74,4.0,174.2,3.3,12.0,0.0,M,,,,,,,3.4,0.3,8,2.8,nan,13,,,,,,,,,,2.8,0.2,13
2016p860022,2016-11-14T04:59:52Z,-41.73,3.8,174.33,2.7,14.0,5.0,M,,,,,,,3.5,0.1,14,3.3,nan,19,,,,,,,,,,3.3,0.2,19
2016p860024,2016-11-14T05:01:32Z,-41.68,3.9,174.28,3.2,11.0,6.0,M,,,,,,,4.0,0.1,12,3.7,nan,12,,,,,,,,,,3.7,0.1,12
2016p860031,2016-11-14T05:05:00Z,-42.27,2.4,173.75,3.8,10.0,4.0,M,,,,,,,3.6,0.2,10,3.3,nan,18,,,,,,,,,,3.3,0.2,18
2016p860036,2016-11-14T05:07:31Z,-41.81,2.5,174.05,2.3,10.0,3.0,M,,,,,,,3.0,0.2,10,2.8,nan,10,,,,,,,,,,2.8,0.2,10
2016p860040,2016-11-14T05:09:42Z,-41.63,3.4,174.34,2.5,5.0,0.0,M,,,,,,,2.8,0.2,10,2.5,nan,10,,,,,,,,,,2.5,0.2,10
2016p860042,2016-11-14T05:10:23Z,-42.41,2.6,173.8,4.8,9.0,4.0,M,,,,,,,3.2,0.2,13,3.2,nan,13,,,,,,,,,,3.2,0.2,13
2016p860044,2016-11-14T05:11:43Z,-41.7,3.6,174.31,2.7,9.0,4.0,M,,,,,,,3.9,0.2,17,3.6,nan,17,,,,,,,,,,3.6,0.2,17
2016p860047,2016-11-14T05:13:06Z,-41.7,4.1,174.27,3.3,13.0,6.0,M,,,,,,,3.2,0.2,10,2.9,nan,10,,,,,,,,,,2.9,0.2,10
2016p860049,2016-11-14T05:14:38Z,-42.03,3.6,173.82,5.9,5.0,0.0,M,,,,,,,3.1,0.3,7,2.8,nan,6,,,,,,,,,,2.8,0.2,6
2016p860053,2016-11-14T05:16:32Z,-42.39,2.7,173.39,2.3,5.0,0.0,M,,,,,,,5.3,0.3,7,5.2,nan,7,,,,,,,,,,5.2,0.3,7
2016p860058,2016-11-14T05:19:22Z,-42.49,1.9,173.2,2.9,5.0,0.0,M,,,,,,,3.7,0.3,9,3.4,nan,9,,,,,,,,,,3.4,0.2,9
2016p860061,2016-11-14T05:20:52Z,-42.51,3.0,173.31,3.3,7.0,5.0,M,,,,,,,3.8,0.2,8,3.7,nan,8,,,,,,,,,,3.7,0.3,8
2016p860062,2016-11-14T05:21:14Z,-41.72,3.0,174.3,2.8,13.0,4.0,M,,,,,,,4.0,0.1,17,3.7,nan,17,,,,,,,,,,3.7,0.2,17
2016p860065,2016-11-14T05:23:00Z,-42.44,2.4,173.08,2.2,5.0,0.0,M,,,,,,,3.4,0.3,7,3.2,nan,7,,,,,,,,,,3.2,0.3,7
2016p860068,2016-11-14T05:24:25Z,-41.7,2.3,174.24,2.2,7.0,3.0,M,,,,,,,3.8,0.2,22,3.5,nan,22,,,,,,,,,,3.5,0.2,22
2016p860073,2016-11-14T05:27:05Z,-42.5,2.5,173.66,3.8,8.0,4.0,M,,,,,,,4.4,0.3,15,4.0,nan,43,,,,,,,,,,4.0,0.2,43
2016p860077,2016-11-14T05:29:28Z,-42.17,2.3,173.7,3.3,5.0,0.0,M,,,,,,,4.1,0.2,12,3.9,nan,12,,,,,,,,,,3.9,0.2,12
2016p860083,2016-11-14T05:32:24Z,-41.78,2.4,174.05,2.5,16.0,3.0,M,,,,,,,3.0,0.5,11,2.8,nan,11,,,,,,,,,,2.8,0.5,11
2016p860089,2016-11-14T05:35:29Z,-42.15,1.9,173.56,2.6,5.0,3.0,M,,,,,,,3.6,0.3,10,3.4,nan,10,,,,,,,,,,3.4,0.3,10
2016p860090,2016-11-14T05:35:56Z,-39.83,2.4,175.16,2.5,24.0,4.0,M,,,,,,,2.8,0.1,27,2.6,nan,28,,,,,,,,,,2.6,0.2,28
2016p860092,2016-11-14T05:37:05Z,-42.05,2.8,173.73,4.3,11.0,6.0,M,,,,,,,3.2,0.2,6,3.1,nan,6,,,,,,,,,,3.1,0.2,6
2016p860095,2016-11-14T05:39:01Z,-42.33,3.3,173.79,4.5,5.0,0.0,M,,,,,,,3.3,0.3,7,3.1,nan,7,,,,,,,,,,3.1,0.1,7
