PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mb,mb_Uncertainty,mb_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2016p663000,2016-09-02T07:26:56Z,-37.02,6.4,179.05,9.5,14.0,7.0,M,,,,,,,3.2,0.2,18,3.1,nan,15,,,,,,,,,,3.1,0.1,15
2016p663003,2016-09-02T07:28:17Z,-36.98,4.5,179.19,7.5,18.0,12.0,M,,,,,,,3.5,0.2,36,3.3,nan,26,,,,,,,,,,3.3,0.1,26
2016p663006,2016-09-02T07:29:47Z,-36.92,4.8,178.9,8.2,12.0,0.0,M,,,,,,,3.0,0.3,10,2.9,nan,6,,,,,,,,,,2.9,0.1,6
2016p663014,2016-09-02T07:34:10Z,-36.98,7.7,178.89,13.5,9.0,9.0,M,,,,,,,3.1,0.2,12,2.9,nan,10,,,,,,,,,,2.9,0.2,10
2016p663019,2016-09-02T07:36:42Z,-37.02,10.0,179.04,10.1,19.0,10.0,M,,,,,,,3.4,0.2,14,3.2,nan,14,,,,,,,,,,3.2,0.2,14
2016p663052,2016-09-02T07:54:11Z,-37.14,4.0,179.11,5.7,19.0,7.0,M,,,,,,,4.3,0.3,59,4.0,nan,74,,,,,,,,,,4.0,0.3,74
2016p663060,2016-09-02T07:58:45Z,-37.1,5.7,178.86,9.0,15.0,5.0,M,,,,,,,3.2,0.2,13,3.0,nan,10,,,,,,,,,,3.0,0.1,10
2016p663077,2016-09-02T08:07:30Z,-37.06,4.5,178.99,6.7,22.0,8.0,M,,,,,,,3.4,0.2,31,3.2,nan,24,,,,,,,,,,3.2,0.2,24
2016p663082,2016-09-02T08:10:18Z,-36.89,5.9,179.09,12.1,18.0,11.0,M,,,,,,,3.2,0.2,14,3.0,nan,10,,,,,,,,,,3.0,0.1,10
2016p663097,2016-09-02T08:18:12Z,-36.97,3.9,179.11,7.2,14.0,7.0,M,,,,,,,4.5,0.3,39,4.3,nan,39,,,,,,,,,,4.3,0.2,39
2016p663112,2016-09-02T08:26:24Z,-37.24,5.1,179.03,6.5,11.0,5.0,M,,,,,,,3.4,0.3,30,3.1,nan,23,,,,,,,,,,3.1,0.1,23
2016p663118,2016-09-02T08:29:19Z,-37.29,4.4,178.91,6.7,16.0,6.0,M,,,,,,,3.3,0.2,31,3.1,nan,24,,,,,,,,,,3.1,0.2,24
2016p663127,2016-09-02T08:34:19Z,-37.2,5.6,178.86,8.9,22.0,7.0,M,,,,,,,3.0,0.2,14,2.7,nan,11,,,,,,,,,,2.7,0.2,11
2016p663136,2016-09-02T08:39:10Z,-37.08,4.6,179.2,5.9,16.0,10.0,M,,,,,,,3.7,0.3,46,3.6,nan,43,,,,,,,,,,3.6,0.2,43
2016p663145,2016-09-02T08:44:14Z,-37.18,7.6,178.97,8.4,21.0,8.0,M,,,,,,,3.3,0.2,24,3.0,nan,19,,,,,,,,,,3.0,0.1,19
2016p663166,2016-09-02T08:55:56Z,-37.2,6.1,178.73,8.0,18.0,6.0,M,,,,,,,3.3,0.3,7,3.1,nan,7,,,,,,,,,,3.1,0.1,7
2016p663170,2016-09-02T08:57:27Z,-37.25,5.5,178.92,8.4,14.0,6.0,M,,,,,,,3.2,0.2,20,3.0,nan,17,,,,,,,,,,3.0,0.2,17
2016p663182,2016-09-02T09:03:47Z,-37.22,7.3,178.89,9.2,19.0,7.0,M,,,,,,,3.4,0.2,19,3.3,nan,17,,,,,,,,,,3.3,0.2,17
2016p663186,2016-09-02T09:05:47Z,-37.11,10.8,178.93,10.7,12.0,7.0,M,,,,,,,3.0,0.2,8,2.8,nan,7,,,,,,,,,,2.8,0.1,7
2016p663197,2016-09-02T09:11:37Z,-37.34,3.8,178.99,5.2,21.0,6.0,M,,,,,,,3.6,0.3,51,3.3,nan,43,,,,,,,,,,3.3,0.2,43
2016p663221,2016-09-02T09:24:49Z,-37.13,7.1,179.0,9.8,15.0,7.0,M,,,,,,,3.0,0.3,12,2.8,nan,8,,,,,,,,,,2.8,0.2,8
2016p663244,2016-09-02T09:36:48Z,-37.05,6.7,178.85,8.7,16.0,9.0,M,,,,,,,3.1,0.2,14,2.9,nan,12,,,,,,,,,,2.9,0.1,12
2016p663250,2016-09-02T09:40:03Z,-37.19,8.3,179.34,5.9,16.0,9.0,M,,,,,,,3.8,0.3,36,3.5,nan,32,,,,,,,,,,3.5,0.2,32
2016p663280,2016-09-02T09:55:33Z,-37.02,3.8,179.22,6.2,9.0,7.0,M,,,,,,,4.0,0.2,60,3.8,nan,57,,,,,,,,,,3.8,0.1,57
2016p663308,2016-09-02T10:10:55Z,-36.93,6.1,179.07,8.8,10.0,9.0,M,,,,,,,3.2,0.2,21,2.9,nan,16,,,,,,,,,,2.9,0.1,16
2016p663322,2016-09-02T10:17:54Z,-37.26,3.9,179.13,6.4,10.0,6.0,M,,,,,,,4.0,0.2,64,3.8,nan,57,,,,,,,,,,3.8,0.2,57
2016p663333,2016-09-02T10:24:04Z,-37.06,13.0,179.03,11.3,14.0,7.0,M,,,,,,,4.7,0.2,8,2.9,nan,10,,,,,,,,,,2.9,0.2,10
2016p663334,2016-09-02T10:24:51Z,-37.07,3.5,179.23,5.8,18.0,11.0,M,,,,,,,4.9,0.2,85,4.6,nan,96,,,,,,,,,,4.6,0.2,96
2016p663342,2016-09-02T10:29:01Z,-37.08,5.3,178.98,10.8,12.0,0.0,M,,,,,,,4.1,0.2,12,3.9,nan,12,,,,,,,,,,3.9,0.1,12
2016p663367,2016-09-02T10:42:18Z,-37.24,5.4,178.9,9.0,20.0,6.0,M,,,,,,,3.5,0.3,20,3.2,nan,19,,,,,,,,,,3.2,0.2,19
2016p663385,2016-09-02T10:51:46Z,-36.97,5.9,179.09,10.3,10.0,10.0,M,,,,,,,3.4,0.2,23,3.2,nan,19,,,,,,,,,,3.2,0.2,19
2016p663401,2016-09-02T11:00:22Z,-37.11,3.6,179.12,6.0,9.0,6.0,M,,,,,,,4.4,0.2,70,4.1,nan,68,,,,,,,,,,4.1,0.2,68
2016p663449,2016-09-02T11:25:33Z,-37.03,5.7,179.0,9.8,17.0,9.0,M,,,,,,,3.0,0.4,12,3.0,nan,10,,,,,,,,,,3.0,0.5,10
2016p663452,2016-09-02T11:27:36Z,-41.77,3.3,172.23,4.8,81.0,8.0,M,,,,,,,2.7,0.3,12,2.7,nan,9,,,,,,,,,,2.7,0.2,9
2016p663457,2016-09-02T11:30:01Z,-41.22,5.1,173.44,4.2,73.0,8.0,M,,,,,,,2.2,0.2,8,1.9,nan,4,,,,,,,,,,1.9,0.3,4
2016p663472,2016-09-02T11:37:57Z,-37.16,5.6,178.92,7.9,10.0,6.0,M,,,,,,,3.2,0.2,19,3.0,nan,15,,,,,,,,,,3.0,0.2,15
2016p663475,2016-09-02T11:40:09Z,-37.09,5.7,179.19,7.3,21.0,9.0,M,,,,,,,3.4,0.2,21,3.2,nan,19,,,,,,,,,,3.2,0.1,19
2016p663494,2016-09-02T11:49:58Z,-36.92,12.7,179.08,12.8,4.0,11.0,M,,,,,,,3.0,0.2,10,2.9,nan,7,,,,,,,,,,2.9,0.1,7
2016p663511,2016-09-02T11:58:46Z,-37.05,4.3,179.01,6.3,20.0,0.0,M,,,,,,,3.2,0.2,20,3.0,nan,14,,,,,,,,,,3.0,0.2,14
2016p663513,2016-09-02T11:59:45Z,-40.92,4.6,175.22,4.9,19.0,8.0,M,,,,,,,2.0,0.3,11,1.8,nan,10,,,,,,,,,,1.8,0.2,10
2016p663522,2016-09-02T12:04:52Z,-37.29,4.3,178.68,7.3,24.0,5.0,M,,,,,,,2.9,0.3,15,2.7,nan,12,,,,,,,,,,2.7,0.2,12
2016p663543,2016-09-02T12:15:56Z,-37.46,5.1,179.09,7.6,22.0,8.0,M,,,,,,,3.4,0.2,37,3.1,nan,25,,,,,,,,,,3.1,0.2,25
2016p663548,2016-09-02T12:18:32Z,-37.16,5.8,179.18,7.3,22.0,10.0,M,,,,,,,3.4,0.2,19,3.1,nan,14,,,,,,,,,,3.1,0.2,14
2016p663554,2016-09-02T12:22:03Z,-40.38,2.7,176.54,3.2,15.0,3.0,M,,,,,,,2.4,0.2,14,2.0,nan,13,,,,,,,,,,2.0,0.2,13
2016p663565,2016-09-02T12:27:43Z,-40.38,2.9,176.54,3.7,17.0,3.0,M,,,,,,,2.7,0.2,17,2.4,nan,15,,,,,,,,,,2.4,0.2,15
2016p663568,2016-09-02T12:29:31Z,-37.19,3.8,179.25,5.7,24.0,10.0,M,,,,,,,4.3,0.2,74,4.1,nan,72,,,,,,,,,,4.1,0.2,72
2016p663592,2016-09-02T12:41:53Z,-37.13,4.3,179.25,6.2,25.0,11.0,M,,,,,,,3.9,0.3,42,3.6,nan,39,,,,,,,,,,3.6,0.2,39
2016p663597,2016-09-02T12:44:51Z,-37.17,4.9,179.18,6.8,14.0,7.0,M,,,,,,,3.5,0.2,37,3.2,nan,30,,,,,,,,,,3.2,0.2,30
2016p663606,2016-09-02T12:49:43Z,-37.17,5.7,179.01,8.4,15.0,8.0,M,,,,,,,3.4,0.2,23,3.1,nan,19,,,,,,,,,,3.1,0.1,19
2016p663623,2016-09-02T12:58:37Z,-37.27,5.8,178.84,7.8,21.0,6.0,M,,,,,,,3.2,0.2,30,2.9,nan,23,,,,,,,,,,2.9,0.1,23
2016p663630,2016-09-02T13:02:13Z,-36.91,8.0,178.46,17.9,12.0,9.0,M,,,,,,,3.1,0.2,15,2.9,nan,13,,,,,,,,,,2.9,0.1,13
2016p663649,2016-09-02T13:12:12Z,-37.07,5.2,179.22,9.9,4.0,8.0,M,,,,,,,4.5,0.3,77,4.3,nan,76,,,,,,,,,,4.3,0.2,76
2016p663660,2016-09-02T13:19:43Z,-37.22,4.4,178.85,7.2,26.0,6.0,M,,,,,,,4.3,0.3,18,3.1,nan,19,,,,,,,,,,3.1,0.3,19
2016p663664,2016-09-02T13:20:40Z,-37.49,5.9,179.1,7.3,17.0,8.0,M,,,,,,,4.6,0.2,62,4.4,nan,62,,,,,,,,,,4.4,0.1,62
2016p663674,2016-09-02T13:25:41Z,-37.12,7.8,178.94,9.5,7.0,7.0,M,,,,,,,3.2,0.3,11,2.8,nan,14,,,,,,,,,,2.8,0.2,14
2016p663677,2016-09-02T13:26:55Z,-37.0,12.6,179.09,13.0,7.0,7.0,M,,,,,,,3.5,0.3,9,2.9,nan,11,,,,,,,,,,2.9,0.2,11
2016p663678,2016-09-02T13:27:35Z,-37.27,9.1,179.13,8.2,21.0,10.0,M,,,,,,,3.6,0.2,29,3.4,nan,34,,,,,,,,,,3.4,0.3,34
2016p663680,2016-09-02T13:29:01Z,-36.97,3.5,178.99,7.6,9.0,5.0,M,,,,,,,3.6,0.3,28,3.4,nan,22,,,,,,,,,,3.4,0.1,22
2016p663684,2016-09-02T13:31:17Z,-37.01,8.6,179.2,9.0,11.0,8.0,M,,,,,,,3.3,0.2,13,3.0,nan,13,,,,,,,,,,3.0,0.1,13
2016p663689,2016-09-02T13:33:38Z,-36.94,3.8,179.27,5.5,12.0,8.0,M,,,,,,,3.9,0.2,56,3.6,nan,49,,,,,,,,,,3.6,0.2,49
2016p663694,2016-09-02T13:36:18Z,-37.28,5.7,178.98,8.2,15.0,6.0,M,,,,,,,3.2,0.2,28,3.0,nan,21,,,,,,,,,,3.0,0.2,21
2016p663749,2016-09-02T14:05:17Z,-36.89,4.2,178.88,8.8,15.0,6.0,M,,,,,,,3.0,0.2,16,2.8,nan,11,,,,,,,,,,2.8,0.1,11
2016p663757,2016-09-02T14:10:00Z,-37.07,3.5,179.18,5.8,16.0,8.0,M,4.6,nan,1,,,,4.1,0.3,69,3.9,nan,62,3.9,0.4,1,,,,,,,3.9,0.2,62
2016p663769,2016-09-02T14:16:03Z,-37.44,4.1,179.07,6.0,25.0,8.0,M,,,,,,,3.8,0.2,61,3.7,nan,55,,,,,,,,,,3.7,0.2,55
2016p663778,2016-09-02T14:21:00Z,-37.29,3.9,179.13,5.9,21.0,8.0,M,,,,,,,3.7,0.3,64,3.5,nan,52,,,,,,,,,,3.5,0.2,52
2016p663784,2016-09-02T14:24:33Z,-37.39,3.4,179.04,4.9,16.0,5.0,M,,,,,,,3.8,0.2,61,3.5,nan,53,,,,,,,,,,3.5,0.2,53
2016p663790,2016-09-02T14:27:43Z,-41.73,2.9,172.21,2.8,5.0,0.0,M,,,,,,,3.1,0.2,13,2.9,nan,12,,,,,,,,,,2.9,0.2,12
2016p663807,2016-09-02T14:36:34Z,-37.05,9.3,179.13,8.7,9.0,8.0,M,,,,,,,3.6,0.3,23,3.3,nan,31,,,,,,,,,,3.3,0.4,31
2016p663825,2016-09-02T14:46:20Z,-37.25,3.6,179.02,5.9,16.0,7.0,M,,,,,,,4.1,0.5,52,3.5,nan,42,,,,,,,,,,3.5,0.3,42
2016p663826,2016-09-02T14:46:59Z,-40.98,2.7,174.52,2.0,31.0,4.0,M,,,,,,,4.3,0.2,26,4.0,nan,26,,,,,,,,,,4.0,0.2,26
2016p663878,2016-09-02T15:14:28Z,-37.18,4.8,179.1,7.7,17.0,10.0,M,,,,,,,3.4,0.3,34,3.1,nan,25,,,,,,,,,,3.1,0.2,25
2016p663892,2016-09-02T15:22:26Z,-37.23,5.2,178.71,8.5,19.0,5.0,M,,,,,,,2.8,0.2,13,3.0,nan,3,,,,,,,,,,3.0,0.7,3
2016p663907,2016-09-02T15:29:44Z,-37.18,5.2,178.99,7.0,7.0,4.0,M,,,,,,,3.3,0.2,24,3.0,nan,16,,,,,,,,,,3.0,0.2,16
2016p663915,2016-09-02T15:33:54Z,-37.13,3.7,179.27,5.6,20.0,9.0,M,,,,,,,3.9,0.3,61,3.7,nan,54,,,,,,,,,,3.7,0.2,54
2016p663936,2016-09-02T15:45:10Z,-37.28,6.5,178.86,8.9,15.0,7.0,M,,,,,,,3.1,0.2,19,2.8,nan,12,,,,,,,,,,2.8,0.2,12
2016p663942,2016-09-02T15:48:33Z,-37.2,5.5,179.03,8.0,14.0,7.0,M,,,,,,,3.1,0.2,18,2.9,nan,24,,,,,,,,,,2.9,0.4,24
2016p663946,2016-09-02T15:50:42Z,-37.08,6.1,179.27,7.1,13.0,8.0,M,,,,,,,3.5,0.2,27,3.3,nan,36,,,,,,,,,,3.3,0.3,36
2016p663967,2016-09-02T16:02:01Z,-37.07,5.6,178.91,8.6,6.0,7.0,M,,,,,,,3.1,0.2,17,2.8,nan,12,,,,,,,,,,2.8,0.1,12
2016p664012,2016-09-02T16:26:13Z,-36.99,7.2,179.21,11.6,24.0,31.0,M,,,,,,,3.7,0.2,26,3.5,nan,25,,,,,,,,,,3.5,0.2,25
2016p664024,2016-09-02T16:32:05Z,-37.15,6.1,179.02,8.3,11.0,7.0,M,,,,,,,3.7,0.3,30,3.3,nan,28,,,,,,,,,,3.3,0.2,28
2016p664040,2016-09-02T16:40:49Z,-36.96,6.3,179.19,9.0,7.0,9.0,M,,,,,,,3.1,0.3,19,3.0,nan,12,,,,,,,,,,3.0,0.3,12
2016p664043,2016-09-02T16:42:20Z,-36.55,7.0,177.53,7.7,181.0,9.0,M,,,,,,,3.2,0.3,8,3.0,nan,18,,,,,,,,,,3.0,0.3,18
2016p664052,2016-09-02T16:47:08Z,-37.37,4.3,178.73,6.4,25.0,5.0,M,,,,,,,3.2,0.2,25,2.9,nan,19,,,,,,,,,,2.9,0.2,19
2016p664088,2016-09-02T17:06:36Z,-41.4,4.5,174.94,4.3,16.0,11.0,M,,,,,,,1.8,0.2,5,1.4,nan,4,,,,,,,,,,1.4,0.2,4
2016p664089,2016-09-02T17:06:47Z,-37.07,10.9,179.21,9.9,9.0,9.0,M,,,,,,,3.6,0.3,24,3.2,nan,30,,,,,,,,,,3.2,0.3,30
2016p664091,2016-09-02T17:07:50Z,-37.54,3.5,176.54,5.0,203.0,5.0,M,,,,,,,2.5,0.4,8,2.7,nan,25,,,,,,,,,,2.7,0.3,25
2016p664094,2016-09-02T17:09:33Z,-37.02,4.6,179.04,7.6,10.0,7.0,M,,,,,,,3.5,0.3,26,3.2,nan,19,,,,,,,,,,3.2,0.1,19
2016p664104,2016-09-02T17:14:52Z,-37.04,5.8,179.09,8.8,7.0,8.0,M,,,,,,,3.3,0.2,19,3.0,nan,15,,,,,,,,,,3.0,0.1,15
2016p664109,2016-09-02T17:17:36Z,-37.06,6.2,179.12,9.3,13.0,9.0,M,,,,,,,3.3,0.2,20,3.1,nan,26,,,,,,,,,,3.1,0.4,26
2016p664132,2016-09-02T17:30:02Z,-37.25,3.9,179.08,5.3,22.0,7.0,M,,,,,,,4.8,0.2,82,4.6,nan,83,,,,,,,,,,4.6,0.2,83
2016p664145,2016-09-02T17:36:48Z,-37.06,6.1,179.62,8.4,11.0,13.0,M,,,,,,,3.7,0.3,28,3.6,nan,36,,,,,,,,,,3.6,0.3,36
2016p664148,2016-09-02T17:38:29Z,-37.34,5.2,178.86,6.1,21.0,4.0,M,,,,,,,3.3,0.2,25,3.1,nan,17,,,,,,,,,,3.1,0.2,17
2016p664170,2016-09-02T17:49:57Z,-37.18,4.4,179.19,7.4,19.0,9.0,M,,,,,,,3.5,0.2,30,3.3,nan,23,,,,,,,,,,3.3,0.2,23
2016p664213,2016-09-02T18:13:12Z,-39.74,2.1,176.81,2.7,33.0,3.0,M,,,,,,,2.5,0.2,23,2.1,nan,16,,,,,,,,,,2.1,0.1,16
2016p664220,2016-09-02T18:16:41Z,-37.09,3.9,179.07,6.3,16.0,8.0,M,,,,,,,3.6,0.2,31,3.3,nan,25,,,,,,,,,,3.3,0.2,25
2016p664256,2016-09-02T18:36:00Z,-37.43,5.6,178.87,11.2,20.0,10.0,M,,,,,,,4.4,0.2,34,4.1,nan,34,,,,,,,,,,4.1,0.1,34
2016p664268,2016-09-02T18:42:27Z,-37.06,4.6,179.24,7.4,20.0,11.0,M,,,,,,,3.6,0.3,33,3.4,nan,25,,,,,,,,,,3.4,0.2,25
2016p664284,2016-09-02T18:50:59Z,-37.29,5.0,179.02,7.0,21.0,8.0,M,,,,,,,3.5,0.2,42,3.3,nan,30,,,,,,,,,,3.3,0.2,30
2016p664291,2016-09-02T18:54:32Z,-37.05,8.8,178.88,12.6,5.0,8.0,M,,,,,,,3.4,0.2,15,3.0,nan,20,,,,,,,,,,3.0,0.4,20
2016p664303,2016-09-02T19:00:47Z,-36.99,5.8,179.05,8.9,13.0,6.0,M,,,,,,,3.4,0.2,19,3.1,nan,14,,,,,,,,,,3.1,0.1,14
2016p664325,2016-09-02T19:12:20Z,-37.07,4.9,179.07,9.0,13.0,8.0,M,,,,,,,3.9,0.3,36,3.5,nan,46,,,,,,,,,,3.5,0.3,46
2016p664327,2016-09-02T19:13:34Z,-37.15,4.0,178.97,6.2,12.0,6.0,M,,,,,,,4.0,0.3,43,3.8,nan,42,,,,,,,,,,3.8,0.2,42
2016p664350,2016-09-02T19:25:43Z,-37.28,3.6,179.08,5.9,21.0,7.0,M,,,,,,,3.9,0.3,63,3.7,nan,58,,,,,,,,,,3.7,0.2,58
2016p664386,2016-09-02T19:44:58Z,-36.96,6.6,179.29,8.6,11.0,9.0,M,,,,,,,4.5,0.2,33,4.2,nan,33,,,,,,,,,,4.2,0.2,33
2016p664429,2016-09-02T20:08:45Z,-37.09,3.9,179.32,5.7,16.0,12.0,M,,,,,,,4.4,0.2,77,4.2,nan,76,,,,,,,,,,4.2,0.2,76
2016p664449,2016-09-02T20:18:18Z,-36.93,3.9,179.3,5.7,13.0,9.0,M,,,,,,,3.8,0.2,44,3.5,nan,37,,,,,,,,,,3.5,0.2,37
2016p664455,2016-09-02T20:21:38Z,-36.88,10.2,179.34,13.9,29.0,32.0,M,,,,,,,4.8,0.2,28,4.5,nan,28,,,,,,,,,,4.5,0.2,28
2016p664467,2016-09-02T20:28:24Z,-37.04,9.1,179.09,10.9,15.0,9.0,M,,,,,,,3.3,0.2,10,3.1,nan,9,,,,,,,,,,3.1,0.2,9
2016p664525,2016-09-02T20:59:13Z,-37.02,8.4,178.82,11.6,10.0,7.0,M,,,,,,,3.2,0.3,12,2.8,nan,9,,,,,,,,,,2.8,0.2,9
2016p664528,2016-09-02T21:01:00Z,-36.98,8.9,179.3,11.6,24.0,25.0,M,,,,,,,4.0,0.2,27,3.7,nan,26,,,,,,,,,,3.7,0.2,26
2016p664532,2016-09-02T21:02:41Z,-37.04,7.3,179.21,10.5,29.0,22.0,M,,,,,,,4.1,0.3,30,3.8,nan,28,,,,,,,,,,3.8,0.2,28
2016p664549,2016-09-02T21:12:06Z,-37.07,11.4,179.08,11.1,12.0,9.0,M,,,,,,,3.2,0.2,10,2.9,nan,7,,,,,,,,,,2.9,0.1,7
2016p664552,2016-09-02T21:13:31Z,-37.02,5.1,178.92,9.4,9.0,6.0,M,,,,,,,3.4,0.3,17,3.2,nan,14,,,,,,,,,,3.2,0.2,14
2016p664560,2016-09-02T21:17:46Z,-37.19,5.4,179.07,8.0,12.0,7.0,M,,,,,,,3.5,0.2,27,3.2,nan,19,,,,,,,,,,3.2,0.2,19
2016p664601,2016-09-02T21:39:56Z,-37.23,9.1,178.82,11.1,9.0,6.0,M,,,,,,,3.3,0.2,12,3.1,nan,12,,,,,,,,,,3.1,0.2,12
2016p664604,2016-09-02T21:41:03Z,-38.44,3.1,178.11,3.4,26.0,6.0,M,,,,,,,2.8,0.4,8,2.4,nan,8,,,,,,,,,,2.4,0.3,8
2016p664605,2016-09-02T21:41:13Z,-36.94,4.8,179.26,9.5,19.0,14.0,M,,,,,,,3.6,0.2,27,3.4,nan,25,,,,,,,,,,3.4,0.2,25
2016p664644,2016-09-02T22:02:48Z,-36.93,3.9,179.22,5.0,13.0,6.0,M,,,,,,,4.0,0.2,51,3.8,nan,45,,,,,,,,,,3.8,0.2,45
2016p664683,2016-09-02T22:23:18Z,-37.16,10.4,178.86,10.2,12.0,0.0,M,,,,,,,3.0,0.2,10,2.8,nan,8,,,,,,,,,,2.8,0.2,8
2016p664690,2016-09-02T22:27:25Z,-37.27,7.3,178.83,8.0,16.0,6.0,M,,,,,,,3.6,0.2,13,2.8,nan,17,,,,,,,,,,2.8,0.4,17
2016p664692,2016-09-02T22:28:16Z,-37.07,3.8,178.97,6.9,8.0,5.0,M,,,,,,,3.7,0.2,35,3.4,nan,31,,,,,,,,,,3.4,0.2,31
2016p664705,2016-09-02T22:35:14Z,-37.27,6.4,178.87,8.3,14.0,7.0,M,,,,,,,3.3,0.3,11,2.8,nan,9,,,,,,,,,,2.8,0.1,9
2016p664712,2016-09-02T22:37:46Z,-37.26,6.6,178.83,8.7,22.0,6.0,M,,,,,,,3.2,0.2,13,2.6,nan,15,,,,,,,,,,2.6,0.3,15
2016p664711,2016-09-02T22:38:15Z,-37.03,5.6,179.13,7.5,22.0,9.0,M,,,,,,,3.5,0.2,23,3.3,nan,18,,,,,,,,,,3.3,0.2,18
2016p664752,2016-09-02T23:00:00Z,-37.04,4.5,179.28,5.5,11.0,8.0,M,4.7,nan,1,,,,4.0,0.3,49,3.7,nan,42,3.9,0.4,1,,,,,,,3.7,0.2,42
2016p664775,2016-09-02T23:12:27Z,-37.35,3.7,178.94,5.4,17.0,6.0,M,,,,,,,3.8,0.2,51,3.6,nan,43,,,,,,,,,,3.6,0.2,43
2016p664805,2016-09-02T23:28:13Z,-42.06,3.9,172.71,4.9,47.0,14.0,M,,,,,,,2.7,0.2,19,2.5,nan,9,,,,,,,,,,2.5,0.3,9
2016p664826,2016-09-02T23:39:33Z,-37.11,4.0,179.26,6.4,18.0,9.0,M,,,,,,,3.8,0.3,37,3.6,nan,31,,,,,,,,,,3.6,0.2,31
2016p664853,2016-09-02T23:54:07Z,-36.99,4.7,179.39,8.2,22.0,20.0,M,,,,,,,4.1,0.2,48,3.9,nan,43,,,,,,,,,,3.9,0.1,43
2016p664911,2016-09-03T00:24:51Z,-36.96,6.1,179.14,8.6,14.0,6.0,M,,,,,,,3.3,0.2,18,3.0,nan,12,,,,,,,,,,3.0,0.1,12
2016p664930,2016-09-03T00:34:56Z,-37.09,7.2,179.33,8.3,13.0,9.0,M,,,,,,,4.5,0.2,33,4.3,nan,33,,,,,,,,,,4.3,0.2,33
2016p664936,2016-09-03T00:38:01Z,-37.05,6.4,179.13,9.1,13.0,8.0,M,,,,,,,3.5,0.2,13,3.2,nan,16,,,,,,,,,,3.2,0.2,16
2016p664984,2016-09-03T01:03:45Z,-37.09,11.6,179.09,11.1,15.0,9.0,M,,,,,,,3.0,0.3,9,2.6,nan,11,,,,,,,,,,2.6,0.2,11
2016p664986,2016-09-03T01:04:42Z,-36.91,3.4,179.25,6.1,12.0,6.0,M,,,,,,,4.0,0.2,48,3.8,nan,45,,,,,,,,,,3.8,0.2,45
2016p665004,2016-09-03T01:14:31Z,-37.41,4.6,179.09,6.1,16.0,7.0,M,,,,,,,4.0,0.2,67,3.8,nan,89,,,,,,,,,,3.8,0.3,89
2016p665022,2016-09-03T01:24:14Z,-37.07,5.1,179.02,7.5,12.0,0.0,M,,,,,,,3.4,0.2,22,3.1,nan,18,,,,,,,,,,3.1,0.2,18
2016p665046,2016-09-03T01:36:59Z,-37.36,10.0,178.82,8.0,16.0,7.0,M,,,,,,,2.9,0.2,8,2.6,nan,7,,,,,,,,,,2.6,0.1,7
2016p665071,2016-09-03T01:50:12Z,-36.99,5.8,179.29,8.4,13.0,11.0,M,,,,,,,4.2,0.3,42,4.0,nan,41,,,,,,,,,,4.0,0.2,41
2016p665114,2016-09-03T02:12:54Z,-37.3,4.0,178.88,7.4,12.0,0.0,M,,,,,,,4.8,0.2,22,4.6,nan,22,,,,,,,,,,4.6,0.2,22
2016p665132,2016-09-03T02:22:29Z,-37.31,7.4,178.81,10.5,17.0,6.0,M,,,,,,,3.1,0.2,14,2.7,nan,8,,,,,,,,,,2.7,0.1,8
2016p665144,2016-09-03T02:28:52Z,-36.96,6.8,179.01,11.2,14.0,8.0,M,,,,,,,3.4,0.2,11,2.9,nan,14,,,,,,,,,,2.9,0.3,14
2016p665146,2016-09-03T02:29:54Z,-37.18,6.0,178.74,9.9,20.0,7.0,M,,,,,,,3.2,0.2,10,3.0,nan,8,,,,,,,,,,3.0,0.1,8
2016p665147,2016-09-03T02:30:35Z,-40.6,2.8,175.87,3.0,27.0,5.0,M,,,,,,,2.5,0.3,14,2.2,nan,13,,,,,,,,,,2.2,0.2,13
2016p665152,2016-09-03T02:33:32Z,-37.25,7.6,178.8,8.2,12.0,5.0,M,,,,,,,3.1,0.2,9,2.8,nan,9,,,,,,,,,,2.8,0.1,9
2016p665185,2016-09-03T02:51:01Z,-39.78,4.1,176.99,4.7,22.0,4.0,M,,,,,,,2.3,0.3,12,2.0,nan,11,,,,,,,,,,2.0,0.3,11
2016p665191,2016-09-03T02:54:03Z,-37.18,5.5,178.74,9.7,19.0,7.0,M,,,,,,,3.0,0.3,11,2.7,nan,7,,,,,,,,,,2.7,0.1,7
2016p665195,2016-09-03T02:56:05Z,-37.07,4.8,179.26,7.0,15.0,12.0,M,,,,,,,3.7,0.3,35,3.4,nan,25,,,,,,,,,,3.4,0.2,25
2016p665202,2016-09-03T03:00:02Z,-37.19,4.3,178.99,6.7,16.0,8.0,M,,,,,,,3.7,0.3,50,3.5,nan,43,,,,,,,,,,3.5,0.2,43
2016p665208,2016-09-03T03:03:17Z,-37.26,9.6,178.91,10.1,20.0,11.0,M,,,,,,,3.2,0.2,11,3.0,nan,9,,,,,,,,,,3.0,0.2,9
