PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount
2183208,1964-07-16T18:55:00Z,-38.3,0.0,176.2,0.0,25.0,0.0,M,,,,4.5,nan,0
1547924,1964-07-17T15:06:24Z,-40.53,0.1,176.49,0.1,33.0,0.0,ML,3.3,0.1,5,,,
1547925,1964-07-18T00:31:12Z,-41.32,0.0,175.07,0.0,33.0,0.0,ML,3.6,0.2,4,,,
1547926,1964-07-18T04:43:44Z,-38.2,0.2,176.08,0.1,33.0,0.0,ML,3.2,0.3,4,,,
1547927,1964-07-20T10:22:57Z,-36.19,0.1,179.83,0.3,33.0,0.0,ML,5.1,0.3,11,,,
1547928,1964-07-20T22:43:00Z,-36.01,0.2,-179.86,0.5,33.0,0.0,ML,5.1,0.4,10,,,
1547930,1964-07-21T09:12:56Z,-41.29,0.0,175.13,0.1,12.0,0.0,ML,3.8,0.4,6,,,
1547931,1964-07-21T10:33:38Z,-37.91,0.1,177.38,0.1,12.0,0.0,ML,4.3,0.4,10,,,
1547933,1964-07-22T17:43:31Z,-44.57,0.0,168.14,0.1,33.0,0.0,ML,4.2,0.3,7,,,
1547934,1964-07-22T22:18:34Z,-38.7,0.0,176.1,0.0,33.0,0.0,ML,2.1,0.6,3,,,
1547935,1964-07-23T15:27:06Z,-37.01,0.1,177.05,0.1,258.0,14.0,ML,4.0,0.3,5,,,
1547936,1964-07-25T08:59:33Z,-41.3,0.1,175.36,0.1,33.0,0.0,ML,3.8,0.6,10,,,
1547938,1964-07-29T14:25:53Z,-41.22,0.0,174.1,0.0,76.0,7.0,ML,4.2,0.3,4,,,
1547939,1964-07-29T21:31:54Z,-46.27,0.2,166.83,0.2,33.0,0.0,ML,4.0,0.3,3,,,
1547941,1964-07-30T05:57:56Z,-37.62,0.0,175.66,0.1,12.0,0.0,ML,4.1,0.4,7,,,
2183209,1964-07-30T19:58:37Z,-37.6,0.0,175.8,0.0,12.0,0.0,M,,,,3.0,nan,0
1547942,1964-07-31T10:58:58Z,-37.94,0.1,176.26,0.1,258.0,10.0,ML,4.2,0.3,4,,,
1547943,1964-08-02T18:55:01Z,-38.93,0.1,175.99,0.1,96.0,32.0,ML,3.0,0.2,3,,,
1547945,1964-08-06T08:35:03Z,-38.5,0.0,176.04,0.0,33.0,0.0,ML,2.4,0.2,2,,,
1547946,1964-08-08T22:10:31Z,-41.01,0.1,175.76,0.1,12.0,0.0,ML,3.8,0.4,7,,,
1547947,1964-08-10T05:24:49Z,-39.61,0.0,177.34,0.0,33.0,0.0,ML,3.6,0.3,6,,,
1547948,1964-08-11T09:10:21Z,-40.72,0.0,173.14,0.1,240.0,6.0,ML,3.8,0.1,3,,,
1547950,1964-08-11T17:41:40Z,-38.06,0.0,176.6,0.0,181.0,4.0,ML,3.6,0.3,3,,,
1547951,1964-08-11T19:44:57Z,-44.63,0.0,168.21,0.1,12.0,0.0,ML,3.8,0.3,5,,,
1547952,1964-08-12T09:27:05Z,-40.16,0.0,175.07,0.0,126.0,7.0,ML,4.5,0.2,4,,,
1547953,1964-08-13T09:01:38Z,-41.59,0.1,173.7,0.0,12.0,0.0,ML,3.2,0.2,6,,,
1547954,1964-08-13T12:52:53Z,-37.14,0.1,177.44,0.1,12.0,0.0,ML,4.2,0.2,7,,,
1547955,1964-08-15T07:32:08Z,-40.17,0.0,175.05,0.1,61.0,16.0,ML,3.2,nan,1,,,
1547956,1964-08-15T19:37:57Z,-45.06,0.0,167.08,0.1,33.0,0.0,ML,4.5,0.2,10,,,
1547957,1964-08-15T22:03:38Z,-38.52,0.1,179.27,0.1,12.0,0.0,ML,4.2,0.3,8,,,
1547958,1964-08-16T00:42:31Z,-44.92,0.0,167.58,0.1,33.0,0.0,ML,4.6,0.3,9,,,
1547959,1964-08-16T02:53:34Z,-44.14,0.1,167.8,0.1,33.0,0.0,ML,3.3,0.3,3,,,
1547960,1964-08-16T10:59:19Z,-39.38,0.1,173.7,0.1,12.0,0.0,ML,3.4,0.5,8,,,
1547961,1964-08-16T12:51:48Z,-38.14,0.1,176.01,0.1,218.0,13.0,ML,3.7,0.2,4,,,
1547962,1964-08-16T19:12:08Z,-39.17,0.1,173.53,0.1,12.0,0.0,ML,2.5,0.5,3,,,
1547963,1964-08-16T23:11:19Z,-37.77,0.0,177.98,0.0,111.0,8.0,ML,4.5,0.2,4,,,
1547964,1964-08-17T09:01:24Z,-39.35,0.0,173.38,0.0,33.0,0.0,ML,2.9,0.4,2,,,
2183210,1964-08-17T20:10:18Z,-39.4,0.0,173.8,0.0,25.0,0.0,M,,,,2.7,nan,0
1547965,1964-08-18T06:38:21Z,-39.41,0.0,173.74,0.1,12.0,0.0,ML,3.5,0.5,7,,,
1547966,1964-08-19T10:38:26Z,-40.55,0.0,174.33,0.0,69.0,8.0,ML,3.5,nan,1,,,
1547967,1964-08-19T10:54:20Z,-38.1,0.0,176.11,0.0,183.0,7.0,ML,4.5,0.2,3,,,
1547968,1964-08-21T13:16:11Z,-37.2,0.1,177.86,0.1,149.0,9.0,ML,3.9,0.3,4,,,
1547969,1964-08-21T18:47:11Z,-44.89,0.1,167.31,0.1,33.0,0.0,ML,3.8,0.2,3,,,
1547970,1964-08-22T05:58:03Z,-40.72,0.1,173.21,0.2,159.0,27.0,ML,3.3,nan,1,,,
1547971,1964-08-22T06:20:24Z,-40.12,0.0,175.72,0.0,12.0,0.0,ML,3.5,0.3,8,,,
1547972,1964-08-23T08:39:30Z,-41.95,0.0,174.03,0.0,12.0,0.0,ML,3.9,0.4,9,,,
1547973,1964-08-24T02:37:20Z,-37.04,0.1,177.0,0.1,203.0,13.0,ML,4.1,0.4,4,,,
1547974,1964-08-24T13:06:20Z,-38.46,0.1,176.09,0.1,173.0,15.0,ML,3.1,0.3,3,,,
1547975,1964-08-24T13:07:42Z,-38.9,0.1,177.9,0.1,12.0,0.0,ML,4.6,0.2,9,,,
1547976,1964-08-24T13:09:50Z,-38.98,0.0,178.01,0.0,33.0,0.0,ML,3.0,0.2,2,,,
1547977,1964-08-24T13:10:27Z,-38.98,0.0,178.01,0.0,33.0,0.0,ML,2.8,0.3,2,,,
1547978,1964-08-24T13:12:24Z,-38.77,0.1,177.92,0.1,33.0,0.0,ML,4.3,0.2,7,,,
1547979,1964-08-24T13:22:07Z,-38.92,0.1,177.96,0.1,33.0,0.0,ML,3.3,0.3,4,,,
1547981,1964-08-25T02:01:44Z,-38.95,0.0,178.05,0.0,33.0,0.0,ML,2.6,0.4,2,,,
1547982,1964-08-25T02:37:16Z,-39.01,0.0,178.12,0.1,33.0,0.0,ML,3.2,0.1,2,,,
1547983,1964-08-25T02:37:17Z,-42.01,0.1,178.44,0.3,33.0,0.0,ML,3.8,0.2,5,,,
1547984,1964-08-25T10:29:57Z,-40.23,0.0,173.54,0.1,201.0,11.0,ML,4.0,0.3,4,,,
1547985,1964-08-25T22:43:48Z,-41.34,0.1,172.6,0.1,193.0,12.0,ML,4.2,0.1,3,,,
1547986,1964-08-25T23:52:57Z,-40.5,0.0,176.12,0.0,12.0,0.0,ML,4.4,0.3,12,,,
1547987,1964-08-27T06:58:18Z,-37.49,0.1,177.64,0.1,126.0,13.0,ML,4.0,0.3,5,,,
1547988,1964-08-27T07:34:19Z,-39.12,0.1,179.91,0.2,33.0,0.0,ML,4.3,0.3,11,,,
1547989,1964-08-28T16:32:59Z,-37.46,0.0,176.5,0.0,230.0,5.0,ML,5.0,0.5,5,,,
1547990,1964-08-29T07:28:24Z,-40.47,0.0,176.28,0.1,12.0,0.0,ML,3.7,0.3,10,,,
1547991,1964-08-29T10:51:40Z,-38.88,0.1,178.45,0.1,12.0,0.0,ML,4.0,0.3,7,,,
1547992,1964-08-29T10:54:55Z,-38.96,0.1,178.38,0.1,12.0,0.0,ML,3.0,0.2,3,,,
1547993,1964-08-29T13:06:43Z,-37.98,0.1,176.06,0.0,199.0,8.0,ML,3.3,0.3,5,,,
1547994,1964-08-29T16:04:07Z,-38.49,0.1,178.04,0.1,12.0,0.0,ML,2.9,0.2,4,,,
1547995,1964-08-29T20:06:00Z,-38.85,0.1,178.42,0.1,12.0,0.0,ML,3.3,0.1,3,,,
1547996,1964-08-30T09:34:32Z,-38.84,0.0,176.33,0.0,84.0,9.0,ML,3.4,0.3,5,,,
1547997,1964-08-30T19:36:42Z,-39.85,0.0,178.8,0.0,12.0,0.0,ML,4.3,0.3,12,,,
1547998,1964-08-31T19:03:06Z,-40.92,0.1,175.85,0.1,12.0,0.0,ML,3.5,0.2,8,,,
1547999,1964-08-31T23:33:40Z,-39.43,0.1,177.65,0.1,12.0,0.0,ML,3.8,0.2,7,,,
2183211,1964-09-02T10:55:13Z,-38.6,0.0,176.1,0.0,12.0,0.0,M,,,,3.0,nan,0
2183212,1964-09-02T10:55:27Z,-38.6,0.0,176.1,0.0,12.0,0.0,M,,,,3.0,nan,0
2183213,1964-09-02T10:56:05Z,-38.6,0.0,176.1,0.0,12.0,0.0,M,,,,3.0,nan,0
2183214,1964-09-02T10:56:53Z,-38.6,0.0,176.1,0.0,12.0,0.0,M,,,,3.0,nan,0
1548001,1964-09-02T10:57:02Z,-38.66,0.2,176.03,0.2,33.0,0.0,ML,2.6,0.4,2,,,
1548002,1964-09-03T06:12:43Z,-38.64,0.0,175.78,0.0,183.0,7.0,ML,4.0,0.4,4,,,
1548003,1964-09-04T07:37:05Z,-44.66,0.0,168.14,0.1,33.0,0.0,ML,4.4,0.3,10,,,
1548004,1964-09-04T18:20:47Z,-40.34,0.1,173.17,0.1,240.0,41.0,ML,4.4,0.4,3,,,
1548006,1964-09-06T23:42:13Z,-40.46,0.1,173.43,0.1,166.0,11.0,ML,4.6,0.4,5,,,
1548007,1964-09-08T23:31:57Z,-39.66,0.0,176.17,0.1,12.0,0.0,ML,3.9,0.4,11,,,
1548008,1964-09-11T16:27:11Z,-38.31,0.1,175.76,0.1,239.0,17.0,ML,4.0,0.5,4,,,
1548009,1964-09-11T21:05:22Z,-40.05,0.0,175.01,0.1,12.0,0.0,ML,3.6,0.5,8,,,
1548010,1964-09-12T19:51:30Z,-39.6,0.1,175.93,0.1,12.0,0.0,ML,3.8,0.4,8,,,
1548011,1964-09-12T22:07:02Z,-48.96,0.2,164.11,0.5,33.0,0.0,ML,5.9,0.4,10,,,
1548012,1964-09-12T22:42:42Z,-36.99,0.1,177.01,0.1,228.0,16.0,ML,4.3,0.5,5,,,
1548013,1964-09-16T10:20:29Z,-41.69,0.1,174.29,0.1,33.0,0.0,ML,3.4,0.3,7,,,
1548014,1964-09-17T01:04:05Z,-40.53,0.1,173.53,0.1,135.0,11.0,ML,4.0,0.4,4,,,
1548015,1964-09-17T06:29:33Z,-40.06,0.1,175.07,0.2,33.0,0.0,ML,3.3,0.4,8,,,
2183215,1964-09-18T20:39:00Z,-35.1,0.0,173.6,0.0,25.0,0.0,M,,,,4.5,nan,0
1548017,1964-09-18T20:43:23Z,-37.83,0.2,176.19,0.2,310.0,29.0,ML,4.1,0.2,4,,,
1548019,1964-09-21T14:12:27Z,-39.03,0.0,175.23,0.0,12.0,0.0,ML,3.4,0.5,10,,,
1548020,1964-09-22T00:13:46Z,-40.87,0.0,174.82,0.1,12.0,0.0,ML,3.7,0.3,8,,,
2183216,1964-09-22T04:42:30Z,-38.5,0.0,176.1,0.0,12.0,0.0,M,,,,3.2,nan,0
1548021,1964-09-23T03:08:29Z,-38.75,0.3,178.52,0.8,33.0,0.0,ML,3.5,0.5,4,,,
2183217,1964-09-23T18:15:30Z,-38.5,0.0,176.0,0.0,12.0,0.0,M,,,,3.0,nan,0
2183218,1964-09-23T18:22:44Z,-38.6,0.0,176.0,0.0,12.0,0.0,M,,,,3.6,nan,0
1548022,1964-09-23T18:22:45Z,-38.65,0.2,176.05,0.2,12.0,0.0,ML,3.4,0.1,3,,,
1548023,1964-09-24T15:14:20Z,-38.44,0.1,176.01,0.1,33.0,0.0,ML,3.0,0.3,3,,,
1548024,1964-09-25T11:03:04Z,-41.65,0.1,171.45,0.2,33.0,0.0,ML,4.4,0.3,7,,,
1548027,1964-10-04T09:21:00Z,-38.67,0.0,175.72,0.1,12.0,0.0,ML,3.1,0.2,5,,,
1548028,1964-10-04T16:43:33Z,-38.81,0.1,178.29,0.1,99.0,7.0,ML,4.6,0.3,3,,,
1548029,1964-10-05T09:32:16Z,-37.5,0.2,177.77,0.2,33.0,0.0,ML,3.7,0.3,8,,,
1548030,1964-10-06T01:34:42Z,-47.94,0.2,165.01,0.3,99.0,31.0,ML,4.7,0.3,5,,,
1548031,1964-10-06T21:39:24Z,-40.6,0.1,174.13,0.1,111.0,18.0,ML,4.3,0.5,4,,,
1548032,1964-10-07T03:44:38Z,-39.0,0.0,175.58,0.0,136.0,13.0,ML,4.2,0.4,4,,,
1548033,1964-10-07T22:02:37Z,-42.0,0.1,174.4,0.2,33.0,0.0,ML,4.2,0.6,5,,,
1548034,1964-10-08T22:48:34Z,-37.87,0.1,176.05,0.1,292.0,12.0,ML,5.3,0.3,4,,,
1548035,1964-10-09T03:34:01Z,-38.3,0.2,176.03,0.1,203.0,26.0,ML,3.8,0.1,4,,,
1548039,1964-10-13T17:29:28Z,-38.59,0.0,175.63,0.1,12.0,0.0,ML,2.9,0.2,3,,,
1548040,1964-10-13T19:12:47Z,-37.83,0.1,176.32,0.1,207.0,14.0,ML,3.9,0.2,3,,,
1548041,1964-10-14T02:02:57Z,-37.67,0.1,177.25,0.1,33.0,0.0,ML,3.9,0.4,7,,,
1548042,1964-10-14T02:21:31Z,-44.95,0.1,165.95,0.2,33.0,0.0,ML,4.4,0.1,5,,,
1548043,1964-10-14T16:59:52Z,-41.95,0.0,171.77,0.1,12.0,0.0,ML,3.5,0.2,5,,,
1548044,1964-10-14T20:05:49Z,-38.15,0.0,176.31,0.0,129.0,5.0,ML,4.2,0.3,4,,,
1548045,1964-10-15T05:43:49Z,-38.63,0.0,175.79,0.0,12.0,0.0,ML,3.5,0.2,5,,,
1548047,1964-10-15T16:25:18Z,-40.19,0.1,173.48,0.1,165.0,33.0,ML,4.0,0.4,3,,,
1548048,1964-10-15T19:08:10Z,-38.45,0.1,176.1,0.1,160.0,12.0,ML,4.2,0.3,3,,,
1548050,1964-10-18T00:10:24Z,-40.67,0.0,173.49,0.1,135.0,7.0,ML,4.1,0.2,3,,,
1548051,1964-10-20T07:43:52Z,-45.79,0.0,168.4,0.1,161.0,2.0,ML,5.5,0.7,4,,,
1548052,1964-10-20T17:11:52Z,-38.62,0.0,175.83,0.0,33.0,0.0,ML,3.2,0.1,3,,,
1548053,1964-10-20T20:17:34Z,-38.78,0.1,175.85,0.1,159.0,25.0,ML,4.0,0.4,3,,,
1548054,1964-10-21T05:02:35Z,-38.66,0.0,175.78,0.0,12.0,0.0,ML,3.2,0.1,3,,,
1548055,1964-10-22T07:44:27Z,-44.99,0.2,167.8,0.2,99.0,39.0,ML,4.3,0.4,5,,,
1548056,1964-10-22T08:04:25Z,-38.67,0.0,175.83,0.0,12.0,0.0,ML,3.2,0.1,4,,,
1548057,1964-10-23T17:25:25Z,-40.5,0.0,174.46,0.1,109.0,10.0,ML,3.9,0.5,2,,,
1548058,1964-10-24T10:58:29Z,-38.65,0.0,175.78,0.0,12.0,0.0,ML,3.2,0.1,4,,,
1548060,1964-10-25T14:56:06Z,-44.95,0.1,167.59,0.1,82.0,30.0,ML,4.0,0.3,5,,,
1548061,1964-10-26T03:02:59Z,-40.26,0.1,173.49,0.1,164.0,25.0,ML,4.0,0.2,2,,,
1548062,1964-10-26T18:00:50Z,-38.82,0.0,175.41,0.0,231.0,5.0,ML,4.0,0.2,3,,,
1548063,1964-10-27T00:40:44Z,-37.02,0.1,177.67,0.1,253.0,13.0,ML,5.2,0.4,4,,,
1548064,1964-10-27T10:29:33Z,-38.57,0.0,175.64,0.1,12.0,0.0,ML,2.3,0.5,3,,,
1548065,1964-10-30T04:54:08Z,-42.29,0.1,171.51,0.1,12.0,0.0,ML,3.0,0.1,2,,,
1548066,1964-10-30T06:55:36Z,-38.61,0.1,175.82,0.1,166.0,9.0,ML,3.5,0.2,4,,,
1548067,1964-11-01T13:51:30Z,-39.18,0.0,175.52,0.0,127.0,5.0,ML,3.5,0.2,2,,,
1548068,1964-11-01T17:00:05Z,-41.91,0.0,174.06,0.0,12.0,0.0,ML,3.6,0.3,7,,,
1548069,1964-11-01T21:17:01Z,-38.52,0.1,175.95,0.1,168.0,11.0,ML,3.5,0.4,4,,,
1548070,1964-11-01T22:12:45Z,-37.34,0.1,177.26,0.1,161.0,13.0,ML,4.2,0.2,5,,,
1548071,1964-11-02T12:00:29Z,-40.47,0.1,174.29,0.1,79.0,26.0,ML,3.9,0.3,4,,,
1548072,1964-11-02T17:49:49Z,-41.9,0.0,174.66,0.1,12.0,0.0,ML,3.8,0.2,11,,,
1548073,1964-11-02T17:51:25Z,-41.85,0.1,174.49,0.1,12.0,0.0,ML,3.3,0.5,6,,,
1548074,1964-11-03T10:07:42Z,-36.48,0.4,179.49,0.4,295.0,23.0,ML,4.1,0.3,4,,,
1548075,1964-11-05T11:43:18Z,-42.49,0.0,172.85,0.0,12.0,0.0,ML,3.4,0.2,8,,,
1548076,1964-11-05T12:16:21Z,-38.37,0.0,177.43,0.0,12.0,0.0,ML,4.4,0.4,12,,,
1548078,1964-11-07T08:24:11Z,-38.22,0.0,176.19,0.0,200.0,5.0,ML,4.4,0.3,5,,,
1548079,1964-11-07T20:45:01Z,-45.37,0.1,172.1,0.2,33.0,0.0,ML,4.1,0.3,8,,,
1548082,1964-11-11T20:21:09Z,-39.36,0.1,177.98,0.1,12.0,0.0,ML,4.5,0.3,11,,,
1548083,1964-11-12T00:28:23Z,-37.62,0.1,176.5,0.0,12.0,0.0,ML,3.1,0.2,4,,,
1548084,1964-11-12T07:13:05Z,-38.66,0.0,175.76,0.1,169.0,10.0,ML,3.2,0.3,4,,,
1548085,1964-11-13T10:34:35Z,-38.92,0.0,175.96,0.0,12.0,0.0,ML,3.6,0.3,8,,,
1548086,1964-11-13T17:36:17Z,-38.16,0.0,176.21,0.0,242.0,2.0,ML,4.0,0.3,3,,,
1548087,1964-11-14T05:52:24Z,-37.89,0.1,176.29,0.1,213.0,9.0,ML,3.7,0.2,5,,,
1548088,1964-11-15T00:53:51Z,-39.6,0.1,174.31,0.1,233.0,10.0,ML,3.9,0.2,3,,,
1548090,1964-11-15T09:21:16Z,-40.65,0.0,176.7,0.0,12.0,0.0,ML,3.9,0.3,10,,,
1548091,1964-11-18T11:16:18Z,-40.88,0.1,174.04,0.1,123.0,10.0,ML,3.7,0.2,4,,,
1548092,1964-11-20T07:02:44Z,-39.28,0.0,176.93,0.0,12.0,0.0,ML,4.7,0.2,11,,,
1548093,1964-11-20T08:53:23Z,-35.76,0.2,178.54,0.1,304.0,18.0,ML,4.4,0.4,5,,,
1548094,1964-11-20T09:49:46Z,-37.1,0.0,177.08,0.0,261.0,4.0,ML,4.2,0.3,4,,,
1548095,1964-11-20T21:20:19Z,-39.25,0.0,176.03,0.0,80.0,4.0,ML,4.0,0.3,6,,,
1548096,1964-11-21T04:22:00Z,-46.02,0.2,166.36,0.1,12.0,0.0,ML,4.0,0.3,4,,,
1548097,1964-11-22T00:23:49Z,-40.05,0.1,176.93,0.1,12.0,0.0,ML,3.5,0.4,8,,,
1548098,1964-11-22T08:36:31Z,-38.24,0.0,177.03,0.0,33.0,0.0,ML,3.4,0.3,10,,,
1548099,1964-11-22T09:05:33Z,-38.56,0.0,175.83,0.0,189.0,5.0,ML,4.0,0.3,4,,,
1548100,1964-11-23T06:33:30Z,-40.64,0.1,176.48,0.1,12.0,0.0,ML,3.5,0.3,9,,,
1548101,1964-11-23T11:33:12Z,-39.18,0.1,174.84,0.1,230.0,10.0,ML,3.9,0.4,5,,,
1548102,1964-11-25T15:38:30Z,-40.56,0.0,174.3,0.1,116.0,9.0,ML,3.6,0.2,3,,,
1548103,1964-11-28T20:19:22Z,-38.87,0.3,176.08,0.3,5.0,0.0,ML,2.5,0.1,1,,,
1548104,1964-11-29T10:14:38Z,-38.1,0.1,176.06,0.0,183.0,6.0,ML,3.2,0.4,3,,,
2183219,1964-12-03T23:20:00Z,-38.6,0.0,176.1,0.0,25.0,0.0,M,,,,4.5,nan,0
2183220,1964-12-03T23:28:00Z,-38.6,0.0,176.1,0.0,25.0,0.0,M,,,,4.5,nan,0
1548105,1964-12-04T08:01:08Z,-36.46,0.1,-179.98,0.2,149.0,14.0,ML,4.5,0.2,4,,,
2183221,1964-12-04T11:50:00Z,-38.6,0.0,176.1,0.0,25.0,0.0,M,,,,4.5,nan,0
2183222,1964-12-04T11:55:00Z,-38.6,0.0,176.1,0.0,25.0,0.0,M,,,,4.5,nan,0
1548106,1964-12-04T12:20:51Z,-38.68,0.0,175.8,0.0,12.0,0.0,ML,3.1,0.1,4,,,
1548107,1964-12-05T03:13:24Z,-38.65,0.0,175.82,0.0,12.0,0.0,ML,3.4,0.1,4,,,
1548108,1964-12-06T03:36:41Z,-38.2,0.1,176.37,0.1,12.0,0.0,ML,3.4,0.2,4,,,
1548109,1964-12-06T07:25:57Z,-40.09,0.0,175.09,0.1,33.0,0.0,ML,3.8,0.3,8,,,
1548110,1964-12-06T07:26:08Z,-40.08,0.0,175.13,0.1,33.0,0.0,ML,3.9,0.1,3,,,
1548111,1964-12-06T15:06:52Z,-40.04,0.0,175.09,0.1,33.0,0.0,ML,4.1,0.3,10,,,
1548112,1964-12-06T15:15:47Z,-40.09,0.0,175.13,0.1,33.0,0.0,ML,3.3,0.4,6,,,
1548113,1964-12-07T08:24:43Z,-38.62,0.0,175.76,0.0,12.0,0.0,ML,2.6,0.3,3,,,
1548114,1964-12-07T14:23:43Z,-38.68,0.0,175.76,0.0,12.0,0.0,ML,3.1,0.4,6,,,
1548115,1964-12-07T19:02:46Z,-38.71,0.0,175.83,0.0,12.0,0.0,ML,3.6,0.5,8,,,
1548116,1964-12-07T20:24:27Z,-38.69,0.0,175.8,0.0,12.0,0.0,ML,3.5,0.2,6,,,
1548117,1964-12-08T07:56:24Z,-38.74,0.0,175.87,0.0,12.0,0.0,ML,3.2,0.3,5,,,
1548118,1964-12-08T17:22:18Z,-38.71,0.0,175.85,0.0,12.0,0.0,ML,3.3,0.2,4,,,
1548119,1964-12-08T19:45:08Z,-38.64,0.0,175.83,0.0,12.0,0.0,ML,3.2,0.1,4,,,
1548120,1964-12-09T00:56:08Z,-38.66,0.0,175.84,0.0,12.0,0.0,ML,3.5,0.2,3,,,
1548121,1964-12-09T12:38:38Z,-38.73,0.0,175.91,0.0,12.0,0.0,ML,3.0,0.3,4,,,
1548122,1964-12-09T12:40:38Z,-38.77,0.0,175.9,0.0,12.0,0.0,ML,2.9,0.4,4,,,
1548123,1964-12-09T13:27:20Z,-38.67,0.0,175.84,0.0,12.0,0.0,ML,3.8,0.2,6,,,
1548124,1964-12-09T21:45:08Z,-38.63,0.0,175.79,0.0,12.0,0.0,ML,3.1,0.1,3,,,
1548125,1964-12-10T01:02:29Z,-38.67,0.0,175.76,0.0,12.0,0.0,ML,2.9,0.5,5,,,
1548126,1964-12-10T11:39:11Z,-38.57,0.0,175.57,0.0,180.0,7.0,ML,4.5,0.4,5,,,
1548127,1964-12-10T15:24:24Z,-38.65,0.0,175.77,0.1,12.0,0.0,ML,3.0,0.2,2,,,
1548128,1964-12-11T04:24:34Z,-38.63,0.0,175.74,0.0,12.0,0.0,ML,3.2,0.2,4,,,
1548129,1964-12-11T18:39:28Z,-38.59,0.0,175.72,0.0,12.0,0.0,ML,2.6,0.5,3,,,
1548130,1964-12-11T18:46:16Z,-38.68,0.0,175.87,0.0,12.0,0.0,ML,4.1,0.3,7,,,
1548131,1964-12-11T19:09:59Z,-38.59,0.0,175.78,0.0,12.0,0.0,ML,2.6,0.4,2,,,
1548132,1964-12-11T21:04:01Z,-38.71,0.0,175.84,0.0,12.0,0.0,ML,3.8,0.3,8,,,
1548133,1964-12-11T23:38:39Z,-38.74,0.0,175.79,0.0,12.0,0.0,ML,3.9,0.3,8,,,
1548134,1964-12-12T00:32:10Z,-38.67,0.0,175.86,0.0,12.0,0.0,ML,3.4,0.3,6,,,
1548135,1964-12-12T09:39:01Z,-38.7,0.0,175.86,0.0,12.0,0.0,ML,3.7,0.5,5,,,
1548136,1964-12-12T13:28:39Z,-38.64,0.0,175.83,0.0,12.0,0.0,ML,3.8,0.4,5,,,
1548137,1964-12-12T14:04:07Z,-38.72,0.0,175.77,0.0,12.0,0.0,ML,3.6,0.4,8,,,
1548138,1964-12-12T14:05:23Z,-38.74,0.0,175.77,0.0,12.0,0.0,ML,4.4,0.3,9,,,
1548139,1964-12-12T14:06:13Z,-38.79,0.0,175.81,0.0,12.0,0.0,ML,4.4,0.2,9,,,
1548141,1964-12-12T23:09:57Z,-38.7,0.0,175.81,0.0,12.0,0.0,ML,3.3,0.5,6,,,
1548142,1964-12-12T23:43:11Z,-38.68,0.0,175.82,0.0,12.0,0.0,ML,3.8,0.3,5,,,
1548144,1964-12-13T00:26:27Z,-38.69,0.0,175.81,0.0,12.0,0.0,ML,3.5,0.3,6,,,
1548145,1964-12-13T08:08:42Z,-38.69,0.0,175.82,0.0,12.0,0.0,ML,3.4,0.4,5,,,
1548146,1964-12-13T10:23:39Z,-38.79,0.0,175.77,0.0,12.0,0.0,ML,3.8,0.5,6,,,
1548147,1964-12-13T11:26:45Z,-38.68,0.0,175.82,0.0,12.0,0.0,ML,3.3,0.5,5,,,
