PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1548265,1965-01-01T01:24:35Z,-38.71,0.0,175.86,0.0,12.0,0.0,ML,,,,3.6,0.3,6,,,
1548266,1965-01-01T04:52:59Z,-38.74,0.0,175.87,0.0,12.0,0.0,ML,,,,3.8,0.3,8,,,
1548267,1965-01-01T04:54:19Z,-38.7,0.0,175.87,0.0,12.0,0.0,ML,,,,3.9,0.3,9,,,
1548268,1965-01-01T09:30:30Z,-38.67,0.0,175.9,0.0,12.0,0.0,ML,,,,4.0,0.2,8,,,
1548269,1965-01-01T16:35:43Z,-41.04,0.0,174.63,0.0,12.0,0.0,ML,,,,3.5,0.3,7,,,
1548271,1965-01-02T12:21:31Z,-38.69,0.0,175.58,0.1,12.0,0.0,ML,,,,4.1,0.3,8,,,
1548272,1965-01-02T14:45:13Z,-38.66,0.0,175.88,0.0,12.0,0.0,ML,,,,4.2,0.2,7,,,
1548273,1965-01-02T15:04:23Z,-38.67,0.0,175.87,0.0,12.0,0.0,ML,,,,4.2,0.2,8,,,
1548274,1965-01-02T16:55:03Z,-38.65,0.0,175.9,0.0,12.0,0.0,ML,,,,4.2,0.3,10,,,
1548275,1965-01-02T17:33:21Z,-38.68,0.0,175.92,0.0,12.0,0.0,ML,,,,4.1,0.3,9,,,
1548276,1965-01-02T23:34:24Z,-40.62,0.1,176.72,0.1,12.0,0.0,ML,,,,3.9,0.2,9,,,
1548277,1965-01-04T17:12:35Z,-41.68,0.1,172.47,0.1,12.0,0.0,ML,,,,3.6,0.3,7,,,
1548278,1965-01-06T09:51:59Z,-38.85,0.0,175.78,0.0,119.0,4.0,ML,,,,4.0,0.3,6,,,
1548279,1965-01-06T19:48:31Z,-38.75,0.0,175.82,0.0,12.0,0.0,ML,,,,4.1,0.2,8,,,
1548301,1965-01-08T16:07:48Z,-38.78,0.0,175.84,0.0,12.0,0.0,ML,,,,4.4,0.2,11,,,
1548303,1965-01-08T16:45:18Z,-38.73,0.0,175.88,0.0,12.0,0.0,ML,,,,3.8,0.2,7,,,
1548311,1965-01-08T21:11:46Z,-37.13,0.3,177.99,0.2,33.0,0.0,ML,,,,3.8,0.4,7,,,
1548315,1965-01-09T01:40:28Z,-36.92,0.3,178.07,0.2,33.0,0.0,ML,,,,3.9,0.3,6,,,
1548319,1965-01-09T07:57:06Z,-36.29,0.7,178.43,0.4,33.0,0.0,ML,,,,4.1,0.3,5,,,
1548331,1965-01-09T22:26:03Z,-38.74,0.0,175.82,0.0,12.0,0.0,ML,,,,3.8,0.4,7,,,
1548333,1965-01-10T06:43:35Z,-41.61,0.0,174.24,0.0,12.0,0.0,ML,,,,3.8,0.4,8,,,
1548337,1965-01-10T19:19:29Z,-38.73,0.0,175.83,0.0,12.0,0.0,ML,,,,3.5,0.3,6,,,
1548345,1965-01-11T13:44:55Z,-39.15,0.0,173.77,0.0,12.0,0.0,ML,,,,3.3,0.4,8,,,
1548364,1965-01-12T06:22:05Z,-38.76,0.0,175.82,0.0,12.0,0.0,ML,,,,3.4,0.5,7,,,
1548365,1965-01-12T06:25:17Z,-39.34,0.0,174.66,0.0,33.0,0.0,ML,,,,3.7,0.3,10,,,
1548379,1965-01-13T16:53:07Z,-38.68,0.0,175.89,0.0,12.0,0.0,ML,,,,4.4,0.3,11,,,
1548380,1965-01-13T16:56:38Z,-38.7,0.0,175.85,0.0,12.0,0.0,ML,,,,4.1,0.2,10,,,
1548381,1965-01-13T16:57:47Z,-38.62,0.0,175.88,0.0,12.0,0.0,ML,,,,3.4,0.3,4,,,
1548382,1965-01-13T21:43:33Z,-38.73,0.0,175.83,0.0,12.0,0.0,ML,,,,3.8,0.3,7,,,
1548385,1965-01-14T13:01:33Z,-38.7,0.0,175.85,0.0,12.0,0.0,ML,,,,3.3,0.5,7,,,
1548386,1965-01-14T15:10:16Z,-38.7,0.0,175.83,0.0,12.0,0.0,ML,,,,3.1,0.4,6,,,
1548389,1965-01-14T18:46:25Z,-39.11,0.1,175.89,0.1,12.0,0.0,ML,,,,5.4,0.3,11,,,
1548391,1965-01-15T03:47:47Z,-38.75,0.0,175.86,0.1,12.0,0.0,ML,,,,3.6,0.4,7,,,
1548392,1965-01-15T03:53:44Z,-38.71,0.1,175.82,0.1,12.0,0.0,ML,,,,3.3,0.4,6,,,
1548393,1965-01-15T05:53:15Z,-38.69,0.0,175.88,0.1,12.0,0.0,ML,,,,3.3,0.3,6,,,
1548395,1965-01-21T11:12:17Z,-38.64,0.0,175.88,0.0,12.0,0.0,ML,,,,3.6,0.3,8,,,
1548396,1965-01-21T11:35:44Z,-38.22,0.5,174.97,0.6,33.0,0.0,ML,,,,3.1,0.7,8,,,
1548397,1965-01-21T18:07:19Z,-38.69,0.0,175.87,0.0,12.0,0.0,ML,,,,3.4,0.4,8,,,
1548398,1965-01-21T18:24:43Z,-38.66,0.1,175.88,0.0,12.0,0.0,ML,,,,3.0,0.4,6,,,
1548399,1965-01-22T19:17:43Z,-47.32,0.1,166.62,0.1,12.0,0.0,ML,,,,4.5,0.3,7,,,
1548400,1965-01-22T19:22:17Z,-41.88,0.0,171.81,0.0,12.0,0.0,ML,,,,3.3,0.1,5,,,
1548402,1965-01-25T05:46:35Z,-45.35,0.0,167.53,0.0,120.0,0.0,ML,,,,3.4,0.3,3,,,
1548404,1965-01-25T14:20:53Z,-44.53,0.0,168.33,0.0,23.0,0.0,ML,,,,3.4,0.3,4,,,
1548405,1965-01-25T23:15:30Z,-40.56,0.0,174.62,0.0,12.0,0.0,ML,,,,4.3,0.3,12,,,
1548406,1965-01-26T02:37:12Z,-38.72,0.0,175.81,0.0,12.0,0.0,ML,,,,3.4,0.4,8,,,
1548408,1965-01-26T14:09:18Z,-38.71,0.0,175.85,0.0,12.0,0.0,ML,,,,4.3,0.3,10,,,
1548410,1965-01-27T16:18:57Z,-39.48,0.1,174.22,0.1,260.0,8.0,ML,,,,3.4,0.3,3,,,
1548412,1965-01-28T05:38:55Z,-39.23,0.1,174.86,0.1,220.0,10.0,ML,,,,4.2,0.2,3,,,
1548413,1965-01-29T03:55:51Z,-38.7,0.0,175.83,0.0,12.0,0.0,ML,,,,3.4,0.5,6,,,
1548414,1965-01-29T03:56:02Z,-38.7,0.0,175.85,0.0,12.0,0.0,ML,,,,4.2,0.3,12,,,
