PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,MS,MS_Uncertainty,MS_StationCount,Md,Md_Uncertainty,Md_StationCount
34621,1989-01-01T00:04:03Z,-40.24,0.0,176.54,0.0,52.0,3.0,ML,,,,3.1,0.2,7,,,,,,
35346,1989-01-01T01:33:08Z,-41.79,0.1,173.13,0.0,127.0,5.0,ML,,,,2.9,0.1,3,,,,,,
34626,1989-01-01T01:45:37Z,-40.48,0.0,174.25,0.0,85.0,2.0,ML,,,,3.2,0.2,10,,,,,,
34627,1989-01-01T02:15:39Z,-39.26,0.0,175.02,0.0,260.0,2.0,ML,,,,3.4,0.2,5,,,,,,
35358,1989-01-01T08:02:24Z,-40.66,0.0,175.29,0.0,49.0,6.0,ML,,,,2.3,0.1,3,,,,,,
34632,1989-01-01T11:50:39Z,-39.48,0.0,175.06,0.0,7.0,7.0,ML,,,,2.7,0.2,6,,,,,,
34634,1989-01-01T15:11:43Z,-40.34,0.0,175.21,0.0,32.0,2.0,ML,,,,2.3,0.2,9,,,,,,
34636,1989-01-01T16:44:00Z,-40.48,0.0,174.81,0.0,5.0,0.0,ML,,,,2.3,0.1,10,,,,,,
34461,1989-01-01T17:55:18Z,-38.6,0.0,177.64,0.1,61.0,6.0,ML,,,,3.3,0.4,4,,,,,,
35088,1989-01-01T18:59:08Z,-45.76,0.0,166.9,0.0,33.0,3.0,ML,,,,3.1,0.3,9,,,,,,
34640,1989-01-01T20:40:18Z,-40.79,0.0,174.74,0.0,15.0,2.0,ML,,,,3.0,0.2,10,,,,,,
34464,1989-01-01T23:04:11Z,-39.31,0.0,175.35,0.0,17.0,3.0,ML,,,,2.7,0.2,5,,,,,,
35388,1989-01-02T01:20:00Z,-41.58,0.0,174.65,0.0,32.0,1.0,ML,,,,2.0,0.2,6,,,,,,
34467,1989-01-02T02:02:43Z,-38.16,0.0,175.79,0.1,168.0,6.0,ML,,,,3.8,0.3,14,,,,,,
34469,1989-01-02T03:55:16Z,-38.9,0.0,178.32,0.0,65.0,5.0,ML,,,,4.3,0.2,16,,,,,,
35089,1989-01-02T04:24:30Z,-44.8,0.1,167.74,0.0,91.0,2.0,ML,,,,2.5,0.1,7,,,,,,
35090,1989-01-02T05:34:04Z,-44.43,0.0,168.29,0.0,5.0,0.0,ML,,,,2.2,0.2,3,,,,,,
35266,1989-01-02T06:41:34Z,-41.65,0.0,174.08,0.0,21.0,2.0,ML,,,,1.7,0.1,2,,,,,,
35399,1989-01-02T07:26:58Z,-41.52,0.0,173.64,0.0,63.0,2.0,ML,,,,2.4,0.1,4,,,,,,
34663,1989-01-02T08:34:30Z,-40.94,0.0,175.47,0.0,22.0,1.0,ML,,,,1.8,0.1,6,,,,,,
34668,1989-01-02T09:22:47Z,-38.66,0.1,176.16,0.0,198.0,6.0,ML,,,,3.2,0.2,6,,,,,,
34670,1989-01-02T09:45:09Z,-39.75,0.0,174.09,0.0,137.0,3.0,ML,,,,3.6,0.3,12,,,,,,
35405,1989-01-02T10:45:16Z,-41.92,0.0,175.14,0.0,33.0,2.0,ML,,,,1.9,0.1,3,,,,,,
35406,1989-01-02T10:47:53Z,-41.32,0.0,173.08,0.0,163.0,2.0,ML,,,,2.7,0.2,4,,,,,,
34672,1989-01-02T11:31:39Z,-38.52,0.0,175.91,0.1,218.0,5.0,ML,,,,3.2,0.2,5,,,,,,
35091,1989-01-02T11:48:52Z,-45.21,0.0,167.26,0.0,80.0,3.0,ML,,,,3.3,0.2,9,,,,,,
35407,1989-01-02T12:51:16Z,-40.88,0.0,174.42,0.0,73.0,1.0,ML,,,,2.2,0.2,5,,,,,,
34673,1989-01-02T13:27:54Z,-41.04,0.0,174.73,0.0,58.0,1.0,ML,,,,2.7,0.2,10,,,,,,
34675,1989-01-02T14:52:21Z,-40.88,0.0,175.6,0.1,27.0,5.0,ML,,,,1.4,0.1,3,,,,,,
35092,1989-01-02T16:15:42Z,-44.71,0.1,167.66,0.1,98.0,2.0,ML,,,,2.7,0.2,8,,,,,,
34677,1989-01-02T16:23:54Z,-40.66,0.0,175.42,0.0,29.0,1.0,ML,,,,1.9,0.2,6,,,,,,
34472,1989-01-02T16:30:12Z,-38.27,0.1,175.95,0.1,221.0,7.0,ML,,,,3.9,0.1,15,,,,,,
35409,1989-01-02T17:10:35Z,-40.7,0.0,173.72,0.0,135.0,1.0,ML,,,,2.5,0.1,7,,,,,,
34473,1989-01-02T19:32:09Z,-38.68,0.0,177.51,0.0,27.0,1.0,ML,,,,1.6,0.4,3,,,,,,
35410,1989-01-02T19:39:51Z,-41.27,0.0,174.85,0.0,27.0,1.0,ML,,,,1.2,0.1,4,,,,,,
35284,1989-01-02T22:52:49Z,-40.96,0.0,176.93,0.0,42.0,6.0,ML,,,,3.4,0.2,12,,,,,,
34475,1989-01-02T22:56:55Z,-39.11,0.0,175.22,0.0,150.0,3.0,ML,,,,4.6,0.5,12,,,,,,
35412,1989-01-02T23:18:10Z,-40.83,0.0,175.46,0.0,25.0,1.0,ML,,,,1.8,0.2,9,,,,,,
34476,1989-01-02T23:53:35Z,-39.38,0.0,177.04,0.0,33.0,2.0,ML,,,,2.1,0.1,6,,,,,,
34478,1989-01-02T23:55:02Z,-39.15,0.0,175.8,0.0,66.0,5.0,ML,,,,2.6,0.3,3,,,,,,
35413,1989-01-03T01:16:57Z,-42.5,0.0,173.61,0.0,12.0,2.0,ML,,,,2.6,0.4,7,,,,,,
35414,1989-01-03T01:28:50Z,-42.5,0.0,173.6,0.0,10.0,1.0,ML,,,,2.6,0.4,6,,,,,,
35286,1989-01-03T02:26:27Z,-40.26,0.0,175.47,0.0,44.0,2.0,ML,,,,2.7,0.1,10,,,,,,
35420,1989-01-03T08:39:42Z,-41.35,0.0,175.14,0.0,27.0,1.0,ML,,,,1.6,0.2,7,,,,,,
35427,1989-01-03T09:17:53Z,-40.12,0.0,174.89,0.0,5.0,0.0,ML,,,,2.4,0.1,10,,,,,,
35428,1989-01-03T12:23:42Z,-41.91,0.0,173.97,0.0,19.0,6.0,ML,,,,1.9,0.1,7,,,,,,
34482,1989-01-03T12:26:36Z,-39.8,0.0,177.25,0.0,31.0,5.0,ML,,,,2.3,0.2,2,,,,,,
35430,1989-01-03T13:51:39Z,-41.07,0.0,174.43,0.0,38.0,2.0,ML,,,,1.8,0.1,5,,,,,,
35431,1989-01-03T14:03:05Z,-39.17,0.0,175.15,0.0,41.0,4.0,ML,,,,2.7,0.2,6,,,,,,
34483,1989-01-03T14:57:50Z,-38.45,0.0,176.01,0.0,188.0,3.0,ML,,,,3.4,0.1,5,,,,,,
34484,1989-01-03T16:04:56Z,-39.19,0.0,177.64,0.1,24.0,9.0,ML,,,,2.8,0.2,4,,,,,,
35432,1989-01-03T16:27:58Z,-41.82,0.0,174.24,0.0,18.0,2.0,ML,,,,2.0,0.3,4,,,,,,
35433,1989-01-03T16:57:40Z,-41.75,0.0,174.28,0.0,14.0,2.0,ML,,,,1.8,0.2,5,,,,,,
34485,1989-01-03T17:44:15Z,-39.34,0.0,177.5,0.0,28.0,1.0,ML,,,,2.5,0.2,3,,,,,,
34488,1989-01-03T21:17:46Z,-38.99,0.1,176.22,0.0,65.0,10.0,ML,,,,2.8,0.2,5,,,,,,
34489,1989-01-03T22:03:48Z,-39.18,0.0,177.66,0.0,23.0,2.0,ML,,,,2.3,0.1,3,,,,,,
35863,1989-01-03T23:11:44Z,-39.4,0.0,177.38,0.0,31.0,5.0,ML,,,,2.2,0.2,6,,,,,,
35437,1989-01-03T23:36:01Z,-41.26,0.0,175.0,0.0,30.0,1.0,ML,,,,2.0,0.2,7,,,,,,
35438,1989-01-04T02:11:09Z,-39.13,0.0,173.83,0.0,12.0,0.0,ML,,,,3.3,0.2,9,,,,,,
34494,1989-01-04T02:54:46Z,-40.05,0.0,176.93,0.0,51.0,5.0,ML,,,,2.9,0.2,14,,,,,,
35439,1989-01-04T03:39:34Z,-41.15,0.0,174.63,0.0,32.0,0.0,ML,,,,1.6,0.1,4,,,,,,
35440,1989-01-04T03:58:42Z,-41.88,0.0,174.06,0.0,18.0,6.0,ML,,,,1.8,0.2,3,,,,,,
35734,1989-01-04T04:32:47Z,-39.19,0.0,177.66,0.0,17.0,4.0,ML,,,,2.3,0.1,2,,,,,,
35441,1989-01-04T04:52:18Z,-41.91,0.0,173.93,0.1,22.0,16.0,ML,,,,1.9,0.1,3,,,,,,
35291,1989-01-04T05:23:45Z,-40.55,0.0,176.21,0.0,25.0,2.0,ML,,,,2.1,0.3,4,,,,,,
35735,1989-01-04T05:26:00Z,-39.18,0.0,177.66,0.0,18.0,5.0,ML,,,,2.3,0.1,2,,,,,,
35736,1989-01-04T06:06:39Z,-39.18,0.0,177.67,0.0,16.0,3.0,ML,,,,2.3,0.1,2,,,,,,
35292,1989-01-04T06:11:20Z,-40.2,0.0,176.35,0.0,53.0,4.0,ML,,,,2.7,0.3,7,,,,,,
35095,1989-01-04T06:21:49Z,-45.47,0.0,167.04,0.0,65.0,2.0,ML,,,,3.2,0.2,9,,,,,,
35096,1989-01-04T06:44:41Z,-43.6,0.3,170.19,0.2,180.0,37.0,ML,,,,2.6,0.1,2,,,,,,
35443,1989-01-04T08:17:55Z,-41.21,0.0,175.07,0.0,15.0,0.0,ML,,,,0.9,nan,1,,,,,,
35294,1989-01-04T10:49:10Z,-38.66,0.0,175.66,0.0,184.0,3.0,ML,,,,3.1,0.2,11,,,,,,
35446,1989-01-04T11:54:06Z,-41.13,0.0,174.64,0.0,31.0,0.0,ML,,,,1.6,0.1,6,,,,,,
35097,1989-01-04T12:22:39Z,-45.69,0.0,167.01,0.0,12.0,0.0,ML,,,,2.7,0.3,6,,,,,,
35448,1989-01-04T13:58:44Z,-41.82,0.2,173.21,0.1,128.0,24.0,ML,,,,2.5,0.2,4,,,,,,
35449,1989-01-04T14:08:03Z,-41.26,0.0,173.29,0.0,125.0,4.0,ML,,,,2.8,0.2,9,,,,,,
35450,1989-01-04T14:09:28Z,-41.58,0.0,174.67,0.0,4.0,11.0,ML,,,,1.5,0.1,5,,,,,,
35452,1989-01-04T14:46:27Z,-40.26,0.0,175.41,0.1,42.0,3.0,ML,,,,2.0,0.1,2,,,,,,
35295,1989-01-04T15:02:38Z,-40.37,0.0,176.11,0.0,53.0,2.0,ML,,,,2.5,0.2,8,,,,,,
35453,1989-01-04T15:40:00Z,-40.99,0.0,175.42,0.0,17.0,1.0,ML,,,,1.7,0.2,8,,,,,,
35454,1989-01-04T16:39:44Z,-40.26,0.0,173.94,0.0,142.0,3.0,ML,,,,2.5,0.3,4,,,,,,
35297,1989-01-04T19:10:34Z,-40.68,0.0,175.88,0.0,31.0,1.0,ML,,,,1.7,0.1,4,,,,,,
35455,1989-01-04T19:59:06Z,-41.47,0.0,174.46,0.0,22.0,1.0,ML,,,,1.7,0.1,6,,,,,,
35456,1989-01-04T20:26:07Z,-40.88,0.0,174.92,0.0,57.0,1.0,ML,,,,2.4,0.3,5,,,,,,
35457,1989-01-04T20:31:10Z,-41.46,0.0,174.46,0.0,23.0,1.0,ML,,,,1.6,0.2,5,,,,,,
35458,1989-01-04T21:28:28Z,-41.47,0.0,174.46,0.0,22.0,2.0,ML,,,,1.3,0.0,2,,,,,,
35738,1989-01-04T22:09:06Z,-39.91,0.0,176.71,0.0,32.0,0.0,ML,,,,2.2,0.1,3,,,,,,
35721,1989-01-04T23:36:04Z,-38.86,0.0,176.27,0.0,104.0,5.0,ML,,,,3.2,0.2,11,,,,,,
35828,1989-01-05T00:19:47Z,-40.95,0.0,174.67,0.0,43.0,1.0,ML,,,,1.7,0.2,5,,,,,,
35664,1989-01-05T02:48:19Z,-42.47,0.0,173.7,0.0,5.0,0.0,ML,,,,2.8,0.5,3,,,,,,
35098,1989-01-05T04:29:19Z,-44.39,0.4,168.97,0.9,22.0,75.0,ML,,,,2.1,0.1,6,,,,,,
35740,1989-01-05T04:34:26Z,-38.6,0.0,177.99,0.1,25.0,4.0,ML,,,,2.9,0.2,6,,,,,,
35741,1989-01-05T06:09:08Z,-39.39,0.0,176.45,0.0,51.0,6.0,ML,,,,2.7,0.2,5,,,,,,
35101,1989-01-05T06:23:10Z,-45.64,0.4,166.78,0.3,77.0,31.0,ML,,,,2.8,0.1,8,,,,,,
35742,1989-01-05T06:28:32Z,-39.78,0.0,176.95,0.1,23.0,8.0,ML,,,,2.0,0.1,3,,,,,,
35743,1989-01-05T06:39:23Z,-39.79,0.0,176.94,0.0,24.0,2.0,ML,,,,2.3,0.1,3,,,,,,
35744,1989-01-05T06:41:34Z,-39.79,0.0,176.68,0.0,33.0,2.0,ML,,,,2.1,0.0,4,,,,,,
35831,1989-01-05T09:50:03Z,-41.28,0.0,174.76,0.0,52.0,1.0,ML,,,,1.9,0.1,5,,,,,,
35510,1989-01-05T11:23:25Z,-39.9,0.0,175.06,0.0,59.0,6.0,ML,,,,2.9,0.2,14,,,,,,
35832,1989-01-05T11:33:42Z,-40.25,0.0,174.38,0.0,0.0,2.0,ML,,,,2.2,0.1,8,,,,,,
35833,1989-01-05T12:24:24Z,-41.15,0.0,174.63,0.0,32.0,1.0,ML,,,,1.4,0.1,5,,,,,,
35834,1989-01-05T12:57:13Z,-41.06,0.0,174.64,0.0,56.0,1.0,ML,,,,1.9,0.1,7,,,,,,
35835,1989-01-05T13:48:47Z,-40.45,0.0,174.26,0.0,25.0,6.0,ML,,,,2.0,0.1,6,,,,,,
35513,1989-01-05T14:38:38Z,-40.99,0.0,174.68,0.0,63.0,1.0,ML,,,,2.8,0.2,11,,,,,,
35515,1989-01-05T14:46:15Z,-40.13,0.0,174.84,0.0,5.0,0.0,ML,,,,2.1,0.1,2,,,,,,
35102,1989-01-05T16:33:34Z,-39.77,0.0,177.0,0.0,43.0,1.0,ML,,,,4.2,0.2,12,,,,,,
35103,1989-01-05T16:46:41Z,-45.13,0.0,167.19,0.0,5.0,0.0,ML,,,,3.4,0.2,10,,,,,,
35104,1989-01-05T16:50:35Z,-44.28,0.1,168.02,0.0,107.0,5.0,ML,,,,3.1,0.2,8,,,,,,
35518,1989-01-05T17:50:22Z,-40.59,0.0,175.66,0.0,27.0,1.0,ML,,,,2.0,0.3,3,,,,,,
35836,1989-01-05T19:22:08Z,-41.33,0.0,174.76,0.0,28.0,0.0,ML,,,,1.6,0.1,5,,,,,,
35746,1989-01-05T20:43:14Z,-39.41,0.0,176.77,0.0,32.0,1.0,ML,,,,2.2,0.1,4,,,,,,
35520,1989-01-05T21:00:31Z,-42.05,0.0,177.84,0.1,33.0,0.0,ML,,,,3.4,0.2,14,,,,,,
35521,1989-01-05T21:03:18Z,-39.22,0.0,175.5,0.0,1.0,2.0,ML,,,,3.3,0.3,11,,,,,,
35522,1989-01-05T21:26:15Z,-40.75,0.0,175.1,0.0,31.0,1.0,ML,,,,1.7,0.2,3,,,,,,
35838,1989-01-05T21:40:44Z,-41.03,0.0,175.13,0.0,31.0,1.0,ML,,,,1.7,0.1,3,,,,,,
35839,1989-01-05T23:12:24Z,-41.52,0.0,174.44,0.0,31.0,2.0,ML,,,,2.0,0.1,6,,,,,,
35840,1989-01-06T00:06:25Z,-41.56,0.0,173.45,0.0,113.0,1.0,ML,,,,2.8,0.1,4,,,,,,
35526,1989-01-06T00:34:19Z,-41.37,0.0,172.42,0.0,0.0,1.0,ML,,,,3.8,0.2,11,,,,,,
35118,1989-01-06T04:07:46Z,-40.58,0.0,175.04,0.0,8.0,4.0,ML,,,,2.0,0.1,5,,,,,,
35749,1989-01-06T04:39:17Z,-39.09,0.0,177.76,0.0,24.0,3.0,ML,,,,2.3,0.2,5,,,,,,
35841,1989-01-06T05:17:10Z,-41.05,0.0,174.79,0.0,31.0,1.0,ML,,,,1.6,0.1,4,,,,,,
35843,1989-01-06T06:09:41Z,-41.01,0.0,174.54,0.0,37.0,1.0,ML,,,,2.2,0.1,4,,,,,,
35531,1989-01-06T06:57:02Z,-40.57,0.0,175.57,0.0,30.0,2.0,ML,,,,1.9,0.1,8,,,,,,
35844,1989-01-06T07:24:14Z,-41.69,0.0,174.2,0.0,17.0,3.0,ML,,,,1.6,0.2,3,,,,,,
35534,1989-01-06T07:36:57Z,-40.09,0.0,175.52,0.0,33.0,3.0,ML,,,,2.3,0.1,5,,,,,,
36015,1989-01-06T07:48:24Z,-38.74,0.1,176.11,0.1,2.0,31.0,ML,,,,2.4,0.2,3,,,,,,
35678,1989-01-06T07:49:50Z,-41.76,0.1,173.6,0.1,45.0,21.0,ML,,,,2.2,0.1,5,,,,,,
35535,1989-01-06T09:21:33Z,-40.38,0.0,174.22,0.0,21.0,5.0,ML,,,,2.6,0.1,8,,,,,,
35536,1989-01-06T11:01:05Z,-40.97,0.0,175.37,0.0,12.0,3.0,ML,,,,1.8,0.2,9,,,,,,
35129,1989-01-06T12:04:40Z,-44.92,0.3,167.45,0.2,67.0,26.0,ML,,,,2.9,0.2,8,,,,,,
35847,1989-01-06T12:18:12Z,-41.59,0.0,174.64,0.0,32.0,1.0,ML,,,,1.8,0.2,8,,,,,,
35537,1989-01-06T12:29:14Z,-40.02,0.0,176.6,0.1,34.0,21.0,ML,,,,2.6,0.2,12,,,,,,
35538,1989-01-06T12:33:10Z,-40.46,0.0,174.48,0.0,61.0,11.0,ML,,,,2.9,0.2,10,,,,,,
35130,1989-01-06T13:09:59Z,-44.93,0.0,167.55,0.0,5.0,0.0,ML,,,,3.2,0.2,8,,,,,,
36266,1989-01-06T13:12:18Z,-44.94,0.0,167.55,0.0,5.0,0.0,ML,,,,3.0,0.2,8,,,,,,
35539,1989-01-06T13:26:30Z,-40.47,0.0,176.88,0.0,32.0,2.0,ML,,,,2.3,0.2,6,,,,,,
35541,1989-01-06T14:15:01Z,-40.49,0.0,174.23,0.0,91.0,4.0,ML,,,,2.5,0.1,9,,,,,,
35542,1989-01-06T14:28:08Z,-40.36,0.0,173.88,0.0,192.0,2.0,ML,,,,3.1,0.4,9,,,,,,
35132,1989-01-06T15:23:15Z,-45.17,0.0,170.64,0.0,33.0,0.0,ML,,,,2.6,0.2,7,,,,,,
35853,1989-01-06T16:33:04Z,-41.08,0.0,175.38,0.0,24.0,2.0,ML,,,,1.4,0.2,6,,,,,,
