PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount
2178237,1931-07-19T09:07:00Z,-41.0,0.0,176.0,0.0,25.0,0.0,M,,,,,,,5.5,nan,0
2178238,1931-07-24T14:10:00Z,-41.0,0.0,173.0,0.0,25.0,0.0,M,,,,,,,5.5,nan,0
2178239,1931-07-29T00:00:00Z,-40.0,0.0,177.0,0.0,25.0,0.0,M,,,,,,,5.5,nan,0
2178240,1931-09-15T22:22:00Z,-45.0,0.0,168.0,0.0,50.0,0.0,MS,5.4,nan,0,,,,,,
2178241,1931-09-21T13:34:35Z,-37.81,0.2,177.93,0.2,80.0,0.0,MS,6.0,nan,0,6.8,nan,0,,,
