PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,M,M_Uncertainty,M_StationCount
1585306,1942-03-22T22:25:09Z,-40.52,0.0,175.11,0.0,12.0,0.0,ML,,,,3.4,0.6,2,,,,,,
1585307,1942-03-25T15:49:31Z,-45.0,0.0,168.0,0.0,12.0,0.0,ML,,,,4.6,nan,1,,,,,,
2178622,1942-03-25T16:12:00Z,-44.5,0.0,168.0,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585309,1942-03-26T15:43:24Z,-38.67,0.0,176.34,0.0,12.0,0.0,ML,,,,4.4,0.7,3,,,,,,
1585310,1942-03-27T17:39:35Z,-40.77,0.0,172.78,0.1,12.0,0.0,ML,,,,3.7,0.3,3,,,,,,
1585311,1942-03-28T11:17:55Z,-38.32,0.1,177.57,0.1,12.0,0.0,ML,,,,4.8,0.8,3,,,,,,
2178627,1942-03-30T21:02:00Z,-44.5,0.0,168.0,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585312,1942-04-01T08:58:35Z,-40.59,0.0,173.04,0.1,117.0,21.0,ML,,,,5.2,nan,1,,,,,,
1585313,1942-04-02T15:21:44Z,-40.34,0.1,177.89,0.2,12.0,0.0,ML,,,,4.1,0.3,2,,,,,,
1585315,1942-04-05T12:15:02Z,-42.3,0.0,173.6,0.0,12.0,0.0,ML,,,,3.5,0.4,2,,,,,,
2178632,1942-04-08T15:00:00Z,-38.0,0.0,176.5,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585316,1942-04-09T06:15:46Z,-41.41,0.0,172.8,0.0,13.0,2.0,ML,,,,4.2,0.2,3,,,,,,
1585317,1942-04-12T04:17:26Z,-38.47,0.1,178.26,0.1,12.0,0.0,ML,,,,4.5,0.1,2,,,,,,
1585318,1942-04-13T19:14:55Z,-45.25,0.0,168.75,0.0,12.0,0.0,ML,,,,4.5,nan,1,,,,,,
1585319,1942-04-13T19:18:01Z,-45.5,0.0,168.5,0.0,12.0,0.0,ML,,,,4.3,nan,1,,,,,,
1585320,1942-04-18T01:30:13Z,-45.4,0.0,168.5,0.0,12.0,0.0,ML,,,,4.8,0.1,2,,,,,,
1585321,1942-04-18T05:45:39Z,-38.51,0.0,176.53,0.1,120.0,18.0,ML,,,,4.7,nan,1,,,,,,
1585323,1942-04-22T03:11:29Z,-42.0,0.0,175.0,0.0,12.0,0.0,ML,,,,4.0,0.1,2,,,,,,
1585324,1942-04-24T07:35:08Z,-41.91,0.0,175.89,0.1,12.0,0.0,ML,,,,4.0,0.2,3,,,,,,
1584841,1942-04-25T04:53:13Z,-40.3,0.1,175.42,0.4,12.0,0.0,ML,,,,4.7,0.2,3,,,,,,
1585326,1942-04-25T13:36:47Z,-38.11,0.0,170.32,0.1,12.0,0.0,ML,,,,4.5,0.6,3,,,,,,
1585327,1942-04-26T00:26:03Z,-41.12,0.0,172.58,0.0,12.0,0.0,ML,,,,4.0,0.4,3,,,,,,
1585328,1942-04-26T00:26:24Z,-41.16,0.0,173.04,0.1,12.0,0.0,ML,,,,3.9,0.1,2,,,,,,
2178644,1942-04-27T01:05:00Z,-44.6,0.0,170.6,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585329,1942-04-27T01:39:21Z,-41.63,0.0,172.27,0.1,12.0,0.0,ML,,,,4.3,0.3,3,,,,,,
1585330,1942-04-28T01:04:49Z,-45.0,0.0,170.5,0.0,12.0,0.0,ML,,,,4.3,nan,1,,,,,,
1585331,1942-04-28T18:43:00Z,-39.15,0.0,-179.98,0.0,12.0,0.0,ML,,,,4.7,0.4,2,,,,,,
1585332,1942-04-29T12:44:41Z,-37.49,0.0,-179.05,0.1,12.0,0.0,ML,,,,4.5,0.3,2,,,,,,
1585334,1942-04-30T09:09:42Z,-39.0,0.0,175.75,0.0,12.0,0.0,ML,,,,4.0,nan,1,,,,,,
1585336,1942-05-06T03:35:40Z,-37.02,0.2,-179.36,0.3,12.0,0.0,ML,,,,4.6,0.1,2,,,,,,
2178650,1942-05-07T10:12:00Z,-38.2,0.0,176.2,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585337,1942-05-08T04:12:22Z,-39.09,0.0,175.77,0.1,12.0,0.0,ML,,,,4.3,0.7,3,,,,,,
2178652,1942-05-10T20:25:00Z,-38.0,0.0,177.0,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585338,1942-05-12T10:00:27Z,-40.63,0.0,174.34,0.0,12.0,0.0,ML,,,,3.2,0.2,2,,,,,,
2178656,1942-05-21T00:55:00Z,-38.2,0.0,176.2,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585341,1942-05-22T04:11:02Z,-39.05,0.1,176.43,0.1,12.0,0.0,ML,,,,4.0,0.2,2,,,,,,
1585344,1942-05-27T06:10:53Z,-40.87,0.0,172.31,0.1,12.0,0.0,ML,,,,4.0,0.2,3,,,,,,
1585346,1942-05-31T16:14:58Z,-41.35,0.0,173.46,0.0,12.0,0.0,ML,,,,4.0,0.7,2,,,,,,
1585347,1942-06-03T14:32:55Z,-41.8,0.1,174.93,0.2,12.0,0.0,ML,,,,4.1,0.1,3,,,,,,
1585349,1942-06-08T17:00:00Z,-41.5,0.0,174.5,0.0,12.0,0.0,ML,,,,4.0,nan,1,,,,,,
1585350,1942-06-09T11:09:02Z,-40.78,0.0,173.14,0.0,12.0,0.0,ML,,,,4.1,0.3,3,,,,,,
1585351,1942-06-11T11:21:42Z,-40.18,0.1,176.28,0.1,12.0,0.0,ML,,,,3.8,0.1,2,,,,,,
1585352,1942-06-11T15:02:56Z,-38.99,0.0,176.29,0.1,33.0,0.0,ML,,,,4.7,0.7,3,,,,,,
1585353,1942-06-13T01:44:58Z,-36.49,0.3,-179.8,0.4,12.0,0.0,ML,,,,5.0,0.6,2,,,,,,
1585354,1942-06-13T01:58:32Z,-41.24,0.1,175.03,0.2,12.0,0.0,ML,,,,3.8,nan,1,,,,,,
2178667,1942-06-13T23:51:00Z,-41.0,0.0,172.5,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585355,1942-06-15T06:53:40Z,-35.0,0.0,178.0,0.0,12.0,0.0,ML,,,,5.3,0.4,2,,,,,,
1585357,1942-06-16T11:53:00Z,-38.73,0.0,176.35,0.0,12.0,0.0,ML,,,,4.3,0.8,2,,,,,,
1584842,1942-06-24T08:14:18Z,-41.04,0.0,175.6,0.1,12.0,0.0,ML,,,,5.3,0.4,3,,,,,,
1584843,1942-06-24T11:16:29Z,-40.96,0.1,175.69,0.1,12.0,0.0,Mw,7.2,nan,0,6.5,nan,0,6.9,nan,0,,,
1584845,1942-06-24T11:29:21Z,-41.15,0.1,175.52,0.1,12.0,0.0,ML,,,,4.9,0.5,3,,,,,,
1585361,1942-06-24T11:45:01Z,-40.99,0.0,175.65,0.1,12.0,0.0,ML,,,,4.7,0.4,2,,,,,,
1585362,1942-06-24T12:52:08Z,-41.19,0.1,175.59,0.1,12.0,0.0,ML,,,,4.5,0.5,2,,,,,,
1585363,1942-06-24T12:53:12Z,-40.91,0.0,175.49,0.0,12.0,0.0,ML,,,,4.2,0.2,2,,,,,,
1584846,1942-06-24T13:09:33Z,-40.92,0.0,175.68,0.1,5.0,0.0,ML,,,,5.3,0.4,3,,,,,,
1585365,1942-06-24T13:37:24Z,-41.0,0.0,175.7,0.0,12.0,0.0,ML,,,,4.0,nan,1,,,,,,
1585366,1942-06-24T13:53:05Z,-41.19,0.0,175.66,0.1,12.0,0.0,ML,,,,4.5,0.4,2,,,,,,
1584847,1942-06-24T20:31:25Z,-40.96,0.0,175.43,0.1,12.0,0.0,ML,,,,5.0,0.5,2,,,,,,
1585368,1942-06-25T00:44:06Z,-41.34,0.0,175.82,0.0,12.0,0.0,ML,,,,4.0,0.3,2,,,,,,
1585369,1942-06-25T05:24:53Z,-41.15,0.0,175.52,0.1,12.0,0.0,ML,,,,4.1,0.2,3,,,,,,
1585370,1942-06-25T06:53:35Z,-40.95,0.0,175.69,0.1,12.0,0.0,ML,,,,4.4,0.2,3,,,,,,
2178681,1942-06-25T11:46:00Z,-40.5,0.0,176.2,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585371,1942-06-25T13:23:47Z,-41.22,0.1,175.54,0.2,12.0,0.0,ML,,,,3.5,0.5,2,,,,,,
1585372,1942-06-25T15:10:15Z,-42.91,0.0,171.39,0.0,12.0,0.0,ML,,,,4.2,0.3,3,,,,,,
1585373,1942-06-25T17:23:37Z,-40.96,0.1,175.25,0.2,12.0,0.0,ML,,,,4.2,0.6,2,,,,,,
1585374,1942-06-26T07:46:23Z,-41.02,0.0,175.62,0.1,12.0,0.0,ML,,,,4.2,0.1,2,,,,,,
1585375,1942-06-26T10:04:08Z,-41.1,0.1,175.47,0.1,12.0,0.0,ML,,,,3.8,0.1,2,,,,,,
1585376,1942-06-26T15:43:31Z,-41.18,0.1,175.93,0.2,12.0,0.0,ML,,,,4.2,0.1,2,,,,,,
1585377,1942-06-26T19:02:33Z,-41.03,0.0,175.63,0.1,12.0,0.0,ML,,,,3.8,0.1,2,,,,,,
1585378,1942-06-27T01:12:24Z,-37.4,0.1,177.14,0.4,390.0,13.0,ML,,,,6.3,nan,1,,,,,,
1585379,1942-06-27T05:56:53Z,-41.05,0.0,175.8,0.1,12.0,0.0,ML,,,,4.2,0.1,2,,,,,,
1585380,1942-06-27T09:46:26Z,-41.02,0.0,175.68,0.0,12.0,0.0,ML,,,,3.7,0.1,2,,,,,,
1585381,1942-06-27T18:58:51Z,-40.93,0.1,175.44,0.1,12.0,0.0,ML,,,,3.9,0.2,2,,,,,,
1585382,1942-06-28T11:12:47Z,-41.08,0.0,175.6,0.0,12.0,0.0,ML,,,,4.6,0.5,3,,,,,,
1585383,1942-06-28T16:54:25Z,-40.99,0.0,175.62,0.1,12.0,0.0,ML,,,,4.6,0.5,3,,,,,,
1585384,1942-06-28T20:52:50Z,-41.12,0.0,175.82,0.1,12.0,0.0,ML,,,,4.3,0.4,3,,,,,,
1585385,1942-06-29T04:48:45Z,-41.65,0.1,175.32,0.1,12.0,0.0,ML,,,,4.2,0.4,2,,,,,,
1585386,1942-06-29T06:07:47Z,-41.46,0.1,175.85,0.1,12.0,0.0,ML,,,,3.7,0.3,2,,,,,,
1584848,1942-06-29T07:02:03Z,-41.13,0.1,175.54,0.2,12.0,0.0,ML,,,,5.1,0.5,2,,,,,,
1585388,1942-06-29T10:27:17Z,-41.06,0.0,175.75,0.1,12.0,0.0,ML,,,,3.8,nan,2,,,,,,
1585389,1942-06-29T17:19:43Z,-41.1,0.1,175.91,0.1,12.0,0.0,ML,,,,4.2,0.4,2,,,,,,
2178701,1942-06-29T19:42:00Z,-41.0,0.0,175.8,0.0,25.0,0.0,M,,,,,,,,,,4.5,nan,0
1585390,1942-06-29T21:45:31Z,-41.17,0.0,175.73,0.1,12.0,0.0,ML,,,,4.6,0.6,2,,,,,,
1585391,1942-06-30T16:41:53Z,-41.22,0.0,175.82,0.1,12.0,0.0,ML,,,,4.5,0.4,2,,,,,,
