PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1549148,1966-07-01T15:09:15Z,-37.93,0.0,175.91,0.0,305.0,5.0,ML,4.7,0.2,4
1549149,1966-07-02T07:43:32Z,-38.86,0.0,175.66,0.1,12.0,0.0,ML,3.0,0.5,4
1549150,1966-07-04T12:57:03Z,-37.39,0.1,175.13,0.2,12.0,0.0,ML,2.9,0.2,4
1549151,1966-07-04T13:02:52Z,-37.3,0.0,175.5,0.0,12.0,0.0,ML,1.9,0.1,1
1549152,1966-07-04T18:52:18Z,-37.3,0.0,175.5,0.0,12.0,0.0,ML,2.6,0.1,1
1549153,1966-07-05T03:37:30Z,-41.31,0.0,174.83,0.0,71.0,5.0,ML,3.9,0.4,2
1549154,1966-07-05T16:23:55Z,-40.47,0.0,173.25,0.1,168.0,10.0,ML,4.2,0.3,3
1549155,1966-07-05T22:11:45Z,-37.3,0.0,175.5,0.0,12.0,0.0,ML,2.4,0.1,2
1549156,1966-07-05T22:32:19Z,-37.42,0.0,174.98,0.1,12.0,0.0,ML,3.5,0.2,5
1549157,1966-07-06T00:57:26Z,-45.29,0.1,167.31,0.2,111.0,16.0,ML,3.6,0.2,5
1549158,1966-07-06T05:54:05Z,-38.66,0.0,175.84,0.1,136.0,10.0,ML,4.3,0.3,5
1549159,1966-07-06T15:05:52Z,-38.26,0.1,177.91,0.1,128.0,14.0,ML,4.1,0.3,5
1549161,1966-07-07T22:00:00Z,-44.57,0.1,169.96,0.1,12.0,0.0,ML,4.9,0.3,6
1549162,1966-07-07T22:05:12Z,-44.54,0.1,170.01,0.1,12.0,0.0,ML,4.4,0.4,4
1549163,1966-07-07T22:56:39Z,-44.94,0.0,167.65,0.1,61.0,5.0,ML,3.4,0.2,6
1549165,1966-07-09T21:51:26Z,-40.97,0.0,173.96,0.0,85.0,9.0,ML,3.9,0.2,3
1549166,1966-07-11T05:47:07Z,-38.78,0.0,175.79,0.0,12.0,0.0,ML,2.7,0.9,4
