PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1542217,1943-01-03T12:57:16Z,-37.8,0.0,178.0,0.0,12.0,0.0,ML,,,,4.0,nan,0,,,
1542218,1943-01-03T22:40:31Z,-40.1,0.0,173.64,0.1,12.0,0.0,ML,,,,4.2,0.4,2,,,
1542219,1943-01-04T15:42:19Z,-39.75,0.0,175.58,0.0,12.0,0.0,ML,,,,4.6,0.1,3,,,
1542220,1943-01-06T10:58:01Z,-41.21,0.1,175.6,0.2,12.0,0.0,ML,,,,3.3,nan,0,,,
1542221,1943-01-08T11:56:37Z,-45.0,0.0,167.5,0.0,12.0,0.0,ML,,,,4.3,nan,0,,,
1542222,1943-01-09T18:36:45Z,-38.6,0.1,175.83,0.1,12.0,0.0,ML,,,,3.6,nan,0,,,
1542223,1943-01-09T18:47:56Z,-35.58,0.2,178.29,0.4,278.0,30.0,ML,,,,5.1,nan,0,,,
1542224,1943-01-10T19:34:40Z,-40.2,0.0,174.5,0.0,12.0,0.0,ML,,,,4.0,0.5,2,,,
1542225,1943-01-10T22:05:12Z,-40.62,0.0,176.1,0.0,12.0,0.0,ML,,,,4.5,0.1,2,,,
1542226,1943-01-11T15:57:13Z,-39.0,0.0,177.7,0.0,12.0,0.0,ML,,,,3.6,nan,0,,,
1542227,1943-01-11T18:05:58Z,-41.0,0.0,175.8,0.0,12.0,0.0,ML,,,,3.2,nan,0,,,
1542228,1943-01-16T02:56:04Z,-41.04,0.1,174.29,0.1,12.0,0.0,ML,,,,4.0,nan,0,,,
1542229,1943-01-16T09:25:43Z,-41.63,0.0,175.49,0.0,12.0,0.0,ML,,,,4.0,nan,0,,,
1542230,1943-01-16T18:36:29Z,-39.21,0.0,177.55,0.0,12.0,0.0,ML,,,,3.7,nan,0,,,
1542231,1943-01-16T19:15:01Z,-39.21,0.0,177.55,0.0,12.0,0.0,ML,,,,3.6,nan,0,,,
1542232,1943-01-16T20:14:38Z,-39.2,0.0,177.6,0.0,12.0,0.0,ML,,,,3.8,nan,0,,,
1542233,1943-01-16T21:06:22Z,-39.2,0.0,177.6,0.0,12.0,0.0,ML,,,,3.6,nan,0,,,
