PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1542589,1945-01-01T01:08:13Z,-37.54,0.1,177.36,0.1,12.0,0.0,ML,,,,4.8,0.1,2
1542590,1945-01-02T04:56:43Z,-39.91,0.0,177.06,0.1,12.0,0.0,MS,5.2,nan,0,5.6,0.2,5
1542591,1945-01-03T14:35:51Z,-41.28,0.0,172.47,0.1,12.0,0.0,ML,,,,4.0,0.1,2
1542592,1945-01-04T23:41:12Z,-40.05,0.1,176.82,0.1,12.0,0.0,ML,,,,4.2,0.1,3
1542593,1945-01-10T01:00:36Z,-40.51,0.0,173.88,0.0,12.0,0.0,ML,,,,3.8,nan,0
1542594,1945-01-13T13:27:52Z,-39.94,0.0,175.31,0.0,12.0,0.0,ML,,,,3.6,nan,0
1542595,1945-01-14T21:07:59Z,-40.37,0.0,174.12,0.0,12.0,0.0,ML,,,,4.9,0.3,5
1542596,1945-01-18T18:01:17Z,-40.44,0.1,173.38,0.1,205.0,14.0,ML,,,,5.0,nan,2
1542597,1945-01-27T22:38:25Z,-46.22,0.7,166.77,0.7,12.0,0.0,ML,,,,4.9,nan,0
1542598,1945-02-01T12:20:32Z,-39.24,0.1,175.76,0.0,12.0,0.0,ML,,,,4.1,0.3,3
1542599,1945-02-14T16:20:10Z,-36.65,0.1,175.92,0.1,12.0,0.0,ML,,,,3.9,nan,0
1542600,1945-02-18T13:31:00Z,-41.16,0.0,172.9,0.0,12.0,0.0,ML,,,,4.5,0.1,4
1542601,1945-02-24T04:21:29Z,-38.52,0.1,175.91,0.0,12.0,0.0,ML,,,,4.7,0.5,3
1542602,1945-02-24T07:32:04Z,-40.07,0.0,174.41,0.1,129.0,15.0,ML,,,,4.1,nan,0
1542603,1945-02-25T02:07:10Z,-43.64,0.2,171.46,0.3,12.0,0.0,ML,,,,4.1,0.4,2
1542604,1945-02-25T17:11:54Z,-39.87,0.0,174.07,0.1,214.0,9.0,ML,,,,4.3,nan,0
1542605,1945-03-09T15:21:37Z,-40.9,0.0,174.6,0.0,12.0,0.0,ML,,,,3.9,0.5,2
1542606,1945-03-09T19:11:48Z,-41.1,0.0,174.7,0.0,12.0,0.0,ML,,,,3.5,nan,0
1542609,1945-03-12T22:02:02Z,-41.15,0.0,172.52,0.0,12.0,0.0,ML,,,,3.7,nan,0
1542610,1945-03-12T23:49:30Z,-41.56,0.0,173.46,0.0,12.0,0.0,ML,,,,5.3,0.3,4
1542611,1945-03-15T20:26:40Z,-40.14,0.0,174.2,0.0,12.0,0.0,ML,,,,5.1,0.2,4
1542612,1945-03-18T09:02:15Z,-40.32,0.1,173.58,0.2,184.0,44.0,ML,,,,4.2,nan,0
1542613,1945-03-18T18:22:32Z,-41.0,0.0,175.8,0.0,12.0,0.0,ML,,,,3.5,nan,0
1542614,1945-03-19T16:34:34Z,-39.3,0.0,177.1,0.0,12.0,0.0,ML,,,,4.1,nan,0
1542615,1945-03-19T17:45:17Z,-41.0,0.0,175.7,0.0,12.0,0.0,ML,,,,3.8,nan,0
1542616,1945-03-24T12:04:57Z,-39.89,0.1,176.04,0.1,12.0,0.0,ML,,,,3.9,0.1,2
1542618,1945-03-31T10:29:43Z,-41.0,0.0,175.8,0.0,12.0,0.0,ML,,,,3.2,nan,0
1542620,1945-04-08T21:11:19Z,-38.85,0.1,177.67,0.2,12.0,0.0,ML,,,,4.7,0.4,2
1542621,1945-04-17T09:13:18Z,-41.28,0.0,175.75,0.0,12.0,0.0,ML,,,,4.2,nan,0
1542622,1945-04-23T11:04:12Z,-41.0,0.0,175.7,0.0,12.0,0.0,ML,,,,2.6,nan,0
1542623,1945-05-05T10:05:44Z,-41.78,0.0,178.43,0.0,12.0,0.0,ML,,,,4.7,0.3,3
1542624,1945-05-05T10:37:05Z,-39.7,0.0,176.22,0.0,12.0,0.0,ML,,,,4.1,0.3,3
1542625,1945-05-07T09:18:42Z,-38.55,0.1,178.94,0.2,12.0,0.0,ML,,,,4.5,0.1,3
1542627,1945-05-10T13:17:40Z,-41.03,0.0,174.0,0.0,12.0,0.0,ML,,,,4.5,nan,3
1542629,1945-05-17T16:28:53Z,-42.8,0.0,171.8,0.0,12.0,0.0,ML,,,,4.5,nan,0
1542630,1945-05-18T09:27:49Z,-42.09,0.1,174.13,0.1,12.0,0.0,ML,,,,4.9,0.2,4
1542631,1945-05-19T02:41:34Z,-41.6,0.0,175.0,0.0,12.0,0.0,ML,,,,4.0,0.3,2
1542632,1945-05-21T18:00:24Z,-41.8,0.0,173.9,0.0,33.0,0.0,ML,,,,4.1,nan,0
1542633,1945-05-26T16:50:51Z,-41.0,0.0,174.7,0.0,12.0,0.0,ML,,,,4.3,nan,0
1542634,1945-05-28T03:10:30Z,-40.2,0.0,174.5,0.0,12.0,0.0,ML,,,,4.0,0.1,2
1542635,1945-06-03T17:20:07Z,-39.52,0.0,176.03,0.0,12.0,0.0,ML,,,,4.3,0.4,3
1542636,1945-06-06T03:18:50Z,-40.64,0.0,172.89,0.1,12.0,0.0,ML,,,,4.3,0.3,3
1542637,1945-06-06T23:52:57Z,-41.8,0.0,172.02,0.1,12.0,0.0,ML,,,,4.8,0.3,5
1542638,1945-06-07T03:42:17Z,-41.13,0.0,175.87,0.1,12.0,0.0,ML,,,,4.8,0.3,5
1542639,1945-06-07T03:59:15Z,-41.05,0.0,175.67,0.1,12.0,0.0,ML,,,,4.1,0.6,2
1542640,1945-06-08T09:06:22Z,-41.61,0.0,173.41,0.0,12.0,0.0,ML,,,,4.7,0.2,4
1542641,1945-06-09T07:48:12Z,-39.02,0.1,175.37,0.1,242.0,7.0,ML,,,,4.9,0.3,2
1542642,1945-06-14T17:53:35Z,-42.66,0.0,172.38,0.0,12.0,0.0,ML,,,,3.6,nan,0
1542643,1945-06-14T22:43:14Z,-41.6,0.0,175.0,0.0,12.0,0.0,ML,,,,4.2,nan,0
1542644,1945-06-19T18:27:40Z,-40.57,0.0,173.38,0.0,12.0,0.0,ML,,,,3.9,0.4,3
1542645,1945-06-22T12:07:18Z,-41.34,0.1,175.77,0.1,12.0,0.0,ML,,,,4.2,0.2,2
1542646,1945-06-25T18:08:36Z,-43.3,0.0,171.5,0.0,12.0,0.0,ML,,,,3.3,nan,0
1542647,1945-06-29T11:19:18Z,-40.16,0.0,173.62,0.1,12.0,0.0,ML,,,,3.6,0.1,2
