PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1552516,1970-01-01T03:39:46Z,-37.33,0.1,177.1,0.1,212.0,10.0,ML,3.9,0.3,6
1552517,1970-01-01T08:52:14Z,-38.04,0.0,176.25,0.0,167.0,6.0,ML,3.8,0.3,7
1552518,1970-01-01T17:48:51Z,-36.96,0.2,177.49,0.2,275.0,25.0,ML,3.9,0.2,6
1552519,1970-01-02T14:05:42Z,-37.36,0.0,177.81,0.1,126.0,9.0,ML,4.3,0.2,7
1552520,1970-01-04T00:41:52Z,-39.2,0.0,174.7,0.0,12.0,0.0,ML,3.7,0.3,7
1552522,1970-01-04T02:11:23Z,-38.26,0.1,-179.29,0.1,33.0,0.0,ML,4.5,0.2,13
1552523,1970-01-04T04:36:29Z,-40.45,0.0,174.02,0.0,12.0,0.0,ML,3.6,0.3,11
1552524,1970-01-04T05:41:43Z,-41.33,0.0,178.0,0.0,33.0,0.0,ML,3.9,0.3,9
1552525,1970-01-04T07:39:03Z,-37.5,0.1,177.26,0.1,185.0,8.0,ML,3.9,0.3,5
1552526,1970-01-04T11:50:26Z,-41.98,0.0,171.91,0.0,12.0,0.0,ML,3.4,0.1,7
1552527,1970-01-05T18:22:50Z,-44.93,0.1,167.87,0.1,72.0,20.0,ML,3.6,0.2,7
1552528,1970-01-06T04:49:02Z,-40.57,0.1,176.69,0.1,12.0,0.0,ML,3.5,0.3,7
1552529,1970-01-06T06:51:20Z,-37.17,0.1,177.83,0.1,120.0,10.0,ML,4.0,0.1,6
1552531,1970-01-06T17:56:23Z,-42.04,0.0,171.79,0.1,12.0,0.0,ML,3.9,0.1,8
1552532,1970-01-07T23:55:22Z,-38.46,0.0,176.07,0.1,166.0,7.0,ML,4.3,0.4,7
1552533,1970-01-08T07:39:44Z,-41.35,0.1,178.03,0.1,33.0,0.0,ML,3.9,0.2,9
