PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
1559131,1978-02-15T04:36:16Z,-36.5,0.0,177.26,0.0,33.0,0.0,ML,,,,3.9,0.2,5,,,
1559132,1978-02-15T05:31:51Z,-35.55,0.1,179.05,0.1,227.0,12.0,ML,,,,4.3,0.3,6,,,
1559133,1978-02-15T06:29:17Z,-36.2,0.1,177.5,0.1,12.0,0.0,ML,,,,4.7,0.3,9,,,
1679575,1978-02-15T08:16:28Z,-41.63,0.0,174.11,0.0,63.0,2.0,ML,,,,3.5,nan,2,3.5,0.1,6
1679576,1978-02-15T13:09:37Z,-41.36,0.0,175.12,0.0,25.0,0.0,ML,,,,1.4,0.1,5,,,
1679577,1978-02-15T13:35:00Z,-41.67,0.0,174.58,0.0,32.0,1.0,ML,,,,2.0,0.1,6,,,
1679578,1978-02-15T16:43:08Z,-41.11,0.0,174.59,0.0,37.0,3.0,ML,,,,1.9,0.1,6,,,
1679579,1978-02-15T16:52:19Z,-41.13,0.0,174.14,0.0,46.0,2.0,ML,,,,2.3,0.3,5,,,
1679580,1978-02-15T19:46:58Z,-41.14,0.0,175.23,0.0,24.0,1.0,ML,,,,1.8,0.2,5,,,
1679581,1978-02-16T03:12:39Z,-41.38,0.0,175.48,0.0,12.0,1.0,ML,,,,1.9,0.2,6,,,
1679582,1978-02-16T04:45:56Z,-41.37,0.0,175.03,0.0,23.0,1.0,ML,,,,1.8,0.1,7,,,
1559134,1978-02-16T08:27:58Z,-40.5,0.0,174.37,0.0,33.0,0.0,ML,,,,4.1,0.3,9,,,
1559135,1978-02-16T09:35:45Z,-37.72,0.1,176.39,0.0,12.0,0.0,ML,,,,3.2,0.2,3,,,
1559136,1978-02-16T11:31:00Z,-41.64,0.0,174.11,0.1,12.0,0.0,ML,,,,3.9,0.3,7,,,
1559137,1978-02-16T21:48:38Z,-39.92,0.0,176.12,0.0,33.0,0.0,ML,,,,4.4,0.4,9,,,
1679584,1978-02-16T22:24:05Z,-41.35,0.0,174.21,0.0,33.0,1.0,ML,,,,1.9,0.3,6,,,
1679585,1978-02-17T04:22:32Z,-41.26,0.0,175.16,0.0,19.0,2.0,ML,,,,1.9,0.2,5,,,
1559138,1978-02-17T10:24:14Z,-38.03,0.0,176.1,0.0,12.0,0.0,ML,,,,3.5,0.3,9,,,
1679586,1978-02-17T15:55:15Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,1.6,0.2,8,,,
1679587,1978-02-17T18:56:20Z,-41.1,0.0,175.2,0.0,18.0,1.0,ML,,,,1.6,0.2,5,,,
1679588,1978-02-17T20:24:05Z,-41.7,0.0,174.57,0.0,32.0,1.0,ML,,,,2.1,0.1,7,,,
1559139,1978-02-17T20:43:06Z,-38.35,0.1,175.96,0.1,166.0,13.0,ML,,,,3.5,0.3,5,,,
1679589,1978-02-17T22:42:28Z,-41.5,0.0,174.55,0.0,30.0,2.0,ML,,,,2.2,0.1,5,,,
1559140,1978-02-18T04:20:07Z,-37.16,0.1,-179.91,0.1,12.0,0.0,ML,,,,4.5,0.2,9,,,
1679590,1978-02-18T19:49:16Z,-40.8,0.0,174.73,0.0,14.0,0.0,ML,,,,2.0,0.1,6,,,
1679591,1978-02-19T00:27:37Z,-41.13,0.0,175.23,0.0,24.0,0.0,ML,,,,2.2,0.1,3,2.5,nan,1
1559147,1978-02-19T07:40:24Z,-40.91,0.0,173.62,0.1,133.0,8.0,ML,,,,4.0,0.2,6,,,
1679592,1978-02-19T11:33:31Z,-41.37,0.0,175.0,0.0,8.0,2.0,ML,,,,1.4,0.2,7,,,
1679593,1978-02-19T20:27:18Z,-41.22,0.0,175.21,0.0,20.0,1.0,ML,,,,1.9,0.2,6,,,
1559148,1978-02-19T23:30:46Z,-39.09,0.0,176.21,0.0,33.0,0.0,ML,,,,4.1,0.3,10,,,
1679594,1978-02-20T09:08:21Z,-41.27,0.0,175.02,0.0,22.0,0.0,ML,,,,1.6,0.1,7,,,
1679595,1978-02-20T09:49:23Z,-40.98,0.0,174.48,0.0,35.0,1.0,ML,,,,2.0,0.3,6,,,
1559149,1978-02-21T01:25:54Z,-36.53,0.0,177.64,0.1,12.0,0.0,ML,,,,4.8,0.2,11,,,
1679596,1978-02-21T13:51:36Z,-41.1,0.0,175.44,0.0,31.0,0.0,ML,,,,2.5,0.1,2,2.5,0.2,6
1582883,1978-02-21T15:22:50Z,-44.43,0.0,169.86,0.0,10.0,1.0,ML,,,,2.3,0.0,2,,,
1679597,1978-02-21T16:07:11Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,2.0,0.2,8,,,
1679598,1978-02-21T16:29:47Z,-41.36,0.0,175.12,0.0,25.0,1.0,ML,,,,1.7,0.1,6,,,
1679599,1978-02-21T17:44:19Z,-41.36,0.0,175.12,0.0,26.0,0.0,ML,,,,1.8,0.1,7,,,
1559150,1978-02-21T23:38:08Z,-45.5,0.0,169.49,0.1,12.0,0.0,ML,,,,3.8,0.2,3,,,
1559151,1978-02-22T02:03:40Z,-43.14,0.0,170.46,0.1,12.0,0.0,ML,,,,4.0,0.3,6,,,
1679600,1978-02-22T13:13:39Z,-41.35,0.0,174.78,0.0,27.0,1.0,ML,,,,1.4,0.2,6,,,
1679601,1978-02-22T19:27:13Z,-41.71,0.0,174.94,0.0,27.0,3.0,ML,,,,2.1,0.2,7,,,
1582884,1978-02-23T15:48:28Z,-44.23,0.0,169.71,0.0,2.0,2.0,ML,,,,1.6,0.2,4,,,
1679602,1978-02-23T18:41:09Z,-41.22,0.0,175.29,0.0,23.0,1.0,ML,,,,1.8,0.2,6,,,
1679603,1978-02-24T21:58:04Z,-41.61,0.0,174.79,0.0,28.0,1.0,ML,,,,2.3,nan,1,2.6,0.1,7
1679604,1978-02-24T22:06:29Z,-41.63,0.0,174.81,0.0,26.0,1.0,ML,,,,2.0,0.2,7,,,
1582886,1978-02-25T01:02:42Z,-44.45,0.0,169.45,0.0,3.0,1.0,ML,,,,2.1,0.2,8,,,
1582887,1978-02-25T03:12:42Z,-44.05,0.0,169.69,0.0,7.0,1.0,ML,,,,1.8,0.2,8,,,
1559153,1978-02-26T08:06:26Z,-38.23,0.1,175.91,0.1,196.0,8.0,ML,,,,3.7,0.2,5,,,
1679605,1978-02-26T13:31:26Z,-41.08,0.0,174.03,0.0,53.0,3.0,ML,,,,2.3,0.1,7,,,
1679606,1978-02-26T16:22:25Z,-41.03,0.0,174.28,0.0,66.0,2.0,ML,,,,2.5,0.2,8,,,
1582888,1978-02-26T23:11:12Z,-43.96,0.0,170.4,0.0,0.0,0.0,ML,,,,1.4,0.1,3,,,
1679607,1978-02-27T00:58:59Z,-41.08,0.0,175.07,0.0,27.0,1.0,ML,,,,2.2,0.1,6,,,
1559154,1978-02-27T05:18:17Z,-38.45,0.1,177.59,0.1,69.0,18.0,ML,,,,3.8,0.3,4,,,
1582889,1978-02-27T14:55:26Z,-43.74,0.0,170.13,0.0,0.0,5.0,ML,,,,1.9,0.1,5,,,
1559155,1978-02-28T00:34:43Z,-41.77,0.0,171.85,0.1,12.0,0.0,ML,,,,3.9,0.2,6,,,
1559156,1978-02-28T03:05:20Z,-37.48,0.1,177.14,0.1,170.0,7.0,ML,,,,3.8,0.3,6,,,
1582890,1978-02-28T13:24:27Z,-43.99,0.0,169.24,0.1,2.0,0.0,ML,,,,2.4,0.1,5,,,
1559158,1978-03-01T04:47:18Z,-37.93,0.0,179.22,0.1,12.0,0.0,ML,,,,4.3,0.2,10,,,
1679608,1978-03-01T08:25:22Z,-41.26,0.0,174.58,0.0,54.0,1.0,ML,,,,1.9,0.2,5,,,
1679609,1978-03-01T08:38:42Z,-41.36,0.0,175.11,0.0,25.0,0.0,ML,,,,1.4,0.2,5,,,
1679610,1978-03-01T09:00:31Z,-41.62,0.0,174.64,0.0,29.0,2.0,ML,,,,1.9,0.2,5,,,
1582891,1978-03-01T18:00:29Z,-44.15,0.0,169.98,0.0,10.0,2.0,ML,,,,1.5,0.1,5,,,
1559159,1978-03-01T22:47:02Z,-44.24,0.0,167.7,0.1,12.0,0.0,ML,,,,3.7,0.3,4,,,
1679611,1978-03-02T07:10:16Z,-41.42,0.0,174.85,0.0,18.0,1.0,ML,,,,1.6,0.2,7,,,
1679612,1978-03-02T19:32:23Z,-41.09,0.0,174.4,0.0,60.0,0.0,ML,,,,2.4,0.2,6,,,
1679613,1978-03-02T21:50:51Z,-41.37,0.0,175.11,0.0,25.0,1.0,ML,,,,1.8,0.2,7,,,
1559161,1978-03-02T21:55:22Z,-39.74,0.0,175.21,0.0,12.0,0.0,ML,,,,3.5,0.4,6,,,
1679614,1978-03-02T23:28:01Z,-41.09,0.0,174.77,0.0,60.0,4.0,ML,,,,2.5,0.1,4,2.2,nan,1
1679615,1978-03-03T01:30:13Z,-40.79,0.0,174.66,0.0,50.0,3.0,ML,,,,2.4,0.1,7,,,
1679616,1978-03-03T18:01:54Z,-41.43,0.0,174.35,0.0,59.0,2.0,ML,,,,2.6,0.1,5,,,
1679617,1978-03-03T20:25:37Z,-41.63,0.0,174.61,0.0,32.0,3.0,ML,,,,2.0,0.1,5,,,
1679618,1978-03-04T04:41:06Z,-40.97,0.0,175.18,0.0,31.0,2.0,ML,,,,2.7,nan,1,2.4,0.3,2
1582892,1978-03-04T07:51:34Z,-44.27,0.0,170.62,0.0,2.0,4.0,ML,,,,1.9,0.1,8,,,
1582893,1978-03-04T08:15:40Z,-43.58,0.0,170.49,0.0,3.0,52.0,ML,,,,1.8,0.2,3,,,
1559162,1978-03-04T08:27:42Z,-40.67,0.0,175.85,0.0,12.0,0.0,ML,,,,3.4,0.2,5,,,
1582894,1978-03-04T10:13:16Z,-44.49,0.0,169.76,0.0,8.0,1.0,ML,,,,1.8,0.1,5,,,
1559163,1978-03-05T08:27:01Z,-41.38,0.1,175.04,0.1,12.0,0.0,ML,,,,3.3,0.3,2,,,
1559164,1978-03-05T19:59:10Z,-36.78,0.1,177.76,0.1,165.0,9.0,ML,,,,4.8,0.3,6,,,
1679620,1978-03-05T22:09:23Z,-41.54,0.0,174.68,0.0,28.0,1.0,ML,,,,1.8,0.2,6,,,
1559166,1978-03-06T04:49:48Z,-40.01,0.0,173.93,0.0,12.0,0.0,ML,,,,3.5,0.3,5,,,
1582895,1978-03-06T11:02:51Z,-44.73,0.0,169.68,0.0,1.0,0.0,ML,,,,2.2,0.3,6,,,
1559167,1978-03-06T14:21:15Z,-37.41,0.1,177.4,0.0,12.0,0.0,ML,,,,3.8,0.3,8,,,
1559168,1978-03-07T05:08:15Z,-38.73,0.0,175.9,0.0,137.0,5.0,ML,,,,4.2,0.2,7,,,
1679621,1978-03-07T10:06:45Z,-41.14,0.0,175.07,0.0,7.0,2.0,ML,,,,1.8,0.3,5,,,
1582896,1978-03-07T11:41:19Z,-43.72,0.1,170.49,0.1,5.0,2.0,ML,,,,2.3,0.1,7,,,
1679622,1978-03-07T12:34:26Z,-41.36,0.0,175.12,0.0,27.0,1.0,ML,,,,1.8,0.2,8,,,
1679623,1978-03-08T14:33:28Z,-41.34,0.0,175.11,0.0,26.0,0.0,ML,,,,1.6,0.1,6,,,
1679624,1978-03-08T14:58:38Z,-41.37,0.0,175.12,0.0,26.0,1.0,ML,,,,1.6,0.2,6,,,
1679625,1978-03-08T16:49:05Z,-40.79,0.0,174.26,0.0,49.0,6.0,ML,,,,3.1,nan,1,2.7,0.1,5
1559169,1978-03-08T22:21:39Z,-44.97,0.0,167.63,0.0,33.0,0.0,ML,,,,4.4,0.2,6,,,
1582897,1978-03-09T02:54:03Z,-43.82,0.0,170.13,0.0,7.0,2.0,ML,,,,1.6,0.2,3,,,
1559170,1978-03-09T09:22:51Z,-36.84,0.1,177.8,0.1,12.0,0.0,ML,,,,4.3,0.3,11,,,
1679626,1978-03-09T11:03:03Z,-41.5,0.0,174.4,0.0,21.0,3.0,ML,,,,1.9,0.1,6,,,
1559171,1978-03-09T11:14:57Z,-37.1,0.0,176.85,0.0,203.0,5.0,ML,,,,3.6,0.5,5,,,
1559172,1978-03-09T16:30:23Z,-35.75,0.0,179.54,0.1,12.0,0.0,ML,,,,4.1,0.3,9,,,
1559173,1978-03-09T17:47:51Z,-39.22,0.0,177.54,0.1,12.0,0.0,ML,,,,3.6,0.3,10,,,
1559174,1978-03-09T19:05:20Z,-39.17,0.0,177.54,0.1,12.0,0.0,ML,,,,4.3,0.2,12,,,
1679627,1978-03-10T12:15:37Z,-41.37,0.0,175.08,0.0,27.0,1.0,ML,,,,1.6,0.1,6,,,
1679628,1978-03-10T13:46:58Z,-41.1,0.0,175.03,0.0,27.0,1.0,ML,,,,1.7,0.1,5,,,
1582898,1978-03-10T23:50:39Z,-43.67,0.1,170.46,0.1,4.0,3.0,ML,,,,2.4,0.2,5,,,
1559175,1978-03-11T23:10:29Z,-40.25,0.0,175.29,0.0,12.0,0.0,ML,,,,3.6,0.3,9,,,
1559176,1978-03-11T23:51:14Z,-40.28,0.0,175.25,0.0,12.0,0.0,ML,,,,3.6,0.4,7,,,
1679629,1978-03-12T17:04:27Z,-41.37,0.0,175.12,0.0,25.0,1.0,ML,,,,1.9,0.1,8,,,
1679630,1978-03-13T00:20:47Z,-41.22,0.0,175.3,0.0,24.0,1.0,ML,,,,2.0,0.2,7,,,
1679631,1978-03-13T14:03:24Z,-41.79,0.0,174.53,0.0,32.0,1.0,ML,,,,2.6,0.3,4,2.5,0.1,5
1679632,1978-03-13T15:08:45Z,-41.12,0.0,174.6,0.0,60.0,0.0,ML,,,,2.0,0.1,7,,,
1559179,1978-03-14T22:34:14Z,-38.33,0.1,176.23,0.1,12.0,0.0,ML,,,,2.9,0.4,5,,,
1559180,1978-03-14T22:36:05Z,-38.3,0.0,176.26,0.0,12.0,0.0,ML,,,,3.5,0.4,5,,,
1559181,1978-03-15T05:41:36Z,-37.54,0.0,176.62,0.0,187.0,4.0,ML,,,,4.7,0.2,8,,,
1679633,1978-03-15T11:17:41Z,-40.87,0.0,174.74,0.0,13.0,0.0,ML,,,,2.2,0.2,7,,,
1679634,1978-03-15T16:34:45Z,-41.05,0.0,175.56,0.0,10.0,2.0,ML,,,,2.3,0.2,4,,,
1679635,1978-03-15T22:29:22Z,-40.95,0.0,175.18,0.0,30.0,1.0,ML,,,,2.0,0.2,6,,,
1679636,1978-03-16T02:29:12Z,-41.34,0.0,174.02,0.0,72.0,1.0,ML,,,,2.5,0.4,4,2.5,0.1,2
1582899,1978-03-16T06:48:18Z,-43.97,0.0,170.4,0.0,5.0,1.0,ML,,,,1.6,0.1,6,,,
1559182,1978-03-16T10:33:27Z,-39.03,0.1,174.96,0.1,231.0,10.0,ML,,,,3.6,0.3,5,,,
1559183,1978-03-16T17:04:00Z,-39.96,0.0,173.19,0.1,12.0,0.0,ML,,,,3.5,0.2,4,,,
1679637,1978-03-16T17:42:08Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,1.7,0.1,6,,,
1679638,1978-03-16T18:51:16Z,-41.19,0.0,174.65,0.0,35.0,0.0,ML,,,,1.7,0.2,7,,,
1679639,1978-03-16T22:47:47Z,-41.37,0.0,174.66,0.0,20.0,1.0,ML,,,,1.7,0.1,7,,,
1559185,1978-03-17T02:23:33Z,-44.99,0.0,167.37,0.1,12.0,0.0,ML,,,,3.6,0.3,4,,,
1679640,1978-03-17T23:12:15Z,-41.36,0.0,175.12,0.0,27.0,1.0,ML,,,,2.0,0.2,7,,,
1679641,1978-03-18T11:04:36Z,-41.01,0.0,174.54,0.0,35.0,4.0,ML,,,,1.8,0.1,5,,,
1679642,1978-03-18T11:12:45Z,-40.99,0.0,174.51,0.0,42.0,6.0,ML,,,,1.8,0.1,6,,,
1679643,1978-03-18T11:47:26Z,-41.17,0.0,174.76,0.0,31.0,0.0,ML,,,,1.9,0.1,6,,,
1679644,1978-03-18T13:14:13Z,-40.77,0.0,174.44,0.0,42.0,2.0,ML,,,,2.8,0.2,2,2.7,nan,3
1559186,1978-03-18T21:20:25Z,-39.19,0.0,175.88,0.0,84.0,5.0,ML,,,,4.3,0.2,6,,,
1559187,1978-03-20T20:05:28Z,-45.06,0.0,167.59,0.1,105.0,8.0,ML,,,,3.2,0.1,3,,,
1582902,1978-03-20T23:18:45Z,-44.22,0.0,170.09,0.0,0.0,2.0,ML,,,,2.6,0.1,5,,,
1679645,1978-03-21T13:23:36Z,-41.17,0.0,175.01,0.0,23.0,3.0,ML,,,,1.5,0.2,5,,,
1582903,1978-03-21T13:45:57Z,-43.99,0.0,170.38,0.0,0.0,2.0,ML,,,,1.6,0.1,3,,,
1559188,1978-03-21T18:25:54Z,-39.12,0.1,174.83,0.1,217.0,8.0,ML,,,,4.3,0.3,7,,,
1559189,1978-03-21T18:55:23Z,-44.62,0.0,168.63,0.0,12.0,0.0,ML,,,,3.3,0.3,3,,,
1679646,1978-03-21T21:43:16Z,-41.05,0.0,175.61,0.0,25.0,1.0,ML,,,,2.1,0.2,5,,,
1582904,1978-03-21T22:57:21Z,-44.29,0.0,170.07,0.0,10.0,0.0,ML,,,,1.9,0.1,7,,,
1679647,1978-03-22T09:46:58Z,-41.36,0.0,175.13,0.0,27.0,1.0,ML,,,,1.9,0.1,8,,,
1679648,1978-03-22T09:51:44Z,-41.42,0.0,175.13,0.0,19.0,2.0,ML,,,,1.6,0.1,5,,,
1679649,1978-03-22T09:58:00Z,-41.4,0.0,175.1,0.0,21.0,0.0,ML,,,,1.9,0.1,8,,,
1679650,1978-03-22T13:20:22Z,-41.36,0.0,175.12,0.0,27.0,1.0,ML,,,,1.5,0.2,5,,,
1679651,1978-03-22T22:48:30Z,-41.36,0.0,175.12,0.0,24.0,2.0,Md,,,,,,,2.8,0.1,4
1679652,1978-03-22T22:52:03Z,-41.38,0.0,175.11,0.0,26.0,2.0,ML,,,,2.0,0.1,4,,,
1679653,1978-03-22T22:58:06Z,-41.36,0.0,175.12,0.0,26.0,0.0,ML,,,,2.2,0.2,5,2.5,nan,2
1679654,1978-03-22T23:23:22Z,-41.36,0.0,175.11,0.0,26.0,1.0,ML,,,,1.9,0.1,6,2.5,nan,1
1679655,1978-03-22T23:27:37Z,-41.36,0.0,175.12,0.0,26.0,0.0,ML,,,,1.8,0.2,6,,,
1559191,1978-03-22T23:31:37Z,-42.56,0.0,172.57,0.0,12.0,0.0,ML,,,,3.9,0.3,8,,,
1559192,1978-03-23T11:21:59Z,-42.58,0.0,172.63,0.1,12.0,0.0,ML,,,,4.3,0.3,11,,,
1679656,1978-03-23T12:29:04Z,-41.37,0.0,175.12,0.0,26.0,1.0,ML,,,,1.8,0.1,7,,,
1559194,1978-03-23T19:10:46Z,-36.97,0.1,177.73,0.1,12.0,0.0,ML,,,,4.2,0.4,7,,,
1679657,1978-03-24T01:43:45Z,-41.65,0.0,175.41,0.0,28.0,1.0,ML,,,,2.2,0.2,7,,,
1679658,1978-03-24T02:52:42Z,-41.07,0.0,174.8,0.0,27.0,0.0,ML,,,,1.6,0.3,6,,,
1559195,1978-03-24T03:24:32Z,-39.36,0.0,175.83,0.0,87.0,7.0,ML,,,,3.7,0.2,5,,,
1559196,1978-03-24T03:59:30Z,-36.66,0.0,177.57,0.0,12.0,0.0,ML,,,,4.2,0.3,9,,,
1559197,1978-03-24T11:43:03Z,-36.82,0.1,177.85,0.1,12.0,0.0,ML,,,,4.2,0.3,8,,,
1559198,1978-03-24T12:55:45Z,-36.76,0.1,178.04,0.1,33.0,0.0,ML,,,,4.7,0.2,9,,,
1679659,1978-03-24T18:09:16Z,-41.27,0.0,175.15,0.0,27.0,1.0,Md,,,,,,,3.0,0.2,7
1679660,1978-03-25T04:30:40Z,-41.65,0.0,174.79,0.0,26.0,3.0,ML,,,,1.9,0.2,6,,,
1679661,1978-03-25T07:09:49Z,-41.63,0.0,174.66,0.0,27.0,4.0,ML,,,,2.1,0.1,6,,,
1559200,1978-03-25T12:35:23Z,-36.69,0.1,177.19,0.1,307.0,10.0,ML,,,,4.2,0.2,6,,,
1559201,1978-03-25T14:45:21Z,-42.73,0.0,172.0,0.0,0.0,2.0,ML,,,,3.6,0.2,3,,,
1559202,1978-03-25T17:12:23Z,-42.75,0.0,171.97,0.0,3.0,4.0,ML,,,,3.8,0.2,5,,,
1679662,1978-03-25T21:02:14Z,-41.18,0.0,175.14,0.0,23.0,2.0,ML,,,,1.6,0.1,6,,,
1559203,1978-03-26T09:27:41Z,-36.91,0.1,177.57,0.1,217.0,7.0,ML,,,,4.9,0.3,6,,,
1679663,1978-03-26T13:17:37Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,1.8,0.1,8,,,
1679664,1978-03-26T17:27:27Z,-40.85,0.0,174.73,0.0,10.0,2.0,ML,,,,2.7,0.1,2,2.5,0.1,2
1582905,1978-03-27T06:59:35Z,-44.32,0.0,169.98,0.0,12.0,2.0,ML,,,,1.7,0.1,4,,,
1679665,1978-03-27T07:25:10Z,-41.43,0.0,174.52,0.0,32.0,1.0,Md,,,,,,,2.9,0.2,6
1559204,1978-03-27T16:05:16Z,-45.15,0.0,170.6,0.1,12.0,0.0,ML,,,,3.8,0.2,4,,,
1679666,1978-03-27T18:33:29Z,-41.37,0.0,175.12,0.0,26.0,0.0,ML,,,,2.0,0.2,7,,,
1559205,1978-03-28T06:41:40Z,-37.59,0.1,176.45,0.1,278.0,7.0,ML,,,,4.2,0.4,6,,,
1679667,1978-03-28T07:12:06Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,1.7,0.2,7,,,
1679668,1978-03-28T07:12:08Z,-41.36,0.0,175.12,0.0,26.0,1.0,ML,,,,1.9,0.1,5,,,
1679669,1978-03-28T09:55:31Z,-41.16,0.0,174.63,0.0,42.0,2.0,ML,,,,2.1,0.2,8,,,
1559206,1978-03-29T04:00:59Z,-45.39,0.0,167.56,0.0,76.0,4.0,ML,,,,3.4,0.1,2,,,
1679670,1978-03-29T06:26:23Z,-41.18,0.0,174.09,0.0,58.0,2.0,ML,,,,2.3,0.1,5,,,
1559207,1978-03-29T08:06:54Z,-41.36,0.0,174.73,0.0,29.0,2.0,ML,,,,2.9,0.4,2,,,
1559208,1978-03-29T08:55:59Z,-40.66,0.0,175.03,0.0,12.0,0.0,ML,,,,3.7,0.2,6,,,
1679673,1978-03-29T17:50:18Z,-41.29,0.0,174.85,0.0,27.0,1.0,ML,,,,1.9,0.2,8,,,
1679674,1978-03-29T19:19:33Z,-41.29,0.0,174.85,0.0,26.0,1.0,ML,,,,1.9,0.2,8,,,
1679675,1978-03-30T01:45:10Z,-41.27,0.0,175.33,0.0,31.0,1.0,Md,,,,,,,2.9,0.1,8
1582906,1978-03-30T11:10:01Z,-44.46,0.0,169.88,0.0,9.0,0.0,ML,,,,1.7,0.1,4,,,
1559210,1978-03-30T11:35:10Z,-36.69,0.1,177.95,0.1,233.0,6.0,ML,,,,4.4,0.2,6,,,
1679676,1978-03-31T02:35:39Z,-40.91,0.0,174.99,0.0,38.0,2.0,ML,,,,1.9,0.2,6,,,
1679677,1978-03-31T08:16:05Z,-41.56,0.1,174.24,0.0,19.0,8.0,ML,,,,2.0,0.2,4,,,
1559212,1978-03-31T13:05:59Z,-38.38,0.0,178.38,0.0,12.0,0.0,ML,,,,4.2,0.3,9,,,
1679678,1978-03-31T16:12:40Z,-40.85,0.0,175.43,0.0,43.0,1.0,ML,,,,2.3,0.2,6,,,
1679679,1978-03-31T17:00:56Z,-40.85,0.0,174.72,0.0,13.0,0.0,ML,,,,2.0,0.1,6,,,
1679680,1978-03-31T17:13:22Z,-41.36,0.0,175.12,0.0,26.0,0.0,ML,,,,1.7,0.1,8,,,
1679681,1978-04-01T00:33:45Z,-40.85,0.0,175.43,0.0,25.0,2.0,ML,,,,2.4,0.1,6,2.2,nan,1
1679682,1978-04-01T01:21:00Z,-41.0,0.0,174.97,0.0,51.0,3.0,ML,,,,2.2,0.1,6,,,
1679683,1978-04-01T01:34:26Z,-41.3,0.0,174.81,0.0,25.0,0.0,ML,,,,1.9,0.2,5,,,
1679684,1978-04-01T03:27:19Z,-41.17,0.0,174.8,0.0,30.0,0.0,ML,,,,1.6,0.1,6,,,
1559213,1978-04-01T17:19:20Z,-43.25,0.0,170.77,0.1,12.0,0.0,ML,,,,3.8,0.3,7,,,
1559214,1978-04-02T02:58:43Z,-38.17,0.1,178.77,0.1,12.0,0.0,ML,,,,3.6,0.3,5,,,
1679685,1978-04-02T04:33:23Z,-41.36,0.0,175.07,0.0,39.0,1.0,ML,,,,1.8,0.2,5,,,
1679686,1978-04-02T08:55:21Z,-41.17,0.0,174.79,0.0,30.0,1.0,ML,,,,2.0,0.1,8,,,
1559216,1978-04-02T17:19:30Z,-36.01,0.1,178.33,0.1,294.0,5.0,ML,,,,4.5,0.2,6,,,
1679687,1978-04-02T19:28:01Z,-41.36,0.0,175.11,0.0,24.0,1.0,ML,,,,2.0,0.1,6,,,
1559217,1978-04-02T19:40:17Z,-39.3,0.0,177.49,0.1,12.0,0.0,ML,,,,3.6,0.3,7,,,
1679688,1978-04-02T21:11:21Z,-41.15,0.0,174.81,0.0,30.0,0.0,ML,,,,1.5,0.1,6,,,
1679689,1978-04-02T22:46:20Z,-41.0,0.0,174.45,0.0,59.0,1.0,ML,,,,2.2,0.2,6,,,
1679690,1978-04-03T03:14:21Z,-40.92,0.0,174.12,0.0,56.0,4.0,ML,,,,2.7,0.2,6,2.3,nan,1
1559218,1978-04-03T10:20:59Z,-44.14,0.1,168.99,0.1,12.0,0.0,ML,,,,3.7,0.2,3,,,
1582909,1978-04-03T10:39:10Z,-44.29,0.0,169.91,0.0,1.0,0.0,ML,,,,1.7,0.1,5,,,
1679691,1978-04-04T01:40:44Z,-41.22,0.0,174.63,0.0,23.0,1.0,ML,,,,2.0,0.3,4,,,
1582910,1978-04-04T06:06:23Z,-44.48,0.0,169.92,0.0,1.0,0.0,ML,,,,1.6,0.2,3,,,
1679692,1978-04-04T10:11:36Z,-40.74,0.0,174.76,0.0,14.0,1.0,ML,,,,2.7,0.1,3,2.5,0.1,5
1559219,1978-04-04T11:41:32Z,-38.82,0.0,178.93,0.1,12.0,0.0,ML,,,,3.5,0.2,6,,,
1582911,1978-04-04T13:34:25Z,-44.48,0.0,169.92,0.0,0.0,0.0,ML,,,,1.2,0.3,3,,,
1582912,1978-04-04T13:38:46Z,-44.48,0.0,169.92,0.0,1.0,0.0,ML,,,,1.5,0.2,3,,,
1559220,1978-04-04T15:02:31Z,-37.65,0.1,179.96,0.1,12.0,0.0,ML,,,,3.7,0.2,4,,,
1679693,1978-04-04T21:49:41Z,-41.72,0.0,174.48,0.0,34.0,1.0,ML,,,,2.5,0.2,3,2.3,0.1,2
1582913,1978-04-04T22:00:43Z,-44.48,0.0,169.92,0.0,0.0,0.0,ML,,,,1.4,0.3,3,,,
1679694,1978-04-04T23:28:34Z,-41.35,0.0,175.12,0.0,25.0,0.0,ML,,,,1.7,0.2,6,,,
1582914,1978-04-05T01:01:46Z,-44.48,0.0,169.92,0.0,0.0,0.0,ML,,,,1.4,0.3,3,,,
1559221,1978-04-05T04:43:09Z,-38.9,0.0,176.04,0.0,112.0,7.0,ML,,,,4.1,0.3,6,,,
1559222,1978-04-05T05:34:22Z,-40.5,0.0,175.48,0.1,12.0,0.0,ML,,,,3.9,0.3,4,,,
1582915,1978-04-05T08:13:20Z,-44.42,0.0,169.6,0.0,5.0,2.0,ML,,,,2.0,0.1,7,,,
1559223,1978-04-05T09:03:50Z,-38.32,0.0,176.09,0.1,162.0,9.0,ML,,,,3.8,0.4,5,,,
