PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,M,M_Uncertainty,M_StationCount
2178114,1925-11-27T14:27:00Z,-42.0,0.0,174.0,0.0,25.0,0.0,M,5.5,nan,0
2178115,1925-12-09T13:41:00Z,-41.0,0.0,173.0,0.0,25.0,0.0,M,5.5,nan,0
