PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2014p017571,2014-01-07T12:01:55Z,-41.74,1.2,174.12,1.2,20.0,1.0,M,,,,3.5,0.2,18,3.4,nan,44,,,,3.4,0.3,44
2014p017923,2014-01-07T15:09:45Z,-43.62,1.3,172.38,1.2,10.0,2.0,M,,,,2.9,0.1,9,2.8,nan,9,,,,2.8,0.2,9
2014p018023,2014-01-07T16:03:07Z,-42.97,1.3,172.9,2.3,36.0,3.0,M,,,,3.9,0.2,20,4.0,nan,61,,,,4.0,0.4,61
2014p018052,2014-01-07T16:18:13Z,-45.06,8.7,167.09,5.9,12.0,0.0,M,,,,3.8,0.2,13,3.7,nan,19,,,,3.7,0.3,19
2014p018175,2014-01-07T17:23:47Z,-44.01,8.5,168.81,10.3,5.0,0.0,M,,,,3.1,0.1,7,3.0,nan,6,,,,3.0,0.1,6
2014p018249,2014-01-07T18:03:13Z,-37.84,3.0,176.32,4.9,190.0,6.0,M,,,,,,,2.7,nan,25,,,,2.7,0.3,25
2014p018255,2014-01-07T18:06:21Z,-41.71,1.1,174.08,0.9,14.0,2.0,M,,,,3.0,0.2,13,2.8,nan,13,,,,2.8,0.2,13
2014p018589,2014-01-07T21:04:43Z,-45.28,2.1,167.41,2.7,75.0,3.0,M,,,,2.9,0.3,6,2.8,nan,6,,,,2.8,0.3,6
2014p018680,2014-01-07T21:52:57Z,-37.72,3.5,176.56,6.4,157.0,7.0,M,,,,,,,2.6,nan,24,,,,2.6,0.3,24
2014p018965,2014-01-08T00:24:53Z,-38.1,0.4,176.51,0.4,8.0,1.0,M,,,,3.1,0.3,19,2.8,nan,19,,,,2.8,0.2,19
2014p019001,2014-01-08T00:44:09Z,-39.15,6.2,174.76,14.2,222.0,9.0,M,,,,,,,2.8,nan,15,,,,2.8,0.2,15
2014p019316,2014-01-08T03:31:39Z,-38.11,4.0,176.51,2.5,9.0,3.0,M,,,,1.7,0.2,4,1.8,nan,4,,,,1.8,0.3,4
2014p019353,2014-01-08T03:51:36Z,-39.0,0.8,174.76,0.8,31.0,2.0,M,,,,3.0,0.3,22,2.8,nan,22,,,,2.8,0.2,22
2014p019396,2014-01-08T04:14:42Z,-37.5,10.3,176.02,17.1,197.0,12.0,M,,,,,,,2.6,nan,8,,,,2.6,0.2,8
2014p019502,2014-01-08T05:10:54Z,-45.15,2.8,167.52,3.8,114.0,4.0,M,,,,,,,2.9,nan,8,,,,2.9,0.4,8
2014p019538,2014-01-08T05:30:04Z,-42.95,1.6,172.78,1.8,33.0,2.0,M,,,,2.9,0.2,10,2.9,nan,10,,,,2.9,0.2,10
2014p019870,2014-01-08T08:27:13Z,-38.35,4.2,176.05,3.2,154.0,7.0,M,,,,,,,2.4,nan,18,,,,2.4,0.3,18
2014p019965,2014-01-08T09:17:27Z,-36.75,16.6,179.41,14.1,33.0,0.0,M,,,,3.2,0.1,12,3.0,nan,12,,,,3.0,0.2,12
2014p020657,2014-01-08T15:26:15Z,-40.33,1.2,177.24,4.3,48.0,4.0,M,,,,2.8,0.1,25,2.5,nan,25,,,,2.5,0.2,25
2014p020708,2014-01-08T15:53:39Z,-37.92,2.3,178.39,2.5,60.0,2.0,M,,,,3.4,0.3,31,3.2,nan,31,,,,3.2,0.2,31
2014p020836,2014-01-08T17:01:29Z,-39.92,0.8,176.74,1.2,49.0,1.0,M,,,,2.8,0.2,20,2.6,nan,41,,,,2.6,0.4,41
2014p020837,2014-01-08T17:01:55Z,-38.09,3.2,176.25,2.9,170.0,6.0,M,,,,,,,2.6,nan,21,,,,2.6,0.3,21
2014p020923,2014-01-08T17:47:53Z,-38.78,1.0,177.28,1.0,40.0,2.0,M,,,,3.0,0.2,31,2.8,nan,31,,,,2.8,0.2,31
2014p021070,2014-01-08T19:06:04Z,-38.44,2.5,175.66,2.9,171.0,5.0,M,,,,,,,2.7,nan,29,,,,2.7,0.2,29
2014p021152,2014-01-08T19:49:56Z,-41.57,1.2,172.85,1.5,63.0,2.0,M,,,,2.9,0.2,13,2.8,nan,13,,,,2.8,0.1,13
2014p022082,2014-01-09T04:05:18Z,-44.4,2.3,168.4,4.3,100.0,4.0,M,,,,,,,2.8,nan,7,,,,2.8,0.2,7
2014p022454,2014-01-09T07:23:54Z,-39.74,1.7,174.01,3.0,156.0,5.0,M,,,,,,,3.2,nan,61,,,,3.2,0.4,61
2014p022551,2014-01-09T08:15:39Z,-38.76,8.7,174.72,5.6,12.0,0.0,ML,,,,3.4,0.3,29,,,,,,,3.0,0.3,60
2014p022834,2014-01-09T10:46:25Z,-41.06,0.6,175.32,0.8,19.0,2.0,ML,,,,4.2,0.2,21,3.9,nan,21,,,,3.9,0.2,21
2014p022916,2014-01-09T11:30:19Z,-41.06,0.7,175.32,0.6,18.0,1.0,M,,,,2.6,0.2,15,2.3,nan,22,,,,2.3,0.2,22
2014p022970,2014-01-09T11:58:50Z,-38.82,1.3,177.95,2.6,26.0,3.0,M,,,,2.4,0.4,7,2.0,nan,7,,,,2.0,0.4,7
2014p022985,2014-01-09T12:06:12Z,-35.25,13.2,178.23,36.4,232.0,37.0,M,,,,,,,3.8,nan,32,,,,3.8,0.2,31
2014p022988,2014-01-09T12:08:29Z,-38.38,8.7,176.27,5.5,5.0,0.0,MLv,,,,1.4,0.2,7,,,,,,,1.1,0.2,9
2014p023021,2014-01-09T12:25:49Z,-41.27,0.8,175.31,0.7,23.0,1.0,MLv,,,,1.3,0.3,7,,,,,,,1.1,0.4,7
2014p023057,2014-01-09T12:45:06Z,-37.67,10.0,-179.77,28.8,33.0,0.0,M,,,,3.7,0.2,21,3.5,nan,38,,,,3.5,0.3,38
2014p023279,2014-01-09T14:43:12Z,-41.08,1.3,175.08,0.8,28.0,1.0,M,,,,1.6,0.3,7,1.0,nan,4,,,,1.0,0.3,4
2014p023799,2014-01-09T19:20:16Z,-38.19,2.1,176.21,2.3,169.0,5.0,M,,,,,,,2.9,nan,57,,,,2.9,0.6,57
2014p024156,2014-01-09T22:30:26Z,-38.9,8.4,174.79,7.8,12.0,0.0,ML,,,,2.6,0.3,11,,,,,,,2.3,0.4,16
2014p024346,2014-01-10T00:11:47Z,-43.6,8.7,172.38,5.6,12.0,0.0,M,,,,3.3,0.2,8,3.1,nan,15,,,,3.1,0.2,8
2014p024613,2014-01-10T02:33:54Z,-43.56,0.9,172.39,0.9,8.0,2.0,ML,,,,4.3,0.2,12,,,,,,,4.2,0.3,41
2014p024731,2014-01-10T03:36:59Z,-37.07,4.9,176.87,3.3,217.0,7.0,M,,,,,,,3.4,nan,69,,,,3.4,0.6,69
2014p025437,2014-01-10T09:52:51Z,-35.53,17.0,178.34,19.0,243.0,23.0,M,,,,,,,3.2,nan,9,,,,3.2,0.3,9
2014p025826,2014-01-10T13:20:24Z,-36.79,6.5,177.59,4.1,159.0,7.0,M,,,,,,,3.0,nan,39,,,,3.0,0.4,39
2014p026223,2014-01-10T16:52:02Z,-44.39,2.5,168.28,3.2,5.0,2.0,M,,,,3.1,0.1,7,3.0,nan,15,,,,3.0,0.4,15
2014p026732,2014-01-10T21:23:10Z,-38.11,1.0,178.34,1.9,14.0,1.0,ML,,,,2.8,0.1,10,,,,,,,2.5,0.2,18
2014p027387,2014-01-11T03:11:57Z,-43.37,1.8,172.23,1.5,16.0,4.0,ML,,,,3.1,0.2,9,,,,,,,2.9,0.2,12
2014p027480,2014-01-11T04:01:24Z,-37.94,11.3,180.25,10.6,33.0,0.0,M,,,,3.9,0.3,18,3.6,nan,25,,,,3.6,0.2,25
2014p027526,2014-01-11T04:25:54Z,-40.65,0.7,175.47,1.3,27.0,1.0,ML,,,,3.4,0.2,23,,,,,,,3.2,0.3,60
2014p028175,2014-01-11T10:11:53Z,-44.89,2.2,167.69,3.6,82.0,3.0,M,,,,3.9,0.2,16,3.9,nan,28,,,,3.9,0.4,28
2014p028859,2014-01-11T16:16:27Z,-41.5,4.4,174.52,2.8,5.0,0.0,M,,,,2.2,0.3,8,1.7,nan,7,,,,1.7,0.2,7
2014p028895,2014-01-11T16:35:17Z,-36.89,4.9,176.97,2.6,246.0,5.0,M,,,,,,,4.4,nan,135,,,,4.4,0.7,135
2014p029332,2014-01-11T20:28:14Z,-43.19,7.8,175.59,7.0,33.0,0.0,ML,,,,3.4,0.2,20,3.6,nan,54,,,,3.6,0.4,54
2014p029340,2014-01-11T20:32:31Z,-40.2,7.2,179.06,6.7,33.0,0.0,M,,,,3.7,0.2,18,3.5,nan,56,,,,3.5,0.3,56
2014p029640,2014-01-11T23:12:11Z,-38.47,0.5,177.01,0.5,8.0,1.0,M,,,,3.9,0.3,15,3.2,nan,83,,,,3.2,0.4,83
2014p030828,2014-01-12T09:45:32Z,-39.36,0.8,174.7,0.8,29.0,2.0,M,,,,3.0,0.2,30,2.7,nan,44,,,,2.7,0.3,44
2014p031061,2014-01-12T11:49:23Z,-44.83,4.8,167.46,3.1,5.0,0.0,M,,,,3.4,0.1,10,3.2,nan,8,,,,3.2,0.2,8
2014p031470,2014-01-12T15:27:27Z,-41.22,2.8,172.77,2.9,127.0,4.0,M,,,,,,,2.4,nan,7,,,,2.4,0.4,7
2014p032519,2014-01-13T00:46:12Z,-44.42,8.4,168.3,5.7,5.0,0.0,M,,,,3.1,0.1,7,3.0,nan,8,,,,2.9,0.3,4
2014p032647,2014-01-13T01:54:46Z,-39.21,0.5,177.16,0.9,12.0,1.0,M,,,,2.8,0.3,19,2.5,nan,26,,,,2.5,0.3,26
2014p033261,2014-01-13T07:21:36Z,-38.19,4.7,175.9,10.7,165.0,8.0,M,,,,,,,2.7,nan,35,,,,2.7,0.4,35
2014p033441,2014-01-13T08:57:39Z,-37.32,3.1,177.07,2.4,132.0,6.0,M,,,,,,,3.2,nan,54,,,,3.2,0.4,54
2014p033510,2014-01-13T09:34:29Z,-37.75,7.7,179.15,5.3,33.0,0.0,M,,,,3.2,0.2,15,2.9,nan,21,,,,2.9,0.3,21
2014p034042,2014-01-13T14:17:34Z,-38.81,0.6,177.71,0.9,10.0,1.0,M,,,,2.6,0.2,19,2.4,nan,21,,,,2.4,0.3,21
2014p034952,2014-01-13T22:22:44Z,-38.76,1.2,175.9,1.9,115.0,3.0,M,,,,,,,3.2,nan,94,,,,3.2,0.5,94
2014p035673,2014-01-14T04:47:19Z,-42.58,1.0,172.98,1.7,11.0,2.0,ML,,,,3.3,0.1,10,,,,,,,3.1,0.2,20
2014p036117,2014-01-14T08:43:28Z,-41.23,1.9,173.25,3.4,107.0,3.0,M,,,,,,,3.0,nan,34,,,,3.0,0.4,34
2014p036170,2014-01-14T09:11:37Z,-41.7,1.0,174.16,1.0,17.0,2.0,M,,,,2.7,0.2,12,2.6,nan,26,,,,2.6,0.4,26
2014p036811,2014-01-14T14:53:10Z,-45.25,2.5,167.42,3.3,89.0,4.0,M,,,,3.0,0.2,8,2.6,nan,7,,,,2.5,0.4,4
2014p036870,2014-01-14T15:24:22Z,-37.21,3.2,177.66,1.7,84.0,5.0,M,,,,3.8,0.4,30,3.8,nan,93,,,,3.8,0.5,93
2014p036892,2014-01-14T15:36:22Z,-41.67,1.0,174.17,1.1,18.0,2.0,M,,,,2.6,0.2,13,2.3,nan,15,,,,2.2,0.2,8
2014p037120,2014-01-14T17:37:58Z,-43.53,6.7,172.7,4.3,5.0,0.0,ML,,,,3.1,0.3,6,,,,,,,2.9,0.4,8
2014p037427,2014-01-14T20:21:27Z,-36.15,11.6,177.99,21.5,254.0,15.0,M,,,,,,,3.6,nan,22,,,,3.6,0.2,22
2014p037484,2014-01-14T20:51:47Z,-41.14,1.9,173.51,2.4,98.0,3.0,M,,,,,,,2.9,nan,27,,,,2.9,0.4,27
2014p038124,2014-01-15T02:32:34Z,-41.44,0.8,174.46,1.1,23.0,2.0,ML,,,,4.0,0.2,21,,,,,,,3.8,0.2,71
2014p038266,2014-01-15T03:48:23Z,-37.05,4.2,177.56,2.8,97.0,6.0,M,,,,3.2,0.1,6,3.1,nan,35,,,,3.1,0.4,35
2014p038271,2014-01-15T03:50:58Z,-40.62,6.1,178.93,8.7,33.0,0.0,MLv,,,,3.5,0.1,26,3.2,nan,31,,,,3.2,0.2,31
2014p038298,2014-01-15T04:05:25Z,-37.16,4.4,177.47,2.5,154.0,6.0,M,,,,,,,3.4,nan,71,,,,3.4,0.6,71
2014p038395,2014-01-15T04:57:11Z,-38.45,2.8,175.89,3.9,206.0,6.0,M,,,,,,,2.6,nan,31,,,,2.6,0.4,31
2014p038697,2014-01-15T07:37:53Z,-41.69,1.0,174.03,0.9,21.0,2.0,ML,,,,4.1,0.1,16,,,,,,,4.1,0.3,84
2014p038798,2014-01-15T08:32:07Z,-40.65,0.7,175.46,1.2,26.0,1.0,M,,,,1.9,0.2,7,1.6,nan,8,,,,1.6,0.3,8
2014p039014,2014-01-15T10:26:51Z,-39.91,0.9,176.78,1.4,52.0,2.0,M,,,,3.6,0.2,15,3.2,nan,91,,,,3.2,0.3,91
2014p039168,2014-01-15T11:48:50Z,-41.73,1.0,174.08,0.9,15.0,2.0,ML,,,,3.7,0.2,17,,,,,,,3.7,0.3,69
2014p039519,2014-01-15T14:55:47Z,-39.09,2.8,174.8,3.0,234.0,5.0,M,,,,,,,3.5,nan,126,,,,3.5,0.6,126
2014p039759,2014-01-15T17:03:48Z,-41.78,1.5,174.04,1.0,16.0,2.0,M,,,,2.7,0.2,13,2.5,nan,18,,,,2.5,0.3,18
2014p040468,2014-01-15T23:21:20Z,-40.3,1.5,174.23,1.6,86.0,4.0,ML,,,,3.7,0.2,17,,,,,,,3.4,0.3,62
2014p040570,2014-01-16T00:15:43Z,-37.73,4.3,176.72,3.1,5.0,0.0,M,,,,3.1,0.2,16,2.9,nan,44,,,,2.9,0.3,44
2014p040582,2014-01-16T00:22:27Z,-37.78,4.4,176.81,2.8,5.0,0.0,M,,,,2.4,0.1,9,2.2,nan,11,,,,2.2,0.2,11
2014p041824,2014-01-16T11:23:55Z,-43.56,4.6,172.38,1.6,10.0,3.0,M,,,,2.4,0.3,5,2.1,nan,3,,,,2.1,0.3,3
2014p042097,2014-01-16T13:49:21Z,-36.85,8.8,176.73,6.5,324.0,11.0,M,,,,,,,3.6,nan,60,,,,3.6,0.4,60
2014p042198,2014-01-16T14:43:33Z,-38.55,5.9,175.18,23.5,242.0,25.0,M,,,,2.8,0.3,8,2.8,nan,15,,,,2.8,0.2,15
2014p042340,2014-01-16T15:59:23Z,-37.75,5.1,176.55,8.1,185.0,6.0,M,,,,,,,2.6,nan,17,,,,2.6,0.6,17
2014p042717,2014-01-16T19:19:54Z,-40.52,0.7,174.89,1.2,26.0,3.0,M,,,,3.1,0.2,34,2.9,nan,47,,,,2.9,0.3,47
