PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
1683900,1981-01-17T09:38:59Z,-41.11,0.0,174.82,0.0,3.0,1.0,ML,,,,,,,1.8,0.2,10,,,
1561499,1981-01-17T09:41:32Z,-36.07,0.0,174.16,0.0,12.0,0.0,ML,,,,,,,2.3,0.4,2,,,
1561500,1981-01-17T16:04:07Z,-38.0,0.1,177.05,0.1,31.0,5.0,ML,,,,,,,3.3,0.3,5,,,
1561501,1981-01-17T16:04:17Z,-37.92,0.0,176.98,0.0,30.0,2.0,ML,,,,,,,3.7,0.3,7,,,
1683901,1981-01-17T23:12:38Z,-40.97,0.0,175.56,0.0,25.0,1.0,ML,,,,,,,1.7,0.2,5,,,
1683902,1981-01-18T00:54:05Z,-41.32,0.0,174.83,0.0,27.0,1.0,ML,,,,,,,2.3,nan,1,2.4,nan,2
1683903,1981-01-18T11:51:10Z,-41.09,0.0,175.52,0.0,27.0,1.0,ML,,,,,,,2.5,0.1,4,2.2,nan,1
1683904,1981-01-18T13:30:39Z,-40.84,0.0,174.74,0.0,16.0,3.0,ML,,,,,,,1.6,0.1,4,,,
1561502,1981-01-18T19:48:40Z,-39.15,0.0,175.07,0.0,26.0,1.0,ML,,,,,,,3.7,0.3,8,,,
1683905,1981-01-18T20:57:56Z,-40.44,0.1,174.83,0.0,42.0,3.0,ML,,,,,,,3.1,nan,1,3.0,0.1,3
1561503,1981-01-19T00:09:47Z,-38.32,0.1,175.73,0.1,199.0,9.0,ML,,,,,,,4.2,0.3,7,,,
1583893,1981-01-19T04:38:12Z,-44.1,0.0,170.0,0.0,12.0,1.0,ML,,,,,,,2.0,0.1,6,,,
1683906,1981-01-19T07:44:33Z,-40.78,0.0,174.68,0.0,46.0,1.0,ML,,,,,,,2.4,0.1,7,,,
1683907,1981-01-19T17:42:05Z,-40.78,0.0,174.65,0.0,4.0,2.0,ML,,,,,,,1.9,0.2,6,,,
1561505,1981-01-20T03:17:31Z,-38.73,0.1,176.07,0.3,5.0,0.0,ML,,,,,,,2.5,nan,3,,,
1683908,1981-01-20T04:40:55Z,-40.88,0.0,174.74,0.0,13.0,1.0,ML,,,,,,,1.8,0.2,5,,,
1683909,1981-01-20T05:04:54Z,-41.8,0.0,174.54,0.0,39.0,5.0,ML,,,,,,,3.1,0.3,4,,,
1583894,1981-01-20T07:30:07Z,-44.54,0.0,169.82,0.0,5.0,1.0,ML,,,,,,,1.6,0.2,4,,,
1561506,1981-01-20T10:29:00Z,-37.73,0.1,175.87,0.1,274.0,10.0,ML,,,,,,,4.0,0.3,7,,,
1561507,1981-01-20T11:16:26Z,-36.97,0.0,179.86,0.0,33.0,0.0,ML,,,,,,,4.4,0.2,11,,,
1561508,1981-01-20T15:53:14Z,-38.81,0.0,175.83,0.1,140.0,8.0,ML,,,,,,,3.7,0.5,5,,,
1583895,1981-01-20T16:52:25Z,-44.4,0.0,169.64,0.0,5.0,0.0,ML,,,,,,,2.1,0.2,3,,,
1683910,1981-01-21T03:03:09Z,-41.19,0.0,173.98,0.0,54.0,2.0,ML,,,,,,,2.0,0.1,5,,,
1683911,1981-01-21T06:10:09Z,-41.34,0.0,174.65,0.0,10.0,1.0,ML,,,,,,,1.8,0.2,5,,,
1683912,1981-01-21T06:48:59Z,-41.64,0.0,174.62,0.0,30.0,0.0,ML,,,,,,,1.9,0.3,6,,,
1683913,1981-01-21T07:24:51Z,-40.52,0.1,174.65,0.0,32.0,2.0,ML,,,,,,,1.8,0.2,4,,,
1683914,1981-01-21T09:48:19Z,-41.17,0.0,175.25,0.0,32.0,0.0,ML,,,,,,,2.3,0.1,4,,,
1683915,1981-01-21T10:00:03Z,-41.29,0.0,175.19,0.0,25.0,0.0,ML,,,,,,,1.7,0.2,8,,,
1683916,1981-01-21T14:54:02Z,-41.02,0.0,175.07,0.0,28.0,1.0,ML,,,,,,,2.5,0.2,4,2.5,0.1,2
1561509,1981-01-21T18:53:14Z,-39.55,0.0,174.12,0.1,222.0,8.0,ML,,,,,,,4.8,0.3,7,,,
1683917,1981-01-21T20:29:59Z,-41.41,0.0,174.28,0.0,32.0,1.0,ML,,,,,,,2.2,0.2,6,,,
1683918,1981-01-22T03:18:41Z,-40.69,0.0,175.39,0.0,33.0,1.0,ML,,,,,,,2.4,0.1,6,,,
1683919,1981-01-22T06:09:56Z,-41.25,0.0,175.19,0.0,11.0,0.0,ML,,,,,,,1.4,0.1,6,,,
1683920,1981-01-22T09:35:32Z,-41.51,0.0,174.64,0.0,33.0,0.0,ML,,,,,,,1.9,0.2,5,,,
1683921,1981-01-22T09:42:29Z,-41.52,0.0,174.49,0.0,20.0,3.0,ML,,,,,,,1.8,0.3,6,,,
1683922,1981-01-22T13:44:53Z,-40.77,0.0,174.39,0.0,48.0,1.0,ML,,,,,,,2.0,0.2,5,,,
1683923,1981-01-23T00:27:03Z,-41.12,0.0,175.8,0.0,25.0,0.0,ML,,,,,,,2.1,0.1,8,,,
1683924,1981-01-23T00:37:11Z,-41.6,0.0,174.8,0.0,34.0,2.0,ML,,,,,,,1.8,0.3,5,,,
1683925,1981-01-23T10:24:00Z,-41.09,0.0,175.38,0.0,25.0,1.0,ML,,,,,,,3.2,0.1,2,3.5,0.1,4
1683926,1981-01-23T10:46:46Z,-41.1,0.0,175.37,0.0,24.0,1.0,ML,,,,,,,1.9,0.2,5,,,
1683927,1981-01-23T10:48:26Z,-41.1,0.0,175.38,0.0,24.0,0.0,ML,,,,,,,1.8,0.2,4,,,
1683928,1981-01-23T14:35:42Z,-41.09,0.0,175.37,0.0,23.0,0.0,ML,,,,,,,1.8,0.2,7,,,
1683929,1981-01-23T15:15:11Z,-41.09,0.0,175.38,0.0,24.0,1.0,ML,,,,,,,2.0,0.2,7,,,
1561511,1981-01-23T16:36:34Z,-37.82,0.0,176.4,0.0,12.0,0.0,ML,,,,,,,3.3,0.3,4,,,
1561512,1981-01-23T16:55:35Z,-36.41,0.0,177.7,0.0,12.0,0.0,ML,,,,,,,3.9,0.3,8,,,
1683930,1981-01-24T02:00:46Z,-41.19,0.0,174.63,0.0,32.0,1.0,ML,,,,,,,1.8,0.1,8,,,
1683931,1981-01-24T02:48:44Z,-41.25,0.0,174.85,0.0,30.0,1.0,ML,,,,,,,1.8,0.2,7,,,
1683932,1981-01-24T06:36:42Z,-41.34,0.0,173.77,0.1,64.0,2.0,ML,,,,,,,2.5,0.2,6,,,
1683933,1981-01-24T06:49:52Z,-41.5,0.0,174.56,0.0,18.0,3.0,ML,,,,,,,2.1,0.3,4,,,
1683934,1981-01-25T06:37:34Z,-40.84,0.0,174.23,0.0,53.0,4.0,ML,,,,,,,1.9,0.1,5,,,
1683935,1981-01-25T12:28:35Z,-41.08,0.0,175.39,0.0,24.0,1.0,ML,,,,,,,1.5,0.2,5,,,
1561513,1981-01-25T14:19:46Z,-39.68,0.1,174.01,0.1,193.0,8.0,ML,,,,,,,4.2,0.2,6,,,
1683936,1981-01-25T15:01:34Z,-40.53,0.0,174.67,0.0,27.0,2.0,ML,,,,,,,2.5,0.1,6,,,
1683937,1981-01-25T19:19:27Z,-41.09,0.0,174.68,0.0,32.0,1.0,ML,,,,,,,1.8,0.1,5,,,
1683938,1981-01-26T00:52:17Z,-41.02,0.0,175.58,0.0,24.0,2.0,ML,,,,,,,1.9,0.1,6,,,
1683939,1981-01-26T02:54:47Z,-41.21,0.0,174.81,0.0,33.0,1.0,ML,,,,,,,1.6,0.3,5,,,
1583896,1981-01-26T03:34:48Z,-43.6,0.0,170.5,0.0,1.0,4.0,ML,,,,,,,2.0,0.2,4,,,
1683940,1981-01-26T03:59:40Z,-41.42,0.0,174.69,0.0,20.0,1.0,ML,,,,,,,1.4,0.2,5,,,
1583897,1981-01-26T05:53:11Z,-44.22,0.0,169.73,0.0,4.0,1.0,ML,,,,,,,2.8,0.0,3,,,
1561514,1981-01-26T06:57:25Z,-45.18,0.0,167.54,0.0,97.0,5.0,ML,,,,,,,3.6,0.3,5,,,
1683941,1981-01-26T15:00:49Z,-41.1,0.0,175.36,0.0,27.0,1.0,ML,,,,,,,1.3,0.2,4,,,
1683942,1981-01-26T16:35:24Z,-40.97,0.0,174.51,0.0,60.0,2.0,ML,,,,,,,2.4,0.1,6,,,
1683943,1981-01-27T07:10:52Z,-40.94,0.0,175.71,0.1,25.0,2.0,ML,,,,,,,2.1,0.1,4,,,
1683944,1981-01-27T07:14:42Z,-40.95,0.0,175.52,0.0,24.0,2.0,ML,,,,,,,2.3,0.2,6,,,
1683945,1981-01-27T11:25:44Z,-40.72,0.0,175.04,0.0,25.0,2.0,ML,,,,,,,1.7,0.1,5,,,
1683946,1981-01-27T13:32:21Z,-41.22,0.0,175.21,0.0,25.0,0.0,ML,,,,,,,1.5,0.2,6,,,
1683947,1981-01-27T22:07:30Z,-41.53,0.0,174.04,0.1,41.0,4.0,ML,,,,,,,2.1,0.2,5,,,
1561515,1981-01-28T05:57:27Z,-39.35,0.1,174.45,0.1,252.0,10.0,ML,,,,,,,4.1,0.3,7,,,
1683948,1981-01-28T11:03:31Z,-41.32,0.0,174.8,0.0,34.0,3.0,ML,,,,,,,1.5,0.3,5,,,
1683949,1981-01-28T11:59:40Z,-40.99,0.0,174.64,0.0,41.0,2.0,ML,,,,,,,1.7,0.2,4,,,
1561517,1981-01-28T15:32:18Z,-37.22,0.1,177.17,0.1,153.0,9.0,ML,,,,,,,3.9,0.2,7,,,
1561518,1981-01-29T00:51:00Z,-37.73,0.0,177.52,0.0,33.0,0.0,ML,,,,,,,4.6,0.3,12,,,
1583898,1981-01-29T15:03:44Z,-44.42,0.0,170.29,0.0,9.0,2.0,ML,,,,,,,1.9,0.1,4,,,
1683950,1981-01-29T16:04:43Z,-41.27,0.0,175.18,0.0,26.0,1.0,ML,,,,,,,1.4,0.1,4,,,
1561521,1981-01-30T09:58:17Z,-38.55,0.0,176.58,0.0,12.0,0.0,ML,,,,,,,4.0,0.4,9,,,
1561522,1981-01-30T17:29:23Z,-37.64,0.0,177.75,0.0,12.0,0.0,ML,,,,,,,3.4,0.2,6,,,
1683951,1981-01-30T23:39:50Z,-41.2,0.0,174.59,0.0,57.0,3.0,ML,,,,,,,1.7,0.2,4,,,
1561523,1981-01-31T01:13:30Z,-45.48,0.1,166.73,0.1,33.0,0.0,ML,,,,,,,3.9,0.2,7,,,
1583899,1981-01-31T02:23:32Z,-43.57,0.0,170.57,0.0,10.0,0.0,ML,,,,,,,2.7,0.1,7,,,
1683952,1981-01-31T04:47:04Z,-41.3,0.0,175.2,0.0,25.0,1.0,ML,,,,,,,1.4,0.3,4,,,
1683953,1981-01-31T06:47:39Z,-41.5,0.0,174.27,0.0,24.0,1.0,ML,,,,,,,2.2,0.3,7,,,
1683955,1981-01-31T07:44:29Z,-41.19,0.0,174.37,0.0,55.0,0.0,ML,,,,,,,2.3,0.1,6,,,
1561524,1981-01-31T12:09:44Z,-44.92,0.0,167.49,0.1,52.0,11.0,ML,,,,,,,3.5,0.1,4,,,
1561525,1981-01-31T16:02:08Z,-45.26,0.0,167.5,0.1,107.0,6.0,ML,,,,,,,4.0,0.3,5,,,
1683956,1981-01-31T16:13:30Z,-41.15,0.0,175.0,0.0,29.0,1.0,ML,,,,,,,2.1,0.2,5,,,
1683957,1981-02-01T07:42:51Z,-41.28,0.0,175.26,0.0,27.0,1.0,ML,,,,,,,1.7,0.2,5,,,
1561528,1981-02-01T13:27:37Z,-36.5,0.2,179.01,0.2,280.0,24.0,ML,,,,,,,4.1,0.1,4,,,
1683958,1981-02-01T16:03:09Z,-41.21,0.0,175.17,0.0,27.0,2.0,ML,,,,,,,1.3,0.1,4,,,
1683959,1981-02-01T17:38:24Z,-41.24,0.0,174.85,0.0,26.0,3.0,ML,,,,,,,1.4,0.1,6,,,
1683960,1981-02-02T03:14:13Z,-41.52,0.0,174.81,0.0,28.0,1.0,ML,,,,,,,2.5,0.1,2,2.6,nan,1
1683961,1981-02-02T05:38:11Z,-41.02,0.0,174.72,0.0,34.0,0.0,ML,,,,,,,2.7,0.1,2,2.6,nan,1
1683962,1981-02-02T11:01:08Z,-40.86,0.0,174.69,0.0,63.0,1.0,ML,,,,,,,2.3,0.1,5,,,
1683963,1981-02-02T16:35:31Z,-40.99,0.0,175.49,0.0,27.0,1.0,ML,,,,,,,1.7,0.3,5,,,
1683964,1981-02-02T17:25:01Z,-41.15,0.0,175.04,0.0,29.0,2.0,ML,,,,,,,1.5,0.2,6,,,
1683965,1981-02-03T02:01:08Z,-41.45,0.0,174.96,0.0,24.0,1.0,ML,,,,,,,1.9,0.2,10,,,
1683966,1981-02-03T05:15:24Z,-41.01,0.0,175.35,0.0,24.0,2.0,ML,,,,,,,1.9,0.2,5,,,
1683967,1981-02-03T14:22:54Z,-40.99,0.0,175.6,0.0,26.0,1.0,ML,,,,,,,1.8,0.2,5,,,
1683968,1981-02-03T16:43:10Z,-41.23,0.0,174.45,0.0,38.0,2.0,ML,,,,,,,2.4,0.1,4,2.3,nan,2
1683969,1981-02-04T03:28:21Z,-40.7,0.0,174.85,0.0,14.0,0.0,ML,,,,,,,1.9,0.2,4,,,
1683970,1981-02-04T05:50:13Z,-41.01,0.0,174.43,0.0,63.0,1.0,ML,,,,,,,1.6,0.4,4,,,
1583900,1981-02-04T08:20:18Z,-43.81,0.0,169.96,0.0,0.0,0.0,ML,,,,,,,1.8,0.1,6,,,
1583901,1981-02-04T11:13:18Z,-44.41,0.0,170.29,0.0,9.0,0.0,ML,,,,,,,1.8,0.1,6,,,
1683971,1981-02-04T11:34:56Z,-41.0,0.0,174.84,0.0,30.0,1.0,ML,,,,,,,1.8,0.3,4,,,
1683972,1981-02-04T14:27:19Z,-41.27,0.0,173.92,0.0,54.0,1.0,ML,,,,,,,2.2,0.1,5,,,
1683973,1981-02-04T16:49:03Z,-41.68,0.0,174.46,0.0,54.0,2.0,ML,,,,,,,2.3,0.1,9,,,
1683974,1981-02-05T10:43:05Z,-41.19,0.0,174.7,0.0,43.0,1.0,ML,,,,,,,1.9,0.1,7,,,
1561530,1981-02-05T12:01:23Z,-38.04,0.0,178.95,0.1,12.0,0.0,ML,,,,,,,3.6,0.2,4,,,
1683975,1981-02-05T13:00:34Z,-41.4,0.0,175.06,0.0,26.0,0.0,ML,,,,,,,2.2,0.1,7,,,
1583902,1981-02-05T15:34:55Z,-44.01,0.0,169.55,0.0,3.0,1.0,ML,,,,,,,1.7,0.2,7,,,
1583903,1981-02-06T05:04:56Z,-44.02,0.0,170.38,0.0,7.0,2.0,ML,,,,,,,1.6,0.1,5,,,
1683976,1981-02-06T05:35:47Z,-41.15,0.0,175.06,0.0,21.0,1.0,ML,,,,,,,1.7,0.1,4,,,
1583904,1981-02-06T14:49:33Z,-44.49,0.0,170.03,0.0,2.0,1.0,ML,,,,,,,2.2,0.1,6,,,
1583905,1981-02-07T00:49:39Z,-44.47,0.0,169.95,0.0,8.0,0.0,ML,,,,,,,1.7,0.1,5,,,
1683977,1981-02-07T04:28:28Z,-41.52,0.1,174.48,0.0,5.0,0.0,ML,,,,,,,1.8,0.2,4,,,
1683978,1981-02-07T06:07:13Z,-41.37,0.0,175.11,0.0,26.0,0.0,ML,,,,,,,1.8,0.2,7,,,
1583906,1981-02-07T06:57:29Z,-44.07,0.0,169.97,0.0,9.0,2.0,ML,,,,,,,1.5,0.2,5,,,
