PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1550484,1968-05-26T05:29:11Z,-42.0,0.0,171.8,0.0,12.0,0.0,ML,,,,3.2,0.1,3,,,,,,
1550485,1968-05-26T05:30:57Z,-41.59,0.1,171.94,0.1,12.0,0.0,ML,,,,3.0,0.1,2,,,,,,
1550486,1968-05-26T05:40:02Z,-41.83,0.0,171.9,0.0,12.0,0.0,ML,,,,3.1,0.3,2,,,,,,
1550487,1968-05-26T05:57:34Z,-41.75,0.0,172.04,0.0,12.0,0.0,ML,,,,3.4,0.5,2,,,,,,
1550488,1968-05-26T06:01:13Z,-41.88,0.0,171.77,0.0,12.0,0.0,ML,,,,2.9,0.1,2,,,,,,
1550489,1968-05-26T06:03:23Z,-41.89,0.0,171.86,0.0,12.0,0.0,ML,,,,3.2,0.2,2,,,,,,
1550490,1968-05-26T06:13:14Z,-41.77,0.0,171.98,0.0,12.0,0.0,ML,,,,3.5,0.2,6,,,,,,
1550491,1968-05-26T06:34:53Z,-41.81,0.0,171.92,0.0,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550492,1968-05-26T06:35:15Z,-41.79,0.0,171.94,0.0,12.0,0.0,ML,,,,3.9,0.1,5,,,,,,
1550493,1968-05-26T06:40:14Z,-41.67,0.0,172.01,0.0,12.0,0.0,ML,,,,3.3,0.4,2,,,,,,
1550494,1968-05-26T06:45:45Z,-41.84,0.0,171.94,0.0,12.0,0.0,ML,,,,3.2,0.2,2,,,,,,
1550495,1968-05-26T06:46:49Z,-41.73,0.0,171.96,0.0,12.0,0.0,ML,,,,3.4,0.2,4,,,,,,
1550496,1968-05-26T06:57:01Z,-41.9,0.0,171.87,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550497,1968-05-26T06:57:48Z,-41.95,0.0,171.85,0.0,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550498,1968-05-26T07:01:14Z,-41.79,0.0,172.01,0.0,12.0,0.0,ML,,,,3.8,0.2,6,,,,,,
1550499,1968-05-26T07:03:06Z,-41.89,0.0,171.85,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550500,1968-05-26T07:10:32Z,-41.74,0.0,172.01,0.0,12.0,0.0,ML,,,,3.0,0.3,2,,,,,,
1550501,1968-05-26T07:19:04Z,-41.86,0.0,171.83,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550502,1968-05-26T07:47:39Z,-41.92,0.0,171.91,0.0,12.0,0.0,ML,,,,3.3,0.1,2,,,,,,
1550503,1968-05-26T07:48:48Z,-41.79,0.0,172.02,0.0,12.0,0.0,ML,,,,3.5,0.1,2,,,,,,
1550504,1968-05-26T08:47:59Z,-41.83,0.0,171.9,0.0,12.0,0.0,ML,,,,3.5,0.2,4,,,,,,
1550505,1968-05-26T09:06:08Z,-41.77,0.0,172.02,0.0,12.0,0.0,ML,,,,3.4,0.5,2,,,,,,
1550506,1968-05-26T09:08:15Z,-41.83,0.0,171.87,0.0,12.0,0.0,ML,,,,4.0,0.2,5,,,,,,
1550507,1968-05-26T09:23:05Z,-41.76,0.0,172.0,0.0,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550508,1968-05-26T09:27:03Z,-41.88,0.0,171.88,0.0,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550509,1968-05-26T09:30:24Z,-41.74,0.0,172.02,0.0,12.0,0.0,ML,,,,3.6,0.4,2,,,,,,
1550510,1968-05-26T09:35:45Z,-41.84,0.0,171.95,0.0,12.0,0.0,ML,,,,3.5,0.3,2,,,,,,
1550511,1968-05-26T09:37:48Z,-41.7,0.0,171.99,0.0,12.0,0.0,ML,,,,3.1,0.1,2,,,,,,
1550512,1968-05-26T10:16:05Z,-41.84,0.0,171.81,0.0,12.0,0.0,ML,,,,3.3,0.2,3,,,,,,
1550513,1968-05-26T10:21:58Z,-41.66,0.0,172.05,0.0,12.0,0.0,ML,,,,3.0,0.4,2,,,,,,
1550514,1968-05-26T11:01:04Z,-41.75,0.0,172.06,0.0,12.0,0.0,ML,,,,3.2,0.3,3,,,,,,
1550515,1968-05-26T11:11:47Z,-41.92,0.0,171.78,0.1,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550298,1968-05-26T11:16:27Z,-41.78,0.0,171.94,0.0,12.0,0.0,ML,,,,4.4,0.2,6,,,,,,
1550517,1968-05-26T11:27:00Z,-41.79,0.0,171.9,0.0,12.0,0.0,ML,,,,2.8,nan,2,,,,,,
1550518,1968-05-26T11:29:08Z,-41.73,0.0,172.01,0.0,12.0,0.0,ML,,,,4.1,0.3,5,,,,,,
1550519,1968-05-26T11:38:03Z,-41.83,0.0,171.83,0.0,12.0,0.0,ML,,,,3.6,0.3,6,,,,,,
1550520,1968-05-26T11:54:39Z,-41.67,0.0,172.02,0.0,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550521,1968-05-26T11:58:04Z,-41.72,0.0,171.95,0.0,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550522,1968-05-26T12:29:48Z,-41.84,0.0,171.92,0.0,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550523,1968-05-26T12:32:43Z,-41.7,0.0,171.97,0.0,12.0,0.0,ML,,,,3.5,0.3,6,,,,,,
1550524,1968-05-26T12:45:35Z,-41.87,0.0,171.86,0.0,12.0,0.0,ML,,,,3.6,0.1,4,,,,,,
1550525,1968-05-26T13:02:20Z,-41.87,0.0,171.81,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550526,1968-05-26T13:04:01Z,-42.0,0.0,171.85,0.0,12.0,0.0,ML,,,,3.6,0.3,5,,,,,,
1550527,1968-05-26T13:44:47Z,-41.93,0.0,171.85,0.0,12.0,0.0,ML,,,,3.3,0.2,2,,,,,,
1550528,1968-05-26T14:16:41Z,-41.78,0.0,172.05,0.0,12.0,0.0,ML,,,,3.5,0.2,5,,,,,,
1551109,1968-05-26T14:21:29Z,-38.49,0.1,175.97,0.1,141.0,12.0,ML,,,,3.6,0.4,4,,,,,,
1550529,1968-05-26T14:35:06Z,-41.79,0.0,171.97,0.0,12.0,0.0,ML,,,,3.9,0.3,6,,,,,,
1550530,1968-05-26T15:00:52Z,-41.85,0.0,171.88,0.0,12.0,0.0,ML,,,,3.1,0.2,3,,,,,,
1550531,1968-05-26T15:34:50Z,-42.01,0.0,171.87,0.0,12.0,0.0,ML,,,,3.3,0.3,2,,,,,,
1550532,1968-05-26T15:44:55Z,-41.86,0.0,171.9,0.0,12.0,0.0,ML,,,,3.4,0.1,3,,,,,,
1550533,1968-05-26T15:46:20Z,-41.73,0.0,171.99,0.0,12.0,0.0,ML,,,,3.6,0.3,4,,,,,,
1550534,1968-05-26T15:58:24Z,-41.73,0.0,171.86,0.0,12.0,0.0,ML,,,,3.9,0.2,6,,,,,,
1550535,1968-05-26T16:15:01Z,-41.83,0.0,171.82,0.1,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550536,1968-05-26T16:16:27Z,-41.9,0.0,171.86,0.0,12.0,0.0,ML,,,,3.0,0.2,2,,,,,,
1550537,1968-05-26T16:48:19Z,-41.7,0.1,171.98,0.1,12.0,0.0,ML,,,,3.7,0.2,4,,,,,,
1550538,1968-05-26T16:50:08Z,-41.85,0.0,171.94,0.0,12.0,0.0,ML,,,,2.8,0.2,2,,,,,,
1550539,1968-05-26T17:11:12Z,-41.84,0.0,171.85,0.0,12.0,0.0,ML,,,,3.4,0.2,5,,,,,,
1550540,1968-05-26T17:20:36Z,-41.69,0.0,171.95,0.0,12.0,0.0,ML,,,,3.7,0.2,4,,,,,,
1550541,1968-05-26T18:20:22Z,-41.93,0.0,171.73,0.0,12.0,0.0,ML,,,,4.0,0.3,6,,,,,,
1550542,1968-05-26T18:30:51Z,-41.9,0.0,171.83,0.0,12.0,0.0,ML,,,,3.6,0.2,2,,,,,,
1550543,1968-05-26T19:05:33Z,-41.81,0.0,171.92,0.0,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550544,1968-05-26T19:15:53Z,-41.68,0.0,171.98,0.0,12.0,0.0,ML,,,,3.0,0.2,2,,,,,,
1550545,1968-05-26T19:30:28Z,-41.84,0.1,171.91,0.0,12.0,0.0,ML,,,,3.2,0.2,2,,,,,,
1550546,1968-05-26T19:42:40Z,-41.72,0.0,171.96,0.0,12.0,0.0,ML,,,,3.2,0.3,2,,,,,,
1550547,1968-05-26T20:34:11Z,-41.85,0.0,171.85,0.0,12.0,0.0,ML,,,,3.8,0.3,6,,,,,,
1551110,1968-05-26T20:37:37Z,-41.64,0.1,171.89,0.1,12.0,0.0,ML,,,,4.8,0.3,6,,,,,,
1550549,1968-05-26T20:42:20Z,-41.81,0.0,171.92,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550550,1968-05-26T21:15:53Z,-41.78,0.0,171.98,0.0,12.0,0.0,ML,,,,3.8,0.2,5,,,,,,
1550551,1968-05-26T21:18:51Z,-41.97,0.0,171.9,0.0,12.0,0.0,ML,,,,3.4,0.3,3,,,,,,
1550552,1968-05-26T21:26:03Z,-41.81,0.1,171.89,0.0,12.0,0.0,ML,,,,3.0,0.1,1,,,,,,
1550553,1968-05-26T22:16:40Z,-41.77,0.0,172.03,0.0,12.0,0.0,ML,,,,3.3,0.5,2,,,,,,
1550554,1968-05-26T22:43:10Z,-41.84,0.0,171.96,0.0,12.0,0.0,ML,,,,3.6,0.3,5,,,,,,
1551111,1968-05-26T23:23:20Z,-42.0,0.0,171.86,0.0,12.0,0.0,ML,,,,4.4,0.3,5,,,,,,
1550556,1968-05-26T23:30:02Z,-41.95,0.0,171.87,0.0,12.0,0.0,ML,,,,3.8,0.2,6,,,,,,
1550557,1968-05-26T23:44:42Z,-41.9,0.0,171.82,0.0,12.0,0.0,ML,,,,3.5,0.1,3,,,,,,
1550558,1968-05-27T00:15:50Z,-41.77,0.0,171.97,0.0,12.0,0.0,ML,,,,3.3,0.2,3,,,,,,
1550559,1968-05-27T00:33:14Z,-41.96,0.0,171.86,0.0,12.0,0.0,ML,,,,3.9,0.1,4,,,,,,
1550560,1968-05-27T01:14:30Z,-41.9,0.0,171.89,0.0,12.0,0.0,ML,,,,3.6,0.2,3,,,,,,
1550561,1968-05-27T01:31:13Z,-41.83,0.1,171.91,0.0,12.0,0.0,ML,,,,3.6,0.3,3,,,,,,
1550562,1968-05-27T02:14:23Z,-41.72,0.0,172.05,0.0,12.0,0.0,ML,,,,3.3,0.2,2,,,,,,
1550563,1968-05-27T02:18:18Z,-41.93,0.0,171.8,0.0,12.0,0.0,ML,,,,3.5,nan,1,,,,,,
1550564,1968-05-27T02:20:44Z,-41.71,0.0,172.03,0.0,12.0,0.0,ML,,,,3.1,0.4,2,,,,,,
1550565,1968-05-27T02:59:06Z,-41.8,0.0,171.93,0.0,12.0,0.0,ML,,,,2.9,0.2,2,,,,,,
1550566,1968-05-27T04:32:54Z,-41.75,0.0,172.11,0.0,12.0,0.0,ML,,,,3.1,0.3,3,,,,,,
1550567,1968-05-27T05:23:04Z,-41.89,0.0,171.91,0.0,12.0,0.0,ML,,,,3.9,0.3,6,,,,,,
1550568,1968-05-27T05:28:40Z,-41.95,0.0,171.88,0.1,12.0,0.0,ML,,,,3.3,0.1,2,,,,,,
1550569,1968-05-27T07:07:05Z,-41.8,0.0,171.94,0.0,12.0,0.0,ML,,,,3.6,0.3,5,,,,,,
1550570,1968-05-27T08:16:11Z,-41.7,0.0,171.95,0.0,12.0,0.0,ML,,,,3.1,0.3,2,,,,,,
1550571,1968-05-27T08:29:33Z,-41.98,0.0,171.85,0.1,12.0,0.0,ML,,,,3.5,0.3,5,,,,,,
1550572,1968-05-27T08:40:03Z,-41.77,0.0,171.98,0.0,12.0,0.0,ML,,,,3.7,0.3,5,,,,,,
1550573,1968-05-27T08:54:07Z,-41.74,0.0,171.92,0.0,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550574,1968-05-27T08:59:28Z,-41.91,0.0,171.91,0.0,12.0,0.0,ML,,,,4.0,0.2,6,,,,,,
1550575,1968-05-27T09:11:29Z,-41.78,0.0,171.94,0.0,12.0,0.0,ML,,,,3.3,0.3,4,,,,,,
1550576,1968-05-27T09:30:58Z,-41.73,0.0,172.02,0.0,12.0,0.0,ML,,,,3.3,0.2,4,,,,,,
1550577,1968-05-27T09:50:01Z,-42.02,0.0,171.64,0.0,12.0,0.0,ML,,,,3.4,0.3,4,,,,,,
1550578,1968-05-27T09:52:26Z,-41.98,0.0,171.84,0.0,12.0,0.0,ML,,,,3.5,0.2,4,,,,,,
1550579,1968-05-27T10:22:56Z,-41.87,0.0,171.85,0.0,12.0,0.0,ML,,,,3.2,0.2,2,,,,,,
1550580,1968-05-27T12:03:03Z,-41.75,0.1,172.02,0.0,12.0,0.0,ML,,,,3.4,0.4,1,,,,,,
1550581,1968-05-27T12:10:21Z,-41.79,0.0,171.81,0.1,12.0,0.0,ML,,,,3.3,0.3,2,,,,,,
1550582,1968-05-27T12:41:23Z,-41.71,0.1,171.93,0.1,12.0,0.0,ML,,,,3.3,0.2,2,,,,,,
1550583,1968-05-27T13:00:08Z,-41.68,0.0,171.9,0.0,12.0,0.0,ML,,,,3.3,0.3,3,,,,,,
1550584,1968-05-27T13:12:53Z,-41.79,0.0,172.1,0.0,12.0,0.0,ML,,,,3.1,0.2,2,,,,,,
1550585,1968-05-27T13:47:57Z,-41.91,0.0,171.76,0.0,12.0,0.0,ML,,,,3.7,0.2,5,,,,,,
1550586,1968-05-27T14:04:16Z,-41.76,0.1,171.85,0.1,12.0,0.0,ML,,,,3.2,0.3,2,,,,,,
1550587,1968-05-27T14:28:46Z,-41.8,0.0,172.04,0.0,12.0,0.0,ML,,,,3.4,0.1,3,,,,,,
1550588,1968-05-27T14:42:46Z,-42.01,0.0,171.82,0.0,12.0,0.0,ML,,,,3.4,0.3,6,,,,,,
1550589,1968-05-27T15:37:00Z,-41.82,0.0,171.73,0.1,12.0,0.0,ML,,,,3.6,0.2,6,,,,,,
1550590,1968-05-27T16:03:57Z,-41.82,0.0,171.96,0.0,12.0,0.0,ML,,,,4.0,0.2,6,,,,,,
1550591,1968-05-27T16:11:31Z,-41.9,0.0,171.76,0.1,12.0,0.0,ML,,,,3.6,0.3,2,,,,,,
1550592,1968-05-27T16:20:31Z,-41.82,0.0,171.99,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550593,1968-05-27T16:48:50Z,-41.81,0.0,171.92,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550594,1968-05-27T16:51:10Z,-41.9,0.0,171.94,0.1,12.0,0.0,ML,,,,3.6,0.3,3,,,,,,
1550595,1968-05-27T17:03:16Z,-41.73,0.0,172.03,0.0,12.0,0.0,ML,,,,3.6,0.2,5,,,,,,
1550596,1968-05-27T18:03:56Z,-41.79,0.0,171.87,0.0,12.0,0.0,ML,,,,3.7,0.3,4,,,,,,
1550597,1968-05-27T18:13:41Z,-41.93,0.0,171.73,0.1,12.0,0.0,ML,,,,3.6,0.3,5,,,,,,
1550598,1968-05-27T18:24:00Z,-41.7,0.0,171.95,0.0,12.0,0.0,ML,,,,3.7,0.1,4,,,,,,
1550599,1968-05-27T19:05:52Z,-41.82,0.0,171.96,0.0,12.0,0.0,ML,,,,3.7,0.3,2,,,,,,
1550600,1968-05-27T19:15:08Z,-41.83,0.1,171.72,0.1,12.0,0.0,ML,,,,3.7,0.2,4,,,,,,
1550601,1968-05-27T19:32:16Z,-41.7,0.0,171.99,0.1,12.0,0.0,ML,,,,3.7,0.3,3,,,,,,
1550602,1968-05-27T20:13:41Z,-41.85,0.0,171.87,0.0,12.0,0.0,ML,,,,3.4,0.2,2,,,,,,
1550603,1968-05-27T20:33:11Z,-41.75,0.0,171.92,0.0,12.0,0.0,ML,,,,3.6,0.2,4,,,,,,
1550604,1968-05-27T20:39:56Z,-41.89,0.0,171.76,0.1,12.0,0.0,ML,,,,3.7,0.2,2,,,,,,
1550605,1968-05-27T20:54:12Z,-41.97,0.0,171.8,0.0,12.0,0.0,ML,,,,3.5,0.2,2,,,,,,
1550606,1968-05-27T21:06:38Z,-41.8,0.0,171.87,0.0,12.0,0.0,ML,,,,3.4,0.3,2,,,,,,
1550607,1968-05-27T21:19:23Z,-42.01,0.0,171.79,0.0,12.0,0.0,ML,,,,3.7,0.3,4,,,,,,
1550608,1968-05-27T22:04:47Z,-41.89,0.0,171.8,0.0,12.0,0.0,ML,,,,3.3,0.1,1,,,,,,
1550609,1968-05-27T22:19:30Z,-41.8,0.0,171.95,0.0,12.0,0.0,ML,,,,3.7,0.2,2,,,,,,
1550610,1968-05-27T22:37:36Z,-41.97,0.0,171.77,0.0,12.0,0.0,ML,,,,3.8,0.3,3,,,,,,
1550611,1968-05-27T22:47:46Z,-41.77,0.0,172.03,0.0,12.0,0.0,ML,,,,3.2,0.4,2,,,,,,
1550612,1968-05-27T22:58:31Z,-41.79,0.0,172.0,0.1,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550613,1968-05-28T01:10:25Z,-41.84,0.1,171.7,0.1,12.0,0.0,ML,,,,3.3,0.2,2,,,,,,
1550614,1968-05-28T01:15:42Z,-41.89,0.0,171.92,0.1,12.0,0.0,ML,,,,3.6,0.1,2,,,,,,
1550615,1968-05-28T01:16:12Z,-41.93,0.1,172.09,0.1,12.0,0.0,ML,,,,3.6,0.4,2,,,,,,
1550616,1968-05-28T01:17:47Z,-41.75,0.1,172.03,0.1,12.0,0.0,ML,,,,3.8,0.4,4,,,,,,
1550617,1968-05-28T01:38:15Z,-41.81,0.0,172.01,0.1,12.0,0.0,ML,,,,3.7,0.1,3,,,,,,
1550618,1968-05-28T02:14:03Z,-41.91,0.0,172.13,0.1,12.0,0.0,ML,,,,3.9,0.3,6,,,,,,
1550619,1968-05-28T02:34:37Z,-42.03,0.0,171.83,0.0,12.0,0.0,ML,,,,3.5,0.2,3,,,,,,
1550620,1968-05-28T04:44:09Z,-41.71,0.0,172.04,0.0,12.0,0.0,ML,,,,3.0,0.1,4,,,,,,
1550621,1968-05-28T04:44:22Z,-41.77,0.0,171.86,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1550622,1968-05-28T04:58:37Z,-41.64,0.0,171.67,0.1,12.0,0.0,ML,,,,3.3,0.4,5,,,,,,
1550623,1968-05-28T06:09:45Z,-41.67,0.0,171.93,0.1,12.0,0.0,ML,,,,3.1,0.2,4,,,,,,
1550624,1968-05-28T06:22:13Z,-41.86,0.0,171.8,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1550625,1968-05-28T06:24:50Z,-41.89,0.0,171.81,0.1,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550626,1968-05-28T06:29:42Z,-41.89,0.0,171.83,0.0,12.0,0.0,ML,,,,3.5,0.2,5,,,,,,
1551112,1968-05-28T07:01:48Z,-38.11,0.0,176.13,0.1,172.0,9.0,ML,,,,4.3,0.4,6,,,,,,
1550627,1968-05-28T07:13:33Z,-41.79,0.0,172.04,0.0,12.0,0.0,ML,,,,3.9,0.4,5,,,,,,
1550628,1968-05-28T07:29:29Z,-41.98,0.0,171.82,0.1,12.0,0.0,ML,,,,3.4,0.4,5,,,,,,
1550629,1968-05-28T08:13:46Z,-41.74,0.0,171.93,0.0,12.0,0.0,ML,,,,3.1,0.2,5,,,,,,
1550630,1968-05-28T08:22:34Z,-41.83,0.1,171.68,0.1,12.0,0.0,ML,,,,3.1,0.2,5,,,,,,
1550631,1968-05-28T08:56:10Z,-41.76,0.1,171.86,0.1,12.0,0.0,ML,,,,3.1,0.2,5,,,,,,
1550632,1968-05-28T09:46:47Z,-41.83,0.0,171.85,0.0,12.0,0.0,ML,,,,3.1,0.2,5,,,,,,
1550633,1968-05-28T10:05:05Z,-41.77,0.0,171.85,0.0,12.0,0.0,ML,,,,3.4,0.1,4,,,,,,
1550634,1968-05-28T10:10:33Z,-41.89,0.0,171.89,0.0,12.0,0.0,ML,,,,3.5,0.3,5,,,,,,
1550635,1968-05-28T10:19:09Z,-41.78,0.0,172.05,0.1,12.0,0.0,ML,,,,3.2,0.1,4,,,,,,
1550636,1968-05-28T10:29:13Z,-41.81,0.0,171.87,0.1,12.0,0.0,ML,,,,3.5,0.2,4,,,,,,
1550637,1968-05-28T10:33:48Z,-41.82,0.0,172.01,0.0,12.0,0.0,ML,,,,4.0,0.3,5,,,,,,
1550638,1968-05-28T10:36:22Z,-41.76,0.0,171.96,0.0,12.0,0.0,ML,,,,3.9,0.3,5,,,,,,
1550639,1968-05-28T11:28:55Z,-41.75,0.0,171.99,0.0,12.0,0.0,ML,,,,3.3,0.3,5,,,,,,
1550640,1968-05-28T11:32:09Z,-41.93,0.0,171.92,0.1,12.0,0.0,ML,,,,3.0,0.2,5,,,,,,
1550641,1968-05-28T11:49:40Z,-41.87,0.0,171.87,0.1,12.0,0.0,ML,,,,3.1,0.2,4,,,,,,
1550642,1968-05-28T11:53:47Z,-41.76,0.0,172.09,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1550643,1968-05-28T12:12:30Z,-41.63,0.1,171.92,0.1,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550644,1968-05-28T12:16:05Z,-41.58,0.1,171.88,0.1,12.0,0.0,ML,,,,3.2,0.1,5,,,,,,
1550645,1968-05-28T12:18:03Z,-41.87,0.0,171.67,0.1,12.0,0.0,ML,,,,3.2,0.1,5,,,,,,
1550646,1968-05-28T12:57:44Z,-41.89,0.0,171.92,0.1,12.0,0.0,ML,,,,3.3,0.1,5,,,,,,
1550647,1968-05-28T13:45:53Z,-41.86,0.0,171.81,0.0,12.0,0.0,ML,,,,3.1,0.2,5,,,,,,
1550648,1968-05-28T13:54:05Z,-41.82,0.0,171.92,0.0,12.0,0.0,ML,,,,3.9,0.3,5,,,,,,
1550649,1968-05-28T14:00:59Z,-41.85,0.0,171.93,0.1,12.0,0.0,ML,,,,3.1,0.1,5,,,,,,
1550650,1968-05-28T14:19:36Z,-41.67,0.0,171.94,0.0,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550651,1968-05-28T14:25:11Z,-41.85,0.0,172.05,0.0,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550652,1968-05-28T15:12:42Z,-41.76,0.0,171.93,0.1,12.0,0.0,ML,,,,3.0,0.1,5,,,,,,
1551113,1968-05-28T15:41:27Z,-41.86,0.0,171.92,0.0,12.0,0.0,ML,,,,4.0,0.3,5,,,,,,
1550654,1968-05-28T18:11:36Z,-41.71,0.0,171.92,0.0,12.0,0.0,ML,,,,3.7,0.2,5,,,,,,
1550655,1968-05-28T18:14:19Z,-41.78,0.0,171.99,0.0,12.0,0.0,ML,,,,3.4,0.3,5,,,,,,
1550656,1968-05-28T19:39:49Z,-41.83,0.1,171.97,0.1,12.0,0.0,ML,,,,3.1,0.1,5,,,,,,
1550657,1968-05-28T22:19:21Z,-42.01,0.0,171.93,0.0,12.0,0.0,ML,,,,3.2,0.3,5,,,,,,
1550658,1968-05-28T22:34:55Z,-41.87,0.0,171.87,0.0,12.0,0.0,ML,,,,3.4,0.2,5,,,,,,
1550659,1968-05-28T22:57:00Z,-41.82,0.0,171.89,0.1,12.0,0.0,ML,,,,3.1,0.2,5,,,,,,
1550660,1968-05-28T22:58:35Z,-41.83,0.0,171.9,0.0,12.0,0.0,ML,,,,3.5,0.3,5,,,,,,
1550661,1968-05-28T23:02:58Z,-41.87,0.0,171.78,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1550662,1968-05-28T23:04:06Z,-42.0,0.0,171.81,0.0,12.0,0.0,ML,,,,3.6,0.2,5,,,,,,
1550663,1968-05-28T23:11:38Z,-41.9,0.0,171.83,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1550664,1968-05-28T23:17:39Z,-41.86,0.0,171.84,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1551114,1968-05-28T23:23:22Z,-41.91,0.0,171.74,0.0,12.0,0.0,ML,,,,4.2,0.2,5,,,,,,
1551115,1968-05-28T23:26:41Z,-41.9,0.0,171.74,0.0,12.0,0.0,ML,,,,3.7,0.2,5,,,,,,
1550667,1968-05-28T23:39:55Z,-41.82,0.0,171.93,0.0,12.0,0.0,ML,,,,3.8,0.2,5,,,,,,
1550668,1968-05-29T00:30:47Z,-41.85,0.0,171.97,0.0,12.0,0.0,ML,,,,3.9,0.3,5,,,,,,
1550669,1968-05-29T00:54:11Z,-41.84,0.0,171.85,0.1,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550670,1968-05-29T01:26:05Z,-41.8,0.0,171.75,0.1,12.0,0.0,ML,,,,3.1,0.1,4,,,,,,
1550671,1968-05-29T01:33:07Z,-41.78,0.0,172.01,0.0,12.0,0.0,ML,,,,3.8,0.3,5,,,,,,
1550672,1968-05-29T01:54:47Z,-41.84,0.0,171.88,0.1,12.0,0.0,ML,,,,3.1,0.1,5,,,,,,
1550673,1968-05-29T02:19:02Z,-41.95,0.0,171.77,0.0,12.0,0.0,ML,,,,3.4,0.2,5,,,,,,
1550674,1968-05-29T02:53:06Z,-41.88,0.0,171.86,0.0,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550675,1968-05-29T03:21:50Z,-42.0,0.0,171.76,0.0,12.0,0.0,ML,,,,4.0,0.3,5,,,,,,
1550676,1968-05-29T04:02:07Z,-41.88,0.0,171.77,0.0,12.0,0.0,ML,,,,3.2,0.1,4,,,,,,
1550677,1968-05-29T04:29:10Z,-41.75,0.0,171.96,0.0,12.0,0.0,ML,,,,3.4,0.2,5,,,,,,
1550678,1968-05-29T04:39:14Z,-41.9,0.0,171.77,0.0,12.0,0.0,ML,,,,3.3,0.2,5,,,,,,
1551116,1968-05-29T05:56:19Z,-41.76,0.0,171.92,0.0,12.0,0.0,ML,,,,4.6,0.2,4,,,,,,
1551117,1968-05-29T05:59:24Z,-42.0,0.0,171.79,0.0,12.0,0.0,ML,,,,4.3,0.3,5,,,,,,
1550681,1968-05-29T06:01:26Z,-41.68,0.0,171.9,0.0,12.0,0.0,ML,,,,3.3,0.1,3,,,,,,
1550682,1968-05-29T06:05:11Z,-41.82,0.0,171.89,0.0,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550683,1968-05-29T06:08:31Z,-41.92,0.0,171.93,0.0,12.0,0.0,ML,,,,2.9,0.2,5,,,,,,
1551118,1968-05-29T06:09:07Z,-41.67,0.0,171.97,0.1,12.0,0.0,ML,,,,4.9,0.3,6,,,,,,
1551119,1968-05-29T06:54:19Z,-41.92,0.0,171.79,0.0,12.0,0.0,ML,,,,4.3,0.2,3,,,,,,
1550686,1968-05-29T07:22:20Z,-41.79,0.0,171.99,0.0,12.0,0.0,ML,,,,3.9,0.3,5,,,,,,
1550687,1968-05-29T10:03:25Z,-41.82,0.0,171.87,0.0,12.0,0.0,ML,,,,3.2,0.2,4,,,,,,
1550688,1968-05-29T10:05:07Z,-41.76,0.0,171.96,0.0,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1550689,1968-05-29T10:13:44Z,-41.95,0.0,171.81,0.0,12.0,0.0,ML,,,,4.0,0.3,5,,,,,,
1551120,1968-05-29T10:18:41Z,-38.24,0.1,176.12,0.1,174.0,15.0,ML,,,,4.3,0.2,6,,,,,,
