PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1542343,1943-07-05T12:10:05Z,-41.57,0.1,175.42,0.1,12.0,0.0,ML,,,,3.8,0.6,2,,,
1542344,1943-07-05T14:07:56Z,-42.71,0.0,172.83,0.0,12.0,0.0,ML,,,,3.4,nan,0,,,
1542345,1943-07-05T19:42:20Z,-37.31,0.0,175.96,0.0,400.0,0.0,ML,,,,4.8,nan,0,,,
1542346,1943-07-10T12:37:01Z,-41.31,0.0,172.53,0.0,12.0,0.0,ML,,,,4.3,0.2,3,,,
1542347,1943-07-11T02:13:38Z,-38.2,0.1,176.96,0.1,209.0,9.0,ML,,,,5.9,nan,0,,,
1542348,1943-07-12T03:57:18Z,-41.53,0.0,172.72,0.0,12.0,0.0,ML,,,,3.9,nan,0,,,
1542349,1943-07-15T00:21:27Z,-39.14,0.0,176.69,0.1,12.0,0.0,ML,,,,3.9,nan,0,,,
1542350,1943-07-16T11:07:53Z,-43.21,0.0,173.6,0.0,12.0,0.0,ML,,,,4.0,nan,0,,,
1542351,1943-07-16T16:58:25Z,-41.0,0.0,173.0,0.0,12.0,0.0,ML,,,,3.8,nan,0,,,
1542352,1943-07-17T23:09:44Z,-38.85,0.1,177.35,0.1,12.0,0.0,ML,,,,5.1,nan,0,,,
1542353,1943-07-23T17:25:32Z,-41.01,0.0,175.62,0.1,12.0,0.0,ML,,,,3.9,0.3,2,,,
1542354,1943-07-28T11:24:16Z,-43.57,0.0,172.78,0.0,12.0,0.0,ML,,,,4.3,nan,0,,,
1542355,1943-08-01T08:56:39Z,-40.65,0.0,173.2,0.0,12.0,0.0,ML,,,,3.8,0.3,2,,,
1542356,1943-08-02T00:46:35Z,-45.64,0.3,166.67,0.3,33.0,0.0,Mw,6.6,nan,0,6.1,0.3,4,6.6,nan,0
1542357,1943-08-02T02:16:04Z,-45.24,0.1,167.13,0.2,12.0,0.0,ML,,,,4.5,nan,0,,,
1542358,1943-08-02T05:22:09Z,-45.83,0.1,166.68,0.1,12.0,0.0,ML,,,,5.2,nan,3,,,
1542359,1943-08-02T05:28:20Z,-45.2,0.0,167.35,0.1,12.0,0.0,ML,,,,5.1,nan,3,,,
1542360,1943-08-02T05:55:41Z,-47.0,0.0,167.0,0.0,12.0,0.0,ML,,,,4.6,nan,0,,,
1542361,1943-08-02T08:44:00Z,-40.61,0.0,176.91,0.1,12.0,0.0,ML,,,,4.2,0.1,2,,,
1542362,1943-08-02T14:01:53Z,-39.56,0.0,176.16,0.0,12.0,0.0,ML,,,,3.9,0.1,2,,,
1542363,1943-08-02T19:09:52Z,-40.73,0.0,173.31,0.0,161.0,5.0,ML,,,,5.0,0.1,2,,,
1542364,1943-08-07T20:23:27Z,-38.54,0.1,176.46,0.1,159.0,7.0,ML,,,,4.5,0.2,2,,,
1542365,1943-08-11T03:18:48Z,-41.08,0.1,175.4,0.1,12.0,0.0,ML,,,,4.3,0.4,2,,,
1542366,1943-08-12T00:13:18Z,-39.0,0.0,178.0,0.0,12.0,0.0,ML,,,,4.4,nan,0,,,
1542367,1943-08-15T11:08:22Z,-41.14,0.1,176.01,0.2,12.0,0.0,ML,,,,4.3,0.2,2,,,
1542368,1943-08-18T23:22:34Z,-40.2,0.0,175.0,0.0,12.0,0.0,ML,,,,3.9,nan,2,,,
1542369,1943-08-19T00:25:26Z,-40.2,0.0,174.5,0.0,12.0,0.0,ML,,,,3.8,nan,2,,,
1542370,1943-08-21T11:01:11Z,-40.37,0.0,171.77,0.1,33.0,0.0,ML,,,,4.5,nan,0,,,
1542371,1943-08-23T07:06:45Z,-43.02,0.0,171.59,0.0,12.0,0.0,MS,5.3,nan,0,5.7,0.1,3,,,
1542372,1943-08-23T07:36:21Z,-43.0,0.0,171.7,0.0,12.0,0.0,ML,,,,2.8,nan,0,,,
1542373,1943-08-23T11:49:13Z,-42.94,0.0,171.45,0.0,12.0,0.0,ML,,,,3.2,nan,0,,,
1542374,1943-08-23T13:44:20Z,-42.78,0.0,171.79,0.0,12.0,0.0,ML,,,,3.5,0.6,2,,,
1542375,1943-08-23T21:18:15Z,-42.97,0.0,171.29,0.0,12.0,0.0,ML,,,,3.4,0.6,2,,,
1542376,1943-08-25T06:41:20Z,-40.21,0.0,174.74,0.1,12.0,0.0,ML,,,,3.8,nan,2,,,
1542377,1943-08-29T16:08:09Z,-41.01,0.0,175.53,0.0,12.0,0.0,ML,,,,3.0,nan,0,,,
1542378,1943-09-01T19:58:12Z,-40.59,0.0,174.3,0.0,12.0,0.0,ML,,,,4.5,0.2,3,,,
1542379,1943-09-03T20:32:04Z,-43.05,0.0,171.21,0.1,12.0,0.0,ML,,,,5.2,0.1,3,,,
