PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
1688150,1986-03-06T15:37:51Z,-40.89,0.0,174.74,0.0,14.0,1.0,ML,2.0,0.3,5,,,
1567869,1986-03-06T16:57:00Z,-38.21,0.0,178.78,0.1,36.0,9.0,ML,3.7,0.1,3,,,
1567870,1986-03-06T22:11:49Z,-37.74,0.1,-179.86,0.2,33.0,0.0,ML,4.5,0.2,6,,,
1688151,1986-03-07T04:23:30Z,-40.58,0.0,174.65,0.0,23.0,2.0,ML,2.3,0.2,5,2.1,nan,1
1567871,1986-03-07T19:55:52Z,-41.69,0.0,171.99,0.0,12.0,0.0,ML,4.0,0.3,5,,,
1688152,1986-03-07T23:01:06Z,-41.74,0.1,174.5,0.0,35.0,8.0,ML,2.7,0.2,4,,,
1688153,1986-03-07T23:55:25Z,-40.9,0.0,175.09,0.0,31.0,0.0,ML,2.7,0.1,4,2.6,0.1,2
1688154,1986-03-08T03:47:33Z,-40.89,0.0,175.09,0.0,31.0,1.0,ML,2.1,0.4,6,,,
1688155,1986-03-08T05:32:33Z,-41.6,0.0,174.01,0.1,32.0,2.0,ML,2.5,0.3,7,2.2,nan,1
1688156,1986-03-08T12:46:27Z,-41.36,0.0,173.85,0.1,63.0,6.0,ML,3.2,0.1,2,2.8,0.3,3
1567872,1986-03-08T16:18:05Z,-39.32,0.1,175.23,0.1,33.0,0.0,ML,3.7,0.5,4,,,
1688157,1986-03-09T03:42:10Z,-40.76,0.0,175.69,0.0,18.0,3.0,ML,2.2,0.2,4,,,
1567873,1986-03-09T09:17:51Z,-40.33,0.1,173.42,0.1,220.0,8.0,ML,5.7,0.3,5,,,
1567874,1986-03-10T03:56:59Z,-36.87,0.1,177.22,0.1,223.0,9.0,ML,4.8,0.2,6,,,
1567875,1986-03-10T11:37:30Z,-40.54,0.0,173.56,0.0,169.0,4.0,ML,3.9,0.1,3,,,
1688158,1986-03-10T20:47:12Z,-41.11,0.0,175.03,0.0,26.0,1.0,ML,2.5,0.3,3,,,
1567876,1986-03-11T05:06:57Z,-38.78,0.1,175.24,0.1,247.0,11.0,ML,4.1,0.1,1,,,
1567877,1986-03-11T06:51:07Z,-38.49,0.1,176.08,0.1,188.0,15.0,ML,3.8,0.1,2,,,
1567878,1986-03-11T09:20:25Z,-36.85,0.3,177.4,0.4,249.0,29.0,ML,3.9,0.2,2,,,
1567879,1986-03-11T13:57:35Z,-39.64,0.0,174.14,0.1,202.0,7.0,ML,4.0,0.2,2,,,
1567881,1986-03-11T20:42:26Z,-38.53,0.0,175.88,0.1,136.0,5.0,ML,4.1,0.3,4,,,
1688159,1986-03-11T22:05:07Z,-40.57,0.0,174.9,0.0,25.0,1.0,ML,2.4,0.2,5,,,
1567882,1986-03-12T02:52:42Z,-38.23,0.0,176.26,0.0,173.0,5.0,ML,3.7,0.3,4,,,
1567883,1986-03-12T18:22:49Z,-40.8,0.0,175.14,0.0,12.0,0.0,ML,3.5,0.6,4,,,
1567884,1986-03-12T22:59:25Z,-40.38,0.0,176.52,0.1,33.0,0.0,ML,3.8,0.3,5,,,
1567885,1986-03-13T03:33:24Z,-38.36,0.0,176.01,0.1,186.0,8.0,ML,3.6,0.2,3,,,
1688161,1986-03-13T16:45:02Z,-41.2,0.0,174.55,0.0,37.0,2.0,ML,2.9,0.1,4,3.0,0.1,2
1688162,1986-03-13T23:11:25Z,-41.42,0.0,175.03,0.0,23.0,0.0,ML,2.3,0.1,6,,,
1567886,1986-03-14T00:19:42Z,-40.93,0.0,174.95,0.0,53.0,3.0,ML,3.9,0.2,5,,,
1567887,1986-03-14T01:52:39Z,-40.94,0.0,174.16,0.0,33.0,0.0,ML,4.0,0.3,5,,,
1567888,1986-03-14T02:29:32Z,-40.77,0.0,174.62,0.0,60.0,6.0,ML,3.9,0.1,3,,,
1688166,1986-03-14T03:21:14Z,-40.59,0.0,174.55,0.0,45.0,1.0,ML,2.8,0.3,7,2.5,nan,1
1688167,1986-03-14T09:29:06Z,-40.98,0.0,175.45,0.0,24.0,1.0,ML,2.1,0.2,5,,,
1688168,1986-03-14T15:24:24Z,-41.55,0.0,174.31,0.0,32.0,1.0,ML,2.5,0.2,7,,,
1567890,1986-03-14T16:35:28Z,-41.14,0.0,174.66,0.0,30.0,1.0,ML,3.4,0.5,3,,,
1688170,1986-03-15T12:43:25Z,-40.72,0.0,174.54,0.0,72.0,2.0,ML,3.1,0.2,3,2.9,0.4,2
1567891,1986-03-15T15:06:12Z,-41.01,0.1,172.4,0.1,12.0,0.0,ML,3.6,0.2,4,,,
1567892,1986-03-16T01:44:51Z,-39.44,0.0,175.65,0.0,12.0,0.0,ML,3.4,0.4,4,,,
1567893,1986-03-16T07:52:50Z,-39.61,0.1,174.42,0.1,217.0,8.0,ML,4.0,0.1,4,,,
1567894,1986-03-17T02:06:17Z,-40.11,0.0,175.05,0.0,33.0,0.0,ML,3.5,0.4,3,,,
1567895,1986-03-17T10:19:36Z,-39.2,0.1,173.73,0.1,12.0,0.0,ML,3.2,0.2,3,,,
1688171,1986-03-17T10:52:47Z,-40.63,0.0,174.65,0.0,76.0,2.0,ML,2.6,0.1,4,2.3,nan,2
1567896,1986-03-18T09:55:52Z,-38.05,0.0,176.9,0.0,12.0,0.0,ML,3.3,0.2,4,,,
1567897,1986-03-18T11:16:40Z,-41.81,0.0,174.59,0.0,29.0,1.0,ML,3.7,0.4,4,,,
1567898,1986-03-18T12:53:31Z,-37.36,0.1,177.71,0.0,33.0,0.0,ML,3.4,0.2,2,,,
1567899,1986-03-18T19:57:03Z,-37.98,0.0,176.17,0.0,209.0,4.0,ML,4.3,0.3,5,,,
1567900,1986-03-19T01:59:56Z,-38.1,0.1,176.46,0.1,187.0,15.0,ML,3.5,0.4,2,,,
1567901,1986-03-19T02:51:03Z,-38.14,0.0,176.28,0.0,182.0,6.0,ML,3.7,0.3,3,,,
1567902,1986-03-19T19:58:01Z,-40.54,0.0,174.67,0.0,80.0,4.0,ML,3.8,0.3,4,,,
1688174,1986-03-20T00:30:03Z,-40.92,0.0,174.65,0.0,5.0,0.0,ML,2.2,0.2,6,,,
1567903,1986-03-20T07:51:26Z,-38.63,0.0,176.31,0.0,96.0,5.0,ML,3.5,0.3,4,,,
1567904,1986-03-20T13:07:38Z,-38.22,0.0,176.06,0.0,179.0,4.0,ML,3.9,0.4,5,,,
1688175,1986-03-20T22:30:46Z,-41.77,0.0,174.5,0.0,35.0,1.0,ML,3.3,0.3,2,2.9,0.1,2
1567905,1986-03-21T01:22:25Z,-45.48,0.1,166.67,0.1,12.0,0.0,ML,4.3,0.1,4,,,
1688176,1986-03-21T05:56:34Z,-41.43,0.0,174.96,0.0,27.0,0.0,ML,2.5,0.6,2,2.5,0.1,2
1567906,1986-03-21T15:05:47Z,-36.94,0.1,177.05,0.1,269.0,10.0,ML,4.4,0.2,6,,,
1567907,1986-03-21T23:49:44Z,-39.09,0.1,175.82,0.1,101.0,5.0,ML,3.6,0.4,5,,,
1567908,1986-03-22T11:23:47Z,-45.12,0.1,167.64,0.1,120.0,7.0,ML,3.4,0.3,3,,,
1567909,1986-03-22T16:25:04Z,-41.73,0.0,174.33,0.0,16.0,2.0,ML,3.5,0.4,3,,,
1567911,1986-03-22T20:32:12Z,-39.19,0.0,175.03,0.1,206.0,7.0,ML,3.8,0.2,3,,,
1567912,1986-03-22T23:13:29Z,-39.44,0.0,176.6,0.0,20.0,3.0,ML,3.6,0.2,6,,,
1567913,1986-03-23T22:21:56Z,-39.92,0.0,172.81,0.1,12.0,0.0,ML,3.9,0.2,4,,,
1688178,1986-03-24T01:45:50Z,-41.35,0.0,175.08,0.0,38.0,1.0,ML,2.1,0.3,8,,,
1567914,1986-03-24T05:53:59Z,-39.97,0.0,172.79,0.1,12.0,0.0,ML,3.9,0.2,6,,,
1567915,1986-03-24T18:50:11Z,-39.96,0.0,172.95,0.1,12.0,0.0,ML,3.6,0.1,2,,,
1567916,1986-03-24T18:50:16Z,-39.88,0.0,172.84,0.0,12.0,0.0,ML,4.7,0.3,12,,,
1688179,1986-03-25T01:15:16Z,-40.79,0.0,175.04,0.0,33.0,0.0,ML,2.3,0.3,5,,,
1567917,1986-03-25T03:10:47Z,-36.03,0.1,178.67,0.1,81.0,24.0,ML,4.2,0.2,2,,,
1688180,1986-03-25T05:29:08Z,-41.58,0.0,174.67,0.0,34.0,1.0,ML,2.3,0.2,4,2.2,nan,1
1567918,1986-03-25T15:44:10Z,-40.62,0.0,173.4,0.0,12.0,0.0,ML,3.7,0.2,5,,,
1688181,1986-03-25T16:55:33Z,-41.77,0.0,174.32,0.1,31.0,3.0,ML,2.2,0.2,5,,,
1567919,1986-03-25T17:33:21Z,-38.01,0.0,177.26,0.0,60.0,4.0,ML,3.7,0.1,2,,,
1688182,1986-03-25T20:03:00Z,-41.38,0.0,174.64,0.0,32.0,0.0,ML,2.6,0.5,3,2.4,nan,1
1567920,1986-03-26T06:24:45Z,-38.36,0.0,176.27,0.0,6.0,0.0,ML,2.4,nan,1,,,
1688183,1986-03-26T07:09:29Z,-40.98,0.0,175.59,0.0,29.0,1.0,ML,2.3,0.1,4,,,
1567921,1986-03-26T07:47:04Z,-38.36,0.0,176.27,0.0,6.0,0.0,ML,2.2,0.2,2,,,
1688184,1986-03-27T11:55:29Z,-40.91,0.0,175.47,0.0,23.0,0.0,ML,2.0,0.2,5,,,
1567922,1986-03-27T12:09:29Z,-38.36,0.0,176.27,0.0,6.0,3.0,ML,3.0,0.3,5,,,
1567923,1986-03-27T12:10:21Z,-38.36,0.0,176.28,0.0,6.0,0.0,ML,2.5,0.3,3,,,
1567924,1986-03-27T12:17:04Z,-38.37,0.0,176.3,0.0,6.0,0.0,ML,3.0,0.3,4,,,
1567925,1986-03-27T12:29:15Z,-38.36,0.0,176.27,0.0,6.0,0.0,ML,2.7,nan,1,,,
1567926,1986-03-27T12:48:39Z,-38.37,0.0,176.29,0.0,6.0,0.0,ML,2.5,0.5,3,,,
1688185,1986-03-27T14:21:26Z,-41.18,0.0,174.65,0.0,33.0,0.0,ML,2.4,0.2,5,,,
1688186,1986-03-28T02:23:55Z,-41.1,0.0,174.73,0.0,54.0,0.0,ML,2.8,0.2,4,2.6,nan,2
1688187,1986-03-28T04:22:05Z,-41.09,0.0,174.24,0.0,62.0,1.0,ML,3.1,0.2,5,3.0,0.4,2
1567929,1986-03-28T05:53:25Z,-45.76,0.1,166.97,0.1,79.0,10.0,ML,3.7,0.1,2,,,
1688188,1986-03-29T13:37:16Z,-40.34,0.0,174.53,0.0,56.0,8.0,ML,2.5,0.1,5,,,
1688189,1986-03-29T18:47:17Z,-40.31,0.1,174.53,0.1,45.0,0.0,ML,2.9,nan,1,2.9,0.1,2
1567930,1986-03-30T01:37:27Z,-40.24,0.0,173.5,0.0,165.0,5.0,ML,3.8,0.2,4,,,
1567931,1986-03-30T02:12:35Z,-37.96,0.1,176.24,0.1,200.0,8.0,ML,4.1,0.2,6,,,
1688190,1986-03-30T03:14:20Z,-40.52,0.0,175.07,0.0,32.0,1.0,ML,2.4,0.1,4,,,
1567932,1986-03-30T22:31:16Z,-42.86,0.0,171.48,0.1,12.0,0.0,ML,3.1,0.2,3,,,
1567933,1986-03-31T03:08:42Z,-43.24,0.1,170.2,0.1,12.0,0.0,ML,3.4,0.3,6,,,
1688191,1986-03-31T03:27:34Z,-41.92,0.0,174.01,0.0,37.0,4.0,ML,2.9,nan,2,2.5,nan,1
1567934,1986-03-31T04:34:11Z,-46.25,0.1,167.12,0.2,33.0,0.0,ML,4.3,0.3,4,,,
1567935,1986-04-01T06:26:31Z,-43.98,0.0,171.04,0.0,4.0,5.0,ML,4.3,0.3,8,,,
1688192,1986-04-02T00:43:39Z,-41.4,0.0,175.07,0.0,24.0,0.0,ML,3.1,0.1,2,2.9,0.2,2
1567936,1986-04-02T01:11:43Z,-45.2,0.0,170.32,0.0,1.0,0.0,ML,3.5,0.3,4,,,
1688193,1986-04-02T06:57:39Z,-41.06,0.0,174.66,0.0,29.0,1.0,ML,2.5,0.2,6,2.4,0.1,2
1567937,1986-04-02T13:58:05Z,-41.86,0.0,172.69,0.1,89.0,5.0,ML,4.5,0.3,3,,,
1688194,1986-04-02T21:04:36Z,-41.58,0.0,174.29,0.0,28.0,1.0,ML,2.6,0.3,4,2.5,nan,1
1567939,1986-04-03T02:08:50Z,-42.37,0.0,172.49,0.1,1.0,3.0,ML,3.7,0.2,6,,,
1567940,1986-04-03T14:09:03Z,-45.86,0.1,164.75,0.1,33.0,0.0,ML,5.2,0.3,9,,,
1688195,1986-04-03T17:06:25Z,-41.19,0.1,173.79,0.0,59.0,2.0,ML,2.5,0.1,4,,,
1567941,1986-04-03T21:31:49Z,-40.0,0.0,173.8,0.1,213.0,6.0,ML,4.4,0.2,6,,,
1567942,1986-04-04T12:22:20Z,-40.91,0.0,174.84,0.0,33.0,0.0,ML,3.5,0.3,3,,,
1688197,1986-04-04T13:58:38Z,-41.76,0.0,174.52,0.0,35.0,1.0,ML,2.7,0.2,6,2.3,nan,1
1688198,1986-04-04T17:56:51Z,-41.59,0.0,174.27,0.0,15.0,1.0,ML,2.6,0.3,4,2.6,nan,2
1567943,1986-04-04T18:59:57Z,-38.07,0.0,176.31,0.0,1.0,0.0,ML,2.5,0.4,2,,,
1567944,1986-04-04T21:28:24Z,-45.15,0.1,167.07,0.1,72.0,12.0,ML,3.7,0.1,2,,,
1567945,1986-04-05T03:54:07Z,-36.47,0.1,178.46,0.1,33.0,0.0,ML,4.3,0.2,7,,,
1567946,1986-04-05T05:17:43Z,-44.59,0.0,167.44,0.1,1.0,0.0,ML,3.4,0.3,2,,,
1567947,1986-04-05T08:34:06Z,-40.73,0.0,173.4,0.0,24.0,4.0,ML,4.1,0.2,8,,,
1688199,1986-04-05T13:38:42Z,-40.94,0.0,174.45,0.0,53.0,3.0,ML,2.3,0.2,5,,,
1567948,1986-04-06T01:01:52Z,-37.43,0.0,177.76,0.0,75.0,7.0,ML,3.9,0.2,4,,,
1567949,1986-04-06T18:31:37Z,-37.69,0.0,176.37,0.0,197.0,6.0,ML,4.2,0.2,5,,,
1688200,1986-04-06T19:26:32Z,-41.02,0.0,174.53,0.0,55.0,1.0,ML,3.0,0.2,5,2.7,nan,1
1688201,1986-04-07T15:09:24Z,-40.98,0.0,175.15,0.0,26.0,2.0,ML,2.1,0.1,5,,,
1688202,1986-04-08T07:02:24Z,-41.55,0.0,174.55,0.0,32.0,1.0,ML,2.4,0.2,9,,,
1688203,1986-04-08T07:14:14Z,-40.99,0.0,174.48,0.0,65.0,1.0,ML,2.2,0.3,7,,,
1688204,1986-04-08T14:43:03Z,-41.54,0.0,174.56,0.0,33.0,1.0,ML,2.9,0.1,4,3.0,0.1,2
1688205,1986-04-09T02:45:40Z,-40.89,0.0,175.5,0.0,25.0,1.0,ML,2.3,0.2,5,,,
1567950,1986-04-09T05:43:20Z,-44.35,0.1,168.29,0.1,5.0,0.0,ML,4.5,0.2,3,,,
1567951,1986-04-09T19:49:01Z,-39.79,0.0,175.32,0.0,92.0,9.0,ML,4.0,0.1,4,,,
1688206,1986-04-10T03:04:29Z,-40.69,0.0,174.76,0.0,42.0,3.0,ML,3.0,0.2,4,2.8,0.2,3
1688207,1986-04-10T13:00:06Z,-40.78,0.0,174.88,0.0,9.0,2.0,ML,1.9,0.2,4,,,
1688208,1986-04-10T16:58:34Z,-41.55,0.0,174.6,0.0,18.0,2.0,ML,2.7,0.3,4,3.0,nan,2
1567953,1986-04-10T22:55:21Z,-36.54,0.1,177.58,0.1,200.0,10.0,ML,4.3,0.2,2,,,
1688209,1986-04-11T05:12:25Z,-41.22,0.0,174.55,0.0,32.0,0.0,ML,2.9,0.2,5,3.0,0.1,2
1688210,1986-04-11T08:15:18Z,-41.01,0.0,174.34,0.0,20.0,2.0,ML,2.7,0.3,3,2.8,nan,2
1567954,1986-04-11T11:08:35Z,-44.39,0.0,170.75,0.1,5.0,0.0,ML,3.4,0.1,2,,,
1688211,1986-04-11T11:28:36Z,-41.29,0.0,174.87,0.0,30.0,0.0,ML,2.0,0.2,8,,,
1688212,1986-04-11T14:08:09Z,-40.37,0.0,174.56,0.0,32.0,2.0,ML,2.6,0.2,4,,,
1688213,1986-04-11T19:25:28Z,-41.37,0.0,175.11,0.0,27.0,1.0,ML,2.6,0.2,5,2.5,0.1,2
1567955,1986-04-12T10:16:43Z,-35.66,0.1,179.16,0.1,33.0,0.0,ML,4.3,0.3,2,,,
1567956,1986-04-12T15:43:53Z,-36.34,0.2,177.98,0.1,222.0,13.0,ML,4.1,0.3,2,,,
1567957,1986-04-13T01:46:51Z,-39.68,0.0,174.14,0.1,231.0,8.0,ML,4.7,0.3,7,,,
1688214,1986-04-13T12:51:23Z,-40.86,0.0,174.74,0.0,59.0,1.0,ML,3.7,nan,1,3.5,nan,2
1688215,1986-04-13T13:08:02Z,-41.54,0.0,174.34,0.0,15.0,1.0,ML,2.6,0.2,5,2.7,0.1,2
1688216,1986-04-13T16:29:23Z,-41.31,0.0,174.27,0.0,18.0,2.0,ML,2.6,0.2,4,2.7,0.2,3
1688217,1986-04-14T15:09:59Z,-41.11,0.0,173.84,0.0,76.0,3.0,ML,3.0,0.1,3,3.0,nan,1
1567958,1986-04-14T16:47:27Z,-45.23,0.0,167.2,0.1,12.0,0.0,ML,3.9,0.1,2,,,
1567959,1986-04-14T22:10:37Z,-40.76,0.0,175.8,0.0,33.0,0.0,ML,4.5,0.4,5,,,
1688219,1986-04-14T23:42:25Z,-40.58,0.0,174.86,0.0,34.0,1.0,ML,2.6,0.1,4,2.6,nan,1
1567960,1986-04-15T12:28:56Z,-37.15,0.1,177.69,0.1,33.0,0.0,ML,3.6,0.2,3,,,
1688220,1986-04-16T02:59:21Z,-41.91,0.1,174.08,0.1,11.0,4.0,ML,3.0,0.5,3,2.6,0.1,2
1688221,1986-04-16T03:34:54Z,-41.92,0.0,174.09,0.1,11.0,4.0,ML,2.7,0.3,8,,,
1567961,1986-04-16T03:55:01Z,-42.11,0.0,172.65,0.1,12.0,0.0,ML,3.7,0.2,2,,,
1567962,1986-04-16T16:31:32Z,-39.62,0.1,174.23,0.1,187.0,13.0,ML,3.5,0.4,1,,,
1567963,1986-04-16T21:22:05Z,-45.18,0.0,168.24,0.0,12.0,0.0,ML,4.0,0.5,1,,,
1567964,1986-04-17T03:11:53Z,-38.23,0.1,176.73,0.1,184.0,11.0,ML,3.8,0.3,3,,,
1567966,1986-04-17T12:16:18Z,-46.25,0.1,171.22,0.1,12.0,0.0,ML,3.6,0.2,2,,,
1688222,1986-04-17T14:46:43Z,-40.8,0.0,174.09,0.0,65.0,7.0,ML,3.3,0.2,4,3.0,nan,2
1688223,1986-04-17T20:26:49Z,-41.51,0.0,174.39,0.0,21.0,2.0,ML,2.2,0.2,6,,,
1688224,1986-04-17T20:45:06Z,-41.09,0.0,175.26,0.0,12.0,1.0,ML,1.7,0.2,3,,,
1688225,1986-04-17T21:19:07Z,-40.92,0.0,175.24,0.0,47.0,1.0,ML,2.4,0.3,7,,,
1567968,1986-04-18T04:41:27Z,-37.02,0.1,177.49,0.0,147.0,8.0,ML,3.9,0.1,2,,,
1688226,1986-04-18T05:38:33Z,-40.59,0.0,174.36,0.0,48.0,2.0,ML,2.3,0.3,3,,,
1567969,1986-04-18T07:56:20Z,-39.13,0.0,177.35,0.0,33.0,0.0,ML,3.9,0.2,4,,,
1567970,1986-04-18T08:08:40Z,-40.34,0.0,176.4,0.1,33.0,0.0,ML,3.5,0.1,2,,,
1688227,1986-04-18T09:21:04Z,-41.55,0.0,174.16,0.0,14.0,3.0,ML,2.6,0.4,2,2.6,0.1,2
1567971,1986-04-18T14:05:28Z,-37.46,0.1,176.84,0.1,213.0,21.0,ML,4.1,0.3,5,,,
1688228,1986-04-18T21:27:19Z,-41.11,0.0,175.52,0.0,31.0,1.0,ML,2.5,0.3,4,,,
1567973,1986-04-19T01:24:14Z,-39.23,0.0,173.84,0.1,13.0,3.0,ML,3.5,0.1,2,,,
1688229,1986-04-19T10:10:23Z,-41.59,0.0,174.29,0.0,30.0,1.0,ML,3.3,nan,1,3.1,0.1,2
1688230,1986-04-19T21:52:55Z,-41.54,0.0,174.33,0.0,29.0,1.0,ML,2.5,0.3,4,,,
1567974,1986-04-20T14:09:20Z,-40.34,0.0,174.29,0.0,33.0,0.0,ML,3.9,0.2,5,,,
1567975,1986-04-20T17:14:16Z,-36.57,0.2,178.23,0.3,33.0,0.0,ML,3.7,0.1,3,,,
1567976,1986-04-20T18:53:55Z,-38.05,0.0,176.35,0.0,5.0,0.0,ML,2.7,nan,1,,,
1567977,1986-04-20T22:56:52Z,-39.48,0.0,174.19,0.1,216.0,8.0,ML,4.5,0.3,3,,,
1567978,1986-04-21T01:15:49Z,-45.07,0.0,168.26,0.0,12.0,0.0,ML,3.5,0.3,2,,,
1688231,1986-04-21T02:30:16Z,-40.58,0.0,174.45,0.0,56.0,5.0,ML,3.0,0.2,4,3.1,nan,1
1567980,1986-04-22T11:45:29Z,-44.19,0.1,169.85,0.0,12.0,0.0,ML,3.9,0.3,4,,,
1567982,1986-04-22T12:51:34Z,-37.94,0.0,176.29,0.0,5.0,0.0,ML,2.5,0.2,2,,,
1567983,1986-04-23T08:18:12Z,-44.78,0.2,167.54,0.1,12.0,0.0,ML,4.0,0.4,2,,,
1688232,1986-04-23T12:13:38Z,-41.01,0.0,175.32,0.0,29.0,1.0,ML,2.2,0.2,4,,,
1567984,1986-04-23T15:38:15Z,-40.61,0.0,174.29,0.0,87.0,4.0,ML,3.5,0.5,4,,,
1567985,1986-04-24T00:12:36Z,-40.63,0.0,172.43,0.0,1.0,0.0,ML,2.5,0.3,2,,,
1567986,1986-04-24T03:38:30Z,-38.97,0.0,174.92,0.1,220.0,6.0,ML,4.2,0.3,5,,,
1567987,1986-04-24T05:43:21Z,-37.07,0.1,177.54,0.0,162.0,4.0,ML,4.6,0.3,5,,,
1567988,1986-04-24T09:35:26Z,-36.13,0.1,178.17,0.1,235.0,5.0,ML,4.7,0.2,5,,,
1688234,1986-04-24T13:01:48Z,-41.38,0.0,175.07,0.0,37.0,1.0,ML,2.3,0.3,5,,,
1567989,1986-04-24T15:33:37Z,-40.0,0.0,176.82,0.0,60.0,5.0,ML,3.7,0.3,6,,,
1567990,1986-04-25T10:46:35Z,-36.1,0.1,178.55,0.2,33.0,0.0,ML,3.9,0.1,5,,,
1567991,1986-04-25T11:44:24Z,-37.27,0.1,177.27,0.0,185.0,5.0,ML,4.0,0.2,5,,,
1567992,1986-04-26T11:01:31Z,-35.45,0.0,174.17,0.0,12.0,0.0,ML,3.2,nan,2,,,
1688235,1986-04-26T21:47:14Z,-41.4,0.0,174.95,0.0,30.0,1.0,ML,2.5,0.1,2,,,
1567994,1986-04-27T21:45:51Z,-35.73,0.1,178.37,0.1,226.0,11.0,ML,5.1,0.1,5,,,
1567995,1986-04-28T05:05:25Z,-39.72,0.0,175.74,0.0,24.0,3.0,ML,3.6,0.3,6,,,
1567996,1986-04-29T00:29:33Z,-38.78,0.0,175.78,0.0,129.0,5.0,ML,3.9,0.3,6,,,
1688236,1986-04-29T09:23:47Z,-41.98,0.0,174.14,0.1,12.0,0.0,ML,2.7,0.3,6,2.4,nan,1
1688237,1986-04-29T12:58:30Z,-40.92,0.0,176.16,0.0,32.0,2.0,ML,2.6,0.1,4,,,
1688238,1986-04-29T19:20:54Z,-40.89,0.0,175.37,0.0,27.0,1.0,ML,2.1,0.1,4,,,
1688239,1986-04-30T04:48:27Z,-41.28,0.0,175.2,0.0,25.0,1.0,ML,2.2,0.2,6,,,
1688240,1986-04-30T05:32:28Z,-40.58,0.0,174.23,0.0,45.0,0.0,ML,2.4,0.1,4,,,
1567997,1986-04-30T06:07:33Z,-40.13,0.0,172.92,0.0,1.0,0.0,ML,3.6,0.2,5,,,
1567998,1986-04-30T08:02:24Z,-45.45,0.1,167.42,0.1,107.0,7.0,ML,3.9,0.3,5,,,
1688241,1986-05-01T10:05:52Z,-41.01,0.0,174.48,0.0,62.0,2.0,ML,2.3,0.1,5,,,
1568000,1986-05-02T04:45:13Z,-40.75,0.0,172.82,0.1,1.0,0.0,ML,3.7,0.3,5,,,
1568001,1986-05-02T05:12:14Z,-38.34,0.0,176.2,0.1,161.0,8.0,ML,4.6,0.2,6,,,
1568002,1986-05-02T16:27:59Z,-37.58,0.0,177.19,0.0,1.0,0.0,ML,3.7,0.3,6,,,
1688242,1986-05-03T00:08:50Z,-41.43,0.0,175.33,0.0,17.0,0.0,ML,2.1,0.3,5,,,
1688243,1986-05-03T03:40:58Z,-41.29,0.0,173.85,0.0,51.0,2.0,ML,2.6,0.2,6,2.6,nan,2
1688244,1986-05-03T04:41:53Z,-41.23,0.0,173.72,0.0,90.0,1.0,ML,2.5,0.2,4,2.3,nan,1
1688245,1986-05-03T13:10:57Z,-40.97,0.0,175.53,0.0,30.0,0.0,ML,3.6,0.1,2,3.5,0.2,7
1568003,1986-05-03T23:41:16Z,-38.31,0.0,177.82,0.0,12.0,0.0,ML,4.0,0.2,5,,,
1688246,1986-05-04T00:06:24Z,-41.57,0.0,175.57,0.0,13.0,1.0,ML,2.8,0.2,4,2.4,nan,1
1688247,1986-05-04T07:05:30Z,-41.53,0.0,174.58,0.0,20.0,2.0,ML,2.2,0.2,7,2.1,nan,1
1568004,1986-05-04T11:42:38Z,-40.32,0.0,176.82,0.0,33.0,0.0,ML,4.5,0.3,8,,,
1568005,1986-05-04T20:38:07Z,-38.77,0.0,175.36,0.1,282.0,4.0,ML,4.2,0.3,5,,,
1568006,1986-05-05T15:40:39Z,-36.84,0.1,177.33,0.1,283.0,8.0,ML,4.3,0.2,5,,,
1688248,1986-05-05T21:06:26Z,-40.55,0.0,174.81,0.0,26.0,2.0,ML,2.4,0.1,4,,,
1568007,1986-05-05T23:22:02Z,-36.83,0.1,176.96,0.1,253.0,10.0,ML,4.1,0.2,4,,,
1568008,1986-05-06T01:46:53Z,-38.69,0.0,177.83,0.0,33.0,0.0,ML,3.7,0.2,6,,,
1688249,1986-05-06T05:11:58Z,-40.72,0.0,175.37,0.0,28.0,2.0,ML,2.6,0.2,6,2.6,nan,1
1568009,1986-05-06T07:42:21Z,-38.14,0.1,176.37,0.1,153.0,7.0,ML,3.5,0.3,6,,,
1688250,1986-05-06T09:21:24Z,-41.25,0.0,174.55,0.0,34.0,0.0,ML,2.1,0.2,6,,,
1688251,1986-05-06T09:45:09Z,-40.9,0.0,175.52,0.0,27.0,2.0,ML,2.7,0.1,6,2.6,nan,1
1688252,1986-05-06T23:28:36Z,-40.97,0.0,173.89,0.0,84.0,2.0,ML,2.6,0.2,4,2.5,nan,1
1688253,1986-05-07T00:24:15Z,-40.49,0.0,174.52,0.0,81.0,3.0,ML,2.5,0.1,4,,,
1568010,1986-05-07T10:58:34Z,-37.71,0.0,178.19,0.0,64.0,5.0,ML,4.0,0.4,5,,,
1568011,1986-05-07T20:58:36Z,-36.16,0.1,178.35,0.1,144.0,16.0,ML,4.6,0.2,6,,,
1568012,1986-05-07T23:35:19Z,-42.26,0.0,173.58,0.0,12.0,0.0,ML,3.5,0.3,6,,,
1688254,1986-05-08T00:10:32Z,-40.41,0.0,174.33,0.0,32.0,1.0,ML,2.6,0.2,4,2.3,nan,1
1568013,1986-05-08T02:00:25Z,-38.65,0.0,177.53,0.0,61.0,5.0,ML,3.6,0.3,4,,,
1568014,1986-05-08T12:02:00Z,-38.32,0.0,176.27,0.1,158.0,7.0,ML,3.4,0.4,4,,,
