PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1554037,1972-01-01T00:46:45Z,-38.41,0.0,175.96,0.0,12.0,0.0,ML,,,,3.5,0.3,7
1554038,1972-01-03T11:18:52Z,-40.92,0.0,175.73,0.1,50.0,4.0,ML,,,,3.7,0.4,4
1554040,1972-01-06T10:28:58Z,-38.91,0.0,176.09,0.0,102.0,9.0,ML,,,,4.2,0.4,6
1554041,1972-01-07T03:03:21Z,-39.83,0.0,176.93,0.0,33.0,0.0,ML,,,,3.9,0.3,9
1554042,1972-01-08T11:39:13Z,-37.84,0.0,176.3,0.1,229.0,8.0,ML,,,,5.3,0.2,7
1554043,1972-01-08T21:32:59Z,-37.58,0.0,175.65,0.1,12.0,0.0,MS,4.9,nan,0,5.3,0.4,10
1554044,1972-01-08T21:36:20Z,-37.49,0.0,175.73,0.1,12.0,0.0,ML,,,,4.6,0.4,8
1554045,1972-01-08T21:58:03Z,-37.59,0.0,176.02,0.1,12.0,0.0,ML,,,,3.5,0.3,4
1554046,1972-01-08T22:37:50Z,-37.58,0.0,175.89,0.1,12.0,0.0,ML,,,,3.9,0.4,4
1554047,1972-01-09T14:25:48Z,-39.89,0.0,176.27,0.1,12.0,0.0,ML,,,,2.4,0.3,3
1554048,1972-01-10T04:24:37Z,-44.48,0.0,169.7,0.1,12.0,0.0,ML,,,,3.7,0.2,7
1554049,1972-01-10T13:16:41Z,-37.55,0.0,175.73,0.1,12.0,0.0,ML,,,,3.3,0.2,5
1554050,1972-01-12T01:46:27Z,-44.79,0.0,167.52,0.1,57.0,5.0,ML,,,,3.3,0.3,6
1554051,1972-01-12T04:40:40Z,-45.21,0.1,166.6,0.2,33.0,0.0,ML,,,,4.0,0.2,6
1554052,1972-01-12T04:44:32Z,-37.49,0.0,175.74,0.0,12.0,0.0,ML,,,,3.9,0.4,6
1554053,1972-01-12T08:53:06Z,-38.22,0.0,176.22,0.0,170.0,7.0,ML,,,,3.8,0.5,7
1554054,1972-01-12T15:07:39Z,-37.57,0.0,175.69,0.0,12.0,0.0,ML,,,,3.0,0.3,4
1554055,1972-01-12T16:00:08Z,-37.59,0.0,175.72,0.0,12.0,0.0,ML,,,,3.9,0.4,10
1554056,1972-01-12T17:12:09Z,-37.55,0.0,175.69,0.0,12.0,0.0,ML,,,,3.8,0.3,9
1554059,1972-01-15T04:53:16Z,-37.24,0.1,176.73,0.1,239.0,13.0,ML,,,,4.2,0.3,7
1554060,1972-01-15T15:35:37Z,-45.0,0.0,167.16,0.1,12.0,0.0,ML,,,,4.1,0.2,6
1554061,1972-01-16T06:22:34Z,-43.24,0.0,168.52,0.1,33.0,0.0,ML,,,,4.0,0.2,7
1554062,1972-01-16T18:39:53Z,-43.25,0.0,170.92,0.1,12.0,0.0,ML,,,,3.6,0.2,7
1554063,1972-01-16T19:00:45Z,-43.25,0.0,170.87,0.1,12.0,0.0,ML,,,,3.7,0.2,6
1554064,1972-01-17T15:27:33Z,-40.95,0.2,173.01,0.1,201.0,17.0,ML,,,,4.5,0.3,6
1554065,1972-01-17T16:32:03Z,-39.0,0.0,175.49,0.0,12.0,0.0,ML,,,,3.4,0.2,5
1554066,1972-01-17T16:48:38Z,-39.01,0.0,175.53,0.0,12.0,0.0,ML,,,,3.4,0.2,6
