PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1544312,1952-01-01T06:12:49Z,-39.68,0.0,176.79,0.1,12.0,0.0,ML,5.0,0.3,6
1544313,1952-01-01T18:28:33Z,-37.59,0.1,176.44,0.1,326.0,10.0,ML,4.6,nan,2
1544314,1952-01-08T03:21:48Z,-39.9,0.0,177.3,0.0,33.0,0.0,ML,4.0,0.4,4
1544315,1952-01-09T09:41:41Z,-40.0,0.0,175.26,0.1,33.0,0.0,ML,4.5,0.3,7
1544316,1952-01-09T11:02:43Z,-39.92,0.1,176.94,0.1,33.0,0.0,ML,5.1,0.2,7
1544317,1952-01-09T15:01:30Z,-42.84,0.0,173.03,0.0,12.0,0.0,ML,3.3,0.3,4
1544318,1952-01-10T08:43:25Z,-38.52,0.1,176.16,0.3,194.0,28.0,ML,4.7,0.4,2
1544319,1952-01-10T19:10:52Z,-41.14,0.0,173.82,0.0,33.0,0.0,ML,3.9,0.2,6
1544320,1952-01-12T15:47:33Z,-38.68,0.1,175.9,0.2,12.0,0.0,ML,4.7,0.3,6
1544321,1952-01-12T16:29:55Z,-38.7,0.0,175.92,0.1,12.0,0.0,ML,5.1,0.3,6
1544322,1952-01-12T19:13:09Z,-38.69,0.0,175.61,0.4,12.0,0.0,ML,3.8,0.3,3
1544323,1952-01-14T06:52:03Z,-40.14,0.1,173.79,0.2,33.0,0.0,ML,3.2,0.4,4
1544324,1952-01-14T17:08:27Z,-35.91,0.3,179.29,0.4,33.0,0.0,ML,4.9,0.1,5
1544326,1952-01-18T04:47:22Z,-39.81,0.1,177.02,0.1,12.0,0.0,ML,5.3,0.2,6
1544328,1952-01-22T07:12:09Z,-40.67,0.2,177.13,0.2,33.0,0.0,ML,4.3,0.2,5
1544331,1952-01-25T18:18:56Z,-40.3,0.0,175.0,0.0,12.0,0.0,ML,2.6,nan,1
1544332,1952-01-27T12:11:40Z,-38.54,0.1,178.5,0.3,82.0,30.0,ML,4.2,0.1,2
1544333,1952-01-28T15:59:27Z,-45.36,0.4,166.36,0.7,12.0,0.0,ML,5.1,0.3,5
1544334,1952-01-31T02:38:04Z,-40.29,0.1,176.54,0.1,12.0,0.0,ML,4.9,0.2,7
1544335,1952-01-31T06:17:50Z,-39.72,0.1,177.21,0.3,33.0,0.0,ML,3.8,0.2,5
1544336,1952-02-01T09:09:44Z,-40.32,0.0,176.28,0.1,12.0,0.0,ML,4.5,0.2,6
1544338,1952-02-05T10:51:44Z,-45.06,0.1,166.07,0.1,12.0,0.0,ML,4.5,0.3,4
1544340,1952-02-06T03:55:47Z,-39.48,0.1,174.61,0.1,147.0,14.0,ML,4.2,0.1,2
1544341,1952-02-08T11:00:32Z,-41.01,0.3,173.44,0.2,90.0,59.0,ML,3.4,nan,1
1544343,1952-02-10T05:26:37Z,-38.53,0.1,177.95,0.1,85.0,15.0,ML,5.5,0.2,2
1544344,1952-02-10T23:02:18Z,-40.02,0.1,174.17,0.1,90.0,18.0,ML,3.7,nan,1
1544346,1952-02-19T16:33:34Z,-38.55,0.0,175.86,0.0,126.0,5.0,ML,4.0,0.1,2
1544348,1952-02-20T13:43:24Z,-39.44,0.2,177.74,0.6,33.0,0.0,ML,4.2,0.4,3
1544349,1952-02-22T08:45:37Z,-39.71,0.1,175.59,0.1,73.0,69.0,ML,4.3,0.3,2
1544350,1952-02-26T05:47:20Z,-40.5,0.1,173.47,0.1,162.0,20.0,ML,4.1,nan,1
