PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1544998,1954-01-01T22:30:24Z,-40.11,0.1,175.37,0.2,12.0,0.0,ML,3.5,nan,1
1544999,1954-01-04T02:11:06Z,-40.38,0.0,175.32,0.1,33.0,0.0,ML,3.0,0.3,2
1545000,1954-01-04T13:44:24Z,-39.25,0.0,175.33,0.0,12.0,0.0,ML,3.5,0.3,3
1545001,1954-01-05T07:12:39Z,-40.6,0.1,175.28,0.3,12.0,0.0,ML,3.6,0.5,2
1545002,1954-01-05T19:01:22Z,-38.9,0.1,177.8,0.1,33.0,0.0,ML,4.5,0.3,5
1545004,1954-01-08T02:56:22Z,-38.73,0.0,176.07,0.1,148.0,7.0,ML,4.1,nan,2
1545005,1954-01-08T18:32:29Z,-43.03,0.1,168.86,0.1,12.0,0.0,ML,4.6,0.4,5
1545006,1954-01-12T14:16:27Z,-48.58,0.3,164.32,0.2,33.0,0.0,ML,5.7,0.4,5
1545007,1954-01-12T14:20:34Z,-48.37,0.4,164.26,0.2,33.0,0.0,ML,6.0,0.5,6
1545008,1954-01-13T00:13:14Z,-48.93,0.2,164.88,0.1,33.0,0.0,ML,6.4,0.4,6
1545009,1954-01-14T06:24:24Z,-41.56,0.0,174.87,0.0,33.0,0.0,ML,3.8,0.1,2
1545011,1954-01-16T08:13:33Z,-39.26,0.1,177.09,0.2,12.0,0.0,ML,3.5,0.5,3
1545012,1954-01-19T17:56:05Z,-38.08,0.1,176.4,0.3,180.0,0.0,ML,3.9,nan,1
1545013,1954-01-26T17:31:13Z,-38.46,0.1,177.9,0.2,89.0,17.0,ML,4.2,0.2,2
1545014,1954-01-30T07:25:40Z,-36.48,0.1,177.16,0.1,12.0,0.0,ML,4.8,0.3,4
1545015,1954-02-01T08:19:15Z,-36.22,0.4,177.41,0.5,213.0,48.0,ML,4.6,0.3,2
1545016,1954-02-01T16:37:14Z,-42.24,0.2,169.34,0.5,12.0,0.0,ML,4.6,0.2,5
1545017,1954-02-05T07:22:20Z,-41.14,0.1,173.54,0.0,33.0,0.0,ML,3.5,0.2,4
1545018,1954-02-07T06:03:55Z,-39.68,0.1,174.17,0.1,192.0,9.0,ML,4.3,nan,1
1545020,1954-02-10T14:56:55Z,-37.66,0.1,177.59,0.2,95.0,30.0,ML,4.1,0.1,2
1545021,1954-02-14T13:17:52Z,-37.25,0.1,177.0,0.1,436.0,4.0,ML,4.7,nan,1
1545022,1954-02-16T18:58:08Z,-39.89,0.1,174.04,0.1,110.0,21.0,ML,5.2,0.1,2
1545023,1954-02-18T02:09:47Z,-44.1,0.3,167.95,0.4,33.0,0.0,ML,4.7,0.4,5
1545024,1954-02-18T23:20:28Z,-38.25,0.1,177.98,0.2,102.0,17.0,ML,4.5,0.3,2
1545025,1954-02-22T04:44:41Z,-37.99,0.2,178.1,0.5,33.0,0.0,ML,4.1,0.1,3
1545027,1954-02-23T13:03:41Z,-39.76,0.1,173.85,0.1,196.0,15.0,ML,4.3,nan,1
1545028,1954-02-23T13:47:54Z,-40.99,0.1,174.46,0.1,33.0,0.0,ML,3.5,0.1,2
