PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mb,Mb_Uncertainty,Mb_StationCount,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,Md,Md_Uncertainty,Md_StationCount
14185,1988-04-02T09:19:08Z,-45.12,0.0,166.96,0.0,18.0,1.0,ML,,,,,,,3.1,0.1,7,,,,,,
14187,1988-04-02T12:43:09Z,-44.01,0.0,169.16,0.0,79.0,4.0,ML,,,,,,,2.6,0.1,6,,,,,,
14191,1988-04-02T22:46:24Z,-44.28,0.0,167.87,0.0,5.0,0.0,ML,,,,,,,3.1,0.1,10,,,,,,
13826,1988-04-03T02:35:39Z,-40.39,0.0,174.39,0.0,69.0,8.0,ML,,,,,,,2.4,0.1,6,,,,,,
13827,1988-04-03T03:31:11Z,-39.66,0.0,174.09,0.1,129.0,9.0,ML,,,,,,,2.8,0.2,5,,,,,,
13828,1988-04-03T07:12:56Z,-41.34,0.0,174.96,0.0,29.0,1.0,ML,,,,,,,3.2,0.1,6,,,,,,
13829,1988-04-03T10:12:22Z,-38.23,0.0,175.98,0.0,187.0,5.0,ML,,,,,,,4.2,0.1,17,,,,,,
13831,1988-04-03T12:28:38Z,-37.19,0.1,177.73,0.0,128.0,8.0,ML,,,,,,,3.9,0.2,12,,,,,,
14192,1988-04-03T14:06:01Z,-46.2,0.3,166.93,0.1,140.0,46.0,ML,,,,,,,3.0,0.2,9,,,,,,
14350,1988-04-03T16:13:50Z,-38.44,0.0,176.22,0.0,5.0,0.0,ML,,,,,,,2.3,nan,1,,,,2.0,0.2,4
14351,1988-04-03T17:10:54Z,-38.44,0.0,176.2,0.0,5.0,0.0,ML,,,,,,,2.1,nan,1,,,,1.9,0.2,3
14352,1988-04-03T17:15:05Z,-38.45,0.0,176.23,0.0,10.0,7.0,ML,,,,,,,2.0,nan,1,,,,2.1,nan,1
14194,1988-04-03T18:09:04Z,-45.2,0.0,167.47,0.0,87.0,1.0,ML,,,,,,,2.7,0.1,11,,,,,,
13832,1988-04-03T18:19:31Z,-41.2,0.0,172.75,0.0,208.0,5.0,ML,,,,,,,3.0,0.2,5,,,,,,
14195,1988-04-03T18:29:11Z,-45.14,0.0,167.7,0.0,121.0,2.0,ML,,,,,,,3.5,0.1,10,,,,,,
13833,1988-04-03T18:48:49Z,-41.2,0.0,174.04,0.0,51.0,2.0,ML,,,,,,,2.3,0.2,7,,,,,,
14003,1988-04-03T19:22:53Z,-38.44,0.0,176.24,0.0,5.0,0.0,ML,,,,,,,2.4,0.1,2,,,,2.6,0.1,7
14353,1988-04-03T19:26:28Z,-38.44,0.0,176.2,0.0,5.0,0.0,ML,,,,,,,2.0,0.1,2,,,,2.3,0.1,5
14354,1988-04-03T19:36:12Z,-38.44,0.0,176.21,0.0,5.0,0.0,ML,,,,,,,2.3,nan,1,,,,2.6,0.1,7
14899,1988-04-03T19:37:02Z,-38.42,0.0,176.2,0.0,5.0,0.0,ML,,,,,,,2.5,0.0,2,,,,2.2,nan,1
14355,1988-04-03T19:45:15Z,-38.44,0.0,176.2,0.0,5.0,0.0,ML,,,,,,,2.0,nan,1,,,,1.9,0.1,5
14356,1988-04-03T20:12:39Z,-38.44,0.0,176.19,0.0,5.0,0.0,ML,,,,,,,2.0,0.0,2,,,,2.0,0.2,5
14088,1988-04-03T20:16:51Z,-38.45,0.0,176.37,0.0,5.0,0.0,ML,,,,,,,2.2,0.2,2,,,,2.8,0.2,7
14357,1988-04-03T20:23:20Z,-38.53,0.1,176.29,0.1,18.0,3.0,ML,,,,,,,2.3,nan,1,,,,2.2,0.1,4
14358,1988-04-03T20:25:38Z,-38.44,0.0,176.22,0.0,5.0,0.0,ML,,,,,,,2.0,nan,1,,,,2.1,0.1,2
14223,1988-04-03T20:28:20Z,-38.45,0.0,176.22,0.0,12.0,0.0,ML,,,,,,,2.3,nan,1,,,,2.1,0.1,4
14359,1988-04-03T20:29:18Z,-38.43,0.0,176.2,0.0,2.0,1.0,ML,,,,,,,2.7,0.2,5,,,,3.4,0.3,10
14004,1988-04-03T20:33:59Z,-38.44,0.0,176.21,0.0,10.0,0.0,ML,,,,,,,2.5,nan,1,,,,2.6,0.1,6
14360,1988-04-03T20:35:44Z,-38.45,0.0,176.22,0.0,11.0,0.0,ML,,,,,,,2.2,nan,1,,,,1.9,0.2,3
14361,1988-04-03T20:47:20Z,-38.45,0.0,176.23,0.0,13.0,0.0,ML,,,,,,,2.0,nan,1,,,,1.9,0.2,3
14224,1988-04-03T20:56:21Z,-38.42,0.0,176.19,0.0,5.0,0.0,ML,,,,,,,2.5,0.2,5,,,,2.9,0.2,9
13834,1988-04-03T21:05:28Z,-41.57,0.0,174.16,0.0,14.0,3.0,ML,,,,,,,2.1,0.1,7,,,,,,
13835,1988-04-03T23:32:14Z,-41.16,0.0,174.47,0.0,32.0,1.0,ML,,,,,,,1.5,0.2,5,,,,,,
13840,1988-04-04T00:09:59Z,-40.08,0.0,176.79,0.0,56.0,3.0,ML,,,,,,,3.0,0.1,13,,,,,,
13843,1988-04-04T03:32:54Z,-41.1,0.0,175.39,0.0,21.0,2.0,ML,,,,,,,2.1,0.2,8,,,,,,
13844,1988-04-04T04:44:44Z,-40.4,0.0,174.32,0.0,90.0,6.0,ML,,,,,,,2.3,0.2,5,,,,,,
13845,1988-04-04T05:05:15Z,-40.53,0.0,174.97,0.0,24.0,1.0,ML,,,,,,,2.4,0.2,9,,,,,,
13846,1988-04-04T05:16:35Z,-40.54,0.0,174.64,0.0,12.0,72.0,ML,,,,,,,1.7,0.1,4,,,,,,
13847,1988-04-04T05:26:15Z,-40.24,0.0,175.85,0.0,39.0,0.0,ML,,,,,,,1.9,0.1,3,,,,,,
14196,1988-04-04T06:14:16Z,-45.22,0.2,167.47,0.1,81.0,20.0,ML,,,,,,,2.5,0.1,9,,,,,,
13848,1988-04-04T07:58:00Z,-40.27,0.0,173.96,0.0,220.0,3.0,ML,,,,,,,3.0,0.2,7,,,,,,
32202,1988-04-04T10:44:09Z,-37.45,0.1,179.38,0.3,33.0,0.0,ML,,,,,,,4.0,0.3,5,,,,,,
13849,1988-04-04T12:14:48Z,-40.99,0.0,174.51,0.0,13.0,3.0,ML,,,,,,,1.6,0.1,3,,,,,,
13850,1988-04-04T12:15:25Z,-41.05,0.0,174.74,0.0,33.0,0.0,ML,,,,,,,1.7,0.0,3,,,,,,
14197,1988-04-04T12:56:01Z,-45.37,0.1,169.11,0.2,12.0,0.0,ML,,,,,,,1.5,nan,1,,,,,,
13851,1988-04-04T13:55:12Z,-36.29,0.1,178.56,0.1,113.0,11.0,ML,,,,,,,4.0,0.3,8,,,,,,
13852,1988-04-04T14:12:17Z,-40.58,0.1,178.1,0.1,46.0,98.0,ML,,,,,,,3.3,0.2,11,,,,,,
13853,1988-04-04T14:52:25Z,-38.44,0.0,177.54,0.0,47.0,7.0,ML,,,,,,,3.5,0.3,15,,,,,,
13855,1988-04-04T16:39:08Z,-40.86,0.0,174.59,0.0,43.0,2.0,ML,,,,,,,2.3,0.2,7,,,,,,
13856,1988-04-04T17:15:29Z,-38.53,0.0,176.22,0.1,200.0,0.0,ML,,,,,,,3.3,0.3,4,,,,,,
14198,1988-04-04T21:29:25Z,-44.66,0.0,168.23,0.0,83.0,3.0,ML,,,,,,,2.3,0.2,8,,,,,,
13859,1988-04-05T01:45:25Z,-40.74,0.0,174.11,0.0,77.0,5.0,ML,,,,,,,2.5,0.2,5,,,,,,
13860,1988-04-05T02:26:23Z,-38.52,0.0,175.76,0.0,149.0,2.0,ML,,,,,,,3.6,0.2,9,,,,,,
13861,1988-04-05T02:58:14Z,-38.17,0.0,176.16,0.0,164.0,6.0,ML,,,,,,,4.3,0.4,16,,,,,,
14900,1988-04-05T03:00:30Z,-40.22,0.0,174.86,0.0,14.0,6.0,ML,,,,,,,2.8,0.3,9,,,,,,
14201,1988-04-05T03:14:57Z,-45.28,0.0,169.01,0.0,12.0,6.0,ML,,,,,,,1.6,0.1,3,,,,,,
14136,1988-04-05T04:26:14Z,-39.71,0.0,174.51,0.0,190.0,0.0,ML,,,,,,,3.2,0.1,7,,,,,,
14236,1988-04-05T04:39:51Z,-41.41,0.0,174.68,0.0,18.0,3.0,ML,,,,,,,1.9,0.1,7,,,,,,
14137,1988-04-05T05:47:13Z,-40.99,0.0,175.57,0.0,22.0,1.0,ML,,,,,,,1.8,0.0,5,,,,,,
14140,1988-04-05T06:38:23Z,-36.82,0.1,177.14,0.1,249.0,14.0,ML,,,,,,,4.7,0.2,12,,,,,,
14203,1988-04-05T07:27:24Z,-44.7,0.0,168.18,0.0,91.0,3.0,ML,,,,,,,2.8,0.2,11,,,,,,
14149,1988-04-05T11:41:29Z,-40.51,0.0,174.0,0.0,117.0,1.0,ML,,,,,,,3.2,0.2,10,,,,,,
14237,1988-04-05T12:36:35Z,-41.52,0.0,174.53,0.0,57.0,1.0,ML,,,,,,,2.3,0.2,7,,,,,,
14152,1988-04-05T14:55:40Z,-39.96,0.0,176.5,0.1,26.0,7.0,ML,,,,,,,2.5,0.1,4,,,,,,
14206,1988-04-05T17:26:29Z,-44.31,0.0,167.55,0.0,4.0,1.0,ML,,,,,,,2.9,0.2,8,,,,,,
14207,1988-04-05T18:36:37Z,-44.8,0.0,167.75,0.0,76.0,2.0,ML,,,,,,,3.1,0.1,11,,,,,,
14241,1988-04-05T21:36:20Z,-41.08,0.0,174.72,0.0,34.0,0.0,ML,,,,,,,2.4,0.1,8,,,,,,
14242,1988-04-05T21:38:30Z,-41.25,0.0,175.17,0.0,28.0,3.0,ML,,,,,,,1.6,0.1,6,,,,,,
14226,1988-04-05T23:02:53Z,-38.16,0.1,175.84,0.0,169.0,8.0,ML,,,,,,,3.8,0.1,16,,,,,,
14227,1988-04-06T00:13:40Z,-39.35,0.0,177.07,0.0,32.0,2.0,ML,,,,,,,2.6,0.1,5,,,,,,
14228,1988-04-06T00:25:58Z,-39.34,0.0,177.07,0.1,31.0,3.0,ML,,,,,,,2.5,0.1,5,,,,,,
14363,1988-04-06T01:56:13Z,-38.93,0.1,176.14,0.0,8.0,7.0,ML,,,,,,,2.3,nan,1,,,,2.4,0.1,5
14246,1988-04-06T02:08:57Z,-40.98,0.0,174.51,0.0,12.0,0.0,ML,,,,,,,1.6,0.1,3,,,,,,
14247,1988-04-06T04:41:48Z,-40.07,0.1,174.84,0.1,20.0,10.0,ML,,,,,,,2.7,0.1,4,,,,,,
14250,1988-04-06T08:03:46Z,-41.16,0.0,173.91,0.0,52.0,4.0,ML,,,,,,,2.5,0.2,7,,,,,,
14251,1988-04-06T09:14:09Z,-40.69,0.0,174.09,0.0,81.0,5.0,ML,,,,,,,2.8,0.2,8,,,,,,
14252,1988-04-06T10:01:33Z,-40.95,0.0,175.16,0.0,30.0,3.0,ML,,,,,,,1.7,0.1,3,,,,,,
14253,1988-04-06T12:56:25Z,-40.99,0.0,174.5,0.0,14.0,2.0,ML,,,,,,,1.9,0.2,6,,,,,,
14231,1988-04-06T13:37:11Z,-39.53,0.0,177.4,0.0,12.0,0.0,ML,,,,,,,2.6,0.2,5,,,,,,
14523,1988-04-06T14:16:35Z,-44.61,0.0,168.58,0.0,12.0,0.0,ML,,,,,,,2.4,0.1,3,,,,,,
14255,1988-04-06T16:29:05Z,-38.76,0.0,175.66,0.0,137.0,6.0,ML,,,,,,,3.3,0.1,4,,,,,,
14257,1988-04-06T20:10:14Z,-41.38,0.0,174.46,0.0,61.0,1.0,ML,,,,,,,2.5,0.1,3,,,,,,
14258,1988-04-06T20:33:52Z,-39.62,0.0,174.62,0.0,198.0,8.0,ML,,,,,,,3.6,0.3,8,,,,,,
14260,1988-04-06T22:39:14Z,-40.8,0.0,174.52,0.0,67.0,1.0,ML,,,,,,,3.1,0.2,6,,,,,,
14262,1988-04-07T01:24:44Z,-40.84,0.0,174.73,0.0,66.0,1.0,ML,,,,,,,3.1,0.2,9,,,,,,
14525,1988-04-07T14:16:52Z,-45.42,0.0,167.28,0.0,12.0,0.0,ML,,,,,,,2.9,0.1,10,,,,,,
14268,1988-04-07T15:56:30Z,-41.04,0.0,174.84,0.0,27.0,1.0,ML,,,,,,,2.3,0.2,8,,,,,,
14269,1988-04-07T17:05:34Z,-41.33,0.0,174.06,0.0,46.0,2.0,ML,,,,,,,2.7,0.2,6,,,,,,
14270,1988-04-07T18:22:16Z,-40.95,0.0,176.11,0.1,33.0,3.0,ML,,,,,,,2.4,0.1,4,,,,,,
14555,1988-04-07T18:35:11Z,-37.89,0.0,176.83,0.0,2.0,0.0,ML,,,,,,,3.5,0.2,6,,,,3.1,0.3,3
14271,1988-04-07T19:47:07Z,-38.73,0.0,176.36,0.0,47.0,6.0,ML,,,,,,,3.3,0.1,4,,,,,,
14273,1988-04-07T20:51:19Z,-40.86,0.0,175.31,0.0,30.0,3.0,ML,,,,,,,1.7,0.1,3,,,,,,
14274,1988-04-07T20:55:15Z,-40.86,0.0,175.32,0.0,29.0,1.0,ML,,,,,,,1.7,0.2,2,,,,,,
14527,1988-04-07T21:31:27Z,-45.4,0.0,167.21,0.0,72.0,1.0,ML,,,,,,,3.2,0.1,11,,,,,,
14275,1988-04-07T21:38:19Z,-40.1,0.0,174.83,0.0,14.0,5.0,ML,,,,,,,2.9,0.2,7,,,,,,
14277,1988-04-07T23:48:22Z,-38.46,0.1,175.97,0.1,180.0,11.0,ML,,,,,,,3.9,0.4,11,,,,,,
14278,1988-04-08T02:50:30Z,-39.47,0.0,175.09,0.0,200.0,0.0,ML,,,,,,,3.3,0.1,6,,,,,,
14529,1988-04-08T03:47:04Z,-45.15,0.1,167.74,0.1,129.0,6.0,ML,,,,,,,2.7,0.1,3,,,,,,
14561,1988-04-08T04:52:54Z,-39.2,0.0,177.38,0.0,29.0,3.0,ML,,,,,,,2.3,0.2,2,,,,,,
14280,1988-04-08T07:43:43Z,-34.89,0.1,-179.99,0.1,241.0,13.0,ML,,,,,,,4.7,0.2,11,,,,,,
14281,1988-04-08T09:49:42Z,-40.49,0.0,174.57,0.0,0.0,6.0,ML,,,,,,,2.2,0.2,4,,,,,,
14285,1988-04-08T15:49:15Z,-40.78,0.0,174.72,0.0,43.0,1.0,ML,,,,,,,2.5,0.1,7,,,,,,
14531,1988-04-08T20:08:49Z,-44.87,0.1,167.49,0.1,90.0,14.0,ML,,,,,,,2.7,0.2,7,,,,,,
14292,1988-04-08T20:31:16Z,-40.09,0.0,174.74,0.0,12.0,0.0,ML,,,,,,,3.9,0.3,8,,,,,,
14296,1988-04-08T21:36:32Z,-40.98,0.0,175.55,0.0,28.0,2.0,ML,,,,,,,2.2,0.2,4,,,,,,
29086,1988-04-09T02:30:50Z,-36.88,0.0,177.23,0.0,101.0,17.0,ML,,,,,,,3.3,0.2,2,,,,,,
14533,1988-04-09T05:09:11Z,-45.7,0.0,167.02,0.0,5.0,0.0,ML,,,,,,,3.0,0.0,6,,,,,,
14565,1988-04-09T11:33:21Z,-39.04,0.0,176.88,0.0,32.0,8.0,ML,,,,,,,3.1,0.2,6,,,,,,
14508,1988-04-09T14:28:30Z,-36.7,0.1,176.75,0.1,230.0,16.0,ML,,,,,,,3.8,0.3,4,,,,,,
14538,1988-04-09T19:17:16Z,-45.27,0.0,167.42,0.0,93.0,5.0,ML,,,,,,,3.7,0.1,5,,,,,,
14314,1988-04-09T23:34:50Z,-40.41,0.0,174.43,0.0,90.0,1.0,ML,,,,,,,3.0,0.1,4,,,,,,
14315,1988-04-09T23:56:33Z,-40.21,0.0,174.87,0.0,0.0,0.0,ML,,,,,,,2.5,0.4,5,,,,,,
14316,1988-04-10T01:01:08Z,-40.92,0.0,174.86,0.0,35.0,1.0,ML,,,,,,,2.5,0.2,6,,,,,,
14321,1988-04-10T11:22:51Z,-40.41,0.1,173.56,0.1,206.0,9.0,ML,,,,,,,3.9,0.3,7,,,,,,
14324,1988-04-10T16:00:30Z,-40.59,0.0,174.61,0.0,1.0,5.0,ML,,,,,,,2.2,0.2,2,,,,,,
14326,1988-04-10T16:43:13Z,-40.9,0.0,175.79,0.0,31.0,2.0,ML,,,,,,,2.5,0.1,4,,,,,,
14327,1988-04-10T20:14:17Z,-39.98,0.0,173.6,0.0,0.0,8.0,ML,,,,,,,3.5,0.2,10,,,,,,
14330,1988-04-11T02:24:25Z,-41.08,0.0,175.41,0.1,32.0,5.0,ML,,,,,,,2.0,0.2,5,,,,,,
14331,1988-04-11T02:51:52Z,-40.82,0.0,174.61,0.0,45.0,1.0,ML,,,,,,,2.7,0.3,6,,,,,,
14332,1988-04-11T05:00:19Z,-38.6,0.1,175.85,0.1,129.0,10.0,ML,,,,,,,3.6,0.2,10,,,,,,
14333,1988-04-11T05:50:52Z,-40.22,0.0,174.35,0.0,31.0,3.0,ML,,,,,,,2.7,0.2,6,,,,,,
14335,1988-04-11T07:43:06Z,-39.41,0.0,174.93,0.0,128.0,3.0,ML,,,,,,,3.8,0.2,8,,,,,,
14548,1988-04-11T10:39:32Z,-44.47,0.0,168.9,0.0,5.0,0.0,ML,,,,,,,1.9,0.1,8,,,,,,
14337,1988-04-11T10:52:57Z,-41.58,0.0,173.33,0.0,64.0,10.0,ML,,,,,,,3.9,0.1,6,,,,,,
14549,1988-04-11T11:12:27Z,-45.02,0.0,167.63,0.0,74.0,4.0,ML,,,,,,,2.3,0.1,8,,,,,,
14550,1988-04-11T11:29:32Z,-44.46,0.0,169.52,0.0,11.0,3.0,ML,,,,,,,2.6,0.3,10,,,,,,
14338,1988-04-11T12:31:25Z,-40.5,0.0,173.45,0.0,148.0,4.0,ML,,,,,,,4.0,0.2,9,,,,,,
14339,1988-04-11T12:37:27Z,-37.3,0.0,176.68,0.1,224.0,9.0,ML,,,,,,,4.1,0.3,11,,,,,,
14340,1988-04-11T13:37:51Z,-40.28,0.0,174.09,0.0,130.0,2.0,ML,,,,,,,3.2,0.2,8,,,,,,
14341,1988-04-11T14:10:12Z,-40.3,0.0,176.3,0.0,69.0,7.0,ML,,,,,,,3.4,0.1,10,,,,,,
14342,1988-04-11T15:34:06Z,-44.54,0.0,169.4,0.0,5.0,0.0,ML,,,,,,,1.7,0.1,7,,,,,,
14551,1988-04-11T16:40:24Z,-45.16,0.0,168.86,0.0,5.0,0.0,ML,,,,,,,1.6,0.2,6,,,,,,
14344,1988-04-11T19:43:15Z,-40.83,0.0,174.53,0.0,24.0,1.0,ML,,,,,,,1.7,0.1,5,,,,,,
14348,1988-04-11T23:43:22Z,-40.69,0.0,175.35,0.0,29.0,2.0,ML,,,,,,,1.9,0.1,4,,,,,,
14880,1988-04-12T01:24:35Z,-42.81,0.0,170.25,0.0,33.0,0.0,ML,,,,,,,2.9,0.2,7,,,,,,
14881,1988-04-12T02:12:18Z,-44.44,0.0,168.68,0.0,5.0,0.0,ML,,,,,,,1.7,0.1,4,,,,,,
14671,1988-04-12T02:17:21Z,-40.99,0.0,175.61,0.0,26.0,2.0,ML,,,,,,,3.1,0.1,9,,,,,,
15123,1988-04-12T02:18:26Z,-45.34,0.0,167.14,0.0,71.0,3.0,ML,,,,,,,2.8,0.2,11,,,,,,
14883,1988-04-12T03:44:46Z,-46.41,0.1,166.82,0.2,12.0,0.0,ML,,,,,,,2.9,0.1,9,,,,,,
14673,1988-04-12T04:54:11Z,-40.82,0.0,175.86,0.0,33.0,2.0,ML,,,,,,,2.3,0.1,6,,,,,,
14575,1988-04-12T05:03:44Z,-39.14,0.0,178.82,0.1,33.0,6.0,Mw,,,,5.5,nan,0,5.4,0.2,15,5.5,nan,0,,,
14576,1988-04-12T06:49:25Z,-39.13,0.0,178.74,0.0,27.0,3.0,ML,,,,,,,4.3,0.5,16,,,,,,
14884,1988-04-12T07:31:25Z,-45.32,0.1,167.45,0.1,86.0,13.0,ML,,,,,,,2.2,0.1,8,,,,,,
14885,1988-04-12T08:21:51Z,-45.01,0.0,167.65,0.0,125.0,2.0,ML,,,,,,,2.3,0.1,9,,,,,,
14675,1988-04-12T10:50:01Z,-40.59,0.0,174.58,0.0,61.0,4.0,ML,,,,,,,2.4,0.1,4,,,,,,
14886,1988-04-12T11:52:06Z,-44.28,0.0,168.21,0.0,94.0,4.0,ML,,,,,,,2.2,0.2,8,,,,,,
14676,1988-04-12T12:58:21Z,-40.87,0.0,175.59,0.0,27.0,1.0,ML,,,,,,,2.0,0.1,5,,,,,,
14677,1988-04-12T13:48:37Z,-40.87,0.0,175.58,0.0,23.0,2.0,ML,,,,,,,1.7,0.0,3,,,,,,
14887,1988-04-12T16:20:22Z,-44.96,0.1,167.68,0.0,111.0,4.0,ML,,,,,,,2.9,0.1,10,,,,,,
14680,1988-04-12T17:58:28Z,-40.22,0.0,174.74,0.0,23.0,3.0,ML,,,,,,,2.3,0.1,2,,,,,,
14578,1988-04-12T23:49:09Z,-38.02,0.0,175.9,0.0,234.0,4.0,ML,,,,,,,3.9,0.1,13,,,,,,
14889,1988-04-12T23:59:25Z,-45.22,0.0,167.48,0.0,91.0,15.0,ML,,,,,,,2.3,0.1,8,,,,,,
14579,1988-04-13T00:18:49Z,-39.07,0.0,176.88,0.0,34.0,4.0,ML,,,,,,,2.9,0.3,2,,,,,,
14684,1988-04-13T06:11:26Z,-40.74,0.1,173.91,0.1,27.0,12.0,ML,,,,,,,2.4,0.2,4,,,,,,
14685,1988-04-13T06:16:09Z,-39.16,0.0,175.18,0.1,162.0,8.0,ML,,,,,,,3.5,0.1,8,,,,,,
14890,1988-04-13T09:36:12Z,-44.44,0.1,168.28,0.1,5.0,0.0,ML,,,,,,,2.2,0.0,3,,,,,,
14582,1988-04-13T10:54:38Z,-39.61,0.0,177.41,0.1,63.0,7.0,ML,,,,,,,3.3,0.2,7,,,,,,
14891,1988-04-13T12:35:41Z,-44.84,0.0,167.72,0.0,95.0,2.0,ML,,,,,,,2.7,0.2,9,,,,,,
14584,1988-04-13T18:08:09Z,-38.41,0.0,175.5,0.1,215.0,5.0,ML,,,,,,,3.8,0.2,10,,,,,,
14892,1988-04-13T18:24:42Z,-44.22,0.1,170.32,0.1,94.0,11.0,ML,,,,,,,2.6,0.3,3,,,,,,
14690,1988-04-13T21:40:05Z,-40.96,0.0,176.15,0.1,30.0,5.0,ML,,,,,,,2.4,0.1,4,,,,,,
14693,1988-04-14T00:10:49Z,-41.83,0.0,174.5,0.0,36.0,4.0,ML,,,,,,,2.4,0.1,3,,,,,,
14586,1988-04-14T01:32:42Z,-38.76,0.0,176.83,0.0,34.0,4.0,ML,,,,,,,3.2,0.2,4,,,,,,
14699,1988-04-14T03:19:32Z,-41.0,0.0,174.83,0.0,32.0,1.0,ML,,,,,,,1.6,0.1,4,,,,,,
14702,1988-04-14T05:59:57Z,-41.17,0.0,174.58,0.0,20.0,2.0,ML,,,,,,,2.2,0.1,7,,,,,,
14704,1988-04-14T07:06:19Z,-41.16,0.0,174.77,0.0,34.0,1.0,ML,,,,,,,2.3,0.2,7,,,,,,
14705,1988-04-14T07:33:49Z,-41.15,0.1,176.17,0.1,31.0,7.0,ML,,,,,,,2.0,0.1,4,,,,,,
14706,1988-04-14T08:17:34Z,-41.02,0.0,174.76,0.1,41.0,5.0,ML,,,,,,,1.8,0.0,5,,,,,,
14707,1988-04-14T09:13:33Z,-40.75,0.1,175.55,0.1,50.0,12.0,ML,,,,,,,2.3,0.2,6,,,,,,
14709,1988-04-14T11:23:42Z,-38.76,0.0,175.81,0.0,5.0,0.0,ML,,,,,,,3.6,0.3,9,,,,,,
14710,1988-04-14T11:51:09Z,-40.11,0.1,174.17,0.0,129.0,15.0,ML,,,,,,,2.7,0.1,5,,,,,,
14588,1988-04-14T12:49:07Z,-38.65,0.0,178.01,0.1,25.0,3.0,ML,,,,,,,3.5,0.2,7,,,,,,
14711,1988-04-14T13:31:11Z,-40.73,0.0,174.47,0.0,25.0,1.0,ML,,,,,,,1.6,0.1,3,,,,,,
14716,1988-04-14T16:31:20Z,-40.38,0.0,174.24,0.0,80.0,5.0,ML,,,,,,,2.9,0.2,7,,,,,,
14589,1988-04-14T17:23:11Z,-38.78,0.0,177.43,0.0,52.0,7.0,ML,,,,,,,4.0,0.1,10,,,,,,
14719,1988-04-14T18:02:22Z,-38.38,0.0,175.89,0.1,187.0,0.0,ML,,,,,,,3.5,0.1,4,,,,,,
14592,1988-04-14T18:16:38Z,-39.11,0.0,174.79,0.1,213.0,8.0,ML,,,,,,,4.0,0.2,11,,,,,,
14594,1988-04-14T19:34:25Z,-38.64,0.1,177.94,0.1,27.0,5.0,ML,,,,,,,3.3,0.2,4,,,,,,
14720,1988-04-14T19:48:10Z,-40.64,0.0,174.23,0.0,88.0,2.0,ML,,,,,,,2.2,nan,1,,,,,,
14727,1988-04-14T23:24:51Z,-41.29,0.0,173.72,0.0,92.0,1.0,ML,,,,,,,2.5,0.2,3,,,,,,
14728,1988-04-14T23:33:52Z,-38.85,0.0,175.27,0.0,200.0,0.0,ML,,,,,,,3.5,0.3,6,,,,,,
14729,1988-04-15T00:03:04Z,-40.85,0.1,175.21,0.0,42.0,6.0,ML,,,,,,,3.2,0.1,9,,,,,,
14730,1988-04-15T00:10:10Z,-40.07,0.0,174.78,0.0,5.0,0.0,ML,,,,,,,2.8,0.2,11,,,,,,
14895,1988-04-15T01:20:08Z,-44.46,0.0,169.5,0.0,13.0,17.0,ML,,,,,,,2.1,0.2,6,,,,,,
14896,1988-04-15T02:05:44Z,-45.02,0.1,167.66,0.0,96.0,4.0,ML,,,,,,,2.4,0.2,6,,,,,,
14732,1988-04-15T03:23:22Z,-41.27,0.0,174.39,0.0,33.0,1.0,ML,,,,,,,1.7,0.2,5,,,,,,
14733,1988-04-15T03:31:41Z,-41.4,0.0,174.86,0.0,12.0,1.0,ML,,,,,,,2.7,0.2,10,,,,,,
14596,1988-04-15T03:34:24Z,-38.04,0.0,176.01,0.0,215.0,8.0,ML,,,,,,,3.8,0.1,13,,,,,,
14597,1988-04-15T04:27:22Z,-38.78,0.0,177.45,0.0,67.0,4.0,ML,,,,,,,4.2,0.2,11,,,,,,
14598,1988-04-15T04:51:23Z,-39.83,0.0,176.04,0.0,25.0,9.0,ML,,,,,,,2.6,0.3,7,,,,,,
14600,1988-04-15T08:09:13Z,-39.84,0.0,176.52,0.0,41.0,8.0,ML,,,,,,,2.8,0.1,2,,,,,,
14601,1988-04-15T09:29:48Z,-35.21,0.0,179.3,0.0,205.0,7.0,ML,,,,,,,4.8,0.2,13,,,,,,
14602,1988-04-15T09:48:41Z,-40.29,0.0,176.47,0.0,58.0,9.0,ML,,,,,,,2.9,0.1,10,,,,,,
14897,1988-04-15T10:18:50Z,-45.12,0.0,167.62,0.0,134.0,2.0,ML,,,,,,,3.9,0.2,9,,,,,,
14743,1988-04-15T12:01:25Z,-41.43,0.0,173.99,0.0,45.0,2.0,ML,,,,,,,2.4,0.2,8,,,,,,
14746,1988-04-15T12:50:00Z,-38.85,0.1,175.72,0.1,216.0,22.0,ML,,,,,,,3.2,0.0,7,,,,,,
14748,1988-04-15T14:07:59Z,-41.41,0.0,173.68,0.0,97.0,0.0,ML,,,,,,,2.4,0.2,3,,,,,,
14898,1988-04-15T17:26:38Z,-44.55,0.8,169.48,0.2,0.0,188.0,ML,,,,,,,2.9,0.3,8,,,,,,
14753,1988-04-15T17:46:24Z,-41.73,0.0,174.16,0.1,18.0,3.0,ML,,,,,,,1.8,0.0,3,,,,,,
14603,1988-04-16T00:18:01Z,-38.38,0.0,175.91,0.0,175.0,6.0,ML,,,,,,,4.1,0.3,16,,,,,,
14763,1988-04-16T00:25:58Z,-40.86,0.0,175.93,0.0,41.0,3.0,ML,,,,,,,2.5,0.3,7,,,,,,
