PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount
1554417,1972-08-04T17:09:43Z,-36.39,0.1,177.52,0.1,33.0,0.0,ML,4.8,0.3,11,,,
1554418,1972-08-04T19:29:19Z,-36.11,0.1,178.81,0.1,247.0,12.0,ML,4.5,0.3,5,,,
1554419,1972-08-06T18:23:38Z,-41.8,0.0,171.89,0.0,12.0,0.0,ML,4.1,0.2,10,,,
1554421,1972-08-09T20:06:37Z,-37.31,0.0,177.1,0.0,164.0,6.0,ML,4.5,0.2,4,,,
1554423,1972-08-10T02:05:03Z,-40.11,0.0,175.01,0.1,33.0,0.0,ML,3.8,0.3,6,,,
1554424,1972-08-10T21:15:45Z,-39.07,0.0,175.29,0.0,149.0,5.0,ML,4.5,0.2,5,,,
1554425,1972-08-11T15:15:45Z,-38.87,0.0,175.19,0.1,219.0,9.0,ML,5.1,0.2,6,,,
1554426,1972-08-13T12:43:28Z,-42.05,0.0,171.67,0.1,12.0,0.0,ML,3.9,0.1,9,,,
1554427,1972-08-13T17:16:55Z,-44.3,0.1,168.01,0.1,12.0,0.0,ML,3.9,0.2,6,,,
1554428,1972-08-14T02:37:15Z,-37.8,0.2,175.68,0.1,12.0,0.0,ML,3.9,0.3,4,,,
1554429,1972-08-14T06:16:10Z,-44.31,0.0,168.05,0.0,12.0,0.0,ML,3.6,0.3,8,,,
1554430,1972-08-14T10:29:21Z,-44.33,0.1,168.1,0.1,12.0,0.0,ML,3.6,0.3,8,,,
1554431,1972-08-15T01:33:23Z,-40.94,0.0,173.6,0.1,114.0,13.0,ML,4.1,0.2,5,,,
1554432,1972-08-15T03:29:55Z,-41.04,0.0,175.53,0.0,12.0,0.0,ML,3.9,0.3,7,,,
1554433,1972-08-15T10:34:29Z,-37.19,0.1,177.47,0.1,176.0,28.0,ML,3.7,0.2,4,,,
1554434,1972-08-15T11:52:50Z,-39.02,0.1,178.2,0.1,12.0,0.0,ML,4.5,0.2,11,,,
1554435,1972-08-15T13:14:08Z,-38.74,0.0,175.65,0.1,160.0,7.0,ML,3.9,0.3,6,,,
1554436,1972-08-17T05:30:01Z,-38.48,0.0,177.0,0.0,12.0,0.0,ML,4.3,0.2,10,,,
1554438,1972-08-18T02:52:35Z,-40.13,0.0,175.05,0.1,33.0,0.0,ML,3.4,0.3,4,,,
1554440,1972-08-20T07:32:45Z,-38.77,0.1,175.25,0.1,253.0,8.0,ML,3.9,0.4,5,,,
1554441,1972-08-21T01:08:36Z,-38.5,0.0,175.75,0.1,198.0,8.0,ML,3.8,0.2,4,,,
1554442,1972-08-21T11:22:10Z,-40.1,0.0,175.03,0.1,12.0,0.0,ML,3.7,0.4,7,,,
1554443,1972-08-23T02:09:21Z,-42.15,0.0,172.96,0.1,33.0,0.0,ML,3.9,0.2,8,,,
1554446,1972-08-25T14:08:45Z,-40.88,0.1,178.52,0.2,33.0,0.0,ML,3.6,0.3,3,,,
1554447,1972-08-27T00:50:50Z,-41.66,0.1,174.86,0.1,12.0,0.0,ML,4.0,0.3,10,,,
1554449,1972-08-27T16:10:09Z,-37.02,0.1,177.27,0.1,151.0,16.0,ML,3.9,0.2,6,,,
1554450,1972-08-27T21:01:28Z,-44.49,0.1,168.07,0.1,12.0,0.0,ML,4.0,0.2,7,,,
1554451,1972-08-28T03:21:41Z,-38.55,0.1,179.09,0.3,33.0,0.0,ML,3.8,0.4,7,,,
1554452,1972-08-28T06:39:26Z,-40.1,0.0,176.53,0.0,33.0,0.0,ML,4.3,0.3,15,,,
1554453,1972-08-29T19:38:21Z,-37.88,0.0,179.24,0.1,33.0,0.0,ML,3.9,0.2,11,,,
1554454,1972-08-29T22:04:01Z,-37.49,0.0,176.42,0.1,245.0,8.0,ML,4.1,0.4,7,,,
1554455,1972-08-30T02:07:54Z,-41.31,0.1,173.76,0.0,33.0,0.0,ML,3.8,0.3,13,,,
1554456,1972-08-30T08:06:55Z,-40.98,0.0,174.15,0.0,12.0,0.0,ML,3.8,0.3,13,,,
1554457,1972-08-30T22:03:49Z,-38.71,0.0,175.44,0.1,179.0,7.0,ML,4.0,0.3,7,,,
1554458,1972-08-31T08:56:17Z,-37.28,0.0,177.45,0.1,142.0,8.0,ML,4.7,0.3,7,,,
1554459,1972-08-31T16:48:25Z,-41.1,0.1,172.79,0.0,12.0,0.0,ML,3.2,0.2,3,,,
1554460,1972-08-31T23:58:25Z,-44.88,0.0,167.72,0.1,145.0,6.0,ML,3.8,0.3,5,,,
1554461,1972-09-01T09:04:16Z,-41.73,0.0,172.26,0.1,12.0,0.0,ML,3.2,0.2,6,,,
1554462,1972-09-03T00:06:09Z,-37.61,0.0,175.58,0.0,12.0,0.0,ML,3.6,0.4,5,,,
1554463,1972-09-03T03:12:14Z,-38.24,0.1,176.37,0.1,158.0,10.0,ML,3.8,0.3,6,,,
1554464,1972-09-04T08:32:01Z,-37.8,0.1,176.95,0.1,12.0,0.0,ML,3.4,0.2,4,,,
1554465,1972-09-04T17:55:39Z,-37.26,0.1,176.77,0.1,249.0,10.0,ML,4.4,0.3,7,,,
1554466,1972-09-05T02:07:28Z,-38.92,0.1,175.33,0.1,137.0,12.0,ML,3.9,0.3,6,,,
1554467,1972-09-05T04:46:43Z,-39.51,0.0,175.68,0.0,12.0,0.0,ML,3.4,0.2,6,,,
1554468,1972-09-05T14:03:30Z,-37.45,0.0,177.77,0.0,114.0,8.0,ML,4.3,0.2,7,,,
1554469,1972-09-05T19:41:32Z,-37.69,0.0,177.27,0.0,127.0,6.0,ML,4.1,0.2,7,,,
1554470,1972-09-06T17:13:00Z,-36.62,0.0,177.55,0.1,217.0,7.0,ML,3.8,0.4,7,,,
1554471,1972-09-08T09:23:00Z,-37.59,0.0,175.65,0.1,12.0,0.0,ML,2.9,0.3,3,,,
1554472,1972-09-08T19:18:18Z,-38.38,0.0,178.86,0.1,12.0,0.0,ML,3.9,0.2,9,,,
1554473,1972-09-08T23:32:58Z,-38.55,0.0,178.77,0.1,33.0,0.0,ML,3.9,0.3,9,,,
1554474,1972-09-09T10:37:44Z,-40.09,0.0,175.04,0.1,12.0,0.0,ML,3.6,0.4,4,,,
1554476,1972-09-10T22:09:55Z,-47.02,0.2,166.0,0.2,33.0,0.0,ML,4.8,0.2,7,,,
1554477,1972-09-12T21:22:03Z,-37.63,0.0,175.66,0.0,12.0,0.0,ML,3.0,0.3,5,,,
1554478,1972-09-13T17:09:55Z,-44.53,0.0,168.24,0.0,12.0,0.0,ML,4.5,0.2,7,,,
1554479,1972-09-14T21:23:55Z,-38.14,0.0,176.73,0.0,12.0,0.0,ML,3.6,0.4,5,,,
1554481,1972-09-16T15:10:24Z,-40.75,0.0,172.59,0.1,12.0,0.0,ML,3.7,0.1,7,,,
1554482,1972-09-19T14:31:58Z,-38.37,0.0,177.44,0.1,58.0,11.0,ML,4.0,0.2,7,,,
1554484,1972-09-22T07:22:19Z,-38.61,0.0,175.43,0.2,174.0,14.0,ML,3.6,0.3,4,,,
1554485,1972-09-22T15:31:00Z,-34.93,0.1,178.65,0.1,269.0,17.0,ML,5.1,0.3,5,,,
1554486,1972-09-22T21:05:10Z,-38.44,0.0,175.8,0.0,167.0,7.0,ML,4.9,0.1,4,,,
1554487,1972-09-22T23:13:28Z,-38.0,0.0,178.38,0.1,58.0,7.0,ML,4.2,0.4,5,,,
1554489,1972-09-23T03:20:51Z,-39.13,0.0,177.51,0.1,96.0,11.0,ML,4.1,0.2,4,,,
1554490,1972-09-23T07:10:12Z,-39.19,0.0,176.03,0.0,12.0,0.0,ML,3.9,0.3,9,,,
1554491,1972-09-23T07:15:53Z,-37.22,0.1,176.73,0.1,274.0,11.0,ML,3.9,0.2,3,,,
1554492,1972-09-23T13:31:44Z,-39.18,0.0,174.68,0.1,220.0,12.0,ML,4.7,0.2,5,,,
1554493,1972-09-24T00:33:52Z,-37.75,0.0,178.83,0.1,33.0,0.0,ML,3.8,0.2,8,,,
1554494,1972-09-24T17:23:22Z,-38.34,0.0,176.04,0.1,180.0,8.0,ML,3.7,0.5,5,,,
1554495,1972-09-24T21:27:24Z,-39.41,0.0,174.28,0.1,221.0,8.0,ML,4.4,0.2,5,,,
1554496,1972-09-25T11:13:04Z,-40.74,0.0,174.54,0.0,12.0,0.0,ML,3.4,0.1,7,,,
1554497,1972-09-25T23:16:09Z,-40.47,0.0,173.56,0.0,136.0,6.0,ML,4.1,0.2,6,,,
1554498,1972-09-26T14:24:10Z,-37.15,0.1,176.96,0.1,243.0,11.0,ML,4.0,0.2,5,,,
1554500,1972-09-28T03:06:28Z,-40.76,0.0,174.62,0.0,12.0,0.0,ML,3.4,0.1,4,,,
1554501,1972-09-28T05:31:25Z,-38.23,0.1,175.97,0.1,200.0,12.0,ML,4.3,0.3,6,,,
1554502,1972-09-28T13:57:27Z,-39.59,0.0,174.1,0.1,168.0,12.0,ML,3.7,0.3,4,,,
1554503,1972-09-29T00:06:03Z,-46.71,0.0,165.16,0.0,139.0,6.0,ML,3.7,0.3,5,,,
1554504,1972-09-29T03:22:04Z,-44.97,0.1,167.69,0.1,68.0,15.0,ML,3.2,0.3,4,,,
1554506,1972-09-29T18:07:10Z,-39.74,0.1,174.58,0.1,118.0,12.0,ML,3.8,0.3,4,,,
1554507,1972-10-01T04:45:10Z,-41.29,0.2,175.16,0.1,12.0,0.0,ML,3.5,0.3,4,,,
1554509,1972-10-02T22:34:59Z,-37.35,0.3,-179.74,0.3,171.0,33.0,ML,3.9,0.2,5,,,
1554511,1972-10-03T10:31:49Z,-36.97,0.1,177.45,0.1,177.0,11.0,ML,3.9,0.3,5,,,
1554512,1972-10-03T23:21:15Z,-40.88,0.0,174.94,0.0,12.0,0.0,ML,3.8,0.2,6,,,
1554513,1972-10-04T00:07:02Z,-45.14,0.1,167.55,0.2,102.0,23.0,ML,3.5,0.3,4,,,
1554514,1972-10-04T08:59:03Z,-40.02,0.0,176.19,0.0,101.0,4.0,ML,4.2,0.2,4,,,
1554515,1972-10-04T16:39:46Z,-38.04,0.1,176.2,0.1,190.0,27.0,ML,3.6,0.2,2,,,
1554516,1972-10-05T12:21:17Z,-41.57,0.0,174.03,0.0,12.0,0.0,ML,4.0,0.3,8,,,
1554519,1972-10-09T01:14:59Z,-45.46,0.0,167.22,0.1,86.0,13.0,ML,3.5,0.2,6,,,
1554520,1972-10-09T02:45:19Z,-40.38,0.0,174.55,0.0,33.0,0.0,ML,4.6,0.3,16,,,
1554521,1972-10-09T21:29:14Z,-39.18,0.0,177.09,0.0,12.0,0.0,ML,4.0,0.2,10,,,
1554522,1972-10-10T12:11:15Z,-43.57,0.0,171.74,0.0,12.0,0.0,ML,3.7,0.3,10,,,
1554523,1972-10-10T12:58:33Z,-43.58,0.0,171.72,0.0,12.0,0.0,ML,3.7,0.3,9,,,
1554524,1972-10-10T12:58:55Z,-43.61,0.1,171.71,0.1,12.0,0.0,ML,3.6,0.3,10,,,
1554525,1972-10-11T00:56:44Z,-37.32,0.0,177.49,0.0,33.0,0.0,ML,4.5,0.2,15,,,
1554526,1972-10-12T08:36:18Z,-38.57,0.0,175.86,0.1,156.0,6.0,ML,4.0,0.4,5,,,
1554527,1972-10-12T11:19:10Z,-38.42,0.0,175.3,0.1,270.0,5.0,ML,5.1,0.2,6,,,
1554528,1972-10-13T01:02:49Z,-38.28,0.0,175.84,0.1,167.0,8.0,ML,4.0,0.4,6,,,
1554529,1972-10-13T09:36:22Z,-38.53,0.0,176.59,0.0,12.0,0.0,ML,3.6,0.3,8,,,
1554537,1972-10-15T04:26:29Z,-37.32,0.1,176.7,0.1,254.0,14.0,ML,3.9,0.3,7,,,
1554542,1972-10-16T02:32:17Z,-39.26,0.0,174.88,0.1,33.0,0.0,ML,3.9,0.2,3,,,
1554545,1972-10-17T05:59:58Z,-40.08,0.1,173.54,0.1,224.0,10.0,ML,3.9,0.2,5,,,
1554551,1972-10-18T06:14:44Z,-38.65,0.0,175.64,0.1,166.0,8.0,ML,4.1,0.4,6,,,
1554553,1972-10-19T14:58:42Z,-37.17,0.0,177.27,0.1,173.0,9.0,ML,3.8,0.3,6,,,
1554555,1972-10-20T03:33:04Z,-41.16,0.1,174.71,0.1,64.0,8.0,ML,3.5,0.2,2,,,
1554556,1972-10-22T12:03:51Z,-36.7,0.1,177.05,0.1,267.0,8.0,ML,4.1,0.3,6,,,
1554557,1972-10-23T03:31:12Z,-37.57,0.0,177.57,0.0,112.0,3.0,ML,4.2,0.2,6,,,
1554559,1972-10-25T09:10:26Z,-37.92,0.0,176.43,0.0,12.0,0.0,ML,3.2,0.2,5,,,
2183239,1972-10-25T11:13:00Z,-37.8,0.0,176.8,0.0,25.0,0.0,M,,,,3.5,nan,0
1554560,1972-10-25T11:28:11Z,-37.85,0.0,176.77,0.0,12.0,0.0,ML,4.1,0.5,7,,,
1554561,1972-10-26T18:22:28Z,-37.9,0.0,176.78,0.0,12.0,0.0,ML,3.5,0.2,7,,,
1554562,1972-10-27T05:00:16Z,-45.31,0.0,167.87,0.0,12.0,0.0,ML,3.6,0.3,7,,,
1554563,1972-10-28T22:55:53Z,-43.4,0.0,171.14,0.1,12.0,0.0,ML,3.8,0.2,10,,,
1554564,1972-10-29T08:19:04Z,-41.5,0.0,174.67,0.0,12.0,0.0,ML,3.6,0.3,3,,,
1554565,1972-10-29T18:11:13Z,-41.35,0.1,174.52,0.1,60.0,8.0,ML,3.5,0.1,2,,,
1554566,1972-10-30T02:41:18Z,-37.97,0.0,176.15,0.1,200.0,8.0,ML,4.2,0.4,6,,,
1554567,1972-10-30T06:27:10Z,-45.25,0.0,167.21,0.1,12.0,0.0,ML,3.9,0.3,7,,,
1554568,1972-10-31T01:12:57Z,-39.77,0.0,175.04,0.0,12.0,0.0,ML,3.8,0.3,5,,,
1554569,1972-10-31T12:00:08Z,-37.36,0.0,176.64,0.1,230.0,9.0,ML,4.0,0.3,5,,,
1554571,1972-11-02T12:03:21Z,-45.27,0.0,167.49,0.1,104.0,11.0,ML,3.7,0.2,4,,,
1554573,1972-11-04T14:26:14Z,-38.55,0.1,176.13,0.1,131.0,28.0,ML,3.5,0.4,4,,,
1554574,1972-11-05T01:01:55Z,-38.74,0.0,176.69,0.0,33.0,0.0,ML,3.9,0.2,11,,,
1554576,1972-11-05T08:42:28Z,-37.35,0.0,177.53,0.0,106.0,8.0,ML,3.8,0.3,6,,,
1554577,1972-11-05T08:56:02Z,-39.81,0.0,174.73,0.0,45.0,9.0,ML,3.3,0.3,2,,,
1554579,1972-11-05T17:21:38Z,-37.71,0.0,176.3,0.1,242.0,11.0,ML,4.1,0.4,7,,,
1554580,1972-11-05T17:31:23Z,-37.9,0.0,178.98,0.1,12.0,0.0,ML,3.9,0.2,9,,,
1554581,1972-11-06T09:25:16Z,-36.11,0.1,177.93,0.4,257.0,22.0,ML,3.9,0.3,4,,,
1554582,1972-11-06T10:18:24Z,-37.36,0.1,177.21,0.1,116.0,15.0,ML,4.0,0.3,7,,,
1554583,1972-11-07T00:47:20Z,-42.64,0.1,171.31,0.1,12.0,0.0,ML,4.1,0.3,8,,,
1554584,1972-11-08T09:49:19Z,-37.1,0.1,176.84,0.1,267.0,10.0,ML,3.6,0.2,3,,,
1554585,1972-11-08T09:59:14Z,-36.95,0.1,176.88,0.2,274.0,13.0,ML,3.6,0.2,4,,,
1554586,1972-11-08T14:57:18Z,-35.77,0.2,178.89,0.2,280.0,15.0,ML,4.4,0.3,6,,,
1554587,1972-11-08T16:26:05Z,-39.67,0.0,176.35,0.0,33.0,0.0,ML,4.2,0.2,9,,,
1554588,1972-11-09T05:46:19Z,-37.33,0.2,176.86,0.4,347.0,18.0,ML,4.1,0.3,5,,,
1554589,1972-11-09T19:33:38Z,-36.16,0.1,179.09,0.2,12.0,0.0,ML,4.4,0.2,11,,,
1554590,1972-11-10T12:48:54Z,-38.24,0.0,176.37,0.1,182.0,5.0,ML,3.5,0.4,5,,,
1554591,1972-11-11T04:52:00Z,-36.21,0.1,177.74,0.1,236.0,15.0,ML,4.1,0.2,6,,,
1554592,1972-11-11T13:00:54Z,-37.01,0.0,177.0,0.0,206.0,7.0,ML,4.9,0.3,7,,,
1554593,1972-11-11T21:49:33Z,-40.11,0.0,176.8,0.1,12.0,0.0,ML,4.0,0.3,9,,,
1554594,1972-11-12T01:27:36Z,-37.92,0.1,176.63,0.1,177.0,12.0,ML,3.9,0.3,5,,,
1554595,1972-11-12T03:57:35Z,-40.21,0.0,173.52,0.1,174.0,9.0,ML,4.2,0.3,5,,,
1554596,1972-11-12T13:09:50Z,-37.38,0.0,177.41,0.0,134.0,6.0,ML,4.0,0.3,5,,,
1554597,1972-11-13T14:15:41Z,-40.37,0.0,173.62,0.1,173.0,9.0,ML,4.5,0.3,7,,,
1554598,1972-11-13T15:11:28Z,-41.32,0.1,176.04,0.1,12.0,0.0,ML,4.2,0.3,11,,,
1554599,1972-11-14T08:26:28Z,-40.32,0.0,174.22,0.0,121.0,6.0,ML,4.3,0.3,7,,,
1554600,1972-11-14T17:14:28Z,-38.0,0.0,177.0,0.0,12.0,0.0,ML,2.7,nan,1,,,
1554601,1972-11-14T17:26:42Z,-38.0,0.0,177.0,0.0,12.0,0.0,ML,2.8,nan,1,,,
1554602,1972-11-14T17:32:46Z,-38.0,0.0,177.0,0.0,12.0,0.0,ML,2.9,0.1,2,,,
1554603,1972-11-14T17:51:27Z,-38.0,0.0,177.0,0.0,12.0,0.0,ML,2.7,nan,1,,,
1554604,1972-11-15T00:41:42Z,-38.56,0.0,177.56,0.1,12.0,0.0,ML,4.1,0.2,10,,,
1554605,1972-11-15T01:13:47Z,-38.02,0.1,175.8,0.1,291.0,9.0,ML,4.4,0.2,7,,,
1554606,1972-11-15T17:38:47Z,-38.66,0.0,175.49,0.1,185.0,7.0,ML,3.6,0.4,7,,,
1554607,1972-11-15T21:04:06Z,-37.13,0.2,177.26,0.2,170.0,23.0,ML,3.9,0.2,7,,,
1554608,1972-11-19T04:10:19Z,-39.0,0.0,175.53,0.0,141.0,8.0,ML,4.1,0.3,5,,,
1554609,1972-11-23T01:51:56Z,-45.05,0.0,167.69,0.0,123.0,4.0,ML,4.0,0.4,8,,,
1554610,1972-11-24T06:17:15Z,-39.76,0.0,174.97,0.0,12.0,0.0,ML,3.9,0.2,9,,,
1554611,1972-11-24T12:13:28Z,-37.38,0.1,176.8,0.1,171.0,10.0,ML,3.5,0.3,8,,,
1554613,1972-11-25T02:54:39Z,-38.15,0.0,174.36,0.0,12.0,0.0,ML,3.8,0.3,9,,,
1554614,1972-11-25T08:35:10Z,-36.0,0.1,179.48,0.1,189.0,13.0,ML,4.2,0.2,8,,,
1554617,1972-11-25T22:19:20Z,-38.0,0.1,176.85,0.1,157.0,14.0,ML,3.8,0.3,6,,,
1554618,1972-11-26T01:52:58Z,-38.99,0.1,174.92,0.1,236.0,8.0,ML,3.9,0.3,7,,,
1554619,1972-11-26T06:52:00Z,-38.35,0.0,176.18,0.1,145.0,9.0,ML,3.7,0.4,7,,,
1554620,1972-11-26T09:35:43Z,-40.04,0.0,174.93,0.0,12.0,0.0,ML,3.2,0.3,5,,,
1554622,1972-11-26T20:11:13Z,-40.45,0.0,175.96,0.1,12.0,0.0,ML,3.4,0.2,9,,,
1554625,1972-11-27T07:30:36Z,-44.62,0.0,168.04,0.0,12.0,0.0,ML,3.9,0.1,7,,,
1554626,1972-11-27T13:45:53Z,-38.04,0.0,177.88,0.0,12.0,0.0,ML,3.4,0.3,7,,,
1554628,1972-11-28T06:58:27Z,-35.3,0.1,178.52,0.1,326.0,9.0,ML,4.1,0.2,7,,,
1554630,1972-11-28T23:28:45Z,-38.57,0.0,176.09,0.0,138.0,7.0,ML,4.4,0.2,8,,,
1554631,1972-11-29T06:33:01Z,-41.25,0.1,173.64,0.0,33.0,0.0,ML,4.0,0.3,14,,,
1554632,1972-11-29T21:34:53Z,-38.95,0.0,174.98,0.1,236.0,8.0,ML,4.4,0.3,8,,,
1554633,1972-11-30T12:22:04Z,-36.22,0.1,179.08,0.2,33.0,0.0,ML,3.6,0.2,7,,,
1554634,1972-12-01T07:36:13Z,-38.31,0.0,175.88,0.0,207.0,6.0,ML,4.9,0.1,4,,,
1554635,1972-12-02T07:40:45Z,-44.78,0.0,169.62,0.0,12.0,0.0,ML,4.0,0.3,6,,,
1554636,1972-12-02T15:43:05Z,-38.95,0.0,175.67,0.0,12.0,0.0,ML,3.6,0.2,9,,,
1554637,1972-12-03T02:39:56Z,-38.92,0.0,175.67,0.0,12.0,0.0,ML,4.4,0.4,9,,,
1554639,1972-12-05T23:52:51Z,-38.94,0.0,175.7,0.0,12.0,0.0,ML,4.2,0.2,10,,,
1554640,1972-12-06T06:01:12Z,-44.99,0.0,167.48,0.0,33.0,0.0,ML,3.9,0.3,7,,,
1554642,1972-12-07T16:12:11Z,-39.57,0.0,175.74,0.0,12.0,0.0,ML,3.8,0.3,9,,,
1554643,1972-12-07T20:37:43Z,-38.92,0.0,175.69,0.0,12.0,0.0,ML,3.5,0.2,4,,,
1554644,1972-12-07T22:52:55Z,-38.95,0.0,175.74,0.1,12.0,0.0,ML,3.1,0.1,3,,,
1554645,1972-12-09T08:35:22Z,-39.68,0.1,177.07,0.1,33.0,0.0,ML,3.1,0.4,3,,,
1554646,1972-12-09T12:34:38Z,-38.69,0.0,175.68,0.1,166.0,9.0,ML,3.7,0.4,5,,,
1554647,1972-12-09T12:56:26Z,-38.95,0.0,175.63,0.1,12.0,0.0,ML,2.9,0.1,5,,,
1554648,1972-12-10T00:37:44Z,-38.95,0.0,175.06,0.1,227.0,9.0,ML,5.3,0.3,6,,,
1554649,1972-12-11T11:28:51Z,-38.29,0.1,176.16,0.1,157.0,9.0,ML,4.4,0.3,6,,,
1554650,1972-12-12T09:53:19Z,-38.2,0.0,176.22,0.1,164.0,8.0,ML,3.8,0.3,7,,,
1554651,1972-12-12T19:33:15Z,-43.09,0.0,170.95,0.1,12.0,0.0,ML,3.7,0.4,9,,,
1554652,1972-12-12T19:34:36Z,-38.23,0.0,176.14,0.1,165.0,9.0,ML,4.0,0.3,8,,,
