PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Mb,Mb_Uncertainty,Mb_StationCount
2425835,2005-07-01T04:53:54Z,-39.46,0.0,177.14,0.0,12.0,0.0,ML,,,,2.6,0.3,9,,,
2425847,2005-07-01T05:35:48Z,-37.85,0.0,176.75,0.0,5.0,0.0,ML,,,,2.4,0.2,5,,,
2653109,2005-07-01T05:36:38Z,-37.55,0.0,175.74,0.0,12.0,0.0,ML,,,,2.2,0.1,2,,,
2425862,2005-07-01T06:35:16Z,-45.3,0.0,166.91,0.0,20.0,0.0,ML,,,,2.3,0.1,4,,,
2653111,2005-07-01T06:37:29Z,-37.54,0.0,175.73,0.0,12.0,0.0,ML,,,,1.7,0.0,2,,,
2425863,2005-07-01T06:41:42Z,-37.52,0.0,175.73,0.0,8.0,2.0,ML,,,,3.0,0.2,14,,,
2425864,2005-07-01T06:43:23Z,-44.16,0.0,168.69,0.0,5.0,0.0,ML,,,,2.9,0.2,10,,,
2425870,2005-07-01T07:17:25Z,-45.42,0.0,166.77,0.1,20.0,0.0,ML,,,,2.7,0.2,6,,,
2425875,2005-07-01T07:30:42Z,-43.13,0.0,170.79,0.0,5.0,0.0,ML,,,,2.1,0.2,4,,,
2425884,2005-07-01T08:00:53Z,-38.59,0.0,175.83,0.0,173.0,3.0,ML,,,,3.6,0.2,16,,,
2425887,2005-07-01T08:05:57Z,-40.7,0.0,173.52,0.0,108.0,3.0,ML,,,,2.6,0.1,2,,,
2425890,2005-07-01T08:18:31Z,-41.32,0.0,172.28,0.0,12.0,0.0,ML,,,,1.9,0.2,3,,,
2425898,2005-07-01T08:41:37Z,-41.59,0.0,174.51,0.0,54.0,1.0,ML,,,,2.6,0.1,14,,,
2425899,2005-07-01T08:43:57Z,-45.29,0.0,167.04,0.0,20.0,0.0,ML,,,,2.2,0.1,6,,,
2425909,2005-07-01T09:25:20Z,-44.21,0.0,168.65,0.1,5.0,0.0,ML,,,,2.2,0.2,6,,,
2425919,2005-07-01T09:58:41Z,-41.33,0.0,172.29,0.0,5.0,0.0,ML,,,,1.9,0.2,4,,,
2425928,2005-07-01T10:25:13Z,-40.71,0.0,176.29,0.0,28.0,1.0,ML,,,,2.7,0.4,6,,,
2425953,2005-07-01T11:18:50Z,-37.54,0.0,175.73,0.0,12.0,0.0,ML,,,,2.3,0.1,2,,,
2425978,2005-07-01T12:21:27Z,-45.4,0.0,166.94,0.0,20.0,0.0,ML,,,,3.4,0.1,5,,,
2425989,2005-07-01T12:48:12Z,-39.74,0.0,174.23,0.0,246.0,3.0,ML,,,,3.2,0.3,10,,,
2425993,2005-07-01T13:01:49Z,-41.33,0.0,172.29,0.0,5.0,0.0,ML,,,,1.9,0.2,3,,,
2426003,2005-07-01T13:20:04Z,-41.33,0.0,172.3,0.0,5.0,0.0,ML,,,,1.9,0.2,4,,,
2426005,2005-07-01T13:22:36Z,-37.52,0.0,175.73,0.0,8.0,1.0,ML,,,,3.2,0.2,6,,,
2426008,2005-07-01T13:32:37Z,-39.53,0.0,175.72,0.0,15.0,1.0,ML,,,,1.9,0.2,4,,,
2426042,2005-07-01T14:59:18Z,-40.22,0.0,175.06,0.0,27.0,2.0,ML,,,,2.6,0.1,5,,,
2426044,2005-07-01T15:07:18Z,-41.59,0.0,174.55,0.0,26.0,1.0,ML,,,,2.2,0.2,15,,,
2426065,2005-07-01T16:01:52Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.3,0.1,7,,,
2426069,2005-07-01T16:12:53Z,-40.34,0.0,176.42,0.0,34.0,1.0,ML,,,,2.3,0.2,3,,,
2653154,2005-07-01T16:13:21Z,-41.72,0.0,174.15,0.0,13.0,1.0,ML,,,,2.3,0.3,12,,,
2426071,2005-07-01T16:20:20Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.9,0.2,13,,,
2653162,2005-07-01T16:22:00Z,-41.26,0.0,175.33,0.0,27.0,1.0,ML,,,,1.6,0.1,4,,,
2426073,2005-07-01T16:24:57Z,-40.09,0.0,174.89,0.0,43.0,4.0,ML,,,,1.8,0.1,2,,,
2653164,2005-07-01T16:26:04Z,-41.74,0.0,174.12,0.0,5.0,0.0,ML,,,,1.9,0.2,5,,,
2426078,2005-07-01T16:39:26Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.0,0.1,2,,,
2426086,2005-07-01T16:57:18Z,-37.52,0.0,175.73,0.0,7.0,1.0,ML,,,,2.9,0.1,4,,,
2653169,2005-07-01T16:57:26Z,-41.31,0.0,175.12,0.0,26.0,1.0,ML,,,,1.5,0.1,5,,,
2653172,2005-07-01T16:57:41Z,-44.0,0.0,169.01,0.0,12.0,0.0,ML,,,,2.0,0.2,6,,,
2426091,2005-07-01T17:08:10Z,-37.53,0.0,175.74,0.0,5.0,0.0,ML,,,,2.2,0.1,2,,,
2426096,2005-07-01T17:25:16Z,-37.52,0.0,175.75,0.0,5.0,0.0,ML,,,,2.2,0.1,2,,,
2426104,2005-07-01T17:46:05Z,-37.51,0.0,175.71,0.0,9.0,1.0,ML,,,,2.9,0.2,14,,,
2653179,2005-07-01T17:50:49Z,-37.53,0.0,175.75,0.0,5.0,0.0,ML,,,,2.1,0.2,2,,,
2426106,2005-07-01T17:50:59Z,-45.1,0.0,167.45,0.0,119.0,4.0,ML,,,,3.9,0.1,7,,,
2426109,2005-07-01T17:58:43Z,-37.53,0.0,175.74,0.0,10.0,1.0,ML,,,,2.4,0.1,6,,,
2426111,2005-07-01T18:04:09Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.2,0.1,2,,,
2426112,2005-07-01T18:06:23Z,-39.13,0.0,174.19,0.0,12.0,0.0,ML,,,,1.4,0.2,3,,,
2426114,2005-07-01T18:14:08Z,-37.52,0.0,175.73,0.0,5.0,0.0,ML,,,,2.4,0.1,13,,,
2426119,2005-07-01T18:32:36Z,-37.52,0.0,175.72,0.0,8.0,1.0,ML,,,,3.0,0.1,4,,,
2426127,2005-07-01T19:01:19Z,-45.33,0.0,166.76,0.0,5.0,0.0,ML,,,,3.8,0.2,8,,,
2426128,2005-07-01T19:01:29Z,-39.21,0.0,177.94,0.0,27.0,0.0,ML,,,,2.4,0.1,3,,,
2426133,2005-07-01T19:20:19Z,-41.64,0.0,174.32,0.0,18.0,1.0,ML,,,,2.4,0.2,17,,,
2426134,2005-07-01T19:21:56Z,-38.49,0.0,178.76,0.0,27.0,2.0,ML,,,,3.0,0.1,9,,,
2426141,2005-07-01T19:46:58Z,-37.53,0.0,175.75,0.0,5.0,0.0,ML,,,,2.4,0.1,2,,,
2426148,2005-07-01T20:10:24Z,-37.51,0.0,175.73,0.0,5.0,0.0,ML,,,,3.5,0.3,5,,,
2426157,2005-07-01T20:38:58Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.1,0.0,2,,,
2426171,2005-07-01T21:18:04Z,-37.37,0.0,178.24,0.0,5.0,0.0,ML,,,,3.0,0.2,4,,,
2426174,2005-07-01T21:29:08Z,-38.61,0.0,176.13,0.0,5.0,0.0,ML,,,,2.1,0.1,5,,,
2426181,2005-07-01T21:52:04Z,-39.13,0.0,175.65,0.0,4.0,0.0,ML,,,,1.5,0.3,10,,,
2426196,2005-07-01T22:31:32Z,-37.52,0.0,175.75,0.0,5.0,2.0,ML,,,,3.1,0.3,5,,,
2653671,2005-07-01T22:32:22Z,-38.82,0.0,175.48,0.1,230.0,5.0,ML,,,,3.4,0.2,10,,,
2653668,2005-07-01T22:32:25Z,-37.51,0.0,175.73,0.0,7.0,2.0,ML,,,,2.8,0.2,5,,,
2426200,2005-07-01T22:40:33Z,-38.11,0.0,177.08,0.0,5.0,0.0,ML,,,,2.4,0.2,7,,,
2426206,2005-07-01T23:02:57Z,-40.49,0.0,174.64,0.0,53.0,3.0,ML,,,,2.8,0.2,15,,,
2426214,2005-07-01T23:33:07Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.4,0.2,5,,,
2653687,2005-07-01T23:33:24Z,-37.53,0.0,175.75,0.0,5.0,0.0,ML,,,,2.6,0.1,7,,,
2426218,2005-07-01T23:47:36Z,-37.53,0.0,175.75,0.0,5.0,0.0,ML,,,,1.9,0.0,2,,,
2426238,2005-07-02T00:42:50Z,-40.08,0.0,175.01,0.0,23.0,2.0,ML,,,,2.3,0.2,20,,,
2426286,2005-07-02T03:02:56Z,-37.51,0.0,175.72,0.0,5.0,0.0,ML,,,,2.7,0.2,11,,,
2426300,2005-07-02T03:48:26Z,-43.22,0.0,170.86,0.0,5.0,0.0,ML,,,,2.8,0.3,12,,,
2426301,2005-07-02T03:55:33Z,-37.51,0.0,175.72,0.0,5.0,0.0,ML,,,,2.8,0.2,10,,,
2426313,2005-07-02T04:46:16Z,-37.53,0.0,175.74,0.0,5.0,0.0,ML,,,,3.9,0.3,20,,,
2426327,2005-07-02T05:27:51Z,-44.37,0.0,167.54,0.0,12.0,0.0,ML,,,,2.5,0.2,8,,,
2426331,2005-07-02T05:38:37Z,-37.54,0.0,175.73,0.0,12.0,0.0,ML,,,,2.1,0.2,2,,,
2426334,2005-07-02T05:50:30Z,-39.18,0.0,174.91,0.1,228.0,4.0,ML,,,,3.2,0.2,8,,,
2426340,2005-07-02T06:05:42Z,-41.02,0.0,174.47,0.0,55.0,1.0,ML,,,,2.1,0.1,5,,,
2426343,2005-07-02T06:16:05Z,-38.02,0.1,177.57,0.0,73.0,5.0,ML,,,,2.2,0.2,3,,,
2426345,2005-07-02T06:26:31Z,-38.22,0.0,176.02,0.1,167.0,4.0,ML,,,,3.1,0.2,11,,,
2426346,2005-07-02T06:29:56Z,-37.53,0.0,175.75,0.0,8.0,2.0,ML,,,,3.5,0.3,9,,,
2426354,2005-07-02T07:05:17Z,-45.05,0.0,167.46,0.0,96.0,4.0,ML,,,,2.8,0.2,8,,,
2426370,2005-07-02T08:07:54Z,-37.69,0.0,179.27,0.0,33.0,0.0,ML,,,,2.8,0.3,5,,,
2426377,2005-07-02T08:30:47Z,-39.47,0.0,177.1,0.0,12.0,0.0,ML,,,,2.3,0.3,10,,,
2426380,2005-07-02T08:42:53Z,-42.45,0.0,173.72,0.0,5.0,0.0,ML,,,,2.3,0.3,11,,,
2426404,2005-07-02T10:18:42Z,-39.53,0.0,175.62,0.0,16.0,2.0,ML,,,,2.1,0.1,10,,,
2426452,2005-07-02T13:02:00Z,-40.2,0.0,176.38,0.0,45.0,3.0,ML,,,,2.8,0.3,6,,,
2426460,2005-07-02T13:32:12Z,-37.12,0.0,176.84,0.0,210.0,3.0,ML,,,,3.2,0.2,9,,,
2426464,2005-07-02T13:47:18Z,-40.06,0.0,175.01,0.0,23.0,1.0,ML,,,,2.3,0.2,20,,,
2426466,2005-07-02T13:58:01Z,-37.52,0.0,175.73,0.0,5.0,0.0,ML,,,,2.5,0.1,7,,,
2426468,2005-07-02T14:04:28Z,-39.24,0.0,177.66,0.0,36.0,3.0,ML,,,,2.9,0.1,3,,,
2426477,2005-07-02T14:39:31Z,-37.55,0.0,175.73,0.0,12.0,0.0,ML,,,,2.2,0.3,2,,,
2426489,2005-07-02T15:06:51Z,-39.11,0.0,177.51,0.0,41.0,3.0,ML,,,,3.2,0.3,9,,,
2426490,2005-07-02T15:09:39Z,-39.08,0.0,177.44,0.0,33.0,0.0,ML,,,,2.5,0.2,6,,,
2426503,2005-07-02T15:44:44Z,-41.07,0.0,175.05,0.0,28.0,2.0,ML,,,,2.1,0.1,4,,,
2653565,2005-07-02T15:51:28Z,-37.9,0.0,176.73,0.0,8.0,3.0,ML,,,,2.2,0.2,5,,,
2426511,2005-07-02T16:07:06Z,-37.52,0.0,175.75,0.0,5.0,0.0,ML,,,,3.2,0.2,20,,,
2426519,2005-07-02T16:41:49Z,-45.36,0.0,167.66,0.0,102.0,2.0,ML,,,,2.4,0.3,3,,,
2653598,2005-07-02T16:43:36Z,-37.55,0.0,175.74,0.0,12.0,0.0,ML,,,,1.6,0.2,2,,,
2426522,2005-07-02T16:48:33Z,-39.75,0.0,175.63,0.0,33.0,0.0,ML,,,,1.8,0.1,6,,,
2426525,2005-07-02T17:01:48Z,-39.24,0.0,175.32,0.0,17.0,1.0,ML,,,,1.7,0.2,16,,,
2426532,2005-07-02T17:29:21Z,-39.54,0.0,175.59,0.0,23.0,2.0,ML,,,,1.5,0.1,7,,,
2426533,2005-07-02T17:32:23Z,-41.93,0.0,173.93,0.0,18.0,1.0,ML,,,,2.5,0.2,13,,,
2426550,2005-07-02T18:37:25Z,-40.06,0.0,175.03,0.0,25.0,1.0,ML,,,,2.1,0.2,16,,,
2426582,2005-07-02T20:17:22Z,-37.51,0.0,175.73,0.0,5.0,0.0,ML,,,,2.6,0.1,8,,,
2426583,2005-07-02T20:19:54Z,-45.02,0.0,167.38,0.0,69.0,5.0,ML,,,,2.3,0.1,4,,,
2426585,2005-07-02T20:31:35Z,-45.3,0.0,166.73,0.1,5.0,0.0,ML,,,,2.9,0.1,7,,,
2426605,2005-07-02T21:42:30Z,-40.96,0.0,174.24,0.0,46.0,1.0,ML,,,,3.0,0.1,12,,,
2426645,2005-07-03T00:13:00Z,-39.26,0.0,175.14,0.0,29.0,3.0,ML,,,,2.0,0.2,10,,,
2426662,2005-07-03T01:18:57Z,-41.19,0.0,173.96,0.0,49.0,2.0,ML,,,,2.7,0.1,10,,,
2426665,2005-07-03T01:29:48Z,-38.84,0.0,178.19,0.0,12.0,0.0,ML,,,,2.5,0.2,2,,,
2426669,2005-07-03T01:45:42Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.8,0.2,16,,,
2426681,2005-07-03T02:21:28Z,-43.53,0.0,170.59,0.0,5.0,0.0,ML,,,,2.4,0.1,6,,,
2426691,2005-07-03T02:54:27Z,-43.07,0.0,172.88,0.0,33.0,0.0,ML,,,,2.4,0.2,6,,,
2426693,2005-07-03T03:03:55Z,-45.28,0.0,166.58,0.0,5.0,0.0,ML,,,,3.3,0.1,8,,,
2426702,2005-07-03T03:36:21Z,-39.23,0.0,175.43,0.0,13.0,1.0,ML,,,,1.2,0.2,8,,,
2426724,2005-07-03T04:42:23Z,-35.44,0.0,178.97,0.0,33.0,0.0,ML,,,,3.4,0.2,3,,,
2426731,2005-07-03T05:14:43Z,-39.25,0.0,176.55,0.0,5.0,0.0,ML,,,,1.9,0.2,7,,,
2426745,2005-07-03T06:01:01Z,-39.24,0.0,175.42,0.0,12.0,0.0,ML,,,,1.3,0.2,11,,,
2653604,2005-07-03T06:02:06Z,-41.24,0.0,175.18,0.0,25.0,1.0,ML,,,,2.0,0.1,8,,,
2426759,2005-07-03T06:41:39Z,-35.34,0.1,178.96,0.2,198.0,13.0,ML,,,,3.9,0.1,13,,,
2426764,2005-07-03T06:56:12Z,-44.37,0.0,168.34,0.0,5.0,0.0,ML,,,,2.4,0.2,7,,,
2426768,2005-07-03T07:13:49Z,-38.0,0.0,176.52,0.0,5.0,0.0,ML,,,,2.1,0.3,8,,,
2426770,2005-07-03T07:24:19Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,1.7,0.1,2,,,
2426777,2005-07-03T07:47:03Z,-44.91,0.0,167.53,0.0,70.0,5.0,ML,,,,2.9,0.2,9,,,
2426801,2005-07-03T09:12:03Z,-39.49,0.0,175.71,0.0,14.0,1.0,ML,,,,1.8,0.2,13,,,
2426802,2005-07-03T09:14:33Z,-38.89,0.0,178.31,0.0,33.0,0.0,ML,,,,2.9,0.2,6,,,
2426811,2005-07-03T09:39:05Z,-38.92,0.0,176.0,0.0,2.0,0.0,ML,,,,2.1,0.2,21,,,
2426812,2005-07-03T09:40:26Z,-38.11,0.0,175.97,0.0,205.0,3.0,ML,,,,3.2,0.3,11,,,
2426832,2005-07-03T10:38:23Z,-37.9,0.0,176.73,0.0,5.0,0.0,ML,,,,2.5,0.3,10,,,
2426878,2005-07-03T13:03:54Z,-44.41,0.0,169.55,0.0,5.0,0.0,ML,,,,1.9,0.2,5,,,
2653677,2005-07-03T13:06:34Z,-45.36,0.0,167.44,0.0,113.0,4.0,ML,,,,2.5,0.2,5,,,
2653680,2005-07-03T13:19:51Z,-40.08,0.0,174.98,0.0,12.0,0.0,ML,,,,2.6,0.2,33,,,
2426882,2005-07-03T13:21:52Z,-44.41,0.0,168.11,0.0,5.0,0.0,ML,,,,2.2,0.1,4,,,
2426887,2005-07-03T13:50:30Z,-45.12,0.0,167.43,0.0,12.0,0.0,ML,,,,2.1,0.1,4,,,
2426891,2005-07-03T14:15:04Z,-41.09,0.0,175.04,0.0,28.0,1.0,ML,,,,2.2,0.2,9,,,
2426905,2005-07-03T14:56:33Z,-45.21,0.0,166.94,0.0,5.0,0.0,ML,,,,2.3,0.1,6,,,
2426906,2005-07-03T15:01:10Z,-37.77,0.0,176.65,0.1,149.0,3.0,ML,,,,2.8,0.2,8,,,
2426907,2005-07-03T15:04:01Z,-39.56,0.0,175.63,0.0,22.0,1.0,ML,,,,1.7,0.1,10,,,
2426909,2005-07-03T15:08:43Z,-44.4,0.0,168.35,0.0,5.0,0.0,ML,,,,2.8,0.2,9,,,
2426913,2005-07-03T15:19:32Z,-41.1,0.0,175.18,0.0,12.0,1.0,ML,,,,1.8,0.2,6,,,
2654570,2005-07-03T15:20:00Z,-44.19,0.0,170.37,0.0,5.0,0.0,ML,,,,2.0,0.1,4,,,
2426919,2005-07-03T15:46:52Z,-41.08,0.0,172.47,0.0,5.0,0.0,ML,,,,2.3,0.2,7,,,
2426921,2005-07-03T15:53:55Z,-37.51,0.0,177.79,0.0,97.0,2.0,ML,,,,4.1,0.2,12,,,
2656084,2005-07-03T15:54:03Z,-37.54,0.0,175.75,0.0,5.0,0.0,ML,,,,2.4,0.1,2,,,
2654582,2005-07-03T15:55:17Z,-39.53,0.0,175.66,0.0,20.0,1.0,ML,,,,2.0,0.1,6,,,
2426934,2005-07-03T16:32:11Z,-41.6,0.0,174.13,0.0,12.0,0.0,ML,,,,2.0,0.2,9,,,
2426946,2005-07-03T17:09:29Z,-39.28,0.0,179.41,0.0,33.0,0.0,ML,,,,3.1,0.2,15,,,
2426950,2005-07-03T17:20:21Z,-39.15,0.0,175.63,0.0,1.0,0.0,ML,,,,1.0,0.2,4,,,
2426955,2005-07-03T17:36:36Z,-40.38,0.0,174.73,0.0,27.0,2.0,ML,,,,3.3,0.2,32,,,
2426963,2005-07-03T18:09:49Z,-41.32,0.0,172.28,0.0,12.0,0.0,ML,,,,2.1,0.2,4,,,
2426965,2005-07-03T18:18:12Z,-39.25,0.0,179.37,0.0,33.0,0.0,ML,,,,2.8,0.2,7,,,
2426966,2005-07-03T18:20:37Z,-39.26,0.0,179.43,0.0,33.0,0.0,ML,,,,2.9,0.2,7,,,
2426970,2005-07-03T18:36:31Z,-45.3,0.0,166.71,0.0,12.0,0.0,ML,,,,3.6,0.1,6,,,
2426974,2005-07-03T19:00:26Z,-39.27,0.0,173.65,0.0,12.0,0.0,ML,,,,2.0,0.1,4,,,
2426975,2005-07-03T19:04:25Z,-44.3,0.0,167.79,0.0,5.0,0.0,ML,,,,2.5,0.2,9,,,
2426981,2005-07-03T19:26:57Z,-39.25,0.0,175.22,0.0,12.0,0.0,ML,,,,1.4,0.1,5,,,
2426983,2005-07-03T19:29:33Z,-44.62,0.0,173.6,0.0,33.0,0.0,ML,,,,3.4,0.4,23,,,
2426998,2005-07-03T20:28:16Z,-41.59,0.0,174.31,0.0,32.0,1.0,ML,,,,2.6,0.1,5,,,
2427041,2005-07-03T22:48:41Z,-38.93,0.0,175.85,0.0,8.0,1.0,ML,,,,1.5,0.2,6,,,
2656508,2005-07-03T22:49:57Z,-42.04,0.0,173.86,0.0,12.0,0.0,ML,,,,2.1,0.3,3,,,
2427093,2005-07-04T01:01:44Z,-39.95,0.0,176.6,0.0,47.0,2.0,ML,,,,2.3,0.2,5,,,
2427095,2005-07-04T01:10:28Z,-45.21,0.0,166.65,0.0,12.0,0.0,ML,,,,2.5,0.1,5,,,
2427096,2005-07-04T01:14:27Z,-39.97,0.0,176.36,0.0,63.0,3.0,ML,,,,2.2,0.1,4,,,
2427107,2005-07-04T01:48:20Z,-40.08,0.0,174.99,0.0,21.0,2.0,ML,,,,2.6,0.2,29,,,
2427110,2005-07-04T01:53:19Z,-40.07,0.0,174.96,0.0,12.0,0.0,ML,,,,2.4,0.2,5,,,
2654022,2005-07-04T01:54:08Z,-40.09,0.0,174.97,0.0,12.0,0.0,ML,,,,2.0,0.2,9,,,
2427135,2005-07-04T02:48:18Z,-41.37,0.0,172.21,0.0,5.0,0.0,ML,,,,3.0,0.3,7,,,
2427138,2005-07-04T03:01:54Z,-39.54,0.0,175.63,0.0,22.0,1.0,ML,,,,1.6,0.1,7,,,
2427151,2005-07-04T03:28:08Z,-39.2,0.0,174.91,0.0,208.0,2.0,ML,,,,3.9,0.2,19,,,
2427159,2005-07-04T03:43:17Z,-39.54,0.0,175.6,0.0,17.0,1.0,ML,,,,2.6,0.1,19,,,
2427219,2005-07-04T04:34:08Z,-41.39,0.0,172.24,0.0,5.0,0.0,ML,,,,2.1,0.2,3,,,
2427243,2005-07-04T05:33:16Z,-40.82,0.0,174.52,0.0,41.0,2.0,ML,,,,1.8,0.2,4,,,
2427276,2005-07-04T07:02:49Z,-41.72,0.0,172.2,0.0,99.0,2.0,ML,,,,2.8,0.3,10,,,
2427301,2005-07-04T08:16:18Z,-41.12,0.0,174.91,0.0,28.0,1.0,ML,,,,2.1,0.2,8,,,
2427302,2005-07-04T08:21:18Z,-45.2,0.0,167.47,0.0,90.0,3.0,ML,,,,2.9,0.2,6,,,
2427311,2005-07-04T08:52:31Z,-40.97,0.0,175.01,0.0,43.0,1.0,ML,,,,1.7,0.0,4,,,
2427316,2005-07-04T09:09:50Z,-38.52,0.0,178.09,0.0,28.0,2.0,ML,,,,2.2,0.2,3,,,
2427317,2005-07-04T09:12:11Z,-39.32,0.0,175.06,0.0,31.0,1.0,ML,,,,2.2,0.1,14,,,
2427323,2005-07-04T09:25:42Z,-39.31,0.0,175.42,0.0,12.0,1.0,ML,,,,1.6,0.2,10,,,
2427328,2005-07-04T09:37:01Z,-40.87,0.0,174.23,0.0,66.0,3.0,ML,,,,2.1,0.2,6,,,
2427333,2005-07-04T09:52:00Z,-44.46,0.0,168.36,0.0,5.0,0.0,ML,,,,2.0,0.1,6,,,
2427353,2005-07-04T10:39:21Z,-42.99,0.0,171.39,0.0,5.0,0.0,ML,,,,2.9,0.3,13,,,
2427360,2005-07-04T11:05:11Z,-36.94,0.0,177.58,0.0,150.0,4.0,ML,,,,3.2,0.2,10,,,
2427366,2005-07-04T11:24:35Z,-40.08,0.0,175.0,0.0,12.0,0.0,ML,,,,2.5,0.2,28,,,
2427385,2005-07-04T12:16:54Z,-39.53,0.0,174.39,0.0,130.0,5.0,ML,,,,2.5,0.1,3,,,
2427390,2005-07-04T12:26:13Z,-37.59,0.0,178.38,0.0,49.0,2.0,ML,,,,2.2,0.3,4,,,
2427395,2005-07-04T12:37:01Z,-40.06,0.0,174.99,0.0,39.0,2.0,ML,,,,3.5,0.2,16,,,
2427406,2005-07-04T13:10:56Z,-40.68,0.0,175.11,0.0,5.0,0.0,ML,,,,2.1,0.2,12,,,
2427407,2005-07-04T13:14:45Z,-44.44,0.0,168.15,0.0,5.0,0.0,ML,,,,2.8,0.3,10,,,
2427411,2005-07-04T13:24:29Z,-40.2,0.0,173.58,0.0,185.0,3.0,ML,,,,3.7,0.1,12,,,
2427417,2005-07-04T13:43:36Z,-37.52,0.0,175.74,0.0,5.0,0.0,ML,,,,2.8,0.2,13,,,
2427422,2005-07-04T14:00:25Z,-41.24,0.0,172.84,0.0,195.0,2.0,ML,,,,2.7,0.2,3,,,
2427424,2005-07-04T14:06:19Z,-40.2,0.0,176.43,0.0,48.0,1.0,ML,,,,1.8,0.3,3,,,
2427427,2005-07-04T14:17:54Z,-39.3,0.0,175.1,0.0,33.0,1.0,ML,,,,1.8,0.1,8,,,
2427431,2005-07-04T14:27:10Z,-40.58,0.0,174.47,0.0,33.0,0.0,ML,,,,1.8,0.3,5,,,
2427436,2005-07-04T14:41:48Z,-38.44,0.0,175.91,0.0,152.0,2.0,ML,,,,3.3,0.2,19,,,
2427444,2005-07-04T15:01:00Z,-39.21,0.0,173.6,0.0,5.0,0.0,ML,,,,2.5,0.2,13,,,
2427453,2005-07-04T15:22:31Z,-38.97,0.0,177.89,0.0,24.0,0.0,ML,,,,1.9,0.2,2,,,
2427461,2005-07-04T15:46:16Z,-44.78,0.0,168.01,0.0,103.0,5.0,ML,,,,2.6,0.2,7,,,
2427470,2005-07-04T16:19:29Z,-40.33,0.0,176.26,0.0,27.0,2.0,ML,,,,2.8,0.1,7,,,
2427475,2005-07-04T16:31:00Z,-38.15,0.0,176.25,0.0,143.0,2.0,ML,,,,3.3,0.2,14,,,
2427488,2005-07-04T17:15:16Z,-35.36,0.1,179.2,0.2,33.0,0.0,ML,,,,3.6,0.2,6,,,
2427491,2005-07-04T17:24:10Z,-36.55,0.1,178.29,0.1,200.0,6.0,ML,,,,3.0,0.1,6,,,
2427522,2005-07-04T18:56:08Z,-36.29,0.0,174.22,0.1,33.0,0.0,ML,,,,2.8,0.3,4,,,
2427539,2005-07-04T19:58:35Z,-39.16,0.0,176.88,0.0,26.0,2.0,ML,,,,2.5,0.2,9,,,
2427557,2005-07-04T21:01:25Z,-39.56,0.0,175.57,0.0,22.0,2.0,ML,,,,1.8,0.1,5,,,
2427566,2005-07-04T21:25:22Z,-37.88,0.0,176.71,0.0,5.0,0.0,ML,,,,2.2,0.2,7,,,
