PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1544537,1952-11-02T13:30:38Z,-43.19,0.1,170.8,0.1,12.0,0.0,ML,,,,5.0,0.3,7
1544538,1952-11-07T12:21:23Z,-41.43,0.1,172.81,0.1,86.0,10.0,ML,,,,4.2,nan,1
1544539,1952-11-08T07:58:20Z,-39.3,0.1,177.97,0.2,33.0,0.0,ML,,,,4.5,0.3,7
1544540,1952-11-08T08:10:34Z,-39.16,0.0,177.5,0.0,33.0,0.0,ML,,,,3.8,0.1,3
1544541,1952-11-13T15:40:17Z,-40.45,0.0,174.28,0.1,127.0,14.0,ML,,,,3.8,nan,1
1544542,1952-11-13T17:14:51Z,-40.21,0.0,173.29,0.1,157.0,9.0,ML,,,,4.0,0.2,2
1544543,1952-11-14T03:25:21Z,-39.34,0.0,176.12,0.0,33.0,0.0,ML,,,,3.9,0.3,6
1544544,1952-11-14T10:07:07Z,-39.67,0.0,176.6,0.1,12.0,0.0,ML,,,,4.5,0.3,7
1544545,1952-11-17T14:51:10Z,-39.96,0.1,173.58,0.1,196.0,8.0,ML,,,,3.8,nan,1
1544546,1952-11-21T02:15:24Z,-39.68,0.1,174.24,0.1,201.0,8.0,ML,,,,4.0,nan,1
1544547,1952-11-21T20:20:43Z,-38.82,0.1,175.67,0.1,159.0,11.0,ML,,,,4.3,0.2,2
1544548,1952-11-22T20:43:42Z,-45.14,0.4,166.31,0.5,33.0,0.0,ML,,,,4.7,0.2,5
1544549,1952-11-23T11:54:05Z,-41.16,0.1,175.75,0.1,12.0,0.0,ML,,,,4.2,0.3,6
1544550,1952-11-25T05:23:42Z,-36.46,0.1,178.61,0.1,12.0,0.0,ML,,,,5.3,0.2,6
1544551,1952-11-25T05:40:03Z,-36.64,0.1,178.21,0.2,12.0,0.0,ML,,,,5.0,0.2,6
1544552,1952-11-28T12:52:42Z,-41.0,0.0,176.0,0.0,33.0,0.0,ML,,,,2.9,0.3,2
1544554,1952-12-03T14:30:12Z,-36.79,0.3,179.62,0.5,150.0,70.0,ML,,,,4.3,0.2,2
1544555,1952-12-04T18:58:24Z,-37.25,0.2,177.41,0.2,12.0,0.0,ML,,,,4.8,0.1,7
1544556,1952-12-06T13:42:13Z,-38.48,0.0,176.59,0.1,12.0,0.0,ML,,,,4.2,0.2,7
1544557,1952-12-06T13:56:06Z,-40.22,0.0,174.91,0.1,33.0,0.0,ML,,,,3.7,0.3,5
1544558,1952-12-07T10:06:42Z,-41.37,0.2,175.02,0.2,33.0,0.0,ML,,,,4.3,0.3,6
1544559,1952-12-11T21:41:20Z,-37.73,0.2,177.54,0.3,114.0,31.0,ML,,,,4.5,0.1,2
1544560,1952-12-13T02:18:20Z,-37.93,0.0,176.86,0.1,172.0,5.0,ML,,,,4.5,0.1,2
1544561,1952-12-13T12:26:40Z,-39.66,0.0,174.26,0.1,207.0,9.0,ML,,,,4.2,0.1,2
1544562,1952-12-14T21:08:24Z,-42.0,0.0,172.57,0.1,33.0,0.0,ML,,,,3.9,0.4,6
1544563,1952-12-15T14:45:32Z,-40.54,0.0,174.38,0.1,85.0,14.0,ML,,,,4.2,0.5,2
1544564,1952-12-16T12:15:35Z,-38.66,0.0,176.01,0.0,158.0,4.0,ML,,,,4.2,0.1,2
1544565,1952-12-20T07:33:18Z,-41.32,0.1,175.7,0.2,33.0,0.0,ML,,,,3.9,0.3,4
1544566,1952-12-23T07:20:26Z,-45.07,0.1,167.62,0.1,33.0,0.0,ML,,,,5.1,0.2,6
1544569,1952-12-24T04:05:13Z,-43.44,0.4,165.36,0.3,33.0,0.0,ML,,,,4.6,0.4,4
1544570,1952-12-27T10:35:30Z,-39.77,0.1,173.93,0.1,173.0,13.0,ML,,,,4.0,nan,1
1544573,1952-12-30T00:28:06Z,-40.99,0.0,172.8,0.1,12.0,0.0,ML,,,,4.0,0.2,5
1544574,1952-12-30T08:28:29Z,-43.0,0.0,173.0,0.0,12.0,0.0,ML,,,,2.6,nan,1
1544575,1952-12-30T11:37:26Z,-40.58,0.0,173.34,0.1,151.0,8.0,ML,,,,4.1,nan,1
1544576,1952-12-30T13:22:13Z,-38.97,0.1,179.62,0.1,33.0,0.0,ML,,,,4.5,0.3,7
1544577,1952-12-30T16:30:21Z,-42.72,0.1,173.41,0.1,12.0,0.0,ML,,,,3.7,0.4,5
